ModelID	CellLineName	sample	group	OncotreePrimaryDisease	OncotreeSubtype	CLDN4	ATMPS1981	RAD17PS645	CGAS	IRF3	HLADQA1	CHK1PS345	CHK2PT68	HLADRDPDQDX	PDL1	IRF1	ATM	X53BP1	RAD51	RAD50	HISTONEH3PS10	CLAUDIN7
ACH-000553	Sq-1	SQ1_LUNG	LUSC	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	8.568070117946721	-1.06	-1.25	3.264536430999025	6.31015831794782	-3.4	-0.422	0.0635	0.526	3.34	4.672425341971495	3.548436624696042	-2.37	4.368069876532083	4.558267634055736	-1.12	5.21
ACH-000803	COLO 668	COLO668_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.3474884972117955	-0.509	0.489	3.609991295212679	6.04592343960255	-3.72	-0.0641	0.379	-0.245	-0.223	5.0259146987507926	3.973611275519472	0.382	4.049630767724601	3.9001422603598166	-0.022	2.17
ACH-000382	COR-L24	CORL24_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.717676423066396	0.913	0.947	2.6182386555954547	5.97223312380739	-3.65	-0.376	-0.153	-0.336	2.49	3.977279923499916	5.316507819103109	0.398	3.2735158897021166	4.108524456778169	0.346	2.06
ACH-000187	COR-L311	CORL311_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.727239777484807	0.797	-0.414	0.1505596765753814	5.320123598040615	-3.57	-0.0293	0.206	-0.56	0.0448	3.563158130402808	6.401050159321362	-0.492	4.160274831408593	4.442943495848728	-0.171	2.55
ACH-000695	COR-L47	CORL47_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	4.310340120612151	-0.537	-0.356	0.0565835283663675	6.10936055940423	-3.58	0.579	-0.243	-0.306	0.0609	4.751677945687579	3.740927560318628	-0.854	4.0557162635125446	3.760220946466509	-0.188	2.92
ACH-000508	COR-L88	CORL88_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.228818690495881	-0.184	1.35	3.955126781261366	6.157245867371566	-3.62	0.565	-0.168	-0.15	0.266	3.538538163629804	5.008540671702954	0.341	4.458775699080244	4.699329525673156	0.0429	1.95
ACH-000743	COR-L95	CORL95_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	8.47585500126892	-0.0483	0.238	2.6016965164809576	6.400537929583729	-3.57	-0.0633	-0.287	-0.281	-0.466	6.5915597458278015	3.7644735509926655	-0.138	3.838951766951943	3.8135246892978105	0.751	1.47
ACH-000594	DMS 153	DMS153_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.937462100716437	-0.385	0.789	4.578334948681608	6.060047383669939	-3.63	0.211	0.112	-0.0145	-0.234	4.274261661257048	5.229203357886745	0.195	4.319762427669248	4.351204277257994	0.54	1.52
ACH-000749	DMS 273	DMS273_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	1.4059923596758368	-0.0462	0.0206	2.017921907997262	5.478971805032942	-3.64	0.211	0.111	-0.125	-0.717	3.339137384919585	3.873813198359087	-0.229	3.218781167784069	3.396433531250992	0.0655	-0.444
ACH-000844	DMS 454	DMS454_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	8.439249118590352	-0.0734	0.518	1.6644828403646823	5.631686366311998	-3.62	0.821	-0.124	0.125	-0.164	3.364572432295856	4.643856189774724	0.541	3.922197848396367	3.5993177936982264	-0.594	1.25
ACH-000698	DMS 53	DMS53_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	8.729212856911676	-0.242	1.39	4.208673319629471	5.900866807980749	-3.66	1.29	-0.0235	-0.0728	-0.286	4.788163657037767	5.012121672712217	0.569	4.391630261517429	5.175125349657719	-0.358	2.69
ACH-000703	DMS 79	DMS79_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.445345986064033	-0.3	0.912	4.90159099190337	6.142413437873741	-3.64	0.255	-0.287	0.18	-0.113	4.562547724199122	5.426264754702098	0.511	4.618238655595454	4.0798047546352585	0.811	2.43
ACH-000515	HCC-33	HCC33_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	3.114367024952	-0.093	0.697	1.875780063068488	5.421896512042248	-3.8	0.592	-0.347	-0.527	0.571	2.017921907997262	5.535741941075111	0.15	5.257387842692652	4.941106310946432	1.1	1.4
ACH-000866	NCI-H1048	NCIH1048_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	2.780310099043376	-1.13	-1.52	0.0565835283663675	6.37608196665007	-3.67	-0.153	0.537	-0.225	0.757	4.020591094773247	4.502712485966061	-3.2	4.587364990936461	4.471187460386985	-0.531	4.24
ACH-000514	NCI-H1092	NCIH1092_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	5.560409266362118	0.179	0.711	0.2868811477881615	4.909293085823824	-3.57	0.153	0.0567	-0.582	0.745	3.0513721017210256	5.533563348214512	0.479	3.784503982929567	4.510329019490572	-0.072	-0.0441
ACH-000780	NCI-H1105	NCIH1105_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	5.450881315273369	0.0407	1.06	0.3673710656485294	5.997744026059632	-3.56	0.376	0.367	-0.209	-0.132	3.5897634869849773	5.324450604656073	0.967	4.311793717753649	4.477677327565307	0.424	3.03
ACH-000523	NCI-H1184	NCIH1184_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	0.8953026213333066	-0.224	0.798	0.1505596765753814	5.807097274938268	-3.51	0.159	-0.287	-0.427	0.802	3.2854022188622483	4.689858236319245	0.647	4.666188489872781	4.2024177215751815	-0.234	-0.436
ACH-000830	NCI-H1436	NCIH1436_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.280956313831056	-0.193	1.06	0.0976107966264223	6.304876050044889	-3.53	0.342	0.00592	-0.189	0.156	3.889473542531109	5.166313747889934	0.00511	4.688180358586926	4.883132015657282	0.178	0.738
ACH-000506	NCI-H146	NCIH146_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	2.111031312388744	0.0563	1.5	1.3617683594191536	5.718635616271338	-3.58	0.51	0.213	-0.485	1.03	2.885574364371426	3.5285713188707577	0.185	4.203201156316611	4.175524601089875	-0.294	2.82
ACH-000179	NCI-H1618	NCIH1618_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.90026304356897	-0.557	0.0684	0.2141248053528473	6.00539998774259	-3.69	0.154	0.146	-0.237	-0.0252	3.3936907641874536	4.247927513443585	0.427	4.38543103719352	4.285402218862249	-0.112	3.05
ACH-000431	NCI-H1694	NCIH1694_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	1.879705766282288	-0.381	0.836	0.1243281350022017	5.71918344048179	-3.64	0.165	-0.00671	-0.00169	-0.343	4.257010618206024	3.8509993947164736	0.252	4.605257262939004	4.331275267146615	-0.062	-0.265
ACH-000559	NCI-H1836	NCIH1836_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.854993016757	-0.01	0.328	0.2986583155645151	6.2343863540945454	-3.79	0.78	0.165	0.0	1.11	4.733354340613827	4.966707314150316	0.746	4.008092420948722	4.305970520984387	0.301	2.3
ACH-000586	NCI-H1876	NCIH1876_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.044175512639209	-0.0938	0.841	0.3673710656485294	6.4307870508650105	-3.53	0.258	-0.326	-0.578	-0.163	4.456806149230474	4.916476644437717	0.319	3.998195503153252	4.671293372481576	-0.193	0.899
ACH-000870	NCI-H1930	NCIH1930_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	2.1667154449664223	0.794	1.19	0.4222330006830478	5.982080909763738	-3.55	0.394	0.233	-0.271	0.142	2.673556423990145	4.997292407636508	1.02	4.670160514126633	4.621758856709732	0.259	1.22
ACH-000729	NCI-H1963	NCIH1963_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	3.6322682154995127	-0.211	0.358	0.1243281350022017	5.770036138597918	-3.56	0.0878	-0.000671	-0.505	0.187	2.0806576633452254	4.849999259466098	1.51	5.194953795933835	4.10936055940423	-0.32	0.323
ACH-000298	NCI-H2029	NCIH2029_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	8.810507370724526	0.0337	0.656	4.04788732939655	6.064796645911805	-3.66	-0.0478	0.0342	-0.277	1.54	5.760753208062987	4.587964988882679	-0.0299	3.503348735167504	4.442943495848728	-0.0577	2.24
ACH-000394	NCI-H2081	NCIH2081_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.338602690352632	0.161	0.294	0.137503523749935	5.234194722953812	-3.62	0.672	-0.287	-0.21	1.53	3.662205499653616	4.355439197248685	-0.179	3.672425341971496	3.534808661231747	0.302	2.75
ACH-000290	NCI-H209	NCIH209_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.313790025443685	-0.00238	0.751	0.1110313123887439	5.050936965225225	-3.65	0.0794	0.4	0.0228	0.41	3.0089887832272546	4.880195728943098	0.138	4.851499202461257	4.7718855785153655	-0.0637	3.32
ACH-000639	NCI-H211	NCIH211_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	1.6690267655096307	-0.205	0.883	4.125155131322289	6.567423757707283	-3.59	0.0158	0.217	0.0939	-0.673	3.814550423461808	4.797531839571962	-0.441	3.981852653289741	4.235727059838059	0.473	1.88
ACH-000525	NCI-H2171	NCIH2171_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.073498932290183	0.0287	0.395	0.1243281350022017	5.535741941075111	-3.64	-0.128	-0.184	-0.103	0.26	2.6322682154995127	4.402585758232587	0.191	4.61882595258744	3.2141248053528475	0.649	2.1
ACH-000399	NCI-H2196	NCIH2196_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	7.545968369105292	0.852	0.208	4.612352498752662	6.075746538060905	-3.69	-0.0914	-0.25	-0.642	1.82	5.146084938616191	5.36387192485753	0.396	3.089159131911238	4.997292407636508	-0.423	0.223
ACH-000610	NCI-H2227	NCIH2227_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	2.114367024952	0.229	1.35	0.3103401206121505	5.989593184938768	-3.55	0.238	0.2	-0.413	0.4	2.533563348214512	4.5867647433551415	1.33	4.623515741490549	4.558267634055736	-0.0616	-0.371
ACH-000912	NCI-H2286	NCIH2286_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	0.9411063109464316	-0.203	-0.254	3.715893370547605	5.938521045865967	-3.62	-0.0176	-0.108	-0.117	-0.0946	4.669026765509631	4.997292407636508	-0.638	5.268284666520996	4.836934011321092	0.306	-0.669
ACH-000800	NCI-H446	NCIH446_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	0.7048719644563528	0.292	0.879	0.4436066514756145	6.015470807639381	-3.59	0.181	0.464	-0.21	0.14	2.9068905956085187	4.908812907739547	0.312	4.01435529297707	3.977279923499916	0.742	-0.523
ACH-000871	NCI-H510	NCIH510_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	8.014578464922891	-0.194	-0.00299	3.424922088210688	6.92148393743373	-3.63	0.978	-0.339	-0.518	0.777	3.4620523187964327	5.094236069845765	1.36	4.643856189774724	4.674121632632394	-1.1	2.6
ACH-000816	NCI-H524	NCIH524_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	4.606442228131607	0.426	0.606	0.5655971758542251	5.544114402209474	-3.61	0.613	0.407	-0.425	0.163	2.565597175854225	5.130519083027338	0.0837	4.931683057059805	4.564378168565064	0.361	-0.676
ACH-000767	NCI-H526	NCIH526_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.461561300001896	0.305	-0.485	0.1634987322828795	6.185073637876762	-3.6	0.701	1.07	0.0609	-0.346	4.181897643108388	5.690137692986635	0.055	5.302319050948834	3.985500430304885	-0.112	1.71
ACH-000358	NCI-H69	NCIH69_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	4.549053029337288	0.212	0.742	0.3561438102252753	5.92765946070309	-3.55	0.102	-0.195	-0.657	0.479	4.268284666520996	4.512858954449976	0.277	4.918863237274595	5.370513052460412	-0.701	0.683
ACH-000775	NCI-H727	NCIH727_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Lung Carcinoid	8.956985924612576	0.153	0.321	1.5210507369009632	6.547819956577703	-3.63	0.00398	0.508	0.354	-0.187	3.860962797858116	4.85897561429202	0.505	4.4356285940520905	4.393004256898322	-0.639	3.35
ACH-000355	NCI-H82	NCIH82_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	0.722466024471091	0.442	0.745	0.2387868595871165	5.648753032989572	-3.68	0.462	0.104	-0.485	0.325	1.2750070474998698	4.306699707272787	0.758	5.078951341394822	3.896271848807375	0.334	-0.475
ACH-000297	NCI-H889	NCIH889_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.15704371014558	-0.00918	0.136	0.0565835283663675	5.778471434199833	-3.64	0.178	-0.098	-0.207	2.62	4.34766565630097	4.329841176530628	1.21	4.081510068120917	4.331275267146615	0.313	1.35
ACH-000670	SBC-5	SBC5_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	1.807354922057604	-0.491	-0.345	3.901108243014512	6.327866971402036	-3.55	0.288	0.899	0.117	-0.454	3.2675357980687347	4.537917249034083	1.95	4.464668267003445	4.320484678017694	-0.722	-0.254
ACH-000659	SCLC-21H	SCLC21H_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.321206566969903	-0.281	0.11	0.1890338243900171	5.821710215034674	-3.61	0.343	-0.32	0.117	-0.166	3.91169158187234	4.953730849811491	1.79	3.831877241191673	4.716442236843321	0.0873	1.51
ACH-000790	SHP-77	SHP77_LUNG	SCLC_NET	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	6.3446509891484455	-0.121	0.223	0.070389327891398	5.880195728943098	-3.56	-0.0484	0.324	-0.355	0.485	3.799087306074004	3.812498225333564	1.18	4.7718855785153655	4.544732655932624	-0.449	-0.39
ACH-000826	CAL-12T	CAL12T_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.59245703726808	-0.115	-1.37	2.797012977836145	6.245077275359671	-3.67	-0.509	0.0303	0.0549	1.72	4.346956889378885	3.846994686965573	0.595	5.289465630958221	4.248686626873828	-0.809	4.04
ACH-000662	COR-L23	CORL23_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	7.970911158577129	0.602	-0.265	3.608809242675524	6.37833821198591	-3.54	-0.0957	0.143	-0.0977	1.71	3.844988156682612	4.487357715311548	0.237	3.679198570566922	5.08278773170927	-0.207	2.33
ACH-000868	HCC-1195	HCC1195_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	8.80135269277206	0.637	0.499	3.6322682154995127	5.279842693520347	-3.63	-0.226	0.591	-0.215	1.17	3.560714954474479	3.578938713093386	0.132	4.684818737553223	1.2141248053528475	-0.18	2.71
ACH-000901	HCC-1359	HCC1359_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	2.867896463992655	-0.416	0.174	4.1026581313637385	5.261530815243406	-3.59	-0.237	-0.0874	-0.102	1.22	5.00539998774259	4.062639828286463	0.0232	4.715344295358907	4.923149180472309	0.151	-0.758
ACH-000891	HCC-1438	HCC1438_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	1.599317793698226	0.465	0.88	4.083213368248981	6.7201416325836405	-3.61	-0.0148	0.836	-0.088	0.211	5.870611313044545	4.03121873061072	1.25	4.726831217032493	4.390942772802543	-0.104	-0.249
ACH-000840	HCC-366	HCC366_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	1.835924074254375	0.0441	0.43	3.759155833800272	6.938403423670239	-3.58	0.319	0.112	-0.105	0.517	6.230933093039401	5.271649772457207	-0.502	4.480265122054463	4.639232163249277	0.0243	-0.372
ACH-000825	HOP-92	HOP92_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	7.353499735245657	-0.213	0.869	2.538538163629804	5.7636771418966	-3.46	-0.155	0.0308	0.114	0.974	5.340206179911712	2.954196310386876	-0.454	2.867896463992655	3.777156666004501	0.1	-0.282
ACH-000672	IA-LM	IALM_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	6.011227255423254	0.384	0.0475	4.185073637876762	6.296090262683962	-3.67	-0.265	-0.261	-0.11	1.51	3.852997587613317	4.928844036712568	0.672	3.5545888516776376	3.440952198029637	-0.45	0.185
ACH-000627	LCLC-103H	LCLC103H_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	7.908272516291422	-0.332	-0.0652	3.936402377725064	5.641546029087524	-3.78	-0.0559	-0.175	0.0739	5.06	5.150965783556497	4.150559676575382	0.558	3.951401291674311	4.579542224936903	-0.229	0.309
ACH-000596	LCLC-97TM1	LCLC97TM1_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	9.30108459093582	-0.753	0.21	3.4672794804599825	5.968090752045256	-3.62	-0.0796	-0.244	0.0754	2.42	6.094447221699913	3.1176950426697547	0.121	3.773996325111173	5.086613947409496	-0.298	2.47
ACH-000444	LU99	LU99_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	1.6735564239901446	-0.108	-0.356	4.587364990936461	5.841218373923888	-3.65	-0.275	-0.348	-0.0514	0.283	3.560714954474479	3.803227036434928	-0.162	4.754353071692127	3.763411574470007	-0.124	-0.918
ACH-000438	Lu-65	LU65_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	7.421644094048272	-0.329	0.251	3.745237332129749	6.204766750654613	-1.66	0.00876	0.159	2.95	-0.161	4.521678951603199	4.2024177215751815	-0.764	4.0925457415435655	4.442280035252584	0.239	-0.457
ACH-000980	NCI-H1155	NCIH1155_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	5.060047383669939	-0.459	0.231	0.1243281350022017	6.157245867371566	-3.61	0.281	0.0858	-0.00478	0.0679	3.693765712217783	4.6194130105979365	0.449	5.381283372503783	4.34766565630097	-0.0913	0.405
ACH-000510	NCI-H1299	NCIH1299_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	1.819668183496456	0.209	-0.256	4.017031080527841	6.05484847699562	-3.56	0.625	0.46	0.0493	0.62	3.4276061727818994	4.114367024952	0.813	4.896756218474805	4.153805336079035	-0.575	-0.486
ACH-000015	NCI-H1581	NCIH1581_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	1.15704371014558	-0.939	0.359	3.0089887832272546	5.372255648445787	-3.68	0.23	0.0969	0.103	-0.423	2.090853430451113	4.2935176304174245	0.109	3.625270489374693	3.4867143730307024	0.0647	-0.582
ACH-000035	NCI-H1650	NCIH1650_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	7.974471952285043	-0.672	-0.309	3.0443941193584534	7.062423969074437	-3.52	-0.0415	0.293	0.0675	-0.323	5.2543672814408335	3.893362210763872	0.682	4.828834649468056	4.395062799517578	-0.117	2.91
ACH-000434	NCI-H1915	NCIH1915_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	1.6182386555954549	0.0914	0.452	3.305970520984386	5.7964939294258375	-3.72	0.182	0.264	0.232	4.69	2.229587922740652	4.838951766951944	0.0518	3.734438666137167	4.791814071161826	0.763	0.342
ACH-000904	NCI-H2106	NCIH2106_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	6.494095544940635	-0.453	0.117	0.9781956296816516	6.522934560943456	-3.55	0.33	0.124	-0.245	-0.442	3.498250867527825	5.636044526028037	-0.0405	5.058316495590823	5.419538891513785	-0.0492	1.16
ACH-000929	NCI-H2110	NCIH2110_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	8.915401388260412	-0.101	0.0714	3.793895882548878	6.867772940293715	-3.55	-0.557	0.386	-0.00924	0.374	4.805292455600712	3.13586316536868	-0.506	4.693765712217783	3.473786911614367	-0.513	4.4
ACH-000924	NCI-H2172	NCIH2172_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	2.957914598632985	-0.111	-0.493	1.6461626571578936	5.603181229013857	-3.59	0.187	0.146	0.16	-0.228	3.64961545906341	4.768713657030485	0.224	4.493775408460703	3.4462562298895643	-0.141	0.112
ACH-000186	NCI-H2444	NCIH2444_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	9.399705168175638	1.07	-0.785	3.4154882710497003	5.54101915313356	-3.14	-0.275	-0.192	0.0009	6.06	5.853746197008764	2.877744249949002	0.666	3.3978029618624896	2.805292455600712	-1.04	4.74
ACH-001075	NCI-H292	NCIH292_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung	8.258141995893771	-0.0567	-0.36	2.144046369616707	5.765269520690589	-3.58	-0.0733	-0.385	0.0905	0.748	5.32876467228402	4.506525779043123	0.381	4.200849574637213	4.859969548221026	-0.281	4.29
ACH-000463	NCI-H460	NCIH460_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	4.671859468247477	0.153	-1.31	1.4436066514756145	5.611172380044005	-3.62	0.0846	0.206	0.185	3.98	2.929790997718597	3.258518924711301	-0.268	4.331275267146615	4.060912049587873	-0.971	0.425
ACH-000378	NCI-H647	NCIH647_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	6.661350569233997	-0.212	0.433	3.944858445807539	5.611762560064872	-3.6	-0.238	0.304	-0.135	0.373	4.589164236699772	4.270528942380718	-0.326	4.224194663970433	4.420886574975532	-0.225	0.161
ACH-000853	NCI-H661	NCIH661_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	2.097610796626422	0.562	1.02	4.008092420948722	5.671010241278451	-3.62	0.28	0.433	-0.0151	-0.427	4.455491620628468	5.289834465177509	1.39	5.292413667827485	4.90977310414164	-0.273	-0.512
ACH-000789	NCI-H810	NCIH810_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	6.785419772149728	0.0858	0.15	0.0565835283663675	6.34002810238993	-3.66	0.829	1.24	0.0917	-0.041	2.803227036434928	4.152183419055046	0.523	4.698774108903683	4.335569005556748	-0.295	2.26
ACH-000813	T3M-10	T3M10_LUNG	other_NSCLC	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	5.012568673503056	0.399	-1.58	2.935459747805289	6.663771557482411	-2.16	0.104	0.0366	2.13	2.76	5.672142432853835	4.502712485966061	0.189	4.074676686294496	3.41006969175638	-0.578	3.08
ACH-000530	DMS 114	DMS114_LUNG	other_lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	0.9855004303048848	-0.566	0.0247	3.613531652917927	5.346247774082776	-3.61	-0.292	0.418	-0.0348	0.152	4.0259146987507926	4.622344722724236	1.74	5.021923838554758	5.2024177215751815	0.247	-0.626
ACH-000129	NCI-H1341	NCIH1341_LUNG	other_lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	4.563768278452033	0.434	0.739	0.137503523749935	5.842476062993939	-3.56	0.268	0.406	-0.424	-0.115	4.088311235888661	4.3750394313469245	0.705	4.720278465233327	4.5453506448223	0.346	-0.611
ACH-000752	NCI-H196	NCIH196_LUNG	other_lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	1.782408564927373	-0.542	0.946	3.033863451866284	5.8671551631075145	-3.69	0.708	-0.204	0.075	-0.45	5.065658470931991	3.2433644256936605	0.68	5.565901766806668	4.685379551959075	-0.203	-0.0561
ACH-000292	NCI-H841	NCIH841_LUNG	other_lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	1.1890338243900171	-0.376	-0.112	3.1858665453113337	6.385085853547684	-3.57	-0.0377	-0.363	-0.186	-0.00383	4.218006150284427	4.526694845541976	-0.141	4.284662185483165	5.152589069287125	0.321	-0.493
ACH-000890	SW 1271	SW1271_LUNG	other_lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	2.130930869826449	0.0183	0.525	4.03121873061072	5.960001932068081	-3.51	0.104	-0.00196	0.248	-0.421	5.048759311919856	5.752213367865143	-0.0224	4.359661722333877	5.517275693209582	1.11	-0.378
