ModelID	CellLineName	CCLEName	OncotreePrimaryDisease	OncotreeSubtype	group	CLDN4	TACSTD2	sig_DNA_REPAIR	sig_DSB	sig_STING_CORE	sig_STING_ISG	sig_HLA_ABC	sig_MHC1	sig_HLA_II	sig_IFNG	HLA-A	HLA-B	HLA-C	B2M	STING1	CGAS	H2AX
ACH-000251	NCI-H2887	NCIH2887_LUNG	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	9.220378327695228	0.3673710656485294	-0.0392619158679736	-0.4699366468122197	-0.002362369645354878	0.43859518062787	0.6363039258404165	0.6168284627775502	-0.20248713681735217	0.14510580403294693	9.698114273644498	7.643206830889615	8.157346935362844	10.70675500649037	4.679198570566922	3.84197311892718	5.113950482422504
ACH-001075	NCI-H292	NCIH292_LUNG	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung	other_NSCLC	8.258141995893771	9.616107697600578	-0.49117868653623853	-0.6505941401714207	0.1783677189813308	-0.0599788024574382	-0.2686681002479887	-0.12331872597589967	-0.20598864531344538	0.027257331447795703	6.940401697969842	5.154210530588339	7.662134274799074	10.332484173261577	5.053111336459563	2.144046369616707	6.913607511823099
ACH-000463	NCI-H460	NCIH460_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	4.671859468247477	0.2265085298086797	-0.19498703605034096	-0.2594925170744468	-0.25928516948081515	-0.4847287184634828	-0.3376874949087412	-0.22590535365010223	-0.5524679963438676	-0.21132760481852583	8.303415462685624	4.90159099190337	5.793635820350628	10.02278391504765	2.070389327891398	1.4436066514756145	5.606738317417591
ACH-000628	NCI-H596	NCIH596_LUNG	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	other_NSCLC	7.769507291436245	9.605553595494404	0.14696767555817053	-0.21679819083322385	0.6468502794525368	2.8355557020757183	2.048680146430011	2.1007109513559454	1.0875761673599544	1.5940848816144098	11.682072859989834	11.627807441666208	11.623698627342463	13.294189943620657	6.5869148286651225	3.782408564927373	6.019034669364337
ACH-000378	NCI-H647	NCIH647_LUNG	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	other_NSCLC	6.661350569233997	6.129283016944966	-0.18584259897820743	0.04242792593337407	0.4491055965742265	-0.1364699149477705	-0.21736025835969044	-0.20560017355895	-0.10023695400350356	0.18514879836052442	7.109047077700707	4.79960542245267	8.07499772513591	9.596581131940258	4.989139007368233	3.944858445807539	6.513806537433724
ACH-000853	NCI-H661	NCIH661_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	2.097610796626422	0.8237493603082727	0.2208062127598779	0.6702181566008287	-0.08506781920686432	-0.453016990417651	-0.8478915610573973	-0.6181797681255149	-0.30075046105043945	-0.21070680525502075	2.2357270598380583	6.016139702655253	8.88181754276214	9.96415311748276	2.3701642805402097	4.008092420948722	6.63618957152566
ACH-000789	NCI-H810	NCIH810_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	6.785419772149728	0.4436066514756145	0.16092050261922666	0.4051751038175116	-0.6520105500226974	-0.875590952987646	-1.153614891285447	-1.052138297293094	-0.502237643026101	-0.439822863210065	5.850999394716474	1.761285273361619	6.028790136349901	8.716956609419592	0.2750070474998697	0.0565835283663675	6.246218046405579
ACH-000813	T3M-10	T3M10_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	5.012568673503056	4.5496691707264905	0.059394113935614286	-0.4153486192460894	0.5245195269890576	1.6701460004041397	1.1493587107952907	1.168501700294747	2.492267757230993	0.7337384554954361	9.9197422979952	10.310385567698765	9.03030848678519	11.72370360182312	5.934988201783478	2.935459747805289	6.231509210867047
ACH-002034	T3M-11	T3M11_LUNG	Non-Small Cell Lung Cancer	NUT Carcinoma of the Lung	other_NSCLC	0.6507645591169022	0.0840642647884745	-0.027607122431989033	0.10418086473506644	-1.375938431247149	-0.9673230024201198	-2.7368515767559125	-2.493254263761803	-0.6416541962030711	-0.7477480780390648	1.0285691521967708	1.74416109557041	1.6644828403646823	7.171026639443138	0.0840642647884745	0.01435529297707	4.992315251861196
ACH-003153	ABM-T0794		Non-Cancerous	Immortalized Epithelial Cells, Lung	other_lung	4.0522419811811385	7.410493751910778	-0.23230676159413974	0.38662269251695525	0.5655419571591873	-0.4232260382478194	-0.4491030853232463	-0.4053620639515495	-0.4117423790107528	-0.02114843757824812	6.291493053259273	5.173127433480656	7.266692856157001	9.438417618010645	3.3868109464722167	3.468583317006828	4.056583528366367
ACH-003154	ABM-T0795		Non-Cancerous	Immortalized Epithelial Cells, Lung	other_lung	0.1890338243900171	2.996388746447621	0.17767886119566828	0.9071823602214643	0.22447538392490962	-0.725453399509341	-0.1873709950587553	-0.11962743654706719	-0.5501578457904793	-0.07722196361867842	6.843230150496545	7.166414182645162	6.677649178624028	9.983421187711585	4.560103513464738	3.261530815243406	3.878725341480105
ACH-003152	ABM-T0796		Non-Cancerous	Immortalized Epithelial Cells, Lung	other_lung	0.2986583155645151	0.0	-0.5049087137647166	-0.6968443786843858	0.07253601844081556	-0.2246873703715384	-0.14232564865524303	0.039587436035504575	-0.4836650750200264	-0.1999261657491119	7.347045504288829	7.399342019125501	6.176123271147939	10.74777340052679	7.047560200025687	0.8237493603082727	4.15623479785027
ACH-003156	ABM-T0797		Non-Cancerous	Immortalized Epithelial Cells, Lung	other_lung	6.021923838554758	8.855927424942402	0.016428547657502603	0.9631819084881382	0.5938173784525391	-0.38100409963197474	-0.3089889389883857	-0.22505027411068163	-0.5483561681135954	0.25558312342573186	6.349789870241872	6.45762712179055	7.059614856297222	9.896831886547522	3.017921907997262	4.229587922740652	3.876762490781555
ACH-003157	ABM-T0822		Non-Cancerous	Immortalized MPLC Cells	other_lung	0.1634987322828795	0.0285691521967709	-0.21799239731340625	-0.16544024281944156	0.680472594311128	-0.0065403921563129686	0.6728615525098274	0.9568676435207537	-0.4935744909719572	0.5253747526235621	8.147357583007118	10.087728018172488	8.275938239064432	12.611808657712883	6.524659241412916	1.726831217032493	3.5668151540108965
ACH-000530	DMS 114	DMS114_LUNG	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung	0.9855004303048848	0.3448284969974411	0.488582141434986	0.755215324531013	-0.20060960759010865	0.37576931255904306	-0.23594399004998914	-0.22603888200303685	-0.430035407281961	-0.14285376164448987	7.735183667465826	5.600507645345786	6.561784353081841	9.556965804529511	0.137503523749935	3.613531652917927	5.2024177215751815
ACH-000129	NCI-H1341	NCIH1341_LUNG	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung	4.563768278452033	0.2986583155645151	0.2893211894451171	0.845183272261147	-0.42838365809816426	-0.8467332670365177	-0.1573986850550748	-0.12098246205017088	-0.5234022419227755	-0.19730123840195138	7.538615759167857	7.270342052680231	5.954428984371879	9.83817967821521	5.1626934322112366	0.137503523749935	6.216454865144756
ACH-000752	NCI-H196	NCIH196_LUNG	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung	1.782408564927373	0.4854268271702416	0.43503460812589284	0.3732418048181382	0.3728739062558245	0.665925739479272	1.391138688698217	1.392964688938346	-0.5366427174570414	0.585464373102428	10.29634268469289	10.633086044096226	9.869131119644294	11.986517597444754	4.987775616142913	3.033863451866284	4.835924074254375
ACH-000292	NCI-H841	NCIH841_LUNG	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung	1.1890338243900171	0.2141248053528473	0.0571750254828836	0.5010819416044167	-0.04055605718098922	-0.39591975940345786	0.40943591899866316	0.19533160365610375	-0.4850842093267001	-0.3162016418149193	8.84927998375748	6.411256746220791	8.711494906650088	9.175100392774253	0.2387868595871165	3.1858665453113337	5.842727469292544
ACH-000064	SALE	SALE_LUNG	Non-Cancerous	Immortalized Lung Cells	other_lung	7.568336182133747	9.762282367216285	-0.09131814969287666	-0.13000528244599113	0.35843173019538743	1.01190228590886	1.0860468741970137	1.0333469914078137	0.1299464312298181	0.37188767552443347	9.946379967510367	9.53723781756864	9.215848441044862	11.189453956050333	4.514122260170708	3.1795110502715103	4.679761573516853
ACH-000890	SW 1271	SW1271_LUNG	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung	2.130930869826449	0.4854268271702416	0.3879460934882741	0.7479497207210691	0.47169363351002075	0.22891833942100667	0.7315662322570186	0.5522161907620126	-0.17282522056859403	0.05451986320728465	8.595481282324538	8.410663341077646	9.467748182372285	9.877636902574356	4.903520373723376	4.03121873061072	6.871104373555458
