gene	T47D_WT_rep1	T47D_WT_rep2	T47D_KO_rep1	T47D_KO_rep2	MCF7_WT_rep1	MCF7_WT_rep2	MCF7_KO_rep1	MCF7_KO_rep2
ALDH3B1	64.51549	65.23715	65.15344	56.252184	151.1843	152.17742	149.40953	154.7662
ALDH3B2	204.4317	182.17727	324.85483	264.5376	2004.616400079308	1960.71960305527	1477.7187	1421.6968700000002
ALDH4A1	1968.0024	1869.9995400000003	1808.00058	1709.3352	2944.009	3050.00453	2200.3333000000002	2052.9952900000003
ALDH5A1	553.9352	503.0095	556.09325	558.9655	583.5753	576.4762000000001	550.6055	547.8768
ALDH6A1	1102.5734499999999	1228.5220299999999	1117.8479	1043.89272	1188.44806	1248.80514	1527.93289	1473.01395
ALDH7A1	1774.83919513322	1734.94458807	1722.98768	1555.12121	1557.8929190000001	1476.56369365099	1680.8092941796	1525.805560012593
ALDH7A1P1	1.41015	1.44259	0.0	1.40805	0.0	0.0	1.41268	0.0
ALDH7A1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH7A1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH7A1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH8A1	3.13689	2.121071	5.33277	0.0	3.13442	3.17339	8.00261	8.436399999999999
ALDH9A1	957.99953	1065.00123	1218.00312	1068.99617	1603.99682	1720.0022000000001	1062.9961	1015.99749
ALDOA	14134.056970276	10842.368466228998	10675.131892	9946.638942000001	18617.33753	18908.40382	29248.52193	26319.372340089998
ALDOAP1	0.0	0.0	0.0	0.0	2.00047	1.00024	1.00015	1.00028
ALDOAP2	1.0	1.0	1.0	0.0	1.00008	0.0	2.00009	0.0
ALDOB	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ALDOC	219.00039	156.99999	51.99997	54.0	166.99997	173.00586	736.0137032147001	506.01480000000004
ALG1	411.41706999999997	476.02164424	328.39752999999996	344.31507999999997	588.66872	588.05875	627.5911	630.95491
ALG10	316.64390000000003	318.8938	486.3363	441.8707	456.932	440.9435	492.72309	499.5374
ALG10B	303.096443	314.79703	478.76398	503.22843	469.5962452	506.89441	568.3805	564.84531
ALG11	368.2559	397.4008	412.579	419.3125	388.568	416.8045	317.0012	361.128
ALG12	230.9996	208.9996	173.0001	186.9996	453.0002	449.7303	617.0004	643.0003
ALG13	682.9992600736032	703.99927	895.9999354474048	890.7228659852371	472.9999453173	505.605120133384	592.7009088183	605.0004027266345
ALG14	226.3543	206.2897	247.8676	230.63750000000002	195.52360000000002	204.05689999999998	263.0356	240.5619
ALG1L	81.8499	111.502	50.3216	46.769	143.44168578	131.412	147.66	121.982
ALG1L10P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L11P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L12P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L13P	8.715867	6.46022	3.4229199999999995	6.201319999999999	4.27162	5.12129	1.04912	11.48114
ALG1L14P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L15P	0.0	0.0	0.0	0.0	0.0	1.33229	0.0	0.0
ALG1L2	9.0	10.0	7.0	11.8234	32.0	18.0	24.018159999999998	21.89845
ALG1L3P	0.0	1.15062	1.53396	0.0	0.0	1.15237	0.0	0.0
ALG1L5P	0.0	1.05593	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L6P	1.15233	2.38551	0.0	0.0	2.58251	4.94919	2.64449	1.20381
ALG1L7P	0.0	0.0	2.9652	2.33373	1.19061	0.0	1.17068	2.31942
ALG1L8P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG1L9P	1.46721	1.32427	0.0	0.0	1.54808	0.0	4.2436	5.93438
ALG2	730.0	693.001	819.999	705.0	752.0	791.0	878.999	878.0
ALG3	365.00044	310.0000400146957	409.99977	379.99973123791585	528.000320627802	531.000444285	539.99968754	545.0000200000001
ALG3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALG5	819.6546	821.4450999999999	825.09617	803.0330299999999	613.9704800000001	616.14855	520.8556100000001	511.7584
ALG6	589.9995799999999	600.9993000000001	541.000110102404	458.99976	374.99979	391.00046000000003	558.00079	552.99942
ALG8	1232.6696	1277.50415	1081.766582236257	1105.7806	1383.89121631	1399.4403854	1764.170710016471	1754.9099421296078
ALG9	319.153553	346.043420645859	373.4678167	345.5222969	347.00954	330.13637	438.582423474	392.88628570000003
ALK	0.0	0.9999996	1.0	0.0	0.0	0.0	0.0	0.0
ALKAL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALKAL2	6.0	1.999996	5.000002	1.0	5.0	3.0	8.0	4.0
ALKBH1	334.9995	379.9996	401.0002	416.99981	495.00041000000004	506.00006	505.9996	460.0
ALKBH2	368.09893	358.01030000000003	364.08717	361.99971	412.32451000000003	455.01096	472.68581	444.03744
ALKBH3	192.99998	166.9998	238.9999400268025	177.0002547594	189.000040181343	223.9999	225.56504	195.72988999999998
ALKBH4	214.40028	177.46962	116.508834714	103.3557	317.4696	326.8478	395.2909	365.24376
ALKBH5	1138.0015	1084.9998	1184.9998	1111.997414	1417.9987	1448.0029	2218.999	2039.0052
ALKBH6	285.28393	245.8507	233.896043	210.861697739	365.05736	417.02865	478.300665706	442.78499
ALKBH7	339.99920000000003	325.9997	272.9998	264.00000190326	243.0005	219.0002	213.0	215.0002
ALKBH8	176.00041000000002	223.0005261376	214.99979	202.99997	178.00000343594	180.99966	216.99999400000002	200.00028
ALLC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ALMS1	2187.12988	2393.73712	3100.07592	2932.04983	3183.07663	3022.96112	3805.01366	3482.77532
ALMS1P1	5.07674	4.10368	4.18883	9.1698	9.24026	7.18586	6.20109	5.16375
ALOX12	13.0	22.0	11.0	14.0	27.0	39.0	22.0	21.99999
ALOX12B	0.0	0.0	1.0	0.0	10.0	9.0	9.0	15.000050000000002
ALOX12P1	0.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0
ALOX12P2	10.599195	11.267424	14.078	15.000978	372.57026146699997	412.18714	400.59617000000003	371.524325
ALOX15	214.97808	183.26429	220.44329	184.8442	354.04044999999996	414.74019999999996	281.08468	257.45199
ALOX15B	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
ALOX15P2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ALOX5	2.0	1.0	2.0	0.0	1.0	1.0	2.99999	1.0
ALOX5AP	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
ALOXE3	3.0	5.0	5.0000006	4.000003	3.999996	2.0	2.0	5.0
ALPI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALPK1	205.46122300000002	263.33557972	252.430023	268.216491169	221.141553131803	234.15951	212.2519	198.183704760622
ALPK2	2.00301	1.00225	4.00815	4.00636	3.00452	3.00377	1.07651	5.00697
ALPK3	16.00001	12.0	9.0	19.999959999999998	10.999972999999999	10.0	7.0	14.000035
ALPL	0.0	4.0	0.0	0.0	2.0	2.999998	3.000002	1.0
ALPP	6.37624	2.21484	4.0501	4.25228	2.29741	5.88116	7.03052	5.28912
ALPPL2	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ALS2	560.60199	651.5868261084	738.76138	682.07968	912.4484	896.72224	1261.570875	1245.1356099999998
ALS2CL	44.3325842	53.5232	43.144056852999995	47.221152727900005	309.869166282	313.9819027	236.4327111	229.97634008406789
ALS2CR12	2.52902	8.421915	14.575808	11.76022	17.12923	9.461364	13.215250000000001	18.788013
ALX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALX3	19.0	16.0	23.0	13.0	38.0	29.0	30.0	21.0
ALX4	1.0	2.0	1.0	0.0	0.0	0.0	2.0	3.0
ALYREF	909.9994899999999	848.00037	1037.99988	1019.99956	2122.99942	2246.9997700000004	3246.97405	3100.00366
AMACR	325.56940000000003	320.02461	295.7669	263.2774304	315.68531	318.47686	343.6769	297.5997
AMBN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMBP	1.0	2.000001	7.999999000000001	9.0	120.00009	108.0	362.9997	334.99998
AMBRA1	458.99997354942	451.00005	479.0003800157764	450.99947999999995	750.9994300000001	717.00067	822.01858	812.9998074
AMD1	3122.2530859999997	3337.0321200000003	3685.7801670000003	3368.1846261652	4273.784600253091	4310.00710773	4954.56252796	4942.8301
AMD1P1	0.0	2.0	2.0	3.0	1.0	2.0	0.0	1.00074
AMD1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08232
AMD1P3	0.0	2.19803	4.48202	4.47336	8.81528	4.40726	4.4917	3.32386
AMD1P4	17.8523	15.903	21.028	17.5975	29.1914	18.6332	23.56	21.1685
AMDHD1	50.807	38.9418	30.8735	34.765302	90.4947	70.50940200000001	80.9206	77.2668
AMDHD2	477.947477	423.93869	304.57783291609	251.97403227027	940.3248560054401	977.648927193	1310.0623584	1204.52763316
AMELX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMELY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMER1	238.6079	255.0284	286.7134	272.6474	423.4743	429.6359	465.96950000000004	505.7697
AMER2	122.5134	111.22840000000001	120.5995	126.64999999999999	127.90880000000001	120.8184	6.82011	10.8073
AMER3	4.23866	3.17122	7.60289	5.31979	13.7645	9.69123	6.24921	8.74445
AMFR	2439.27308	2512.93067	2681.188080042113	2442.09004	2777.2146399999997	2766.26112	3473.75139	3503.87856
AMH	38.000023999999996	36.00007	18.999990999999998	21.00005	37.0	29.00004	24.00004	26.99998
AMHR2	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
AMIGO1	100.0	118.9997	100.0	86.99999	191.0	168.0001	213.0	187.9997
AMIGO2	1076.1343	999.9868999999999	715.9850999999999	599.9998	1952.621	1940.844	3953.1220000000003	3648.1270000000004
AMIGO3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMMECR1	458.99994999999996	538.0	536.0	456.0	670.9999	684.9999	805.0004	758.99998
AMMECR1L	683.9995240000001	637.00036689	632.00023	563.0001144199999	716.99985103	690.000215797	683.999742	700.9997032
AMMECR1LP1	3.0	3.0	5.0	9.0	2.0	1.0	3.0	3.0
AMN	0.0	0.0	0.0	2.29198	2.21414	1.17251	1.17522	0.0
AMN1	116.26737	118.06572	122.70675999999999	116.33457056990399	137.76507	150.60099978099998	218.52957	169.0108900206389
AMOT	52.99997	47.999970000000005	60.000099999999996	58.99997	74.99999	103.00000828155	45.999989688	44.999939
AMOTL1	1227.3148999999999	1244.36051	881.8011797309999	783.93591	1142.2472599999999	1078.099844	1660.08704	1625.0599610000002
AMOTL2	306.00024967	298.000039	219.00011	215.999956	638.999755161	660.9999954	292.000508	260.0002
AMPD1	3.0	2.999999	4.0	3.9999993799999998	12.999994789600002	15.0	38.0	20.999978317999997
AMPD2	374.000161223671	402.9995003193579	457.99994	423.9997463	559.99990857516	579.9993747	868.0003100000001	852.00014
AMPD3	29.239293399999998	18.175912	15.472675	15.06688	19.014798	31.518565369999997	22.152629	13.036309999999999
AMPH	12.0	14.000034	12.060066	8.012786	0.0	0.0	3.18304	1.0
AMT	28.4995767	36.768793038007004	18.897623	10.843214199999998	28.84082	28.676000000000002	37.27498	35.647365
AMTN	111.0	105.0	14.0	18.0	38.0	36.0	14.0	14.0
AMY1A	0.0	0.0426009	0.0	1.0	0.0	0.0	0.0	0.0
AMY1B	0.0	0.0426009	0.0	0.0	0.0	0.0	0.0	0.0
AMY1C	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AMY2A	0.0	1.40263	0.0	0.0	0.0	0.0	0.0	0.0
AMY2B	3.38243	6.8373859999999995	4.08853	3.81802	4.135730000000001	8.02439	2.3602	9.83886
AMYH02020865.1	4.57159	4.46622	9.31928	7.7843	4.07679	1.7084	4.25953	9.8373
AMYP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMZ1	275.61457	254.03305999999998	169.61326	154.00029999999998	303.18670000000003	301.14817999999997	605.36549	553.06204
AMZ2	3001.54242009487	3036.454290771805	3295.978494631784	3090.087397806017	2159.599757023084	2174.2280200638634	3336.0175746	3094.3965904293
AMZ2P1	210.7473	203.2762	213.0185	212.71269999999998	141.01166	141.302	198.7715	184.7747
AMZ2P2	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
ANAPC1	2554.6442401318	2688.1088651299997	2987.6520638919997	2762.2989000000002	2535.1422100000004	2517.3537599999995	3279.6983999999998	3122.49892
ANAPC10	303.27529	302.057461330945	394.0315	382.0610800945271	309.17678	291.121067816	360.082628	316.03338
ANAPC10P1	0.0	0.0	0.0	1.00935	0.0	1.00752	0.0	0.0
ANAPC11	453.0170703082	489.00472990000003	458.72974255	496.9996184280655	735.4256723147	683.0068486631001	1133.00603852	950.8177301090105
ANAPC13	911.9196599999999	992.1905	1057.9939	983.49848	1123.49839	1194.2239	1275.7953	1273.3392000000001
ANAPC15	841.684555	807.775870797258	730.9610627	720.29473	878.8831238767201	809.9098949981	861.7264534000001	769.70315
ANAPC16	1459.95858	1464.91277	1206.616	1192.84678	1529.77449	1664.932	1721.29	1564.8302
ANAPC1P1	5.25196	21.6234	24.903560000000002	10.2685	6.49032	7.31001	15.5695	9.33085
ANAPC2	509.00035	475.0005	458.00003999999996	412.9995	573.9995	566.99975	620.000124	620.9996
ANAPC4	825.9098100000001	896.99968	989.12736	921.16656	809.88041	847.39614071466	996.13937	923.2606735
ANAPC5	3622.0191700615596	3804.7921877999997	3877.50147	3652.1503399999997	4648.174798	4609.61084267	5760.865261800001	5279.5905299999995
ANAPC7	1128.55408208	1171.17119	1282.31673	1159.44077	1990.3989548948	1880.4895800000002	1957.0867874155	1951.5711500167756
ANG	54.3456	40.5253	24.080458	21.4777	4.0	10.090492999999999	43.1352	36.7024
ANGEL1	466.11350999999996	435.317	406.24647	387.76118	586.48283	559.382	648.33364	690.3368
ANGEL2	1049.362	1133.7669	966.2936	839.7675	475.49070001165285	450.394672	465.40237	445.16272000000004
ANGPT1	3.017411	2.010173	18.43646	12.14084	4.187972	5.449365	4.362455	10.1711
ANGPT2	27.3275	25.78274	42.82599999999999	45.6423	30.03581	36.847300000000004	25.720550000000003	30.8075
ANGPT4	7.22763	7.22132	4.40384	5.45396	10.4693	12.8848	11.8668	7.93884
ANGPTL1	10.0	8.000004	20.99997	21.999965	8.0	12.000000999999997	3.0000039999999997	3.0000039999999997
ANGPTL2	5.0	6.0	1.0	1.0	4.0	8.0	0.0	2.0
ANGPTL3	6.000004	2.999996	10.0	9.0	4.0	1.0	3.0	10.0
ANGPTL4	62.93081	48.99999	26.01502	22.1085361719	67.903173	52.25043	232.32254073	170.4611662
ANGPTL5	3.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0
ANGPTL6	3.83789	4.31239	1.12453	3.64529	0.0	4.45137	3.28161	3.13875
ANGPTL7	1.0	0.0	3.000003	0.0	5.000004812	1.0	2.0	4.0
ANGPTL8	22.999952200000003	17.00002	15.0	10.169880163190001	12.88091	13.99996	18.76842	15.96064
ANHX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANK1	48.18610882	38.99998522	56.61213	57.64162445	52.47326675	37.04259485	54.751866	60.408796631
ANK2	0.0	0.0	12.9999980322812	13.000003	0.0	1.0	0.0	4.0
ANK3	1037.436754	1247.64297	843.3902509999999	768.45563104209	2019.15118	1991.044340373066	1400.95184692	1369.9588668096
ANKAR	63.000024	69.99998416	53.99996	46.0000008	45.00004	40.9999289	47.000023	55.061479999999996
ANKDD1A	15.6530195	16.08289	22.67735	13.1335	18.11637	15.58687740795	25.77174	16.1159
ANKDD1B	13.999960000000002	8.0	12.0	13.999973	8.0	5.000001	4.000004	6.0
ANKEF1	590.32322165	570.5756	751.867	666.7363	822.569	778.6362	532.085	552.267
ANKFN1	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
ANKFY1	513.80254	515.13518	662.4724199999999	665.36883	1138.78074	1168.62104	1206.58549	1187.78507842194
ANKH	186.28727999999998	177.09821200000002	202.76972	204.465015	223.02059000000003	174.366274	400.52606	405.32592999999997
ANKHD1	1425.5477501694509	1388.81042	1452.0787420000001	1397.35553043002	1810.6300462519998	1839.626160272516	1889.0016401	1755.98419181963
ANKHD1-EIF4EBP3	139.574	179.3998	185.29420966824	91.08070000000001	263.6743	323.07050000000004	358.7559	381.5521
ANKIB1	1770.70729	1857.99483	1209.99676	1038.00055	2322.99733	2300.99906	2802.00322	2604.99958
ANKK1	4.00316	3.00688	1.00038	1.00114	1.04526	3.03706	2.00256	4.03351
ANKLE1	32.1154	23.9111	29.68835	39.0574	27.3572	37.0008	30.6073	23.02567
ANKLE2	1272.9858000000002	1325.52318	1448.5879	1341.03957	2439.53899	2454.1036	2410.5971	2327.8407
ANKMY1	254.7322877464	213.215968	218.547880522777	207.885705	235.7577511899	221.08511000000001	269.2173944168914	257.42436200000003
ANKMY2	364.00003000000004	400.00010000000003	396.0	395.99992	347.99953000000005	344.9995	459.99961	434.99995635000005
ANKRA2	320.802	311.1261	391.5471	368.66576000000003	266.3072218505	263.4538	319.68059999999997	273.4551
ANKRD1	1.00481	2.09308	1.02764	1.00074	1.0257	3.10853	1.03357	0.0
ANKRD10	316.37315	317.36035	326.99947	268.86006	372.26223	399.81543999999997	330.638989	282.66437
ANKRD11	439.999529901	423.00017903001196	462.9995653317902	484.99973916319004	946.999463654106	967.99923197	1148.0002655167	1132.9998874173
ANKRD12	1347.68679	1423.7997699999999	1449.35552	1293.33442	1850.20992	1829.3036	1970.84362	2115.96319
ANKRD13A	572.85276	539.55544	541.84809	440.32102	594.48242	610.75254769	770.6265199999999	659.01739
ANKRD13B	102.00003	93.0000221	82.9999466400006	81.999984	67.99999	69.00000907	109.000018	112.9999054
ANKRD13C	595.00026	622.00006	839.0004	790.00029	693.0006599999999	676.0	765.00027	747.00051
ANKRD13D	428.89585	378.940512	363.9156	347.19236	529.44963	561.74613	621.9112299999999	540.5313562849
ANKRD16	142.91449	133.88821000000002	136.35197	124.78055	164.22976	180.6143	200.34456	165.3476
ANKRD17	1890.00046	2029.99975	2292.22723	2159.0002	2779.00477	2763.1455	2741.00373	2664.003010128537
ANKRD18A	114.06715	126.58886000000001	148.3968	159.10846	74.2207	62.174479999999996	46.48699	64.90046
ANKRD18B	128.87035	107.59006000000001	139.808388	132.449272	48.33561	58.79318	43.9256	56.83181
ANKRD18CP	14.6829	16.1115	23.462	24.0961	7.96506	7.4684	6.87621	8.83543
ANKRD18DP	6.0	3.0	7.000004	6.0	5.0	0.0	3.0	0.0
ANKRD18EP	173.0	170.0	229.0	207.0	298.0	273.0	236.0	220.0
ANKRD19P	7.30248	2.860771	16.92799	12.5484	3.30686	4.668489	6.27532	3.30585
ANKRD2	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ANKRD20A1	0.333333	8.597073	2.37578	11.15669	2.66066	5.82974	0.0	0.0
ANKRD20A10P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD20A11P	41.50556	18.08421	34.62395	39.503077	21.34785	33.48067	33.237791	31.17067
ANKRD20A17P	18.6692	20.5616	35.6053	25.9344	21.4434	16.5239	17.4753	11.3245
ANKRD20A18P	1.12509	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ANKRD20A19P	21.0	21.0	13.0	29.2811	11.0	5.0	12.1908	16.2395
ANKRD20A2	0.0	0.0	1.03752	1.02608	0.0	0.0	0.0	0.0
ANKRD20A21P	26.21564	24.1384	17.5429	28.5582	7.41921	10.9385	15.204	8.49468
ANKRD20A3	31.933533	34.95027	57.741547	64.7967	25.7718	29.4469	27.777152	15.98982
ANKRD20A4	0.333333	0.0	1.11328	0.0	0.0	0.0	2.40613	0.0
ANKRD20A5P	88.48140000000001	75.867195	72.571129	74.0958	43.328669999999995	36.918324	101.16366	81.1648
ANKRD20A6P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD20A7P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD20A8P	36.14441	40.8062	30.7225	20.828500000000002	44.49526	27.4762	21.45667	22.508090000000003
ANKRD20A9P	4.57824	0.0	14.69456	3.652	0.0	0.0902062	0.0	1.71237
ANKRD22	6.11331	6.15246	3.046976	4.03978	5.0716018	9.2339	12.099305	19.531763
ANKRD23	156.20447000000001	171.03326374	219.511900218645	195.856300490911	182.207990134783	211.435	258.3323	233.32190000000003
ANKRD24	2.0	7.0	8.0	7.0000054	4.0	5.9999954	5.000001	8.000002
ANKRD26	828.00003	856.0004749999999	840.00023	864.99954	898.99976	862.9998400000001	1032.00057	982.0002099999999
ANKRD26P1	1.999999	0.0	2.0	0.0	0.0	0.0	1.0	0.0
ANKRD26P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD26P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD26P4	0.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0
ANKRD27	844.46912	886.1005537	970.38356	852.99964	1432.6345900000001	1395.980337497	1478.06493	1424.76261
ANKRD28	1077.41854152052	1135.06839	1176.0145	1116.47441	1769.06556	1768.4770444875	2674.78824	2632.69803
ANKRD29	26.84326	9.602522	21.5922	21.14643	15.969749999999998	19.649751000000002	37.98494	32.9958
ANKRD30A	590.55300162811	678.01600120384	1662.6460010471899	1584.906000980331	651.9997291429739	648.9995743632021	2067.582	2002.1700009100518
ANKRD30B	92.00126	90.066	179.2249	178.7063	90.5332	101.0775000693854	58.293384999999994	70.82169999999999
ANKRD30BL	6.00782	2.75754	2.49887	3.67407	5.01086	7.08381	5.50157	3.4367099999999997
ANKRD30BP1	7.80878	6.78202	21.6383	25.0959	7.69661	5.59161	4.47214	4.82999
ANKRD30BP2	9.14272	8.35175	6.63962	13.4032	11.6599	17.1611	10.8933	15.797260000000001
ANKRD30BP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD31	9.0	10.0	42.0	28.0	29.0	21.0	56.0	55.0
ANKRD33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD33B	7.0	3.0	5.0	3.21495	2.0	2.14625	2.1011800000000003	7.31532
ANKRD34A	32.0	29.0	23.999953	36.0	51.999953	67.0	37.0	43.0
ANKRD34B	11.0	19.999979	65.0000449	70.99999000000001	95.99998	81.00004	64.00001	47.99995
ANKRD34C	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
ANKRD35	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0
ANKRD36	1582.6672999999998	1684.6853	2303.8914	2311.0884100000003	1458.287	1338.3282	1970.7993900000001	1887.6614
ANKRD36B	635.0827	605.7076321723	735.698429748	744.898390709013	375.41849	385.78070002210256	531.92060927231	488.393523
ANKRD36BP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD36BP2	262.1936	249.913	369.28499999999997	388.8465	126.79339999999999	113.10589999999999	98.6717	114.6159
ANKRD36C	1230.9459299999999	1214.5189279	1610.66347	1611.4614000000001	980.7170813299999	842.5776360000001	1200.076814	1140.635764
ANKRD36P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD37	170.90198	135.31383	91.72292	68.75001	22.00452	14.25427	130.7012	85.09836
ANKRD39	512.6545	587.8628	756.158	738.241	703.163	588.8113999999999	927.366	891.413
ANKRD40	1048.48856	1029.78593	1127.9637	1063.6324	1362.14281	1294.99683	2030.20124	1922.86384
ANKRD42	213.21398	202.62319000000002	243.28068000000002	231.67688613672001	199.37407	192.03683999999998	210.4428479	230.63401
ANKRD44	111.9998853	135.0661461	134.287765	154.61751800000002	171.81346000000002	169.99734999999998	152.663411	142.88586999999998
ANKRD45	15.3549	16.5408	14.4351	20.083	10.8534	15.7214	25.5923	16.5786
ANKRD46	571.7404132	546.98429	657.16799	696.374161228862	560.6489	489.7757555	524.05189	498.006350044
ANKRD49	376.00016	333.99980999999997	339.9995	379.00007	293.0	304.99973	327.0	343.9999646
ANKRD50	6670.0	6840.0	5251.0	4871.005	1992.001	1880.997	2125.0029999999997	2144.997
ANKRD52	415.00044599999995	400.00003999999996	544.00046	539.00017	931.00043	910.00024	1030.9989699999999	1003.99539
ANKRD53	1.0	2.0	1.0000004	1.0	1.0	2.0	5.0	2.999996
ANKRD54	294.14268	310.595429176	292.25	257.78238	465.04448	467.592330245259	544.01895	528.47284
ANKRD54P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD55	2.0	2.02636	4.00422	3.00179	5.01727	2.00111	4.01998	7.01013
ANKRD6	37.2992700150458	37.2829460771801	45.901179317	40.51894	97.1001294649	95.4023300263934	158.0792557336	151.683657
ANKRD60	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ANKRD61	18.0	19.0	15.0	9.0	35.0	20.0	35.0	24.0
ANKRD62	4.1889	7.11713	7.37147	3.15473	9.44678	13.793	14.9477	7.07949
ANKRD62P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD63	1.0	0.0	0.0	0.0	3.0	5.0	2.0	0.0
ANKRD65	1.10348	0.0	0.0	2.27884	1.07535	1.16153	0.0	1.29472
ANKRD66	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD7	1.32605	3.02682	6.21288	2.11726	4.91352	2.07378	4.01868	3.18925
ANKRD9	261.6375	220.06883	165.5462	177.3808	353.80084	394.9021495	434.49785	367.82496
ANKS1A	213.0	211.0	242.9995	203.0	553.0	573.0	567.0	555.99972
ANKS1B	126.86123	120.8876943405509	145.976362	144.584338	205.075650695	244.12999	259.084847	216.74393149999997
ANKS3	320.11439	255.6311454075248	207.04206	214.5096766268	456.21537001308633	446.86900946175	625.105886	579.51989
ANKS4B	12.53956	25.8434	32.3076	22.2824	24.9234	15.2473	25.7418	25.0374
ANKS6	365.00023999999996	360.00048	233.99956000000003	212.99987	196.99984	203.00045003381598	180.99997	148.99993999999998
ANKUB1	10.41623	12.16148	13.21783	10.44147	8.83166	3.77937	9.837036	11.39197
ANKZF1	787.457970736	746.76782515	755.1234203321068	688.92895	649.26876	667.8203500555877	1594.91173817	1258.737820719414
ANLN	3552.98216	3639.5258223302503	3207.67055	3009.9174900000003	3339.04761003	3313.04193	3629.6231000000002	3548.7497399999997
ANO1	5.9999925659999995	5.999999	3.9999991	1.0	14.0	14.0000064	13.999998	14.000003
ANO10	297.51095200000003	282.50997407589	302.51252	284.12797	437.56417	459.55816	442.259846	436.65302747052004
ANO2	12.9999766	13.000005000000002	11.9999999	13.9999634	3.9999963000000003	3.999996	0.0	5.00000473
ANO3	36.0	31.0	27.0	34.99998	33.0	36.00001	41.0	27.0
ANO4	2.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0
ANO5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ANO6	475.41844	481.0004	493.10516	484.0003	943.00985	936.39694	960.7659	932.3672000287086
ANO7	24.1804785	21.199438999999998	9.000004	10.20619	6.00228	12.0179	14.144625999999999	14.0
ANO7L1	2.0	7.0	2.0	1.0	2.0	5.0	8.999998999999999	9.0
ANO8	77.02747	51.0028	58.0496	63.0125	93.00187000000001	70.010262	68.0117	74.0088
ANO9	10.0	12.0	27.00002	16.00002	33.999964	28.99998	47.99994	29.000029
ANOS1	194.0001	178.99954	294.00005000000004	268.99982	660.0004	674.86488	590.9996000000001	554.9997
ANOS2P	1.0	0.0	2.03573	0.0	0.0	2.17002	1.02082	1.0192
