term	symbol	in_matrix	max_fpkm	log2FC_MCF7	log2FC_T47D	log2FC_mean	dir_MCF7	dir_T47D
HALLMARK_INTERFERON_ALPHA_RESPONSE	PARP12	1	2.86806	0.124936	-0.421566	-0.148315	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	PARP14	1	10.4567	0.107413	-0.202551	-0.0475691	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	PARP9	1	10.7886	-0.372482	-0.663652	-0.518067	DOWN	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	PLSCR1	1	11.4673	0.0457943	0.180802	0.113298	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	PNPT1	1	161.638	0.39068	0.285147	0.337914	UP	UP
HALLMARK_INTERFERON_ALPHA_RESPONSE	PROCR	1	5.45345	0.823463	0.527095	0.675279	UP	UP
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSMA3	1	100.34	-0.0729802	0.190591	0.0588055	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSMB8	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSMB9	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSME1	1	169.28	-0.414675	-0.23389	-0.324282	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	PSME2	1	109.702	-0.117364	-0.354203	-0.235783	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	RIPK2	1	24.2253	0.185815	-0.0122197	0.0867978	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	RNF31	1	6.23844	0.0703154	-0.220195	-0.0749398	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	RSAD2	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	RTP4	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	SAMD9	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	SAMD9L	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	SELL	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	SLC25A28	1	10.2605	0.0400115	-0.490169	-0.225079	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	SP110	1	2.90795	0.846318	-0.0471476	0.399585	UP	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	STAT2	1	8.83472	-0.281091	0.0154908	-0.1328	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	TAP1	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	TDRD7	1	12.4733	0.0824828	-0.00947233	0.0365052	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	TENT5A	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	TMEM140	1	4.875	-0.385734	-0.636239	-0.510987	DOWN	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRAFD1	1	39.0898	-0.200713	-0.035525	-0.118119	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM14	1	3.03428	0.887708	-0.0990199	0.394344	UP	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM21	1	11.2586	0.64643	-0.922704	-0.138137	UP	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM25	1	16.2147	-0.116495	-0.225012	-0.170753	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM26	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	TRIM5	1	2.69333	0.129627	-0.334517	-0.102445	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	TXNIP	1	124.746	0.265714	-0.707932	-0.221109	UP	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	UBA7	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	UBE2L6	1	4.50552	0.0959017	-0.345771	-0.124935	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	USP18	1	15.5443	-0.392744	-0.347802	-0.370273	DOWN	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	WARS1	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	HLA-A	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	HLA-B	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	HLA-C	1	10.8526	1.28676	-0.498937	0.393911	UP	DOWN
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	HLA-E	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	HLA-F	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	HLA-G	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	B2M	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TAP1	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TAP2	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TAPBP	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	TAPBPL	1	1.72994	0.101532	-0.0704199	0.0155558	FLAT	FLAT
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	NLRC5	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	PSMB8	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	PSMB9	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	PSMB10	1	22.8328	0.357413	-0.0427146	0.157349	UP	FLAT
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	ERAP1	1	15.0387	-0.729341	-0.386263	-0.557802	DOWN	DOWN
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	ERAP2	0						
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	CALR	1	400.529	-0.119394	-0.205136	-0.162265	FLAT	FLAT
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	CANX	1	521.424	-0.0477293	0.158719	0.0554949	FLAT	FLAT
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	PDIA3	1	64.3749	-0.202753	0.0277507	-0.0875013	FLAT	FLAT
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	IRF1	1	4.0123	-0.154147	-0.477468	-0.315808	FLAT	DOWN
