layer	cohort	gene	n_lines_in_cohort	n_quantified	n_pairwise_vs_TACSTD2	rho_vs_TACSTD2	p_vs_TACSTD2	median_abundance	mean_abundance	q_vs_TACSTD2	in_confirmatory_family	rank_rho_among_claudins	rank_median_among_claudins	n_claudins_tested
RNA	LINEAGE:Lymphoid	CLDN4	166	166	166	0.6801865671655777	6.903754291252288e-24	0.608801488293394	0.7302550239388947	1.6569010299005492e-22	True	1	3	24
RNA	LINEAGE:Lymphoid	CLDN5	166	166	166	0.3668387702939671	1.1665806260709286e-06	0.07722679633993625	0.24295335068592655	3.1108816695224762e-06	True	9	10	24
RNA	LINEAGE:Lymphoid	CLDN6	166	166	166	0.48680655033077463	2.9265923551897947e-11	0.0426443374084937	0.09200005206543722	1.1706369420759179e-10	True	6	12	24
RNA	LINEAGE:Lymphoid	CLDN7	166	166	166	0.36404716650082375	1.425080113477972e-06	0.4541758931858021	0.6900995637546319	3.420192272347133e-06	True	10	4	24
RNA	LINEAGE:Lymphoid	CLDN8	166	166	166	0.24079422132771222	0.0017775225875945714	0.0	0.0035304287033515436	0.0028440361401513145	True	15	17	24
RNA	LINEAGE:Lymphoid	CLDN9	166	166	166	0.13513961955605153	0.0825694959838589	0.0565835283663675	0.23629610528925915	0.11009266131181188	True	18	11	24
RNA	LINEAGE:Lymphoid	CLDN10	166	166	166	0.4137994409973894	2.997761513024858e-08	0.0	0.037786221748351626	1.0278039473228084e-07	True	7	17	24
RNA	LINEAGE:Lymphoid	CLDN11	166	166	166	0.35615352245157683	2.4844940275916124e-06	0.1110313123887439	0.15021181755187446	5.420714242018064e-06	True	11	7	24
RNA	LINEAGE:Lymphoid	CLDN12	166	166	166	0.25654973058742936	0.0008485390020390482	2.390532949217982	2.3494801740354068	0.0014546382892097968	True	14	2	24
RNA	LINEAGE:Lymphoid	CLDN14	166	166	166	0.06613159089425628	0.39725447675577286	0.01435529297707	0.4295537885662745	0.4540051162923118	True	20	15	24
RNA	LINEAGE:Lymphoid	CLDN15	166	166	166	0.40776723060664055	4.9555656832131494e-08	3.925522817100565	3.751314555750297	1.486669704963945e-07	True	8	1	24
RNA	LINEAGE:Lymphoid	CLDN16	166	166	166	0.3188843026174652	2.8224516045922607e-05	0.0426443374084937	0.3284547176888725	5.6449032091845214e-05	True	12	12	24
RNA	LINEAGE:Lymphoid	CLDN17	166	166	166	0.021821995533714847	0.7801945851843578	0.0	0.001867754575115426	0.7889386541500268	True	22	17	24
RNA	LINEAGE:Lymphoid	CLDN18	166	166	166	0.28778655881957566	0.00017011218161832898	0.01435529297707	0.06159247859333828	0.0003140532583722997	True	13	15	24
RNA	LINEAGE:Lymphoid	CLDN19	166	166	166	0.1712015932217728	0.027424676476187574	0.0	0.01175589711321796	0.03871719031932363	True	17	17	24
RNA	LINEAGE:Lymphoid	CLDN20	166	166	166	0.5583498169741791	5.448895114148733e-15	0.3561438102252753	0.3597787753019275	2.6154696547913917e-14	True	5	5	24
RNA	LINEAGE:Lymphoid	CLDN22	166	166	166	0.09102376501866184	0.24348496461014907	0.0	0.12518533193403908	0.29218195753217885	True	19	17	24
RNA	LINEAGE:Lymphoid	CLDN23	166	166	166	0.17715514654984635	0.022411050451175123	0.1110313123887439	0.4927948131909446	0.03361657567676269	True	16	7	24
RNA	LINEAGE:Lymphoid	CLDN24	166	166	166	0.04430713484132564	0.5708348655654313	0.0	0.15528658826808947	0.6227289442531978	True	21	17	24
RNA	LINEAGE:Lymphoid	CLDN25	166	166	166	0.020932599210135894	0.7889386541500268	0.0	0.0194727041945091	0.7889386541500268	True	23	17	24
RNA	LINEAGE:Lymphoid	CLDN34	166	166	166	-0.13007406409134076	0.09485459631766952	0.0	0.006787098907890423	0.11981633219074045	True	24	17	24
RNA	LINEAGE:Myeloid	CLDN1	62	62	62	0.5575158177041808	2.513791785102327e-06	0.1763227726404629	0.2957777605490922	1.9496659021793172e-05	True	2	7	23
RNA	LINEAGE:Myeloid	CLDN2	62	62	62	0.4851289966074993	6.436691668254277e-05	0.0285691521967709	0.048661975240591286	0.00029608781673969676	True	5	15	23
RNA	LINEAGE:Myeloid	CLDN3	62	62	62	0.5259326857700066	1.1340701721433229e-05	0.0976107966264223	0.14161148974682683	6.520903489824107e-05	True	4	9	23
RNA	LINEAGE:Myeloid	CLDN4	62	62	62	0.6462894601285217	1.3994869266722109e-08	0.5752798382876907	0.6555421144341899	3.218819931346085e-07	True	1	4	23
RNA	LINEAGE:Myeloid	CLDN5	62	62	62	0.3362889701740794	0.007531717551247965	0.0840642647884745	0.2213785501226617	0.024747071954100454	True	7	10	23
RNA	LINEAGE:Myeloid	CLDN6	62	62	62	0.21448344664469546	0.09412693876425086	0.07722679633993625	0.20953178090883584	0.16290702040104937	True	13	11	23
RNA	LINEAGE:Myeloid	CLDN7	62	62	62	0.24661682166944307	0.053321949522194774	1.2203299548795556	1.4953736671158713	0.12264048390104798	True	10	3	23
RNA	LINEAGE:Myeloid	CLDN8	62	62	62	0.22155346605004594	0.0835249722147835	0.0	0.0023130886453763045	0.16008953007833504	True	12	19	23
RNA	LINEAGE:Myeloid	CLDN9	62	62	62	0.17349486126340316	0.17748133149991704	0.38378502797587016	0.6424413917413275	0.25512941403113076	True	16	6	23
RNA	LINEAGE:Myeloid	CLDN10	62	62	62	-0.08953419163639889	0.4889138311733083	0.07722679633993625	0.6554385093691835	0.6247232287214495	True	23	11	23
RNA	LINEAGE:Myeloid	CLDN11	62	62	62	0.027335704111224855	0.8329648860330126	0.1110313123887439	0.28398512490932304	0.8708269263072403	True	19	8	23
RNA	LINEAGE:Myeloid	CLDN12	62	62	62	0.23188776782636997	0.06974943955582757	2.4743518132550064	2.674345920541076	0.14583973725309402	True	11	2	23
RNA	LINEAGE:Myeloid	CLDN14	62	62	62	0.06224663263210062	0.6307849251863007	0.007177646488535	0.03895628982782631	0.7254026639642458	True	18	18	23
RNA	LINEAGE:Myeloid	CLDN15	62	62	62	0.439312144801872	0.00035398051555524243	3.8489970408410232	3.8422988718082722	0.0013569253096284294	True	6	1	23
RNA	LINEAGE:Myeloid	CLDN16	62	62	62	0.2651080165525107	0.03730590243550504	0.0426443374084937	0.0910864081334955	0.10432644206127341	True	8	14	23
RNA	LINEAGE:Myeloid	CLDN17	62	62	62	-0.07875708494682719	0.5428825309338264	0.0	0.00046079277736727257	0.6571735900777899	True	22	19	23
RNA	LINEAGE:Myeloid	CLDN18	62	62	62	0.2605529747305722	0.04082339037180264	0.0285691521967709	0.06160837238491947	0.10432644206127341	True	9	15	23
RNA	LINEAGE:Myeloid	CLDN19	62	62	62	0.2113432329256332	0.09916079502672571	0.01435529297707	0.04388213112074658	0.16290702040104937	True	14	17	23
RNA	LINEAGE:Myeloid	CLDN20	62	62	62	0.5572851419310018	2.5430424811034573e-06	0.4275962039795771	0.4399020762499008	1.9496659021793172e-05	True	3	5	23
RNA	LINEAGE:Myeloid	CLDN22	62	62	62	-0.009687654119979192	0.9404295384808998	0.0	0.027986966818459292	0.9404295384808998	True	20	19	23
RNA	LINEAGE:Myeloid	CLDN23	62	62	62	0.19161159370393874	0.13572306963134026	0.07722679633993625	0.4015141393855095	0.20810870676805507	True	15	11	23
RNA	LINEAGE:Myeloid	CLDN24	62	62	62	-0.03450810412482391	0.7900338509897051	0.0	0.03294558045712529	0.8652751701315818	True	21	19	23
RNA	LINEAGE:Myeloid	CLDN25	62	62	62			0.0	0.0		False		19	23
RNA	LINEAGE:Myeloid	CLDN34	62	62	62	0.15035443489848824	0.2434351110010695	0.0	0.00046079277736727257	0.3293533854720352	True	17	19	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN1	67	67	67	0.2611970827394539	0.032763553014414075	6.278170649631172	5.697370959669731	0.08372907992572486	True	7	1	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN2	67	67	67	-0.006702698485985316	0.9570689713760036	0.1110313123887439	0.581169142232133	0.9570689713760036	True	16	14	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN3	67	67	67	0.360436227231256	0.0027338054890168285	2.895302621333306	3.136613875656713	0.008982503749626721	True	6	5	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN4	67	67	67	0.633535539475671	8.72090166104511e-09	4.051372101721025	4.612554162943552	2.0058073820403752e-07	True	1	4	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN5	67	67	67	0.0440152581571464	0.7235848661822283	0.0976107966264223	0.26174309933544565	0.7924977105805358	True	15	15	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN6	67	67	67	-0.010674098590724011	0.931681499978313	0.2630344058337938	1.5680150213692345	0.9570689713760036	True	17	12	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN7	67	67	67	0.6234110910586086	1.7538242962962008e-08	4.6293566200796095	4.379820684982979	2.016897940740631e-07	True	2	2	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN8	67	67	67	0.3900923452942208	0.0011013305550169592	0.0	0.1403713177172652	0.00605774725559969	True	4	21	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN9	67	67	67	0.48771361478270264	2.837339468374381e-05	0.4854268271702416	1.0627375080937775	0.00021752935924203588	True	3	10	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN10	67	67	67	0.14601180119036947	0.2383991325236331	0.3561438102252753	1.5983037621437222	0.390260001489057	True	11	11	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN11	67	67	67	0.18501112549572585	0.1339112638392384	1.1375035237499351	2.360251949475168	0.2799962789365894	True	9	9	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN12	67	67	67	-0.09464515553941938	0.44615709430356426	4.377817853083645	4.358558248512082	0.6036243040577635	True	19	3	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN14	67	67	67	0.044477731091402455	0.7207987212428111	0.0285691521967709	0.1624803894283501	0.7924977105805358	True	14	18	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN15	67	67	67	-0.34068664147680944	0.004786140054699043	2.2839217723076177	2.4265257534034292	0.01376015265725975	True	22	7	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN16	67	67	67	0.13628018370463463	0.27148521842717005	2.657640005207824	3.328339211807521	0.390260001489057	True	12	6	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN17	67	67	67	-0.13852307318781923	0.26360036832735734	0.0	0.04850714707867244	0.390260001489057	True	20	21	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN18	67	67	67	-0.3844745123324259	0.0013169015773042804	0.070389327891398	0.1834293261276211	0.00605774725559969	True	23	16	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN19	67	67	67	-0.1686431830769599	0.17249840869020228	0.01435529297707	0.07868137058503259	0.3252914757628044	True	21	20	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN20	67	67	67	-0.05805596455818938	0.640743471817132	0.1243281350022017	0.20022512306205745	0.7756368343049492	True	18	13	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN22	67	67	67	0.1643449666978579	0.1838603993441938	0.0	0.16054548850839812	0.3252914757628044	True	10	21	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN23	67	67	67	0.3632299971245334	0.002518362268622367	1.3045110418099528	1.3670291813443407	0.008982503749626721	True	5	8	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN24	67	67	67	0.08243991891974964	0.5071825445634223	0.0426443374084937	0.09344872751331527	0.6480665847199284	True	13	17	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN25	67	67	67			0.0	0.0		False		21	23
RNA	LINEAGE:Ovary/Fallopian Tube	CLDN34	67	67	67	0.2138128600224867	0.08232525658202365	0.0285691521967709	0.05067904295767872	0.1893480901386544	True	8	18	23
RNA	LINEAGE:Pancreas	CLDN1	54	54	54	0.26762979359231603	0.050405881977805427	5.845082468557848	5.634175940751683	0.2016235279112217	True	6	3	24
RNA	LINEAGE:Pancreas	CLDN2	54	54	54	-0.12978049254355728	0.34961487356360665	0.1699107524616712	1.1086591174833342	0.5595783404115939	True	21	13	24
RNA	LINEAGE:Pancreas	CLDN3	54	54	54	0.19128578507986124	0.1658691901845102	3.002554002795022	3.1513579830028267	0.3062200434175573	True	10	5	24
RNA	LINEAGE:Pancreas	CLDN4	54	54	54	0.5948006408224611	2.1065907856788632e-06	8.028864668538002	7.530065501140836	5.055817885629272e-05	True	1	1	24
RNA	LINEAGE:Pancreas	CLDN5	54	54	54	-0.022051001952176724	0.8742450628579412	0.0565835283663675	0.162693401736546	0.9251045790584356	True	19	16	24
RNA	LINEAGE:Pancreas	CLDN6	54	54	54	0.06311018845832539	0.6502865423014544	0.1243281350022017	0.2375242939429914	0.8214145797492056	True	15	14	24
RNA	LINEAGE:Pancreas	CLDN7	54	54	54	0.517487182513419	6.14660369303278e-05	7.360538339235976	6.157045132850417	0.0003687962215819668	True	4	2	24
RNA	LINEAGE:Pancreas	CLDN8	54	54	54	0.45530430172867214	0.0005415313222845025	0.0	0.12385627769986984	0.002599350346965612	True	5	19	24
RNA	LINEAGE:Pancreas	CLDN9	54	54	54	0.578377554552618	4.638279772363989e-06	1.4802280533603325	1.740405741955679	5.565935726836787e-05	True	2	8	24
RNA	LINEAGE:Pancreas	CLDN10	54	54	54	0.019876778332693242	0.8865585549310008	0.1762662783364483	1.1258512387476607	0.9251045790584356	True	16	12	24
RNA	LINEAGE:Pancreas	CLDN11	54	54	54	-0.019977125559560098	0.8859896402522598	0.8318544738989022	2.0441188621307953	0.9251045790584356	True	18	9	24
RNA	LINEAGE:Pancreas	CLDN12	54	54	54	0.22799092767211215	0.09729736320168275	4.8945529132697665	4.9616428002830455	0.2891523875047505	True	7	4	24
RNA	LINEAGE:Pancreas	CLDN14	54	54	54	0.08583155001352145	0.5371604390301957	0.0285691521967709	0.09860910425491042	0.729620206910277	True	13	18	24
RNA	LINEAGE:Pancreas	CLDN15	54	54	54	-0.19503269002399554	0.15757652921291276	2.3978029618624896	2.446288633633434	0.3062200434175573	True	22	6	24
RNA	LINEAGE:Pancreas	CLDN16	54	54	54	0.2014643779940052	0.14405944130693318	0.4329594072761063	0.839945502308575	0.3062200434175573	True	9	10	24
RNA	LINEAGE:Pancreas	CLDN17	54	54	54	0.004017273744521237	0.9770000479928186	0.0	0.01922664680476421	0.9770000479928186	True	17	19	24
RNA	LINEAGE:Pancreas	CLDN18	54	54	54	0.12974802702165578	0.3497364627572462	0.10432105450758311	0.7209723610431531	0.5595783404115939	True	11	15	24
RNA	LINEAGE:Pancreas	CLDN19	54	54	54	0.12223356307208436	0.3785775321577055	0.0	0.008736215456253827	0.5678662982365583	True	12	19	24
RNA	LINEAGE:Pancreas	CLDN20	54	54	54	-0.045251442710836434	0.745245749248186	0.2141248053528473	0.2574556382510671	0.8942948990978231	True	20	11	24
RNA	LINEAGE:Pancreas	CLDN22	54	54	54	-0.21385520573557318	0.1204801614603127	0.0	0.043248641921397386	0.2891523875047505	True	23	19	24
RNA	LINEAGE:Pancreas	CLDN23	54	54	54	0.5184874593993282	5.9142445105301145e-05	2.308267070539725	2.3531323366751087	0.0003687962215819668	True	3	7	24
RNA	LINEAGE:Pancreas	CLDN24	54	54	54	-0.2564003706758348	0.061278218655153975	0.0565835283663675	0.08959667086118059	0.21009674967481362	True	24	16	24
RNA	LINEAGE:Pancreas	CLDN25	54	54	54	0.08372854968924065	0.5472151551827077	0.0	0.0007897099520091426	0.729620206910277	True	14	19	24
RNA	LINEAGE:Pancreas	CLDN34	54	54	54	0.22081532532070425	0.10859012202425894	0.0	0.03511021092591227	0.2891523875047505	True	8	19	24
RNA	LINEAGE:Peripheral Nervous System	CLDN1	40	40	40	0.5032701440164199	0.0009325058396743919	0.2016338611696504	0.7747993651028089	0.005128782118209155	True	4	7	22
RNA	LINEAGE:Peripheral Nervous System	CLDN2	40	40	40	0.6389318623331307	9.120440263822534e-06	0.0840642647884745	0.15132136156016	0.00020064968580409576	True	1	11	22
RNA	LINEAGE:Peripheral Nervous System	CLDN3	40	40	40	0.5434211831589304	0.0002904532642865032	0.0496139328874306	0.1623323560280953	0.0021299906047676904	True	3	14	22
RNA	LINEAGE:Peripheral Nervous System	CLDN4	40	40	40	0.35014924603780395	0.026762758121725027	1.0461037190485443	1.47450688706145	0.04906505655649589	True	12	3	22
RNA	LINEAGE:Peripheral Nervous System	CLDN5	40	40	40	0.1923583733999615	0.23438146627729767	0.18267829851523998	0.2957012639712942	0.2578196129050274	True	20	8	22
RNA	LINEAGE:Peripheral Nervous System	CLDN6	40	40	40	0.2388624680516254	0.13770892518940667	0.13091582937606835	0.2970208407579822	0.1594524396929972	True	19	9	22
RNA	LINEAGE:Peripheral Nervous System	CLDN7	40	40	40	0.613862680552126	2.5247316353187303e-05	0.3785116232537298	0.5302240999272063	0.0002777204798850603	True	2	5	22
RNA	LINEAGE:Peripheral Nervous System	CLDN8	40	40	40	0.3067768534524505	0.05417746564734141	0.0	0.0028639869075455446	0.07011201436714772	True	17	18	22
RNA	LINEAGE:Peripheral Nervous System	CLDN9	40	40	40	0.33004852919835914	0.03753469227795007	0.0285691521967709	0.054768136539016465	0.0573500909697493	True	14	15	22
RNA	LINEAGE:Peripheral Nervous System	CLDN10	40	40	40	0.12005398334064278	0.4605836452678911	0.3334237337251918	0.6905005155400201	0.4825161998044573	True	21	6	22
RNA	LINEAGE:Peripheral Nervous System	CLDN11	40	40	40	0.3960324576564287	0.011416528187775716	0.45919311722317396	1.19060493988499	0.027907068903451748	True	9	4	22
RNA	LINEAGE:Peripheral Nervous System	CLDN12	40	40	40	0.3750604453223406	0.01709531812010645	4.677459662301137	4.733595041617364	0.037609699864234195	True	10	1	22
RNA	LINEAGE:Peripheral Nervous System	CLDN14	40	40	40	0.30162871088416837	0.05855846384479465	0.0	0.06669715518753463	0.07157145581030457	True	18	18	22
RNA	LINEAGE:Peripheral Nervous System	CLDN15	40	40	40	0.31718251563929034	0.04612435492241736	3.093878925720703	3.1525630503292312	0.06342098801832387	True	16	2	22
RNA	LINEAGE:Peripheral Nervous System	CLDN16	40	40	40	0.4860689522326117	0.0014735782798122403	0.01435529297707	0.09354889114472946	0.0064837444311738575	True	5	16	22
RNA	LINEAGE:Peripheral Nervous System	CLDN17	40	40	40			0.0	0.0		False		18	22
RNA	LINEAGE:Peripheral Nervous System	CLDN18	40	40	40	0.42260858761235115	0.006594888747370227	0.0565835283663675	0.14978487041095112	0.02072679320602071	True	7	12	22
RNA	LINEAGE:Peripheral Nervous System	CLDN19	40	40	40	0.047684892783904705	0.7701423587301142	0.01435529297707	0.04352016885535874	0.7701423587301142	True	22	16	22
RNA	LINEAGE:Peripheral Nervous System	CLDN20	40	40	40	0.4100500680355809	0.008593152020613086	0.10432105450758311	0.34057903861941713	0.023631168056685983	True	8	10	22
RNA	LINEAGE:Peripheral Nervous System	CLDN22	40	40	40	0.34549782195980916	0.028994206106915103	0.0	0.017635840675967858	0.049067118027087096	True	13	18	22
RNA	LINEAGE:Peripheral Nervous System	CLDN23	40	40	40	0.3275331890955645	0.03910233475210179	0.0565835283663675	0.21643403125835903	0.0573500909697493	True	15	12	22
RNA	LINEAGE:Peripheral Nervous System	CLDN24	40	40	40	0.36712774756307054	0.019789080136208444	0.0	0.028751796278543795	0.03957816027241689	True	11	18	22
RNA	LINEAGE:Peripheral Nervous System	CLDN25	40	40	40			0.0	0.0		False		18	22
RNA	LINEAGE:Peripheral Nervous System	CLDN34	40	40	40	0.43203693331131005	0.005371243346116357	0.0	0.012977093939495577	0.019694558935759977	True	6	18	22
RNA	LINEAGE:Pleura	CLDN1	22	22	22	0.11961545427000798	0.5959685177117913	3.80941297629372	3.9502523047377838	0.8075103742404034	True	16	3	22
RNA	LINEAGE:Pleura	CLDN2	22	22	22	0.19908734795231653	0.3744151330101107	0.070389327891398	0.22278409026761425	0.6864277438518697	True	12	12	22
RNA	LINEAGE:Pleura	CLDN3	22	22	22	0.5863854586412283	0.004127992307619218	0.0840642647884745	0.229266075221176	0.0302719435892076	True	3	11	22
RNA	LINEAGE:Pleura	CLDN4	22	22	22	0.625181451140298	0.0018634629478391602	0.9297462726963899	1.3538080473707905	0.0302719435892076	True	1	5	22
RNA	LINEAGE:Pleura	CLDN5	22	22	22	0.5701346709797788	0.0055996991427881265	0.0426443374084937	0.06401772701427964	0.030798345285334695	True	4	16	22
RNA	LINEAGE:Pleura	CLDN6	22	22	22	0.3231127017955599	0.14244474597677553	0.16344122460792215	0.19168413905214185	0.34819826794322906	True	9	9	22
RNA	LINEAGE:Pleura	CLDN7	22	22	22	-0.06462635917905643	0.7750856229936227	0.5694727489619207	1.2067073286371748	0.852594185292985	True	22	7	22
RNA	LINEAGE:Pleura	CLDN8	22	22	22	0.25899541362425055	0.2444729505094529	0.0	0.0006525133171395455	0.4889459010189058	True	11	18	22
RNA	LINEAGE:Pleura	CLDN9	22	22	22	0.12904215400304742	0.5670965817373728	0.23264769469789803	0.25725555418298496	0.8075103742404034	True	15	8	22
RNA	LINEAGE:Pleura	CLDN10	22	22	22	0.2699204224924878	0.22442518074207415	0.0426443374084937	0.07301063279358581	0.4889459010189058	True	10	16	22
RNA	LINEAGE:Pleura	CLDN11	22	22	22	0.02267591550142331	0.9202145250598154	4.975786612562548	4.750110670070681	0.964034264348378	True	20	1	22
RNA	LINEAGE:Pleura	CLDN12	22	22	22	-0.0005668978875355828	0.9980022871946365	4.6704437843130515	4.650251161926973	0.9980022871946365	True	21	2	22
RNA	LINEAGE:Pleura	CLDN14	22	22	22	0.13935608333543212	0.5362367313768277	0.070389327891398	0.1878833590886762	0.8075103742404034	True	14	12	22
RNA	LINEAGE:Pleura	CLDN15	22	22	22	0.08786917256801534	0.6973953232076211	2.714993734458074	3.398181565984215	0.8075103742404034	True	19	4	22
RNA	LINEAGE:Pleura	CLDN16	22	22	22	0.42568954592553754	0.0482410475540053	0.13744390578879156	0.23449443198191117	0.21226060923762333	True	5	10	22
RNA	LINEAGE:Pleura	CLDN17	22	22	22			0.0	0.0		False		18	22
RNA	LINEAGE:Pleura	CLDN18	22	22	22	0.3896056565379623	0.07307921403422324	0.0565835283663675	0.07723248460345421	0.2464428142915369	True	6	14	22
RNA	LINEAGE:Pleura	CLDN19	22	22	22	0.3831203270853501	0.07841362272912537	0.0	0.005847030068797482	0.2464428142915369	True	7	18	22
RNA	LINEAGE:Pleura	CLDN20	22	22	22	0.5867059464202871	0.004102596539049682	0.0565835283663675	0.10758125915110837	0.0302719435892076	True	2	14	22
RNA	LINEAGE:Pleura	CLDN22	22	22	22	0.15539724817455033	0.48985164776939105	0.0	0.007431760558312705	0.8075103742404034	True	13	18	22
RNA	LINEAGE:Pleura	CLDN23	22	22	22	0.08822737993215476	0.6962184132671924	0.5797500110116098	0.7350553350709216	0.8075103742404034	True	18	6	22
RNA	LINEAGE:Pleura	CLDN24	22	22	22	0.10424734955673134	0.6443086059746307	0.0	0.04542938947170623	0.8075103742404034	True	17	18	22
RNA	LINEAGE:Pleura	CLDN25	22	22	22			0.0	0.0		False		18	22
RNA	LINEAGE:Pleura	CLDN34	22	22	22	0.32821319154451106	0.13589174399560705	0.0	0.039456239685751245	0.34819826794322906	True	8	18	22
RNA	LINEAGE:Skin	CLDN1	95	95	95	0.4006649766202494	5.736088586652435e-05	1.992768430768924	2.4564053306713287	0.00019066857913768552	True	6	3	23
RNA	LINEAGE:Skin	CLDN2	95	95	95	0.41825759351297526	2.4675318374908366e-05	0.0840642647884745	0.15525544763244076	0.00011350646452457849	True	5	12	23
RNA	LINEAGE:Skin	CLDN3	95	95	95	0.6747541357620999	6.510991966779351e-14	0.1110313123887439	0.18731054726618654	1.4975281523592507e-12	True	1	10	23
RNA	LINEAGE:Skin	CLDN4	95	95	95	0.5393000907199	1.7125976061675923e-08	1.1375035237499351	1.5833346438883613	1.3129914980618208e-07	True	3	4	23
RNA	LINEAGE:Skin	CLDN5	95	95	95	0.3583521215302422	0.0003628353700289734	0.0565835283663675	0.09265858573122662	0.0010431516888332985	True	8	15	23
RNA	LINEAGE:Skin	CLDN6	95	95	95	0.22487463896394994	0.028456555326748283	0.0840642647884745	0.12984484104986077	0.04675005517965789	True	14	12	23
RNA	LINEAGE:Skin	CLDN7	95	95	95	0.6587640605750864	3.972442579958442e-13	0.3561438102252753	0.8085013260858184	4.5683089669522085e-12	True	2	8	23
RNA	LINEAGE:Skin	CLDN8	95	95	95	0.30392572671774537	0.00275115254846556	0.0	0.05476108943643103	0.007030723179411986	True	9	19	23
RNA	LINEAGE:Skin	CLDN9	95	95	95	0.24680347196987765	0.01590353935439318	0.01435529297707	0.11073353539618315	0.030481783762586926	True	12	18	23
RNA	LINEAGE:Skin	CLDN10	95	95	95	0.15204538172534204	0.14131732677526826	0.0285691521967709	0.07681542359621218	0.18194630144158797	True	17	17	23
RNA	LINEAGE:Skin	CLDN11	95	95	95	0.1786063007747912	0.08331861851330558	0.5058909297299572	1.5092782566192786	0.11977051411287677	True	16	6	23
RNA	LINEAGE:Skin	CLDN12	95	95	95	-0.08731822183183342	0.4001156168042006	5.199672344836364	5.152027018298948	0.4601329593248307	True	23	1	23
RNA	LINEAGE:Skin	CLDN14	95	95	95	-0.02374285534139452	0.8193466702814818	0.1243281350022017	0.582375253582427	0.8193466702814818	True	22	9	23
RNA	LINEAGE:Skin	CLDN15	95	95	95	0.2511874920416875	0.014074147148082618	2.8914191868460786	2.911633275267983	0.0294277622187182	True	11	2	23
RNA	LINEAGE:Skin	CLDN16	95	95	95	0.40041627441260275	5.8029567563643425e-05	0.0840642647884745	0.22825806463765086	0.00019066857913768552	True	7	12	23
RNA	LINEAGE:Skin	CLDN17	95	95	95	0.26728576570571233	0.008831333248750125	0.0	0.007095322023762422	0.020312066472125287	True	10	19	23
RNA	LINEAGE:Skin	CLDN18	95	95	95	0.23421855365875022	0.02234010597418225	0.1110313123887439	0.1419685797844754	0.03952480287739937	True	13	10	23
RNA	LINEAGE:Skin	CLDN19	95	95	95	0.15164033675095975	0.14239275764993842	0.0	0.010379583293988937	0.18194630144158797	True	18	19	23
RNA	LINEAGE:Skin	CLDN20	95	95	95	0.1260203739868286	0.22364517726691768	0.3785116232537298	0.48058457398964766	0.2707283724810056	True	19	7	23
RNA	LINEAGE:Skin	CLDN22	95	95	95	0.0646227497380202	0.5338253616586744	0.0	0.0390914660052339	0.5580901508249778	True	21	19	23
RNA	LINEAGE:Skin	CLDN23	95	95	95	0.4349328813640761	1.0607991881283391e-05	0.632268215499513	0.7400219208164053	6.09959533173795e-05	True	4	5	23
RNA	LINEAGE:Skin	CLDN24	95	95	95	0.1990090554445591	0.05318594238134075	0.0	0.10930088484454403	0.08155177831805582	True	15	19	23
RNA	LINEAGE:Skin	CLDN25	95	95	95			0.0	0.0		False		19	23
RNA	LINEAGE:Skin	CLDN34	95	95	95	0.06522330856290995	0.5300225643590547	0.0565835283663675	0.11899424154263658	0.5580901508249778	True	20	15	23
RNA	LINEAGE:Soft Tissue	CLDN1	56	56	56	0.24120795392084957	0.07331433688105367	0.5208317658646807	1.8065898237352458	0.26063306755764437	True	6	5	23
RNA	LINEAGE:Soft Tissue	CLDN2	56	56	56	0.19030859323071705	0.16005245155770115	0.0840642647884745	0.24832360853151653	0.4403200711098911	True	8	9	23
RNA	LINEAGE:Soft Tissue	CLDN3	56	56	56	0.24934159162972733	0.06385278340640942	0.0565835283663675	0.19655506275638365	0.26063306755764437	True	5	13	23
RNA	LINEAGE:Soft Tissue	CLDN4	56	56	56	0.2364673914042695	0.07932310751754394	0.918305454186968	1.5164896527262413	0.26063306755764437	True	7	3	23
