family	k	cohorts	malig_defs	tnk_def	score	n_patients	rho_TAC	p_TAC	I2_TAC	rho_CLDN	p_CLDN	I2_CLDN	stouffer_p_TAC	stouffer_p_CLDN	both_negative	tac_le_cut	cldn_le_cut	both_le_cut	weaker_rho	is_full_family	n_family_units
strict_primary/tnk/pct	3	GSE205335+GSE291670+GSE131907	author_malig+marker_malig+author_malig	tnk	pct	49	-0.0022328739426372124	0.9887326820571801	0.0	-0.535823567034217	0.000561444606154653	11.824384199750579	0.9775379863615975	0.00024503327090116665	True	False	True	False	-0.0022328739426372124	0	4
strict_nsclc_swap/tnk/mean	3	GSE205335_NSCLC+GSE291670+GSE325414	author_malig+marker_malig+author_malig	tnk	mean	48	-0.12802000172198372	0.4214571966083922	0.0	-0.22134615194633578	0.3326863241310102	41.91607443642047	0.4079244490671169	0.29745517960366075	True	False	False	False	-0.12802000172198372	0	6
strict_nsclc_swap/tnk/mean	3	GSE205335_NSCLC+GSE253013+GSE131907	author_malig+marker_malig+author_malig	tnk	mean	47	-0.21635917975614927	0.3808489963570736	54.2196534737162	-0.2555421058805547	0.10718711123108587	0.0	0.3777166614948294	0.10464833382257793	True	False	False	False	-0.21635917975614927	0	6
strict_primary/tnk/mean	3	GSE207422+GSE253013+GSE325414	author_DRMref+marker_malig+author_malig	tnk	mean	46	-0.38923489770613	0.09354733916998968	47.10756965443034	-0.14850187103960058	0.362806163190746	0.0	0.052479511065282654	0.3527342399130815	True	True	False	False	-0.14850187103960058	0	6
strict_nsclc_swap/tnk/mean	3	GSE207422+GSE253013+GSE325414	author_DRMref+marker_malig+author_malig	tnk	mean	46	-0.38923489770613	0.09354733916998968	47.10756965443034	-0.14850187103960058	0.362806163190746	0.0	0.052479511065282654	0.3527342399130815	True	True	False	False	-0.14850187103960058	0	6
strict_nsclc_swap/tnk/mean	3	GSE205335_NSCLC+GSE291670+GSE131907	author_malig+marker_malig+author_malig	tnk	mean	44	-0.055193483185730446	0.7437728472012706	0.0	-0.357067803326392	0.13429169366221586	45.284543826073275	0.7297217020162634	0.054288402345189786	True	False	True	False	-0.055193483185730446	0	6
strict_primary/tnk/mean	3	GSE207422+GSE205335+GSE253013	author_DRMref+author_malig+marker_malig	tnk	mean	43	-0.316225584748281	0.38561318400085454	76.26439275769002	-0.19626557909799058	0.24626923739279027	0.0	0.4318172124169367	0.2374274091668419	True	False	False	False	-0.19626557909799058	0	6
strict_primary/tnk/mean	3	GSE207422+GSE291670+GSE325414	author_DRMref+marker_malig+author_malig	tnk	mean	43	-0.2381027487859406	0.1569123427138418	0.0	-0.2605419152107499	0.27164972157842804	36.48859563439763	0.14961147492747162	0.22761297070632092	True	False	False	False	-0.2381027487859406	0	6
strict_nsclc_swap/tnk/mean	3	GSE207422+GSE291670+GSE325414	author_DRMref+marker_malig+author_malig	tnk	mean	43	-0.2381027487859406	0.1569123427138418	0.0	-0.2605419152107499	0.27164972157842804	36.48859563439763	0.14961147492747162	0.22761297070632092	True	False	False	False	-0.2381027487859406	0	6
strict_primary/tnk/mean	3	GSE207422+GSE253013+GSE131907	author_DRMref+marker_malig+author_malig	tnk	mean	42	-0.3658003052283503	0.20031424783349694	61.90935864708311	-0.30627659639993293	0.06910084496912101	0.0	0.1311678677464765	0.06675387794369912	True	True	False	False	-0.30627659639993293	0	6
strict_nsclc_swap/tnk/mean	3	GSE207422+GSE253013+GSE131907	author_DRMref+marker_malig+author_malig	tnk	mean	42	-0.3658003052283503	0.20031424783349694	61.90935864708311	-0.30627659639993293	0.06910084496912101	0.0	0.1311678677464765	0.06675387794369912	True	True	False	False	-0.30627659639993293	0	6
strict_primary/tnk/mean	3	GSE207422+GSE205335+GSE291670	author_DRMref+author_malig+marker_malig	tnk	mean	40	-0.18598262449842493	0.5706744443613261	62.06144552040881	-0.2963855413420878	0.19340490360184348	30.45406005890386	0.8307699476413085	0.1373861381599363	True	False	False	False	-0.18598262449842493	0	6
strict_primary/tnk/mean	3	GSE291670+GSE253013+GSE325414	marker_malig+marker_malig+author_malig	tnk	mean	40	-0.3936118555828872	0.14739249042830155	44.05828718610832	-0.3427651825519839	0.16711944887667984	34.10067983914711	0.11083395330652278	0.13418222980343417	True	True	False	False	-0.3427651825519839	0	6
strict_nsclc_swap/tnk/mean	3	GSE291670+GSE253013+GSE325414	marker_malig+marker_malig+author_malig	tnk	mean	40	-0.3936118555828872	0.14739249042830155	44.05828718610832	-0.3427651825519839	0.16711944887667984	34.10067983914711	0.11083395330652278	0.13418222980343417	True	True	False	False	-0.3427651825519839	0	6
strict_primary/tnk/mean	3	GSE207422+GSE291670+GSE131907	author_DRMref+marker_malig+author_malig	tnk	mean	39	-0.2266725713642424	0.33572616097538155	31.52439261193043	-0.39211364086594347	0.06947599930034198	26.10666238667971	0.335254189389374	0.029613470781660902	True	False	True	False	-0.2266725713642424	0	6
strict_nsclc_swap/tnk/mean	3	GSE207422+GSE291670+GSE131907	author_DRMref+marker_malig+author_malig	tnk	mean	39	-0.2266725713642424	0.33572616097538155	31.52439261193043	-0.39211364086594347	0.06947599930034198	26.10666238667971	0.335254189389374	0.029613470781660902	True	False	True	False	-0.2266725713642424	0	6
strict_nsclc_swap/tnk/mean	3	GSE207422+GSE205335_NSCLC+GSE253013	author_DRMref+author_malig+marker_malig	tnk	mean	38	-0.4128639995882396	0.05121855652895902	29.063846502931224	-0.11019763096052658	0.5512739825577981	0.0	0.02871562696453691	0.5394543065939871	True	True	False	False	-0.11019763096052658	0	6
strict_primary/tnk/mean	3	GSE205335+GSE291670+GSE253013	author_malig+marker_malig+marker_malig	tnk	mean	37	-0.3215029759808655	0.4442729922239912	73.32496123883992	-0.3637155014178445	0.09776559449644313	19.697194223225754	0.7529348372052688	0.07035249065885661	True	False	True	False	-0.3215029759808655	0	6
strict_nsclc_swap/tnk/mean	3	GSE207422+GSE205335_NSCLC+GSE291670	author_DRMref+author_malig+marker_malig	tnk	mean	35	-0.30632174549102315	0.10658300815968752	0.0	-0.24827263576900127	0.358314343311948	41.88851663604892	0.10006145228645325	0.35798657453818294	True	False	False	False	-0.24827263576900127	0	6
strict_nsclc_swap/tnk/mean	3	GSE205335_NSCLC+GSE291670+GSE253013	author_malig+marker_malig+marker_malig	tnk	mean	32	-0.41326878905688336	0.09558776142420401	28.04378751990415	-0.3417714345278488	0.23111148447849217	41.11405622206789	0.06464363257704078	0.21156535646524288	True	True	False	False	-0.3417714345278488	0	6
strict_primary/tnk/mean	4	GSE207422+GSE205335+GSE131907+GSE325414	author_DRMref+author_malig+author_malig+author_malig	tnk	mean	80	-0.005723355903877174	0.9694782151499903	32.34600854013782	-0.21510569444181185	0.07155313783091062	0.0	0.9414682654576834	0.06991621214522122	True	False	False	False	-0.005723355903877174	0	6
author_or_DRMref/tnk/mean	4	GSE131907+GSE205335+GSE207422+GSE325414	author_malig+author_malig+author_DRMref+author_malig	tnk	mean	80	-0.005723355903877174	0.9694782151499903	32.34600854013782	-0.21510569444181185	0.07155313783091062	0.0	0.9414682654576834	0.06991621214522122	True	False	False	False	-0.005723355903877174	1	4
strict_primary/tnk/mean	4	GSE205335+GSE253013+GSE131907+GSE325414	author_malig+marker_malig+author_malig+author_malig	tnk	mean	77	-0.05306785740584456	0.782944624178021	55.40821309490687	-0.24301255402644462	0.04558408569014653	0.0	0.9871579785716849	0.04384410117304036	True	False	False	False	-0.05306785740584456	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE205335_NSCLC+GSE131907+GSE325414	author_DRMref+author_malig+author_malig+author_malig	tnk	mean	75	-0.10341395993913684	0.4100714712432886	0.0	-0.17757794790722004	0.15427761905470055	0.0	0.40637379444067767	0.15231193672040702	True	False	False	False	-0.10341395993913684	0	6
strict_nsclc_swap/tnk/mean	4	GSE205335_NSCLC+GSE253013+GSE131907+GSE325414	author_malig+marker_malig+author_malig+author_malig	tnk	mean	72	-0.1445279713899356	0.36763666518512517	32.4430251508395	-0.206428444982553	0.10473929101007687	0.0	0.36165850943008115	0.10202006116917754	True	False	False	False	-0.1445279713899356	0	6
strict_nsclc_swap/tnk/mean	4	GSE205335_NSCLC+GSE291670+GSE131907+GSE325414	author_malig+marker_malig+author_malig+author_malig	tnk	mean	69	-0.062100693797238815	0.6387451140946943	0.0	-0.2598759279686254	0.10562832109584515	29.05042340615966	0.6266849413253555	0.0627815474701774	True	False	False	False	-0.062100693797238815	0	6
strict_primary/tnk/mean	4	GSE207422+GSE205335+GSE253013+GSE325414	author_DRMref+author_malig+marker_malig+author_malig	tnk	mean	68	-0.21829777986676518	0.3502088873556013	64.62822380330287	-0.1662350293036407	0.2092459020755677	0.0	0.40648423897593	0.20182327424284519	True	False	False	False	-0.1662350293036407	0	6
strict_primary/tnk/mean	4	GSE207422+GSE253013+GSE131907+GSE325414	author_DRMref+marker_malig+author_malig+author_malig	tnk	mean	67	-0.25114618798977234	0.19012349124706773	47.7036270505597	-0.23339690121338513	0.07783021252890251	0.0	0.16488876833066513	0.07522142717492555	True	False	False	False	-0.23339690121338513	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE253013+GSE131907+GSE325414	author_DRMref+marker_malig+author_malig+author_malig	tnk	mean	67	-0.25114618798977234	0.19012349124706773	47.7036270505597	-0.23339690121338513	0.07783021252890251	0.0	0.16488876833066513	0.07522142717492555	True	False	False	False	-0.23339690121338513	0	6
strict_primary/tnk/mean	4	GSE207422+GSE205335+GSE291670+GSE325414	author_DRMref+author_malig+marker_malig+author_malig	tnk	mean	65	-0.10617939298652802	0.5883447328547889	43.29104755206587	-0.20538180757647273	0.1432771993564049	4.735946811011341	0.6986797032793586	0.13312185310905267	True	False	False	False	-0.10617939298652802	0	6
strict_primary/tnk/mean	4	GSE207422+GSE205335+GSE253013+GSE131907	author_DRMref+author_malig+marker_malig+author_malig	tnk	mean	64	-0.18410210661577264	0.45859774855460234	66.64113659532866	-0.2683264179864831	0.04731356996785019	0.0	0.6685054110211583	0.04537663515548402	True	False	False	False	-0.18410210661577264	0	6
strict_primary/tnk/mean	4	GSE207422+GSE291670+GSE131907+GSE325414	author_DRMref+marker_malig+author_malig+author_malig	tnk	mean	64	-0.13105547388811306	0.34720012270333644	1.4854934143839016	-0.2847733796412855	0.06693509760505532	18.53782216502532	0.338218086280067	0.043234909419530204	True	False	False	False	-0.13105547388811306	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE291670+GSE131907+GSE325414	author_DRMref+marker_malig+author_malig+author_malig	tnk	mean	64	-0.13105547388811306	0.34720012270333644	1.4854934143839016	-0.2847733796412855	0.06693509760505532	18.53782216502532	0.338218086280067	0.043234909419530204	True	False	False	False	-0.13105547388811306	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE205335_NSCLC+GSE253013+GSE325414	author_DRMref+author_malig+marker_malig+author_malig	tnk	mean	63	-0.2912934367030491	0.08099646993775164	28.822615642102257	-0.11409660144310234	0.4131423257479394	0.0	0.06045816596158316	0.403399825431744	True	False	False	False	-0.11409660144310234	0	6
strict_primary/tnk/mean	4	GSE205335+GSE291670+GSE253013+GSE325414	author_malig+marker_malig+marker_malig+author_malig	tnk	mean	62	-0.19180235858146175	0.4376153840302941	59.99889534018129	-0.2407927377566137	0.08936838291518195	2.6711381380165395	0.6413427035283352	0.08349594266064969	True	False	False	False	-0.19180235858146175	0	6
strict_primary/tnk/mean	4	GSE207422+GSE205335+GSE291670+GSE131907	author_DRMref+author_malig+marker_malig+author_malig	tnk	mean	61	-0.061066207111230585	0.766433484085183	44.734910525485674	-0.31301858436785857	0.02826082719576394	4.580673106069644	0.9651408971762563	0.023883488849813842	True	False	False	False	-0.061066207111230585	0	6
strict_primary/tnk/mean	4	GSE291670+GSE253013+GSE131907+GSE325414	marker_malig+marker_malig+author_malig+author_malig	tnk	mean	61	-0.22091018755419534	0.27252959264005594	41.2942957285445	-0.32120713001990225	0.030574804994106024	9.07330466421397	0.2916395821796839	0.02328567158702594	True	False	False	False	-0.22091018755419534	0	6
strict_nsclc_swap/tnk/mean	4	GSE291670+GSE253013+GSE131907+GSE325414	marker_malig+marker_malig+author_malig+author_malig	tnk	mean	61	-0.22091018755419534	0.27252959264005594	41.2942957285445	-0.32120713001990225	0.030574804994106024	9.07330466421397	0.2916395821796839	0.02328567158702594	True	False	False	False	-0.22091018755419534	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE205335_NSCLC+GSE291670+GSE325414	author_DRMref+author_malig+marker_malig+author_malig	tnk	mean	60	-0.20215726413994625	0.15556457670607904	0.0	-0.16206083637515847	0.30827575825464515	13.912993412511035	0.14835197751098736	0.2887673294271077	True	False	False	False	-0.16206083637515847	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE205335_NSCLC+GSE253013+GSE131907	author_DRMref+author_malig+marker_malig+author_malig	tnk	mean	59	-0.27363016057847056	0.16770387228997397	45.22818565187032	-0.2248390302824924	0.11683203287168148	0.0	0.13361345653729015	0.11363489448366318	True	False	False	False	-0.2248390302824924	0	6
strict_primary/tnk/mean	4	GSE205335+GSE291670+GSE253013+GSE131907	author_malig+marker_malig+marker_malig+author_malig	tnk	mean	58	-0.15231910760398634	0.5571235902315834	61.13284598849762	-0.35424522257604185	0.012024380904613377	0.0	0.9800285342231386	0.011609475554169132	True	False	True	False	-0.15231910760398634	0	6
strict_primary/tnk/pct	4	GSE205335+GSE291670+GSE253013+GSE131907	author_malig+marker_malig+marker_malig+author_malig	tnk	pct	58	-0.30461923065548197	0.27541283932443006	67.96854842322566	-0.5286794479655534	6.604091398395499e-05	0.0	0.30113692111020884	7.688774884586447e-05	True	False	True	False	-0.30461923065548197	1	4
strict_nsclc_swap/tnk/mean	4	GSE205335_NSCLC+GSE291670+GSE253013+GSE325414	author_malig+marker_malig+marker_malig+author_malig	tnk	mean	57	-0.26294636594781207	0.13370114039825534	22.284281667409918	-0.2095076843518915	0.215316347304635	16.939633174046435	0.11788963679857065	0.19703513290229024	True	False	False	False	-0.2095076843518915	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE205335_NSCLC+GSE291670+GSE131907	author_DRMref+author_malig+marker_malig+author_malig	tnk	mean	56	-0.15227200614589617	0.30868968497018867	0.0	-0.28122690521523214	0.113147102856714	25.91343289695947	0.2989560470381204	0.0652514577695622	True	False	False	False	-0.15227200614589617	0	6
strict_nsclc_swap/tnk/mean	4	GSE205335_NSCLC+GSE291670+GSE253013+GSE131907	author_malig+marker_malig+marker_malig+author_malig	tnk	mean	53	-0.24739430650625646	0.24204956111873677	39.576992434088496	-0.3291784544808643	0.056774592057331215	17.97656454339722	0.25002155563571526	0.03456012246459783	True	False	False	False	-0.24739430650625646	0	6
strict_primary/tnk/mean	4	GSE207422+GSE291670+GSE253013+GSE325414	author_DRMref+marker_malig+marker_malig+author_malig	tnk	mean	52	-0.38245133567045203	0.04128168409345975	25.22452599538508	-0.2343663411467005	0.1587667059698269	7.683948770647364	0.030017891288691173	0.1465390416426696	True	True	False	False	-0.2343663411467005	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE291670+GSE253013+GSE325414	author_DRMref+marker_malig+marker_malig+author_malig	tnk	mean	52	-0.38245133567045203	0.04128168409345975	25.22452599538508	-0.2343663411467005	0.1587667059698269	7.683948770647364	0.030017891288691173	0.1465390416426696	True	True	False	False	-0.2343663411467005	0	6
strict_primary/tnk/mean	4	GSE207422+GSE205335+GSE291670+GSE253013	author_DRMref+author_malig+marker_malig+marker_malig	tnk	mean	49	-0.35049078513982546	0.24475982554086606	66.80308935904681	-0.2716898014922984	0.09003952489080833	0.0	0.2844070848257132	0.08674718512890962	True	True	False	False	-0.2716898014922984	0	6
strict_nsclc_swap/tnk/mean	4	GSE207422+GSE205335_NSCLC+GSE291670+GSE253013	author_DRMref+author_malig+marker_malig+marker_malig	tnk	mean	44	-0.4020007614922305	0.015952216431303984	0.0	-0.2303997838123337	0.23637243401727903	16.12909223174743	0.015388594081970129	0.22699540424224984	True	True	False	False	-0.2303997838123337	0	6
strict_primary/tnk/mean	5	GSE207422+GSE205335+GSE253013+GSE131907+GSE325414	author_DRMref+author_malig+marker_malig+author_malig+author_malig	tnk	mean	89	-0.13449648554325963	0.45505693923998203	55.53198181755491	-0.2249856887882514	0.04894334015841851	0.0	0.5835350217807745	0.04691940819082912	True	False	False	False	-0.13449648554325963	0	6
strict_primary/tnk/mean	5	GSE207422+GSE205335+GSE291670+GSE131907+GSE325414	author_DRMref+author_malig+marker_malig+author_malig+author_malig	tnk	mean	86	-0.040600166020457455	0.7793369331077566	27.640939650406622	-0.2536361075713524	0.0288991544731404	0.0	0.875299478008795	0.028332839071119297	True	False	False	False	-0.040600166020457455	0	6
strict_nsclc_swap/tnk/mean	5	GSE207422+GSE205335_NSCLC+GSE253013+GSE131907+GSE325414	author_DRMref+author_malig+marker_malig+author_malig+author_malig	tnk	mean	84	-0.2024700328895933	0.16814268217756412	31.028190764513763	-0.19161238700599303	0.10705509560300194	0.0	0.15157044353168675	0.10389594569623914	True	False	False	False	-0.19161238700599303	0	6
strict_primary/tnk/mean	5	GSE205335+GSE291670+GSE253013+GSE131907+GSE325414	author_malig+marker_malig+marker_malig+author_malig+author_malig	tnk	mean	83	-0.09576778952634048	0.5971668729603066	48.645399627805865	-0.2814436542325522	0.017069364043694215	0.0	0.82739570461933	0.01645544378277849	True	False	False	False	-0.09576778952634048	0	6
strict_nsclc_swap/tnk/mean	5	GSE207422+GSE205335_NSCLC+GSE291670+GSE131907+GSE325414	author_DRMref+author_malig+marker_malig+author_malig+author_malig	tnk	mean	81	-0.1260389980339945	0.3032823501739573	0.0	-0.224935307914189	0.08130187141390058	9.407233760626166	0.2944094952792322	0.06680580396502843	True	False	False	False	-0.1260389980339945	0	6
strict_nsclc_swap/tnk/mean	5	GSE205335_NSCLC+GSE291670+GSE253013+GSE131907+GSE325414	author_malig+marker_malig+marker_malig+author_malig+author_malig	tnk	mean	78	-0.16654843665879052	0.2575850601184998	21.95404074521271	-0.25450604615973776	0.04896869639776394	6.606828838545595	0.257170305596495	0.04130733531893963	True	False	False	False	-0.16654843665879052	0	6
strict_primary/tnk/mean	5	GSE207422+GSE205335+GSE291670+GSE253013+GSE325414	author_DRMref+author_malig+marker_malig+marker_malig+author_malig	tnk	mean	74	-0.2494181506438445	0.2356017214275341	56.43539351231842	-0.21598566470092445	0.0918801889676257	0.0	0.28928352951846203	0.08856277149305108	True	False	False	False	-0.21598566470092445	0	6
strict_primary/tnk/mean	5	GSE207422+GSE291670+GSE253013+GSE131907+GSE325414	author_DRMref+marker_malig+marker_malig+author_malig+author_malig	tnk	mean	73	-0.2674323190880867	0.11816232527698207	35.87750821326667	-0.279093634937715	0.029003895819552452	0.0	0.1083720938080822	0.028094691616693233	True	False	False	False	-0.2674323190880867	0	6
strict_nsclc_swap/tnk/mean	5	GSE207422+GSE291670+GSE253013+GSE131907+GSE325414	author_DRMref+marker_malig+marker_malig+author_malig+author_malig	tnk	mean	73	-0.2674323190880867	0.11816232527698207	35.87750821326667	-0.279093634937715	0.029003895819552452	0.0	0.1083720938080822	0.028094691616693233	True	False	False	False	-0.2674323190880867	0	6
strict_primary/tnk/mean	5	GSE207422+GSE205335+GSE291670+GSE253013+GSE131907	author_DRMref+author_malig+marker_malig+marker_malig+author_malig	tnk	mean	70	-0.2230124788753845	0.3197466252279004	59.352983237885084	-0.3136731182321444	0.016066417748853902	0.0	0.4988488163801198	0.01544602612465842	True	False	False	False	-0.2230124788753845	0	6
strict_nsclc_swap/tnk/mean	5	GSE207422+GSE205335_NSCLC+GSE291670+GSE253013+GSE325414	author_DRMref+author_malig+marker_malig+marker_malig+author_malig	tnk	mean	69	-0.2933602531334271	0.042929489790518416	12.130683790383118	-0.17224813662375857	0.20107109436777149	0.0	0.036898890809103455	0.1962345424074705	True	False	False	False	-0.17224813662375857	0	6
strict_nsclc_swap/tnk/mean	5	GSE207422+GSE205335_NSCLC+GSE291670+GSE253013+GSE131907	author_DRMref+author_malig+marker_malig+marker_malig+author_malig	tnk	mean	65	-0.2886533364429193	0.09891545189114617	32.233124310556114	-0.27901539613547366	0.04538995471796673	1.8237327135772523	0.08417861615025408	0.042048176296723166	True	False	False	False	-0.27901539613547366	0	6
strict_primary/tnk/mean	6	GSE207422+GSE205335+GSE291670+GSE253013+GSE131907+GSE325414	author_DRMref+author_malig+marker_malig+marker_malig+author_malig+author_malig	tnk	mean	95	-0.16363318146130476	0.33228515849976004	49.2178491216229	-0.25998846070030546	0.019544298615226337	0.0	0.4489687759048899	0.01876430414203881	True	False	False	False	-0.16363318146130476	1	6
strict_nsclc_swap/tnk/mean	6	GSE207422+GSE205335_NSCLC+GSE291670+GSE253013+GSE131907+GSE325414	author_DRMref+author_malig+marker_malig+marker_malig+author_malig+author_malig	tnk	mean	90	-0.21572501151582368	0.11069498691264923	21.182510084808953	-0.23099640640972374	0.04592383208999408	0.0	0.10288898619248281	0.044644270589127934	True	False	False	False	-0.21572501151582368	1	6
single/author_malig/tnk/mean	1	GSE205335	author_malig	tnk	mean	22	0.2840203274985884	0.20019815279526967	0.0	-0.20045172219085267	0.3710825718233011	0.0	0.20019815279526967	0.3710825718233011	False	False	False	False	0.2840203274985884	0	1
single/author_malig/tnk/pct	1	GSE205335	author_malig	tnk	pct	22	0.20835686053077357	0.3521105235596147	0.0	-0.43534726143421804	0.042861326301676765	0.0	0.3521105235596147	0.042861326301676765	False	False	True	False	0.20835686053077357	0	1
strict_primary/tnk/mean	1	GSE205335	author_malig	tnk	mean	22	0.2840203274985884	0.20019815279526967	0.0	-0.20045172219085267	0.3710825718233011	0.0	0.20019815279526976	0.37108257182330107	False	False	False	False	0.2840203274985884	0	6
strict_primary/tnk/pct	1	GSE205335	author_malig	tnk	pct	22	0.20835686053077357	0.3521105235596147	0.0	-0.43534726143421804	0.042861326301676765	0.0	0.3521105235596147	0.04286132630167677	False	False	True	False	0.20835686053077357	0	4
author_or_DRMref/tnk/mean	1	GSE205335	author_malig	tnk	mean	22	0.2840203274985884	0.20019815279526967	0.0	-0.20045172219085267	0.3710825718233011	0.0	0.20019815279526976	0.37108257182330107	False	False	False	False	0.2840203274985884	0	4
author_or_DRMref/tnk/pct	1	GSE205335	author_malig	tnk	pct	22	0.20835686053077357	0.3521105235596147	0.0	-0.43534726143421804	0.042861326301676765	0.0	0.3521105235596147	0.04286132630167677	False	False	True	False	0.20835686053077357	0	2
single/author_malig/tnk/mean	1	GSE131907	author_malig	tnk	mean	21	0.08181818181818182	0.7244098408074375	0.0	-0.39610389610389607	0.07547637795047248	0.0	0.7244098408074375	0.07547637795047248	False	False	True	False	0.08181818181818182	0	1
strict_primary/tnk/mean	1	GSE131907	author_malig	tnk	mean	21	0.08181818181818182	0.7244098408074375	0.0	-0.39610389610389607	0.07547637795047248	0.0	0.7244098408074375	0.07547637795047248	False	False	True	False	0.08181818181818182	0	6
strict_nsclc_swap/tnk/mean	1	GSE131907	author_malig	tnk	mean	21	0.08181818181818182	0.7244098408074375	0.0	-0.39610389610389607	0.07547637795047248	0.0	0.7244098408074375	0.07547637795047248	False	False	True	False	0.08181818181818182	0	6
author_or_DRMref/tnk/mean	1	GSE131907	author_malig	tnk	mean	21	0.08181818181818182	0.7244098408074375	0.0	-0.39610389610389607	0.07547637795047248	0.0	0.7244098408074375	0.07547637795047248	False	False	True	False	0.08181818181818182	0	4
single/marker_malig_nsclc/tnk/mean	1	GSE207422	marker_malig_nsclc	tnk	mean	9	0.16666666666666669	0.668231040071504	0.0	0.03333333333333333	0.9321567355405039	0.0	0.668231040071504	0.9321567355405039	False	False	False	False	0.16666666666666669	0	1
single/marker_malig_nsclc/tnk/pct	1	GSE207422	marker_malig_nsclc	tnk	pct	9	0.09999999999999999	0.797971695234851	0.0	0.03333333333333333	0.9321567355405039	0.0	0.797971695234851	0.9321567355405039	False	False	False	False	0.09999999999999999	0	1
single/marker_malig/tnk/mean	1	GSE207422	marker_malig	tnk	mean	7	-0.03571428571428572	0.9394082054712856	0.0	0.25	0.5887244480896832	0.0	0.9394082054712856	0.5887244480896832	False	False	False	False	0.25	0	1
single/marker_malig/tnk/pct	1	GSE207422	marker_malig	tnk	pct	7	0.14285714285714288	0.7599453002180927	0.0	0.0	1.0	0.0	0.7599453002180927	1.0	False	False	False	False	0.14285714285714288	0	1
marker_malig/tnk/mean	1	GSE207422	marker_malig	tnk	mean	7	-0.03571428571428572	0.9394082054712856	0.0	0.25	0.5887244480896832	0.0	0.9394082054712856	0.5887244480896832	False	False	False	False	0.25	0	3
marker_malig/tnk/pct	1	GSE207422	marker_malig	tnk	pct	7	0.14285714285714288	0.7599453002180927	0.0	0.0	1.0	0.0	0.7599453002180927	1.0	False	False	False	False	0.14285714285714288	0	3
single/marker_malig/tnk_umi/pct	1	GSE291670	marker_malig	tnk_umi	pct	6	0.028571428571428574	0.9571545189504373	0.0	-0.6	0.208	0.0	0.9571545189504373	0.208	False	False	True	False	0.028571428571428574	0	1
marker_malig/tnk_umi/pct	1	GSE291670	marker_malig	tnk_umi	pct	6	0.028571428571428574	0.9571545189504373	0.0	-0.6	0.208	0.0	0.9571545189504373	0.20799999999999985	False	False	True	False	0.028571428571428574	1	1
strict_primary/tnk/mean	2	GSE205335+GSE325414	author_malig+author_malig	tnk	mean	47	0.09926852925835876	0.584968992845194	26.479234800720143	-0.15713770783697792	0.310306686569894	0.0	0.5367484634870573	0.3054969446564516	False	False	False	False	0.09926852925835876	0	6
author_or_DRMref/tnk/mean	2	GSE205335+GSE325414	author_malig+author_malig	tnk	mean	47	0.09926852925835876	0.584968992845194	26.479234800720143	-0.15713770783697792	0.310306686569894	0.0	0.5367484634870573	0.3054969446564516	False	False	False	False	0.09926852925835876	0	4
strict_primary/tnk/mean	2	GSE205335+GSE131907	author_malig+author_malig	tnk	mean	43	0.18761511132502515	0.24813205517485049	0.0	-0.2987939229369048	0.06083736512529873	0.0	0.24447786664382753	0.060001626385160274	False	False	False	False	0.18761511132502515	0	6
strict_primary/tnk/pct	2	GSE205335+GSE131907	author_malig+author_malig	tnk	pct	43	0.03383584644172044	0.8521248234919574	18.012871901354014	-0.4787109080847739	0.0015191063422345722	0.0	0.8319834175905108	0.001664127187209751	False	False	True	False	0.03383584644172044	0	4
author_or_DRMref/tnk/mean	2	GSE131907+GSE205335	author_malig+author_malig	tnk	mean	43	0.18761511132502515	0.24813205517485049	0.0	-0.2987939229369048	0.06083736512529873	0.0	0.24447786664382753	0.060001626385160274	False	False	False	False	0.18761511132502515	0	4
author_or_DRMref/tnk/pct	2	GSE131907+GSE205335	author_malig+author_malig	tnk	pct	43	0.03383584644172044	0.8521248234919574	18.012871901354014	-0.4787109080847739	0.0015191063422345722	0.0	0.8319834175905108	0.001664127187209751	False	False	True	False	0.03383584644172044	1	2
strict_primary/tnk/pct	2	GSE205335+GSE291670	author_malig+marker_malig	tnk	pct	28	0.08604508958996827	0.7410931988029977	13.916675951014696	-0.6549982320224481	0.07667756866314311	55.86993646457977	0.5811997688231425	0.005974153400498725	False	False	True	False	0.08604508958996827	0	4
strict_primary/tnk/mean	3	GSE205335+GSE131907+GSE325414	author_malig+author_malig+author_malig	tnk	mean	68	0.09151289245191976	0.48087494623754634	0.0	-0.2335548274773281	0.06759477708827971	0.0	0.4778923300667135	0.06635098847894869	False	False	False	False	0.09151289245191976	0	6
author_or_DRMref/tnk/mean	3	GSE131907+GSE205335+GSE325414	author_malig+author_malig+author_malig	tnk	mean	68	0.09151289245191976	0.48087494623754634	0.0	-0.2335548274773281	0.06759477708827971	0.0	0.4778923300667135	0.06635098847894869	False	False	False	False	0.09151289245191976	0	4
