SampleName,Slide_ID,roi,ROI_Type,area,q_norm,LOQ.Hs_R_NGS_CTA_v1.0,snr,above_LOQ,GenesDetected
DSP-1001660013302-D-B10.dcc,ExpMSa23_Lung004,21,immunity hub,53477.07,58.673771,151.44123,1.0694722,FALSE,174
DSP-1001660013302-D-B11.dcc,ExpMSa23_Lung004,22,immunity hub,42357.2,45.84139,119.50291,0.86474816,FALSE,159
DSP-1001660013302-D-B12.dcc,ExpMSa23_Lung004,23,non-hub,48657.61,51.51976,85.07392,1.08661305,FALSE,266
DSP-1001660013302-D-C01.dcc,ExpMSa23_Lung004,24,non-hub,48609.65,48.05392,82.41268,0.97733901,FALSE,285
DSP-1001660013302-D-C02.dcc,ExpMSa23_Lung004,25,bystander TLS,84131.86,52.205471,148.39265,1.03959548,FALSE,209
DSP-1001660013302-D-C03.dcc,ExpMSa23_Lung004,26,bystander TLS,81723.89,49.745459,142.00297,0.98594982,FALSE,266
DSP-1001660013302-D-C04.dcc,ExpMSa23_Lung004,27,bystander TLS,75036.3,55.317506,130.07675,1.10737472,FALSE,217
DSP-1001660013302-D-C05.dcc,ExpMSa23_Lung004,28,bystander TLS,61532.91,48.149635,195.82435,0.86602073,FALSE,104
DSP-1001660013302-D-C06.dcc,ExpMSa23_Lung004,29,bystander TLS,74853.9,50.669819,245.88755,0.92237127,FALSE,107
DSP-1001660013302-D-C07.dcc,ExpMSa23_Lung004,30,hybrid hub,62218.71,48.727837,95.54951,1.05286089,FALSE,394
DSP-1001660013302-D-C08.dcc,ExpMSa23_Lung004,31,hybrid hub,69335.52,44.162346,137.57128,0.94727131,FALSE,325
DSP-1001660013302-D-C09.dcc,ExpMSa23_Lung004,32,hybrid hub,70882.17,42.442394,136.76024,0.9202222,FALSE,393
DSP-1001660013302-D-C10.dcc,ExpMSa23_Lung004,33,hybrid hub,68736.21,47.089449,129.70737,0.9858333,FALSE,342
DSP-1001660013302-D-C11.dcc,ExpMSa23_Lung004,34,immunity hub,57647.5,40.176806,99.67833,0.85893648,FALSE,345
DSP-1001660013302-D-C12.dcc,ExpMSa23_Lung004,35,immunity hub,66263.97,40.490138,76.7101,0.89760867,FALSE,320
DSP-1001660013302-D-D01.dcc,ExpMSa23_Lung004,36,non-hub,44285.43,50.635693,71.30741,1.08255685,FALSE,307
DSP-1001660013302-D-D02.dcc,ExpMSa23_Lung004,37,non-hub,74504.6,46.461486,121.93626,0.98894701,FALSE,276
DSP-1001660013302-D-D03.dcc,ExpMSa23_Lung004,38,hybrid hub,44480.62,39.966511,66.7663,0.96569089,FALSE,449
DSP-1001660013302-D-D04.dcc,ExpMSa23_Lung004,39,exclude,64938.25,42.626352,99.0998,0.95322341,FALSE,367
DSP-1001660013302-D-D05.dcc,ExpMSa23_Lung004,40,exclude,75109.51,44.424802,108.05808,1.0106861,FALSE,452
DSP-1001660013302-D-D06.dcc,ExpMSa23_Lung004,41,exclude,51638.36,46.16621,79.32594,0.9989485,FALSE,323
DSP-1001660013302-D-D07.dcc,ExpMSa23_Lung004,42,bystander TLS,73633.04,50.622223,118.72504,1.03569109,FALSE,285
DSP-1001660013302-D-D08.dcc,ExpMSa23_Lung004,43,bystander TLS,71894.56,48.445324,118.6043,0.99506294,FALSE,293
DSP-1001660013302-D-D09.dcc,ExpMSa23_Lung004,44,hybrid hub,56339.21,52.22525,97.29625,1.06785417,FALSE,263
DSP-1001660013302-D-D10.dcc,ExpMSa23_Lung004,45,hybrid hub,65970.46,51.989133,122.34971,1.06337387,FALSE,266
DSP-1001660013302-D-D11.dcc,ExpMSa23_Lung004,46,bystander TLS,58962.83,48.924114,88.53111,0.97679854,FALSE,200
DSP-1001660013302-D-D12.dcc,ExpMSa23_Lung004,47,bystander TLS,52359.01,53.035457,117.72544,0.95916729,FALSE,102
DSP-1001660013302-D-E01.dcc,ExpMSa23_Lung004,48,bystander TLS,73785.71,51.152369,197.48752,0.89749861,FALSE,101
DSP-1001660013302-D-E02.dcc,ExpMSa23_Lung004,49,bystander TLS,88258.01,48.349345,231.84816,0.85548179,FALSE,105
DSP-1001660013302-D-E03.dcc,ExpMSa23_Lung004,50,exclude,54440.39,57.074643,161.72173,1.03831863,FALSE,108
DSP-1001660013302-D-E04.dcc,ExpMSa23_Lung004,51,exclude,46695.96,45.87295,85.50074,0.92731033,FALSE,234
DSP-1001660013302-D-E05.dcc,ExpMSa23_Lung004,52,immunity hub,55228.98,47.430605,105.12907,0.94239486,FALSE,259
DSP-1001660013302-D-E06.dcc,ExpMSa23_Lung004,53,immunity hub,65903.32,43.694018,133.83057,0.9141465,FALSE,359
DSP-1001660013302-D-E07.dcc,ExpMSa23_Lung004,54,immunity hub,47659.92,43.113529,85.42779,0.9803114,FALSE,436
DSP-1001660013302-D-E08.dcc,ExpMSa23_Lung004,55,immunity hub,55783.53,46.512538,92.78686,0.99890722,FALSE,324
DSP-1001660013302-D-E09.dcc,ExpMSa23_Lung004,56,immunity hub,46774.13,45.78378,81.61833,1.02249283,FALSE,297
DSP-1001660013302-D-E10.dcc,ExpMSa23_Lung004,57,immunity hub,44333.39,39.410967,70.83879,0.9293101,FALSE,418
DSP-1001660013302-D-E11.dcc,ExpMSa23_Lung004,58,non-hub,71804.08,48.603923,120.11855,0.89897728,FALSE,208
DSP-1001660013302-D-E12.dcc,ExpMSa23_Lung004,59,non-hub,56230.98,54.887161,106.85774,1.0055144,FALSE,159
DSP-1001660013302-D-F01.dcc,ExpMSa23_Lung004,60,hybrid hub,73788.91,41.888909,134.37298,0.90564186,FALSE,364
DSP-1001660013302-D-F02.dcc,ExpMSa23_Lung004,61,bystander TLS,62258.99,53.768087,92.24873,1.1295148,FALSE,228
DSP-1001660013302-D-F03.dcc,ExpMSa23_Lung004,62,bystander TLS,68463.64,48.125825,122.39376,0.89710037,FALSE,220
DSP-1001660013302-D-F04.dcc,ExpMSa23_Lung004,63,bystander TLS,66965.91,55.072875,92.03673,1.02094591,FALSE,126
DSP-1001660013302-D-F05.dcc,ExpMSa23_Lung004,64,bystander TLS,49213.44,53.344592,105.77868,0.98015099,FALSE,88
DSP-1001660013302-D-F06.dcc,ExpMSa23_Lung004,65,bystander TLS,68991.82,50.600343,215.23416,0.92099905,FALSE,108
DSP-1001660013302-D-F07.dcc,ExpMSa23_Lung004,66,immunity hub,47998.5,56.439928,126.16995,1.05607619,FALSE,195
DSP-1001660013302-D-F08.dcc,ExpMSa23_Lung004,67,immunity hub,63877.57,47.859369,179.33345,0.88374307,FALSE,199
DSP-1001660013302-D-F09.dcc,ExpMSa23_Lung004,68,immunity hub,46799.39,40.626267,67.2487,0.98080803,FALSE,439
DSP-1001660013302-D-F10.dcc,ExpMSa23_Lung004,69,immunity hub,65221.68,42.48123,96.15236,0.95553029,FALSE,339
DSP-1001660013302-D-F11.dcc,ExpMSa23_Lung004,70,hybrid hub,46831.52,43.406984,106.36475,0.96188422,FALSE,372
DSP-1001660013302-D-F12.dcc,ExpMSa23_Lung004,71,hybrid hub,63129.59,40.092385,94.01318,0.97054285,FALSE,449
DSP-1001660013302-D-G01.dcc,ExpMSa23_Lung004,72,hybrid hub,81490.65,44.087327,128.70567,0.95525927,FALSE,396
DSP-1001660013302-D-G02.dcc,ExpMSa23_Lung004,73,hybrid hub,49732.35,49.844472,153.12972,0.9549819,FALSE,178
DSP-1001660013302-D-G03.dcc,ExpMSa23_Lung004,74,hybrid hub,45523.07,52.184882,102.83134,1.02964853,FALSE,248
DSP-1001660013302-D-G04.dcc,ExpMSa23_Lung004,75,hybrid hub,55789.45,46.645757,82.38356,1.02463792,FALSE,316
DSP-1001660013302-D-G05.dcc,ExpMSa23_Lung004,76,bystander TLS,48826.1,54.736575,363.49292,0.90662698,FALSE,49
DSP-1001660013302-D-G06.dcc,ExpMSa23_Lung004,77,immunity hub,49499.75,41.444935,75.14587,0.96400324,FALSE,402
DSP-1001660013302-D-G07.dcc,ExpMSa23_Lung004,78,immunity hub,65174.52,49.615024,106.11939,1.0687968,FALSE,337
DSP-1001660013302-D-G08.dcc,ExpMSa23_Lung004,79,immunity hub,64380.49,49.404029,100.22631,1.0519806,FALSE,383
DSP-1001660013302-D-G09.dcc,ExpMSa23_Lung004,80,immunity hub,62473.52,46.224483,102.4417,0.96264772,FALSE,336
DSP-1001660013302-D-G10.dcc,ExpMSa23_Lung004,81,immunity hub,74666.06,45.35446,120.0737,0.98605324,FALSE,418
DSP-1001660013302-D-G11.dcc,ExpMSa23_Lung004,82,non-hub,74462.56,53.582372,123.0717,1.05421277,FALSE,265
DSP-1001660013302-D-G12.dcc,ExpMSa23_Lung004,83,non-hub,57499.79,55.507428,174.41065,0.98978952,FALSE,140
DSP-1001660013302-D-H01.dcc,ExpMSa23_Lung004,84,immunity hub,55928.53,51.210276,88.43848,1.1192756,FALSE,308
DSP-1001660013302-D-H02.dcc,ExpMSa23_Lung004,85,immunity hub,74953.17,48.693325,99.80675,1.06340435,FALSE,386
DSP-1001660013302-D-H03.dcc,ExpMSa23_Lung004,86,immunity hub,54307.22,47.447814,152.71871,0.95324626,FALSE,272
DSP-1001660013302-D-H04.dcc,ExpMSa23_Lung004,87,exclude,47652.72,58.580589,144.12223,1.01925956,FALSE,84
DSP-1001660013302-D-H05.dcc,ExpMSa23_Lung004,88,exclude,50039.28,55.041265,78.05323,0.98131871,FALSE,138
DSP-1001660013302-D-H06.dcc,ExpMSa23_Lung004,89,bystander TLS,58402.84,47.780527,135.75105,0.94921987,FALSE,185
DSP-1001660013302-D-H07.dcc,ExpMSa23_Lung004,90,bystander TLS,65275.87,57.419848,233.70153,1.01045888,FALSE,89
DSP-1001660013302-D-H08.dcc,ExpMSa23_Lung004,91,bystander TLS,57489.56,57.294803,196.38608,1.00209682,FALSE,85
DSP-1001660013302-D-H09.dcc,ExpMSa23_Lung004,92,bystander TLS,66590.08,50.299886,264.7724,0.89359881,FALSE,108
DSP-1001660013302-D-H10.dcc,ExpMSa23_Lung004,93,hybrid hub,53981.27,42.643994,97.09733,1.02036703,FALSE,432
DSP-1001660013302-D-H11.dcc,ExpMSa23_Lung004,94,hybrid hub,59787.23,39.249761,99.33934,0.91109945,FALSE,470
DSP-1001660013302-D-H12.dcc,ExpMSa23_Lung004,95,hybrid hub,76817.14,37.328767,116.30829,0.9110416,FALSE,516
