cohort	patient	split	gate	contrast	n_high	n_low	n_tnk	gate_gap	cov_gap	n_extra	match_rate	expr_prop_pp	expr_prop_pp__F11R	expr_prop_pp__NECTIN2	expr_prop_pp__CDH1	expr_prop_pp__LGALS9	cellchat_hill	cellchat_hill__F11R	cellchat_hill__NECTIN2	cellchat_hill__CDH1	cellchat_hill__LGALS9	cpdb_means	cpdb_means__F11R	cpdb_means__NECTIN2	cpdb_means__CDH1	cpdb_means__LGALS9	liana_logfc	liana_logfc__F11R	liana_logfc__NECTIN2	liana_logfc__CDH1	liana_logfc__LGALS9
GSE205335	P1027	q4q1	TACSTD2	strata_resid	329	329	2619	3.1020881054393206	1.0689703977212315	0		16.064753651573803	20.507145530750268	20.03715614399182	19.26722440076899	4.447488530784138	0.05155354778127737	0.06605429257256855	0.12874869126414912	0.05448357838393216	-0.043072371095540386	0.0785011550394131	0.1257820842852303	0.11568767249349116	0.1310781234586229	-0.05854326007969196	0.22650645415883386	0.36293037846195875	0.33380406279669245	0.3782115173655732	-0.16892014198888883
GSE205335	P1027	q4q1	TACSTD2	linear_resid	329	329	2619	3.1020881054393206	1.0689703977212315	0		13.652661283664216	17.383846550269748	18.257828823317755	16.79605919153204	2.172910569537319	0.04395488728098282	0.05924766797581181	0.1290823002120386	0.052588534898879456	-0.06509895396279862	0.0704458513506506	0.11323309156060216	0.11506393370771378	0.126879047557503	-0.07339266742321657	0.20326376078956945	0.32672163931801335	0.33200433309059024	0.3660955454078491	-0.21176647465817502
GSE205335	P1027	q4q1	TACSTD2	matched	198	198	2619	3.1003216138972123	0.05250533449747197	198	0.601823708206687	16.792929292929294	21.21212121212121	21.21212121212121	21.212121212121215	3.535353535353536	0.05603830355502193	0.0808173803553881	0.15855138351941828	0.07809888634671719	-0.09331443600143585	0.07997932668507929	0.11554044936232713	0.12324481198777398	0.15557876072354637	-0.07444671533333033	0.2307715559644045	0.3333792666342235	0.3556093581401084	0.448905413127022	-0.21480781404373606
GSE205335	P1027	q4q1	TACSTD2	strata_local	329	329	2619	3.1020881054393206	1.0689703977212315	4		7.630497043606798	11.18440502586844	10.909090909090907	8.447893569844787	-0.019401330376941195	0.010959272303667753	0.031653908027305624	0.03662281781371493	0.02731874692082723	-0.05175838354717677	0.040979528776328183	0.09107538154879628	0.06443807676945604	0.07664108099158705	-0.06823642420452661	0.11824192588715049	0.2627880026150372	0.18592898759943308	0.22113941494986405	-0.19688870161573235
GSE205335	P1027	q4q1	CLDN4	crude	329	329	2619	3.2395299094383034	1.0750553591731187	0		48.02431610942249	54.7112462006079	49.24012158054711	48.328267477203646	39.81762917933131	0.17473281443845165	0.1671580345436191	0.24712191576415124	0.09472492034068958	0.1899263871053467	0.20451912975826053	0.2662585105486638	0.2186128120401101	0.235722676480577	0.09748251996369132	0.5901174685383379	0.768259665526078	0.6307832396101158	0.6801518727672038	0.28127509624995367
GSE205335	P1027	q4q1	CLDN4	strata_resid	329	329	2619	3.2395299094383034	1.0750553591731187	0		35.29894990219636	39.8809166861938	34.9710984439045	34.58137887032669	31.762405608360467	0.12111301467611761	0.10608746834350091	0.1611660807037233	0.05936546428249241	0.15783304537475384	0.14889282749645033	0.18968749112781083	0.14880616531578392	0.15641852689385155	0.10065912664835504	0.4296138877061296	0.5473224055375239	0.42936383350956947	0.45132846610583316	0.2904408456715919
GSE205335	P1027	q4q1	CLDN4	linear_resid	329	329	2619	3.2395299094383034	1.0750553591731187	0		36.47723396388581	41.045806765015676	35.97723263942739	36.00810638380909	32.87779006729107	0.13463092446455924	0.10877425938107929	0.16675353577576182	0.06270292890096366	0.20029297380043218	0.15204412665183775	0.1904982831264994	0.15171900952290032	0.16117161925805945	0.1047875946998919	0.43870661503379965	0.5496618567289249	0.4377685252945474	0.46504299167129304	0.30235308644043335
GSE205335	P1027	q4q1	CLDN4	matched	205	205	2619	3.192334221233365	0.019067432792785333	205	0.6231003039513677	42.5609756097561	46.82926829268293	42.92682926829268	41.463414634146346	39.02439024390244	0.15628558836231538	0.13347123982506973	0.21398471355757198	0.07940003521865006	0.19828636484796971	0.17924275338126672	0.21329589106167623	0.18616396992044199	0.1942895906378917	0.12322156190505701	0.517185262836874	0.6154418485533458	0.5371556723928477	0.5606012578192663	0.3555422725820363
GSE205335	P1027	q4q1	CLDN4	strata_local	329	329	2619	3.2395299094383034	1.0750553591731187	4		20.309728381374725	22.726348854397635	21.228750923872873	19.07982261640798	18.203991130820395	0.056896956630290194	0.051568402141871375	0.06696601750417074	0.025492053741171063	0.08356135313394761	0.084342101227455	0.10851275100446331	0.09132460202949856	0.08395652207234466	0.05357452980351346	0.2433598623580086	0.3131016154947162	0.2635071009182315	0.24224731608811292	0.15458341693097372
GSE205335	P1027	decile	TACSTD2	crude	131	131	2619	3.4832725181661144	1.1535920047332158	0		26.90839694656488	32.82442748091603	31.29770992366412	32.06106870229007	11.450381679389315	0.13475080198946154	0.16076690922005768	0.23070126351286224	0.11061473242840923	0.036920302796517014	0.15357376007698142	0.2100460878411059	0.18922748079209456	0.21513528605569673	-0.00011381438097146646	0.44312020414746517	0.6060648985729822	0.5459950962773328	0.6207492206255645	-0.0003283988860187637
GSE205335	P1027	decile	TACSTD2	strata_resid	131	131	2619	3.4832725181661144	1.1535920047332158	0		12.503577035816763	16.31094583506472	15.849654108546426	17.800497374965463	0.05321082469044447	0.06082948613933148	0.07510278202829154	0.12496377486863117	0.06050021028999392	-0.0172488226295907	0.09197951284136346	0.1245582735911896	0.11869757461800229	0.1435142982640047	-0.018852095107742717	0.2653967740792356	0.35939920722339996	0.3424888045338792	0.4140947328042783	-0.054395648244615014
GSE205335	P1027	decile	TACSTD2	linear_resid	131	131	2619	3.4832725181661144	1.1535920047332158	0		9.2505730484908	12.222886241744451	13.279400462335644	14.433349520262729	-2.93334403037962	0.05217987664649825	0.06654701748322303	0.12199623497609605	0.05614433978613673	-0.03596808565946281	0.07999218855342279	0.10730591570866371	0.1140951794846829	0.13429256811238027	-0.03572490909203574	0.230808667471756	0.30961942490187655	0.32920909926377645	0.38748644408794874	-0.103080298366578
GSE205335	P1027	decile	TACSTD2	matched	77	77	2619	3.483285712708497	0.037052676632785	77	0.5877862595419847	12.662337662337663	18.181818181818183	11.688311688311687	19.480519480519483	1.2987012987012965	0.05696450342652617	0.1168271232661493	0.07969580867647526	0.052905502133108503	-0.021570420369628387	0.08031720131466816	0.14268544288651014	0.0554307146850771	0.13647413551815174	-0.013321487831066375	0.23174645606950453	0.4117031617188272	0.15993923437818355	0.3937811170432917	-0.03843768886228427
GSE205335	P1027	decile	TACSTD2	strata_local	131	131	2619	3.4832725181661144	1.1535920047332158	4		7.630497043606798	11.18440502586844	10.909090909090907	8.447893569844787	-0.019401330376941195	0.010959272303667753	0.031653908027305624	0.03662281781371493	0.02731874692082723	-0.05175838354717677	0.040979528776328183	0.09107538154879628	0.06443807676945604	0.07664108099158705	-0.06823642420452661	0.11824192588715049	0.2627880026150372	0.18592898759943308	0.22113941494986405	-0.19688870161573235
GSE205335	P1027	decile	CLDN4	crude	131	131	2619	3.6643205885177195	1.4070548992075151	0		47.900763358778626	56.48854961832062	50.38167938931297	51.14503816793893	33.587786259541986	0.19963121678562382	0.2025396908291094	0.2809710151430519	0.10363798109252284	0.21137618007781112	0.23055568054327794	0.3009363810694116	0.26644842910945815	0.2906005412017872	0.06423737079245477	0.6652430739371343	0.868318849183823	0.7688076546577396	0.8384959193429345	0.1853498725640401
GSE205335	P1027	decile	CLDN4	strata_resid	131	131	2619	3.6643205885177195	1.4070548992075151	0		33.37716125031376	39.183247589939164	33.708494959104016	35.20952113773293	25.407381314478936	0.13103714281004294	0.11747106326798085	0.16681243964562104	0.06033915808535267	0.1795259102412172	0.1649088918284944	0.20588125925668255	0.18093243577058318	0.1956899048286156	0.07713196745809639	0.47582648087892687	0.5940477434831818	0.5220606556443625	0.5646417104965539	0.22255581389160914
GSE205335	P1027	decile	CLDN4	linear_resid	131	131	2619	3.6643205885177195	1.4070548992075151	0		32.787701165473784	38.6029371764991	33.022933439149725	35.02015410725206	24.50477993899426	0.14754734047166562	0.12243890010769562	0.17349557899747364	0.06512743065498083	0.2291274521265124	0.16187530089881733	0.2017798136890837	0.1788964237589103	0.19302656102394294	0.07379840512333237	0.467073387698265	0.5822134731214801	0.5161859667795008	0.5569569246981867	0.21293718619389257
GSE205335	P1027	decile	CLDN4	matched	71	71	2619	3.6215861035791668	-0.033690000452664126	71	0.5419847328244275	38.73239436619718	53.52112676056338	36.61971830985915	35.2112676056338	29.577464788732396	0.16343353826531862	0.20967514433701928	0.19891146566117063	0.04796118712230294	0.19718635594078157	0.1720016126658079	0.3079212330747732	0.18126056512867791	0.1400595097546486	0.05876514270513202	0.49629174723573083	0.8884728718827799	0.5230074368397493	0.4041263203047418	0.1695603599156524
GSE205335	P1027	decile	CLDN4	strata_local	131	131	2619	3.6643205885177195	1.4070548992075151	4		20.309728381374725	22.726348854397635	21.228750923872873	19.07982261640798	18.203991130820395	0.056896956630290194	0.051568402141871375	0.06696601750417074	0.025492053741171063	0.08356135313394761	0.084342101227455	0.10851275100446331	0.09132460202949856	0.08395652207234466	0.05357452980351346	0.2433598623580086	0.3131016154947162	0.2635071009182315	0.24224731608811292	0.15458341693097372
GSE205335	P1030	q4q1	TACSTD2	crude	150	150	140	3.0240035548497106	1.6655314083339703	0		46.49999999999999	57.333333333333336	52.666666666666664	59.33333333333333	16.666666666666664	0.1521385301494247	0.2557398754684151	0.16762139964359496	0.14889357363059086	0.03629927185509779	0.25614142590258265	0.3234155653605195	0.2973273274296705	0.3536313164643708	0.050191494355769764	0.7390679298317677	0.9331800645838438	0.8579053216071094	1.0203642931323669	0.14482204000375087
GSE205335	P1030	q4q1	TACSTD2	strata_resid	150	150	140	3.0240035548497106	1.6655314083339703	0		22.948342688413575	28.038631004705067	24.827039292413794	31.05304122278657	7.87465923374887	0.05530800150371456	0.09666624112267055	0.06968054293045786	0.07010260848338012	-0.0152173865216503	0.1368522524183682	0.16228283815237374	0.14963154134617745	0.2042821750868493	0.03121245508807239	0.394872131796929	0.46824929164763174	0.43174536532140423	0.5894337618796168	0.09006010833906307
GSE205335	P1030	q4q1	TACSTD2	linear_resid	150	150	140	3.0240035548497106	1.6655314083339703	0		22.334910990920047	27.149159965429803	24.598240415554095	30.452204941901893	7.140038640794404	0.05502942560905725	0.09667795899676004	0.07198835425870775	0.07078740158518167	-0.019336012404420483	0.13676746328320744	0.16058646814224736	0.15270826529763648	0.20448949375692196	0.029285625936023907	0.3946274820672935	0.46335460244538756	0.4406229140953127	0.5900319571140119	0.0845004546144618
GSE205335	P1030	q4q1	TACSTD2	matched	63	63	140	2.996551674136475	0.04164325752653375	63	0.42	29.36507936507936	36.507936507936506	34.92063492063492	46.03174603174603	0.0	0.11241229016421983	0.19343732877240974	0.12725788105795938	0.12895395082651018	0.0	0.174437211694007	0.18772328646673803	0.21657420822731466	0.29345135208197526	0.0	0.5033194005148843	0.5416549088898824	0.6249010723880012	0.8467216207816538	0.0
GSE205335	P1030	q4q1	TACSTD2	strata_local	150	150	140	3.0240035548497106	1.6655314083339703	4		16.215256641729262	23.12635756056809	15.445821888554471	21.731620718462825	4.557226399331663	0.03678138118016268	0.06704957939395703	0.02736300005129603	0.04085515509631406	0.011857790179083595	0.08561147274477171	0.1233049155274388	0.07358146426103916	0.14187133877461436	0.003688172415994475	0.24702249434416557	0.355782780297337	0.21231122718149942	0.40935415378882856	0.010641816108997391
GSE205335	P1030	q4q1	CLDN4	crude	150	150	140	3.2275781876269773	1.5849574605398375	0		47.0	59.33333333333333	56.666666666666664	54.0	18.000000000000004	0.15405696521128764	0.25634730020788	0.17432937385594863	0.1438626841442856	0.0416885026370364	0.24293600627042755	0.3319807525767207	0.3147787792341003	0.2809475258147311	0.044036967456158024	0.7009651429994318	0.9578939708260419	0.9082595675562367	0.8106432044858731	0.1270638291295757
GSE205335	P1030	q4q1	CLDN4	strata_resid	150	150	140	3.2275781876269773	1.5849574605398375	0		22.033549618320606	28.704132079605003	28.224608125642447	21.72262979626915	9.482828471765835	0.05117750070447693	0.09819486458051607	0.0745995162110869	0.04121831599100359	-0.00930269396469886	0.1137538746226265	0.17157038031464147	0.16482341955767085	0.0926415829679704	0.02598011565022326	0.3282243015999363	0.4950474736867334	0.47557986003642544	0.2673071046559887	0.07496276802059769
GSE205335	P1030	q4q1	CLDN4	linear_resid	150	150	140	3.2275781876269773	1.5849574605398375	0		21.85445431192009	28.4761868246815	27.793836629510437	21.2137850664346	9.93400872705382	0.055875461479581265	0.09989059025444261	0.07764130727094927	0.04379154021462602	0.0021784081783071518	0.11431203108722207	0.1708675258626075	0.1651699165722136	0.0917792485471273	0.02943143336693988	0.3298348007269606	0.4930194644219011	0.4765796390855528	0.2648189334709123	0.08492116592947627
GSE205335	P1030	q4q1	CLDN4	matched	66	66	140	3.1872182289417514	0.03197853776719328	66	0.44	32.196969696969695	45.45454545454545	37.878787878787875	34.84848484848485	10.606060606060606	0.11161231876249489	0.22560338021221055	0.12021834094100514	0.08988975920135775	0.010737794695406151	0.1401526348443211	0.25385881927239806	0.1815722109858652	0.10134309096557517	0.023836418153446094	0.40439502251484766	0.7324817193004326	0.5239066567051046	0.2924143495287888	0.0687773645250647
GSE205335	P1030	q4q1	CLDN4	strata_local	150	150	140	3.2275781876269773	1.5849574605398375	4		16.667763157894736	21.833333333333332	19.894736842105264	19.429824561403507	5.5131578947368425	0.028255656006239045	0.05758756595241293	0.030351362230377186	0.02643843315611974	-0.001354737313953665	0.07016976336611305	0.11105834864725495	0.09842703271500107	0.0964976917115643	-0.025304019609368053	0.20246713925728677	0.32044665768542446	0.2840003839746956	0.2784334825790117	-0.07301196720998476
GSE205335	P1030	decile	TACSTD2	crude	60	60	140	3.354119176850218	1.5237178401588405	0		41.25	53.333333333333336	45.00000000000001	60.0	6.666666666666668	0.1382886016129546	0.2673976008723608	0.1295811551165584	0.1561756504628992	0.0	0.23562375478271266	0.32643431746052826	0.2242208612133488	0.37856277539903754	0.013277065057936029	0.6798664450813136	0.9418903419525554	0.6469646490727017	1.092301277466708	0.038309511833288894
GSE205335	P1030	decile	TACSTD2	strata_resid	60	60	140	3.354119176850218	1.5237178401588405	0		19.987014602162446	26.95534459011747	19.622982634586027	34.43263640980272	-1.0629052258564449	0.06058427726484207	0.11846390975140703	0.05534996118402488	0.09132419627655494	-0.022800958152618553	0.12422396243468942	0.1768149615738558	0.08467369315200368	0.23743120742192764	-0.0020240124090294374	0.35843458912820664	0.5101801364351488	0.24431663440829898	0.6850816509997877	-0.005840065330408988
GSE205335	P1030	decile	TACSTD2	linear_resid	60	60	140	3.354119176850218	1.5237178401588405	0		19.1424750095267	25.71922577523697	19.321491861396893	33.577988170176894	-2.0488057687039776	0.06273018200795583	0.12093599731519755	0.059561340116614264	0.092689654544337	-0.022266263944325505	0.1264140241325154	0.17746948912587718	0.09191555379315156	0.2421198030023387	-0.0058487493913058665	0.3647537714295954	0.5120687037420016	0.265212227275885	0.6986100781849737	-0.016875923484478635
GSE205335	P1030	decile	TACSTD2	matched	28	28	140	3.396339964550069	-0.0104345502297023	28	0.4666666666666667	25.0	28.57142857142857	25.0	46.42857142857143	0.0	0.05933572943617527	0.056450647153868716	0.04194436185505887	0.1389479087357735	0.0	0.10953451078891162	0.06845807052846106	0.08465494082952138	0.28502503179766403	0.0	0.3160497910427229	0.19752823772047534	0.24426252664299825	0.8224083998074181	0.0
GSE205335	P1030	decile	TACSTD2	strata_local	60	60	140	3.354119176850218	1.5237178401588405	4		16.215256641729262	23.12635756056809	15.445821888554471	21.731620718462825	4.557226399331663	0.03678138118016268	0.06704957939395703	0.02736300005129603	0.04085515509631406	0.011857790179083595	0.08561147274477171	0.1233049155274388	0.07358146426103916	0.14187133877461436	0.003688172415994475	0.24702249434416557	0.355782780297337	0.21231122718149942	0.40935415378882856	0.010641816108997391
GSE205335	P1030	decile	CLDN4	crude	60	60	140	3.544807700762638	1.4867552362140843	0		47.91666666666666	64.99999999999999	54.99999999999999	54.99999999999999	16.666666666666668	0.15763401043547104	0.2729572682380901	0.17625355529403006	0.14347109282979464	0.037854125379969294	0.25800298556923085	0.424750905681306	0.321397956715244	0.2731990461738024	0.012664033706570915	0.7444392556305522	1.2255720504790322	0.9273584766098566	0.7882858181810793	0.036540677252241076
GSE205335	P1030	decile	CLDN4	strata_resid	60	60	140	3.544807700762638	1.4867552362140843	0		26.196586089906702	38.25078020996579	30.41295406928085	26.72832122856389	9.394288851816277	0.06134044931536831	0.12336684567624978	0.0815298619221575	0.05035021249638069	-0.00988512283331474	0.14128471286505523	0.27908459135119335	0.18779261060968278	0.10230526988741726	-0.004043620388072534	0.4076615092076725	0.805267911861779	0.541854936084363	0.29519061104676775	-0.0116674221622195
GSE205335	P1030	decile	CLDN4	linear_resid	60	60	140	3.544807700762638	1.4867552362140843	0		24.329111385227225	36.054728414769244	27.916098816027272	24.245182951777046	9.100435358335337	0.06516505208654155	0.12464723425427839	0.08342742159271523	0.051323373983314866	0.0012621785158577203	0.13734841068797998	0.27362007762806073	0.18105869494677143	0.09575142770118136	-0.001036557524093592	0.39630374194705886	0.7895006581633128	0.5224249626190696	0.27628021980506495	-0.0029908727992119344
GSE205335	P1030	decile	CLDN4	matched	30	30	140	3.492681136880566	0.038303134272162254	30	0.5	36.666666666666664	56.666666666666664	40.0	36.66666666666667	13.333333333333336	0.13359338931960688	0.28132635069227047	0.1255977052418479	0.0937020230373458	0.03374747830696333	0.18006488168627557	0.4218459287805525	0.19407020194263783	0.11708493225247421	-0.012741536230562171	0.5195574236940955	1.2171900589418039	0.5599682358539265	0.3378357022469296	-0.0367643022662782
GSE205335	P1030	decile	CLDN4	strata_local	60	60	140	3.544807700762638	1.4867552362140843	4		16.667763157894736	21.833333333333332	19.894736842105264	19.429824561403507	5.5131578947368425	0.028255656006239045	0.05758756595241293	0.030351362230377186	0.02643843315611974	-0.001354737313953665	0.07016976336611305	0.11105834864725495	0.09842703271500107	0.0964976917115643	-0.025304019609368053	0.20246713925728677	0.32044665768542446	0.2840003839746956	0.2784334825790117	-0.07301196720998476
GSE205335	P1037	q4q1	TACSTD2	crude	917	917	611	1.3506009565219943	0.3976476968145264	0		2.944383860414394	7.415485278080697	0.0	0.0	4.36205016357688	0.006659291608772447	0.009619228667619856	0.0	0.0	0.01701793776746993	0.01626368138097673	0.026913168625104372	0.0	0.0	0.03814155689880255	0.0469270649498666	0.07765498982009304	0.0	0.0	0.11005326997937336
GSE205335	P1037	q4q1	TACSTD2	strata_resid	917	917	611	1.3506009565219943	0.3976476968145264	0		2.872514472706965	6.8034267167880165	0.0	0.0	4.686631174039843	0.005725076825382874	0.007495101446231965	0.0	0.0	0.01540520585529953	0.013915006493302583	0.021279202073540934	0.0	0.0	0.0343808238996694	0.04015022172365072	0.06139879861114331	0.0	0.0	0.0992020882834596
GSE205335	P1037	q4q1	TACSTD2	linear_resid	917	917	611	1.3506009565219943	0.3976476968145264	0		2.8131420080352285	6.409309618865579	0.0	0.0	4.8432584132753345	0.005734309431569917	0.007260826683199655	0.0	0.0	0.015676411043080013	0.013578130981022604	0.019824158216648513	0.0	0.0	0.034488365707441904	0.039178204461724216	0.05720042949791401	0.0	0.0	0.09951238834898285
GSE205335	P1037	q4q1	TACSTD2	matched	656	656	611	1.3283868321334993	0.02630695672019434	656	0.7153762268266085	3.772865853658536	8.07926829268293	0.0	0.0	7.012195121951215	0.007317164316556133	0.009132480741441698	0.0	0.0	0.020136176524782834	0.016913996313558652	0.023670989188880442	0.0	0.0	0.043984996065354165	0.04880347720637056	0.06830003743146816	0.0	0.0	0.12691387139401406
GSE205335	P1037	q4q1	TACSTD2	strata_local	917	917	611	1.3506009565219943	0.3976476968145264	4		1.1971570530201412	3.847955970355149	0.0	0.0	0.9406722417254153	0.004000828061986384	0.0059282492194669455	0.0	0.0	0.01007506302847859	0.009970785874145852	0.015882219325643918	0.0	0.0	0.02400092417093949	0.0287696066687919	0.045826398118834676	0.0	0.0	0.06925202855633292
GSE205335	P1037	q4q1	CLDN4	crude	917	917	611	1.5119152008759758	0.3786771245350886	0		0.21810250817884402	2.6172300981461283	0.0	0.0	-1.7448200654307522	0.0026345541024484134	0.006016941081089015	0.0	0.0	0.004521275328704638	0.00876887733518342	0.022536277107211858	0.0	0.0	0.012539232233521824	0.0253016316912655	0.06502595044534805	0.0	0.0	0.036180576319713956
GSE205335	P1037	q4q1	CLDN4	strata_resid	917	917	611	1.5119152008759758	0.3786771245350886	0		0.04116305719723651	1.6139853881831372	0.0	0.0	-1.4493331593941912	0.0012400941819511735	0.0036192702880231964	0.0	0.0	0.0013411064397814976	0.005062100124110881	0.016087702478972427	0.0	0.0	0.004160698017471098	0.01460613349107635	0.04641929717142121	0.0	0.0	0.012005236792884191
GSE205335	P1037	q4q1	CLDN4	linear_resid	917	917	611	1.5119152008759758	0.3786771245350886	0		-0.023205903579716802	1.5137919568290772	0.0	0.0	-1.6066155711479444	0.001498950080958449	0.00412807860801271	0.0	0.0	0.0018677217158210857	0.0053781319806871924	0.01675898325706693	0.0	0.0	0.004753544665681841	0.015518008675567501	0.04835620407062325	0.0	0.0	0.013715830631646758
GSE205335	P1037	q4q1	CLDN4	matched	638	638	611	1.4909342932417253	0.03263172411628534	638	0.6957470010905126	-0.11755485893417128	1.5673981191222541	0.0	0.0	-2.0376175548589393	0.000875182100903947	0.0039944808552804245	0.0	0.0	-0.0004937524516646363	0.0039265081512875645	0.016567000642722443	0.0	0.0	-0.0008609680375721851	0.011329507675745322	0.04780225933931988	0.0	0.0	-0.0024842286363385884
GSE205335	P1037	q4q1	CLDN4	strata_local	917	917	611	1.5119152008759758	0.3786771245350886	4		0.40743183634386204	2.1043954988475666	0.0	0.0	-0.47466815347211866	0.0015070622946222604	0.003477089895059785	0.0	0.0	0.0025511592834292565	0.005216214721074848	0.013307557355107073	0.0	0.0	0.007557301529192317	0.015050814220613381	0.03839749400511685	0.0	0.0	0.02180576287733667
GSE205335	P1037	decile	TACSTD2	crude	367	367	611	1.6503032623129306	0.49353062964902217	0		0.4768392370572194	2.452316076294281	0.0	0.0	-0.5449591280654031	0.005064150947542567	0.007244608844333693	0.0	0.0	0.013011994945836575	0.014661627330666092	0.02392884213958614	0.0	0.0	0.03471766718307823	0.04230451408262813	0.06904404377799156	0.0	0.0	0.10017401255252094
GSE205335	P1037	decile	TACSTD2	strata_resid	367	367	611	1.6503032623129306	0.49353062964902217	0		0.6639489532434547	2.252234055933756	0.0	0.0	0.4035617570400628	0.00410577978358664	0.004672979374944139	0.0	0.0	0.011750139759402423	0.012349276170197685	0.017641568650165543	0.0	0.0	0.0317555360306252	0.0356324789786249	0.050902807210192066	0.0	0.0	0.09162710870430754
GSE205335	P1037	decile	TACSTD2	linear_resid	367	367	611	1.6503032623129306	0.49353062964902217	0		0.31395164947688686	1.2035259774003424	0.0	0.0	0.05228062050720503	0.0038944320179798205	0.004181113612358171	0.0	0.0	0.01139661445956111	0.011328522699453378	0.015130491744247188	0.0	0.0	0.030183599053566323	0.032687207038198884	0.04365737081127364	0.0	0.0	0.08709145734152189
GSE205335	P1037	decile	TACSTD2	matched	240	240	611	1.64288705869516	0.015521868758555435	240	0.6539509536784741	-1.6666666666666679	-3.7500000000000036	0.0	0.0	-2.9166666666666674	0.0004000627500059719	-0.00032740325738548487	0.0	0.0	0.0019276542574093725	0.0021327364490476876	0.0007480236067925056	0.0	0.0	0.007782922189398245	0.006153776597128473	0.0021583398959748477	0.0	0.0	0.022456766492539044
GSE205335	P1037	decile	TACSTD2	strata_local	367	367	611	1.6503032623129306	0.49353062964902217	4		1.1971570530201412	3.847955970355149	0.0	0.0	0.9406722417254153	0.004000828061986384	0.0059282492194669455	0.0	0.0	0.01007506302847859	0.009970785874145852	0.015882219325643918	0.0	0.0	0.02400092417093949	0.0287696066687919	0.045826398118834676	0.0	0.0	0.06925202855633292
GSE205335	P1037	decile	CLDN4	crude	367	367	611	2.0027994324153267	0.4932535119772571	0		2.247956403269753	10.899182561307901	0.0	0.0	-1.9073569482288888	0.0046087659200243535	0.016596472734549134	0.0	0.0	0.0018385909455482796	0.014687024177701038	0.05017527598316655	0.0	0.0	0.008572820727637598	0.04237779389317119	0.144775243672299	0.0	0.0	0.024735931900385755
GSE205335	P1037	decile	CLDN4	strata_resid	367	367	611	2.0027994324153267	0.4932535119772571	0		1.974562258401845	9.566244042880534	0.0	0.0	-1.6679950092731537	0.0028607721503846797	0.013617420444204657	0.0	0.0	-0.0021743318426659386	0.010339343349190136	0.04228561839813305	0.0	0.0	-0.0009282450013725074	0.029833038751849793	0.12201050392781934	0.0	0.0	-0.002678348920420171
GSE205335	P1037	decile	CLDN4	linear_resid	367	367	611	2.0027994324153267	0.4932535119772571	0		1.93363527358521	9.461876996250302	0.0	0.0	-1.7273359019094616	0.003051363699403984	0.014109156601699771	0.0	0.0	-0.001903701804083835	0.010270340554735427	0.04264994557191659	0.0	0.0	-0.0015685833529748838	0.029633938773115213	0.12306172994157655	0.0	0.0	-0.004525974849115695
GSE205335	P1037	decile	CLDN4	matched	234	234	611	1.951326702499772	0.03859549813827179	234	0.6376021798365122	1.6025641025641053	11.538461538461542	0.0	0.0	-5.128205128205121	0.0018539117518974746	0.01716792326491484	0.0	0.0	-0.009752276257324943	0.008596184657943613	0.05356734415038501	0.0	0.0	-0.019182605518610563	0.02480334595316208	0.15456268351870578	0.0	0.0	-0.055349299706057446
GSE205335	P1037	decile	CLDN4	strata_local	367	367	611	2.0027994324153267	0.4932535119772571	4		0.40743183634386204	2.1043954988475666	0.0	0.0	-0.47466815347211866	0.0015070622946222604	0.003477089895059785	0.0	0.0	0.0025511592834292565	0.005216214721074848	0.013307557355107073	0.0	0.0	0.007557301529192317	0.015050814220613381	0.03839749400511685	0.0	0.0	0.02180576287733667
GSE205335	P1056	q4q1	TACSTD2	crude	596	596	1354	3.1364019254433804	1.505859669730984	0		25.16778523489933	0.0	43.959731543624166	47.98657718120805	8.7248322147651	0.06631849887309643	0.0	0.07833740300149777	0.14790724915487796	0.03902934333600998	0.10189430210963915	0.0	0.1808414476129983	0.22482072705259384	0.0019150337729643974	0.2940048086968365	0.0	0.5217981193169079	0.6486954960156568	0.005525619454781234
GSE205335	P1056	q4q1	TACSTD2	strata_resid	596	596	1354	3.1364019254433804	1.505859669730984	0		11.198689404843849	0.0	19.018276895224414	17.19768442636062	8.578796297790364	0.04135543503551213	0.0	0.03268405770044254	0.047717718867418435	0.08501996357418756	0.05695914755451993	0.0	0.0973769795254262	0.10654165630070024	0.023917954391953267	0.16434935942033724	0.0	0.280970570916157	0.3074142383862333	0.06901262837895876
GSE205335	P1056	q4q1	TACSTD2	linear_resid	596	596	1354	3.1364019254433804	1.505859669730984	0		12.89547230434706	0.0	20.56182931220425	20.150558056257683	10.869501848926303	0.04297254576581483	0.0	0.03313323462024988	0.05171963371555195	0.08703731472745747	0.054359216332182575	0.0	0.09157896604207484	0.10083996683486342	0.025017932451792027	0.15684754365810027	0.0	0.2642410403172803	0.29096264015212997	0.07218649416299085
GSE205335	P1056	q4q1	TACSTD2	matched	174	174	1354	3.060720018863875	0.04549218544559075	174	0.29194630872483224	11.637931034482758	0.0	20.68965517241379	29.31034482758621	-3.448275862068967	0.031138135738138083	0.0	0.04368190941661351	0.10646410067909973	-0.0255934671431609	0.055777091117480415	0.0	0.09559380566306737	0.15380758729798982	-0.02629302849113553	0.1609386655008017	0.0	0.2758254187396212	0.4437948868918125	-0.07586564362822691
