set	set_class	symbol	in_rank	logFC	logCPM	FDR	ifn_overlap	expressed_logCPM_ge_0
HALLMARK_APOPTOSIS	damage_signal	Gna15	yes	0.623796895	2.4678607	0.313071419	no	yes
HALLMARK_APOPTOSIS	damage_signal	Gpx1	yes	-0.065478522	7.907591065	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Gpx3	yes	0.114428588	9.749728425	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Gpx4	yes	-0.033363189	6.758424624	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Gsn	yes	0.0	11.85353758	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Gsr	yes	0.059882421	5.613450509	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Gstm2	yes	-0.229062247	6.544331526	0.648233013	no	yes
HALLMARK_APOPTOSIS	damage_signal	Gucy2e	yes	-0.847996907	-1.611866493	1.0	no	no
HALLMARK_APOPTOSIS	damage_signal	H1f0	yes	-0.34058984	7.219872588	0.329096945	no	yes
HALLMARK_APOPTOSIS	damage_signal	Hgf	yes	0.181662169	4.489034723	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Hmgb2	yes	0.257157839	4.295024103	0.734093009	no	yes
HALLMARK_APOPTOSIS	damage_signal	Hmox1	yes	0.347756096	4.975825801	0.298205218	no	yes
HALLMARK_APOPTOSIS	damage_signal	Hspb1	yes	0.713489269	6.330648013	0.000609152	no	yes
HALLMARK_APOPTOSIS	damage_signal	Ier3	yes	-0.582417276	7.024098912	0.107862735	no	yes
HALLMARK_APOPTOSIS	damage_signal	Ifitm3	yes	0.471150083	8.090463632	0.031556571	yes	yes
HALLMARK_APOPTOSIS	damage_signal	Ifnb1	yes	0.0	-2.071298111	1.0	no	no
HALLMARK_APOPTOSIS	damage_signal	Ifngr1	yes	0.115172204	7.140894261	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Igf2r	yes	0.105783115	7.093608815	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Igfbp6	yes	0.047636472	7.465920289	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Il18	yes	-0.224123309	3.771052232	0.954333447	no	yes
HALLMARK_APOPTOSIS	damage_signal	Il1a	yes	0.08374467	3.865339828	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Il1b	yes	0.005943139	3.874145725	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Il6	yes	-0.956931278	-0.749370016	1.0	yes	no
HALLMARK_APOPTOSIS	damage_signal	Irf1	yes	0.381826817	7.037226346	0.20707363	yes	yes
HALLMARK_APOPTOSIS	damage_signal	Isg20	yes	0.24024622	4.576160315	0.849964675	yes	yes
HALLMARK_APOPTOSIS	damage_signal	Jun	yes	-0.07441957	8.63303786	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Krt18	yes	-0.29979136	6.784738289	0.500504045	no	yes
HALLMARK_APOPTOSIS	damage_signal	Lef1	yes	0.150381176	3.676894738	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Lgals3	yes	-0.052874235	6.724335733	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Lmna	yes	0.135019845	7.285978963	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Lum	yes	-0.389697051	3.73283291	0.563625737	no	yes
HALLMARK_APOPTOSIS	damage_signal	Madd	yes	0.171418787	6.320482495	0.872818528	no	yes
HALLMARK_APOPTOSIS	damage_signal	Mcl1	yes	0.021083682	9.113267341	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Mgmt	yes	-0.797811149	0.629141607	0.675206481	no	yes
HALLMARK_APOPTOSIS	damage_signal	Mmp2	yes	0.507573311	7.111096242	0.0415873	no	yes
HALLMARK_APOPTOSIS	damage_signal	Nedd9	yes	-0.002338432	7.521392504	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Nefh	yes	0.356934545	0.250629984	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Pak1	yes	-0.071039337	4.608181988	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Pdcd4	yes	-0.397193248	5.787459989	0.107862735	no	yes
HALLMARK_APOPTOSIS	damage_signal	Pdgfrb	yes	0.153408046	7.320214011	0.999067112	no	yes
HALLMARK_APOPTOSIS	damage_signal	Pea15a	yes	0.146629649	8.41427966	0.94968456	no	yes
HALLMARK_APOPTOSIS	damage_signal	Plat	yes	0.661922032	5.619572898	0.002027758	no	yes
HALLMARK_APOPTOSIS	damage_signal	Plcb2	yes	-0.164324059	4.083519998	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Pmaip1	yes	1.108319232	4.442429485	5.68387e-07	no	yes
HALLMARK_APOPTOSIS	damage_signal	Ppp2r5b	yes	0.243827193	5.219872588	0.635424348	no	yes
HALLMARK_APOPTOSIS	damage_signal	Ppp3r1	yes	0.000627054	7.098939941	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Ppt1	yes	-0.031824546	7.455445632	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Prf1	yes	1.354314913	2.354966643	0.00163247	no	yes
HALLMARK_APOPTOSIS	damage_signal	Psen1	yes	0.015913284	6.242718593	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Psen2	yes	0.205797398	5.054115359	0.864466962	no	yes
HALLMARK_APOPTOSIS	damage_signal	Ptk2	yes	0.101296224	6.872681803	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Rara	yes	0.16502114	6.017490127	0.880424267	no	yes
HALLMARK_APOPTOSIS	damage_signal	Rela	yes	0.188103354	7.129600494	0.783786536	no	yes
HALLMARK_APOPTOSIS	damage_signal	Retsat	yes	0.10346332	4.390181336	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Rhob	yes	-0.01858377	8.162621097	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Rhot2	yes	-0.119588299	5.258498227	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Rnasel	yes	-0.098009514	5.175442487	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Rock1	yes	-0.457005381	7.134800503	0.043514182	no	yes
HALLMARK_APOPTOSIS	damage_signal	Sat1	yes	-0.339401873	6.858699951	0.286529787	no	yes
HALLMARK_APOPTOSIS	damage_signal	Satb1	yes	-0.508647753	5.197828568	0.097090697	no	yes
HALLMARK_APOPTOSIS	damage_signal	Sc5d	yes	0.13344794	5.04634499	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Slc20a1	yes	-0.037421874	5.72717369	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Smad7	yes	0.248289256	7.131437932	0.621566755	no	yes
HALLMARK_APOPTOSIS	damage_signal	Sod1	yes	-0.037530208	7.85295769	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Sod2	yes	0.065494208	6.835968137	1.0	yes	yes
HALLMARK_APOPTOSIS	damage_signal	Sptan1	yes	-0.044182215	10.05367131	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Sqstm1	yes	-0.015803109	8.689837539	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Tap1	yes	0.183633493	6.194316935	1.0	yes	yes
HALLMARK_APOPTOSIS	damage_signal	Tgfb2	yes	-0.331715835	5.292836544	0.50964961	no	yes
HALLMARK_APOPTOSIS	damage_signal	Tgfbr3	yes	-0.010239027	7.592482339	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Timp1	yes	0.488618632	1.338092825	0.87425432	no	yes
HALLMARK_APOPTOSIS	damage_signal	Timp2	yes	-0.084906687	9.850682255	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Timp3	yes	-0.220815634	10.85749782	0.793791829	no	yes
HALLMARK_APOPTOSIS	damage_signal	Tnf	yes	0.244418728	0.354966643	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Tnfrsf12a	yes	0.419595781	4.379913001	0.274092932	no	yes
HALLMARK_APOPTOSIS	damage_signal	Tnfsf10	yes	0.281203528	8.031661775	0.433932384	yes	yes
HALLMARK_APOPTOSIS	damage_signal	Top2a	yes	0.937573854	3.888703821	0.00078203	no	yes
HALLMARK_APOPTOSIS	damage_signal	Tspo	yes	0.034710064	6.397325932	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Txnip	yes	-0.365349716	10.10853325	0.184145313	yes	yes
HALLMARK_APOPTOSIS	damage_signal	Vdac2	yes	-0.067297918	6.968306407	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Wee1	yes	0.003892603	5.469798504	1.0	no	yes
HALLMARK_APOPTOSIS	damage_signal	Xiap	yes	-0.357155796	8.092194331	0.224024112	no	yes
HALLMARK_APOPTOSIS	damage_signal	Plppr4	no					
HALLMARK_G2M_CHECKPOINT	proliferation	Abl1	yes	-0.05407873	7.475596349	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Amd1	yes	0.103565306	5.40949209	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Arid4a	yes	-0.109035314	6.331713912	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Atf5	yes	0.160344046	7.118835211	0.917021898	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Atrx	yes	-0.420858057	7.799837073	0.074981326	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Aurka	yes	1.367509129	1.250629984	0.039658383	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Aurkb	yes	1.752907138	1.513664389	0.001947275	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Bard1	yes	0.693720816	1.642947406	0.461007405	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Bcl3	yes	0.337749659	3.98126994	0.671818038	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Birc5	yes	0.877038478	1.786682884	0.415510452	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Brca2	yes	-0.220032377	2.859439226	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Bub1	yes	0.412547947	1.452263845	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Bub3	yes	0.088550733	5.818966166	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Casp8ap2	yes	-0.347983884	4.856479851	0.359039037	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cbx1	yes	-0.132590851	5.403421835	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ccna2	yes	0.213044876	3.186089731	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ccnb2	yes	0.639824436	1.420554985	0.595279263	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ccnd1	yes	0.668954326	8.304827278	0.000395945	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ccnf	yes	1.086761312	1.601127231	0.089479194	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ccnt1	yes	0.068126783	4.517416524	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc20	yes	0.262178461	2.268551892	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc25a	yes	0.143572796	3.74248308	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc25b	yes	0.103049642	5.138155254	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc27	yes	-0.224912132	5.957989116	0.616931255	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc45	yes	0.61667136	1.138155254	0.793791829	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc6	yes	0.332804684	1.736056811	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdc7	yes	0.583090086	2.321019312	0.43261785	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdk1	yes	1.174497731	1.4678607	0.121644079	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdk4	yes	-0.090642008	5.992770969	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdkn1b	yes	-0.261340735	7.05088279	0.504667121	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdkn2c	yes	0.135190894	4.879986604	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cdkn3	yes	-0.257157839	-0.164407516	1.0	no	no
HALLMARK_G2M_CHECKPOINT	proliferation	Cenpa	yes	0.395449694	2.128374234	0.848579757	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cenpe	yes	0.449971289	1.543411733	0.87425432	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cenpf	yes	0.808254638	2.295024103	0.123255701	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Chaf1a	yes	0.057860187	5.384029109	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Chek1	yes	0.729038678	0.736056811	0.742821096	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Chmp1a	yes	-0.297497705	6.281848714	0.546666415	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cks1b	yes	0.232764105	2.329581325	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cks2	yes	0.527450042	1.513664389	0.816474689	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ctcf	yes	0.082491885	6.954879486	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cul1	yes	-0.101531366	6.606861846	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cul3	yes	-0.119446485	6.696886214	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cul4a	yes	0.053819427	6.559424051	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Cul5	yes	-0.206126895	5.577958066	0.747786245	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Dbf4	yes	0.282701439	2.853514392	0.916514145	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Dkc1	yes	-0.098333811	4.40443532	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Dmd	yes	-0.307342024	5.740879194	0.377104236	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Dr1	yes	-0.149710088	5.918096389	0.921964957	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Dtymk	yes	-0.017474188	4.312406181	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	E2f1	yes	0.448023798	3.608181988	0.371044309	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	E2f2	yes	-0.003503815	4.627406556	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	E2f3	yes	0.325115366	3.436496529	0.950455991	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	E2f4	yes	0.095830526	5.602894157	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Efna5	yes	-0.555917329	3.190796734	0.30155798	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Egf	yes	-0.812914447	-0.026903992	0.926112941	no	no
HALLMARK_G2M_CHECKPOINT	proliferation	Espl1	yes	0.691877705	1.811344938	0.407705229	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ewsr1	yes	-0.353173736	7.308080256	0.250840505	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Exo1	yes	0.725140159	0.250629984	0.888817422	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ezh2	yes	0.688152215	3.35915444	0.08309055	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Fancc	yes	-0.157049523	4.147870409	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Fbxo5	yes	0.376513233	2.78045093	0.726442462	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Foxn3	yes	0.051507301	5.068253241	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	G3bp1	yes	0.172751494	6.639508322	0.858687794	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Gins2	yes	0.526260545	2.005517486	0.701258231	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Gspt1	yes	-0.065840535	6.908841466	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	H2afx	yes	0.500512179	4.029364228	0.223636169	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Hif1a	yes	-0.136041735	6.679408875	1.0	yes	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Hira	yes	0.038197323	5.69771321	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Hmgb3	yes	-0.113717896	4.073360132	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Hmmr	yes	1.370111628	0.710061602	0.153471631	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Hnrnpd	yes	-0.371913992	6.676894738	0.158073769	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Hnrnpu	yes	-0.120542291	8.735452878	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Hoxc10	yes	0.0	-2.071298111	1.0	no	no
HALLMARK_G2M_CHECKPOINT	proliferation	Hspa8	yes	0.810393546	10.72636341	1.44635e-05	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Hus1	yes	0.215984139	5.249502438	0.726442462	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ilf3	yes	-0.04860666	5.913120348	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Incenp	yes	0.519778332	3.424556916	0.307621894	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Katna1	yes	0.202749548	4.504241136	0.939881563	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kif11	yes	0.77940086	2.09862689	0.232412979	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kif15	yes	0.376442254	1.572558079	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kif20b	yes	0.227517454	2.250629984	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kif22	yes	0.748236707	1.710061602	0.497836309	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kif23	yes	0.382890064	2.550753708	0.877508179	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kif2c	yes	1.085973223	0.629141607	0.368711474	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kif4	yes	0.270240176	2.01616473	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kif5b	yes	-0.346593469	7.808285138	0.204164224	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Kpnb1	yes	0.078950805	7.929406158	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Lbr	yes	0.057724663	6.553040434	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Lig3	yes	-0.053254306	5.281848714	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Lmnb1	yes	0.36545547	4.835592484	0.376994602	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mad2l1	yes	0.395170826	3.01616473	0.611206505	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mapk14	yes	0.159491413	7.132049892	0.907447441	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Marcks	yes	0.29865921	7.765935589	0.364816539	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mcm2	yes	0.396904189	4.500454532	0.262546022	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mcm3	yes	-0.256286581	4.959369025	0.662406999	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mcm5	yes	0.54945869	4.214104108	0.117852245	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mcm6	yes	0.439500416	4.031989697	0.334038068	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Meis1	yes	0.231818928	5.813635537	0.796322043	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Meis2	yes	0.16579591	4.920223735	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mki67	yes	0.7568088	4.891597894	0.026754247	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mnat1	yes	-0.216133431	4.147870409	0.893250811	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mtf2	yes	-0.201236579	4.806752802	0.888817422	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Mybl2	yes	0.61667136	1.138155254	0.793791829	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Myc	yes	0.214431387	3.412517666	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Nasp	yes	0.114787757	4.502349076	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ncl	yes	-0.350412648	8.383515237	0.191568726	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ndc80	yes	0.908207524	0.835592484	0.507480802	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Nek2	yes	-0.642955787	3.487122602	0.195372192	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Nolc1	yes	0.083974533	5.681918638	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Notch2	yes	-0.176120884	7.56623244	0.96815519	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Numa1	yes	-0.062148541	8.306048004	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Nup50	yes	0.170217718	5.92588137	0.885435908	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Nup98	yes	0.109064121	6.646806602	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Nusap1	yes	0.631668882	2.214104108	0.411162152	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Odc1	yes	-0.334808828	5.27964107	0.333510517	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Odf2	yes	-0.167907006	6.060558849	0.858687794	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Orc5	yes	-0.087380044	3.994791079	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Orc6	yes	0.087795604	3.57975358	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Pafah1b1	yes	-0.201179321	8.3421976	0.726442462	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Pbk	yes	1.127755547	1.09862689	0.176740463	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Pds5b	yes	-0.052570522	6.383515237	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Plk1	yes	0.525373704	1.748880851	0.757802118	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Plk4	yes	0.082315089	3.09862689	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Pml	yes	0.051029017	5.663411509	1.0	yes	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Pola2	yes	0.060488652	4.108610979	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Pole	yes	0.567475074	2.268551892	0.454812248	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Polq	yes	0.168681835	1.176629402	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Prc1	yes	1.0131926	3.133273033	0.008727099	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Prim2	yes	0.251538767	2.888703821	0.99369743	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Prmt5	yes	0.096492799	4.701841095	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Prpf4b	yes	-0.238314642	6.761591903	0.706923782	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Pttg1	yes	0.205530204	1.835592484	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Pura	yes	0.103534064	4.140590183	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Racgap1	yes	0.663143664	3.068253241	0.123269512	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Rad21	yes	-0.054501355	7.826547345	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Rad23b	yes	0.205203147	6.861285758	0.72164312	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Rad54l	yes	0.417362552	3.052823201	0.58815121	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Rasal2	yes	0.118280619	7.071766169	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Rbl1	yes	0.052725574	4.418549849	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Rpa2	yes	0.090870812	4.183730459	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Rps6ka5	yes	-0.133875926	3.841591225	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Sap30	yes	0.399979124	2.490944313	0.759510793	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Sfpq	yes	0.09702784	7.737867094	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Slc12a2	yes	0.022838302	7.666371752	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Slc38a1	yes	-0.419003081	5.190796734	0.118499625	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Slc7a1	yes	-0.009945374	5.118526448	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Slc7a5	yes	-0.338485027	4.024098912	0.646394523	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Smad3	yes	0.026889259	6.071447166	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Smarcc1	yes	0.124682787	5.789788795	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Smc1a	yes	0.025585117	7.17455166	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Smc2	yes	0.102634912	4.083519998	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Smc4	yes	-0.395504434	5.69357348	0.196847457	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Snrpd1	yes	0.055655698	3.967620878	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Sqle	yes	-0.033066248	5.470766431	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Srsf1	yes	-0.170236776	7.977699542	0.868110891	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Srsf10	yes	-0.079109283	6.96590563	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Srsf2	yes	-0.211509262	7.674376213	0.74602416	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Ss18	yes	-0.031788257	6.480890648	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Stag1	yes	-0.241384333	6.070808946	0.551414335	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Stil	yes	0.767022828	0.452263845	0.789443904	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Stmn1	yes	0.324013909	6.768299372	0.286529787	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Suv39h1	yes	-0.098571855	4.719864777	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Syncrip	yes	-0.209838502	7.00518349	0.719586495	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Tacc3	yes	0.180219336	2.973096008	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Tfdp1	yes	0.139692526	4.442429485	1.0	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Tgfb1	yes	0.267552029	6.433520876	0.499817419	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Tle3	yes	0.296297012	6.227337296	0.408695579	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Tmpo	yes	-0.136394472	7.362548097	0.997100603	no	yes
HALLMARK_G2M_CHECKPOINT	proliferation	Tnpo2	yes	0.151740284	6.28129712	0.944308192	no	yes
