sample	CLDN4	CXCL10	CXCL13	CXCL9	CXCR3
TCGA-86-8055-01	12.8991	9.1412	7.4479	9.9604	5.6022
TCGA-86-8056-01	12.8386	8.0998	8.0174	8.8852	5.862
TCGA-86-8073-01	13.8745	8.2022	6.1239	8.7457	6.2724
TCGA-86-8074-01	12.9824	9.7864	7.4779	11.1578	6.2557
TCGA-86-8075-01	14.2683	9.1132	7.2245	7.9212	5.9305
TCGA-86-8076-01	12.4861	8.7329	10.3942	10.7622	8.183
TCGA-86-8278-01	12.5008	8.6261	5.8972	9.4757	6.7698
TCGA-86-8279-01	14.4039	7.2657	4.9228	7.7417	4.1124
TCGA-86-8280-01	13.4181	10.0437	9.3751	12.0637	7.545
TCGA-86-8281-01	12.7703	6.4885	8.6006	8.5439	5.5534
TCGA-86-8358-01	11.9182	8.4088	7.0548	11.0586	5.6836
TCGA-86-8359-01	13.6241	8.1717	9.2127	9.3733	7.2215
TCGA-86-8585-01	11.735	9.3601	10.2793	12.4824	7.1401
TCGA-86-8668-01	14.7916	8.4263	8.4541	10.3169	6.862
TCGA-86-8669-01	12.8296	7.1766	7.1829	9.9183	6.8302
TCGA-86-8671-01	12.2985	11.5816	11.5242	13.5499	9.9864
TCGA-86-8672-01	13.3592	10.1215	10.3324	12.1883	7.3745
TCGA-86-8673-01	13.1412	7.7644	7.1049	9.1094	7.2172
TCGA-86-8674-01	13.1878	6.804	7.3773	8.2821	4.8632
TCGA-86-A456-01	13.1409	9.0084	6.6827	9.9649	5.9245
TCGA-86-A4D0-01	11.9008	8.325	7.5443	9.7038	5.7311
TCGA-86-A4JF-01	14.0192	10.1291	8.8156	10.3586	6.2452
TCGA-86-A4P7-01	13.33	7.5095	9.3599	8.6454	7.5392
TCGA-86-A4P8-01	11.8368	8.8695	5.8798	10.4913	7.725
TCGA-91-6828-01	12.5842	10.6289	9.5671	12.2953	6.1298
TCGA-91-6829-01	12.8931	7.2258	3.1283	7.7289	5.4545
TCGA-91-6830-01	13.2094	9.7117	8.2281	10.6105	6.7381
TCGA-91-6831-01	12.0528	9.8445	6.9327	11.0909	6.4754
TCGA-91-6835-01	13.8149	9.923	10.7304	12.6019	8.7326
TCGA-91-6836-01	13.8929	7.678	7.1779	8.3877	5.2331
TCGA-91-6840-01	13.0328	9.5737	9.8999	11.3045	6.8626
TCGA-91-6847-01	13.385	9.0502	2.5355	9.1718	3.2581
TCGA-91-6848-01	7.0946	10.8488	9.1518	12.5549	7.0033
TCGA-91-6849-01	12.3254	6.6756	9.9543	9.7515	6.7066
TCGA-91-7771-01	13.116	9.6559	10.2793	11.0717	7.5447
TCGA-91-8496-01	13.2592	8.1162	2.9945	7.6496	5.7248
TCGA-91-8497-01	12.6068	6.9323	10.6835	8.423	7.5366
TCGA-91-8499-01	12.0507	10.1917	9.4077	12.2577	5.6277
TCGA-91-A4BC-01	11.4798	10.1908	10.7034	12.4008	9.5003
TCGA-91-A4BD-01	13.2195	8.054	6.9511	8.1417	5.4865
TCGA-93-7347-01	13.2093	9.7205	9.8311	12.1851	9.2893
TCGA-93-7348-01	13.8334	7.8994	9.846	9.9049	6.7459
TCGA-93-8067-01	12.7653	8.5107	7.5425	9.6111	4.483
TCGA-93-A4JN-01	12.635	7.2188	10.683	8.6258	6.3584
TCGA-93-A4JO-01	13.485	9.5005	11.1494	11.5955	8.0562
TCGA-93-A4JP-01	12.758	9.8429	11.5968	9.8152	5.7512
TCGA-93-A4JQ-01	13.6969	9.989	11.6695	11.6073	8.4465
TCGA-95-7039-01	14.7622	8.683	8.2972	11.348	7.0413
TCGA-95-7043-01	13.2802	6.5224	8.7864	7.7638	4.9442
TCGA-95-7562-01	14.0595	10.9134	9.4964	12.4908	5.8802
TCGA-95-7567-01	14.1207	10.122	8.1947	11.243	7.2617
TCGA-95-7944-01	7.7218	10.3986	9.819	13.1159	8.4215
TCGA-95-7947-01	14.0832	8.7878	8.9374	10.9749	6.7625
TCGA-95-7948-01	14.0887	7.3179	7.3705	7.4017	6.0328
TCGA-95-8039-01	13.4214	8.3447	7.6839	9.68	7.0614
TCGA-95-8494-01	13.6873	7.0336	5.1464	5.1974	5.2222
TCGA-95-A4VK-01	13.7725	8.2983	10.5655	10.5009	7.2037
TCGA-95-A4VN-01	12.9753	10.8816	9.8183	12.269	7.8208
TCGA-95-A4VP-01	11.6863	7.3896	10.7374	9.6388	6.535
TCGA-97-7546-01	12.8738	7.5003	9.7553	10.0863	6.7618
TCGA-97-7547-01	13.6659	6.8484	8.6061	9.1941	6.2941
TCGA-97-7552-01	12.5684	10.0086	11.2727	12.1067	8.8643
TCGA-97-7553-01	13.1758	9.5774	9.5399	10.2729	7.5755
TCGA-97-7554-01	14.0828	8.9403	8.0424	9.8145	6.4926
TCGA-97-7937-01	14.0225	7.414	6.0375	8.0276	4.8031
TCGA-97-7938-01	13.319	6.6539	9.0719	9.8293	5.0973
TCGA-97-7941-01	13.0764	6.9457	8.339	9.3512	7.069
TCGA-97-8171-01	13.4194	4.6846	4.4819	5.7571	3.1015
TCGA-97-8172-01	13.4365	7.7959	11.0658	10.9304	7.9643
TCGA-97-8174-01	10.8368	8.524	8.5024	10.9002	6.5931
TCGA-97-8175-01	14.1758	8.522	7.3215	8.0076	5.4175
TCGA-97-8176-01	13.2358	5.3727	6.9202	6.6736	5.8452
TCGA-97-8177-01	14.0347	8.1232	9.1713	8.2604	6.6767
TCGA-97-8179-01	13.6446	7.5064	6.586	8.8662	4.6694
TCGA-97-8547-01	12.809	7.5	5.751	8.4556	5.5768
TCGA-97-8552-01	13.4122	7.2267	9.3666	8.7409	6.6495
TCGA-97-A4LX-01	12.1535	10.7443	11.1108	12.7517	8.8436
TCGA-97-A4M0-01	12.9874	8.8017	8.269	10.0534	7.6917
TCGA-97-A4M1-01	11.7771	7.2316	3.6157	8.6524	6.7834
TCGA-97-A4M2-01	12.6453	8.3277	8.136	9.7821	7.9033
TCGA-97-A4M3-01	13.2097	5.7977	6.6747	6.9995	5.3738
TCGA-97-A4M5-01	12.0125	8.3224	8.3578	9.1968	6.6414
TCGA-97-A4M6-01	12.3803	8.7235	9.9915	11.2017	9.0488
TCGA-97-A4M7-01	13.0836	8.9368	9.7403	10.9764	6.8002
TCGA-99-7458-01	13.0088	9.3852	8.7043	11.8361	7.992
TCGA-99-8025-01	14.0076	7.8112	7.9104	9.071	5.5231
TCGA-99-8028-01	12.9398	11.5154	11.3393	13.6144	8.6275
TCGA-99-8032-01	12.4488	6.8724	8.9317	7.7687	5.6631
TCGA-99-8033-01	12.1027	10.1275	9.7177	10.8186	6.4612
TCGA-99-AA5R-01	12.6327	8.4582	11.6332	10.8769	8.0812
TCGA-J2-8192-01	13.3771	7.531	7.3602	8.7076	5.3766
TCGA-J2-8194-01	12.2557	7.0282	7.6046	9.2293	4.643
TCGA-J2-A4AD-01	14.5143	6.1464	2.8258	4.7756	5.1988
TCGA-J2-A4AE-01	12.8326	8.1352	10.0715	10.7568	6.249
TCGA-J2-A4AG-01	14.3633	8.0249	11.1029	8.9152	6.8903
TCGA-L4-A4E5-01	14.1803	8.3604	7.3162	9.7011	7.8981
TCGA-L4-A4E6-01	11.6867	8.3405	7.6164	9.9982	7.1693
TCGA-L9-A443-01	13.0695	9.918	8.9069	11.0814	6.0957
TCGA-L9-A444-01	13.5689	11.2056	10.7647	14.1091	9.4721
TCGA-L9-A50W-01	13.5969	7.5182	3.4762	9.4556	8.3614
TCGA-L9-A5IP-01	13.1341	7.6083	5.2239	8.8829	5.6207
TCGA-L9-A743-01	13.3234	9.4311	11.1124	11.448	8.3501
TCGA-L9-A7SV-01	13.6164	8.1203	7.3997	9.9574	7.4441
TCGA-L9-A8F4-01	13.3988	9.5843	10.0505	12.1309	8.5343
TCGA-MN-A4N1-01	13.8564	5.1826	3.8375	5.4251	6.5872
TCGA-MN-A4N4-01	12.384	7.0198	5.7249	8.0142	6.5205
TCGA-MN-A4N5-01	13.8016	9.4853	9.4662	11.1006	8.0444
TCGA-MP-A4SV-01	13.4504	10.1916	9.3818	11.7675	7.8222
TCGA-MP-A4SW-01	13.5644	7.5662	8.0628	8.5326	8.0103
TCGA-MP-A4SY-01	12.9527	7.6573	5.3818	8.389	4.3563
TCGA-MP-A4T4-01	13.5897	10.8133	9.9147	12.9757	8.674
TCGA-MP-A4T6-01	14.0766	7.3004	9.1194	9.7277	7.1963
TCGA-MP-A4T7-01	13.4278	7.5683	7.4014	9.4642	6.4505
TCGA-MP-A4T8-01	13.2144	6.6271	5.912	5.6356	6.8898
TCGA-MP-A4T9-01	13.4617	7.8329	7.36	9.544	7.8579
TCGA-MP-A4TA-01	13.3887	8.2439	8.0813	8.5923	6.4302
TCGA-MP-A4TC-01	13.5378	10.579	8.3092	12.3116	6.9363
TCGA-MP-A4TD-01	12.926	6.3458	9.7818	8.2057	7.0562
TCGA-MP-A4TE-01	13.4219	2.6522	8.1148	4.8457	5.9596
TCGA-MP-A4TF-01	12.1428	10.1718	5.5446	10.6842	6.3093
TCGA-MP-A4TH-01	12.2356	7.739	11.7172	10.3152	8.2742
TCGA-MP-A4TI-01	12.4394	11.8557	10.5003	12.6744	9.414
TCGA-MP-A4TJ-01	12.2312	10.4268	12.0132	12.4932	8.2523
TCGA-MP-A4TK-01	13.477	9.0417	10.1443	10.7113	7.0739
TCGA-MP-A5C7-01	12.4509	6.8154	4.4151	8.7246	5.1305
TCGA-NJ-A4YF-01	12.5822	6.7781	8.2196	8.7861	5.0531
TCGA-NJ-A4YG-01	13.5031	8.1812	7.6577	8.7128	8.3592
TCGA-NJ-A4YI-01	13.6556	5.2704	4.5333	5.7559	5.1931
TCGA-NJ-A4YP-01	12.4169	9.9998	8.229	11.7649	7.0032
TCGA-NJ-A4YQ-01	12.7894	9.8853	11.0363	12.7723	9.0053
TCGA-NJ-A55A-01	13.0022	8.7866	11.6645	11.4459	7.7899
TCGA-NJ-A55O-01	12.9395	8.1991	6.9889	9.658	6.3282
TCGA-NJ-A55R-01	12.5318	4.9219	10.7983	6.9433	6.2104
TCGA-NJ-A7XG-01	13.4233	5.368	3.0578	6.406	3.5838
TCGA-O1-A52J-01	13.2514	6.1272	5.8324	8.6284	6.3036
TCGA-S2-AA1A-01	12.4345	9.2612	10.213	11.4941	7.763
