PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.Completeness	PG.MolecularWeight	[1] 4351_WP_01.htrms.PG.NrOfStrippedSequencesIdentified	[2] 4351_WP_02.htrms.PG.NrOfStrippedSequencesIdentified	[3] 4351_WP_03.htrms.PG.NrOfStrippedSequencesIdentified	[4] 4351_WP_04.htrms.PG.NrOfStrippedSequencesIdentified	[5] 4351_WP_05.htrms.PG.NrOfStrippedSequencesIdentified	[6] 4351_WP_06.htrms.PG.NrOfStrippedSequencesIdentified	[7] 4351_WP_07.htrms.PG.NrOfStrippedSequencesIdentified	[8] 4351_WP_08.htrms.PG.NrOfStrippedSequencesIdentified	[9] 4351_WP_09.htrms.PG.NrOfStrippedSequencesIdentified	[10] 4351_WP_10.htrms.PG.NrOfStrippedSequencesIdentified	[11] 4351_WP_11.htrms.PG.NrOfStrippedSequencesIdentified	[12] 4351_WP_12.htrms.PG.NrOfStrippedSequencesIdentified	[13] 4351_WP_13.htrms.PG.NrOfStrippedSequencesIdentified	[14] 4351_WP_14.htrms.PG.NrOfStrippedSequencesIdentified	[15] 4351_WP_15.htrms.PG.NrOfStrippedSequencesIdentified	[16] 4351_WP_16.htrms.PG.NrOfStrippedSequencesIdentified	[1] 4351_WP_01.htrms.PG.Quantity	[2] 4351_WP_02.htrms.PG.Quantity	[3] 4351_WP_03.htrms.PG.Quantity	[4] 4351_WP_04.htrms.PG.Quantity	[5] 4351_WP_05.htrms.PG.Quantity	[6] 4351_WP_06.htrms.PG.Quantity	[7] 4351_WP_07.htrms.PG.Quantity	[8] 4351_WP_08.htrms.PG.Quantity	[9] 4351_WP_09.htrms.PG.Quantity	[10] 4351_WP_10.htrms.PG.Quantity	[11] 4351_WP_11.htrms.PG.Quantity	[12] 4351_WP_12.htrms.PG.Quantity	[13] 4351_WP_13.htrms.PG.Quantity	[14] 4351_WP_14.htrms.PG.Quantity	[15] 4351_WP_15.htrms.PG.Quantity	[16] 4351_WP_16.htrms.PG.Quantity	[1] 4351_WP_01.htrms.PG.IBAQ	[2] 4351_WP_02.htrms.PG.IBAQ	[3] 4351_WP_03.htrms.PG.IBAQ	[4] 4351_WP_04.htrms.PG.IBAQ	[5] 4351_WP_05.htrms.PG.IBAQ	[6] 4351_WP_06.htrms.PG.IBAQ	[7] 4351_WP_07.htrms.PG.IBAQ	[8] 4351_WP_08.htrms.PG.IBAQ	[9] 4351_WP_09.htrms.PG.IBAQ	[10] 4351_WP_10.htrms.PG.IBAQ	[11] 4351_WP_11.htrms.PG.IBAQ	[12] 4351_WP_12.htrms.PG.IBAQ	[13] 4351_WP_13.htrms.PG.IBAQ	[14] 4351_WP_14.htrms.PG.IBAQ	[15] 4351_WP_15.htrms.PG.IBAQ	[16] 4351_WP_16.htrms.PG.IBAQ
Q9ERV1	Mkrn2	E3 ubiquitin-protein ligase makorin-2	6	100	46596.79	4	4	4	4	2	3	5	4	4	4	6	4	4	4	4	5	48721.15625	67373.8359375	72707.9375	50237.88671875	78367.265625	65163.45703125	51524.6015625	63172.44921875	71690.59375	61438.25	61451.1875	59515.140625	37922.00390625	55617.73046875	59535.109375	57535.73046875	14009.6	17307.3	19190.9	14824.9	17543.3	16239.2	19938.9	17840	31000.1	18056.5	22042.1	16389.9	11948.4	15671.5	28425.6	18777
Q9ERY9	Erg28	Ergosterol biosynthetic protein 28 homolog	3	93.8	15805.81	2	3	3	3	3	3	3	2	3	3	3	2	0	2	3	1	172257.34375	169169.75	202776.015625	248485.984375	273593.09375	189260.375	276035.1875	262901.625	258057.0625	213885.953125	265911.25	208195.265625	NaN	36846.36328125	52132.609375	44562.67578125	82147.2	97373.8	125404.6	127988.8	161202.1	110692.1	157785.9	111946.7	144446.7	115876	161169.6	95762.6	NaN	20003.1	33423.2	13394.3
Q9ES00	Ube4b	Ubiquitin conjugation factor E4 B	22	100	133317.62	12	17	17	14	15	15	18	17	16	14	16	14	18	17	20	18	234399.328125	234581.75	233335.265625	172916.4375	227945.890625	251331.421875	232748.84375	209418.0625	228190.921875	216748.3125	215561.734375	215579.875	330870.65625	396402.15625	397757.75	298353.375	27473.5	33723.5	32393.5	21347	29327.3	25033.8	29341.6	28997.2	29209.4	26264.4	25301.5	26033.8	48414.7	51561.1	56836	39673.4
Q9ES28	Arhgef7	Rho guanine nucleotide exchange factor 7	25	100	97055.82	17	23	22	21	21	19	22	21	23	21	22	21	20	23	23	21	537680.0625	438521.96875	425413.96875	407958.875	365371.375	335810.15625	397299.84375	419140.6875	371695.15625	425724.5	386879.71875	401825.1875	480052.40625	449642.15625	482972.71875	471705.625	225674.1	157198	143694.5	174219.3	117177.6	102768.6	132736.6	152658.1	128557	148188.4	143143.3	138319.6	153455.2	166938.3	173054.5	156717.2
Q9ES34	Ube3b	Ubiquitin-protein ligase E3B	1	37.5	122761.89	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	NaN	4529.2880859375	3819.935791015625	4706.85400390625	NaN	NaN	NaN	NaN	NaN	NaN	2447.942138671875	1246.3548583984375	NaN	NaN	3771.57177734375	NaN	NaN	76.8	64.7	79.8	NaN	NaN	NaN	NaN	NaN	NaN	41.5	21.1	NaN	NaN	63.9	NaN
Q9ES46	Parvb	Beta-parvin	11	100	41669.16	8	9	10	10	9	10	8	8	9	9	11	7	7	10	6	7	178078.96875	219387.0625	201552.46875	175350.90625	166955.734375	208181.703125	168978.671875	155484.6875	238155.9375	230413.265625	253082.71875	233918.484375	105949.7890625	129704.8046875	134330.703125	148242.53125	67408.4	76084.3	72544.6	59246.7	61203.6	80205.3	57733.1	58766.4	80775.5	57263.4	89663.5	75934	35845.9	47313	31891.6	44636.2
Q9ES56	Trappc4	Trafficking protein particle complex subunit 4	5	100	24385.05	5	5	5	3	3	4	3	4	5	3	4	4	4	2	4	3	181046.90625	249005.296875	187095.875	238275.21875	201845.34375	264397.53125	264572.09375	203576.953125	227867.484375	273093	318022.5	219695.59375	191377.796875	249185.875	225652.5	196036.21875	39448.2	52754.4	39427.2	45945.2	37807.9	51724.6	47322.8	38850.3	47996.7	49489.7	59735.6	44548.1	35748.3	37785.8	42792.8	31209.1
Q9ES70	Nek6	Serine/threonine-protein kinase Nek6	5	100	35742.32	4	4	5	5	1	1	1	2	3	4	4	2	3	4	5	4	106500.078125	102409.6484375	86371.0078125	154548.296875	28296.083984375	37356.20703125	17998.724609375	28810.234375	80229.84375	73725.3125	78345.7734375	77982.1171875	118488.71875	103754.484375	127400.28125	134911.15625	26012.2	20199.1	20140.4	31385.2	2141.1	2445.2	1883.4	4622.2	11556.8	14126.4	15940.5	11351.4	18196.9	19131.7	27527.3	27150.1
Q9ES74	Nek7	Serine/threonine-protein kinase Nek7	9	100	34536.9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	9	9	329621	306591.09375	316686.1875	246330.515625	215211.953125	245559.46875	247449.03125	229830.421875	217483.875	227677.609375	244153.71875	222811	270468.6875	294292.15625	264316.9375	281018.8125	225140.4	199687.4	216232.6	143998.2	145044.9	135503	156055.3	141773.6	155135.4	154721.1	160966.3	123511.4	182537.5	208638.7	155360.1	198967
Q9ES89	Extl2	Exostosin-like 2	2	87.5	37390.59	2	2	2	0	1	1	1	2	0	1	2	2	2	2	2	1	717883	231700.515625	312067.40625	NaN	322015.5	169393.25	189927.984375	281233.09375	NaN	234237.609375	333266.375	208726.421875	306305.21875	368928.78125	428196.28125	561274.4375	144504.2	26223	37803	NaN	3403.9	21214.3	23786	50634.9	NaN	29335.2	40021.1	30379.1	36368.5	47980.9	53608.3	5933
Q9ES97	Rtn3	Reticulon-3	7	100	103878.67	4	4	3	6	4	4	5	5	7	5	5	4	5	6	5	5	2979046	2799496.5	3498450.75	2547414.75	3978504.25	2151666.5	3072175	3204864	3546637.5	2987416.25	3009924.5	2318748.75	1008909.4375	1341238.75	903584.625	907902.0625	385289.4	349678.6	443631.9	323717.9	476411.7	260195.6	398246.7	397601	467307	409378.4	423096.7	296653.7	116588	196684.6	117443.3	146037.7
Q9ESC8	Aff4	AF4/FMR2 family member 4	8	100	126639.34	7	7	8	7	5	4	5	5	5	5	5	5	4	3	6	3	203178.96875	201001.265625	179921.453125	193803.328125	107813.734375	168941.171875	152396.984375	206037.546875	291629.09375	195635.953125	262280.71875	275023.6875	260698.265625	271295.28125	236352.6875	169319.96875	29268.7	29650.1	31400	23350.2	16141	18700.6	7621.3	20657.3	16401.9	19524.9	20978.7	9208.2	10383.2	3150.5	29014.4	14024.4
Q9ESD1	Prss8	Prostasin	1	75	36728.83	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	213574.375	185306.25	158412.265625	114320.359375	258011.78125	231764.046875	267570.8125	287441.78125	200199.703125	215984.34375	147574.859375	159516.078125	NaN	NaN	NaN	NaN	14238.3	12353.8	10560.8	7621.4	17200.8	15450.9	17838.1	19162.8	13346.6	14399	9838.3	10634.4	NaN	NaN	NaN	NaN
Q9ESE1	Lrba	Lipopolysaccharide-responsive and beige-like anchor protein	51	100	317063.63	42	43	41	46	45	46	46	40	40	44	47	43	6	7	5	6	112119.109375	139051.375	129765.0859375	145685.234375	152183.15625	155685.84375	144609.359375	151667.109375	128524.5703125	132643.46875	152603.1875	137274.296875	35404.375	41237.8203125	17564.189453125	9980.15625	103190.9	115295.6	117884.9	103767.3	94250.3	151807.3	100916.7	90580.7	105201	86397.1	105682.8	84569.5	4157.2	8927.6	3364	850.4
Q9ESJ0	Xpo4	Exportin-4	13	100	129979.34	9	11	9	9	10	10	9	8	9	8	8	7	8	10	9	7	194210.21875	202117.671875	172837.0625	189150.65625	162748.03125	134604.578125	147227.0625	156301.796875	154749.9375	195628.1875	173209.625	131010.6640625	146788.203125	174855.75	145573.265625	124894.75	17919.6	23810.4	17266.6	15991.9	21499.8	14173.1	15406.5	11533.7	11344.6	14403.5	17331.4	15012.4	13870.6	16679.6	15440.2	8973.7
Q9ESJ4	Nckipsd	NCK-interacting protein with SH3 domain	4	100	78572.39	2	4	3	3	3	3	3	3	3	2	3	3	3	2	3	2	81181.3203125	53497.05859375	53928.87890625	38424.7265625	34621.83984375	35125.79296875	38901.65234375	42809.07421875	33931.88671875	22857.056640625	37815.13671875	32129.95703125	23666.95703125	29036.400390625	9171.8935546875	13593.3828125	4184.5	4649	3018	3401.5	3136.2	3385.3	3482.2	3573.5	2975.2	1319.9	3248.3	2879.9	1921.5	1606.8	1215.2	958.1
Q9ESK4	Ing2	Inhibitor of growth protein 2	1	37.5	32978.03	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	NaN	NaN	NaN	8620.4111328125	NaN	NaN	9289.966796875	NaN	8583.537109375	NaN	3359.8671875	NaN	13018.8984375	NaN	15760.49609375	NaN	NaN	NaN	NaN	718.4	NaN	NaN	774.2	NaN	715.3	NaN	280	NaN	1084.9	NaN	1313.4	NaN
Q9ESK9	Rb1cc1	RB1-inducible coiled-coil protein 1	4	100	182349.94	3	4	4	3	4	3	3	4	3	3	4	4	4	3	3	3	387569	528351.375	368127.65625	433488.84375	626415.125	475521.6875	594188.1875	403608.21875	561970.9375	649389.25	421126.34375	486200.09375	339483.4375	483117.3125	307165.40625	433940.875	15004.3	22296.7	15225.3	23577.9	32344.8	27429.6	30057.1	17462.3	8411.5	25514.1	23020.8	23208.2	13096.7	15531.1	10073.8	13012.7
Q9ESL4	Map3k20	Mitogen-activated protein kinase kinase kinase 20	35	100	91719.64	30	34	31	33	33	31	34	31	34	33	33	33	21	21	20	20	920796.3125	880859.5625	895962	801634.625	777693.75	806910.5625	746314.6875	811567.6875	858328.0625	849137.3125	827029.5	901335.5	321211.4375	319476.125	304052.15625	363263.78125	507557.4	520757.3	583672.1	401110.1	381803.6	384788.5	410000.7	550298.5	435212.5	536747.2	458108.2	524153	125674.7	137597.6	118631.2	190929.6
Q9ESM3	Hapln2	Hyaluronan and proteoglycan link protein 2	1	12.5	37925.31	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	6089.85595703125	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2404.090087890625	NaN	NaN	NaN	NaN	512.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	202.2	NaN	0	NaN	NaN
Q9ESN9	Mapk8ip3	C-Jun-amino-terminal kinase-interacting protein 3	10	100	147560.92	4	6	4	6	4	4	6	7	7	8	9	9	9	8	7	8	38878.36328125	15408.4931640625	14959.974609375	33121.65625	25542.81640625	59589.7578125	29101.552734375	26781.109375	32814.55078125	37601.0234375	44820.3046875	42759.98046875	43959.05078125	36862.21875	52284.12890625	44142.796875	8289.4	1957.5	2264.8	3708.5	2995.8	13478.2	3270.4	3342.7	6569.5	8852.9	12799.5	10788	7905	7177.5	6852	8536.3
Q9ESP1	Sdf2l1	Stromal cell-derived factor 2-like protein 1	6	100	23648.34	5	5	6	5	5	4	4	6	5	5	6	6	5	6	6	4	332275.4375	304149.34375	241914.828125	299720.71875	192077.890625	271750.375	255627.140625	296477.84375	328175.53125	384323.90625	370808.09375	354654.03125	357014.90625	302653.40625	245644.375	175619.21875	139445.3	113111	111501.3	114599.9	70220.8	80949	85293.3	112457.4	120859.8	151952.5	137278.9	137334.3	123621.6	110223.9	93800.2	62522.9
Q9ESS0	Dusp10	Dual specificity protein phosphatase 10	2	100	52532.02	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	94968.78125	67447.796875	85239.03125	48586.85546875	112371.1171875	83086.140625	59405.10546875	86851.28125	73552.5234375	69256.28125	51108.2109375	54591.7109375	165892.0625	12587.2373046875	29435.017578125	54865.5859375	8444.8	5505.6	7211.9	1272.6	2943.2	2176.2	5134.9	7023.4	6575.5	7049.8	4183.9	1429.8	12624.6	4133.8	4985.6	12121.3
Q9EST3	Eif4enif1	Eukaryotic translation initiation factor 4E transporter	9	100	107985.56	7	8	8	7	7	8	8	5	6	7	8	5	8	9	8	8	135098.640625	147119.53125	140073.6875	150426.515625	144874	138172.828125	119948.25	138890.1875	134866.109375	128270.375	134219.34375	103450.34375	145913.234375	180287.34375	165627.953125	246649.640625	25847.3	27576.5	22893.9	22529.2	23282.2	20392.4	18682	15835.9	19383.2	21962.9	22132.6	10235.9	21800.7	31015.1	27414.8	37658.6
Q9EST4	Psmg2	Proteasome assembly chaperone 2	8	100	29524.36	6	8	5	7	6	6	5	6	6	5	7	6	7	7	6	5	236320.921875	255132.265625	218993.265625	271901.1875	245680.265625	363895.40625	224667.953125	284979.5	283921.46875	220938.15625	288025.21875	245857.65625	266491.15625	221292.3125	306666.375	220796.078125	78766	100723.8	61071	91667.6	86922.5	123626.7	80821.6	89623.9	103730.8	83005.7	99457.4	93626.5	103352.8	85345.9	108903.8	76167
Q9EST5	Anp32b	Acidic leucine-rich nuclear phosphoprotein 32 family member B	8	100	31078.74	8	8	8	8	8	6	8	8	8	7	8	7	8	8	8	8	2496372	1940767.625	1791550.875	1537580.875	1461475.75	560274.875	1363267.5	1326702.75	1887201.875	2141032	1526547.875	1956802.375	2619812	2866539.25	1705091.25	3331577.5	2038726	1607102.1	1588284.9	1326275.4	1248094.3	989877.2	1229381	1278684.2	1514845.8	1672370.7	1563119.7	1639323.6	2280901.4	2484266.5	1827060.7	3050194.6
Q9ESU6	Brd4	Bromodomain-containing protein 4	16	100	155895.08	14	14	14	14	14	13	14	11	14	14	15	15	15	16	16	13	343764.40625	333248.84375	332896.03125	262450.84375	224562.390625	229406.359375	219481.640625	224418.8125	283120.03125	301533.28125	262172.90625	249682.953125	368163.5625	347669.125	346948.59375	415209.5	45624.7	55608.2	54238.6	30585.4	36834.1	36863.6	38401.6	36645.1	42669.3	40265.8	58331.3	36344.1	64767.9	57026.4	66440.8	62258
Q9ESV0	Ddx24	ATP-dependent RNA helicase DDX24	27	100	96429.12	23	24	24	26	20	22	18	21	22	25	22	22	25	24	22	22	311390.1875	344997.96875	297639.75	286858.03125	121464.453125	197361.390625	109528.3515625	160525.21875	189106.109375	176766.25	238661.890625	222079.25	250315.09375	267942.03125	225308.5625	203216.1875	142945.4	159188.4	153399.5	137227.5	64842.2	69744	42761.1	91687.5	105614.8	109518.2	96075.5	107027.1	121193.2	136214.2	110506.1	94180.3
Q9ESW4	Agk	Acylglycerol kinase, mitochondrial	8	100	46976.01	5	6	4	6	5	4	6	4	6	6	8	5	7	7	7	7	63774.20703125	80260.1171875	96477.4140625	45159.79296875	85510.65625	58997.8515625	58675.37109375	74224.578125	89291.0234375	76010.140625	82498.1015625	88100.921875	162220.75	216312.203125	229773.40625	188023.328125	13890.3	15761.4	19905.3	8211.2	19671.1	8510.5	10946.7	13762.9	22030.6	11679.3	17677	9118.4	37931.6	56049.8	50034.8	41355.7
Q9ESW8	Pgpep1	Pyroglutamyl-peptidase 1	6	100	22934.18	6	6	6	6	6	6	6	6	5	6	6	6	4	5	6	6	283148.40625	285281.875	339582.21875	437820.125	343136.3125	418906.4375	342345.75	369566.46875	390816.09375	317716.375	291694.90625	355145.6875	136352.6875	149254.125	152026.109375	272850.71875	150474.7	145118.1	175753.1	211519.6	179276.8	193817.3	172190.9	172556.9	180484.4	173056.9	139957.6	170393.2	57760.3	69962.6	68110.8	132024.8
Q9ESX5	Dkc1	H/ACA ribonucleoprotein complex subunit DKC1	32	100	57401.57	28	26	28	31	28	28	27	27	30	28	29	31	32	30	29	31	1921176.625	2161435.5	1949837.75	2090902	1579248.75	2491891.5	1633862.875	2097363.75	1960349.875	1782263	2101206	2256283.25	3318848.75	3269858	3842414.25	2870702.75	1189447.4	1357789.4	1207846.1	1304718.4	942018.4	1376172.5	924548.1	1284408.1	1158433.2	1080039.9	1284258.5	1356534.7	1880886.7	1911134.5	2233786	1762772.3
Q9ESY9	Ifi30	Gamma-interferon-inducible lysosomal thiol reductase	2	100	27784.37	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	161563.953125	144189.609375	134933.390625	177207.703125	247306.5625	158248.53125	256032.59375	273659.375	191979.921875	182329.234375	199168.5625	200639.390625	114535.90625	144526.734375	128865.078125	183072.796875	21299.1	18095.5	23634.5	44643.7	29422.4	39246.8	53597.9	48976.7	53994.5	50165.2	54919.6	49516.8	21898.3	41121.5	17658.2	21755.3
Q9ESZ8	Gtf2i	General transcription factor II-I	42	100	112265.33	36	39	38	39	37	33	36	36	40	35	35	37	38	36	36	38	951656.0625	883419.5625	875808.625	888139.25	767700.5625	835042.5625	765257.5	784511.375	770756.4375	755111.75	748067.5625	762183.875	747827.125	801254.0625	739927.75	958547.6875	381854.8	372656.2	374921.8	328033	320297	345065	296107.6	329915.9	319011.2	291982.7	325293.2	315896.3	281859.3	305132.5	294283.6	399727.3
Q9ET01	Pygl	Glycogen phosphorylase, liver form	3	100	97463.07	2	3	2	2	2	2	3	2	2	3	3	3	2	2	3	3	719000.6875	602949.125	318424.5	468341.8125	523199.78125	433237	501734.21875	580171	600176.0625	622096.1875	548214.1875	671907.9375	328727.625	333657.21875	248284.546875	312281.8125	58891.3	52320.1	32225.2	42654.8	44452.9	35229.8	45051.6	50048.7	50322.6	54175.9	47758.3	56892.9	26380.1	29600.6	21984.7	25508.3
Q9ET22	Dpp7	Dipeptidyl peptidase 2	5	100	56253.53	3	3	3	5	5	5	5	4	3	4	4	4	3	3	5	4	81251.5703125	43479.4609375	33749.90625	83665.3984375	116900.40625	92467.84375	137678.171875	97025.078125	71795.921875	84150.546875	93549.1875	77641.7421875	96163.8203125	56490.98046875	61916.2890625	45227.43359375	12839.2	7487.1	8753.4	15276.5	18816.2	16031.7	22758.1	14981.5	10588.7	14755.7	10329.5	11186.3	4497.3	7650.6	10619.5	7879.5
Q9ET26	Rnf114	E3 ubiquitin-protein ligase RNF114	10	100	25745.35	6	8	7	6	7	8	7	6	8	5	9	6	7	6	7	7	280639.90625	299772.34375	288092.375	253423.578125	238842.328125	299814.75	224745.84375	284859.8125	253934.046875	299866.59375	332816.34375	302000.15625	231010.6875	230510.890625	270980.34375	296497.53125	106155.1	102950.8	117253	72409	77858.4	111866.2	75575.8	104645.6	113892.6	95442.5	131715.3	121599.1	81746.4	89768.9	97985.2	122257.3
Q9ET30	Tm9sf3	Transmembrane 9 superfamily member 3	16	100	67544.79	14	14	14	14	14	13	15	15	15	15	16	14	16	16	15	13	766003.1875	692630.375	880417.8125	686468.1875	950459	729955.375	876252.25	921198.25	772719.375	910262.375	915410.5625	661933.75	543274.375	555957.0625	721857.5625	484633.59375	544219.7	471687.7	577722.8	421263.3	619731.2	387365.8	570769.4	580772.5	500470.6	629728.3	595912.1	418739.7	343509.6	374407.1	406165.5	303095.8
Q9ET54	Palld	Palladin	27	100	152131.17	22	26	25	26	26	25	25	26	26	24	26	25	26	23	26	25	803691.375	784198.625	862272.1875	793640.25	986351.25	868517.5	944662.1875	931118.3125	923264.625	967777.6875	910577.75	984592.25	747329.9375	780490.4375	897411	757816.8125	187740.9	203246.6	200659.6	193365	225260.4	220430	218602.5	236043.5	230973.4	232773.2	221227.6	229785.5	176085	191384.9	215726.6	193637.3
Q9JHC9	Elf2	ETS-related transcription factor Elf-2	1	62.5	63202.8	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	NaN	17567.51953125	NaN	39617.6796875	24425.330078125	20922.935546875	21760.494140625	NaN	NaN	32105.056640625	33902.35546875	NaN	NaN	57101.30078125	66086.34375	57641.22265625	NaN	650.6	NaN	1467.3	904.6	774.9	805.9	NaN	NaN	1189.1	1255.6	NaN	NaN	2114.9	2447.6	2134.9
Q9JHE7	Tssc4	U5 small nuclear ribonucleoprotein TSSC4	6	100	33569.43	6	6	6	6	6	5	6	5	6	6	6	6	6	6	5	6	241134.84375	245602.265625	232385.8125	257836.5	233761.453125	251492.53125	256269.40625	228135.90625	199967.421875	241085.953125	229977.171875	236587.890625	165693.65625	190301.578125	219494.9375	269969.53125	95731.3	97694.1	91253.4	102413.5	97963	92171.7	104169.8	79411.4	85432.5	97531.8	97690.5	99738.5	72520.4	78553	74996.8	104032.3
Q9JHI2	Adat1	tRNA-specific adenosine deaminase 1	1	56.2	55354.98	1	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	42314.75	NaN	NaN	NaN	32257.12109375	21002.6640625	11620.0712890625	41220.0703125	NaN	7013.45849609375	62185.125	34467.88671875	NaN	NaN	19759.365234375	NaN	1511.2	NaN	NaN	NaN	1152	750.1	415	1472.1	NaN	250.5	2220.9	1231	NaN	NaN	705.7	NaN
Q9JHI5	Ivd	Isovaleryl-CoA dehydrogenase, mitochondrial	21	100	46325.39	16	21	18	19	20	18	20	19	20	18	21	18	21	21	21	20	491143.4375	576426.3125	445973.375	687263.875	806506.1875	826869.6875	821714.4375	749281.625	709804.1875	728376.6875	781237.625	722232.5	1810827.625	1798471.125	1808752.625	1526615.25	297137.2	316223.9	288002.6	377825.6	453266.3	460033.5	459490.4	391386	418536.7	402112.9	442987.9	394895.5	1024603.9	981962.7	915756.4	778146
Q9JHI7	Exosc9	Exosome complex component RRP45	10	100	48936.73	8	9	8	10	8	8	8	9	8	8	8	10	8	8	8	7	319001.84375	515800	486178.9375	552297.75	498676.59375	619322.6875	543245.875	531128.125	540820.75	484429.65625	632812.875	596609.75	461907.8125	408968.84375	475733	352250.875	73440.1	113189.1	123120.2	142666.8	143307.3	179289.9	146534	146682.7	148844.7	115498.1	181437.7	175257.4	111086	120676	134767.6	70234.9
Q9JHJ0	Tmod3	Tropomodulin-3	16	100	39502.72	16	15	16	16	16	16	16	15	16	15	16	15	15	14	13	15	1831840.875	1848468.125	1638956.75	2148469	2801323.75	3062093.25	2814908.5	2430762.75	2320585	2103299.5	2760339.25	2389421.5	1659223.875	1757648.125	1819759.625	1854368.875	930652.2	851942.5	879459.9	972337.6	1366639.6	1374196.5	1352926.2	1159725.2	1216388.2	1078059.3	1239512.4	1144796.8	752958.3	835642.9	763405.5	945334.3
Q9JHJ3	Glmp	Glycosylated lysosomal membrane protein	2	100	43803.94	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	153690.578125	129132.296875	94147.1171875	83565.2109375	233535.109375	254800.953125	222715.8125	287609.3125	219397.625	247292.40625	205534.25	210461.03125	88027	111158.203125	117986.3828125	103794.6328125	30356.1	33158.1	27273.4	19069.6	59427	58689	58011	72308.2	50219.2	59285.7	47374.4	52094.3	20503.4	18554.2	28491.5	23816.9
Q9JHK4	Rabggta	Geranylgeranyl transferase type-2 subunit alpha	21	100	64989.47	21	17	17	18	20	16	19	16	17	19	20	18	15	15	15	11	198654	212720.03125	203087.46875	192918.9375	236485.34375	216990.5	237300	199754.078125	262298.96875	240718.03125	263442.625	242198.671875	111381.203125	125028.703125	121378.46875	130886.4453125	119093.9	112673.6	92123.3	113936	132426	109835.8	132874.9	108529.2	140700.7	131922.5	143389.4	124719.7	67100	52352.9	61120.6	65102.5
Q9JHL1	Nherf2	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	9	100	37402.71	6	8	8	8	9	9	9	9	7	7	9	9	9	9	9	8	453982.46875	404786.90625	458548.40625	516305.03125	469174.5625	509575.4375	480269.34375	508638.0625	387386.875	431827.96875	411009.84375	386058.90625	431492.03125	423790.09375	427428.6875	522266.03125	84102.2	190132.7	202179.7	186427	164534.3	158322.7	171883.1	152980.5	187295.9	134957.1	170405.2	89667.9	189449.9	98545.8	105093.1	251554.8
Q9JHP7	Poglut2	Protein O-glucosyltransferase 2	12	100	57985.32	10	11	9	9	10	9	10	10	9	10	11	10	11	11	10	9	156959.359375	155387.75	113071.46875	112678.7109375	130580.28125	123765.859375	127462.0390625	126431.328125	161651.046875	136379.59375	157312.78125	136386.40625	178817.75	233643.125	256147.8125	236951.6875	58857.2	59899.9	23393	31771.4	46544.3	23851.9	37923	42884.1	32267.3	31800.7	50546.8	41453.4	39570.5	69756.8	76559.3	57279.7
Q9JHQ5	Lztfl1	Leucine zipper transcription factor-like protein 1	3	81.2	34773.41	2	2	0	0	2	1	2	3	3	1	3	3	0	2	3	3	114646.21875	305224.34375	NaN	NaN	222663.4375	140039.5625	230478.6875	149889.203125	169297.59375	440683.40625	271043.96875	177060.953125	NaN	182726.890625	275343.75	189848.65625	5170.2	11729.8	NaN	NaN	27543.5	15126.5	36919.7	19312.9	27963.1	47600.8	52350.5	26912.7	NaN	22335.1	34055.9	30515.9
Q9JHR7	Ide	Insulin-degrading enzyme	58	100	117772.1	48	48	52	56	53	50	57	50	54	55	55	53	49	50	50	48	2699511.75	2660895.25	2621370	2729459.75	2543631.75	2927955.5	2750923	2780461.25	2684314.25	2686358.75	2705407.75	2667817.75	1646307.375	1719161	1751459.5	1836944.625	1250042.9	1184133.8	1303974.3	1168939.9	1179811.3	1109460.7	1230350	1250080.8	1204089.3	1218345.3	1209835.1	1124884.7	667790.6	785078.5	778410.3	826872.9
Q9JHS3	Lamtor2	Ragulator complex protein LAMTOR2	6	100	13480.48	4	4	5	4	5	4	5	5	5	5	5	6	5	4	2	6	61346.8203125	120521.6796875	72573.6875	122311.625	173390.390625	246236.140625	145644.796875	156380.8125	184331.03125	131519.796875	209472.078125	163510.953125	136569.671875	97654.9765625	76035.1796875	111903.5234375	26161.7	49046.2	252136.6	73789.5	699160	170818.4	333766.1	119025.3	680473.8	367019.3	787301.8	344846.6	104528.4	31080.2	25356.3	1462819.6
