PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.Completeness	PG.MolecularWeight	[1] 4351_WP_01.htrms.PG.NrOfStrippedSequencesIdentified	[2] 4351_WP_02.htrms.PG.NrOfStrippedSequencesIdentified	[3] 4351_WP_03.htrms.PG.NrOfStrippedSequencesIdentified	[4] 4351_WP_04.htrms.PG.NrOfStrippedSequencesIdentified	[5] 4351_WP_05.htrms.PG.NrOfStrippedSequencesIdentified	[6] 4351_WP_06.htrms.PG.NrOfStrippedSequencesIdentified	[7] 4351_WP_07.htrms.PG.NrOfStrippedSequencesIdentified	[8] 4351_WP_08.htrms.PG.NrOfStrippedSequencesIdentified	[9] 4351_WP_09.htrms.PG.NrOfStrippedSequencesIdentified	[10] 4351_WP_10.htrms.PG.NrOfStrippedSequencesIdentified	[11] 4351_WP_11.htrms.PG.NrOfStrippedSequencesIdentified	[12] 4351_WP_12.htrms.PG.NrOfStrippedSequencesIdentified	[13] 4351_WP_13.htrms.PG.NrOfStrippedSequencesIdentified	[14] 4351_WP_14.htrms.PG.NrOfStrippedSequencesIdentified	[15] 4351_WP_15.htrms.PG.NrOfStrippedSequencesIdentified	[16] 4351_WP_16.htrms.PG.NrOfStrippedSequencesIdentified	[1] 4351_WP_01.htrms.PG.Quantity	[2] 4351_WP_02.htrms.PG.Quantity	[3] 4351_WP_03.htrms.PG.Quantity	[4] 4351_WP_04.htrms.PG.Quantity	[5] 4351_WP_05.htrms.PG.Quantity	[6] 4351_WP_06.htrms.PG.Quantity	[7] 4351_WP_07.htrms.PG.Quantity	[8] 4351_WP_08.htrms.PG.Quantity	[9] 4351_WP_09.htrms.PG.Quantity	[10] 4351_WP_10.htrms.PG.Quantity	[11] 4351_WP_11.htrms.PG.Quantity	[12] 4351_WP_12.htrms.PG.Quantity	[13] 4351_WP_13.htrms.PG.Quantity	[14] 4351_WP_14.htrms.PG.Quantity	[15] 4351_WP_15.htrms.PG.Quantity	[16] 4351_WP_16.htrms.PG.Quantity	[1] 4351_WP_01.htrms.PG.IBAQ	[2] 4351_WP_02.htrms.PG.IBAQ	[3] 4351_WP_03.htrms.PG.IBAQ	[4] 4351_WP_04.htrms.PG.IBAQ	[5] 4351_WP_05.htrms.PG.IBAQ	[6] 4351_WP_06.htrms.PG.IBAQ	[7] 4351_WP_07.htrms.PG.IBAQ	[8] 4351_WP_08.htrms.PG.IBAQ	[9] 4351_WP_09.htrms.PG.IBAQ	[10] 4351_WP_10.htrms.PG.IBAQ	[11] 4351_WP_11.htrms.PG.IBAQ	[12] 4351_WP_12.htrms.PG.IBAQ	[13] 4351_WP_13.htrms.PG.IBAQ	[14] 4351_WP_14.htrms.PG.IBAQ	[15] 4351_WP_15.htrms.PG.IBAQ	[16] 4351_WP_16.htrms.PG.IBAQ
Q9JHS4	Clpx	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	22	100	69228.69	17	21	16	21	20	18	20	19	19	19	20	20	17	21	22	20	375381.1875	341871.40625	342958.46875	322454.5625	397860.6875	368777.875	353753.28125	350969.5625	338415.84375	319120.4375	366152.375	298595.625	389941	455046.5	432784.625	515176.3125	152629.6	148167.1	139529.1	148891.3	159676.6	149172	169358.9	138392.5	137774.5	149005.2	149945.9	144763.7	161241.3	209763.1	182724.6	259971.7
Q9JHS9	Cwc15	Spliceosome-associated protein CWC15 homolog	9	100	26624.34	7	9	7	8	9	7	8	7	7	6	8	7	8	8	7	8	911125	983564.125	764741.4375	769746.875	1079774.25	739302.5	961023.75	912068	935920.5625	832128.0625	1121720.75	944837.0625	896695.9375	1011434.3125	879384.5	1172852.5	410157.2	455000.2	332876.6	325863.2	462408.8	319315.5	388315.8	407921.9	414271.6	349979	474787.5	375232.9	402495.1	462577.4	380925.3	557216.7
Q9JHT5	Ammecr1	Nuclear protein AMMECR1	4	87.5	36030.57	2	4	2	2	2	2	1	0	1	0	3	2	2	2	2	1	94057.4375	80163.5078125	84634.890625	84302.4921875	45125.85546875	59404.21484375	53106.6484375	NaN	52557.7109375	NaN	52667.84765625	56361.09375	76689.84375	109544.7265625	74894.2578125	121974.421875	12626.7	14130.1	11891	11807.7	6759.6	6468.8	5538.4	NaN	5481.2	NaN	6480.1	5877.9	10850.7	16280.6	4704.1	4638.1
Q9JHU4	Dync1h1	Cytoplasmic dynein 1 heavy chain 1	291	100	532045.43	265	276	267	272	279	259	275	274	277	267	280	276	269	275	264	250	2461699.75	2518014.25	2400243.5	2677503.5	2823809.5	3216713.75	2877377.5	2928460	2792720.5	2696618.5	2852202.25	2738597.5	2133425.5	2084554.75	2216857.5	1434144.625	903840.7	898210.4	855675.3	950776.2	1052717	1089696.5	1039879.4	1078509.1	1022515.5	969235.3	1020154.4	965108	749050.7	759833.8	801553.3	518679.1
Q9JHU9	Isyna1	Inositol-3-phosphate synthase 1	21	100	60931.56	20	21	21	20	20	18	20	19	21	21	20	20	21	21	19	21	2121341.5	1987432.875	2181891	2364409.5	1723444.75	1792474.125	1706481.125	1710203.75	2084184	2248735.5	2445793.5	1904253.875	1767605.875	1658301.25	1868909	1897819.625	898925	799262.5	838603.4	853449.9	643297.4	613680	626611.9	662790.3	845810.1	950165.7	873894.5	742509.5	641293.9	629103.5	633205.1	772096.9
Q9JHW2	Nit2	Omega-amidase NIT2	17	100	30501.76	13	14	14	14	15	15	15	15	16	14	15	16	15	15	17	15	598084.9375	662499.4375	694559.5	762747.8125	780078.875	792887.8125	792582.3125	668544.875	773214.875	780988.8125	792318.9375	771495.4375	902577.1875	857905.9375	864498.5	885887.625	239068.8	292645.4	289738.5	359174.6	352976.7	294348.1	300848.9	272393.2	371271.3	301334	366078.1	398785.4	430581.5	368160	429475.5	376049
Q9JHW4	Eefsec	Selenocysteine-specific elongation factor	16	100	63538.72	11	14	16	13	12	10	11	13	15	9	14	13	13	13	13	12	50788.1328125	37776.50390625	40100.28125	43545.7265625	46106.55078125	51182.90625	32869.10546875	43797.18359375	40217.49609375	38457.30078125	42079.33203125	46024.86328125	53893.7734375	56826.96484375	51872.2265625	59191.41796875	37056.7	33866.9	48062.8	44391.1	42941.3	39228.9	35374.7	51135.2	39213	28764.7	38349.4	51560.5	55371.9	45300.8	47148.1	43310.4
Q9JI08	Bin3	Bridging integrator 3	2	81.2	29650.79	1	2	1	1	2	1	1	0	1	2	1	1	1	0	0	1	283012.15625	209914.875	225762.375	195000.515625	214026.265625	145131.65625	232796.5625	NaN	230076.375	255654.21875	162871.15625	223288.40625	121003.4140625	NaN	NaN	156097.546875	26564.4	23036.5	21190.8	18303.4	24123.1	13622.5	21851	NaN	21595.7	28037.4	15287.6	20958.5	11357.8	NaN	NaN	14651.8
Q9JI10	Stk3	Serine/threonine-protein kinase 3	16	100	56855.33	14	13	15	16	14	13	15	14	14	15	14	14	14	15	14	14	985127.75	1066835	1004760.375	893589.75	1103834.75	890988	1000224	878986.375	1141784	1000217.0625	1164965.125	1055579.625	1180768.75	1169037.125	1167903.625	1045367	298857.8	292628.6	167722.8	314918.9	345329.8	208420.5	353109.9	231071.4	303395.8	318027.2	324520.3	247016	240399.8	269663.9	265736.6	275812.8
Q9JI11	Stk4	Serine/threonine-protein kinase 4	8	100	55541.14	7	8	7	8	8	6	7	7	7	8	7	8	7	7	5	7	348405.1875	312097.125	280952.21875	219480.28125	207131.46875	166219.15625	197808.453125	218261.875	229914.140625	276736.40625	295458.5625	235008.765625	155902.671875	172754.34375	172108.3125	204260.25	69366.4	74919.5	52429.6	56212.3	55929.2	39285.5	53132.5	52227.7	37444.4	71877.9	75807	74740.7	29450.2	44396.5	24009	36538.1
Q9JI13	Utp3	Something about silencing protein 10	10	100	53398.79	8	10	9	8	8	7	7	7	7	9	8	7	8	6	7	7	158443.65625	151782.671875	162082.265625	163040.90625	127034.09375	133459.46875	104143.1328125	134680.5625	148932.25	137901.328125	157032.5	143828.5625	159861.296875	144385.9375	188260.015625	204494.03125	95042.9	122954.4	120196.1	124331.5	105810.9	111171.9	92351.5	58387.3	55666.8	124199.4	125758.9	127258.4	98869.4	93208	71739.7	128180.3
Q9JI19	Fibp	Acidic fibroblast growth factor intracellular-binding protein	2	68.8	41204.3	2	2	2	1	2	1	1	2	0	0	2	0	1	0	1	0	83033.8125	83092.6484375	127813.6640625	53726.16796875	90227.3671875	46720.671875	77943.6484375	62002.38671875	NaN	NaN	58056.47265625	NaN	105740.640625	NaN	51465.109375	NaN	7085.8	8698.4	10907.1	4584.8	6864.3	209.7	6651.4	6580.9	NaN	NaN	4578.6	NaN	474.5	NaN	4391.8	NaN
Q9JI38	Pus3	tRNA pseudouridine(38/39) synthase	1	43.8	55546.42	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	174486.8125	NaN	NaN	NaN	NaN	29866.5078125	NaN	69608.6640625	NaN	NaN	NaN	99499.4765625	129037.03125	134729.40625	NaN	193336.375	5452.7	NaN	NaN	NaN	NaN	933.3	NaN	2175.3	NaN	NaN	NaN	3109.4	4032.4	4210.3	NaN	6041.8
Q9JI39	Abcb10	ATP-binding cassette sub-family B member 10, mitochondrial	11	100	77188.03	6	8	7	9	9	10	11	11	9	8	9	6	6	5	7	5	116344.2734375	115623.4296875	151859.84375	111528.6328125	169305.5625	156124.5	167610.5	149151.578125	163447.296875	136646.765625	164504.46875	84271.1015625	74953.40625	98428.71875	90493.2109375	57569.078125	18273.7	19365.3	23084.9	31116.2	32295.5	29284.9	35168.6	32797.1	33439.5	25795.4	31429.2	11542.3	10126.1	11841.9	16055.6	7567.3
Q9JI44	Dmap1	DNA methyltransferase 1-associated protein 1	2	75	53129.77	0	0	2	1	1	0	2	2	2	2	2	0	2	2	2	2	NaN	NaN	53148.08984375	236890.125	198278.875	NaN	197527.796875	234373.625	188777.90625	261848.234375	297737.75	NaN	242129.0625	190832.625	232144.3125	213976.015625	NaN	NaN	4890.2	3817.4	12106.1	NaN	18097	15405.9	15697.2	18596.3	25436.6	NaN	18152.2	15042.8	17348.7	14786.4
Q9JI46	Nudt3	Diphosphoinositol polyphosphate phosphohydrolase 1	3	100	19029.52	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	254225.78125	226611.21875	247046.53125	183710.28125	255811.546875	132699.421875	251837.953125	203949.46875	290472.75	283497.96875	214156.03125	158404.625	374986.90625	657240.3125	360301.125	757468.0625	58862.1	82960.2	100537.8	83254.1	114405.4	22886.2	104572.2	99270.4	123129.2	123967.6	99242.5	67804.4	150751.4	251126.6	149443.7	298143
Q9JI67	B3galt5	Beta-1,3-galactosyltransferase 5	1	81.2	35963.91	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	602486.5	NaN	566395.25	475352.71875	425271.84375	344951.34375	499148.1875	678328.125	464375.84375	NaN	497756.59375	NaN	386773.15625	359809.6875	362097.5625	338542.46875	31709.8	NaN	29810.3	25018.6	22382.7	18155.3	26271	35701.5	24440.8	NaN	26197.7	NaN	20356.5	18937.4	19057.8	17818
Q9JI75	Nqo2	Ribosyldihydronicotinamide dehydrogenase [quinone]	8	100	26248.13	5	5	4	4	6	5	6	5	5	4	5	5	7	7	6	7	413217.53125	366137.34375	313900	248830.28125	462659.21875	303476.34375	472285.59375	516972.34375	453890.84375	487735.90625	488215.375	520903.1875	476780.46875	564917.8125	540201.6875	486375.75	126348.8	113783	112207.9	80021.1	155352.7	90893.9	150528.5	140159.1	133082.3	127758.7	144836	145734.5	130253.8	172755.8	163344.3	135748.9
Q9JI78	Ngly1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	5	56.2	74275.17	0	2	2	0	1	0	0	0	1	1	0	0	5	4	5	3	NaN	8854.671875	9331.251953125	NaN	4617.44482421875	NaN	NaN	NaN	7936.0849609375	19220.203125	NaN	NaN	34754.25	40839.8828125	55439.47265625	42727.875	NaN	320	338.2	NaN	66.5	NaN	NaN	NaN	468.8	420.9	NaN	NaN	5132.1	5185.1	6717.6	1912
Q9JI90	Rnf14	E3 ubiquitin-protein ligase RNF14	4	100	54926.3	2	3	3	3	4	3	4	3	3	4	4	3	3	3	4	3	107450.171875	85890.0390625	90921.8984375	96953.40625	98290.1875	101328.703125	102806.578125	66760.90625	94494.5078125	77463.375	123205.796875	108095.0859375	92469.828125	62852.73046875	94092.234375	65557.2890625	26693.3	25923.6	25086.5	7515.6	23228.1	26669.5	17303.7	12012.5	11618.4	23834.9	34873.1	34775.2	12868.7	16008.7	23253.3	17329.1
Q9JI99	Sgpp1	Sphingosine-1-phosphate phosphatase 1	1	81.2	47744.21	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	71709.6328125	106709.015625	99952.53125	144853.9375	69124.7890625	NaN	82802.6171875	120412.4296875	95892.484375	114287.7734375	158134.03125	44557.5703125	NaN	78541.6328125	58318.0546875	NaN	3585.5	5335.5	4997.6	7242.7	3456.2	NaN	4140.1	6020.6	4794.6	5714.4	7906.7	2227.9	NaN	3927.1	2915.9	NaN
Q9JIA7	Sphk2	Sphingosine kinase 2	8	100	65618.19	6	6	7	7	7	8	7	8	7	7	8	7	7	6	7	6	55388.58984375	55787.88671875	49298.81640625	51409.4453125	91410.59375	114551.4140625	97055.4765625	93972.5390625	94986.6875	122902.8359375	94016.34375	86252.046875	49279.33203125	62234.6875	47751.69921875	39354.71484375	15400.2	12760.4	12582.4	17946.2	25991.7	31186	26004.8	25511.6	26160.6	33412.7	27942.7	25582	11774.6	15986.3	13323.1	8216.2
Q9JIB0	Rangrf	Ran guanine nucleotide release factor	5	100	20413.15	4	4	5	3	2	3	3	2	3	2	3	4	4	2	5	5	100135.71875	88112.5703125	89568.0234375	39801.59375	45440.4140625	39797.91015625	53826.7109375	51141.609375	74092.6953125	69588.4140625	70364.6484375	75590.3984375	108185.6484375	145393.03125	99680.5859375	176359.90625	39636.9	34488.5	39986.8	12375	11163.3	11687.2	16924.7	7060.3	24996	11806.9	20187.4	31215.3	43443.4	25370.5	42272.6	74058.8
Q9JIB4	Gtf2h2	General transcription factor IIH subunit 2	2	100	44687.33	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	344305.90625	340712.09375	379556.75	275509.125	320291.875	327596.8125	238304.5625	241818.125	286603.46875	108453.71875	287977.53125	238034.875	220685.34375	257723.875	259908.375	217865.734375	37479.3	25951.5	26227.7	22365.6	25732.2	21765.6	15529	18377	25482.8	13739.4	18879.8	25780.5	21346.6	28319.3	16694.6	22252.5
Q9JIF0	Prmt1	Protein arginine N-methyltransferase 1	26	100	42435.6	24	25	25	26	25	24	25	25	26	25	25	25	26	26	25	24	2215664	2567964.75	2643488.25	2555536.75	2045693.125	2609569	2067750.625	2374471.25	2327837.25	2346908.5	2288456.75	2482478.25	3674073	3283495.5	4068558.75	3972289.5	2471685.4	2771696.5	2695089.2	2116107.7	2253754.2	2345950.4	1868293.2	2236209.8	2407432.8	2077574.2	2038944.8	2232064.3	3451730.1	3299771.3	3410562.9	3803353.2
Q9JIF7	Copb1	Coatomer subunit beta	44	100	107066.07	38	44	42	43	41	41	42	43	43	41	44	42	41	43	43	40	2114599	2066525.25	2005011.25	2305664.25	2028565.375	2321700	2151161.75	2141859.25	1962835.5	2080445.125	1921852.375	2032381	2127303	2091447.375	2213826.25	1511806.75	824054.6	811291.1	760255.9	803011.4	787435.1	821727	840133.6	832411	744808.2	832377.8	737807.8	775834.4	766796.6	795944.7	833579.4	560038.4
Q9JIG7	Ccdc22	Coiled-coil domain-containing protein 22	17	100	70843.52	15	17	17	15	15	17	17	14	17	14	16	14	17	15	17	16	463314.34375	421644	425690.9375	458292.34375	429640.46875	521155.1875	483015.9375	475245.0625	487658.53125	419976.15625	487159.09375	469134.34375	471335	473021.84375	446128.78125	524081.34375	150191.1	132255.3	148419	102311	108364.9	148669.1	145042.9	130709.9	152539.1	127756.5	128123.1	144746.8	146596.8	146380.7	135373.9	164917.8
Q9JIG8	Praf2	PRA1 family protein 2	2	100	19478.13	2	2	1	1	2	1	1	2	2	1	1	2	2	1	2	1	190912.46875	187216.359375	193680.15625	222040.671875	371540.3125	384033.78125	349757.65625	263965.71875	271531.75	204577.09375	472605.1875	298234.09375	362021.3125	291410.65625	475437.90625	102871.25	38357.2	50753.8	40518.2	46451.3	79804.3	80340.5	73169.9	59815.2	74059.5	42797.9	98869.8	56604	75056.4	60963.6	89971	21520.8
Q9JIH2	Nup50	Nuclear pore complex protein Nup50	20	100	49485.2	19	19	18	19	20	15	19	20	18	19	19	18	18	16	18	19	466888.96875	519716.75	531745.9375	611888.9375	454202	487079.40625	479220.15625	420493.65625	440525.5	464879.4375	540475	495539.25	356185.46875	330216.40625	387117.71875	441406.75	311400.8	291025.2	282663.4	309921.3	252493.5	211051.1	232745.9	212747.1	230448.4	244177.5	274618.8	244395.3	174804.7	168764.3	186568.8	233466.8
Q9JII1	Inpp5e	Phosphatidylinositol polyphosphate 5-phosphatase type IV	2	62.5	71914.52	0	1	1	1	2	1	1	1	1	1	1	1	0	0	1	0	NaN	1291.71728515625	NaN	NaN	14213.5458984375	4586.48388671875	8923.646484375	7013.33642578125	7927.99560546875	3600.130615234375	14111.771484375	5269.9970703125	NaN	NaN	4447.73876953125	NaN	NaN	43.5	0	0	1062	154.5	300.6	236.2	267	121.3	475.3	177.5	NaN	NaN	149.8	NaN
Q9JII5	Dazap1	DAZ-associated protein 1	15	100	43214.2	15	15	15	15	15	14	15	15	15	15	14	15	15	15	14	15	3507744	3652437.75	3806214.25	3051378.5	3467197.75	4117623.5	3443184.5	3680795.75	3479738.75	3558124.25	3207713.25	3746472.25	2671274.5	2286696.25	2215644.25	3033293.5	3363441.7	3317162.1	3322903.4	2650015.3	3016655.4	2850846.5	2940832.3	3153357.5	2912476.1	2964490.7	2761180.2	3220832	1952770.2	1983554.3	1780446.5	2550962.5
Q9JII6	Akr1a1	Aldo-keto reductase family 1 member A1	25	100	36586.92	23	23	21	24	25	24	24	25	23	24	25	25	24	25	25	25	1032334.1875	1094248.375	985902.375	1007759.8125	1429981.125	1667112.375	1448826.625	1355725.25	1263510.5	1215406.75	1391682.125	1344028	1696581.875	1649672.625	1590569.375	1407176.25	1105275.9	1076431.9	983706.3	995685	1488687	1576371.1	1476669.3	1464728.6	1247230.1	1324660	1468006.6	1345518.9	1580213.6	1604765.8	1598401.4	1471196.6
Q9JIK5	Ddx21	Nucleolar RNA helicase 2	59	100	93551.12	52	55	57	55	53	54	48	53	52	51	53	55	56	55	55	58	1207643.125	1346909.625	1276226.625	1557156	727890.9375	1166481.625	765508.625	1008149.625	1067258.75	887196.0625	1193181.875	1202307.375	1419754.5	1422360.125	1368148	1312467.125	938294.5	982172.8	911998.5	1152471.8	560785.5	895340.4	575657.8	766915.5	810098.1	643017.1	936578.5	908852.2	1079521.3	1096600.8	1038894	980267
Q9JIK9	Mrps34	Small ribosomal subunit protein mS34	10	100	25826.69	9	8	9	9	9	9	8	10	10	9	10	9	10	10	9	10	553814.8125	502679.125	542237.25	435916.84375	450736.28125	450953.03125	434687.4375	475466.34375	543077.125	529974.125	527379	495132.53125	502536.375	545618	488370.15625	571685.125	502050.9	430502.5	460085.9	393423.9	391839.2	359028.5	375432.2	420358.7	493650.9	462129.9	471204.3	422322.3	435297.8	499400.4	413382.9	546646.4
Q9JIM1	Slc29a1	Equilibrative nucleoside transporter 1	3	100	50192.29	2	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	29775.07421875	74405.21875	38293.2734375	107810.46875	63645.15234375	44173.77734375	45132.7109375	38445.359375	52492.4140625	31612.775390625	74504.3515625	29144.177734375	109194.6640625	130407.4609375	268119.375	66082.5703125	856.4	11660.9	6579.1	18923.5	10911.9	2184	7550.4	6650.4	9583	5733.2	12453.7	1477.4	18933.6	20357.5	45802.6	11056.8
Q9JIQ3	Diablo	Diablo IAP-binding mitochondrial protein	3	100	26820.46	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	78384.7890625	105924.4765625	119747.59375	129129.859375	158399.46875	197576.046875	114628.4921875	158184.390625	110340.1640625	117129.828125	133139.828125	92410.7265625	102116.3515625	105980.9609375	143897.890625	104897.4609375	15428.5	50075.4	23817	145676.3	32733	37913.6	85797.7	32324.8	22293.5	23171.2	32675.2	94083.9	10272.2	13258.5	17646.7	13262.3
Q9JIS8	Slc12a4	Solute carrier family 12 member 4	19	100	120623.99	17	17	18	18	19	16	16	16	17	17	18	17	18	18	19	17	355078.28125	346805.03125	328388.78125	352306.15625	321942.34375	282974.03125	308387.5	295304.65625	336771.78125	329122.84375	353646.15625	252125.421875	351033.8125	469656.0625	488600	322560.875	62191.5	64785.4	64411.7	83631.2	79245.7	66193.8	60887.4	58543.5	81705.1	60721.2	75740.2	51698.1	79490.3	96709.7	109189.8	71811.1
Q9JIW9	Ralb	Ras-related protein Ral-B	6	100	23349.48	5	6	6	6	6	6	6	6	6	6	6	6	6	4	6	5	1125357.75	1013611.4375	1142080.25	915181.5625	1295736.5	1137307.5	1216294.375	1275226.875	1257915.125	1406930.625	1385778.875	1270465.375	392288.03125	463924.15625	581398.6875	376272.59375	1003788.4	873396.7	984243.1	753612.3	1098027.6	1030057.3	999923.6	1168554.9	1139991.4	1344739.7	1079608	1070092.1	338774.2	383358.8	506857.9	334721
Q9JIX0	Eny2	Transcription and mRNA export factor ENY2	5	100	11528.61	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	789525.125	765900	689834.8125	573404.8125	725150.4375	517647.75	635345.75	708438.875	642868	622738.625	691533.875	777733.1875	660799.75	671107.4375	459737.375	722456.0625	971322.5	967993.3	883738.6	752712.3	979439.9	738908	897828.3	935452.3	881528.5	872711.5	954310.9	995253.4	876657.7	904295.4	463175.7	957629
Q9JIX8	Acin1	Apoptotic chromatin condensation inducer in the nucleus	34	100	150718.97	27	30	29	31	33	28	33	30	26	30	30	29	33	31	30	29	1162417.625	1192897.875	1117053.125	1014656.5625	1266834.25	1351932.875	1246518.125	1200675.5	1120016.125	1164891.75	1132087.625	1196882.625	1223288.875	1179119.25	1218880.75	1425170.375	263025.5	252868.1	247097.8	214155	253185.8	266222.1	243985.5	263242.6	220368.2	242613.7	228468.7	249596.6	242698.7	255532.4	253431.6	314099.2
Q9JIY2	Cbll1	E3 ubiquitin-protein ligase Hakai	1	87.5	54444.09	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	362959.28125	423129.09375	405521.3125	NaN	323391.6875	346377.59375	251399.140625	352446.4375	301281.46875	NaN	213248.078125	350109.5625	293556.4375	243835.703125	245275.140625	245339.609375	18148	21156.5	20276.1	NaN	16169.6	17318.9	12570	17622.3	15064.1	NaN	10662.4	17505.5	14677.8	12191.8	12263.8	12267
Q9JIY5	Htra2	Serine protease HTRA2, mitochondrial	9	100	49348.43	8	7	9	9	9	9	9	9	9	9	9	9	8	8	9	7	257218.5	266942.34375	219311.15625	402721.875	292014.3125	354923.1875	319882.875	297667	330472.875	369192.75	339493.5625	344489.3125	330944.59375	314633.4375	280758.375	329935.875	119035.7	103786.3	99338.3	158661.1	130774.3	120911	130865	115859.8	137130.5	149767.9	134866.6	142099.5	124442.7	134522.9	117364.3	136776
Q9JIZ9	Plscr3	Phospholipid scramblase 3	3	100	31802.72	2	2	2	3	2	3	2	3	2	2	2	2	2	2	3	2	518927.9375	427602.40625	583473.3125	573372.25	716571	634527.5625	654552.8125	689066.375	601202.4375	586139.8125	487843.71875	504787.59375	281457.9375	343079.625	334884.71875	272928.6875	138302.4	115293.9	156523.8	152355.9	191746.1	155032.4	182320.8	196009.8	148948.5	153739.9	131792.3	133305.4	72192.8	100588	94698.7	73166.5
Q9JJ00	Plscr1	Phospholipid scramblase 1	5	100	35913.87	5	5	5	5	5	4	5	5	5	5	5	5	4	5	4	4	738656.75	724290.4375	813790.4375	592861.875	654522.5625	615817.75	645252.4375	693448.375	643439.4375	645263.875	744754.25	504271.5625	231255.875	215597.140625	261242.296875	207401.25	301239.6	280165.8	293013.2	221222.3	246047.3	221590.8	251396.4	271964.8	238736.5	223852	287787.1	167409.2	62019.8	76789.6	74382.4	42333.5
Q9JJ11	Tacc3	Transforming acidic coiled-coil-containing protein 3	18	100	70626.88	14	15	17	15	14	13	13	12	13	13	14	14	15	18	16	14	182450.390625	212498.390625	195599.390625	295559.75	183607.328125	210603.25	178706.234375	150610.296875	181303.640625	172308.9375	215792.515625	172084.71875	221028.625	203357.5625	236787.953125	222702.796875	107736.8	128040.1	112937.2	168671.9	111177.7	124352.4	110986.8	90082.3	103869.7	109257.8	132581	100387	124058.2	119281.9	136671.3	120963.9
Q9JJ28	Flii	Protein flightless-1 homolog	43	100	144803.14	40	41	39	40	40	40	41	41	38	41	42	39	38	38	41	36	415251.84375	415618.28125	433962.03125	454664.5625	451448.625	510187.4375	477788.8125	483138.1875	458261.84375	452993.40625	491831.5	444950.46875	339188.625	318375.875	332922.46875	284957.625	295800.3	293728.7	258121.1	307167.8	299168.8	333344.8	329018.1	320518.6	322107.3	312175.9	353670.7	307783.9	233749.8	224683.7	223215.6	209825.3
Q9JJ48	Zc3h8	Zinc finger CCCH domain-containing protein 8	1	87.5	34912.53	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	90317.0703125	81080.3359375	103877.2109375	129397.125	NaN	NaN	26579.146484375	11803.2265625	17498.8046875	45354.48828125	58725.7109375	50869.75390625	158008.203125	140853.1875	110894.6875	118203.296875	8713.8	10330.3	10828.7	12128.9	NaN	NaN	3241.7	1843.7	435.3	4803.9	6300.3	4254.3	15636.5	14034.9	13182	13057.7
Q9JJ66	Cdc20	Cell division cycle protein 20 homolog	8	100	54815.77	5	5	6	7	4	4	3	5	4	5	5	5	8	7	8	6	4985214.5	4686020	3908359.25	5256538.5	2340236.25	1639204	2706339	2266203.5	2261824.5	2510090	2873166.75	4224818.5	5791569	6661618	6759600	5752199.5	863765.1	661467.8	538482.9	548709.3	648195.8	7641.6	819747.9	401388.9	801197.4	868433.3	385518.9	556805.9	360674.8	258896.9	407632.1	553883.1
Q9JJ78	Pbk	Lymphokine-activated killer T-cell-originated protein kinase	7	100	36744.77	5	5	5	7	5	4	5	5	6	5	7	6	7	7	6	7	339221.65625	310780.59375	283039.3125	251895.765625	119781.140625	74825.21875	119129.4453125	121451.125	190202.203125	175300.25	181664.8125	191094.515625	395662.8125	406961.71875	438990.34375	466768.0625	121994.5	122071.5	114607.9	101731.1	43113.1	14192.6	23761	44671	72938.3	48325.4	66873.2	75628.5	159529.7	126385.8	179314.2	148221.1
Q9JJ80	Rpf2	Ribosome production factor 2 homolog	17	100	35363.63	17	16	16	16	16	16	14	16	17	16	17	17	16	17	16	17	621517.6875	792819.8125	585708.125	673838.875	332649.59375	511961.09375	327402.375	566879.375	574425.4375	503518.75	687952.75	647461.1875	786446	902766.125	798304.6875	904232.4375	432739.6	469264.9	430603.4	470516.2	235018.9	373688.8	225984.5	411693.9	409914.6	327971.9	506989.4	455484.7	554651.7	659854.3	478312.6	637837.2
Q9JJ89	Ccdc86	Coiled-coil domain-containing protein 86	4	100	46486.75	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	1151557.5	1018103.875	1163198.5	691537.875	803585.125	696587.3125	739121.375	772764.3125	771726.125	880865.875	824968.125	821064.5625	634889.5	796359.5625	698898.5	707195.0625	689099.4	630169	689478.3	319460.9	421131.4	425166.7	445444.7	463233.1	481667.9	564463.5	480419.4	497399.9	415692.4	490961.4	406615.2	487023.9
