cohort	study	subset	method	alpha	size	purity	endpoint	n	rho	p	k	n_genes_present
GSE273377 discovery	GSE273377	all	z-mean	0.25	120	none	ImmuneScore	103	-0.318092957870228	0.0010589540605430588	0	120
GSE273377 discovery	GSE273377	all	z-mean	0.25	121	none	CD8A	103	-0.31154724772657383	0.0013581929015566761	0	121
GSE273377 discovery	GSE273377	all	z-mean	0.25	121	none	ImmuneScore	103	-0.3155010323771032	0.0011694064450315826	0	121
GSE273377 discovery	GSE273377	all	z-mean	0.25	122	none	CD8A	103	-0.3129750032948206	0.0012870407669196002	0	122
GSE273377 discovery	GSE273377	all	z-mean	0.25	122	none	ImmuneScore	103	-0.31689583973992885	0.0011087292992625847	0	122
GSE273377 discovery	GSE273377	all	z-mean	0.25	123	none	CD8A	103	-0.31868602556780745	0.001035056832976896	0	123
GSE273377 discovery	GSE273377	all	z-mean	0.25	123	none	ImmuneScore	103	-0.3223762245749682	0.0008970814308377854	0	123
GSE273377 discovery	GSE273377	all	z-mean	0.25	124	none	CD8A	103	-0.3164675130694548	0.0011270501432719235	0	124
GSE273377 discovery	GSE273377	all	z-mean	0.25	124	none	ImmuneScore	103	-0.31913631770856216	0.0010172420836809801	0	124
GSE273377 discovery	GSE273377	all	z-mean	0.25	125	none	CD8A	103	-0.3192131968545447	0.0010142286297653012	0	125
GSE273377 discovery	GSE273377	all	z-mean	0.25	125	none	ImmuneScore	103	-0.3204542459254053	0.0009666957290603555	0	125
GSE273377 discovery	GSE273377	all	z-mean	0.25	126	none	CD8A	103	-0.3240236348460221	0.0008410884194406099	0	126
GSE273377 discovery	GSE273377	all	z-mean	0.25	126	none	ImmuneScore	103	-0.3269889733339191	0.0007482794960634385	0	126
GSE273377 discovery	GSE273377	all	z-mean	0.25	127	none	CD8A	103	-0.3270988006853227	0.0007450293569745158	0	127
GSE273377 discovery	GSE273377	all	z-mean	0.25	127	none	ImmuneScore	103	-0.330745068751922	0.0006441850687768628	0	127
GSE273377 discovery	GSE273377	all	z-mean	0.25	128	none	CD8A	103	-0.331568773887449	0.0006232096641829312	0	128
GSE273377 discovery	GSE273377	all	z-mean	0.25	128	none	ImmuneScore	103	-0.33597285067873306	0.0005213017905635425	0	128
GSE273377 discovery	GSE273377	all	z-mean	0.25	129	none	CD8A	103	-0.3262311646092343	0.0007710612937189658	0	129
GSE273377 discovery	GSE273377	all	z-mean	0.25	129	none	ImmuneScore	103	-0.32879014189693806	0.0006965809479947874	0	129
GSE273377 discovery	GSE273377	all	z-mean	0.25	130	none	CD8A	103	-0.32243113825067	0.0008951614664156144	0	130
GSE273377 discovery	GSE273377	all	z-mean	0.25	130	none	ImmuneScore	103	-0.32379299740807455	0.0008487302982707009	0	130
GSE273377 discovery	GSE273377	all	z-mean	0.25	131	none	CD8A	103	-0.32629706102007644	0.0007690553776836541	0	131
GSE273377 discovery	GSE273377	all	z-mean	0.25	131	none	ImmuneScore	103	-0.32748319641523527	0.0007337553007303836	0	131
GSE273377 discovery	GSE273377	all	z-mean	0.25	132	none	CD8A	103	-0.3287791591617977	0.0006968860198618512	0	132
GSE273377 discovery	GSE273377	all	z-mean	0.25	132	none	ImmuneScore	103	-0.33032772481658834	0.0006550576667649656	0	132
GSE273377 discovery	GSE273377	all	z-mean	0.25	133	none	CD8A	103	-0.328910951983482	0.0006932332165988484	0	133
GSE273377 discovery	GSE273377	all	z-mean	0.25	133	none	ImmuneScore	103	-0.32807626411281465	0.0007166669290894391	0	133
GSE273377 discovery	GSE273377	all	z-mean	0.25	134	none	CD8A	103	-0.336642797522295	0.0005072153819102795	0	134
GSE273377 discovery	GSE273377	all	z-mean	0.25	134	none	ImmuneScore	103	-0.3395422395993498	0.0004501902949391604	0	134
GSE273377 discovery	GSE273377	all	z-mean	0.25	135	none	CD8A	103	-0.33865263805298074	0.00046702656188289297	0	135
GSE273377 discovery	GSE273377	all	z-mean	0.25	135	none	ImmuneScore	103	-0.3397069806264552	0.00044713438140671623	0	135
GSE273377 discovery	GSE273377	all	z-mean	0.25	136	none	CD8A	103	-0.3425954399683697	0.00039655955821691225	0	136
GSE273377 discovery	GSE273377	all	z-mean	0.25	136	none	ImmuneScore	103	-0.34383648903923036	0.0003764922310220378	0	136
GSE273377 discovery	GSE273377	all	z-mean	0.25	137	none	CD8A	103	-0.3385867416421386	0.0004682964250273215	0	137
GSE273377 discovery	GSE273377	all	z-mean	0.25	137	none	ImmuneScore	103	-0.3382462768527874	0.000474908076157474	0	137
GSE273377 discovery	GSE273377	all	z-mean	0.25	138	none	CD8A	103	-0.3398058252427184	0.00044530999854443086	0	138
GSE273377 discovery	GSE273377	all	z-mean	0.25	138	none	ImmuneScore	103	-0.3413653736326495	0.00041741638326550943	0	138
GSE273377 discovery	GSE273377	all	z-mean	0.25	139	none	CD8A	103	-0.3395422395993498	0.0004501902949391604	0	139
GSE273377 discovery	GSE273377	all	z-mean	0.25	139	none	ImmuneScore	103	-0.3428700083468787	0.0003920369236065591	0	139
GSE273377 discovery	GSE273377	all	z-mean	0.25	140	none	CD8A	103	-0.3469665685542328	0.0003299599040122556	0	140
GSE273377 discovery	GSE273377	all	z-mean	0.25	140	none	ImmuneScore	103	-0.3502284408909195	0.0002871558678427607	0	140
GSE273377 discovery	GSE273377	all	z-mean	0.25	141	none	CD8A	103	-0.35067873303167424	0.0002816671234160616	0	141
GSE273377 discovery	GSE273377	all	z-mean	0.25	141	none	ImmuneScore	103	-0.35483020691473005	0.00023543576403555817	0	141
GSE273377 discovery	GSE273377	all	z-mean	0.25	142	none	CD8A	103	-0.34892149540921674	0.0003036505051942151	0	142
GSE273377 discovery	GSE273377	all	z-mean	0.25	142	none	ImmuneScore	103	-0.3533255722005008	0.0002513137231246707	0	142
GSE273377 discovery	GSE273377	all	z-mean	0.25	143	none	CD8A	103	-0.35343539955190445	0.00025012210224828143	0	143
GSE273377 discovery	GSE273377	all	z-mean	0.25	143	none	ImmuneScore	103	-0.35581865307736243	0.00022551519434706754	0	143
GSE273377 discovery	GSE273377	all	z-mean	0.25	144	none	CD8A	103	-0.3494925976365154	0.0002963381152372761	0	144
GSE273377 discovery	GSE273377	all	z-mean	0.25	144	none	ImmuneScore	103	-0.3502943373017616	0.00028634651923123764	0	144
GSE273377 discovery	GSE273377	all	z-mean	0.25	145	none	CD8A	103	-0.3562359970126961	0.00022144372978990859	0	145
GSE273377 discovery	GSE273377	all	z-mean	0.25	145	none	ImmuneScore	103	-0.35742213240785486	0.0002102403337760433	0	145
GSE273377 discovery	GSE273377	all	z-mean	0.25	146	none	CD8A	103	-0.355928480428766	0.00022443709880417553	0	146
GSE273377 discovery	GSE273377	all	z-mean	0.25	146	none	ImmuneScore	103	-0.3600140579009797	0.00018755942810840865	0	146
GSE273377 discovery	GSE273377	all	z-mean	0.25	147	none	CD8A	103	-0.3580042173702939	0.0002049363138709236	0	147
GSE273377 discovery	GSE273377	all	z-mean	0.25	147	none	ImmuneScore	103	-0.36074990115538375	0.00018154612072814304	0	147
GSE273377 discovery	GSE273377	all	z-mean	0.25	148	none	CD8A	103	-0.3566203927426086	0.0002177539342838017	0	148
GSE273377 discovery	GSE273377	all	z-mean	0.25	148	none	ImmuneScore	103	-0.35966261037648817	0.00019049605256765768	0	148
GSE273377 discovery	GSE273377	all	z-mean	0.25	149	none	CD8A	103	-0.3552036199095023	0.0002316415264805606	0	149
GSE273377 discovery	GSE273377	all	z-mean	0.25	149	none	ImmuneScore	103	-0.35480824144444933	0.00023566073338704755	0	149
GSE273377 discovery	GSE273377	all	z-mean	0.25	150	none	CD8A	103	-0.3560383077801696	0.0002233637701262999	0	150
GSE273377 discovery	GSE273377	all	z-mean	0.25	150	none	ImmuneScore	103	-0.3575539252295392	0.00020902842201458004	0	150
GSE273377 discovery	GSE273377	all	z-mean	0.25	151	none	CD8A	103	-0.35345736502218517	0.0002498844053138563	0	151
GSE273377 discovery	GSE273377	all	z-mean	0.25	151	none	ImmuneScore	103	-0.3534793304924659	0.0002496469170704926	0	151
GSE273377 discovery	GSE273377	all	z-mean	0.25	152	none	CD8A	103	-0.35253481527039493	0.000260049431335907	0	152
GSE273377 discovery	GSE273377	all	z-mean	0.25	152	none	ImmuneScore	103	-0.3559394631639064	0.00022432955174466493	0	152
GSE273377 discovery	GSE273377	all	z-mean	0.25	153	none	CD8A	103	-0.3562799279532575	0.0002210191319246391	0	153
GSE273377 discovery	GSE273377	all	z-mean	0.25	153	none	ImmuneScore	103	-0.3584764749813294	0.00020072431564544408	0	153
GSE273377 discovery	GSE273377	all	z-mean	0.25	154	none	CD8A	103	-0.3590915081491895	0.00019535898869228833	0	154
GSE273377 discovery	GSE273377	all	z-mean	0.25	154	none	ImmuneScore	103	-0.35898168079778586	0.00019630724062026788	0	154
GSE273377 discovery	GSE273377	all	z-mean	0.25	155	none	CD8A	103	-0.361397882528665	0.00017639916111176075	0	155
GSE273377 discovery	GSE273377	all	z-mean	0.25	155	none	ImmuneScore	103	-0.36189210560998114	0.0001725647323239893	0	155
GSE273377 discovery	GSE273377	all	z-mean	0.25	156	none	CD8A	103	-0.3628585863023328	0.00016528847278122718	0	156
GSE273377 discovery	GSE273377	all	z-mean	0.25	156	none	ImmuneScore	103	-0.3609146421824892	0.00018022454960030175	0	156
GSE273377 discovery	GSE273377	all	z-mean	0.25	157	none	CD8A	103	-0.36565918376312445	0.00014577805346895008	0	157
GSE273377 discovery	GSE273377	all	z-mean	0.25	157	none	ImmuneScore	103	-0.36351755041075434	0.0001604915273834503	0	157
GSE273377 discovery	GSE273377	all	z-mean	0.25	158	none	CD8A	103	-0.363111189210561	0.00016343415421968258	0	158
GSE273377 discovery	GSE273377	all	z-mean	0.25	158	none	ImmuneScore	103	-0.3602776435443483	0.00018538452557753866	0	158
GSE273377 discovery	GSE273377	all	z-mean	0.25	159	none	CD8A	103	-0.36672450907173926	0.0001389344988478027	0	159
GSE273377 discovery	GSE273377	all	z-mean	0.25	159	none	ImmuneScore	103	-0.36627421693098444	0.0001417899338069454	0	159
GSE273377 discovery	GSE273377	all	z-mean	0.25	160	none	CD8A	103	-0.36782278258577517	0.0001321922585455489	0	160
GSE273377 discovery	GSE273377	all	z-mean	0.25	160	none	ImmuneScore	103	-0.36764705882352944	0.00013325020375728525	0	160
GSE273377 discovery	GSE273377	all	z-mean	0.25	161	none	CD8A	103	-0.3632539647673857	0.00016239460771788446	0	161
GSE273377 discovery	GSE273377	all	z-mean	0.25	161	none	ImmuneScore	103	-0.36430830734086017	0.00015490559424226672	0	161
GSE273377 discovery	GSE273377	all	z-mean	0.25	162	none	CD8A	103	-0.3649013750384396	0.00015083502462100395	0	162
GSE273377 discovery	GSE273377	all	z-mean	0.25	162	none	ImmuneScore	103	-0.3652528225629311	0.00014846987088345214	0	162
GSE273377 discovery	GSE273377	all	z-mean	0.25	163	none	CD8A	103	-0.3713152923604094	0.00011271675046536369	0	163
GSE273377 discovery	GSE273377	all	z-mean	0.25	163	none	ImmuneScore	103	-0.373808373237271	0.00010048348271713519	0	163
GSE273377 discovery	GSE273377	all	z-mean	0.25	164	none	CD8A	103	-0.36460484118964986	0.00015285774709800965	0	164
GSE273377 discovery	GSE273377	all	z-mean	0.25	164	none	ImmuneScore	103	-0.36774590343979263	0.0001326541466973726	0	164
GSE273377 discovery	GSE273377	all	z-mean	0.25	165	none	CD8A	103	-0.3658239247902298	0.0001446997274950093	0	165
GSE273377 discovery	GSE273377	all	z-mean	0.25	165	none	ImmuneScore	103	-0.3688551596889689	0.00012613263487737194	0	165
GSE273377 discovery	GSE273377	all	z-mean	0.25	166	none	CD8A	103	-0.36313315468084173	0.00016327382361512976	0	166
GSE273377 discovery	GSE273377	all	z-mean	0.25	166	none	ImmuneScore	103	-0.36814128190484563	0.00013029457725630697	0	166
GSE273377 discovery	GSE273377	all	z-mean	0.25	167	none	CD8A	103	-0.36224355313447265	0.00016988516241094135	0	167
GSE273377 discovery	GSE273377	all	z-mean	0.25	167	none	ImmuneScore	103	-0.3670649738610904	0.0001368110317152174	0	167
GSE273377 discovery	GSE273377	all	z-mean	0.25	168	none	CD8A	103	-0.3623094495453148	0.00016938705490385778	0	168
GSE273377 discovery	GSE273377	all	z-mean	0.25	168	none	ImmuneScore	103	-0.36652681983921276	0.00014018147059428087	0	168
GSE273377 discovery	GSE273377	all	z-mean	0.25	169	none	CD8A	103	-0.35666432368317	0.00021733588329951286	0	169
GSE273377 discovery	GSE273377	all	z-mean	0.25	169	none	ImmuneScore	103	-0.36026666080920794	0.000185474678318265	0	169
GSE273377 discovery	GSE273377	all	z-mean	0.25	170	none	CD8A	103	-0.3602227298686465	0.0001858356953519671	0	170
GSE273377 discovery	GSE273377	all	z-mean	0.25	170	none	ImmuneScore	103	-0.3675701796775469	0.00013371552103791183	0	170
GSE273377 discovery	GSE273377	all	z-mean	0.25	171	none	CD8A	103	-0.35280938364890396	0.00025698490927176485	0	171
GSE273377 discovery	GSE273377	all	z-mean	0.25	171	none	ImmuneScore	103	-0.36031059174976937	0.0001851143107312253	0	171
GSE273377 discovery	GSE273377	all	z-mean	0.25	172	none	CD8A	103	-0.35293019373544793	0.0002556471153605673	0	172
GSE273377 discovery	GSE273377	all	z-mean	0.25	172	none	ImmuneScore	103	-0.3600470061064007	0.0001872862793234164	0	172
GSE273377 discovery	GSE273377	all	z-mean	0.25	173	none	CD8A	103	-0.3571914949699073	0.0002123768313736766	0	173
GSE273377 discovery	GSE273377	all	z-mean	0.25	173	none	ImmuneScore	103	-0.3667354918068796	0.00013886552530025336	0	173
GSE273377 discovery	GSE273377	all	z-mean	0.25	174	none	CD8A	103	-0.35836664762992576	0.00020169663914916677	0	174
GSE273377 discovery	GSE273377	all	z-mean	0.25	174	none	ImmuneScore	103	-0.36697711197996746	0.00013735612129564352	0	174
GSE273377 discovery	GSE273377	all	z-mean	0.25	175	none	CD8A	103	-0.3617822782585775	0.00017341009354586534	0	175
GSE273377 discovery	GSE273377	all	z-mean	0.25	175	none	ImmuneScore	103	-0.3709528621007776	0.00011460619656157938	0	175
GSE273377 discovery	GSE273377	all	z-mean	0.25	176	none	CD8A	103	-0.36076088389052413	0.0001814577375564403	0	176
GSE273377 discovery	GSE273377	all	z-mean	0.25	176	none	ImmuneScore	103	-0.3713262750955498	0.00011265994890336239	0	176
GSE273377 discovery	GSE273377	all	z-mean	0.25	177	none	CD8A	103	-0.36170539911259497	0.0001740041271597016	0	177
GSE273377 discovery	GSE273377	all	z-mean	0.25	177	none	ImmuneScore	103	-0.37351183938848137	0.00010187096060513939	0	177
GSE273377 discovery	GSE273377	all	z-mean	0.25	178	none	CD8A	103	-0.36238632869129733	0.00016880763977878053	0	178
GSE273377 discovery	GSE273377	all	z-mean	0.25	178	none	ImmuneScore	103	-0.37403901067521855	9.94165024555922e-05	0	178
GSE273377 discovery	GSE273377	all	z-mean	0.25	179	none	CD8A	103	-0.3650331678601239	0.00014994402769418522	0	179
GSE273377 discovery	GSE273377	all	z-mean	0.25	179	none	ImmuneScore	103	-0.37730088301190534	8.541145828492586e-05	0	179
GSE273377 discovery	GSE273377	all	z-mean	0.25	180	none	CD8A	103	-0.3607718666256645	0.00018136939423137177	0	180
GSE273377 discovery	GSE273377	all	z-mean	0.25	180	none	ImmuneScore	103	-0.37229275578790144	0.00010776427043929049	0	180
GSE273377 discovery	GSE273377	all	z-mean	0.25	181	none	CD8A	103	-0.36284760356719237	0.00016536953586354796	0	181
GSE273377 discovery	GSE273377	all	z-mean	0.25	181	none	ImmuneScore	103	-0.3737644422967096	0.00010068792030222002	0	181
GSE273377 discovery	GSE273377	all	z-mean	0.25	182	none	CD8A	103	-0.363264947502526	0.0001623148969624808	0	182
GSE273377 discovery	GSE273377	all	z-mean	0.25	182	none	ImmuneScore	103	-0.3751153187189738	9.457511674172399e-05	0	182
GSE273377 discovery	GSE273377	all	z-mean	0.25	183	none	CD8A	103	-0.3629354654483153	0.00016472206139814963	0	183
GSE273377 discovery	GSE273377	all	z-mean	0.25	183	none	ImmuneScore	103	-0.37283090980977907	0.00010512470557515315	0	183
GSE273377 discovery	GSE273377	all	z-mean	0.25	184	none	CD8A	103	-0.3606181083336995	0.00018260983280007266	0	184
GSE273377 discovery	GSE273377	all	z-mean	0.25	184	none	ImmuneScore	103	-0.37039274260861926	0.00011758420246267276	0	184
GSE273377 discovery	GSE273377	all	z-mean	0.25	185	none	CD8A	103	-0.3619470192856829	0.00017214348481668952	0	185
GSE273377 discovery	GSE273377	all	z-mean	0.25	185	none	ImmuneScore	103	-0.3709748275710583	0.00011449085230162937	0	185
GSE273377 discovery	GSE273377	all	z-mean	0.25	186	none	CD8A	103	-0.36140886526380533	0.0001763131010436982	0	186
GSE273377 discovery	GSE273377	all	z-mean	0.25	186	none	ImmuneScore	103	-0.37078812107367226	0.00011547472554153944	0	186
GSE273377 discovery	GSE273377	all	z-mean	0.25	187	none	CD8A	103	-0.3643522382814216	0.00015460061304566075	0	187
GSE273377 discovery	GSE273377	all	z-mean	0.25	187	none	ImmuneScore	103	-0.3730505645125862	0.00010406470398684644	0	187
GSE273377 discovery	GSE273377	all	z-mean	0.25	188	none	CD8A	103	-0.368426833018495	0.0001286147361927986	0	188
GSE273377 discovery	GSE273377	all	z-mean	0.25	188	none	ImmuneScore	103	-0.3776852787418179	8.388785237586805e-05	0	188
GSE273377 discovery	GSE273377	all	z-mean	0.25	189	none	CD8A	103	-0.3672406976233361	0.00013572686886334336	0	189
GSE273377 discovery	GSE273377	all	z-mean	0.25	189	none	ImmuneScore	103	-0.38061766902429384	7.307090283425744e-05	0	189
GSE273377 discovery	GSE273377	all	z-mean	0.25	190	none	CD8A	103	-0.36810833369942453	0.00013048971002732946	0	190
GSE273377 discovery	GSE273377	all	z-mean	0.25	190	none	ImmuneScore	103	-0.37914598251548565	7.832587317109522e-05	0	190
GSE273377 discovery	GSE273377	all	z-mean	0.25	191	none	CD8A	103	-0.36921758994860077	0.00012406720722221807	0	191
GSE273377 discovery	GSE273377	all	z-mean	0.25	191	none	ImmuneScore	103	-0.3796621710670826	7.644389904281173e-05	0	191
GSE273377 discovery	GSE273377	all	z-mean	0.25	192	none	CD8A	103	-0.3675701796775469	0.00013371552103791183	0	192
GSE273377 discovery	GSE273377	all	z-mean	0.25	192	none	ImmuneScore	103	-0.3776193823309757	8.414723224560467e-05	0	192
GSE273377 discovery	GSE273377	all	z-mean	0.25	193	none	CD8A	103	-0.3686684531915828	0.00012720905795122247	0	193
GSE273377 discovery	GSE273377	all	z-mean	0.25	193	none	ImmuneScore	103	-0.37931072354259104	7.772060636820854e-05	0	193
GSE273377 discovery	GSE273377	all	z-mean	0.25	194	none	CD8A	103	-0.3693713482405659	0.00012320048894787715	0	194
GSE273377 discovery	GSE273377	all	z-mean	0.25	194	none	ImmuneScore	103	-0.3772240038659228	8.571925344968654e-05	0	194
GSE273377 discovery	GSE273377	all	z-mean	0.25	195	none	CD8A	103	-0.3662851996661248	0.0001417196461176436	0	195
GSE273377 discovery	GSE273377	all	z-mean	0.25	195	none	ImmuneScore	103	-0.3742476826428854	9.846022609232409e-05	0	195
GSE273377 discovery	GSE273377	all	z-mean	0.25	196	none	CD8A	103	-0.36594473487677376	0.00014391366224084884	0	196
GSE273377 discovery	GSE273377	all	z-mean	0.25	196	none	ImmuneScore	103	-0.3752580942757985	9.394962635795758e-05	0	196
GSE273377 discovery	GSE273377	all	z-mean	0.25	197	none	CD8A	103	-0.3659337521416334	0.00014398495870892951	0	197
GSE273377 discovery	GSE273377	all	z-mean	0.25	197	none	ImmuneScore	103	-0.37370952862100776	0.00010094401109721816	0	197
GSE273377 discovery	GSE273377	all	z-mean	0.25	198	none	CD8A	103	-0.36487940956815884	0.00015098400052740102	0	198
GSE273377 discovery	GSE273377	all	z-mean	0.25	198	none	ImmuneScore	103	-0.37199622193911175	0.000109244914817273	0	198
GSE273377 discovery	GSE273377	all	z-mean	0.25	199	none	CD8A	103	-0.36699907745024823	0.0001372196603084882	0	199
GSE273377 discovery	GSE273377	all	z-mean	0.25	199	none	ImmuneScore	103	-0.374632078372798	9.672101780609988e-05	0	199
GSE273377 discovery	GSE273377	all	z-mean	0.25	200	none	CD8A	103	-0.36237534595615695	0.00016889030078769569	0	200
GSE273377 discovery	GSE273377	all	z-mean	0.25	200	none	ImmuneScore	103	-0.3679326099371788	0.00013153500705892195	0	200
GSE273377 discovery	GSE273377	all	z-mean	0.25	201	none	CD8A	103	-0.3640447216974915	0.0001567472253723232	0	201
GSE273377 discovery	GSE273377	all	z-mean	0.25	201	none	ImmuneScore	103	-0.3693054518297237	0.00012357124892946222	0	201
GSE273377 discovery	GSE273377	all	z-mean	0.25	202	none	CD8A	103	-0.36070597021482237	0.0001819000522093014	0	202
GSE273377 discovery	GSE273377	all	z-mean	0.25	202	none	ImmuneScore	103	-0.36781179985063484	0.00013225815105844278	0	202
GSE273377 discovery	GSE273377	all	z-mean	0.25	203	none	CD8A	103	-0.36428634187057946	0.0001550582939125942	0	203
GSE273377 discovery	GSE273377	all	z-mean	0.25	203	none	ImmuneScore	103	-0.3708979484250758	0.0001148950296573612	0	203
GSE273377 discovery	GSE273377	all	z-mean	0.25	204	none	CD8A	103	-0.37029389799235607	0.00011811713544149189	0	204
GSE273377 discovery	GSE273377	all	z-mean	0.25	204	none	ImmuneScore	103	-0.3748407503404648	9.57888832307931e-05	0	204
GSE273377 discovery	GSE273377	all	z-mean	0.25	205	none	CD8A	103	-0.3712164477441462	0.00011322916316701447	0	205
GSE273377 discovery	GSE273377	all	z-mean	0.25	205	none	ImmuneScore	103	-0.37611474761674646	9.027676761703083e-05	0	205
GSE273377 discovery	GSE273377	all	z-mean	0.25	206	none	CD8A	103	-0.37531300795150024	9.371007936452864e-05	0	206
GSE273377 discovery	GSE273377	all	z-mean	0.25	206	none	ImmuneScore	103	-0.3799257567104512	7.549921600153029e-05	0	206
GSE273377 discovery	GSE273377	all	z-mean	0.25	207	none	CD8A	103	-0.37354478759390236	0.0001017159215021116	0	207
GSE273377 discovery	GSE273377	all	z-mean	0.25	207	none	ImmuneScore	103	-0.38041997979176734	7.37571762464308e-05	0	207
GSE273377 discovery	GSE273377	all	z-mean	0.25	208	none	CD8A	103	-0.3745442164916751	9.711601342994213e-05	0	208
GSE273377 discovery	GSE273377	all	z-mean	0.25	208	none	ImmuneScore	103	-0.3808592891973817	7.224020274209327e-05	0	208
GSE273377 discovery	GSE273377	all	z-mean	0.25	209	none	CD8A	103	-0.3752471115406581	9.399760405275968e-05	0	209
GSE273377 discovery	GSE273377	all	z-mean	0.25	209	none	ImmuneScore	103	-0.3812107367218732	7.104760632380906e-05	0	209
GSE273377 discovery	GSE273377	all	z-mean	0.25	210	none	CD8A	103	-0.3784760356719237	8.083279521271108e-05	0	210
GSE273377 discovery	GSE273377	all	z-mean	0.25	210	none	ImmuneScore	103	-0.38650441505952643	5.516396888202692e-05	0	210
GSE273377 discovery	GSE273377	all	z-mean	0.25	211	none	CD8A	103	-0.3750933532486931	9.467168910401982e-05	0	211
GSE273377 discovery	GSE273377	all	z-mean	0.25	211	none	ImmuneScore	103	-0.38119975398673284	7.108459561456503e-05	0	211
GSE273377 discovery	GSE273377	all	z-mean	0.25	212	none	CD8A	103	-0.37372051135614814	0.0001008927445433347	0	212
GSE273377 discovery	GSE273377	all	z-mean	0.25	212	none	ImmuneScore	103	-0.3797390502130651	7.616723550784683e-05	0	212
GSE273377 discovery	GSE273377	all	z-mean	0.25	213	none	CD8A	103	-0.37693845275227345	8.687155343736422e-05	0	213
GSE273377 discovery	GSE273377	all	z-mean	0.25	213	none	ImmuneScore	103	-0.3844067126477178	6.101373854348169e-05	0	213
GSE273377 discovery	GSE273377	all	z-mean	0.25	214	none	CD8A	103	-0.37760839959583536	8.41905347297467e-05	0	214
GSE273377 discovery	GSE273377	all	z-mean	0.25	214	none	ImmuneScore	103	-0.38688881078943904	5.415047339565452e-05	0	214
GSE273377 discovery	GSE273377	all	z-mean	0.25	215	none	CD8A	103	-0.3762355577032904	8.976968315601593e-05	0	215
GSE273377 discovery	GSE273377	all	z-mean	0.25	215	none	ImmuneScore	103	-0.38601019197821024	5.649304900028656e-05	0	215
GSE273377 discovery	GSE273377	all	z-mean	0.25	216	none	CD8A	103	-0.3768725563414313	8.713950802061794e-05	0	216
GSE273377 discovery	GSE273377	all	z-mean	0.25	216	none	ImmuneScore	103	-0.38651539779466676	5.513476789122616e-05	0	216
GSE273377 discovery	GSE273377	all	z-mean	0.25	217	none	CD8A	103	-0.3779159161797655	8.298587174037306e-05	0	217
GSE273377 discovery	GSE273377	all	z-mean	0.25	217	none	ImmuneScore	103	-0.3894148398717217	4.7910629048492576e-05	0	217
GSE273377 discovery	GSE273377	all	z-mean	0.25	218	none	CD8A	103	-0.38178183894917195	6.9148689805796e-05	0	218
GSE273377 discovery	GSE273377	all	z-mean	0.25	218	none	ImmuneScore	103	-0.3938628476035672	3.852546711407178e-05	0	218
GSE273377 discovery	GSE273377	all	z-mean	0.25	219	none	CD8A	103	-0.37915696525062603	7.828538589125736e-05	0	219
GSE273377 discovery	GSE273377	all	z-mean	0.25	219	none	ImmuneScore	103	-0.39372007204674253	3.879790212481504e-05	0	219
GSE273377 discovery	GSE273377	all	z-mean	0.25	220	none	CD8A	103	-0.38054078987831136	7.33370770226259e-05	0	220
GSE273377 discovery	GSE273377	all	z-mean	0.25	220	none	ImmuneScore	103	-0.3926876949435488	4.082207064192349e-05	0	220
GSE273377 discovery	GSE273377	all	z-mean	0.25	221	none	CD8A	103	-0.38067258269999565	7.288132971015456e-05	0	221
GSE273377 discovery	GSE273377	all	z-mean	0.25	221	none	ImmuneScore	103	-0.3914576286078285	4.336263194290737e-05	0	221
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	5	none	CD8A	103	-0.26277292096823796	0.007326990422931301	0	5
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	5	none	ImmuneScore	103	-0.24212537890436236	0.013735904501322631	0	5
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	6	none	CD8A	103	-0.2761231936793611	0.004753930511338298	0	6
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	6	none	ImmuneScore	103	-0.24292229419075828	0.013418734431852162	0	6
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	7	none	CD8A	103	-0.3067148442648157	0.0016263363458792635	0	7
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	7	none	ImmuneScore	103	-0.27336027764354437	0.005208167958910963	0	7
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	8	none	CD8A	103	-0.3117119887536792	0.0013498044673110094	0	8
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	8	none	ImmuneScore	103	-0.28630892237402805	0.00336901968490753	0	8
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	9	none	CD8A	103	-0.3206080042173703	0.0009609503833137515	0	9
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	9	none	ImmuneScore	103	-0.29835698282300227	0.0022054318490255945	0	9
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	10	none	CD8A	103	-0.3068795852919211	0.0016164572148544385	0	10
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	10	none	ImmuneScore	103	-0.30315643807933934	0.0018535338318100033	0	10
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	11	none	CD8A	103	-0.30072925361331987	0.002024587969338487	0	11
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	11	none	ImmuneScore	103	-0.30316742081447967	0.001852790498071673	0	11
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	12	none	CD8A	103	-0.2882858146992927	0.003146618896450123	0	12
GSE273377 discovery	GSE273377	all	ssGSEA	0.0	12	none	ImmuneScore	103	-0.2849690286869042	0.003527670927823945	0	12
