	mean_delta
Gpr137b	0.031041952819724574
Rab31	0.031035623134861207
Slc9a6	0.031026904840845155
Sept8	0.031005309242625383
Mrpl39	0.031000246070776696
Rogdi	0.030994154994601713
Pcdh7	0.030953554731895223
Zfp444	0.03093525048951199
Tmem131l	0.030931882031710625
Nif3l1	0.0309246203384213
Ttc7	0.03092268304266283
Tet3	0.030915421312925986
Myo18a	0.030908790565828823
Gm10094	0.030901516721015244
Nbea	0.030864912274140347
Arid5a	0.03086411913713304
Pcyt1a	0.030858703371852512
Crlf2	0.030856802792190975
Sh3pxd2a	0.030849418567648796
D1Ertd622e	0.030846667500549475
1700020I14Rik	0.03083900443713771
Rassf2	0.03081785158130216
Cnnm3	0.030808609538933645
N4bp1	0.030794887756338714
Trpm4	0.03078701724327672
Ints6	0.03075766645399422
Creb3l2	0.03075665455835646
Sacm1l	0.030752333364102852
Tnnt2	0.030744900357417813
Tmem107	0.030720111206152884
Lyar	0.03071932704743873
Fam168b	0.030708014347116952
Eri1	0.030697155114686757
Senp7	0.030696110416118843
Tor1a	0.030694348915436837
Mcm3ap	0.030691855188848594
Strn	0.0306884519432462
Chm	0.03066510794326272
Naa25	0.03065621802323465
Kctd5	0.030653011420211065
Wdr6	0.030646213907871606
Esrra	0.030635474313100153
Tgfb1i1	0.03063432051196153
Bag5	0.03061742944475382
Rad51ap2	0.030615334056150245
Spp1	0.030593837567325238
Wdr3	0.030590040905103373
Pcf11	0.030579630797880977
Gm10600	0.030577014424020995
Optn	0.0305760599759425
Atp13a4	0.030567080270103526
Cnot6	0.030545983565443382
Dnajc11	0.0305449435599837
Mmgt1	0.030542606074793255
Orc4	0.030541162484172192
Anapc4	0.030525112822301016
Tmem51	0.030521471425828693
Rab3a	0.030507518026275604
Dnttip1	0.03048216426284708
Stt3b	0.03047128141485492
Ext2	0.030463326881453128
Ppp2r5c	0.03046305387017565
Mknk2	0.030459244201393166
Serpinh1	0.030447574507147107
Ppp2r5b	0.030446372036428502
Kmt2d	0.03043347639549682
Ufl1	0.030395738950827523
Lrrc1	0.030377011355896526
Cacul1	0.030370131715790494
Polr2b	0.030344234730708956
Gm16933	0.030343302271823653
Tmem106c	0.030342893735310652
Ntpcr	0.030335893338293236
5730508B09Rik	0.030334460298912107
Osbp	0.030327907106972248
Bcl2l14	0.03031384778299822
Supt16	0.030281190986379946
Syvn1	0.030273882269392743
2810474O19Rik	0.030255125115490174
Pcbp4	0.03024679276368275
Kif23	0.030246786808513147
Marveld2	0.03024110530454082
Polr3d	0.030235654348506124
Dnaja3	0.030234466440680546
Rhog	0.030226525863942647
Papd7	0.030223383625277926
Dsg2	0.030223152547450262
Trpc4ap	0.03020172140241777
Osbpl7	0.03018119068849488
Elmo2	0.030174456356199784
Plekhh1	0.030171986160615914
Zfp1	0.030161636819482075
Tm7sf3	0.03015196879986023
Etv6	0.030142982684845672
Ptk7	0.030137328382056853
Metap1	0.030131619105628792
Myo1d	0.0301048308281258
Acap2	0.030089085274750852
Dnmt1	0.030081564357677636
Arih2	0.030078737226241086
Alg14	0.030077464763821345
Adrb2	0.03007233256583507
Ptges2	0.030064711567319664
Dmkn	0.03006419863257422
Bik	0.03006299185200592
Id4	0.030044953722777594
l7Rn6	0.030029655010062065
Farsa	0.03002751956022535
Mus81	0.029997108840944732
Tbc1d10b	0.029996990200709322
Wdr46	0.029995776052581097
Aaed1	0.02998452686740354
Cradd	0.029982562310874542
Scoc	0.029963253937710505
Fam45a	0.02996055452140643
Mthfs	0.02994857107005399
Cstf3	0.029943081798892372
Sept2	0.029936982490384633
Ldlrad4	0.0299181818031429
Ephx1	0.029918084397737275
Ahdc1	0.02991563948393897
Coa4	0.02991371250366542
Alg10b	0.02991258765957269
Bcl9	0.029904202482751156
Surf1	0.029900282440695265
Arsb	0.029891341940504444
Agpat5	0.029890612940690026
Arl14ep	0.02986829523704482
Ahcyl1	0.029835950049833963
Rangrf	0.0298322444642757
F8a	0.029816365094062096
Rassf1	0.029806376748780235
Dyrk3	0.029784798539877397
Trappc8	0.029772929980746328
Aldh1a3	0.02975138979833552
Tnrc6b	0.029749213885084152
Cog3	0.02973400350675773
Mogs	0.029727034610435864
Ttc5	0.02972413365626473
Hscb	0.029715877945037543
Parp9	0.029708487618935558
Rnf214	0.029698021755929584
Rusc1	0.02969278812285673
Mtpap	0.029692134586176366
Bcl2l13	0.02968372007078074
Tbce	0.029673148139358774
Ltbp4	0.029664322186337192
Vps53	0.029663265428845315
Oas1a	0.029662815504704874
Sav1	0.029656395682203875
Cyp20a1	0.0296486659841562
2010300C02Rik	0.029629265613968066
Nrf1	0.029606259836791608
Lmo1	0.02960081328395086
Dennd3	0.029593591857963213
Snapc1	0.029578629238953564
Ddx3y	0.029576373434788555
Pax9	0.029574586203798575
Pomgnt1	0.02955734248875532
Pld3	0.02954592358671642
Asph	0.029511141878934673
Mthfsd	0.029507778698394296
Nop14	0.029506663945454103
Gm26522	0.029493041866738946
Pigk	0.029491004198368233
Ocrl	0.029481591322336576
Snrnp35	0.029479640594749678
Erf	0.029477638067297276
Prdm16	0.02947693639963574
Slc35e2	0.029473626630328292
Wrn	0.02945368672912952
Sap30bp	0.02941630417212349
Tmem127	0.0293929097036632
Hnrnpll	0.02937136044792287
Npm3	0.02935302209029492
Nprl3	0.029336246403546658
Pitpnm2	0.02933382950590837
Frk	0.029325539962645815
Mtx1	0.029312055154104368
Fam220a	0.029305929553936853
Glyr1	0.029302578777268325
Hecw1	0.029292159592680993
Msra	0.029279795073391752
Rtkn2	0.029277749811596886
Klhl26	0.029267562169241257
Mnt	0.029253070303127453
Cbll1	0.02924708503798778
Tbcc	0.02923615372017298
Dcun1d2	0.029216636299549095
Slc25a33	0.029213559458559434
Apmap	0.02919493372568324
Arhgef26	0.02919159620370481
Mtf2	0.029191403251425635
Mecom	0.029174238003076797
Cdkl5	0.02917107381335737
Ythdf3	0.029169771842320162
Epas1	0.029168211367493535
Pdcd2	0.02915901285113617
Rnf139	0.029152952145881546
Zfp395	0.029149134017619427
Homer2	0.029144337434586765
Epop	0.029110340265700408
Matn4	0.029107617865551935
Rrp36	0.029107421453716167
Golga7	0.029103592706964172
Maml1	0.029097482777741688
Urod	0.029083725965860976
Eif1ad	0.02908107070352287
Rpl13a-ps1	0.029079738405940442
Rfx5	0.029057162965786427
Lmbr1	0.029048885678751184
Lmf2	0.0290342561460343
Ubxn7	0.029034124140816724
Appbp2	0.029031678307166974
Stk35	0.029030779593627407
Radil	0.029027801579587807
Dnase1l1	0.029019252983480872
Tmem184a	0.02901495004563768
Retnlg	0.02897940110570881
Zpr1	0.028979013454541395
Kdm1b	0.028971339872334488
Setd7	0.028968543427154055
Tspan14	0.02895173199073415
Zfp995	0.02894362936796505
Sorcs2	0.028928194751512485
Mxi1	0.028926755674906927
2210016L21Rik	0.02891992624197402
Polr2a	0.02890275886473493
H2-DMa	0.028893407946953335
Exoc8	0.028879789051003784
Ubqln4	0.028835897921202513
Fam20c	0.028831745442599366
Cldn23	0.028831216201699213
Tbc1d20	0.028813032063430343
Ice1	0.02881236375825567
Psapl1	0.02880986396265693
Pop4	0.028801846696466453
Zc3hav1	0.028792626046414
Golga1	0.028788348623743167
B630005N14Rik	0.02877327146813216
Rbm27	0.02876425184660668
Ddx52	0.028751915387498366
Sult2b1	0.02874366385895063
Fosl2	0.028732774352491632
Rabep2	0.02872775343063002
Ppp1cc	0.028713115337654842
Tank	0.028709905761105235
Atp11c	0.028709590929001598
Ndufaf2	0.02870324186447338
E430025E21Rik	0.0286844882625741
Tceb3	0.028672957728429514
Kti12	0.028667920945819398
Gpn3	0.02866714866721336
Trp53inp2	0.02865829420355298
Zswim8	0.028652632635066535
Mettl5	0.028638860464733355
Exosc9	0.028622896603690495
Bach2	0.02857824558764655
Rbm34	0.02857186884563936
Srgap1	0.028566230682004905
Prss23	0.02856413203182906
Pde4d	0.0285520635176461
Sipa1l2	0.02855166455110777
Haus7	0.02852843810853838
Tmem246	0.028519173508959102
Ttll12	0.028507334987128288
Slc39a3	0.02849854778236155
Gm19276	0.028493366908218593
Kctd18	0.028491296633806434
2310035C23Rik	0.028487039571532532
Rasgrf1	0.0284824267554483
Ngdn	0.02848074912203554
Capn15	0.028473687982708967
Unc119b	0.028472437876658988
Nop16	0.02846388021635832
Acot8	0.028449024161163912
Bmp3	0.028444567805926167
Tmx1	0.02843004732405586
Msantd4	0.028416924805021303
Mapk8	0.028411564895971606
Akap7	0.028403692511276318
Mrpl45	0.02840109644681384
Sh3rf1	0.028399021842530403
Mau2	0.02839152695302786
Herc6	0.028389342824848857
Cyb5r1	0.02837191053201871
Fam175b	0.028336019952110988
Ccpg1	0.028324414625472315
Tlnrd1	0.028320927825523423
Foxn2	0.02831231517594229
Smg9	0.028309321709857106
Fam210a	0.028302879088564974
Mga	0.02828676627631888
Hif1an	0.02828024508724486
Fam98c	0.028276152138802767
Fam160a1	0.028274063406417305
Ormdl1	0.028272547255351995
Zxdb	0.028264739412942746
Ric8b	0.02826378560037655
Sox9	0.028252266314787465
Rbm15b	0.0282508265673227
Sart3	0.028234957206392956
Lrrc8e	0.028208239600509697
Ap3s2	0.028203420113070525
Csk	0.028198691000860063
Fto	0.02818550278048514
Bcl2l12	0.028174816963038796
Mpi	0.02815632189732401
Gna12	0.028149821915769035
Tmem62	0.028147213127770607
Cox18	0.028146373353691776
Vac14	0.028145646227448095
Maml2	0.028139939926845468
Fcmr	0.02812499087224824
Mvb12b	0.02812398565522854
Ebag9	0.02810868490625471
Tmem167b	0.028099481592844557
Paox	0.028089529689279753
Cst3	0.028079767562880904
Cd276	0.028073287350211147
Bckdha	0.02806236162120892
Tob2	0.028058696251870758
Ifnar1	0.028050447090336557
Znhit3	0.02804526926730464
Aga	0.028032747628078693
Grhpr	0.028029783421872356
Prss12	0.02801132772372186
Gmps	0.02801083717176933
Zfp738	0.028008831726455335
Sos1	0.027966890144443233
Pex13	0.02796378091170939
Vangl2	0.027956069504310697
AC163032.1	0.027950343068929778
Yaf2	0.027950020536891863
Egr2	0.027942686896800014
Nsdhl	0.02793897398805467
Zfp827	0.027931820426376732
Rnf122	0.027919870382196267
Vkorc1	0.027917648768773333
Dedd	0.027889052797404428
1700021F05Rik	0.02786766781740448
Rapgef5	0.027855891384239318
Suox	0.027855713621739293
Pprc1	0.027842417817516174
Cpeb4	0.027835722654221746
Tbc1d16	0.02783264409785204
Arhgap22	0.02782091369162032
Leo1	0.027818875574671383
5930430L01Rik	0.027799018424307244
Cramp1l	0.027787012946444017
Gm42835	0.02777868747077959
Zc3h18	0.027771126463029035
Golga5	0.027768797496291193
D17H6S53E	0.02776056051750617
Adpgk	0.027754921252395728
Mettl27	0.027754494436435368
Pcgf3	0.02773268906405196
Blmh	0.02773103971282524
Psmd9	0.0277279325882586
H2-Aa	0.027724530397219505
Tbcd	0.02771804999188487
Cbr1	0.027716142925489542
Ube2j1	0.027710098619751055
Ggh	0.027696199817633802
Kctd9	0.027695726750146966
Nsmf	0.02767899548493481
Klhdc3	0.02766964508836851
Pinx1	0.02766233698329793
Kctd11	0.02763101075672267
Eml4	0.027630309441787345
Ilf3	0.027624509392178153
Usp50	0.02762247989920078
Rrp8	0.027611860761524647
Ecsit	0.027607839230990205
Psmg1	0.02758266030871031
Emc1	0.027572200595042617
Dip2a	0.0275664337292389
DHRSX	0.027546636976771857
Slc52a2	0.027545773119325063
Ubap1	0.02754178608403684
Rpl6	0.02753377590959302
Ptpn4	0.027509768232088012
Zdhhc17	0.027509093116577336
As3mt	0.027493466738017402
Mrpl1	0.027492998524410412
Samd5	0.02749058453633964
Acp5	0.027483511416122753
Phospho2	0.027477301289001214
Ankrd16	0.027466481944966675
Gpc1	0.027460461166261083
Bmi1	0.027442992388620326
Ccdc64b	0.027390570877815885
Dkc1	0.02737915215439293
Fbxl20	0.027379070245126848
Sipa1l3	0.02735989467298664
Zbtb2	0.027357062141949783
AI661453	0.02735466655706938
Polk	0.027339748912627138
Mrpl41	0.02730930779878246
Egr3	0.02729468448349618
Mtmr12	0.027270090861539666
Ppp1r21	0.027267621641666084
Dclk1	0.02725870742096733
BC030336	0.027253065347728964
Pccb	0.02724432055043727
Zbp1	0.027228775679903883
Tars2	0.027212076798203064
Ipo9	0.02721082348649709
Mterf4	0.027206065589807402
Pnn	0.027195089856561605
Rreb1	0.02719329410038255
Zfc3h1	0.02718130800950553
Aacs	0.027177952173160276
Ikzf5	0.02717373968606433
Pacs2	0.027170669307646285
Cldn12	0.027170338411990066
Ammecr1l	0.027131250131710083
Nsd3	0.02713097772530641
Srprb	0.027123727457121025
Zcchc10	0.027115815056152792
Madd	0.027102288448487888
Fetub	0.027096176646629777
Ints8	0.027094088281460815
Dpp4	0.027092555057159098
Insr	0.02708495240259478
Parp4	0.027083809037827564
Wdr11	0.02707625710030077
Dnm3	0.027063403354974924
Fbxw11	0.027055978247185187
E2f5	0.027049895376938353
Fra10ac1	0.027045106998998265
Smim13	0.027042081738315373
D10Wsu102e	0.027032880019245024
Etfdh	0.027031463000876544
Ern1	0.027026992359972173
Tnk2	0.027020574654252033
Slc10a7	0.02701659827383938
Aldh16a1	0.027014762012564995
Dcaf7	0.02700958874188155
Zdhhc16	0.0270093631327497
Dnajc12	0.027004647337386476
Cdk11b	0.027001981271255974
Riok1	0.026994110481011278
Fignl2	0.026994070114541142
Rbm6	0.02698965032963339
Epc1	0.026981799425551685
Taf1d	0.02695899615759951
Creb1	0.026958013810026854
Dvl1	0.02692278515021102
Ifnlr1	0.026917992362258416
Tmem94	0.02691449475036155
Zbtb41	0.026883763448461755
Fbxw4	0.0268676280765973
Pik3r2	0.026847890027448744
Mllt10	0.026846420034369243
Gcc2	0.02684548819056003
Ankrd9	0.026836565297536922
Lefty1	0.026803243882268422
Mcm6	0.026785477780483433
AI314180	0.02677670965097298
Slc25a36	0.02675856949543474
Ckap5	0.026756469870989046
Dbt	0.026751650453392218
Naprt	0.026744281640313974
Fam213b	0.026741442507725057
Azin2	0.02673563964030631
Rbpj	0.026735177483668975
Gm14005	0.026718902796363467
Fgfr1op	0.026718659318960235
Vamp3	0.026708693200123482
Mak16	0.026704290215111233
Cnot4	0.026701063888388155
Esf1	0.02669739797731568
Fkbp5	0.026690715188012953
Synrg	0.026679773264675806
2900026A02Rik	0.026678982939814102
Zbtb45	0.026676981041546095
Noc4l	0.02666412666583127
Shprh	0.02666038395277781
Zfp638	0.026653968214104838
Orai2	0.026644174165950163
Cep290	0.026642182912181643
Camsap3	0.026639940654813822
Pitpnm1	0.02661657392238868
Il18rap	0.026605493510339202
Gm5617	0.026599911754981664
Galnt4	0.02659105048560181
March9	0.0265622969751666
Arhgap27	0.026557484544745585
Ehmt1	0.026554433389321376
Pradc1	0.02655413416986303
Timm17b	0.026552287240722755
Mettl10	0.0265369180441329
Lss	0.026508486462919447
Pds5b	0.026496180389447125
Asxl2	0.026491059954120565
Ctu2	0.026490250859368774
Snx19	0.026448362792497238
Kctd1	0.02644043304600201
Dbr1	0.026439349460323076
Bhlhe41	0.02643239081551627
Nup133	0.026431816945489295
Gm6563	0.026428717862740737
Elof1	0.026411056265424948
Tmem203	0.026410782904079964
Ube2l6	0.02639024988239824
Zfp715	0.026387949642398944
Afp	0.026383604858348172
Mrps30	0.02638203367620023
Sil1	0.026377686101374014
Il11ra1	0.02636423773234486
Appl2	0.026343207984084675
Nfkbil1	0.026343150071213524
Spats2l	0.026340537574298724
Upf1	0.026334840443693736
Hibch	0.026299472618145154
Tspan5	0.026280029521976476
Aldh4a1	0.026271664019558192
Casd1	0.02626967428128737
Rpp14	0.026262748645765503
Tmed1	0.026247681184988627
Rab34	0.02623788706889759
A130010J15Rik	0.02623434536664212
Rnf170	0.026227243041505748
Bcas3	0.02622194740318225
Nhlrc3	0.026221608044950558
Hat1	0.026210633716075283
Unkl	0.026203255230670148
Epb41l2	0.026197834241855848
Qrfp	0.026192392713902803
Akap10	0.026188263874580862
Rrp15	0.026183131837695835
Gpm6a	0.026179917155252187
Pcid2	0.026179241602275964
Rab40c	0.026169296509501252
Hdac5	0.026160035302502233
Pih1d1	0.026159267687499443
Fam110c	0.026157497659506177
Nqo2	0.026131577327221326
Tmem120a	0.026113272488211
Mrpl24	0.026073885731570563
Plekhg6	0.02605823063356476
Acads	0.026054405241512646
Cmbl	0.026053642694039626
Snap29	0.026020069555412684
Mier3	0.02601936350691189
1110059E24Rik	0.026009417738051266
Gpr39	0.026002854463328024
2310061I04Rik	0.025988973492306326
Fam212b	0.025977200067509625
Uty	0.025962889217699476
Scaf8	0.025961512875824915
Psme4	0.025956330061374898
Bahd1	0.025956145185185086
Xpo5	0.025951955398726582
Fam208b	0.02593959976797976
Atp6v0a4	0.025934622607186448
Tmx2	0.025928295432391394
Lncpint	0.025920622455000288
Pcgf2	0.025911043722241518
Lrp5	0.025889236127773774
Rabgef1	0.02588675299278697
Opa3	0.02588534363956989
Ranbp3	0.02588183210759743
Caap1	0.025865855489883547
Zdhhc8	0.02584934552315214
Pebp1	0.025846915464207747
Mad1l1	0.02583777526315645
Msrb3	0.02581980269625887
Ttc37	0.025818817427505986
Gstt1	0.025808023997662233
Inpp5k	0.025804572601899573
Smarca2	0.0258039681130921
Adgrb1	0.025803657243577204
Ift46	0.025798956027352556
Tmem39a	0.025785456692005517
Ppil2	0.02578212194016513
Klc4	0.025773106151139268
Eif4g3	0.02577178875565945
Tapbpl	0.025767331901799962
Socs4	0.025756719144824202
Atp6v1h	0.025751840772006422
Camta1	0.025745411202719386
Wbscr22	0.025738886596591425
Vsig2	0.02573795322460403
Rfesd	0.025736926421778727
Pnpla6	0.025735291083135207
Mettl16	0.025716482339302488
Acadvl	0.025716180007569516
Smug1	0.02571068521099194
Ankrd24	0.025704076727971724
Limd1	0.025704026298206804
Zfp518a	0.025697540000920307
Sft2d1	0.02569517370035212
Riox1	0.025670887766359885
Ppp1r8	0.025653281311401325
Stx18	0.025637527501372825
Wdr24	0.02562873308166081
Osbpl11	0.025609882728842286
Sgsm2	0.02560880341545113
Map2k5	0.025587815179120534
Gbe1	0.025566715154853044
Micu3	0.025565429165352566
Gldc	0.025557471854875346
Tcf3	0.025557155483893305
Acadsb	0.025533038897107768
Terf2ip	0.02550480596105526
Cog1	0.025500471896721055
Rap1gap	0.025492405792012007
Eif2ak1	0.025488844195274966
Cuedc1	0.025485309759556225
Anxa6	0.02548363904395536
Eef1akmt2	0.02547954257411229
Them6	0.025477689653983598
Usp31	0.025461096134662988
Abraxas1	0.025445407234151656
Rtca	0.02543449896250044
Nol11	0.02543124330780643
Smpd2	0.025414365156607284
Llgl1	0.025402723083322285
H2-Eb1	0.02540177556418969
Atxn7l1	0.02539391282979137
Cbr4	0.025385926506115247
Ankra2	0.02537013711608727
Zfp362	0.025367855883921996
Mina	0.025361007402078167
E330009J07Rik	0.02535730511112241
Med15	0.02535694599893874
Hspb11	0.025352595374812263
Comtd1	0.025334426022009447
Rps6ka1	0.0253314784334387
Gys1	0.025304816871650402
Unc5b	0.025290897196300042
Tm4sf1	0.02528967537638909
Nat6	0.025286198208501538
Tcta	0.025285570702185258
Gripap1	0.025281344123235166
Gm32856	0.0252779790502327
Rpl10-ps3	0.02526404485320768
Cyp2j6	0.025264005727525112
Rnf130	0.025260969526982195
Scara3	0.025256427115573975
Prps1	0.025249558732629067
Ttc38	0.02523761944323838
Cep350	0.025204399591038987
Pde6d	0.025194151566225453
4921524J17Rik	0.02516208181423394
Lnx2	0.02515254470499697
Wdr45b	0.02513201102882558
Cnnm4	0.02512777629104799
Hspa14	0.025126329191021167
Commd5	0.025124117845383914
Irgq	0.02511570468130701
Ppp1r12c	0.025106791453772908
Gdpgp1	0.025092893182699742
Arfgap2	0.025084801397652873
Rpl32	0.025075019125148184
Usp12	0.025073664308978828
Tbck	0.025061884356646164
Lrch3	0.025057915602468023
Smim8	0.02505605189180641
Fam193a	0.02505337601375698
Nprl2	0.025036885267705707
Strn4	0.02501330289109401
Rflnb	0.02501129006303267
Ccdc51	0.02500261486492861
Ttc3	0.024998526047466423
Dcbld2	0.024994802355700348
Prkrip1	0.024989420931268293
Dhx16	0.02497139603027713
Ints9	0.024962794835733094
Nsmaf	0.024960226637272275
Mllt1	0.024948117864895206
Eri3	0.02494773307288691
Wipi1	0.024943177801592498
Dcps	0.024937255962534068
Adcyap1	0.024923976236202284
Aven	0.024913820262341766
Acvr2a	0.024906613254298597
Sirt7	0.024895588474737284
Brwd3	0.02488694586835492
Dcaf6	0.02488473663041278
Atxn7	0.024884511802472448
Nfxl1	0.024875315423568967
Mical1	0.024872217874516184
Hiatl1	0.024866789860671562
Zkscan17	0.024856399094424
Rtp4	0.024854770170188927
1110032A03Rik	0.024845984770911565
Zcchc4	0.0248300414504791
Fam101b	0.024826898882435854
Rnf25	0.024808440997744177
Stradb	0.024803737384303786
Pdk3	0.024801584627512207
Per1	0.024800680859855182
Zfp974	0.02479568113661997
Crls1	0.024785589716452682
Scaper	0.024780524520841094
Tpst2	0.024780457606012735
Tmem171	0.024769480401004528
Apba3	0.024767543407241122
Slc1a5	0.024766942980314
Usp32	0.024761155304343106
Man1c1	0.024759980705395916
Dhx29	0.024756304167341574
Cenpt	0.024753989728736908
Ttll5	0.024748206698914078
Rev1	0.02474758849238626
Rpl31	0.024747231263222678
Siae	0.024744675569802577
Magohb	0.024742992377812863
Utp18	0.024738948809741958
Bmp7	0.024729859155239904
N6amt2	0.024721528869072806
Supt20	0.02471867557222072
Coro6	0.02471753042940327
Gabpb1	0.024709978592969833
Gid8	0.024706662990470835
Atg10	0.02469686593621781
Phf20	0.02469433015351871
Dapk2	0.024692755551245227
Nrp2	0.02468552234256436
Kremen1	0.024679139514425154
St7	0.02466356017523798
Ikbkap	0.024658646156455872
Rpl26	0.024646790825479936
Idi1	0.02464411261318752
Dlg3	0.024634756573187217
Ttc39c	0.024627709944672914
Hsdl2	0.02462614449229892
Zfp212	0.02461603310159861
Pias2	0.024613889885466082
Hadh	0.024611596946858872
Fbxl17	0.024611484036070864
Tgs1	0.024603571129135325
Nbr1	0.024598270177047337
Sh3kbp1	0.024594268402291914
Sc5d	0.02457127230228914
Fam83e	0.024570336843666253
Zfyve9	0.024557741773340164
Nudt22	0.02454445412162712
Ring1	0.024538032520753324
Fbrs	0.024530501028397444
9530082P21Rik	0.024522110050070985
Gpatch4	0.024519138861826623
Cpt2	0.02451170878578054
Slc30a5	0.024496387399464584
Ccdc122	0.024466811279289617
Casp7	0.024462148314534107
Ipo4	0.024456851651917293
Chid1	0.024441313802457714
Gon7	0.02442542022980125
Rptor	0.024421322133117453
Unc119	0.02441155283977961
Plekhg2	0.024403757789302594
Plekhm1	0.024402636861304648
Kiss1r	0.024401869364066988
Stam2	0.024399438382586458
Adgrl2	0.024389501622224776
Vps33b	0.02438426155179043
Phc1	0.02437716800621697
Gins4	0.02435991863243393
Cbl	0.024346903081829793
Ptgr2	0.024340415390467027
Sirt1	0.024337325807524932
Ddhd2	0.02432143510167171
Luc7l	0.02432143376891672
Mtmr6	0.024310103418224673
Tdg	0.024307844288589793
Pml	0.024299707023185225
Arhgap23	0.02429852484962593
Zfp263	0.024287185573490883
Zfp24	0.024285195579810848
Drosha	0.024255303966585373
Zfp524	0.024242901495360014
Slc25a23	0.024232371480158228
Fam120b	0.024220034326449726
Unc13c	0.024210067634915924
Rnf150	0.024205979042385244
Krba1	0.024204497459639644
Kctd13	0.02420032104444567
Selo	0.024197622014318458
Pyy	0.02419652293582104
Trappc11	0.024172503790405968
Sort1	0.02416387125438457
Srgap3	0.024161003197992102
Nup43	0.02414199576742696
Fam65a	0.02414194737833825
Tyro3	0.024139802720841947
Coa5	0.024135788866377073
Gon4l	0.02411031880173079
Chd6	0.024108857220490103
Slc25a46	0.024101576726233403
Rpia	0.0240956830347746
Il24	0.024094120942492112
Samd10	0.024090151091429108
Cgrrf1	0.024086054712028453
Hspb2	0.024082920556130188
Trim2	0.02406859984441399
Sox11	0.024060466655844635
Serp2	0.024043509279107915
Rprd1a	0.024031638579230765
Ubac2	0.024025646575379197
Atp2c1	0.024025554783860124
Dscr3	0.024021425647461143
Dr1	0.023984728696564362
Chmp7	0.023972110531792514
Herc1	0.023959603965812898
Cyp4f13	0.02395667934038264
Rnf26	0.023951827764243643
Mthfd2l	0.023947118365003024
Rab11fip5	0.02392731406611521
Oxsr1	0.023910826338965883
Zfp592	0.02391030613851265
Rnf215	0.02389137280183779
Cep63	0.023879667968951027
Fbxo45	0.023878872127230496
Med27	0.023877908147887348
Mylip	0.023862079784962787
Atg13	0.02386123090479742
Zfyve19	0.023849358316575833
Coa7	0.023845921574059434
Tbc1d10a	0.023842725763957826
Brip1os	0.023822119327781315
1700049G17Rik	0.0238147850241324
Tlk2	0.023808501440821816
Pqlc2	0.023783544278719874
Smad4	0.023778280629049842
Cdk19	0.023768516134806048
Stra13	0.02375850461125964
Eya1	0.023752333848903403
Ephb6	0.023747664508478067
Gpr146	0.023745391225323275
Micall1	0.02373436116886275
Ddx28	0.023729049378712008
Brox	0.0237286372942844
Echdc1	0.02372210862507723
Prune	0.023709689715831216
Filip1l	0.023707530113473235
Zhx2	0.023704951536448058
Zfpm1	0.023693018679769782
Tmem251	0.023688274232715783
6720427I07Rik	0.023680274363025063
Anapc10	0.02367343555943641
E130309D02Rik	0.023671450100237072
Grpel2	0.023659672643979224
Tnrc6c	0.023639444320279764
Nop9	0.023638301780454025
Ccdc32	0.023637022744741564
Syt7	0.023633832147676028
Porcn	0.023621849497665687
9030624J02Rik	0.023621598520663905
Slc9a8	0.023617712107984697
Eif2b3	0.023611242610094205
Ttc4	0.023610304191560984
Srp54a	0.023595338169872304
Ncbp1	0.02359462067186945
Txndc11	0.02357528843684512
Lyrm1	0.02356760540590454
Isy1	0.023564123028188683
Zfp329	0.02354715342816507
Casp2	0.02354362102045685
Crkl	0.023533053161863104
Nedd4l	0.023523020451268927
Ino80c	0.023521263417492968
Spidr	0.023506661801333917
Mospd1	0.023499772507594944
Dyrk1b	0.02348230819864164
Otud6b	0.023479999604527846
Slc25a20	0.023479320036068976
Med1	0.02345919570333375
2010320M18Rik	0.02343980478800259
Casp8ap2	0.023420212399729752
Tom1	0.02341571069852382
Rnf8	0.023404028948954398
Prpf6	0.023401323727588606
Ppil1	0.023397100148537804
Rrs1	0.023395941102565466
Taz	0.023392945255117297
Slc30a6	0.023387463839176385
Armcx3	0.023380519614039058
Bnc1	0.023370007095240983
Dctn4	0.023343782768851913
Pdlim4	0.023341102988143105
Chtf8	0.023336076093471884
Ston2	0.023314169725606303
Chia1	0.02330171235907261
Mecr	0.023294288479727737
Zfp612	0.023280811058844227
Lnpk	0.023271763914117127
Ppp6r3	0.0232713069638355
Syt11	0.023265966517638095
Cxxc1	0.023265963117159522
Aifm2	0.02324150965642131
Tex30	0.023225474711026702
Flvcr2	0.023223495873706937
2610037D02Rik	0.02321342673408122
Nisch	0.02320608315864909
Gipc2	0.023203822535903296
Mesdc1	0.023203632445034903
Trafd1	0.023199736257895173
Tle1	0.023192335887878227
Mlc1	0.023163647534913907
Fkbp15	0.023146851306470966
Scly	0.023133813767931204
Scnn1b	0.023128464154838834
Fam43a	0.023123765590636152
Fgf1	0.023105872466190353
Lyrm2	0.023091544070189644
Qser1	0.023089002580310408
Gm26735	0.023072940882750217
Sphk2	0.02307025151301672
Ptcd3	0.023067545825422513
Mtmr3	0.023059969497374627
Psrc1	0.023048464724159695
Paf1	0.02302784594065127
Ids	0.023024059695754332
Dctpp1	0.023005440740420973
Lats1	0.022994005798455952
Pex14	0.02297834963320521
Sp140	0.02297796486479543
Rps6kb2	0.0229661598942992
Cap1	0.02296543791561882
4732440D04Rik	0.022961047057912545
Map3k11	0.022956579924243076
Ube4a	0.022952732615015434
