cohort	patient_id	split	interaction_name	ligand	receptor	prob_high	prob_low	delta	detected	detected_high	detected_low	ligand_prop_high	ligand_prop_low	receptor_prop	n_mal_high	n_mal_low	n_tnk	n_mal
GSE189357	TD4	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.056910570710897446	0.08479531854391098	0.04481397941708565	123	342	7096	491
GSE189357	TD4	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.056910570710897446	0.08479531854391098	0.03072153404355049	123	342	7096	491
GSE189357	TD4	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.008130080997943878	0.0	0.12063134461641312	123	342	7096	491
GSE189357	TD4	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.008130080997943878	0.005847953259944916	0.12063134461641312	123	342	7096	491
GSE189357	TD4	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.1553881272837981	0.0	0.1553881272837981	True	True	False	0.20325203239917755	0.08187134563922882	0.8843010067939758	123	342	7096	491
GSE189357	TD4	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0031840149405998825	0.0	0.0031840149405998825	True	True	False	0.20325203239917755	0.08187134563922882	0.1567080020904541	123	342	7096	491
GSE189357	TD4	q4q1	LGALS9_CD44	LGALS9	CD44	0.11683072464452374	0.0	0.11683072464452374	True	True	False	0.20325203239917755	0.08187134563922882	0.7461950182914734	123	342	7096	491
GSE189357	TD4	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.08747927452988688	0.0	0.08747927452988688	True	True	False	0.7398374080657959	0.07894736528396606	0.13979706168174744	123	342	7096	491
GSE189357	TD4	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.019074412785595227	0.0	0.019074412785595227	True	True	False	0.7398374080657959	0.07894736528396606	0.12020856887102127	123	342	7096	491
GSE189357	TD4	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.4447938540065935	0.037656130864872996	0.4071377231417205	True	True	True	0.8048780560493469	0.14327485859394073	0.3252536654472351	123	342	7096	491
GSE189357	TD4	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.21131558655153557	0.17040222803532656	0.040913358516209	True	True	True	0.9593495726585388	0.7397660613059998	0.154030442237854	123	342	7096	491
GSE189357	TD4	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.2130573801774245	0.20288068819722457	0.010176691980199937	True	True	True	0.9186992049217224	0.8040935397148132	0.154030442237854	123	342	7096	491
GSE189357	TD4	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.17016084165332707	0.18224322748149366	-0.012082385828166592	True	True	True	0.869918704032898	0.7573099136352539	0.154030442237854	123	342	7096	491
GSE189357	TD4	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.008818168236692523	0.0008108701484933323	0.00800729808819919	True	True	True	0.42276424169540405	0.13450291752815247	0.12260428071022034	123	342	7096	491
GSE189357	TD4	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.07382550090551376	0.08479531854391098	0.04481397941708565	149	342	7096	491
GSE189357	TD4	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.07382550090551376	0.08479531854391098	0.03072153404355049	149	342	7096	491
GSE189357	TD4	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.00671140942722559	0.0	0.12063134461641312	149	342	7096	491
GSE189357	TD4	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.00671140942722559	0.005847953259944916	0.12063134461641312	149	342	7096	491
GSE189357	TD4	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.15880457890382357	0.0	0.15880457890382357	True	True	False	0.20134228467941284	0.08187134563922882	0.8843010067939758	149	342	7096	491
GSE189357	TD4	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0032669645780155888	0.0	0.0032669645780155888	True	True	False	0.20134228467941284	0.08187134563922882	0.1567080020904541	149	342	7096	491
GSE189357	TD4	pctpos	LGALS9_CD44	LGALS9	CD44	0.11951939406147154	0.0	0.11951939406147154	True	True	False	0.20134228467941284	0.08187134563922882	0.7461950182914734	149	342	7096	491
GSE189357	TD4	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.08441088381664671	0.0	0.08441088381664671	True	True	False	0.7315436005592346	0.07894736528396606	0.13979706168174744	149	342	7096	491
GSE189357	TD4	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.018357098346824675	0.0	0.018357098346824675	True	True	False	0.7315436005592346	0.07894736528396606	0.12020856887102127	149	342	7096	491
GSE189357	TD4	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.42316664940899706	0.037656130864872996	0.38551051854412405	True	True	True	0.7718120813369751	0.14327485859394073	0.3252536654472351	149	342	7096	491
GSE189357	TD4	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.20713845157812869	0.17040222803532656	0.03673622354280212	True	True	True	0.9530201554298401	0.7397660613059998	0.154030442237854	149	342	7096	491
GSE189357	TD4	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.2119377480017306	0.20288068819722457	0.009057059804506024	True	True	True	0.9328858852386475	0.8040935397148132	0.154030442237854	149	342	7096	491
GSE189357	TD4	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.17160826582077604	0.18224322748149366	-0.010634961660717618	True	True	True	0.8859060406684875	0.7573099136352539	0.154030442237854	149	342	7096	491
GSE189357	TD4	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.008821478727715113	0.0008108701484933323	0.00801060857922178	True	True	True	0.42953020334243774	0.13450291752815247	0.12260428071022034	149	342	7096	491
GSE189357	TD4	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.07382550090551376	0.08479531854391098	0.04481397941708565	149	342	7096	491
GSE189357	TD4	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.07382550090551376	0.08479531854391098	0.03072153404355049	149	342	7096	491
GSE189357	TD4	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.00671140942722559	0.0	0.12063134461641312	149	342	7096	491
GSE189357	TD4	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.00671140942722559	0.005847953259944916	0.12063134461641312	149	342	7096	491
GSE189357	TD4	median	LGALS9_CD45	LGALS9	PTPRC	0.15880457890382357	0.0	0.15880457890382357	True	True	False	0.20134228467941284	0.08187134563922882	0.8843010067939758	149	342	7096	491
GSE189357	TD4	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0032669645780155888	0.0	0.0032669645780155888	True	True	False	0.20134228467941284	0.08187134563922882	0.1567080020904541	149	342	7096	491
GSE189357	TD4	median	LGALS9_CD44	LGALS9	CD44	0.11951939406147154	0.0	0.11951939406147154	True	True	False	0.20134228467941284	0.08187134563922882	0.7461950182914734	149	342	7096	491
GSE189357	TD4	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.08441088381664671	0.0	0.08441088381664671	True	True	False	0.7315436005592346	0.07894736528396606	0.13979706168174744	149	342	7096	491
GSE189357	TD4	median	CDH1_KLRG1	CDH1	KLRG1	0.018357098346824675	0.0	0.018357098346824675	True	True	False	0.7315436005592346	0.07894736528396606	0.12020856887102127	149	342	7096	491
GSE189357	TD4	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.42316664940899706	0.037656130864872996	0.38551051854412405	True	True	True	0.7718120813369751	0.14327485859394073	0.3252536654472351	149	342	7096	491
GSE189357	TD4	median	HLA-A_CD8A	HLA-A	CD8A	0.20713845157812869	0.17040222803532656	0.03673622354280212	True	True	True	0.9530201554298401	0.7397660613059998	0.154030442237854	149	342	7096	491
GSE189357	TD4	median	HLA-B_CD8A	HLA-B	CD8A	0.2119377480017306	0.20288068819722457	0.009057059804506024	True	True	True	0.9328858852386475	0.8040935397148132	0.154030442237854	149	342	7096	491
GSE189357	TD4	median	HLA-C_CD8A	HLA-C	CD8A	0.17160826582077604	0.18224322748149366	-0.010634961660717618	True	True	True	0.8859060406684875	0.7573099136352539	0.154030442237854	149	342	7096	491
GSE189357	TD4	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.008821478727715113	0.0008108701484933323	0.00801060857922178	True	True	True	0.42953020334243774	0.13450291752815247	0.12260428071022034	149	342	7096	491
GSE189357	TD4	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.08146639168262482	0.08479531854391098	0.04481397941708565	491	342	7096	491
GSE189357	TD4	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.08146639168262482	0.08479531854391098	0.03072153404355049	491	342	7096	491
GSE189357	TD4	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0020366599783301353	0.0	0.12063134461641312	491	342	7096	491
GSE189357	TD4	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.006109979469329119	0.005847953259944916	0.12063134461641312	491	342	7096	491
GSE189357	TD4	tertile	LGALS9_CD45	LGALS9	PTPRC	0.025044261920755775	0.0	0.025044261920755775	True	True	False	0.1181262731552124	0.08187134563922882	0.8843010067939758	491	342	7096	491
GSE189357	TD4	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0004457887898949989	0.0	0.0004457887898949989	True	True	False	0.1181262731552124	0.08187134563922882	0.1567080020904541	491	342	7096	491
GSE189357	TD4	tertile	LGALS9_CD44	LGALS9	CD44	0.01813541101554691	0.0	0.01813541101554691	True	True	False	0.1181262731552124	0.08187134563922882	0.7461950182914734	491	342	7096	491
GSE189357	TD4	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0228299129156583	0.0	0.0228299129156583	True	True	False	0.2769857347011566	0.07894736528396606	0.13979706168174744	491	342	7096	491
GSE189357	TD4	tertile	CDH1_KLRG1	CDH1	KLRG1	0.004716648457428161	0.0	0.004716648457428161	True	True	False	0.2769857347011566	0.07894736528396606	0.12020856887102127	491	342	7096	491
GSE189357	TD4	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.19353874869410678	0.037656130864872996	0.1558826178292338	True	True	True	0.3340122103691101	0.14327485859394073	0.3252536654472351	491	342	7096	491
GSE189357	TD4	tertile	HLA-A_CD8A	HLA-A	CD8A	0.18330022044054023	0.17040222803532656	0.012897992405213665	True	True	True	0.8044806718826294	0.7397660613059998	0.154030442237854	491	342	7096	491
GSE189357	TD4	tertile	HLA-B_CD8A	HLA-B	CD8A	0.20600254949458444	0.20288068819722457	0.0031218612973598625	True	True	True	0.8431771993637085	0.8040935397148132	0.154030442237854	491	342	7096	491
GSE189357	TD4	tertile	HLA-C_CD8A	HLA-C	CD8A	0.1781625734584441	0.18224322748149366	-0.004080654023049551	True	True	True	0.7963340282440186	0.7573099136352539	0.154030442237854	491	342	7096	491
GSE189357	TD4	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0031558923591469006	0.0008108701484933323	0.0023450222106535684	True	True	True	0.22403258085250854	0.13450291752815247	0.12260428071022034	491	342	7096	491
GSE189357	TD5	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.2626728117465973	0.29197078943252563	0.010492989793419838	434	1096	11055	1736
GSE189357	TD5	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.2626728117465973	0.29197078943252563	0.028855720534920692	434	1096	11055	1736
GSE189357	TD5	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.004608294926583767	0.011861314065754414	0.14825870096683502	434	1096	11055	1736
GSE189357	TD5	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.004608294926583767	0.02645985409617424	0.14825870096683502	434	1096	11055	1736
GSE189357	TD5	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.10686118944983732	0.0	0.10686118944983732	True	True	False	0.1520737260580063	0.09489051252603531	0.8262324929237366	434	1096	11055	1736
GSE189357	TD5	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.1520737260580063	0.09489051252603531	0.058796923607587814	434	1096	11055	1736
GSE189357	TD5	q4q1	LGALS9_CD44	LGALS9	CD44	0.08346833045981786	0.0	0.08346833045981786	True	True	False	0.1520737260580063	0.09489051252603531	0.7186793088912964	434	1096	11055	1736
GSE189357	TD5	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.004416568116430335	0.0	0.004416568116430335	True	True	False	0.33870968222618103	0.036496348679065704	0.10447761416435242	434	1096	11055	1736
GSE189357	TD5	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.33870968222618103	0.036496348679065704	0.05979194864630699	434	1096	11055	1736
GSE189357	TD5	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.09175423032907513	0.0	0.09175423032907513	True	True	False	0.3479262590408325	0.07025547325611115	0.1694255918264389	434	1096	11055	1736
GSE189357	TD5	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.43080977286652633	0.4476320797306283	-0.016822306864101966	True	True	True	0.8870967626571655	0.849452555179596	0.1981908679008484	434	1096	11055	1736
GSE189357	TD5	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.49740608091379424	0.5292824358894118	-0.03187635497561758	True	True	True	0.9700461030006409	0.9607664346694946	0.1981908679008484	434	1096	11055	1736
GSE189357	TD5	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.456954347970131	0.49932334808111983	-0.04236900011098882	True	True	True	0.9331797361373901	0.9270073175430298	0.1981908679008484	434	1096	11055	1736
GSE189357	TD5	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.015539846142462878	0.0	0.015539846142462878	True	True	False	0.260368674993515	0.09397809952497482	0.14473089575767517	434	1096	11055	1736
GSE189357	TD5	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.25468748807907104	0.29197078943252563	0.010492989793419838	640	1096	11055	1736
GSE189357	TD5	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.25468748807907104	0.29197078943252563	0.028855720534920692	640	1096	11055	1736
GSE189357	TD5	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.004687500186264515	0.011861314065754414	0.14825870096683502	640	1096	11055	1736
GSE189357	TD5	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0078125	0.02645985409617424	0.14825870096683502	640	1096	11055	1736
GSE189357	TD5	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.15946405851346543	0.0	0.15946405851346543	True	True	False	0.17343750596046448	0.09489051252603531	0.8262324929237366	640	1096	11055	1736
GSE189357	TD5	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.17343750596046448	0.09489051252603531	0.058796923607587814	640	1096	11055	1736
GSE189357	TD5	pctpos	LGALS9_CD44	LGALS9	CD44	0.1261828410636333	0.0	0.1261828410636333	True	True	False	0.17343750596046448	0.09489051252603531	0.7186793088912964	640	1096	11055	1736
GSE189357	TD5	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.005032952220285198	0.0	0.005032952220285198	True	True	False	0.3765625059604645	0.036496348679065704	0.10447761416435242	640	1096	11055	1736
GSE189357	TD5	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.3765625059604645	0.036496348679065704	0.05979194864630699	640	1096	11055	1736
GSE189357	TD5	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.09172258822252022	0.0	0.09172258822252022	True	True	False	0.359375	0.07025547325611115	0.1694255918264389	640	1096	11055	1736
GSE189357	TD5	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.4364185679376426	0.4476320797306283	-0.011213511792985686	True	True	True	0.918749988079071	0.849452555179596	0.1981908679008484	640	1096	11055	1736
GSE189357	TD5	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.49306456995358755	0.5292824358894118	-0.03621786593582427	True	True	True	0.9750000238418579	0.9607664346694946	0.1981908679008484	640	1096	11055	1736
GSE189357	TD5	pctpos	HLA-C_CD8A	HLA-C	CD8A	0.4501202975844025	0.49932334808111983	-0.04920305049671736	True	True	True	0.9390624761581421	0.9270073175430298	0.1981908679008484	640	1096	11055	1736
GSE189357	TD5	pctpos	NECTIN2_TIGIT	NECTIN2	TIGIT	0.017260443363414178	0.0	0.017260443363414178	True	True	False	0.27812498807907104	0.09397809952497482	0.14473089575767517	640	1096	11055	1736
GSE189357	TD5	median	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.25468748807907104	0.29197078943252563	0.010492989793419838	640	1096	11055	1736
GSE189357	TD5	median	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.25468748807907104	0.29197078943252563	0.028855720534920692	640	1096	11055	1736
GSE189357	TD5	median	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.004687500186264515	0.011861314065754414	0.14825870096683502	640	1096	11055	1736
GSE189357	TD5	median	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0078125	0.02645985409617424	0.14825870096683502	640	1096	11055	1736
GSE189357	TD5	median	LGALS9_CD45	LGALS9	PTPRC	0.15946405851346543	0.0	0.15946405851346543	True	True	False	0.17343750596046448	0.09489051252603531	0.8262324929237366	640	1096	11055	1736
GSE189357	TD5	median	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.17343750596046448	0.09489051252603531	0.058796923607587814	640	1096	11055	1736
GSE189357	TD5	median	LGALS9_CD44	LGALS9	CD44	0.1261828410636333	0.0	0.1261828410636333	True	True	False	0.17343750596046448	0.09489051252603531	0.7186793088912964	640	1096	11055	1736
GSE189357	TD5	median	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.005032952220285198	0.0	0.005032952220285198	True	True	False	0.3765625059604645	0.036496348679065704	0.10447761416435242	640	1096	11055	1736
GSE189357	TD5	median	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.3765625059604645	0.036496348679065704	0.05979194864630699	640	1096	11055	1736
GSE189357	TD5	median	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.09172258822252022	0.0	0.09172258822252022	True	True	False	0.359375	0.07025547325611115	0.1694255918264389	640	1096	11055	1736
GSE189357	TD5	median	HLA-A_CD8A	HLA-A	CD8A	0.4364185679376426	0.4476320797306283	-0.011213511792985686	True	True	True	0.918749988079071	0.849452555179596	0.1981908679008484	640	1096	11055	1736
GSE189357	TD5	median	HLA-B_CD8A	HLA-B	CD8A	0.49306456995358755	0.5292824358894118	-0.03621786593582427	True	True	True	0.9750000238418579	0.9607664346694946	0.1981908679008484	640	1096	11055	1736
GSE189357	TD5	median	HLA-C_CD8A	HLA-C	CD8A	0.4501202975844025	0.49932334808111983	-0.04920305049671736	True	True	True	0.9390624761581421	0.9270073175430298	0.1981908679008484	640	1096	11055	1736
GSE189357	TD5	median	NECTIN2_TIGIT	NECTIN2	TIGIT	0.017260443363414178	0.0	0.017260443363414178	True	True	False	0.27812498807907104	0.09397809952497482	0.14473089575767517	640	1096	11055	1736
GSE189357	TD5	tertile	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.2556131184101105	0.29197078943252563	0.010492989793419838	579	1096	11055	1736
GSE189357	TD5	tertile	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.2556131184101105	0.29197078943252563	0.028855720534920692	579	1096	11055	1736
GSE189357	TD5	tertile	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.005181347019970417	0.011861314065754414	0.14825870096683502	579	1096	11055	1736
GSE189357	TD5	tertile	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0069084628485143185	0.02645985409617424	0.14825870096683502	579	1096	11055	1736
GSE189357	TD5	tertile	LGALS9_CD45	LGALS9	PTPRC	0.13527044511270422	0.0	0.13527044511270422	True	True	False	0.16407600045204163	0.09489051252603531	0.8262324929237366	579	1096	11055	1736
GSE189357	TD5	tertile	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.16407600045204163	0.09489051252603531	0.058796923607587814	579	1096	11055	1736
GSE189357	TD5	tertile	LGALS9_CD44	LGALS9	CD44	0.10639942140189482	0.0	0.10639942140189482	True	True	False	0.16407600045204163	0.09489051252603531	0.7186793088912964	579	1096	11055	1736
GSE189357	TD5	tertile	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.004482386616712616	0.0	0.004482386616712616	True	True	False	0.3454231321811676	0.036496348679065704	0.10447761416435242	579	1096	11055	1736
GSE189357	TD5	tertile	CDH1_KLRG1	CDH1	KLRG1	0.0	0.0	0.0	False	False	False	0.3454231321811676	0.036496348679065704	0.05979194864630699	579	1096	11055	1736
GSE189357	TD5	tertile	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.08877457393787809	0.0	0.08877457393787809	True	True	False	0.3454231321811676	0.07025547325611115	0.1694255918264389	579	1096	11055	1736
GSE189357	TD5	tertile	HLA-A_CD8A	HLA-A	CD8A	0.4364896028088381	0.4476320797306283	-0.011142476921790212	True	True	True	0.9119170904159546	0.849452555179596	0.1981908679008484	579	1096	11055	1736
GSE189357	TD5	tertile	HLA-B_CD8A	HLA-B	CD8A	0.49526483190452186	0.5292824358894118	-0.034017603984889955	True	True	True	0.9723661541938782	0.9607664346694946	0.1981908679008484	579	1096	11055	1736
GSE189357	TD5	tertile	HLA-C_CD8A	HLA-C	CD8A	0.4526121656888356	0.49932334808111983	-0.04671118239228422	True	True	True	0.9378238320350647	0.9270073175430298	0.1981908679008484	579	1096	11055	1736
GSE189357	TD5	tertile	NECTIN2_TIGIT	NECTIN2	TIGIT	0.014708570007348706	0.0	0.014708570007348706	True	True	False	0.2573402523994446	0.09397809952497482	0.14473089575767517	579	1096	11055	1736
GSE189357	TD6	q4q1	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.023102309554815292	0.0859728530049324	0.03213443234562874	303	442	3392	1211
GSE189357	TD6	q4q1	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.023102309554815292	0.0859728530049324	0.016804244369268417	303	442	3392	1211
GSE189357	TD6	q4q1	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0	0.07900943607091904	303	442	3392	1211
GSE189357	TD6	q4q1	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0033003301359713078	0.006787330377846956	0.07900943607091904	303	442	3392	1211
GSE189357	TD6	q4q1	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.08250825107097626	0.08371040970087051	0.7977594137191772	303	442	3392	1211
GSE189357	TD6	q4q1	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.08250825107097626	0.08371040970087051	0.109375	303	442	3392	1211
GSE189357	TD6	q4q1	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.08250825107097626	0.08371040970087051	0.6465212106704712	303	442	3392	1211
GSE189357	TD6	q4q1	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.6171616911888123	0.0882352963089943	0.08136792480945587	303	442	3392	1211
GSE189357	TD6	q4q1	CDH1_KLRG1	CDH1	KLRG1	0.056983816281583756	0.0	0.056983816281583756	True	True	False	0.6171616911888123	0.0882352963089943	0.14003537595272064	303	442	3392	1211
GSE189357	TD6	q4q1	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.20766473716522924	0.0031945958558418862	0.20447014130938734	True	True	True	0.5973597168922424	0.1085972860455513	0.2317216992378235	303	442	3392	1211
GSE189357	TD6	q4q1	HLA-A_CD8A	HLA-A	CD8A	0.24534603420002496	0.2525422290920919	-0.007196194892066937	True	True	True	0.8184818625450134	0.6696832776069641	0.17069575190544128	303	442	3392	1211
GSE189357	TD6	q4q1	HLA-B_CD8A	HLA-B	CD8A	0.3077914003074322	0.30554280086466984	0.0022485994427623446	True	True	True	0.9306930899620056	0.7692307829856873	0.17069575190544128	303	442	3392	1211
GSE189357	TD6	q4q1	HLA-C_CD8A	HLA-C	CD8A	0.21723914700027597	0.2183454651723765	-0.0011063181721005233	True	True	True	0.8085808753967285	0.6131221652030945	0.17069575190544128	303	442	3392	1211
GSE189357	TD6	q4q1	NECTIN2_TIGIT	NECTIN2	TIGIT	0.0006689493776961624	6.179859145514749e-05	0.0006071507862410149	True	True	True	0.4686468541622162	0.1289592832326889	0.10288915038108826	303	442	3392	1211
GSE189357	TD6	pctpos	CCL5_CCR1	CCL5	CCR1	0.0	0.0	0.0	False	False	False	0.036410924047231674	0.0859728530049324	0.03213443234562874	769	442	3392	1211
GSE189357	TD6	pctpos	CCL5_CCR5	CCL5	CCR5	0.0	0.0	0.0	False	False	False	0.036410924047231674	0.0859728530049324	0.016804244369268417	769	442	3392	1211
GSE189357	TD6	pctpos	CXCL9_CXCR3	CXCL9	CXCR3	0.0	0.0	0.0	False	False	False	0.0	0.0	0.07900943607091904	769	442	3392	1211
GSE189357	TD6	pctpos	CXCL10_CXCR3	CXCL10	CXCR3	0.0	0.0	0.0	False	False	False	0.0026007802225649357	0.006787330377846956	0.07900943607091904	769	442	3392	1211
GSE189357	TD6	pctpos	LGALS9_CD45	LGALS9	PTPRC	0.0	0.0	0.0	False	False	False	0.09492848068475723	0.08371040970087051	0.7977594137191772	769	442	3392	1211
GSE189357	TD6	pctpos	LGALS9_HAVCR2	LGALS9	HAVCR2	0.0	0.0	0.0	False	False	False	0.09492848068475723	0.08371040970087051	0.109375	769	442	3392	1211
GSE189357	TD6	pctpos	LGALS9_CD44	LGALS9	CD44	0.0	0.0	0.0	False	False	False	0.09492848068475723	0.08371040970087051	0.6465212106704712	769	442	3392	1211
GSE189357	TD6	pctpos	CDH1_ITGAE_ITGB7	CDH1	ITGAE_ITGB7	0.0	0.0	0.0	False	False	False	0.6462938785552979	0.0882352963089943	0.08136792480945587	769	442	3392	1211
GSE189357	TD6	pctpos	CDH1_KLRG1	CDH1	KLRG1	0.054519857646552664	0.0	0.054519857646552664	True	True	False	0.6462938785552979	0.0882352963089943	0.14003537595272064	769	442	3392	1211
GSE189357	TD6	pctpos	JAM1_ITGAL_ITGB2	F11R	ITGAL_ITGB2	0.20716137309128255	0.0031945958558418862	0.20396677723544065	True	True	True	0.6423926949501038	0.1085972860455513	0.2317216992378235	769	442	3392	1211
GSE189357	TD6	pctpos	HLA-A_CD8A	HLA-A	CD8A	0.23822184089746715	0.2525422290920919	-0.01432038819462475	True	True	True	0.8491547703742981	0.6696832776069641	0.17069575190544128	769	442	3392	1211
GSE189357	TD6	pctpos	HLA-B_CD8A	HLA-B	CD8A	0.29905498506896744	0.30554280086466984	-0.006487815795702401	True	True	True	0.9427828192710876	0.7692307829856873	0.17069575190544128	769	442	3392	1211
