spec	rank_name	rule	n_hits	eligible	note	qc_delta	n_cohorts	top1	top2	top3	top1_family	lead_priority	n_story_top3	junction_term	junction_rank	junction_effect	junction_p	junction_fdr	strict_tj_term	strict_tj_rank	strict_tj_effect	keratin_term	keratin_rank	keratin_effect	adhesion_term	adhesion_rank	adhesion_effect	n_sets
q4q1_min_cohort_logFC||p<0.05 & logFC>1	q4q1_min_cohort_logFC	p<0.05 & logFC>1	275	True	Minimum within-cohort Q4−Q1 log2 fold-change (concordant direction). Rank uses the minimum; ORA fold-change filter uses the mean.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_P53_PATHWAY	adhesion	2	1	HALLMARK_APICAL_JUNCTION	7	7.673739456419869	1.0198367778294864e-10	9.906985841772153e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	36	3.55017199017199	GOBP_KERATINIZATION	10	15.92198347107438	GOBP_CELL_CELL_ADHESION	1	4.03595829679431	68
q4q1_concordance_weighted_logFC||p<0.01 & stat>0	q4q1_concordance_weighted_logFC	p<0.01 & stat>0	204	True	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	3.867005931364888	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	8.51900141499899	1.2488504147175846e-09	4.2460914100397873e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.9762851086380495	GOBP_KERATINIZATION	4	18.780525846702318	GOBP_CELL_CELL_ADHESION	3	3.5427358510392364	68
q4q1_concordance_weighted_logFC||top100 positive stat	q4q1_concordance_weighted_logFC	top100 positive stat	100	True	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	3.867005931364888	4	GOBP_KERATINIZATION	HALLMARK_KRAS_SIGNALING_UP	KRT_EPITHELIAL	keratin	2	2	HALLMARK_APICAL_JUNCTION	5	8.68938144329897	1.6805475988500448e-05	0.00019235604791485324	GOBP_TIGHT_JUNCTION_ORGANIZATION	25	6.508648648648649	GOBP_KERATINIZATION	1	38.31227272727273	GOBP_CELL_CELL_ADHESION	4	4.129817792068596	68
q4q1_concordance_weighted_logFC||top200 positive stat	q4q1_concordance_weighted_logFC	top200 positive stat	200	True	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	3.867005931364888	4	GOBP_KERATINIZATION	GOBP_CELL_CELL_ADHESION	KRT_EPITHELIAL	keratin	2	3	HALLMARK_APICAL_JUNCTION	8	7.448041237113403	8.671142392215472e-08	7.370471033383152e-07	GOBP_TIGHT_JUNCTION_ORGANIZATION	30	4.881486486486486	GOBP_KERATINIZATION	1	30.102500000000003	GOBP_CELL_CELL_ADHESION	2	4.516988210075027	68
q4q1_concordance_weighted_logFC||top300 positive stat	q4q1_concordance_weighted_logFC	top300 positive stat	300	True	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	KRT_EPITHELIAL	GOBP_KERATINIZATION	adhesion	2	3	HALLMARK_APICAL_JUNCTION	9	6.206701030927835	2.3496362612540833e-08	1.7752807307253074e-07	GOBP_TIGHT_JUNCTION_ORGANIZATION	36	3.2543243243243247	KRT_EPITHELIAL	2	42.497647058823524	GOBP_CELL_CELL_ADHESION	1	4.215855662736692	68
q4q1_concordance_weighted_logFC||p<0.01 & logFC>0.25	q4q1_concordance_weighted_logFC	p<0.01 & logFC>0.25	204	True	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	3.867005931364888	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	8.51900141499899	1.2488504147175846e-09	4.2460914100397873e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.9762851086380495	GOBP_KERATINIZATION	4	18.780525846702318	GOBP_CELL_CELL_ADHESION	3	3.5427358510392364	68
q4q1_concordance_weighted_logFC||p<0.05 & logFC>0.50	q4q1_concordance_weighted_logFC	p<0.05 & logFC>0.50	587	True	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	3.867005931364888	4	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_P53_PATHWAY	GOBP_CELL_CELL_ADHESION	other	2	1	HALLMARK_APICAL_JUNCTION	4	6.555629708986811	9.008364003782512e-17	1.531421880643027e-15	GOBP_TIGHT_JUNCTION_ORGANIZATION	22	5.543993738201575	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	13	16.892875037578918	GOBP_CELL_CELL_ADHESION	3	3.165959125095176	68
q4q1_concordance_weighted_logFC||p<0.05 & logFC>1	q4q1_concordance_weighted_logFC	p<0.05 & logFC>1	275	True	Mean within-cohort logFC multiplied by the fraction of cohorts with logFC>0.	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_P53_PATHWAY	adhesion	2	1	HALLMARK_APICAL_JUNCTION	7	7.673739456419869	1.0198367778294864e-10	9.906985841772153e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	36	3.55017199017199	GOBP_KERATINIZATION	10	15.92198347107438	GOBP_CELL_CELL_ADHESION	1	4.03595829679431	68
q4q1_stouffer_z||p<0.01 & stat>0	q4q1_stouffer_z	p<0.01 & stat>0	204	True	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	3.867005931364888	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	8.51900141499899	1.2488504147175846e-09	4.2460914100397873e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.9762851086380495	GOBP_KERATINIZATION	4	18.780525846702318	GOBP_CELL_CELL_ADHESION	3	3.5427358510392364	68
q4q1_stouffer_z||top100 positive stat	q4q1_stouffer_z	top100 positive stat	100	True	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	GOBP_CELL_JUNCTION_ORGANIZATION	adhesion	2	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	2	8.428700000000001	2.0450462579106363e-05	0.0006953157276896163	GOBP_TIGHT_JUNCTION_ORGANIZATION	6	13.017297297297297	GOBP_KERATINIZATION	7	16.419545454545457	GOBP_CELL_CELL_ADHESION	1	3.871704180064309	68
q4q1_stouffer_z||top200 positive stat	q4q1_stouffer_z	top200 positive stat	200	True	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	3.867005931364888	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	8.68938144329897	9.643415697822476e-10	3.2787613372596414e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	8.135810810810812	GOBP_KERATINIZATION	4	19.156136363636364	GOBP_CELL_CELL_ADHESION	3	3.6135905680600215	68
q4q1_stouffer_z||top300 positive stat	q4q1_stouffer_z	top300 positive stat	300	True	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	3.867005931364888	4	HALLMARK_P53_PATHWAY	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	other	2	2	HALLMARK_APICAL_JUNCTION	3	7.448041237113403	4.5872240765353204e-11	1.0397707906813394e-09	GOBP_TIGHT_JUNCTION_ORGANIZATION	22	5.423873873873874	GOBP_KERATINIZATION	4	16.419545454545457	GOBP_CELL_CELL_ADHESION	2	3.44151482672383	68
q4q1_stouffer_z||p<0.01 & logFC>0.25	q4q1_stouffer_z	p<0.01 & logFC>0.25	204	True	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	3.867005931364888	4	HALLMARK_P53_PATHWAY	HALLMARK_APICAL_JUNCTION	GOBP_CELL_CELL_ADHESION	other	2	2	HALLMARK_APICAL_JUNCTION	2	8.51900141499899	1.2488504147175846e-09	4.2460914100397873e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.9762851086380495	GOBP_KERATINIZATION	4	18.780525846702318	GOBP_CELL_CELL_ADHESION	3	3.5427358510392364	68
q4q1_stouffer_z||p<0.05 & logFC>0.50	q4q1_stouffer_z	p<0.05 & logFC>0.50	587	True	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	3.867005931364888	4	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_P53_PATHWAY	GOBP_CELL_CELL_ADHESION	other	2	1	HALLMARK_APICAL_JUNCTION	4	6.555629708986811	9.008364003782512e-17	1.531421880643027e-15	GOBP_TIGHT_JUNCTION_ORGANIZATION	22	5.543993738201575	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	13	16.892875037578918	GOBP_CELL_CELL_ADHESION	3	3.165959125095176	68
q4q1_stouffer_z||p<0.05 & logFC>1	q4q1_stouffer_z	p<0.05 & logFC>1	275	True	Equal-weight Stouffer combination of within-cohort Welch z (Q4 vs Q1, ≥2 per side).	3.867005931364888	4	GOBP_CELL_CELL_ADHESION	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_P53_PATHWAY	adhesion	2	1	HALLMARK_APICAL_JUNCTION	7	7.673739456419869	1.0198367778294864e-10	9.906985841772153e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	36	3.55017199017199	GOBP_KERATINIZATION	10	15.92198347107438	GOBP_CELL_CELL_ADHESION	1	4.03595829679431	68
median_ols_t||p<0.01 & stat>0	median_ols_t	p<0.01 & stat>0	406	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	2.4848196274509355	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	7.643720481438221	3.338288270214789e-15	1.1350180118730282e-13	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	6.41246172280655	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	11	20.93480150680962	GOBP_CELL_CELL_ADHESION	1	3.433038189219584	68
median_ols_t||top100 positive stat	median_ols_t	top100 positive stat	100	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	2.4848196274509355	4	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_INFLAMMATORY_RESPONSE	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	3	8.428700000000001	2.0450462579106363e-05	0.0004635438184597442	KEGG_TIGHT_JUNCTION	16	4.6912987012987015	GOBP_KERATINIZATION	4	21.892727272727274	CUSTOM_EPITHELIAL_ADHESION	9	20.94086956521739	68
median_ols_t||top200 positive stat	median_ols_t	top200 positive stat	200	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	2.4848196274509355	4	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_JUNCTION_ORGANIZATION	HALLMARK_INFLAMMATORY_RESPONSE	other	2	1	GOBP_CELL_JUNCTION_ORGANIZATION	2	3.874579207920792	3.805264948355208e-09	1.2937900824407706e-07	GOBP_TIGHT_JUNCTION_ORGANIZATION	15	8.135810810810812	GOBP_KERATINIZATION	7	19.156136363636364	GOBP_CELL_CELL_ADHESION	6	3.3554769560557345	68
median_ols_t||top300 positive stat	median_ols_t	top300 positive stat	300	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	2.4848196274509355	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	8.275601374570448	5.215258683985477e-13	1.7731879525550623e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	7.593423423423424	GOBP_KERATINIZATION	11	12.770757575757576	GOBP_CELL_CELL_ADHESION	1	3.785666309396213	68
median_ols_t||p<0.01 & logFC>0.25	median_ols_t	p<0.01 & logFC>0.25	398	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	2.4848196274509355	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	GOBP_CELL_JUNCTION_ORGANIZATION	adhesion	2	3	HALLMARK_APICAL_JUNCTION	2	7.797363104180697	2.11121099489453e-15	7.178117382641402e-14	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	6.541355425777536	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	11	21.35560153709725	GOBP_CELL_CELL_ADHESION	1	3.5020439819677165	68
median_ols_t||p<0.05 & logFC>0.50	median_ols_t	p<0.05 & logFC>0.50	736	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	2.4848196274509355	4	GOBP_CELL_CELL_ADHESION	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	1	GOBP_CELL_JUNCTION_ORGANIZATION	6	2.875158066078347	1.3168330247749626e-15	1.4924107614116243e-14	GOBP_TIGHT_JUNCTION_ORGANIZATION	22	5.30596357226792	GOBP_KERATINIZATION	13	9.667304841897232	GOBP_CELL_CELL_ADHESION	1	3.647257560930146	68
median_ols_t||p<0.05 & logFC>1	median_ols_t	p<0.05 & logFC>1	231	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	2.4848196274509355	4	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	other	2	2	HALLMARK_APICAL_JUNCTION	8	8.598027402151112	6.869972456556969e-11	5.839476588073423e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	24	7.043992043992044	GOBP_KERATINIZATION	3	28.43211334120425	GOBP_CELL_CELL_ADHESION	2	4.469499774966013	68
median_ols_t||fdr<0.25 & logFC>0	median_ols_t	fdr<0.25 & logFC>0	133	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS t.	2.4848196274509355	4	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_KRAS_SIGNALING_UP	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	3	8.148045112781954	1.7584769588378785e-06	3.985881106699191e-05	KEGG_TIGHT_JUNCTION	25	3.527292256615565	GOBP_KERATINIZATION	4	20.57587149692413	GOBP_CELL_CELL_ADHESION	10	2.9110557744844425	68
median_ols_logFC||p<0.01 & stat>0	median_ols_logFC	p<0.01 & stat>0	406	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	2.4848196274509355	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	2	7.643720481438221	3.338288270214789e-15	1.1350180118730282e-13	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	6.41246172280655	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	11	20.93480150680962	GOBP_CELL_CELL_ADHESION	1	3.433038189219584	68
median_ols_logFC||top100 positive stat	median_ols_logFC	top100 positive stat	100	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	2.4848196274509355	4	GOBP_KERATINIZATION	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	keratin	2	1	HALLMARK_APICAL_JUNCTION	9	7.448041237113403	0.0001609075730577248	0.001156148046940533	KEGG_TIGHT_JUNCTION	27	4.6912987012987015	GOBP_KERATINIZATION	1	38.31227272727273	GOBP_CELL_CELL_ADHESION	6	4.646045016077171	68
median_ols_logFC||top200 positive stat	median_ols_logFC	top200 positive stat	200	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	2.4848196274509355	4	GOBP_KERATINIZATION	GOBP_CELL_CELL_ADHESION	KRT_EPITHELIAL	keratin	2	3	HALLMARK_APICAL_JUNCTION	9	8.068711340206185	9.534816667623147e-09	7.204083704426378e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	30	4.881486486486486	GOBP_KERATINIZATION	1	32.83909090909091	GOBP_CELL_CELL_ADHESION	2	4.387931404072884	68
median_ols_logFC||top300 positive stat	median_ols_logFC	top300 positive stat	300	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	2.4848196274509355	4	GOBP_KERATINIZATION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_CELL_ADHESION	keratin	2	2	HALLMARK_APICAL_JUNCTION	9	6.620481099656358	3.141751267475095e-09	2.3737676243145165e-08	GOBP_TIGHT_JUNCTION_ORGANIZATION	28	5.423873873873874	GOBP_KERATINIZATION	1	27.365909090909092	GOBP_CELL_CELL_ADHESION	3	4.129817792068596	68
median_ols_logFC||p<0.01 & logFC>0.25	median_ols_logFC	p<0.01 & logFC>0.25	398	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	2.4848196274509355	4	GOBP_CELL_CELL_ADHESION	HALLMARK_APICAL_JUNCTION	GOBP_CELL_JUNCTION_ORGANIZATION	adhesion	2	3	HALLMARK_APICAL_JUNCTION	2	7.797363104180697	2.11121099489453e-15	7.178117382641402e-14	GOBP_TIGHT_JUNCTION_ORGANIZATION	14	6.541355425777536	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	11	21.35560153709725	GOBP_CELL_CELL_ADHESION	1	3.5020439819677165	68
median_ols_logFC||p<0.05 & logFC>0.50	median_ols_logFC	p<0.05 & logFC>0.50	736	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	2.4848196274509355	4	GOBP_CELL_CELL_ADHESION	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	adhesion	2	1	GOBP_CELL_JUNCTION_ORGANIZATION	6	2.875158066078347	1.3168330247749626e-15	1.4924107614116243e-14	GOBP_TIGHT_JUNCTION_ORGANIZATION	22	5.30596357226792	GOBP_KERATINIZATION	13	9.667304841897232	GOBP_CELL_CELL_ADHESION	1	3.647257560930146	68
median_ols_logFC||p<0.05 & logFC>1	median_ols_logFC	p<0.05 & logFC>1	231	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	2.4848196274509355	4	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	GOBP_CELL_CELL_ADHESION	GOBP_KERATINIZATION	other	2	2	HALLMARK_APICAL_JUNCTION	8	8.598027402151112	6.869972456556969e-11	5.839476588073423e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	24	7.043992043992044	GOBP_KERATINIZATION	3	28.43211334120425	GOBP_CELL_CELL_ADHESION	2	4.469499774966013	68
median_ols_logFC||fdr<0.25 & logFC>0	median_ols_logFC	fdr<0.25 & logFC>0	133	True	Within-cohort TACSTD2 median split (high ≥ median, low < median), cohort-adjusted OLS. Rank = OLS log2 fold-change.	2.4848196274509355	4	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_KRAS_SIGNALING_UP	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	3	8.148045112781954	1.7584769588378785e-06	3.985881106699191e-05	KEGG_TIGHT_JUNCTION	25	3.527292256615565	GOBP_KERATINIZATION	4	20.57587149692413	GOBP_CELL_CELL_ADHESION	10	2.9110557744844425	68
tercile_ols_t||p<0.01 & stat>0	tercile_ols_t	p<0.01 & stat>0	372	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	3.3751807030492715	4	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	HALLMARK_APICAL_JUNCTION	GOBP_CELL_JUNCTION_ORGANIZATION	junction	1	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	1	7.121021505376344	7.093242508712294e-13	4.8234049059243595e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	6.998546934030805	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	8	22.848197343453513	CUSTOM_EPITHELIAL_ADHESION	4	22.517064048620853	68
tercile_ols_t||top100 positive stat	tercile_ols_t	top100 positive stat	100	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	3.3751807030492715	4	HALLMARK_GLYCOLYSIS	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	HALLMARK_ESTROGEN_RESPONSE_EARLY	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	2	8.428700000000001	2.0450462579106363e-05	0.0004635438184597442	KEGG_TIGHT_JUNCTION	23	3.127532467532468	GOBP_KERATINIZATION	4	21.892727272727274	CUSTOM_EPITHELIAL_ADHESION	5	31.411304347826086	68
tercile_ols_t||top200 positive stat	tercile_ols_t	top200 positive stat	200	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	3.3751807030492715	4	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	GOBP_KERATINIZATION	GOBP_CELL_CELL_ADHESION	junction	1	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	1	7.826650000000001	1.3736975876122242e-08	9.341143595763124e-07	GOBP_TIGHT_JUNCTION_ORGANIZATION	29	3.2543243243243243	GOBP_KERATINIZATION	2	19.156136363636364	GOBP_CELL_CELL_ADHESION	3	3.2264201500535905	68
tercile_ols_t||top300 positive stat	tercile_ols_t	top300 positive stat	300	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	3.3751807030492715	4	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	GOBP_CELL_CELL_ADHESION	GOBP_CELL_JUNCTION_ORGANIZATION	junction	1	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	1	8.027333333333333	9.255755521486615e-13	6.293913754610897e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.593423423423424	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	6	28.331764705882353	GOBP_CELL_CELL_ADHESION	2	3.097363344051447	68
tercile_ols_t||p<0.01 & logFC>0.25	tercile_ols_t	p<0.01 & logFC>0.25	364	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	3.3751807030492715	4	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	HALLMARK_APICAL_JUNCTION	GOBP_CELL_JUNCTION_ORGANIZATION	junction	1	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	1	7.277527472527472	4.590378393472739e-13	3.1214573075614626e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	7.152361152361152	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	8	23.350355526826114	CUSTOM_EPITHELIAL_ADHESION	4	23.01194457716197	68
tercile_ols_t||p<0.05 & logFC>0.50	tercile_ols_t	p<0.05 & logFC>0.50	762	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	3.3751807030492715	4	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_APICAL_JUNCTION	adhesion	2	2	HALLMARK_APICAL_JUNCTION	3	5.701693860432394	5.663225191257088e-17	1.1143739088564604e-15	KEGG_TIGHT_JUNCTION	13	4.720029314517504	GOBP_KERATINIZATION	14	8.619183965640659	GOBP_CELL_CELL_ADHESION	1	3.2179518556964943	68
tercile_ols_t||p<0.05 & logFC>1	tercile_ols_t	p<0.05 & logFC>1	314	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	3.3751807030492715	4	HALLMARK_ESTROGEN_RESPONSE_EARLY	GOBP_CELL_CELL_ADHESION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	other	2	1	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	6	7.285955414012739	1.909443451651313e-11	1.8548879244612753e-10	GOBP_TIGHT_JUNCTION_ORGANIZATION	20	7.254863143398175	GOBP_KERATINIZATION	4	19.173566878980893	GOBP_CELL_CELL_ADHESION	2	3.6990804268130337	68
tercile_ols_t||fdr<0.25 & logFC>0	tercile_ols_t	fdr<0.25 & logFC>0	86	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS t.	3.3751807030492715	4	GOBP_KERATINIZATION	HALLMARK_GLYCOLYSIS	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	keratin	2	2	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	3	8.400697674418605	8.240547890189575e-05	0.001867857521776304	KEGG_TIGHT_JUNCTION	21	3.6366656599214737	GOBP_KERATINIZATION	1	25.45665961945032	GOBP_CELL_CELL_ADHESION	5	3.3014531767990225	68
tercile_ols_logFC||p<0.01 & stat>0	tercile_ols_logFC	p<0.01 & stat>0	372	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	3.3751807030492715	4	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	HALLMARK_APICAL_JUNCTION	GOBP_CELL_JUNCTION_ORGANIZATION	junction	1	3	GOBP_CELL_CELL_JUNCTION_ORGANIZATION	1	7.121021505376344	7.093242508712294e-13	4.8234049059243595e-11	GOBP_TIGHT_JUNCTION_ORGANIZATION	13	6.998546934030805	GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	8	22.848197343453513	CUSTOM_EPITHELIAL_ADHESION	4	22.517064048620853	68
tercile_ols_logFC||top100 positive stat	tercile_ols_logFC	top100 positive stat	100	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	3.3751807030492715	4	GOBP_KERATINIZATION	KRT_EPITHELIAL	GOBP_EPIDERMAL_CELL_DIFFERENTIATION	keratin	2	3	HALLMARK_APICAL_JUNCTION	7	9.930721649484536	1.5167162886395353e-06	1.4733815375355487e-05	REACTOME_TIGHT_JUNCTION_INTERACTIONS	30	8.91925925925926	GOBP_KERATINIZATION	1	65.67818181818183	GOBP_CELL_CELL_ADHESION	4	4.387931404072884	68
tercile_ols_logFC||top200 positive stat	tercile_ols_logFC	top200 positive stat	200	True	Within-cohort TACSTD2 top vs bottom tercile, cohort-adjusted OLS. Rank = OLS log2 fold-change.	3.3751807030492715	4	GOBP_KERATINIZATION	KRT_EPITHELIAL	HALLMARK_APICAL_JUNCTION	keratin	2	3	HALLMARK_APICAL_JUNCTION	3	9.310051546391753	9.013905933520638e-11	2.043152011598011e-09	REACTOME_TIGHT_JUNCTION_INTERACTIONS	24	13.37888888888889	GOBP_KERATINIZATION	1	38.31227272727273	GOBP_CELL_CELL_ADHESION	4	3.871704180064309	68
