case_id	CLDN4	PRKDC	XRCC5	XRCC6	STING1	TBK1	IRF3	HLA-A	HLA-B	HLA-C	HLA-E	HLA-F	HLA-G	HLA-DRA	B2M	NHEJ3	STING3	HLA_ABC	WES_purity	WGS_purity
C3N-01023	23.0412586404478	28.2609855072567	28.9268655140758	29.1142836178917	24.5599937415903	24.601912818008	24.6825825819678	28.2921674411084	26.9290598106332	26.4942680012003	24.8381770512296	23.4416517427003		27.6029228957404		-0.32712041767691064	-0.5129541571458519	0.3936375728263344	0.35	0.275
C3N-01024	23.0852976928544	28.1901977291734	28.7631377647929	28.9376994820875	25.5057995871933	24.7026053335455	24.5798818607818	26.9437203396316	26.7502503023707	25.8986594699803	24.4117420529151	24.0471820980024		28.0117707090842		-1.0656850332424055	0.09438764051842918	-0.6424443255111751	0.41	0.415
C3L-00973	23.9705222145823	28.1676710580246	28.8648605693177	29.1440810660366	25.483981381805	24.665328974474	24.9845566377386	27.8988935825986	26.4979557630295	26.0398640633795	25.0873543065554	24.058670831646	19.8551384024397	28.0283210323942		-0.5224942212007724	0.7084514897665968	-0.2488760875873163	0.23	0.215
C3L-02348	21.4349671016967	28.3278084365096	29.1047325584249	29.5492177282649	25.9730161740018	24.6074120999938	24.5161397413958	27.2214016516041	27.295851364951	25.313378641851	25.2283816142937	23.5612990592843	18.4874670296934	28.0531498483304		0.909697288157361	0.12673303421383464	-0.5353961913094843	0.4	0.235
C3L-02508	22.4996764483953	27.6859718625893	28.6396459525859	28.892567048392	25.4819327316347	24.4307602812454	24.8202857523191	27.923319046635	27.1286227187355	25.8795767940895	24.8099500644316	23.5910901950103	19.1284288811258	28.0691030328769		-2.0982060026280664	0.029248279304058034	0.0032575171500511813	0.24	0.135
C3N-00560	23.2506094037229	28.5076344526519	28.8200603799879	28.9864654041939	24.3429720999365	24.2789158419424	24.4230196968437	27.7737183184345	27.612004344159	27.1279163722759	25.3106878581781	24.0126979068142	18.9701753170997	27.4684276952904		-0.41782410371622697	-1.6438646177609002	0.8291953556584885	0.52	0.4275
C3L-00604		28.0631961831338	28.8812263335786	29.2275121361891	25.6556548614946	24.3061994789302	24.8277937927714	26.8647165166778	26.1799362253823	25.1683016028058	24.5083204768319	23.9872792680028		28.275284248853		-0.48510831655818465	-0.05641475167728029	-1.3517299273413146	0.7	0.4125
C3N-00199		28.4087171715202	29.1168217418703	29.5219638981619	25.9423612361573	24.3033248782007	24.7594709579439	28.7434340026731	27.4775947258775	25.4824211324543	24.7635764165209	23.9110402914911		28.4815934023101		0.9969576673947241	0.007597224821303428	0.3624544745347105	0.54	0.2575
C3N-00579		28.2325113794788	28.9107726648796	29.1557868062018	24.9444295209586	24.4186914162869	24.8377582410174	27.4367920781059	27.7244099386092	26.7770715152724	25.3414054308531	24.8024387598376		29.1720893322913		-0.32151532448877734	-0.3092918458694282	0.5460862743059814	0.35	0.355
C3N-02582		28.3052577253127	28.616947807173	28.867204605185	26.2004519917706	24.6066055010583	24.6959117005907	28.288390756356	26.5900502028984	26.8163206762952	25.3722440342353	23.8276976359686		28.3437433007235		-1.311952109402229	0.579705472939941	0.3849898156726428	0.32	0.425
C3L-02350	22.9163465657716	28.0587682600519	29.0857807529692	29.370410597404	25.8951537249642	24.5030902969351	24.8390860159666	27.7472650761315	26.2551571772857	25.7836772612907	24.8560259413067	23.6474327698493		28.4736849281149		0.1627432069953009	0.4513546422122363	-0.5779786534450976	0.28	0.28
C3N-00738	23.2917756667206	28.0829525627204	28.9514146319172	29.1431041934122	25.3463603634538	24.3693663997205	24.6740782549549	27.8897341595372	26.4831097212988	26.2586902528513	25.2195352284679	23.7150696639571		28.3633018253777		-0.4790186549653786	-0.41225611497439046	-0.1471938122640836	0.19	0.1
C3N-00959	22.9716358025199	27.9041033984129	28.9099348357078	29.1174478544629	25.1338270121722	24.549652752194	24.5280518911529	28.3617015495989	26.9813041424626	26.5965341841475	24.8044655415873	23.9255015955083		27.2100710113432		-0.8586305428553818	-0.49397891386350895	0.5063093916790573	0.32	0.3
C3N-02003	22.5151424908747	28.239060779737	28.7435314102274	28.9003743916716	25.6193823512696	24.4984063652716	25.0181404065684	28.5947006883325	27.1107123865035	26.3246808372143	25.3503399902366	24.3005880497143		28.7104541257171		-1.1028480826752203	0.5707863550997743	0.5413336517721777	0.26	0.1575
C3N-00175		28.1234887994619	28.9671342867627	29.2963140337571	25.2654789981885	24.34592017331	24.9722152077488	27.9478403347345	27.060387217909	25.9326889222675	24.9435602131292	23.4618518792882		28.275564347216		-0.1088497899913668	0.0049939316808326195	0.007342161802974774	0.34	
C3N-01823		28.4353780414278	29.3919464212137	29.4616068857415	25.2506846207818	24.3070296075575	24.4933026302186	26.9710922784892	26.9046816367225	26.1082500257304	24.8621558329717	23.7392206002494		28.2184406130033		1.4482868552440327	-0.8885841081760906	-0.44142794477030983	0.23	0.185
C3L-02549		27.8356646036259	28.6769903551161	28.7933763614589	24.9343502988226	24.4118446959358	24.7214700273872	29.1142575408166	28.4873743920254	27.5515969185087	26.0256944843304	25.0878952036252		27.7091069687077		-1.9981986520113335	-0.5260698438990252	2.1299776177796166	0.2	0.2
C3L-02365		28.6568792700042	29.1882534711196	29.3358071750447	24.8728470158763	24.2124871920695	24.8634644413424	28.228987988475	26.7774477885714	25.5729591661089	24.8517755080424	23.0691792998281		27.442396497132		1.1408332973752318	-0.6609286372470694	-0.19233285738781833	0.43	0.43
