gene	logFC	t	se	p	df	stat_low_vs_high
IRX4	0.1015762090268028	1.3914377828552167	0.07300089898261165	0.17467539834619453	29	-1.3914377828552167
TTC14	0.35312133029451725	1.3914435316305604	0.2537805683574616	0.1746736734726913	29	-1.3914435316305604
TRAPPC13	0.1963805767161733	1.3922033518751618	0.14105739398750036	0.17444581328952616	29	-1.3922033518751618
SLC29A4	0.7265189878179753	1.3924904632362014	0.5217407278535446	0.17435977315702947	29	-1.3924904632362014
GTF3C1	0.27782604943590034	1.3930192457974053	0.19944164466792022	0.17420139744058957	29	-1.3930192457974053
GPHN	0.28443956833370704	1.3931695653661276	0.20416722802795062	0.17415639585466441	29	-1.3931695653661276
POLD2	0.25653522629874775	1.3933055035478745	0.1841198686472662	0.17411570753180383	29	-1.3933055035478745
SMIM6	0.814652431953866	1.3933614829668783	0.584666966837084	0.17409895422966973	29	-1.3933614829668783
DET1	0.2647340998442506	1.3937914776282987	0.1899380962600855	0.1739703093432317	29	-1.3937914776282987
GPATCH3	0.2814906229878702	1.3940946900304314	0.20191643006812227	0.17387963983141452	29	-1.3940946900304314
ABL1	0.31640511512167807	1.3946924003276793	0.22686372640113298	0.17370101549360145	29	-1.3946924003276793
PLXNA3	0.4681117277591518	1.3947776121192994	0.3356174659613857	0.17367556190079386	29	-1.3947776121192994
NGRN	0.283860952637477	1.3949601129936582	0.2034903722288492	0.17362105697674984	29	-1.3949601129936582
TAB1	0.26819840459804956	1.395034224517812	0.19225220420004482	0.17359892698866794	29	-1.395034224517812
SETD4	0.2086015870364583	1.3951266725133469	0.1495216105793882	0.17357132476814346	29	-1.3951266725133469
HMGCS2	0.3032965153246674	1.3951974026534106	0.2173860951488677	0.17355020918315867	29	-1.3951974026534106
DLG2	0.35193460046809183	1.3952630587225276	0.2522353030620014	0.17353061020535862	29	-1.3952630587225276
MIR646HG	0.6422844789540848	1.395747442116116	0.46017242057797114	0.17338607081082155	29	-1.395747442116116
PTN	1.1589388827990104	1.396044167952635	0.8301591807791076	0.17329757496905512	29	-1.396044167952635
MRPL37	0.22853099047537384	1.3962813841761237	0.16367115759422562	0.17322685289475587	29	-1.3962813841761237
LMAN2L	0.1783523525298768	1.3963864874015741	0.1277242039643041	0.17319552537290195	29	-1.3963864874015741
IL11RA	0.4484734079718844	1.3964546619757487	0.32115142738495345	0.17317520734732172	29	-1.3964546619757487
ATG13	0.20211978268850322	1.3975839774554388	0.1446208499445592	0.17283891085413908	29	-1.3975839774554388
PRSS27	0.5239771619650702	1.398294712592086	0.37472584087352273	0.17262752610966237	29	-1.398294712592086
ZNF658	0.409393120601978	1.398597002603388	0.2927170012805133	0.17253768159550106	29	-1.398597002603388
GNB2	0.2464414686003676	1.3987050475260987	0.17619259259573752	0.1725055781709125	29	-1.3987050475260987
FAF1	0.3370268493300019	1.3988300633371682	0.24093480556598984	0.1724684380474826	29	-1.3988300633371682
ARMC9	0.4941790076649996	1.3995669276008418	0.35309423073616675	0.1722496557529027	29	-1.3995669276008418
XBP1	0.6087760562374164	1.400127303544742	0.43480050328006664	0.17208342088188236	29	-1.400127303544742
RPGR	0.44403499818493397	1.4005022206788587	0.31705411932135247	0.17197227269037174	29	-1.4005022206788587
TMEM106B	0.3056664626707865	1.400613007095141	0.21823762961100585	0.1719394396949174	29	-1.400613007095141
DNMT3A	0.2529442605822598	1.4009044920783433	0.18055781961766618	0.17185307790600649	29	-1.4009044920783433
GALNT10	0.5766474371809639	1.400905492542514	0.4116247957129514	0.17185278154519332	29	-1.400905492542514
PQBP1	0.34430142815701376	1.4009634975365666	0.2457604561164001	0.17183559980164212	29	-1.4009634975365666
TRAF3IP2	0.3851130112968264	1.4012861068132605	0.27482825200674577	0.17174006392213603	29	-1.4012861068132605
DTX4	0.7046918208615627	1.4015104961231926	0.5028088072196788	0.1716736390762867	29	-1.4015104961231926
PEX11G	0.38330667489095377	1.4016107684114618	0.2734758347535961	0.1716439625140444	29	-1.4016107684114618
RAB11A	0.3074036800167693	1.401642047535804	0.2193168224064118	0.17163470597877867	29	-1.401642047535804
PLA2G2C	0.1360207735388478	1.4019136901825888	0.09702506972532104	0.17155433440009132	29	-1.4019136901825888
OBSCN	0.5486674937557575	1.4021003781243946	0.39131826958759985	0.17149911576869203	29	-1.4021003781243946
CTXN2	0.2633013445506364	1.4021006221625283	0.1877906195808785	0.17149904359616241	29	-1.4021006221625283
GUCD1	0.2785049035748523	1.4022345407171501	0.19861506437604617	0.17145944175179703	29	-1.4022345407171501
LINC01569	0.34939510037917904	1.4022801923098274	0.2491621163126162	0.17144594349699238	29	-1.4022801923098274
ORC5	0.32595222987875877	1.4024042283788958	0.23242387842451254	0.17140927276116072	29	-1.4024042283788958
CCNF	0.4776857475206512	1.4024645142034367	0.3406045163231558	0.17139145174528728	29	-1.4024645142034367
SPP2	0.24051426561303932	1.4025164957040541	0.17148765547481332	0.17137608673193344	29	-1.4025164957040541
PLEKHD1	0.24485616018574968	1.4025466824510724	0.17457968654408154	0.17136716444467573	29	-1.4025466824510724
PDGFA	0.6618207406611615	1.4027969077311135	0.4717865693984111	0.17129321952632592	29	-1.4027969077311135
ERP44	0.27449098753793116	1.4029174664497233	0.1956572600329573	0.17125760178639488	29	-1.4029174664497233
SATL1	0.36467462370036413	1.4032863467884769	0.25987185333552815	0.1711486564112204	29	-1.4032863467884769
FMN2	0.48643008687954276	1.4034908767610463	0.3465858559780013	0.1710882739247996	29	-1.4034908767610463
SCAF1	0.20594852717178413	1.403497390019196	0.1467395156103335	0.17108635132000682	29	-1.403497390019196
RBFOX1	0.4891386895194809	1.4044135808521458	0.3482867840274585	0.17081607671250215	29	-1.4044135808521458
C2ORF76	0.2840716273773002	1.404958371156859	0.20219220242333039	0.17065552419162014	29	-1.404958371156859
CMTM8	0.4717470665827783	1.40498365483635	0.33576694288142916	0.17064807584992	29	-1.40498365483635
RNF186	0.6349866654458682	1.4049860766356395	0.45195228337521937	0.17064736242335524	29	-1.4049860766356395
RYR2	0.7844698946484825	1.4053765370014715	0.5581919677713113	0.1705323692691061	29	-1.4053765370014715
CEACAM4	0.22639561871365338	1.4054120935997954	0.16108842363364614	0.17052190065181586	29	-1.4054120935997954
NPAS4	0.3149064604159061	1.4058154426745384	0.22400270395152458	0.1704031815917974	29	-1.4058154426745384
MRPL14	0.3575995051097098	1.4061402199832056	0.25431283454361386	0.17030763618896458	29	-1.4061402199832056
DBNDD2	0.2644983583555137	1.4062520358939044	0.18808744919425593	0.17027475113026583	29	-1.4062520358939044
CENPT	0.27916040494979144	1.4066299285067436	0.19846044740861143	0.17016364996998998	29	-1.4066299285067436
C16ORF70	0.23142731308412995	1.4070510946655002	0.16447683667034665	0.17003989367471728	29	-1.4070510946655002
TRIM41	0.2931156550794871	1.4073101476011325	0.20828077988290294	0.16996380831570715	29	-1.4073101476011325
ZNF428	0.41902774766535517	1.4076022477129808	0.29768902994164415	0.1698780490209941	29	-1.4076022477129808
C1ORF229	0.1873734650618933	1.4076189838572646	0.13311376672999842	0.16987313639747356	29	-1.4076189838572646
TMEM182	0.33946587978382076	1.4079026142840658	0.24111460291338613	0.1697898983304734	29	-1.4079026142840658
PRSS33	0.3284680128195343	1.4082604848856002	0.2332437900124829	0.16968491864046023	29	-1.4082604848856002
ING4	0.41563570810849804	1.4083925024857553	0.29511354780355475	0.16964620481874618	29	-1.4083925024857553
PLXNB2	0.4365141289429984	1.408926625011701	0.30982034209153597	0.16948964588989618	29	-1.408926625011701
ELOF1	0.2911383919207338	1.4090735449973875	0.20661688877373227	0.16944660154578078	29	-1.4090735449973875
GKN2	0.5535819841390834	1.4091447951628981	0.39284961065700064	0.16942572991115487	29	-1.4091447951628981
C19ORF71	0.0858972203355515	1.4092137223182286	0.060954005042078485	0.1694055406971028	29	-1.4092137223182286
NEDD4L	0.6301360289278258	1.4092177250771507	0.4471530677726379	0.16940436832119635	29	-1.4092177250771507
MTM1	0.38758159878547066	1.4092253755595345	0.2750316631444285	0.16940212757422834	29	-1.4092253755595345
H2AFY2	0.8769175545894965	1.4092769815505248	0.6222464186030258	0.16938701332553122	29	-1.4092769815505248
MORF4L2	0.2642841349521908	1.4093604944529752	0.1875206066810956	0.16936255650559837	29	-1.4093604944529752
CDC26	0.24614876192413915	1.4093824086987898	0.17465008815556002	0.16935613936285887	29	-1.4093824086987898
ABHD8	0.3459795663204453	1.4099224335206721	0.24538907821794906	0.16919806465723763	29	-1.4099224335206721
SAPCD2	0.598884978591562	1.4100820986381337	0.4247163900385438	0.16915135019830219	29	-1.4100820986381337
AP4E1	0.3134087005949318	1.4108109605712507	0.2221479059590164	0.168938230718659	29	-1.4108109605712507
TATDN1	0.4632904536388722	1.4109622190173956	0.32835071513219616	0.16889402926872382	29	-1.4109622190173956
ECE1	0.38634875163798205	1.4112852397730404	0.2737566728183976	0.16879966520382142	29	-1.4112852397730404
SND1-IT1	0.44298556845792786	1.4115679466071909	0.31382518250196656	0.1687171122094608	29	-1.4115679466071909
RAD51D	0.29832321362317554	1.4116836839305702	0.2113244043400361	0.16868332504541983	29	-1.4116836839305702
LRP4	0.5708618255956203	1.4122513924253755	0.40422111010648915	0.16851767143866475	29	-1.4122513924253755
DIP2C	0.5502604409492673	1.4123554028569418	0.38960479765658773	0.16848733580816105	29	-1.4123554028569418
AC008522.1	0.2562165470946354	1.412494382517513	0.18139296712669137	0.16844680780155416	29	-1.412494382517513
SYNGR4	0.601982751733038	1.4125395125149218	0.42617055763718237	0.16843364905116806	29	-1.4125395125149218
CERS2	0.34040877330061986	1.4126545499199805	0.24097099557701648	0.16840011076500971	29	-1.4126545499199805
ZCCHC14	0.2961005264081261	1.4132740426578407	0.20951387874588823	0.16821959301317854	29	-1.4132740426578407
SAAL1	0.355792707002127	1.4133235397119488	0.25174186731131754	0.16820517636303475	29	-1.4133235397119488
AMPH	0.8307319784007106	1.4134799967415126	0.5877210716216659	0.1681596126703318	29	-1.4134799967415126
PSMG2	0.3120864819257562	1.4145499525471874	0.22062598875619804	0.16784827954292378	29	-1.4145499525471874
PDLIM1	0.5678849009090469	1.4150441602292274	0.4013195608093626	0.16770463006015424	29	-1.4150441602292274
ZADH2	0.4323726946914918	1.4156187703887124	0.3054301791807743	0.16753773246758513	29	-1.4156187703887124
UBR7	0.4450311857445182	1.4156947150878951	0.3143553345234378	0.16751568388155405	29	-1.4156947150878951
GATC	0.3841573995482172	1.4157763219275838	0.2713404607764493	0.1674919939954845	29	-1.4157763219275838
SLC35F5	0.34824684745254786	1.4157992770359646	0.2459719065414536	0.16748533076776306	29	-1.4157992770359646
KCTD8	0.25384602120052047	1.4159304195973828	0.17927859850111924	0.16744726775774335	29	-1.4159304195973828
MEIOC	0.37649619164970377	1.4160234305848594	0.2658827414276611	0.16742027625670133	29	-1.4160234305848594
CKS1B	0.3464968554225089	1.4163340879739204	0.24464344843819724	0.16733014937006974	29	-1.4163340879739204
GOT1	0.43002755892525746	1.4163699550692002	0.30361245477298154	0.16731974619820414	29	-1.4163699550692002
FBXO8	0.27684797727599614	1.416507453616174	0.1954440667214538	0.16727986978525314	29	-1.416507453616174
C6ORF62	0.4353278374406422	1.4166926351094966	0.30728460546207015	0.16722617655578967	29	-1.4166926351094966
TAF10	0.32769166379543335	1.4168076944899854	0.23128873810456962	0.16719282204215166	29	-1.4168076944899854
LINC00992	0.3318396834421442	1.4168090367957251	0.23421623862072297	0.16719243295276878	29	-1.4168090367957251
PLPP3	0.6048926223978436	1.416833207787024	0.42693283801742316	0.1671854267161447	29	-1.416833207787024
ASRGL1	0.8859212281325618	1.416890366075115	0.6252574294697375	0.16716885966004658	29	-1.416890366075115
ABCA4	0.7063979602938194	1.4170417211351665	0.49850187877879615	0.16712499639010858	29	-1.4170417211351665
FAM178B	0.7916352519239569	1.4171216918803926	0.5586219281376805	0.16710182423980754	29	-1.4171216918803926
PGBD4	0.3564087997107651	1.4178970623482734	0.2513643685250979	0.1668772862746866	29	-1.4178970623482734
TUT1	0.2801196434855586	1.4180978764679784	0.19753195328325698	0.16681917183950604	29	-1.4180978764679784
PTMS	0.6019392733473002	1.418670008665769	0.42429830028860066	0.16665368788193158	29	-1.418670008665769
ELOVL2	0.6048086757889329	1.4187175507086898	0.426306614369304	0.16663994263032325	29	-1.4187175507086898
PMPCA	0.29832701506941056	1.4189213431193406	0.2102491561749095	0.1665810327745337	29	-1.4189213431193406
EPN3	0.6656761063163331	1.4195936188198828	0.46892018778565225	0.16638681621966536	29	-1.4195936188198828
UBTD1	0.5029868654817258	1.4207689182167416	0.35402440117640155	0.16604770947438455	29	-1.4207689182167416
SRP14	0.31674674160384153	1.4208047712056844	0.2229347395385311	0.16603737348797476	29	-1.4208047712056844
PCNT	0.45656171675883594	1.4208883808881638	0.32132131059686053	0.16601327179833053	29	-1.4208883808881638
PNPLA2	0.3443827037788143	1.4213470221084379	0.24229318978552764	0.16588111114311904	29	-1.4213470221084379
SAMD1	0.3920530714475951	1.4220996303749354	0.2756860792828071	0.1656644223119887	29	-1.4220996303749354
SLC27A3	0.47097118460110204	1.4223153796428964	0.3311299247283326	0.16560234574250915	29	-1.4223153796428964
RAB5B	0.2689385898803603	1.42243806571616	0.18906875199867265	0.16556705404359212	29	-1.42243806571616
HACD2	0.2798065925976189	1.4225736333773542	0.19669041097951867	0.16552806377159757	29	-1.4225736333773542
RNF24	0.40358893680732205	1.4227441848451412	0.28366936312675967	0.16547902222250602	29	-1.4227441848451412
FOXL2	0.1702210487969881	1.4227703646704832	0.11964056394751495	0.16547149531305422	29	-1.4227703646704832
ZNF777	0.3101431342589716	1.4227875675980206	0.2179827412904385	0.16546654948121473	29	-1.4227875675980206
CBS	0.1874197045671842	1.4229086011332757	0.13171591233471622	0.16543175571782567	29	-1.4229086011332757
RBPJ	0.29795979516746635	1.4230825768927369	0.20937632151891963	0.1653817526919461	29	-1.4230825768927369
LGALS4	1.1076916076603267	1.423488032797655	0.77815308744347	0.16526526553853446	29	-1.423488032797655
SPINT1	0.6625235624277509	1.4238179190936258	0.4653148085462362	0.16517053742280183	29	-1.4238179190936258
ATP11C	0.44311559322930033	1.423841198788205	0.3112113862180872	0.16516385419400634	29	-1.423841198788205
SSBP4	0.37500104343389584	1.4239352793590918	0.2633553988511911	0.165136847345371	29	-1.4239352793590918
SFTA2	1.7841478301020401	1.4241188930335975	1.2528082022010987	0.16508414912283065	29	-1.4241188930335975
SLC10A7	0.2659460845613621	1.4250134331386444	0.186627071981775	0.16482760127446508	29	-1.4250134331386444
C5ORF51	0.3032993497267307	1.4251149738216504	0.21282447753207587	0.16479850008943436	29	-1.4251149738216504
EMC4	0.26635419038415326	1.4254905809320122	0.18685089466533406	0.16469088785647223	29	-1.4254905809320122
GORASP1	0.250081216811482	1.425492291632897	0.1754349836048673	0.16469039786444836	29	-1.425492291632897
LIN52	0.33485103477968603	1.427214611260893	0.23461855851087254	0.16419766368181757	29	-1.427214611260893
TRIM6	0.45495690794991117	1.4274041171257843	0.3187302758142598	0.1641435198529757	29	-1.4274041171257843
ARNTL	0.34308401630616886	1.4274147879109798	0.240353413185716	0.16414047151781577	29	-1.4274147879109798
ZNF862	0.42169273501215093	1.4278663211031535	0.29533068241735394	0.1640115226486739	29	-1.4278663211031535
GSPT2	0.6552250373381172	1.4280071444640055	0.45883876693351716	0.16397132274160173	29	-1.4280071444640055
NRL	0.37427865003818944	1.4282594749439115	0.26205227873799863	0.16389931118043347	29	-1.4282594749439115
BCL7A	0.42989539165524565	1.4282693603225238	0.3009904179126051	0.16389649054328032	29	-1.4282693603225238
TMC4	0.6710939629688658	1.4284805296192364	0.46979566683190765	0.16383624590169799	29	-1.4284805296192364
RBMS3	0.5884742116520152	1.4285157476191108	0.4119480045164484	0.1638262002416993	29	-1.4285157476191108
GAA	0.4588951468928525	1.4286907855236526	0.32119976662735694	0.163776279289806	29	-1.4286907855236526
LDB1	0.42597940413834057	1.4288923465170071	0.2981186127679146	0.16371880887573115	29	-1.4288923465170071
AARS	0.3620551975331764	1.4289023050008696	0.2533799520555438	0.1637159698610823	29	-1.4289023050008696
ANKRD12	0.2726829666745394	1.4289197439236547	0.1908315479816818	0.16371099837934236	29	-1.4289197439236547
NLRX1	0.37390654062201756	1.4291714014103456	0.26162470103518465	0.16363926928414144	29	-1.4291714014103456
CRELD1	0.3330877390747911	1.4293067511465518	0.23304146489729863	0.16360070130869317	29	-1.4293067511465518
F8A3	0.4454440948212563	1.4293507207312524	0.3116408648770039	0.16358817370497913	29	-1.4293507207312524
AMBP	0.723806916692513	1.4293766479541745	0.5063794191184506	0.16358078700126694	29	-1.4293766479541745
DBT	0.3044327298601023	1.4296064873680245	0.21294862086179941	0.163515316982852	29	-1.4296064873680245
FAM221A	0.42960246293146015	1.430131726558606	0.3003936315469576	0.16336578002074825	29	-1.430131726558606
C1ORF53	0.5029328002736906	1.4309276554931465	0.35147325467014107	0.16313938376484907	29	-1.4309276554931465
DHX29	0.30132950239421247	1.431565721777444	0.21048946465418245	0.16295807023616934	29	-1.431565721777444
DNAJB9	0.3637310640717864	1.4317530225390729	0.2540459550954851	0.1629048770427495	29	-1.4317530225390729
FLOT2	0.32261398536988417	1.432239784895389	0.22525137813669097	0.16276670155093617	29	-1.432239784895389
ANKRD36B	0.38473454267970264	1.432337869624718	0.26860599781565897	0.16273886985282354	29	-1.432337869624718
RABL3	0.2500847791106358	1.4327164373227548	0.17455287912935283	0.16263148608796452	29	-1.4327164373227548
