gene	logFC	t	se	p	df	stat_low_vs_high
LINC01612	0.5760437226581494	1.3245473239292478	0.43489855911627623	0.1956653837318815	29	-1.3245473239292478
CLEC16A	0.3808880942889096	1.3248942633303866	0.2874856543883519	0.19555169724940455	29	-1.3248942633303866
SFXN5	0.32630064255704827	1.3249881850290317	0.24626683184340903	0.19552092937971416	29	-1.3249881850290317
GRM2	0.3002109762564606	1.325067899040008	0.22656271159686156	0.1954948187455124	29	-1.325067899040008
ZNF419	0.28368440633474173	1.3258625569182523	0.2139621523019091	0.19523467252126875	29	-1.3258625569182523
TMEM63C	0.5517687164760222	1.3259526935660535	0.4161300166690565	0.19520518146726348	29	-1.3259526935660535
DDHD1	0.3960324970672872	1.3264414039861712	0.29856765317875744	0.19504534424413925	29	-1.3264414039861712
RPE	0.2068733693676657	1.326968389762293	0.15589924444599923	0.19487310191564194	29	-1.326968389762293
SNX18	0.38802965682637114	1.327180834049251	0.29237135352722515	0.1948036989124213	29	-1.327180834049251
SLC35B2	0.4183431594879291	1.3276641277622827	0.31509713242989207	0.19464588372245317	29	-1.3276641277622827
SCGB2B2	0.25135389977001626	1.3276850324944325	0.1893174161177194	0.1946390596989206	29	-1.3276850324944325
GSAP	0.5671098922225355	1.3277130127180814	0.42713288699457236	0.19462992628067374	29	-1.3277130127180814
PEX19	0.22132980476606945	1.3278224469203224	0.16668629550540398	0.19459420750166842	29	-1.3278224469203224
RAB3D	0.328001384455562	1.3279003690452833	0.2470075256409366	0.19456877719279866	29	-1.3279003690452833
RALGAPB	0.2347228211931455	1.3284183742535227	0.17669344668997305	0.19439978859838078	29	-1.3284183742535227
KBTBD2	0.23554188358430278	1.328670760845125	0.17727633551180288	0.1943174937125043	29	-1.328670760845125
LINC00847	0.2931987296344384	1.3286743918864816	0.2206701140812598	0.19431630994684165	29	-1.3286743918864816
TMEM200C	0.37671247392243334	1.328948021196305	0.28346667282240334	0.19422711933341152	29	-1.328948021196305
PSRC1	0.4284540818616025	1.329407541046655	0.3222894925992947	0.19407740805934007	29	-1.329407541046655
TFR2	0.34179759438377544	1.3299715059449437	0.2569961783812267	0.1938937904993747	29	-1.3299715059449437
OSBP2	0.3876362468650565	1.3299873413809702	0.29145859874317365	0.19388863668334275	29	-1.3299873413809702
TP73	0.5958164448145511	1.3301861488235822	0.4479195978258319	0.1938239416288514	29	-1.3301861488235822
IGIP	0.3255265868311678	1.3303770015872982	0.24468747313188355	0.19376185084248138	29	-1.3303770015872982
