sample	CCL5	CD2	CD27	CD274	CD276	CD3E	CD68	CD8A	CD8B	CLDN4	CMKLR1	CTLA4	CXCL10	CXCL9	CXCR6	FOXP3	GZMA	GZMB	HAVCR2	HLA-DQA1	HLA-DRB1	HLA-E	IDO1	IFNG	LAG3	MS4A1	NKG7	PDCD1	PDCD1LG2	PRF1	PSMB10	STAT1	TACSTD2	TIGIT	CYT_GZMA_PRF1	CD8_score	GEP18	ESTIMATE_Stromal_score	ESTIMATE_Immune_score	ESTIMATE_score	estimate_purity	absolute_purity	aran_estimate_purity	aran_absolute_purity	aran_lump_purity	aran_ihc_purity	aran_cpe_purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-49-AAR2-01	10.0826	8.8535	9.6768	4.0415	10.8822	8.7639	13.0995	8.094	5.856	12.3571	8.0339	6.3584	7.6499	10.5797	7.2534	6.159	7.4602	7.9425	8.3258	11.2614	12.6684	13.2984	7.7733	2.9645	8.1826	8.3203	6.8435	6.6348	5.0519	7.1378	11.9043	12.0057	12.8758	6.7718	7.299	6.975	9.133633333333334	-802.72	814.21	11.49	0.8215489516561475	0.69	0.8215		0.4771	0.8	0.5942	0.274197031899069	0.117809551273813	0.0429810962970931	0.0016002960393814	0.0518584838231456	0.150056827666052	1.5978	0.388	0.3022	-0.2844	0.063
TCGA-49-AAR3-01	12.0987	10.3353	9.521	8.6717	11.4667	10.1923	13.1619	10.5799	8.2236	12.7714	9.966	7.4019	11.7508	13.5448	8.7786	7.745	9.6229	10.0737	10.368	12.3608	13.1493	14.1608	12.6129	7.1772	9.7654	8.928	10.2615	8.0495	8.599	9.3786	11.7551	13.8563	12.9068	8.3522	9.50075	9.40175	11.083372222222222	602.12	2039.42	2641.54	0.5464015884824336	0.32	0.5464			0.75	0.5929	0.545492019653483	0.220134724292754	0.0420235652158277	0.0534263336951307	0.0879261794444121	0.274532512940939	2.2063	1.1425	0.6734	0.4373	0.229
TCGA-49-AAR4-01	13.0662	10.9431	9.8258	6.8706	11.4116	11.0658	11.7011	11.6511	9.3425	13.5861	7.8487	7.4092	8.6713	11.4335	8.6098	7.1024	10.4636	9.1509	8.787	11.2102	12.3024	13.4296	10.1295	5.3699	9.7243	8.325	10.6826	8.5503	6.4177	10.2108	11.0135	12.8419	13.5973	9.2043	10.3372	10.4968	10.426294444444444	-102.76	1933.89	1831.13	0.6419359700961824	0.22	0.6419			0.65	0.5243	0.587917224540407	0.458553891543033	0.0222978875452565	0.0072007003646288	0.0536689139569948	0.0897989040564039	2.3853	0.8552	0.4503	0.5072	0.004
TCGA-49-AAR9-01	9.5104	6.5918	6.2404	4.0534	12.2405	6.3372	9.9161	7.2992	4.9027	14.4641	7.3649	3.8388	8.1128	12.3961	5.1086	3.9441	6.2355	6.2872	7.1946	10.2569	10.8206	12.8236	8.0764	3.0605	6.9434	0.9395	7.6939	4.9246	5.2545	7.0964	9.4511	12.9283	13.7995	5.7489	6.6659500000000005	6.10095	8.567283333333332	-961.13	-428.43	-1389.55	0.9206643307341215	0.75	0.9207			0.7	0.7622	0.164434443607614	0.164886481143261	0.03219315929492	0.0	0.028047701432193	0.140997896986052	-0.7268	-0.7004	0.195	0.2901	0.1965
TCGA-49-AARE-01	10.5303	8.5105	8.1281	4.1571	11.5965	8.894	11.1184	7.9365	5.7373	14.5891	7.5269	6.4733	9.0851	11.2058	6.8198	6.8197	6.7422	7.923	8.2378	11.2338	12.1295	12.6382	8.4703	2.8821	7.9994	8.7881	7.3041	6.1791	6.006	7.4577	10.5012	12.3147	14.4067	6.5453	7.09995	6.8369	9.057972222222222	-239.25	487.32	248.08	0.8012574217919638	0.42	0.8013			0.6	0.7406	0.289298650126357	0.102438293738225	0.0478876108413495	0.0	0.102974123310543	0.124134557631118	1.268	0.1818	0.1899	0.2642	0.1695
TCGA-49-AARN-01	9.3531	8.4461	8.9861	6.0428	10.8651	8.2192	11.0668	7.667	5.9587	13.4552	7.2736	5.2598	6.9644	8.9557	5.9759	5.5259	6.6582	6.4275	7.7292	11.8385	13.1694	13.4917	10.9524	2.4535	7.104	9.6335	6.7511	5.2876	4.8004	6.7105	10.9223	12.9179	12.8839	5.7344	6.68435	6.81285	9.04452222222222	-334.94	559.96	225.02	0.8032781044111692	0.43	0.8033			0.6	0.7562	0.36270272409921	0.0635367846709773	0.0667596282594241	0.0647028902885505	0.019056084913636	0.155941981457417	1.3644	0.2742	0.3621	0.3465	-0.083
TCGA-49-AARO-01	9.8626	8.9732	8.5258	6.6872	11.9773	9.2219	12.4678	8.2409	6.4509	13.9747	7.884	7.852	8.6807	10.2748	7.3437	8.0734	7.8663	8.0407	9.5605	12.6398	13.5085	13.8078	9.365	3.9991	7.508	9.6981	8.2816	6.7191	6.5068	7.6638	11.0067	12.0196	14.1131	7.7436	7.7650500000000005	7.3459	9.621316666666665	574.25	1748.28	2322.53	0.5850069785804712	0.28	0.585			0.65	0.5745	0.394893741985539	0.108574712591891	0.0262594644805736	0.0369008035666703	0.0174374004996878	0.299948123080585	1.7602	0.9644	0.4137	0.6797	-0.0295
TCGA-49-AARQ-01	11.8757	8.6854	7.3778	4.8624	9.5963	8.7069	9.7187	7.8816	8.3173	12.1781	6.8032	6.3156	9.2724	11.4106	6.7589	6.2479	8.2656	9.1278	8.3249	11.6136	13.0869	12.5933	10.2501	4.587	10.3774	7.0309	8.2603	6.9741	6.0481	7.4617	13.0528	12.3581	10.6115	5.9201	7.86365	8.09945	9.45151111111111	-1111.21	617.0	-494.21	0.8615695264635085	0.52	0.8616			0.8	0.8225	0.24545356944318	0.15116082829216	0.0314509519963788	0.0815820512085765	0.170604405283598	0.0921374802472867	0.9981	0.1541	0.2224	-0.3715	0.106
TCGA-49-AARR-01	9.9886	8.5819	8.3642	6.5759	10.4979	8.9134	12.4964	8.5877	6.9539	12.4642	8.9241	5.9357	6.4127	8.2141	7.4804	5.3375	7.529	7.1481	9.0627	11.7442	13.0619	13.9305	8.0544	2.6094	7.921	9.6577	8.2676	6.7015	6.4468	8.3934	10.8487	12.1066	12.7474	6.9178	7.9612	7.7707999999999995	9.329577777777779	437.88	1279.55	1717.43	0.6546430454860542	0.64	0.6546			0.7	0.6664	0.378259351943451	0.111683448011577	0.0264201036649454	0.005235809886648	0.0147175701128398	0.231030083583104	1.7301	0.8453	0.105	0.2806	-0.3345
TCGA-4B-A93V-01	10.1757	8.0893	8.2199	9.3718	10.8267	8.3999	11.3324	7.1542	5.632	12.8136	7.6692	6.6244	7.6794	10.7319	7.1784	5.0837	8.3875	9.0699	7.8242	10.7793	11.5551	12.066	10.6698	3.9922	7.3541	5.632	8.8164	6.4289	6.0745	8.1295	10.6323	11.6327	10.5247	6.3629	8.2585	6.3931000000000004	9.292827777777779	-899.27	386.93	-512.34	0.8629174417701926	0.62	0.8629		0.6454	0.9	0.6573	0.244927188793944	0.0727932256712635	0.0285824328196061	0.0216697254098978	0.0183234276835968	0.133173687104591	1.0248	0.0809	0.085	-0.223	0.1165
TCGA-50-5044-01	10.9943	9.2381	8.246	7.8536	12.1988	9.2209	11.4551	8.9701	6.4082	10.4577	8.1049	6.373	9.5254	10.4482	7.3643	7.3646	8.4847	9.4429	9.1236	11.6524	13.2581	13.6538	9.3977	2.3489	8.3866	2.0252	8.7339	6.8913	6.541	8.3281	11.3068	12.564	10.2587	6.3551	8.4064	7.68915	9.779422222222221	148.32	1010.87	1159.18	0.71432210153897	0.23	0.7143	0.22	0.5642	0.8	0.5726	0.412318141066002	0.140846191727598	0.0247622023542029	0.0985237868436524	0.0252520837702227	0.31676304328131	0.9458	0.4007	0.6027	0.6503	0.3405
TCGA-50-5045-01	11.2572	10.1138	10.1929	6.9154	11.1914	10.2962	13.4716	9.481	7.7513	13.0188	8.8834	7.3895	10.794	11.4475	8.8374	8.5029	9.0811	8.0264	10.7036	11.5221	13.0921	14.1395	9.4664	4.6008	7.4981	10.2024	8.8691	7.4183	8.0634	8.6435	11.4861	12.6521	12.4794	8.6389	8.8623	8.61615	10.201888888888888	1430.36	2418.37	3848.73	0.39021050057051065	0.22	0.3902	0.29	0.4832	0.65	0.4327	0.467012990851234	0.127854170710084	0.0530400746551201	0.0530077960092327	0.0517711762401348	0.247212274312117	2.5693	1.4425	0.582	0.5228	0.251
TCGA-50-5049-01	12.1783	10.6641	10.6191	7.0997	11.3935	10.847	13.6345	10.9426	9.2025	13.5377	10.4426	7.8822	12.3471	14.2278	9.498	8.1715	9.671	9.0962	10.7977	12.8251	14.125	14.4271	10.1103	6.0138	9.1957	9.7224	9.5845	8.0435	9.1094	9.4767	11.2398	13.9346	12.876	8.6071	9.57385	10.07255	11.086677777777776	1639.69	2846.07	4485.76	0.30253540151657127	0.26	0.3025	0.36	0.4391	0.625	0.44	0.568415873469957	0.174521363162801	0.0281562632128781	0.0151355979442473	0.0538246084154187	0.208263360505262	2.8005	1.7417	0.4644	0.3579	0.1185
TCGA-50-5051-01	8.5836	7.196	7.5909	4.4019	10.8509	7.3883	10.1854	7.1495	5.1005	13.4833	5.885	4.5039	3.1286	4.5992	5.9765	4.8923	4.4019	6.112	6.9739	8.0839	9.7626	12.0093	11.2157	0.0	5.7039	8.5333	5.1005	5.1327	3.5661	6.1752	10.427	10.7337	12.6437	5.0338	5.288550000000001	6.125	7.593000000000002	-757.94	-204.87	-962.81	0.8944226054951687	0.59	0.8944	0.59	0.7277	0.8	0.7233	0.204760210511975	0.0705929564814195	0.0149376708903815	0.0144940875307834	0.0	0.192849761838638	0.7024	-0.2444	0.0605	0.0887	0.049
TCGA-50-5055-01	11.8127	10.8198	10.9771	5.0251	11.1176	11.1019	12.3021	10.0987	8.176	12.7665	8.4088	6.9338	9.9552	11.3739	8.6811	8.5537	9.675	7.6582	9.6197	13.7312	15.4144	14.36	9.5463	3.6585	7.7831	11.8826	9.2678	7.9999	7.4683	8.9591	11.5976	12.5779	12.8974	8.5207	9.31705	9.13735	10.431238888888888	1252.77	2735.92	3988.69	0.37121363201975477	0.13	0.3712	0.17	0.3528	0.475	0.2992	0.617935894197814	0.113645601542615	0.0923460274300239	0.0193161789418073	0.0337241240052404	0.150570531548758	3.1334	1.4269	0.5504	0.441	0.0665
TCGA-50-5066-01	11.7653	10.3709	9.4031	6.4612	10.246	9.6822	12.8528	10.3138	9.6245	13.162	9.0657	7.9154	11.7482	12.6111	9.6387	4.9375	10.2656	10.2471	10.5135	11.2762	12.2329	14.3455	9.2421	6.5443	7.7675	8.862	10.1987	6.7095	9.061	8.9485	11.6409	13.7009	11.5856	7.6027	9.60705	9.969149999999999	10.365183333333333	913.2	2207.84	3121.04	0.486148246345035	0.27	0.4861	0.29	0.4309	0.65	0.4019	0.486015393126763	0.18336169111171	0.0	0.0015810282838241	0.0838707148387609	0.263354470976401					
TCGA-50-5068-01	11.0328	10.3308	9.4088	5.8222	9.8228	9.5243	12.043	9.7169	8.4222	13.7123	7.9399	6.5313	12.1012	11.5811	7.7751	5.7734	10.8363	7.803	10.19	12.7598	14.6751	13.8966	10.941	5.7089	7.2349	10.291	8.5396	5.8439	7.9549	8.1629	11.7218	13.6144	13.2199	6.7069	9.499600000000001	9.06955	10.063588888888889	515.4	2162.42	2677.82	0.5419336450917227	0.24	0.5419	0.24	0.4709	0.65	0.4018	0.475863150234242	0.121980444833529	0.0125690405069754	0.0130485002209827	0.0841017326954328	0.191132563505962	2.4346	1.1422	0.503	-0.3086	0.3245
TCGA-50-5072-01	8.9398	7.3084	6.8013	5.5319	12.0164	7.7285	13.631	6.5162	4.9553	13.0629	7.9057	5.458	7.0564	9.0457	6.0472	6.3838	5.4118	6.0572	8.4784	10.5709	12.2356	12.743	8.051	1.5097	5.4428	4.9336	6.2964	5.0183	5.7079	6.9255	9.4959	13.0861	13.3817	6.2794	6.16865	5.73575	8.484066666666667	-172.59	86.92	-85.67	0.8295964100923242	0.4	0.8296	0.36	0.6706	0.75	0.6525	0.321589780162213	0.0671558351926166	0.0175539441056036	0.0	0.0394064954857232	0.238991834242871	0.3231	0.2637	0.3164	0.4184	0.3935
TCGA-50-5930-01	10.6111	8.2086	10.0603	5.2039	11.6595	9.1964	12.7854	9.1193	6.5743	12.7199	8.7301	6.0167	8.583	10.8458	7.2263	5.6721	7.451	8.5578	8.8962	12.7286	13.2364	13.5268	8.2086	3.3641	7.3952	8.1219	7.9388	6.4483	6.9754	8.506	9.8011	12.5036	13.2571	7.3722	7.9785	7.8468	9.619055555555555	484.25	1171.53	1655.78	0.6614570127218511	0.95	0.6615	0.98	0.5388	0.65	0.5508	0.438795900633812	0.101497248175476	0.0062878333785498	0.0037275386348821	0.0476794874079437	0.246185437934022	1.6898	0.7107	0.139	0.5071	-0.0745
TCGA-50-5931-01	7.2882	4.4061	4.8579	2.9899	11.6523	4.7822	10.7519	5.8216	7.2104	13.0229	6.0723	2.7402	6.6903	7.2706	4.2711	4.6253	3.9561	4.8782	5.789	8.0492	9.0539	12.1087	10.6325	1.533	5.327	2.4381	4.0689	3.1003	3.7683	5.7557	9.5815	11.1954	12.6065	5.0802	4.8559	6.516	7.1716388888888885	-593.62	-703.47	-1297.09	0.9152817786155535	0.86	0.9153	0.75	0.7392	0.8	0.8271	0.0836684906681935	0.099750643903604	0.0	0.0489796972927264	0.0413539807039226	0.0373192121632469	-1.0374	-0.6178	0.1586	0.4122	0.3175
TCGA-50-5932-01	7.4661	6.3139	6.3418	4.5511	10.8332	6.3801	11.9965	5.8251	3.4562	14.3326	8.1372	2.8549	6.2601	7.4283	5.354	3.6202	5.3094	5.1664	7.2228	11.1261	12.8996	13.1388	6.6001	0.8729	3.9586	3.5098	5.4532	3.1533	5.6689	6.6546	9.3083	12.3612	13.9454	4.206	5.982	4.64065	7.814311111111111	-718.49	-21.09	-739.58	0.8792906884167682	0.84	0.8793	0.84	0.8153	0.8	0.8322	0.0800957861463084	0.0383611537000364	0.0	0.0380540368654665	0.0132884912335623	0.403220363370266	-0.2734	-0.1375	-0.1194	-0.1919	-0.203
TCGA-50-5933-01	9.5655	7.513	6.4771	9.0321	11.6394	8.0845	13.1821	7.5837	5.0728	12.5462	9.9142	5.8617	11.0087	11.6951	6.1787	6.9649	6.7772	6.1163	9.9849	10.8507	12.2458	13.352	7.5605	3.8346	6.3688	2.7253	6.5604	8.6198	8.3123	7.3911	9.7867	13.0263	12.5679	6.6944	7.084149999999999	6.328250000000001	9.269094444444443	1425.35	1453.04	2878.39	0.5169592277967479	0.3	0.517	0.29	0.5967	0.7	0.4379	0.365416423026424	0.0422180870721223	0.0	0.0094359761149204	0.0345264234638779	0.542153147974252	0.3428	1.0483	0.377	0.6071	0.026
TCGA-50-5935-01	10.2377	9.3465	8.1318	5.5883	10.7693	9.2442	11.6347	7.9981	5.5883	14.1507	8.4844	6.0706	8.3725	11.6777	7.3176	7.1505	7.3119	5.469	8.2237	13.3827	15.3259	14.0013	9.2786	2.6072	5.7335	5.8965	6.8208	5.1958	6.0977	7.4859	11.1529	13.0139	11.9592	6.463	7.398899999999999	6.793200000000001	9.5264	35.0	938.7	973.7	0.7331084487653768	0.39	0.7331	0.57	0.7747	0.8	0.7367	0.19445574678253	0.0761440600920537	0.0611252963863703	0.0	0.0449461987966574	0.240627945902418	1.038	0.587	0.207	0.0999	-0.1845
TCGA-50-5936-01	8.0332	7.8625	7.5136	5.083	11.5962	8.069	12.76	6.5963	4.0944	14.0301	8.9916	4.8098	6.9939	8.6231	6.0928	7.3278	5.8028	6.2396	8.8085	11.0539	12.3782	12.9629	6.5294	2.2188	5.415	6.6498	6.1826	5.6848	6.3855	7.0977	9.8612	12.0848	13.6587	6.8367	6.4502500000000005	5.34535	8.456666666666667	147.12	577.59	724.71	0.7574706181044705	0.6	0.7575	0.44	0.7004	0.8	0.6819	0.271949166997192	0.0459297812076958	0.0222982964945131	0.0	0.0	0.253953851168934	0.7086	0.5383	0.1227	0.4061	0.066
TCGA-50-5939-01	8.8065	7.6493	8.9586	7.0028	12.1146	8.0539	13.4044	6.0884	4.2833	11.7306	9.5055	5.3462	8.1987	9.2029	7.0181	6.4726	6.6067	7.2301	8.9491	13.1231	13.539	13.9579	6.3767	1.2438	6.0442	8.0277	6.291	6.1865	7.2497	7.368	10.0647	13.1498	14.0456	7.0556	6.98735	5.18585	9.197172222222221	457.22	1354.23	1811.45	0.6441482964321749	0.38	0.6441	0.33	0.5054	0.71	0.5016	0.45048425730753	0.040695151392195	0.0122132404457926	0.041840179817596	0.0277093444531091	0.395395067223259	1.237	0.8781	0.3267	0.6289	0.0295
TCGA-50-5941-01	11.0972	10.0516	9.0311	7.6556	10.841	10.0902	12.9023	10.0181	7.4803	13.1522	10.0576	7.2075	11.3519	13.2737	8.4814	8.0508	8.4234	8.8373	10.0172	14.6343	15.5403	14.7155	11.0089	5.5396	8.4474	8.9026	8.7796	7.59	8.0712	9.5539	11.3154	13.932	12.8214	8.8434	8.98865	8.7492	10.874649999999999	569.04	2174.4	2743.45	0.5338122369308357	0.27	0.5338	0.23	0.4836	0.71	0.381	0.446530422043631	0.142406949563461	0.0478497909996674	0.044093123774495	0.107096578762683	0.153754777305479	2.1424	1.298	0.5177	0.3276	0.039
TCGA-50-5942-01	9.4885	8.5159	8.545	5.0429	10.3987	8.3278	10.5348	8.0742	5.722	12.384	8.3702	4.3348	6.9287	9.0031	7.4021	5.2199	6.6079	3.6447	7.7146	11.2112	13.7798	13.6832	5.4955	1.5449	5.9025	6.1946	6.2196	4.7662	5.5158	7.1132	9.5829	12.0432	12.3809	6.1036	6.86055	6.8980999999999995	8.659	-30.52	501.69	471.17	0.7812381487255224	0.69	0.7812	0.69	0.8458	0.8	0.7653	0.140457022913501	0.0765281956025142	0.0147541357518014	0.0183944019000622	0.0178206516167159	0.116041290822597	1.04	0.3612	-0.1753	0.187	-0.361
TCGA-50-5944-01	8.3107	7.4696	5.6413	5.1103	11.6165	7.1485	12.6569	6.5499	4.6664	13.5533	9.6271	3.5068	7.0188	8.1953	5.2784	4.4281	5.3875	3.5822	8.6389	11.3686	13.8881	13.5733	7.1423	0.0	3.9094	4.1265	4.9487	3.3431	6.2711	6.0632	8.9369	12.275	13.4726	5.2555	5.725350000000001	5.60815	8.216577777777779	650.65	562.64	1213.29	0.7087411766649497	0.57	0.7087	0.57	0.8325	0.8	0.7034	0.102436146809883	0.0367784952762994	0.0148139589285443	0.0198902649013415	0.0164550146874331	0.439578303806837	-0.0123	0.5383	0.013	0.3992	-0.212
TCGA-50-5946-01	8.15	6.5687	6.0851	4.8888	10.823	6.6355	10.6602	6.8598	6.8438	13.5318	7.3268	4.5555	8.2525	8.9542	6.0082	4.5916	5.6314	5.8402	7.4082	8.5985	9.9955	11.7622	6.3067	2.8939	7.7279	4.067	5.1065	4.1992	5.1851	6.2711	8.7135	12.8748	13.4889	5.7991	5.95125	6.8518	7.84253888888889	-1100.38	-559.22	-1659.61	0.9354113126868343	0.75	0.9354	0.68	0.6931	0.8	0.7409	0.262778067699923	0.128089851900271	0.0127120305473639	0.0332693052197422	0.0016437161075628	0.273399487824407	-0.034	-0.3455	0.0233	-0.0503	0.1055
TCGA-50-6590-01	10.846	9.3834	9.0956	8.8981	10.9716	9.4477	13.0899	9.2312	6.9958	11.949	10.4556	6.8539	11.193	13.1597	7.8062	7.538	7.9778	9.4319	9.612	12.4192	13.7765	14.005	10.3905	5.5934	9.1466	7.6933	8.4665	7.2994	8.3797	9.3381	10.6967	14.5951	11.5671	8.3844	8.65795	8.1135	10.595788888888888	337.99	1747.56	2085.55	0.6128597381676844	0.25	0.6129	0.25	0.4752	0.74	0.4514	0.480646494022214	0.127079049025053	0.0383329580868347	0.0724066714077155	0.118401253241679	0.202792773267165					
TCGA-50-6591-01	5.3584	1.134	1.5653	2.6727	11.7711	8.7338	9.1914	1.9953	4.1478	10.4684	3.7597	1.4814	3.1319	2.9205	1.7611	2.6754	5.2493	0.6757	5.3584	5.1797	7.9452	11.6319	6.7135	0.0	5.1797	0.0	1.7611	1.7611	2.6727	2.3734	7.7271	11.0494	8.7459	1.134	3.81135	3.0715500000000002	5.155466666666667	-917.66	-1355.85	-2273.51	0.9634334317800326	0.9	0.9634	0.9	0.8251	0.85	0.895	0.0574122906065205	0.0460249704899718	0.0147435425636109	0.0	0.0	0.0					
TCGA-50-6592-01	11.468	9.3166	7.7694	6.4007	11.0389	9.2236	13.2534	9.8472	7.187	13.6928	9.618	7.629	10.3984	12.2206	8.2767	6.4884	9.1494	10.3674	9.6227	10.3739	12.0427	14.1032	9.4941	6.2707	9.0233	6.8548	9.2288	6.8707	8.0225	10.2536	10.2692	14.479	13.2669	8.5283	9.7015	8.517100000000001	10.122472222222225	298.71	1411.86	1710.57	0.6554039193033231	0.28	0.6554	0.28	0.518	0.8	0.4683	0.499543059765858	0.157052445917464	0.0136413879003282	0.0595457946412478	0.0722491762003435	0.173212615801154					
TCGA-50-6593-01	8.1027	7.5909	7.322	6.941	11.4474	7.6288	13.0838	6.3544	4.1953	13.1307	7.7325	5.3494	6.8951	8.3065	5.6914	6.4175	4.837	4.869	9.5597	13.0234	14.3808	12.7874	6.0256	1.1909	3.9776	6.1084	4.9004	4.1953	6.6773	5.795	9.9874	12.024	13.0819	6.0113	5.316	5.27485	8.427394444444445	767.06	1117.37	1884.43	0.635917404414159	0.31	0.6359	0.3	0.65	0.75	0.5698	0.288503945832594	0.0246730146561429	0.0295038503113256	0.0117572845446147	0.0171170074777106	0.285350225980778	0.5155	0.8365	0.1219	0.64	0.074
TCGA-50-6594-01	8.5369	7.0596	5.1497	10.6897	11.3596	7.2384	13.1074	6.1865	2.5679	13.8267	7.2585	4.9008	6.7926	7.4391	5.481	5.9234	6.8017	5.8764	8.3124	10.2758	11.8507	12.6745	3.5315	1.2681	4.8664	1.6382	6.607	7.9095	7.9996	6.9322	10.9127	13.2821	12.5115	5.0916	6.86695	4.3772	8.288494444444444	-318.95	378.12	59.16	0.8175393860265391	0.6	0.8175	0.61	0.7088	0.875	0.7413	0.174477016090611	0.0416615830809099	0.0383942725890087	0.02558444836841	0.0	0.3228714122587					
TCGA-50-6595-01	10.5668	8.5666	7.0685	8.9916	12.227	8.3731	12.4113	8.169	5.8316	12.3902	9.5375	5.5833	12.3313	11.5047	6.7516	6.3855	8.1364	9.0453	9.1969	11.8571	12.5535	14.0441	13.4882	4.4315	8.9014	3.0133	8.2925	5.7649	9.3426	9.0187	10.5976	14.0431	12.8895	6.7856	8.57755	7.0003	10.262355555555555	1052.86	1101.63	2154.49	0.6048320766538934	0.22	0.6048	0.18	0.5027	0.775	0.4503	0.514765312509816	0.0980347983631479	0.0138433594260919	0.0078419391708669	0.145818171019355	0.353728637851627	0.5722	0.678	0.6241	0.9635	0.288
TCGA-50-6597-01	11.1554	9.8689	9.5756	3.2453	10.5531	10.4644	11.2483	7.8037	6.6569	12.832	7.7029	6.0857	8.9835	11.3949	7.2727	8.3228	8.9204	6.1637	7.9538	11.7776	14.1459	14.0078	8.9482	3.2453	7.9756	7.2901	7.8691	8.0646	5.5014	6.7482	12.3604	12.952	13.1161	7.3329	7.834300000000001	7.2303	9.531916666666666	-461.69	1239.12	777.44	0.7523946711801474	0.48	0.7524	0.38	0.659	0.75	0.6542	0.274501606093575	0.131993418687134	0.130410151143873	0.0515573524091713	0.0942163184002602	0.104622964272151	1.7853	0.5097	0.2711	-0.309	-0.0845
TCGA-50-6673-01	7.4547	7.5784	7.9751	4.8033	11.4353	7.7194	11.9816	6.021	3.4719	12.8528	8.5936	5.4655	7.4547	8.1452	6.0085	6.5399	5.4095	6.1857	8.4036	9.6022	11.2352	13.3408	6.3132	0.0	5.5017	5.1608	5.6858	4.4054	6.0334	6.021	9.6229	12.1293	11.8041	6.6797	5.71525	4.74645	8.143383333333334	265.73	552.94	818.66	0.7483953048918252	0.35	0.7484	0.35	0.6608	0.725	0.6361	0.2862837358218	0.026431292816915	0.0294821538213045	0.0142015476272308	0.0166507265620495	0.39458289377164	0.6024	0.5619	0.2395	0.5746	-0.119
TCGA-50-7109-01	10.1864	9.3216	8.3401	4.6672	10.4751	9.1556	11.4584	8.8716	6.2605	12.7292	8.5971	5.9966	9.4315	11.032	8.1159	5.8207	8.6219	8.7023	8.2778	10.6589	11.8661	13.0888	11.5218	5.1111	7.4199	7.6781	7.6345	6.3921	6.3387	8.3578	9.4804	12.6	12.2356	6.9713	8.48985	7.566050000000001	9.325877777777778	85.6	683.67	769.27	0.7531840983872047	0.44	0.7532	0.44	0.6641	0.575	0.64	0.28620711309214	0.12331210402466	0.0137693883514652	0.0119754800337796	0.0749310164566356	0.204729456465258	1.3986	0.4287	0.0089	0.052	0.0385
TCGA-50-8457-01	10.9562	9.1605	10.6487	5.7139	10.7872	9.7984	12.0727	8.8824	7.0534	13.6486	9.0488	6.322	8.6116	10.8579	7.512	6.8777	8.0838	5.7969	8.8172	11.2227	14.1843	14.0119	7.0093	3.4282	7.1331	9.736	7.6962	6.5441	6.938	8.1619	10.391	12.4436	12.4101	7.8062	8.12285	7.9679	9.62463333333333	665.15	1706.71	2371.86	0.5791189792733347	0.6	0.5791		0.6409	0.65	0.5992	0.331843582830099	0.0631836116468629	0.0257860348890477	0.0147597813394572	0.037828495084752	0.188204635267302	2.1514	1.0169	0.1567	0.2828	-0.286
TCGA-50-8459-01	9.8004	8.82	9.2679	5.2871	12.636	9.2441	13.7355	7.9849	5.9539	11.3731	9.1161	6.8045	7.4787	8.9547	6.7152	7.6718	6.8612	6.8472	10.3654	13.0003	14.2866	13.8159	6.9938	1.0834	6.6524	9.3592	6.5783	7.0976	7.1945	7.6043	10.9074	12.0327	12.3001	7.2696	7.23275	6.9694	9.360766666666667	1794.24	1991.35	3785.59	0.39872710670796785	0.29	0.3987		0.5879	0.675	0.5505	0.377336068261378	0.0515093135777368	0.0440689642306527	0.0	0.0132872734497816	0.281359339004592	1.7537	1.3787	0.1762	1.1779	-0.238
TCGA-50-8460-01	10.0639	9.1241	9.7208	5.7788	10.4435	9.6521	12.4811	7.9626	6.3495	13.2652	7.9769	7.1773	6.6187	9.4586	7.4773	8.4623	7.3184	6.3385	8.3609	12.4029	14.9501	14.0315	7.6564	1.5154	6.782	8.513	7.7916	6.724	5.962	11.2055	11.2663	11.1052	13.0472	7.8431	9.26195	7.1560500000000005	9.37075	89.89	1476.01	1565.9	0.6712939413059319	0.42	0.6713		0.5841	0.8	0.5551	0.354411901977913	0.0611186483607219	0.0551441026821906	0.0364214302685284	0.0	0.135076467904263	1.7629	0.7316	0.146	0.1079	-0.1115
TCGA-53-7624-01	10.8112	7.5143	6.3616	7.1934	12.5984	7.9116	10.873	7.4323	6.5013	12.3371	7.5687	5.3563	11.7431	11.4816	6.3542	5.6671	7.2361	7.976	7.6082	9.8368	12.0488	13.7424	11.1127	4.9883	7.7115	5.4892	7.1495	5.9856	7.6017	7.6686	10.9419	14.7651	12.8674	6.2246	7.45235	6.966799999999999	9.496466666666667	-962.99	134.43	-828.56	0.8854363864096151	0.69	0.8854	0.69	0.8373	0.75	0.8436	0.177641346651458	0.0908202618983374	0.0305813771388792	0.035259514189326	0.157734411429973	0.140344588178327					
