stratum	covariates	method	outcome	cut	predictor_cut	k	effect	fe	se	p	I2	ci_low	ci_high	tau2	neg	npos	cohorts	eligible	q
pur_low	KRT5_6AB	pearson_winsor	CD3_z	0.25	expression	3	-0.22502323858102685	-0.23234515620652985	0.0552991679007635	4.717533541817441e-05	0.5524971496882507	-0.3334076160415568	-0.11663886112049696	0.013010745730219549	7	1	8	True	0.001969375492677054
pur_low	KRT5_6AB	pearson_winsor	CD3_rank	0.25	expression	3	-0.22782104922195404	-0.23244280525881805	0.05493234046046872	3.3641501618572755e-05	0.5482337153194319	-0.3354864581109651	-0.12015564033294293	0.012763674412337021	7	1	8	True	0.0017775672459229826
pur_low	KRT5_6AB	pearson_winsor	CD3_pc1	0.25	expression	3	-0.22480481135422803	-0.23211401956218564	0.05514099846433883	4.563842020150773e-05	0.5498486943222268	-0.3328791824159106	-0.11673044029254549	0.012874655962358945	7	1	8	True	0.0019500705763676534
pur_low	KRT5_6AB	pearson_winsor	CD8_mean	0.25	expression	3	-0.20279514101108145	-0.2057099504548072	0.0535204571083128	0.00015118521289336493	0.5218958354305627	-0.30769330937949524	-0.09789697264266764	0.011550744306587937	7	1	8	True	0.0033044767960978337
pur_low	KRT5_6AB	pearson_winsor	CD8_z	0.25	expression	3	-0.20325364831976683	-0.20618087432675417	0.05329912644841432	0.0001370392762116359	0.5177837119539173	-0.30771801656610515	-0.09878928007342852	0.011362027609390576	7	1	8	True	0.003156393752072964
pur_low	KRT5_6AB	pearson_winsor	CD8_rank	0.25	expression	3	-0.2102782062099755	-0.21170055625276835	0.05508148686600951	0.00013476487782530293	0.5503139942817378	-0.3182359366822702	-0.10232047573768084	0.012904589190796234	7	1	8	True	0.0031332241741738316
pur_low	KRT5_6AB	pearson_winsor	CD8_pc1	0.25	expression	3	-0.20325364831976683	-0.20618087432675417	0.05329912644841432	0.0001370392762116359	0.5177837119539173	-0.30771801656610515	-0.09878928007342852	0.011362027609390576	7	1	8	True	0.003156393752072964
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_mean	0.25	expression	3	-0.2240555100594012	-0.22824446101641543	0.05515800141548893	4.86400634503146e-05	0.5521445505939432	-0.3321632062929688	-0.11594781382583356	0.012966637344747359	7	1	8	True	0.0019909578179571627
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_z	0.25	expression	3	-0.2269214895720896	-0.23037860248071682	0.055092653162671146	3.806744881142036e-05	0.5518745759706754	-0.33490110558368175	-0.11894187356049746	0.012932934668818103	7	1	8	True	0.0018317707658600715
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_rank	0.25	expression	3	-0.2287311284451864	-0.2306676643729125	0.055858480061961	4.224734184613687e-05	0.565907573794037	-0.33821173759777867	-0.11925051929259414	0.013648584566320714	7	1	8	True	0.0018870536967653
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_pc1	0.25	expression	3	-0.22715891485767706	-0.23082542947027188	0.055250681616927054	3.9322827512862074e-05	0.5548194315337049	-0.33544826094814334	-0.11886956876721079	0.013075063846609409	7	1	8	True	0.0018553099661065085
pur_low	KRT5_6AB	pearson_winsor	CD3D	0.25	residual	3	-0.2152194919765402	-0.23416180043416415	0.06042054517780496	0.0003680053413953327	0.6218592028716131	-0.33364158445131314	-0.09679739950176725	0.017397869254090294	7	1	8	True	0.005124926004135557
pur_low	KRT5_6AB	pearson_winsor	CD3E	0.25	residual	3	-0.20058532532343026	-0.21478938153896843	0.06541346377282718	0.0021663686953369093	0.6823967805884408	-0.3287933584221871	-0.07237729222467343	0.02250568112106877	7	1	8	True	0.014321889573073667
pur_low	KRT5_6AB	pearson_winsor	CD3G	0.25	residual	3	-0.2313393460470392	-0.24248296419016108	0.06822427874645273	0.0006967231033843715	0.7150518293815219	-0.365056475261308	-0.09762221683277039	0.025790526612823824	7	1	8	True	0.007301668659592846
pur_low	KRT5_6AB	pearson_winsor	CD8A	0.25	residual	3	-0.18938334181517338	-0.20584679609426723	0.06917321034943917	0.006184915923310972	0.7180344682004516	-0.32496034279508745	-0.053806340835259286	0.026550529847386914	7	1	8	True	0.027939828016470578
pur_low	KRT5_6AB	pearson_winsor	CD8B	0.25	residual	3	-0.20089501017312142	-0.21083058933034315	0.0603597084426927	0.0008737879625384537	0.6235493966846516	-0.31919786483813734	-0.08259215550810549	0.017495937058308663	7	1	8	True	0.008310213941848818
pur_low	KRT5_6AB	pearson_winsor	CD3_mean	0.25	residual	3	-0.22259381957178112	-0.2370948179364321	0.0648116722111668	0.0005937112273466448	0.6780748068951432	-0.3496223628834835	-0.09556527626007877	0.02192856969443066	7	1	8	True	0.006698618386794899
pur_low	KRT5_6AB	pearson_winsor	CD3_z	0.25	residual	3	-0.22259161973020122	-0.23724541444580258	0.06493824909245277	0.000608621645286803	0.6795623710809723	-0.3498682491704995	-0.09531499028990295	0.022064404327383026	7	1	8	True	0.006785225399943101
pur_low	KRT5_6AB	pearson_winsor	CD3_rank	0.25	residual	3	-0.22058364522582916	-0.23327348008339022	0.0636310044659887	0.0005270731461573541	0.6663670233180291	-0.34529812227927437	-0.09586916817238397	0.020795224730623212	7	1	8	True	0.00625816214751836
pur_low	KRT5_6AB	pearson_winsor	CD3_pc1	0.25	residual	3	-0.22234997471655601	-0.23701082394307202	0.06492912482072262	0.0006159253243713585	0.6794836947577251	-0.34960872091287803	-0.095091228520234	0.022055424472185666	7	1	8	True	0.006835159043566086
pur_low	KRT5_6AB	pearson_winsor	CD8_mean	0.25	residual	3	-0.19647377715968786	-0.21059530690250117	0.06685454668571264	0.0032945961207045747	0.6979089675436584	-0.3275062808664363	-0.06544127345293946	0.024086080006422903	7	1	8	True	0.01888545169364598
pur_low	KRT5_6AB	pearson_winsor	CD8_z	0.25	residual	3	-0.19630162789609873	-0.21093191450945398	0.06616092873597616	0.003006891419407724	0.690723308979097	-0.3259746654023331	-0.06662859038986432	0.02332263931347146	7	1	8	True	0.017820835606786885
pur_low	KRT5_6AB	pearson_winsor	CD8_rank	0.25	residual	3	-0.19967935943221768	-0.21196996414046745	0.06508977063922301	0.002156745802144018	0.6804961800927111	-0.3272529656470674	-0.07210575321736792	0.02225879235294486	7	1	8	True	0.01428223851076272
pur_low	KRT5_6AB	pearson_winsor	CD8_pc1	0.25	residual	3	-0.19630162789609873	-0.21093191450945398	0.06616092873597616	0.003006891419407724	0.690723308979097	-0.3259746654023331	-0.06662859038986432	0.02332263931347146	7	1	8	True	0.017820835606786885
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_mean	0.25	residual	3	-0.2157510870980296	-0.22930814172159322	0.06615240205998577	0.0011085381716750499	0.691816258837678	-0.34540741262641494	-0.08609476156964421	0.02334641822726941	7	1	8	True	0.009504893044195854
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_z	0.25	residual	3	-0.21911043810396227	-0.23204392107216018	0.06581228828561685	0.0008705703197326411	0.6890155841904084	-0.3481001528839386	-0.09012072332398596	0.023010820037919485	7	1	8	True	0.008294629787585665
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_rank	0.25	residual	3	-0.21635731209884296	-0.22889987867248418	0.0652437842081002	0.000912711475020197	0.6840372169111187	-0.3442327793618225	-0.08848184483586344	0.022473151652536588	7	1	8	True	0.008513239725616325
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_pc1	0.25	residual	3	-0.21909662076619882	-0.2321483622443951	0.06572997207989265	0.0008582748915717815	0.688251499156986	-0.34792499874761174	-0.09026824278478593	0.022926724490841828	7	1	8	True	0.00822412784916215
pur_low	KRT5_6AB	pearson_winsor	CD3D	0.20	expression	3	-0.2101950865511116	-0.227356737922633	0.05698828993990816	0.00022567680922201105	0.4629317676583028	-0.32189008237385786	-0.09850009072836532	0.011546886248548577	7	1	8	True	0.003985924165345668
pur_low	KRT5_6AB	pearson_winsor	CD3E	0.20	expression	3	-0.19268699612834672	-0.2077439617474427	0.06010186374300544	0.001345907122829272	0.5175595199514649	-0.31048448446837107	-0.07488950778832237	0.014377511470101153	7	1	8	True	0.010655080763787567
pur_low	KRT5_6AB	pearson_winsor	CD3G	0.20	expression	3	-0.22058342246588708	-0.2288213959481507	0.05977883876628094	0.0002242613160158545	0.5234514845978594	-0.3377477934854245	-0.10341905144634964	0.014440903578394657	7	1	8	True	0.003968883629587549
pur_low	KRT5_6AB	pearson_winsor	CD8A	0.20	expression	3	-0.2006822625357713	-0.20968769742985527	0.061674411700529196	0.0011383302952315863	0.5514638344112287	-0.3215618882365042	-0.07980263683503835	0.01621128175114991	7	1	8	True	0.00965079927368767
pur_low	KRT5_6AB	pearson_winsor	CD8B	0.20	expression	3	-0.19639150621834875	-0.2026196274595321	0.055468521256012884	0.00039922759435648313	0.43960940766763307	-0.30510781015582844	-0.08767520228086906	0.010456303743650761	7	1	8	True	0.0053464437301583324
pur_low	KRT5_6AB	pearson_winsor	CD3_mean	0.20	expression	3	-0.21426540067979527	-0.2276546225372037	0.058486743048617215	0.0002488052174805565	0.4950891957031717	-0.3288973106281334	-0.09963349073145716	0.013021554098470861	7	1	8	True	0.004201880592054727
pur_low	KRT5_6AB	pearson_winsor	CD3_z	0.20	expression	3	-0.21317774889322597	-0.2270614392860192	0.05936929554124211	0.00032978211741302536	0.5102774392109887	-0.3295394299415749	-0.09681606784487702	0.013823526198100563	7	1	8	True	0.004815414767951695
pur_low	KRT5_6AB	pearson_winsor	CD3_rank	0.20	expression	3	-0.2165605308150427	-0.22782438404189148	0.05872259296610583	0.00022615059758637258	0.5013610192614085	-0.3316546981074152	-0.10146636352267016	0.013309806051344453	7	1	8	True	0.003989820618375198
pur_low	KRT5_6AB	pearson_winsor	CD3_pc1	0.20	expression	3	-0.2128884518099576	-0.22673713736601195	0.059123422586472	0.00031730494331430473	0.5060649514093751	-0.3287682307221847	-0.09700867289773052	0.01359747864980181	7	1	8	True	0.004717366605368045
pur_low	KRT5_6AB	pearson_winsor	CD8_mean	0.20	expression	3	-0.2043939807966524	-0.211406041537431	0.05806321686895463	0.0004312258512892876	0.4929671752830229	-0.318195794686342	-0.09059216690696281	0.012842923647953653	7	1	8	True	0.005580528179402901
pur_low	KRT5_6AB	pearson_winsor	CD8_z	0.20	expression	3	-0.20442109598822442	-0.21178794580879162	0.0573972645400502	0.00036872403954301834	0.4802476829802916	-0.31691766729784077	-0.09192452467860807	0.012220490244146752	7	1	8	True	0.005130104514392687
pur_low	KRT5_6AB	pearson_winsor	CD8_rank	0.20	expression	3	-0.21077693218448207	-0.21658093446727802	0.05984495835758419	0.00042822346097020546	0.5241753625002681	-0.3280708952216464	-0.09348296914731775	0.014501582653531273	7	1	8	True	0.005558256083045834
pur_low	KRT5_6AB	pearson_winsor	CD8_pc1	0.20	expression	3	-0.20442109598822442	-0.21178794580879162	0.0573972645400502	0.00036872403954301834	0.4802476829802916	-0.31691766729784077	-0.09192452467860807	0.012220490244146752	7	1	8	True	0.005130104514392687
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_mean	0.20	expression	3	-0.215890197755759	-0.2260099117988002	0.059368669271461595	0.00027643932829221894	0.5140320343425645	-0.33225065133789355	-0.09952974417362445	0.013964195966016295	7	1	8	True	0.004419942455866376
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_z	0.20	expression	3	-0.21887399172668365	-0.22826157108734463	0.058929240767609595	0.000203861134164948	0.5073162939256554	-0.33437318126748794	-0.10337480218587936	0.013582511711795186	7	1	8	True	0.0038045026035776583
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_rank	0.20	expression	3	-0.220936662626386	-0.22927993485444853	0.06083415602488402	0.00028146601544040017	0.5399640161813811	-0.34016941746504903	-0.101703907787723	0.015410611126698648	7	1	8	True	0.004455673467930956
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_pc1	0.20	expression	3	-0.21922580014890528	-0.2288052077747212	0.05898612827108981	0.0002019494280715279	0.5085297611515985	-0.3348364871477012	-0.10361511315010936	0.01363915318368599	7	1	8	True	0.0037819620166122496
pur_low	KRT5_6AB	pearson_winsor	CD3D	0.20	residual	3	-0.24192842508117005	-0.26257189413742893	0.07148983842514485	0.0007141321532148401	0.6655268123254908	-0.3820459336550416	-0.10181091650729848	0.026060935465496933	7	1	8	True	0.007420898046472113
pur_low	KRT5_6AB	pearson_winsor	CD3E	0.20	residual	3	-0.2408109431568479	-0.2507131314391053	0.07546069742030635	0.001416781904058484	0.7106303092722569	-0.38871119234892293	-0.09291069396477289	0.03137234115813839	7	1	8	True	0.01097499298369519
pur_low	KRT5_6AB	pearson_winsor	CD3G	0.20	residual	3	-0.255107447013236	-0.26789838031075586	0.07200192506415641	0.00039550632312415054	0.6843488593701507	-0.3962286269565344	-0.11398626706993761	0.027467931560617716	7	1	8	True	0.005320130221287559
pur_low	KRT5_6AB	pearson_winsor	CD8A	0.20	residual	3	-0.23141815398478371	-0.24684666172825906	0.074799850081296	0.0019758947996425624	0.7072534222727053	-0.37802316619311926	-0.08481314177644814	0.03070942562376968	7	1	8	True	0.013508948437122404
pur_low	KRT5_6AB	pearson_winsor	CD8B	0.20	residual	3	-0.24450620868644624	-0.2500178810986543	0.07399433133276524	0.0009518295231209613	0.7008266657128474	-0.38953243315878977	-0.0994799842141027	0.029841930271553373	7	1	8	True	0.008705676990634492
pur_low	KRT5_6AB	pearson_winsor	CD3_mean	0.20	residual	3	-0.2572806648322882	-0.27111973676332357	0.07356211514244404	0.0004697085218174863	0.6949857225395387	-0.40145976113806703	-0.11310156852650932	0.02904865451035189	7	1	8	True	0.0058677261952610115
pur_low	KRT5_6AB	pearson_winsor	CD3_z	0.20	residual	3	-0.2568772586314561	-0.27098904579652927	0.07371496481630342	0.0004926211506418108	0.6963722186008984	-0.40135593479304804	-0.11239858246986417	0.029223909343858604	7	1	8	True	0.006026172492112786
pur_low	KRT5_6AB	pearson_winsor	CD3_rank	0.20	residual	3	-0.2519205955162263	-0.2634086283469959	0.07205825464504208	0.000472167440692254	0.6812117679585821	-0.39315217940932484	-0.11068901162312778	0.027355699860936104	7	1	8	True	0.0058835125050443
pur_low	KRT5_6AB	pearson_winsor	CD3_pc1	0.20	residual	3	-0.25740277968784364	-0.271273475348208	0.07369058598028358	0.00047758857688599637	0.6964458592848236	-0.4018336742088517	-0.1129718851668356	0.029211459058554403	7	1	8	True	0.005923902702201036
pur_low	KRT5_6AB	pearson_winsor	CD8_mean	0.20	residual	3	-0.2384897947363481	-0.24979792059685055	0.07540648138655891	0.0015630110523847467	0.714854233074869	-0.3862837824548935	-0.0906958070178027	0.03161662500700774	7	1	8	True	0.01167092687729506
pur_low	KRT5_6AB	pearson_winsor	CD8_z	0.20	residual	3	-0.23806818330132626	-0.2494832755172286	0.07497091310903722	0.0014959194043377229	0.7109366149550648	-0.385008472883121	-0.09112789371953148	0.03105909858074141	7	1	8	True	0.011336163485906329
pur_low	KRT5_6AB	pearson_winsor	CD8_rank	0.20	residual	3	-0.2431069210908352	-0.2524771466645029	0.07566241531275297	0.001313346473131651	0.7175758413159169	-0.39140253008714293	-0.09481131209452748	0.03200880073347149	7	1	8	True	0.010522129859845613
pur_low	KRT5_6AB	pearson_winsor	CD8_pc1	0.20	residual	3	-0.23806818330132626	-0.2494832755172286	0.07497091310903722	0.0014959194043377229	0.7109366149550648	-0.385008472883121	-0.09112789371953148	0.03105909858074141	7	1	8	True	0.011336163485906329
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_mean	0.20	residual	3	-0.2517961361855639	-0.26356142816473704	0.07390330429019602	0.0006565645452993536	0.6999256241675585	-0.39664395093285254	-0.10694832143827523	0.029610218513218056	7	1	8	True	0.007090492149647088
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_z	0.20	residual	3	-0.2546996244618019	-0.2658088269163154	0.07380444932416103	0.0005585003954829183	0.6996504096656418	-0.399353687035969	-0.11004556188763476	0.029520383138221352	7	1	8	True	0.006460837465049208
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_rank	0.20	residual	3	-0.250885592386892	-0.2617791164380832	0.07296502706706377	0.0005850843315761091	0.6923392753358831	-0.3938944175693272	-0.1078767672044568	0.028572464924020727	7	1	8	True	0.00664888695244846
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_pc1	0.20	residual	3	-0.25432440076029555	-0.2656785816718509	0.073744089680763	0.0005632028085166123	0.6990852018127386	-0.3988601606072829	-0.10978864091330823	0.02944584974147307	7	1	8	True	0.006492694264384267
pur_low	KRT5_6AB	pearson_winsor	CD3D	0.10	expression	3	-0.2537506428801537	-0.2772704835593006	0.0891682220573876	0.004430669180185809	0.5682077245694024	-0.4285171466781034	-0.07898413908220397	0.030668901253675857	6	1	7	True	0.022643166602281026
pur_low	KRT5_6AB	pearson_winsor	CD3E	0.10	expression	3	-0.24830891380157366	-0.26898125320515115	0.09460769070116663	0.008674658997518398	0.6144302080578987	-0.43373658023636524	-0.06288124736678208	0.03749993150427303	5	2	7	False	0.034855673417106686
pur_low	KRT5_6AB	pearson_winsor	CD3G	0.10	expression	3	-0.2365035262401539	-0.2471410522209891	0.08648757696682094	0.006246797122231101	0.5423481292643186	-0.4060160622052589	-0.06699099027504893	0.027780380205737153	6	1	7	True	0.028110587050039954
pur_low	KRT5_6AB	pearson_winsor	CD8A	0.10	expression	3	-0.260066860583043	-0.2975177168703719	0.09873020385382975	0.00843565344836343	0.6705674197994782	-0.45357450432284696	-0.06655921684323907	0.04452345443277516	5	2	7	False	0.0341975390864673
pur_low	KRT5_6AB	pearson_winsor	CD8B	0.10	expression	3	-0.21873175314065002	-0.23382377479362942	0.08790286080501296	0.01283428252561399	0.5614802810376381	-0.391018194456513	-0.04644531182478709	0.029641731347766015	6	1	7	True	0.045389465511927934
pur_low	KRT5_6AB	pearson_winsor	CD3_mean	0.10	expression	3	-0.2598790639544797	-0.27906761312940215	0.09160711498303437	0.004555568467493435	0.5941891366528502	-0.43942571004884656	-0.08033241786011278	0.033937706593304556	6	1	7	True	0.02304508578098998
pur_low	KRT5_6AB	pearson_winsor	CD3_z	0.10	expression	3	-0.2588348459751253	-0.2780924623160395	0.09206157449579637	0.00493048818459692	0.599613413429496	-0.43927221634693736	-0.07839747560331323	0.03461800138361257	6	1	7	True	0.024247016165099968
pur_low	KRT5_6AB	pearson_winsor	CD3_rank	0.10	expression	3	-0.2527105965743999	-0.26664448752332226	0.08716540726508475	0.0037410730226185903	0.5499801966067522	-0.423551655511732	-0.08186953763706786	0.028529546119409537	6	1	7	True	0.02041044478568335
pur_low	KRT5_6AB	pearson_winsor	CD3_pc1	0.10	expression	3	-0.25936861142561	-0.27855502517201836	0.09190152680258906	0.004768875125281604	0.5983261991903951	-0.43949229408292706	-0.07924492876829298	0.03442398159763963	6	1	7	True	0.02374492988919836
pur_low	KRT5_6AB	pearson_winsor	CD8_mean	0.10	expression	3	-0.24037344605900984	-0.27239357377215706	0.10022909858643027	0.016474061592422172	0.6753841718078716	-0.43681886949132764	-0.04392802262669207	0.046319849347919856	5	2	7	False	0.05374142742988368
pur_low	KRT5_6AB	pearson_winsor	CD8_z	0.10	expression	3	-0.23888453394910092	-0.2652852859191703	0.09622441863707357	0.013043585354549182	0.6447031839856213	-0.42748092891106987	-0.05028813898713197	0.04075026820351839	5	2	7	False	0.04587487844721097
pur_low	KRT5_6AB	pearson_winsor	CD8_rank	0.10	expression	3	-0.252151837718463	-0.28271097462116024	0.1006018273300032	0.012195583298199518	0.6797502655668702	-0.4493277960641866	-0.05497587937273943	0.04697843234391751	5	2	7	False	0.04387352241240405
pur_low	KRT5_6AB	pearson_winsor	CD8_pc1	0.10	expression	3	-0.23888453394910092	-0.2652852859191703	0.09622441863707357	0.013043585354549182	0.6447031839856213	-0.42748092891106987	-0.05028813898713197	0.04075026820351839	5	2	7	False	0.04587487844721097
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_mean	0.10	expression	3	-0.2592174211097637	-0.28122527189744134	0.09379733137058277	0.005716922281639617	0.6233272061233531	-0.44305681244207495	-0.07537802977745248	0.03743800890198475	6	1	7	True	0.026580020131688666
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_z	0.10	expression	3	-0.2570252249205947	-0.2778187660503548	0.09401692580216994	0.006260451503926636	0.6232798792103272	-0.4412950134300223	-0.07275543641116708	0.03761679780258114	6	1	7	True	0.028149926599723193
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_rank	0.10	expression	3	-0.26050174528267045	-0.28105992937354124	0.093619197979292	0.005393063205599106	0.6218501362615407	-0.44399200158360774	-0.07701148898173313	0.03722509045016446	6	1	7	True	0.025655205813006208
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_pc1	0.10	expression	3	-0.2583076364649741	-0.28044240495112227	0.09467675968473362	0.006365957563009738	0.6296655107019917	-0.44387067562000576	-0.07274459730994248	0.038518983274782384	6	1	7	True	0.02844068201755813
pur_low	KRT5_6AB	pearson_winsor	CD3D	0.10	residual	3	-0.27228818686216927	-0.28200975241928655	0.08090438356935714	0.0007638971921386611	0.4798757564492608	-0.4308578648495234	-0.11371850887481516	0.02151840717032132	6	1	7	True	0.00771435812298184
pur_low	KRT5_6AB	pearson_winsor	CD3E	0.10	residual	3	-0.23618684324300435	-0.24883375910894648	0.0951606165951594	0.013065423823007601	0.6211615479871135	-0.42269822451614136	-0.04967546196986733	0.03851910156694341	6	1	7	True	0.04592873826025216
pur_low	KRT5_6AB	pearson_winsor	CD3G	0.10	residual	3	-0.24131433867751348	-0.2528727020232365	0.09004476700054993	0.007363592970235769	0.5759978958049838	-0.4177988389948921	-0.06482983836013487	0.03193755619028995	6	1	7	True	0.03130793514581019
pur_low	KRT5_6AB	pearson_winsor	CD8A	0.10	residual	3	-0.2521646051852063	-0.27385067730636725	0.0929707719208624	0.006681813182893697	0.6195476727437166	-0.4343839697649843	-0.06994524060542825	0.036538431070266775	6	1	7	True	0.029366368711645763
pur_low	KRT5_6AB	pearson_winsor	CD8B	0.10	residual	3	-0.25545768600227814	-0.26655417973042905	0.0953889684606305	0.007404924498653144	0.6343696588803908	-0.44241662870754106	-0.06849874329701525	0.039485710388095965	6	1	7	True	0.03139895201783261
pur_low	KRT5_6AB	pearson_winsor	CD3_mean	0.10	residual	3	-0.2694993748592119	-0.2785914546127782	0.09682837660793586	0.005381424360823699	0.6429192475434773	-0.45927950569224685	-0.07971924402617694	0.04131321740084256	6	1	7	True	0.025621102801855866
pur_low	KRT5_6AB	pearson_winsor	CD3_z	0.10	residual	3	-0.2659559996727228	-0.27608347039852493	0.09663892177599484	0.00592218778466475	0.6412701159662888	-0.4553648058584563	-0.07654719348698938	0.04103985932862274	6	1	7	True	0.027163721836144013
pur_low	KRT5_6AB	pearson_winsor	CD3_rank	0.10	residual	3	-0.25040639341167437	-0.25984456459410393	0.09092750087203348	0.005888748550058485	0.5896826531276599	-0.42862102032509436	-0.07219176649825437	0.03338102441591041	6	1	7	True	0.027061540686847463
pur_low	KRT5_6AB	pearson_winsor	CD3_pc1	0.10	residual	3	-0.2670981865766293	-0.2770979691516745	0.09592772911304259	0.005363199561343363	0.6357831651942513	-0.4551130807569072	-0.07908329239635142	0.040086469845200666	6	1	7	True	0.0255679933580994
pur_low	KRT5_6AB	pearson_winsor	CD8_mean	0.10	residual	3	-0.25609105032087026	-0.2785176598860854	0.09899085116179117	0.00968107148895534	0.6695405358270202	-0.4501095533969459	-0.06207254724479461	0.04482625730727477	6	1	7	True	0.03753804652628337
pur_low	KRT5_6AB	pearson_winsor	CD8_z	0.10	residual	3	-0.2573080808678682	-0.27643624084022206	0.09618857989519324	0.007472083943217144	0.6483754483647922	-0.4458342331865005	-0.06878192854923595	0.04098931737323873	6	1	7	True	0.0315618829632959
pur_low	KRT5_6AB	pearson_winsor	CD8_rank	0.10	residual	3	-0.25933890213790545	-0.2736809745210839	0.09159749847422033	0.004636094959817622	0.6069586913003031	-0.43886670022133983	-0.07981110405447106	0.034818420632144444	6	1	7	True	0.023315851435061725
pur_low	KRT5_6AB	pearson_winsor	CD8_pc1	0.10	residual	3	-0.2573080808678682	-0.27643624084022206	0.09618857989519324	0.007472083943217144	0.6483754483647922	-0.4458342331865005	-0.06878192854923595	0.04098931737323873	6	1	7	True	0.0315618829632959
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_mean	0.10	residual	3	-0.2626530496953438	-0.2731363097333153	0.09824100062797411	0.007505121364332486	0.6595212880786744	-0.45520187273134993	-0.07010422665933772	0.043640453062649284	6	1	7	True	0.031649239384671034
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_z	0.10	residual	3	-0.2643137715092982	-0.27420765349607523	0.09763831486759295	0.006787990422670245	0.6543076576507025	-0.45568135216096206	-0.07294619085763432	0.04275963992569065	6	1	7	True	0.029646488206432592
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_rank	0.10	residual	3	-0.2565682265920209	-0.2668071941841577	0.0938285166639815	0.006248693251890478	0.6236853317598401	-0.4404687399762409	-0.07266771320780085	0.03760561343819355	6	1	7	True	0.028112788183710997
pur_low	KRT5_6AB	pearson_winsor	CD3CD8_pc1	0.10	residual	3	-0.2639629346148076	-0.2742184381203286	0.09747278509602035	0.00676761452431049	0.6532634601015492	-0.45500608287582	-0.07291978635379515	0.042542082181583445	6	1	7	True	0.029588158606537154
pur_low	KRT5_6_14	pearson_winsor	CD3D	0.25	expression	4	-0.22615834142323735	-0.2328579118411246	0.048777241165039585	3.5426466386593696e-06	0.42078198166899433	-0.3217599773719395	-0.1305567054745352	0.007732764436473542	7	1	8	True	0.000674665478895867
pur_low	KRT5_6_14	pearson_winsor	CD3E	0.25	expression	4	-0.20614511001619332	-0.21222067517181903	0.05616638542556436	0.00024230603692094977	0.5621187740716732	-0.31622920259209486	-0.09606101744029177	0.013679949314105126	7	1	8	True	0.004142664318781934
pur_low	KRT5_6_14	pearson_winsor	CD3G	0.25	expression	4	-0.22905155410895175	-0.23106812059149096	0.06205132524133803	0.00022308962789088375	0.6516518466949172	-0.35066991677495546	-0.10743319144294804	0.01945238561726513	7	1	8	True	0.0039613176855576755
pur_low	KRT5_6_14	pearson_winsor	CD8A	0.25	expression	4	-0.19669204096001555	-0.19962549976574687	0.05893344722749792	0.0008452714947218781	0.6059276927059803	-0.3121994750107034	-0.08118460690932772	0.016273023969327637	7	1	8	True	0.008167204544280795
pur_low	KRT5_6_14	pearson_winsor	CD8B	0.25	expression	4	-0.20895302838797195	-0.20678572149959867	0.05318681207534841	8.541965948634303e-05	0.5169152356067912	-0.3131972645081549	-0.10470879226778902	0.011323966019623205	7	1	8	True	0.0025044249559912184
pur_low	KRT5_6_14	pearson_winsor	CD3_mean	0.25	expression	4	-0.22517141647519934	-0.23018290509721973	0.05467472790693897	3.815418174282209e-05	0.5422136327179385	-0.33233191403732676	-0.11801091891307194	0.012501432246491733	7	1	8	True	0.0018331455795278452
pur_low	KRT5_6_14	pearson_winsor	CD3_z	0.25	expression	4	-0.2249937095194693	-0.22989579435797702	0.054775314695272324	3.998350819549792e-05	0.5439635311086657	-0.3323513535640506	-0.11763606547488796	0.012588859131699484	7	1	8	True	0.0018580066725403528
pur_low	KRT5_6_14	pearson_winsor	CD3_rank	0.25	expression	4	-0.23283769955556138	-0.23452725378705883	0.05684878478875567	4.2082655773724156e-05	0.5816934477694097	-0.344259270306391	-0.12141612880473181	0.014540497162618696	7	1	8	True	0.0018870536967653
pur_low	KRT5_6_14	pearson_winsor	CD3_pc1	0.25	expression	4	-0.2252498818774482	-0.2300591113960914	0.05486384660735779	4.0323901118999575e-05	0.5459054670647162	-0.3327810452811995	-0.11771871847369691	0.012677570396581406	7	1	8	True	0.0018627845905541647
