stratum	covariates	method	outcome	k	effect	fe	se	p	I2	ci_low	ci_high	tau2	neg	npos	cohorts	eligible	q
pur_low	basal_broad	spearman	CD3CD8_rank	7	-0.12770036748244493	-0.13001557460684848	0.04265958726346787	0.0026132764967316223	0.6838032203428427	-0.2088921301082842	-0.04476020985016234	0.00955423140129722	7	1	8	True	0.012619224640912405
pur_low	basal_broad	spearman	CD3CD8_pc1	7	-0.1306713427432639	-0.13195071504132036	0.043649738677559	0.002605179351960282	0.6981828133502971	-0.2136327160987098	-0.04583873267167341	0.010219914056753036	7	1	8	True	0.012592107490853844
pur_low	KRT5_6_14_TP63	spearman	CD3D	5	-0.14847212511464047	-0.15267658960158195	0.032269625952734	3.5650774210402427e-06	0.4538234114565802	-0.2096689628547468	-0.08611661837765776	0.0036374841495014705	7	1	8	True	0.00027540223077535873
pur_low	KRT5_6_14_TP63	spearman	CD3E	5	-0.1433093795208719	-0.14377470888504804	0.03994924303117619	0.0003036668600969972	0.6425284881936818	-0.21899648954228493	-0.06590796625854761	0.007868614066196492	7	1	8	True	0.002869239313680781
pur_low	KRT5_6_14_TP63	spearman	CD3G	5	-0.16811468964999338	-0.1637731010652328	0.042859754863329	7.494057363973798e-05	0.6899301272057994	-0.24842119487463585	-0.08551295223145622	0.009740759764536252	7	1	8	True	0.001282289359379621
pur_low	KRT5_6_14_TP63	spearman	CD8A	5	-0.14170014633406536	-0.14143323346878572	0.04595749492867853	0.0019081004710086152	0.7309169632972294	-0.22862217487820283	-0.05253668367180329	0.011891291211516159	7	1	8	True	0.010083754300008305
pur_low	KRT5_6_14_TP63	spearman	CD8B	5	-0.1440448788956714	-0.14287159257831897	0.03693267752342931	8.582727315660922e-05	0.5814799678565955	-0.21407715141621314	-0.07253937328978981	0.006082271491582431	7	1	8	True	0.0013563341003706292
pur_low	KRT5_6_14_TP63	spearman	CD3_mean	5	-0.15929819436250092	-0.1596232474342227	0.03831808131922681	2.753268262339513e-05	0.6112412490485207	-0.23149504760143422	-0.0853562716668348	0.006883031709303638	7	1	8	True	0.0008100601722300785
pur_low	KRT5_6_14_TP63	spearman	CD3_z	5	-0.1598413911652245	-0.1599765020737283	0.038560212542610356	2.901081978379019e-05	0.6161292357058731	-0.23247146925061746	-0.08543848855533721	0.007026419472567578	7	1	8	True	0.0008215301149555248
pur_low	KRT5_6_14_TP63	spearman	CD3_rank	5	-0.1585131421852517	-0.15901334106084256	0.038023654098967984	2.619432474299197e-05	0.6051761279639407	-0.23018625947139504	-0.08512960837527657	0.0067100488035632165	7	1	8	True	0.0007872164963353671
pur_low	KRT5_6_14_TP63	spearman	CD3_pc1	5	-0.159870888270879	-0.15996841778047674	0.0386353996769431	2.996368994890768e-05	0.6176290725032063	-0.2326394971165633	-0.08532224870983696	0.007071151789832663	7	1	8	True	0.0008260096317911379
pur_low	KRT5_6_14_TP63	spearman	CD8_mean	5	-0.1499545974099662	-0.1468966385107378	0.043441484488733084	0.0005049744970951651	0.6982960700633848	-0.2319389973776625	-0.06585479419727958	0.010132250644571815	7	1	8	True	0.00394150227821828
pur_low	KRT5_6_14_TP63	spearman	CD8_z	5	-0.15004517178509624	-0.14722721104120132	0.04273792250088522	0.00040388955912519275	0.6881350868365759	-0.23072153511855398	-0.06731988433379209	0.009659496282703888	7	1	8	True	0.003411618280072598
pur_low	KRT5_6_14_TP63	spearman	CD8_rank	5	-0.1461733170299775	-0.14464178765264268	0.041752416567844085	0.00042154648255841637	0.673040104290724	-0.22513730759861383	-0.06530165520205646	0.009011430776566097	7	1	8	True	0.003509320473131639
pur_low	KRT5_6_14_TP63	spearman	CD8_pc1	5	-0.15004517178509624	-0.14722721104120132	0.04273792250088522	0.00040388955912519275	0.6881350868365759	-0.23072153511855398	-0.06731988433379209	0.009659496282703888	7	1	8	True	0.003411618280072598
pur_low	KRT5_6_14_TP63	spearman	CD3CD8_mean	5	-0.16010213845808274	-0.15769783790873512	0.04147293943186612	9.864492655657388e-05	0.6685652898260709	-0.23811700913021008	-0.08003450478207445	0.008830659322180839	7	1	8	True	0.0014658608181094275
pur_low	KRT5_6_14_TP63	spearman	CD3CD8_z	5	-0.1610638663109197	-0.1582712915120368	0.041174046023767556	7.941994534321862e-05	0.6636801847295885	-0.23849557975116178	-0.08159723551487251	0.008638805365318846	7	1	8	True	0.0013139936153950468
pur_low	KRT5_6_14_TP63	spearman	CD3CD8_rank	5	-0.1575825149670882	-0.15597185839692695	0.040487608201778456	8.67937002057149e-05	0.6520569854561963	-0.2338524547366221	-0.07938502858556941	0.008203982473655207	7	1	8	True	0.0013670983723556831
pur_low	KRT5_6_14_TP63	spearman	CD3CD8_pc1	5	-0.1610713227425738	-0.15831932218134387	0.04126125067009877	8.216729472016081e-05	0.6651162276732538	-0.2386639883103553	-0.08143505743633833	0.008694622580146664	7	1	8	True	0.0013399107970664677
pur_low	basal_z	spearman	CD3D	1	-0.15648332787930153	-0.1592263195928403	0.03006334904983845	1.5355838536586415e-07	0.3856342926679407	-0.21337318218754164	-0.09853584191158586	0.0026987425447065998	8	0	8	True	4.36022809906424e-05
pur_low	basal_z	spearman	CD3E	1	-0.14123843272193592	-0.14425519446163837	0.04001518136869919	0.0003803202190120163	0.6506772424599198	-0.2171063492129917	-0.06367441267690255	0.008008506138287732	7	1	8	True	0.003318641379518474
pur_low	basal_z	spearman	CD3G	1	-0.1565725471228058	-0.15808315387423194	0.04327384974375511	0.00026409589045982366	0.7018857296676908	-0.23803150545914156	-0.07292627834901941	0.010122701305999602	7	1	8	True	0.0026126096282211935
pur_low	basal_z	spearman	CD8A	1	-0.14147369893375702	-0.1456023696224147	0.0433668384227624	0.0010224149451061985	0.7031817682361603	-0.2235849095538329	-0.05736855229620742	0.01018567473786845	7	1	8	True	0.006452881260092633
pur_low	basal_z	spearman	CD8B	1	-0.14543690329119507	-0.14460900020184572	0.03254071392794718	6.75388710044493e-06	0.4726755699498056	-0.20720976591467322	-0.08250891052779295	0.003853878686846583	7	1	8	True	0.0003828625051491046
pur_low	basal_z	spearman	CD3_mean	1	-0.1581158493104583	-0.16045076754248377	0.03772866642399963	2.3753791049957148e-05	0.6067460520284431	-0.22925260282515506	-0.08529902794887634	0.006633559714436163	7	1	8	True	0.0007498801552335132
pur_low	basal_z	spearman	CD3_z	1	-0.15798880565951615	-0.1603717133159609	0.03812097726889727	2.9226138531990015e-05	0.6148308144696496	-0.2298575671063997	-0.08440628861876204	0.006863045300029693	7	1	8	True	0.0008231898429412523
pur_low	basal_z	spearman	CD3_rank	1	-0.15737538835337334	-0.15996013544183518	0.03754703071458949	2.3730492057930034e-05	0.6029200401572675	-0.2281955964529448	-0.08489859185615826	0.006528216145504241	7	1	8	True	0.0007498801552335132
pur_low	basal_z	spearman	CD3_pc1	1	-0.15798378443364652	-0.16034775228173248	0.038174655397921815	3.000844931857614e-05	0.6159183617921408	-0.22995233587912067	-0.0842967168662057	0.0068946524879141815	7	1	8	True	0.0008260096317911379
pur_low	basal_z	spearman	CD8_mean	1	-0.14962546868061524	-0.14972487300087015	0.040581999512995154	0.00020329921055985625	0.6604636954109878	-0.22630974550601204	-0.0710978857795704	0.008363258250738196	7	1	8	True	0.0022306065360311474
pur_low	basal_z	spearman	CD8_z	1	-0.1498835269565925	-0.14977205570246088	0.039936305319477707	0.0001558525783476579	0.6492829835604215	-0.22535926733299952	-0.07261950328965115	0.007959576446215498	7	1	8	True	0.0018951240603246459
pur_low	basal_z	spearman	CD8_rank	1	-0.14674379220545813	-0.14766801343672875	0.038128422023971154	0.00010590018064750299	0.6149819139962218	-0.218938852111634	-0.07295076951509857	0.006867425997003698	7	1	8	True	0.001523479915951775
pur_low	basal_z	spearman	CD8_pc1	1	-0.1498835269565925	-0.14977205570246088	0.039936305319477707	0.0001558525783476579	0.6492829835604215	-0.22535926733299952	-0.07261950328965115	0.007959576446215498	7	1	8	True	0.0018951240603246459
pur_low	basal_z	spearman	CD3CD8_mean	1	-0.15909766812883222	-0.15962041602883922	0.03974129140551907	5.3992974076768925e-05	0.6458009192246342	-0.2339388201312518	-0.08238216114685563	0.007839060282573801	7	1	8	True	0.0011035995829776933
pur_low	basal_z	spearman	CD3CD8_z	1	-0.1596620437196786	-0.15980730530549492	0.03966320891132367	4.90343031462896e-05	0.6443926405883794	-0.23434151018491753	-0.08310927274378214	0.007790989278205617	7	1	8	True	0.0010491942746536018
pur_low	basal_z	spearman	CD3CD8_rank	1	-0.15714929656643786	-0.15807659150554	0.03862223916067761	4.0803684309381806e-05	0.6248166544305325	-0.22997271278099438	-0.08257580019179458	0.0071601450522708705	7	1	8	True	0.0009573295303016152
pur_low	basal_z	spearman	CD3CD8_pc1	1	-0.15968971707874965	-0.1598848064296921	0.03972734796061682	5.027549802027061e-05	0.6455500326207718	-0.23448714957555203	-0.08301263128026076	0.007830468409011837	7	1	8	True	0.0010585057759538337
pur_low	basal_PC1	spearman	CD3D	1	-0.15695885097295717	-0.1597667190156896	0.03006248145392824	1.4048839740440205e-07	0.3856005517028267	-0.2138368130018348	-0.09902026596559328	0.0026983582251429404	8	0	8	True	4.1399877108618335e-05
pur_low	basal_PC1	spearman	CD3E	1	-0.1414248541929659	-0.1445085534981323	0.040034294340744625	0.0003759269048166986	0.6510138822559202	-0.2173232884704045	-0.06382655217055477	0.008020378666183785	7	1	8	True	0.003294285498410402
pur_low	basal_PC1	spearman	CD3G	1	-0.15682545045502141	-0.15829739204401633	0.04330896711176247	0.00026100078291106644	0.7023761557443048	-0.2383409899186555	-0.07311570371770987	0.01014646619781934	7	1	8	True	0.0025942045650555003
pur_low	basal_PC1	spearman	CD8A	1	-0.1422326662168907	-0.14626784167550996	0.04343865973610233	0.0009783292149571994	0.7041771308105356	-0.2244542946541441	-0.05800022930522266	0.010234413193523202	7	1	8	True	0.00620959442420263
pur_low	basal_PC1	spearman	CD8B	1	-0.14609378167361697	-0.14526734320720283	0.03269045968347792	6.756718869313764e-06	0.4773847616722243	-0.2081327984170125	-0.08288397009999161	0.003927346850797057	7	1	8	True	0.0003828625051491046
pur_low	basal_PC1	spearman	CD3_mean	1	-0.15846650454384253	-0.16082162063360755	0.03775286474439076	2.3044701303667304e-05	0.6072517659094945	-0.22963826614941235	-0.08560898710870612	0.006647637369420725	7	1	8	True	0.0007449465596810114
pur_low	basal_PC1	spearman	CD3_z	1	-0.1583400638247908	-0.16073868780725284	0.03814616996846968	2.8379066562564746e-05	0.6153417837830599	-0.2302455345139439	-0.08471495948266983	0.006877873247733292	7	1	8	True	0.0008123991098264448
pur_low	basal_PC1	spearman	CD3_rank	1	-0.1576970238067459	-0.16031677601852892	0.03755783246909967	2.2945563067797257e-05	0.6031490632675677	-0.22852828439784684	-0.08520500892697987	0.006534464802768341	7	1	8	True	0.0007449465596810114
pur_low	basal_PC1	spearman	CD3_pc1	1	-0.15833250657680475	-0.16071246784852236	0.03820103864838196	2.916595151605356e-05	0.6164512787980853	-0.2303400312781646	-0.08460049355452139	0.006910205992799018	7	1	8	True	0.0008231898429412523
pur_low	basal_PC1	spearman	CD8_mean	1	-0.15034592069873515	-0.15038324740882517	0.040659881473420464	0.0001946255258706532	0.6617771161944752	-0.2271536874761001	-0.07167929381212294	0.008412431335495803	7	1	8	True	0.002170252393376691
pur_low	basal_PC1	spearman	CD8_z	1	-0.150608459912611	-0.15043730709023512	0.04002081661199376	0.00014937842234710854	0.6507765459212818	-0.2262203259903488	-0.07319247785591153	0.008012005967715237	7	1	8	True	0.0018594427786477752
pur_low	basal_PC1	spearman	CD8_rank	1	-0.14746790386560144	-0.14834078221733343	0.03823506606634722	0.00010224372285993058	0.6171370283612734	-0.2198423141388709	-0.07347903221383369	0.006930283713559652	7	1	8	True	0.001496062050649625
pur_low	basal_PC1	spearman	CD8_pc1	1	-0.150608459912611	-0.15043730709023512	0.04002081661199376	0.00014937842234710854	0.6507765459212818	-0.2262203259903488	-0.07319247785591153	0.008012005967715237	7	1	8	True	0.0018594427786477752
pur_low	basal_PC1	spearman	CD3CD8_mean	1	-0.15962364507827612	-0.16010469049496426	0.03978790880482287	5.1996354563653673e-05	0.6466378445945745	-0.23453524730635575	-0.08282741626645236	0.00786780989821871	7	1	8	True	0.0010795922945568092
pur_low	basal_PC1	spearman	CD3CD8_z	1	-0.16016583100648268	-0.16027787286215636	0.039704492714700154	4.721888028767301e-05	0.6451382363993441	-0.2349065186794512	-0.0835423385689541	0.0078163923530398	7	1	8	True	0.0010400032626882445
pur_low	basal_PC1	spearman	CD3CD8_rank	1	-0.15762571756423266	-0.15854813910412205	0.03866380070725648	3.937684986266608e-05	0.6256277845621618	-0.23051247835563476	-0.0829800738848258	0.007184973876192761	7	1	8	True	0.0009523755616148503
pur_low	basal_PC1	spearman	CD3CD8_pc1	1	-0.16019254535692437	-0.16035452169152084	0.03976834991542249	4.841731925410307e-05	0.6462870524014415	-0.23505066985794743	-0.08344527994174174	0.007855743109683289	7	1	8	True	0.001046857839172132
pur_low	KRT8_18_19	spearman	CD3D	3	-0.12477987005556043	-0.12737580960978076	0.03373880969135679	0.00020097824143236787	0.5040828279017103	-0.18925120824893213	-0.05923730912356311	0.004409647586706235	7	1	8	True	0.002217515655158461
pur_low	KRT8_18_19	spearman	CD3E	3	-0.0993521828229391	-0.10811862153445734	0.041411612132149264	0.016080682651565318	0.6708612303937497	-0.17890020395443712	-0.018513645697575548	0.008842290512546562	6	2	8	True	0.04864487530588691
pur_low	KRT8_18_19	spearman	CD3G	3	-0.11360386363533835	-0.11944562644847975	0.03928852467216963	0.003683525296151513	0.6339523028972456	-0.1888076895033043	-0.03707530591801754	0.007513287908836808	7	1	8	True	0.01582138870047743
pur_low	KRT8_18_19	spearman	CD8A	3	-0.11359154411067064	-0.12391466973653414	0.04131346557321153	0.005755022895642732	0.6692769743453655	-0.19262011580678096	-0.033098920763725025	0.008779152191878371	6	2	8	True	0.022220606593760583
pur_low	KRT8_18_19	spearman	CD8B	3	-0.13211063516117738	-0.1299280821048146	0.03263353525341845	4.658900992890497e-05	0.47064543668451975	-0.19434416447370717	-0.06881786908340859	0.0038570770749958116	8	0	8	True	0.0010282860048594026
pur_low	KRT8_18_19	spearman	CD3_mean	3	-0.11766596116826544	-0.12336403243559908	0.03944779102375564	0.0027291094760292936	0.6369242828868784	-0.19307550691564837	-0.04087452081278294	0.00761029916422694	7	1	8	True	0.012898401600492082
pur_low	KRT8_18_19	spearman	CD3_z	3	-0.11727224818516245	-0.12315790307898053	0.03967359780313468	0.0029819706694233557	0.6410784074843946	-0.19311724181767928	-0.04003410350132767	0.007748590144491491	8	0	8	True	0.013771495555709523
pur_low	KRT8_18_19	spearman	CD3_rank	3	-0.11660989014940641	-0.12280276291707623	0.03906583572692461	0.002712236269628587	0.6297374950276753	-0.191323334538892	-0.04055291004766067	0.007378378731260054	7	1	8	True	0.0128865262000454
pur_low	KRT8_18_19	spearman	CD3_pc1	3	-0.11724488865844297	-0.12314451219179089	0.03971916038370474	0.0030220559782063493	0.6419082605347187	-0.19317650533948144	-0.039917248571021254	0.007776600487838193	8	0	8	True	0.013878871828934743
pur_low	KRT8_18_19	spearman	CD8_mean	3	-0.12621230361845	-0.12997224554814146	0.038773701043265524	0.0010658128439367909	0.6241011673490473	-0.2001453918687506	-0.050849997210622284	0.007202696981556299	7	1	8	True	0.006610052974262056
pur_low	KRT8_18_19	spearman	CD8_z	3	-0.12728680534684644	-0.13016078365480008	0.03817029819286365	0.000799710766004988	0.6120608196212296	-0.20005841783114192	-0.05311854307886171	0.006844505267565087	7	1	8	True	0.005351440323342932
pur_low	KRT8_18_19	spearman	CD8_rank	3	-0.1263043314898471	-0.12930148466035177	0.03658580489043369	0.0005188861477726195	0.5776789770653825	-0.1961153843333944	-0.055219382131585844	0.0059341017462525274	7	1	8	True	0.004020219667034765
pur_low	KRT8_18_19	spearman	CD8_pc1	3	-0.12728680534684644	-0.13016078365480008	0.03817029819286365	0.000799710766004988	0.6120608196212296	-0.20005841783114192	-0.05311854307886171	0.006844505267565087	7	1	8	True	0.005351440323342932
pur_low	KRT8_18_19	spearman	CD3CD8_mean	3	-0.12442379867318125	-0.12913736359774433	0.040206099292910594	0.0018660050076691902	0.6506059634686786	-0.20109593679908017	-0.04623641246266636	0.008078182827421405	8	0	8	True	0.009916160146976485
pur_low	KRT8_18_19	spearman	CD3CD8_z	3	-0.12499941337395755	-0.12905952647615562	0.04006635785051353	0.0017114506117950701	0.6481415418173649	-0.20139416918870368	-0.04709313960537235	0.00799121819640432	8	0	8	True	0.009297202650895791
pur_low	KRT8_18_19	spearman	CD3CD8_rank	3	-0.12375179360230537	-0.12825102031364297	0.03845540420407956	0.0012179611995647842	0.617818053557999	-0.1971452380381051	-0.048978965642629345	0.007012963093426177	8	0	8	True	0.0072952681656941985
pur_low	KRT8_18_19	spearman	CD3CD8_pc1	3	-0.12478970193667148	-0.12901007870627898	0.04018542145793185	0.0017985941088154325	0.6502428805109057	-0.20141367059227325	-0.046647725398719156	0.008065293361001452	8	0	8	True	0.009634471044176128
pur_low	KRT8_18_19_7	spearman	CD3D	4	-0.12243344528459534	-0.12877631420219904	0.036583868337315965	0.000769538029601851	0.575565076989838	-0.1923283441430848	-0.05130261966916509	0.005909595548548069	6	2	8	True	0.0051992067774900615
pur_low	KRT8_18_19_7	spearman	CD3E	4	-0.09808313318059489	-0.10893114557384222	0.04480696932033208	0.028086534316354255	0.7180913516470602	-0.1840964260784365	-0.010579050221266123	0.011100581559461897	6	2	8	True	0.07353030887805079
pur_low	KRT8_18_19_7	spearman	CD3G	4	-0.10660568345506934	-0.1123421028653488	0.04265279957724898	0.012110213191907674	0.6884317727571105	-0.18833488806311088	-0.023410080650118913	0.009629021970295753	7	1	8	True	0.03894395463550108
pur_low	KRT8_18_19_7	spearman	CD8A	4	-0.10503361262213587	-0.11596392642730532	0.04326134723361304	0.0148148565996869	0.6972576181904115	-0.18795180331974481	-0.02062882585601516	0.010036781731072317	6	2	8	True	0.04575099454330117
pur_low	KRT8_18_19_7	spearman	CD8B	4	-0.12634945920696397	-0.12520407225192354	0.03593614631958718	0.0004080306593840205	0.560180125425066	-0.19493486208512412	-0.05653443016561755	0.005550438323801889	7	1	8	True	0.0034404254474225677
pur_low	KRT8_18_19_7	spearman	CD3_mean	4	-0.11421299770766677	-0.12225208795047258	0.042766708597205154	0.00731158126784658	0.6901122190298826	-0.19596674670912287	-0.030882510464541955	0.0097048695018702	6	2	8	True	0.026616587941786615
pur_low	KRT8_18_19_7	spearman	CD3_z	4	-0.11374463109292723	-0.12184721468973904	0.04298238792462437	0.007865027008015526	0.6932578990913281	-0.19591692814261452	-0.029986086549016876	0.009849084737793968	6	2	8	True	0.028177879853156063
pur_low	KRT8_18_19_7	spearman	CD3_rank	4	-0.11272497702671368	-0.12111715130214463	0.04242217441972907	0.0076177196201132015	0.6849884019309925	-0.19386697017356785	-0.030051128074689935	0.009476132166444324	6	2	8	True	0.027521238765099484
pur_low	KRT8_18_19_7	spearman	CD3_pc1	4	-0.11367675779033015	-0.12180471662667215	0.04304614714063233	0.007995123594674433	0.6941788738018272	-0.19597097362716998	-0.029792531444695965	0.009891868726293586	6	2	8	True	0.028502466401645603
pur_low	KRT8_18_19_7	spearman	CD8_mean	4	-0.11783718716091261	-0.1227680152563105	0.04110275882385828	0.003973302308903516	0.6641776361108048	-0.1963632446234546	-0.03780923120672996	0.00861884496721572	7	1	8	True	0.016751008851260168
pur_low	KRT8_18_19_7	spearman	CD8_z	4	-0.11901463984078348	-0.12312060434454376	0.04063450433576909	0.0032520232152044976	0.6563088181947192	-0.19662901030517466	-0.039918003617973645	0.008321742726558461	7	1	8	True	0.014600750384161731
pur_low	KRT8_18_19_7	spearman	CD8_rank	4	-0.11863914421211752	-0.12283620862070294	0.03941512857415595	0.0024926469156210146	0.6345167961334736	-0.19396388661750263	-0.0419236978121136	0.007565717734722931	7	1	8	True	0.012208740557349362
pur_low	KRT8_18_19_7	spearman	CD8_pc1	4	-0.11901463984078348	-0.12312060434454376	0.04063450433576909	0.0032520232152044976	0.6563088181947192	-0.19662901030517466	-0.039918003617973645	0.008321742726558461	7	1	8	True	0.014600750384161731
pur_low	KRT8_18_19_7	spearman	CD3CD8_mean	4	-0.11850668674458867	-0.12516482275009652	0.042854164459900354	0.005462669326425677	0.6913934282840861	-0.20031316650470532	-0.03505917771665242	0.009763252296516789	7	1	8	True	0.02131110432359011
pur_low	KRT8_18_19_7	spearman	CD3CD8_z	4	-0.11912689804955531	-0.12501465536340925	0.042692656834733916	0.005052773472785715	0.6890212813925904	-0.20061315016451467	-0.036003625416108756	0.009655536307384636	7	1	8	True	0.020084917936090324
pur_low	KRT8_18_19_7	spearman	CD3CD8_rank	4	-0.11835343718553934	-0.124665150479496	0.041744843562662	0.004392401784129189	0.6745477805422664	-0.19807594635722123	-0.037075350320198194	0.009032332470203238	7	1	8	True	0.018018966475619392
pur_low	KRT8_18_19_7	spearman	CD3CD8_pc1	4	-0.11909634257254872	-0.1251692147577538	0.04293293159309919	0.005315953402791821	0.692540723721989	-0.20103534207489981	-0.035502341928436175	0.009815945782554597	7	1	8	True	0.02088554772436244
pur_low	KRT7_8_18_19_20	spearman	CD3D	5	-0.11540534465134909	-0.12184654816252155	0.034227551492362666	0.0007071333382719516	0.5132656296151038	-0.18099053853206665	-0.04879825846820049	0.004616336540452866	6	2	8	True	0.004884380573231507
pur_low	KRT7_8_18_19_20	spearman	CD3E	5	-0.0889088282387151	-0.10051590795854848	0.042887035588174686	0.03765580038408904	0.6903300013429589	-0.1714898558887871	-0.005087124848938109	0.009758990823956261	5	3	8	False	0.09044623658784624
pur_low	KRT7_8_18_19_20	spearman	CD3G	5	-0.09831514489576819	-0.10506883802955189	0.04126682283483603	0.01684164258504641	0.6652076837682407	-0.17761144880857416	-0.017750410719958795	0.008698193584359522	7	1	8	True	0.05033806457994242
pur_low	KRT7_8_18_19_20	spearman	CD8A	5	-0.09667242706973886	-0.10867925582884395	0.04212957935030054	0.02134456009468512	0.6789405972108045	-0.17764291326541937	-0.014401825643721215	0.00925749909861593	6	2	8	True	0.06008733878744958
pur_low	KRT7_8_18_19_20	spearman	CD8B	5	-0.12127071954391522	-0.12059458014485501	0.03380462393782666	0.0003119807189497035	0.5012118002984336	-0.1859379744922506	-0.055557400734891633	0.0043989842874581336	7	1	8	True	0.002923879958327908
pur_low	KRT7_8_18_19_20	spearman	CD3_mean	5	-0.10589785574044579	-0.11464698002980589	0.04092716326232101	0.009398469961192073	0.6595657116039314	-0.18437912164857545	-0.02607472187146715	0.0084814883230815	6	2	8	True	0.03226471697499165
pur_low	KRT7_8_18_19_20	spearman	CD3_z	5	-0.10541827238764029	-0.11426151854830355	0.041205917257613286	0.010232578649940066	0.6642060618544113	-0.18443838543677424	-0.02504405023569993	0.008659190156456624	7	1	8	True	0.03430655079634913
pur_low	KRT7_8_18_19_20	spearman	CD3_rank	5	-0.10436956443666372	-0.11346902915660104	0.0406326941702716	0.009937441379533682	0.6545617977003032	-0.1823279569433949	-0.025107132074558922	0.00829521379914503	6	2	8	True	0.033591621342786634
pur_low	KRT7_8_18_19_20	spearman	CD3_pc1	5	-0.10534056858287125	-0.11421340521626643	0.04127198306240937	0.010411485371998364	0.6652923463036073	-0.1844875633522039	-0.024836116673668356	0.00870150106597241	7	1	8	True	0.03472478264070312
pur_low	KRT7_8_18_19_20	spearman	CD8_mean	5	-0.11148347151337147	-0.11711837315491055	0.03972994332389378	0.004836236420732076	0.6385385059197068	-0.18757067725560317	-0.03406636097346095	0.007733433337325502	6	2	8	True	0.019385539807787556
pur_low	KRT7_8_18_19_20	spearman	CD8_z	5	-0.11284201877322922	-0.11761862628413484	0.03921603442146902	0.0038554432429643228	0.6289322848385576	-0.18792629729063143	-0.036446496971130886	0.0074198993238212205	7	1	8	True	0.016345959124529127
pur_low	KRT7_8_18_19_20	spearman	CD8_rank	5	-0.11219177988403793	-0.11694791818041557	0.03768351045589598	0.0027916194277164802	0.5979987877420014	-0.18439094937690967	-0.038788292645754154	0.006512087611157096	7	1	8	True	0.013128358866423162
pur_low	KRT7_8_18_19_20	spearman	CD8_pc1	5	-0.11284201877322922	-0.11761862628413484	0.03921603442146902	0.0038554432429643228	0.6289322848385576	-0.18792629729063143	-0.036446496971130886	0.0074198993238212205	7	1	8	True	0.016345959124529127
pur_low	KRT7_8_18_19_20	spearman	CD3CD8_mean	5	-0.11096754501566726	-0.11841105054713025	0.04135049365966421	0.007045590661386446	0.6665766140252836	-0.19012985947950156	-0.03037159524899171	0.00875187909360089	7	1	8	True	0.025807419783443693
pur_low	KRT7_8_18_19_20	spearman	CD3CD8_z	5	-0.11162310194030667	-0.11828333938624659	0.0411512001836421	0.006452343317065305	0.6633024893020817	-0.1903931417551471	-0.031424975505414864	0.00862420389265547	7	1	8	True	0.024164486327458705
pur_low	KRT7_8_18_19_20	spearman	CD3CD8_rank	5	-0.11054896538326311	-0.11753869228632716	0.03986374657697758	0.005360187570194181	0.6409805693908893	-0.18691073703382066	-0.03285929736473189	0.00781581380404846	7	1	8	True	0.02100489765477809
pur_low	KRT7_8_18_19_20	spearman	CD3CD8_pc1	5	-0.11147675805863755	-0.11832209168614709	0.04134672920166697	0.006781312058903963	0.6665151993346243	-0.19061965344107754	-0.03089407380601541	0.00874946114279737	7	1	8	True	0.0250331920206764
pur_low	simple_z	spearman	CD3D	1	-0.14527760565410242	-0.14461083086174728	0.03824269507076102	0.00013029412937375177	0.6172905319818535	-0.2177254353630684	-0.0712376240440686	0.0069347879255880745	8	0	8	True	0.0017400321416642759
pur_low	simple_z	spearman	CD3E	1	-0.12965281567877143	-0.1324669090506064	0.04416896869964457	0.0031572482852576297	0.7140257937450016	-0.21361514770468293	-0.04378910516826381	0.010734944724530697	8	0	8	True	0.014272827231031264
pur_low	simple_z	spearman	CD3G	1	-0.1433972253173773	-0.14396010640008663	0.043733994382805425	0.0009613303739270343	0.708219037331769	-0.22613222490690182	-0.05860811679605704	0.010435744050672746	8	0	8	True	0.006145990780253948
pur_low	simple_z	spearman	CD8A	1	-0.1426862306554895	-0.1466717164768812	0.0431808388473987	0.00087757801953397	0.7005810553027625	-0.22441406875996361	-0.05896519722872027	0.010059858891446623	7	1	8	True	0.0057301644954778665
pur_low	simple_z	spearman	CD8B	1	-0.15357908170264503	-0.1472164529091557	0.03716529160784411	3.109676188984483e-05	0.5947028609788068	-0.22379396425618436	-0.08177825861705827	0.006308691125823296	8	0	8	True	0.0008351117148361306
pur_low	simple_z	spearman	CD3_mean	1	-0.1463603297381522	-0.14674996324456174	0.04334461047150233	0.0006711700069205169	0.702872717397072	-0.22827883590857095	-0.06238405627820646	0.010170608334255649	8	0	8	True	0.004752536270619743
pur_low	simple_z	spearman	CD3_z	1	-0.14592043817275033	-0.14647754765478307	0.043510588348510675	0.0007307130075567248	0.7051690759314738	-0.2281611230766189	-0.061612232451115384	0.010283311705358365	8	0	8	True	0.004991463496353024
pur_low	simple_z	spearman	CD3_rank	1	-0.14469152981752276	-0.14579735522387152	0.0428723696017265	0.0006768488496209751	0.6961936422912517	-0.22578393953346615	-0.061607720254093196	0.009852489257714984	8	0	8	True	0.004762571038181688
pur_low	simple_z	spearman	CD3_pc1	1	-0.14594728383041242	-0.14648959388939176	0.04354422338648768	0.0007359895315366022	0.7056312508305778	-0.22824961473824623	-0.06157388484371135	0.010306207430040137	8	0	8	True	0.005020977933976326
pur_low	simple_z	spearman	CD8_mean	1	-0.1542396315095508	-0.1523577802694495	0.04297932187107238	0.0002973872554769123	0.6977254605812808	-0.23522977599064293	-0.0711222962228964	0.009924206172744207	8	0	8	True	0.002827466521303566
