split	radius_um	min_hi	min_lo	min_cd8	min_gap	endpoint	ligand	n_fov	n_slides	median_delta	median_hi	median_lo	fold	n_pos	n_neg	p	n_patients	n_patients_pos	n_patients_neg
quintile	50.0	20	20	10	0.25	class_rank	HLA-A	214	8	0.04508046791667031	0.5202746883091798	0.48290635482675726	1.077382153100529	7	1	0.015625	5	4	1
quintile	50.0	20	20	10	0.25	interface_logmean	HLA-A	214	8	0.09651558608159255	0.8422997194117514	0.7457841333301588	1.129414909446545	7	1	0.0546875	5	4	1
quintile	50.0	20	20	10	0.25	interface_detection	HLA-A	214	8	0.14614775938742713	0.7497237200932165	0.6060238962973934	1.2371190718283251	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_cohens_d	HLA-A	214	8	0.1280785584637266	0.1280785584637266	0.0		7	1	0.0546875	5	4	1
quintile	50.0	20	20	10	0.25	class_logmean	ICAM1	214	8	0.023229504996461085	0.11616992373019458	0.0887712683418937	1.3086432795212264	7	1	0.015625	5	4	1
quintile	50.0	20	20	10	0.25	class_detection	ICAM1	214	8	0.05775198192488876	0.16891280475796022	0.10937660391128234	1.5443229970366326	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	class_rank	ICAM1	214	8	0.026689410843383332	0.5166238825492965	0.48978198910581655	1.0548037576728466	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_logmean	ICAM1	214	8	0.028040257610123735	0.128515279548577	0.10178041479887505	1.2626719964006026	6	2	0.0390625	5	4	1
quintile	50.0	20	20	10	0.25	interface_detection	ICAM1	214	8	0.07666483178683178	0.19655685857918445	0.12182468069625108	1.6134403755940492	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_cohens_d	ICAM1	214	8	0.052950637462997496	0.052950637462997496	0.0		5	3	0.1953125	5	3	2
quintile	50.0	20	20	10	0.25	class_logmean	IFNG_on_cd8	214	8	0.0006878254244682084	0.03310653839726001	0.037906559330160516	0.8733722865456335	5	3	0.84375	5	2	3
quintile	50.0	20	20	10	0.25	class_detection	IFNG_on_cd8	214	8	0.0012666354341602515	0.058456702256010976	0.06066398575440943	0.9636145981681065	5	3	0.84375	5	3	2
quintile	50.0	20	20	10	0.25	class_rank	IFNG_on_cd8	214	0					0	0		5	0	0
quintile	50.0	20	20	10	0.25	interface_logmean	IFNG_on_cd8	213	8	0.0006878254244682084	0.03310653839726001	0.034325662429910156	0.9644835977997661	5	3	0.7421875	5	2	3
quintile	50.0	20	20	10	0.25	interface_detection	IFNG_on_cd8	213	8	0.0012666354341602515	0.058456702256010976	0.06066398575440943	0.9636145981681065	5	3	0.640625	5	3	2
quintile	50.0	20	20	10	0.25	interface_cohens_d	IFNG_on_cd8	213	8	0.004214220942302299	0.004214220942302299	0.0		5	3	1.0	5	3	2
quintile	50.0	20	20	10	0.25	class_logmean	LGALS9	214	8	0.015324443818203033	0.08563816291853565	0.07595596655404993	1.1274711757844056	6	2	0.078125	5	3	2
quintile	50.0	20	20	10	0.25	class_detection	LGALS9	214	8	0.07869574280563119	0.18410678486641907	0.11282390741953997	1.631806494538529	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	class_rank	LGALS9	214	8	0.03526791190645964	0.5131372659370816	0.48214829443058294	1.0642726975589465	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_logmean	LGALS9	214	8	0.009288990151669299	0.08009946492174869	0.07488762547727675	1.0695954693616687	6	2	0.1484375	5	3	2
quintile	50.0	20	20	10	0.25	interface_detection	LGALS9	214	8	0.06966053715892867	0.1674050337288507	0.10987666543917574	1.5235722076178302	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_cohens_d	LGALS9	214	8	0.05020922574115761	0.05020922574115761	0.0		5	3	0.25	5	2	3
quintile	50.0	20	20	10	0.25	class_logmean	MIF	214	8	0.11171024249031627	0.6630181161065896	0.5760597024384129	1.1509538218002213	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	class_detection	MIF	214	8	0.18805712990773527	0.6555953396170949	0.5161969099230428	1.2700489425921484	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	class_rank	MIF	214	8	0.07242259742884796	0.5384533380126131	0.463707657295397	1.161191387593586	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_logmean	MIF	214	8	0.1243767113392723	0.5595619024150568	0.46976243625506164	1.1911593163469496	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_detection	MIF	214	8	0.1924009876632051	0.5891971610147616	0.4417553033258994	1.333763639233752	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_cohens_d	MIF	214	8	0.23843563064851014	0.23843563064851014	0.0		8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	class_logmean	PDCD1LG2	214	8	-0.003932063035770424	0.026577774476673866	0.03116231778732095	0.8528818253527854	1	7	0.015625	5	1	4
quintile	50.0	20	20	10	0.25	class_detection	PDCD1LG2	214	8	0.011819121450379229	0.05102594644652582	0.03817982633231506	1.3364635554493847	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	class_rank	PDCD1LG2	214	8	0.005306689013009819	0.5014065286287894	0.49578754859637486	1.0113334432224497	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	interface_logmean	PDCD1LG2	214	8	-0.0039782213139476184	0.02696653210282553	0.033595900059056785	0.802673304046691	0	8	0.0078125	5	0	5
quintile	50.0	20	20	10	0.25	interface_detection	PDCD1LG2	214	8	0.010161499966210682	0.05157488045553999	0.0412533767678655	1.2501977897652847	7	1	0.015625	5	4	1
quintile	50.0	20	20	10	0.25	interface_cohens_d	PDCD1LG2	214	8	-0.03544431564240023	-0.03544431564240023	0.0		1	7	0.015625	5	0	5
quintile	50.0	20	20	10	0.25	class_logmean	TGFB1	214	8	-0.0071304721110890396	0.06287762997297291	0.08270652542955109	0.7602499276375925	2	6	0.1953125	5	2	3
quintile	50.0	20	20	10	0.25	class_detection	TGFB1	214	8	0.021600053488097033	0.1088475376095453	0.10308994737897723	1.0558501616981346	8	0	0.0078125	5	5	0
quintile	50.0	20	20	10	0.25	class_rank	TGFB1	214	8	0.008519745382488259	0.5006913248035643	0.492407670037614	1.0168227573817392	7	1	0.0234375	5	5	0
quintile	50.0	20	20	10	0.25	interface_logmean	TGFB1	214	8	-0.0143776305750462	0.06575186101896367	0.0856701726781293	0.7675000407201167	1	7	0.1484375	5	1	4
quintile	50.0	20	20	10	0.25	interface_detection	TGFB1	214	8	0.01914697453095963	0.10862285601706978	0.10562065358802028	1.0284243879114758	7	1	0.0234375	5	5	0
quintile	50.0	20	20	10	0.25	interface_cohens_d	TGFB1	214	8	-0.055827538094373075	-0.055827538094373075	0.0		1	7	0.109375	5	1	4
quintile	80.0	20	20	10	0.25	class_logmean	CCL5	214	8	-0.013501203494767345	0.04603866008110344	0.06023413092375566	0.7643284525741586	1	7	0.015625	5	1	4
quintile	80.0	20	20	10	0.25	class_detection	CCL5	214	8	0.009150435940122902	0.08596383910149916	0.06637733636614455	1.2950781668507054	6	2	0.078125	5	4	1
quintile	80.0	20	20	10	0.25	class_rank	CCL5	214	8	0.0031896973135827345	0.4996870105083172	0.4947901481869577	1.009896846853768	5	3	0.1953125	5	3	2
quintile	80.0	20	20	10	0.25	interface_logmean	CCL5	214	8	-0.016261799940732364	0.04973926121034683	0.06643451617454135	0.7486960705737422	1	7	0.015625	5	1	4
quintile	80.0	20	20	10	0.25	interface_detection	CCL5	214	8	0.005242720487950273	0.08643667066867255	0.07262197161459968	1.1902275406041938	7	1	0.109375	5	4	1
quintile	80.0	20	20	10	0.25	interface_cohens_d	CCL5	214	8	-0.08565095193212335	-0.08565095193212335	0.0		0	8	0.0078125	5	0	5
quintile	80.0	20	20	10	0.25	class_logmean	CD274	214	8	-0.008839923883003266	0.04053919551273187	0.053891102146978176	0.7522428359725988	2	6	0.078125	5	2	3
quintile	80.0	20	20	10	0.25	class_detection	CD274	214	8	0.010969593757844748	0.0781974032058188	0.0638257887605048	1.2251693982073764	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	CD274	214	8	0.004928636703735723	0.5009711019951721	0.49592026472091677	1.0101847769360621	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	CD274	214	8	-0.0066886256568462095	0.04013784496217138	0.05567752442633113	0.7208985201071424	1	7	0.078125	5	1	4
quintile	80.0	20	20	10	0.25	interface_detection	CD274	214	8	0.010542407692911829	0.07775617522117205	0.06554731505303354	1.1862602634182722	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	CD274	214	8	-0.049100722862155555	-0.049100722862155555	0.0		2	6	0.109375	5	2	3
quintile	80.0	20	20	10	0.25	class_logmean	CDH1	214	8	0.09622271658422855	0.2742486107066788	0.16147288550976022	1.698418962669134	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_detection	CDH1	214	8	0.19911571833726244	0.45750193407030976	0.21224457595848445	2.1555412288123597	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	CDH1	214	8	0.08937603629061155	0.5440904336807493	0.46016126806879865	1.182390764794664	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	CDH1	214	8	0.10847030707217495	0.2630668573081493	0.15363231900565583	1.7123145638286223	7	1	0.015625	5	5	0
quintile	80.0	20	20	10	0.25	interface_detection	CDH1	214	8	0.2096096038941804	0.4499263972851133	0.19594143453263563	2.296228964324411	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	CDH1	214	8	0.21890089564232504	0.21890089564232504	0.0		7	1	0.015625	5	5	0
quintile	80.0	20	20	10	0.25	class_logmean	CXCL16	214	8	0.034147381493500585	0.15677956650217106	0.12628337658882458	1.2414901370007019	7	1	0.015625	5	4	1
quintile	80.0	20	20	10	0.25	class_detection	CXCL16	214	8	0.12039448609573869	0.29865283620183714	0.16101212859358868	1.8548468293072995	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	CXCL16	214	8	0.05183709781671983	0.5219845125130538	0.4753449423816697	1.0981173164432991	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	CXCL16	214	8	0.035679245317180454	0.17373248797394236	0.13330001081154738	1.3033193839688153	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_detection	CXCL16	214	8	0.12396128223416546	0.30094680673421575	0.16015445545867157	1.8791035558288052	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	CXCL16	214	8	0.13598458714913852	0.13598458714913852	0.0		8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_logmean	CXCL9	214	8	-0.008452078334700602	0.039854853360268935	0.05086921841527025	0.7834768176486283	1	7	0.0234375	5	1	4
quintile	80.0	20	20	10	0.25	class_detection	CXCL9	214	8	0.012528521418074416	0.07741166576308264	0.05667414885007367	1.3659078668806865	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	CXCL9	214	8	0.005310655964745448	0.5020628407083709	0.4944785753314979	1.0153379049270002	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	CXCL9	214	8	-0.00797231416576184	0.04006297198983912	0.05015196709248882	0.7988315177340131	1	7	0.0390625	5	1	4
quintile	80.0	20	20	10	0.25	interface_detection	CXCL9	214	8	0.014989720411286416	0.07849797997739558	0.058591409801427866	1.339752367171793	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	CXCL9	214	8	-0.027760695784552713	-0.027760695784552713	0.0		2	6	0.078125	5	1	4
quintile	80.0	20	20	10	0.25	class_logmean	HLA-A	214	8	0.06426359900259615	0.7730484545230866	0.7128594694980259	1.0844331703518562	7	1	0.0234375	5	4	1
quintile	80.0	20	20	10	0.25	class_detection	HLA-A	214	8	0.14719225899465893	0.7356086497294284	0.5892504102032061	1.2483803778358846	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	HLA-A	214	8	0.04508046791667031	0.5202746883091798	0.48290635482675726	1.077382153100529	7	1	0.015625	5	4	1
quintile	80.0	20	20	10	0.25	interface_logmean	HLA-A	214	8	0.07894135866014435	0.8098347775552464	0.7308934188951021	1.1080066622839218	7	1	0.015625	5	4	1
quintile	80.0	20	20	10	0.25	interface_detection	HLA-A	214	8	0.15914512687501908	0.7514037681104062	0.6004006659758488	1.2515038884727545	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	HLA-A	214	8	0.10455756058285356	0.10455756058285356	0.0		7	1	0.078125	5	4	1
quintile	80.0	20	20	10	0.25	class_logmean	ICAM1	214	8	0.023229504996461085	0.11616992373019458	0.0887712683418937	1.3086432795212264	7	1	0.015625	5	4	1
quintile	80.0	20	20	10	0.25	class_detection	ICAM1	214	8	0.05775198192488876	0.16891280475796022	0.10937660391128234	1.5443229970366326	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	ICAM1	214	8	0.026689410843383332	0.5166238825492965	0.48978198910581655	1.0548037576728466	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	ICAM1	214	8	0.02622782191068962	0.12063737811584925	0.0938869050817373	1.2849223010474482	6	2	0.0390625	5	4	1
quintile	80.0	20	20	10	0.25	interface_detection	ICAM1	214	8	0.06538990441513293	0.1790707822221072	0.11869756904668177	1.508630578202336	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	ICAM1	214	8	0.029413607516842168	0.029413607516842168	0.0		5	3	0.1953125	5	3	2
quintile	80.0	20	20	10	0.25	class_logmean	IFNG_on_cd8	214	8	0.0009309520295524946	0.033643665852455	0.03461929966255815	0.9718182106624667	5	3	0.7421875	5	2	3
quintile	80.0	20	20	10	0.25	class_detection	IFNG_on_cd8	214	8	-0.0007281280842542821	0.05666265867475208	0.0597144922371987	0.9488929161396183	4	4	0.9453125	5	1	4
quintile	80.0	20	20	10	0.25	class_rank	IFNG_on_cd8	214	0					0	0		5	0	0
quintile	80.0	20	20	10	0.25	interface_logmean	IFNG_on_cd8	214	8	0.0009309520295524946	0.033643665852455	0.03461929966255815	0.9718182106624667	5	3	0.7421875	5	2	3
quintile	80.0	20	20	10	0.25	interface_detection	IFNG_on_cd8	214	8	-0.0007281280842542821	0.05666265867475208	0.0597144922371987	0.9488929161396183	4	4	0.9453125	5	1	4
quintile	80.0	20	20	10	0.25	interface_cohens_d	IFNG_on_cd8	214	8	-0.0038550151823755602	-0.0038550151823755602	0.0		2	6	0.1953125	5	1	4
quintile	80.0	20	20	10	0.25	class_logmean	LGALS9	214	8	0.015324443818203033	0.08563816291853565	0.07595596655404993	1.1274711757844056	6	2	0.078125	5	3	2
quintile	80.0	20	20	10	0.25	class_detection	LGALS9	214	8	0.07869574280563119	0.18410678486641907	0.11282390741953997	1.631806494538529	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	LGALS9	214	8	0.03526791190645964	0.5131372659370816	0.48214829443058294	1.0642726975589465	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	LGALS9	214	8	0.012272570095956323	0.08221178230229241	0.07794631069215635	1.0547232007808842	6	2	0.1484375	5	3	2
quintile	80.0	20	20	10	0.25	interface_detection	LGALS9	214	8	0.07331428425812422	0.1758891776097259	0.10872941804747889	1.617677908778288	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	LGALS9	214	8	0.06780102854753742	0.06780102854753742	0.0		5	3	0.1953125	5	3	2
quintile	80.0	20	20	10	0.25	class_logmean	MIF	214	8	0.11171024249031627	0.6630181161065896	0.5760597024384129	1.1509538218002213	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_detection	MIF	214	8	0.18805712990773527	0.6555953396170949	0.5161969099230428	1.2700489425921484	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	MIF	214	8	0.07242259742884796	0.5384533380126131	0.463707657295397	1.161191387593586	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	MIF	214	8	0.11688237486985223	0.6060233974448882	0.5048685589266708	1.200358760175655	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_detection	MIF	214	8	0.1899649234050193	0.6275790343927812	0.46875655811423683	1.338816542466034	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	MIF	214	8	0.21109497844079084	0.21109497844079084	0.0		8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_logmean	PDCD1LG2	214	8	-0.003932063035770424	0.026577774476673866	0.03116231778732095	0.8528818253527854	1	7	0.015625	5	1	4
quintile	80.0	20	20	10	0.25	class_detection	PDCD1LG2	214	8	0.011819121450379229	0.05102594644652582	0.03817982633231506	1.3364635554493847	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	PDCD1LG2	214	8	0.005306689013009819	0.5014065286287894	0.49578754859637486	1.0113334432224497	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	PDCD1LG2	214	8	-0.0047022771242813295	0.027281016602109256	0.0324552681010503	0.8405728314173563	1	7	0.0234375	5	1	4
quintile	80.0	20	20	10	0.25	interface_detection	PDCD1LG2	214	8	0.010829113150611223	0.05291541428146698	0.039139985873517094	1.351952820127884	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	PDCD1LG2	214	8	-0.029325632102437223	-0.029325632102437223	0.0		0	8	0.0078125	5	0	5
quintile	80.0	20	20	10	0.25	class_logmean	TGFB1	214	8	-0.0071304721110890396	0.06287762997297291	0.08270652542955109	0.7602499276375925	2	6	0.1953125	5	2	3
quintile	80.0	20	20	10	0.25	class_detection	TGFB1	214	8	0.021600053488097033	0.1088475376095453	0.10308994737897723	1.0558501616981346	8	0	0.0078125	5	5	0
quintile	80.0	20	20	10	0.25	class_rank	TGFB1	214	8	0.008519745382488259	0.5006913248035643	0.492407670037614	1.0168227573817392	7	1	0.0234375	5	5	0
quintile	80.0	20	20	10	0.25	interface_logmean	TGFB1	214	8	-0.010405491704407795	0.062489785596557046	0.08282841836723188	0.7544486159267156	2	6	0.25	5	1	4
quintile	80.0	20	20	10	0.25	interface_detection	TGFB1	214	8	0.027806102588962617	0.10979818482249831	0.1038492143346966	1.057284694216643	7	1	0.015625	5	5	0
quintile	80.0	20	20	10	0.25	interface_cohens_d	TGFB1	214	8	-0.03721689190806648	-0.03721689190806648	0.0		2	6	0.109375	5	1	4
quintile	100.0	20	20	10	0.25	class_logmean	CCL5	214	8	-0.013501203494767345	0.04603866008110344	0.06023413092375566	0.7643284525741586	1	7	0.015625	5	1	4
quintile	100.0	20	20	10	0.25	class_detection	CCL5	214	8	0.009150435940122902	0.08596383910149916	0.06637733636614455	1.2950781668507054	6	2	0.078125	5	4	1
quintile	100.0	20	20	10	0.25	class_rank	CCL5	214	8	0.0031896973135827345	0.4996870105083172	0.4947901481869577	1.009896846853768	5	3	0.1953125	5	3	2
quintile	100.0	20	20	10	0.25	interface_logmean	CCL5	214	8	-0.014487779342794212	0.04898257847063434	0.0649471928653795	0.7541908481273992	1	7	0.015625	5	1	4
quintile	100.0	20	20	10	0.25	interface_detection	CCL5	214	8	0.00799692763641291	0.08740719453212878	0.06931603339745337	1.260995331786254	7	1	0.0390625	5	4	1
quintile	100.0	20	20	10	0.25	interface_cohens_d	CCL5	214	8	-0.07329966369443172	-0.07329966369443172	0.0		1	7	0.015625	5	1	4
quintile	100.0	20	20	10	0.25	class_logmean	CD274	214	8	-0.008839923883003266	0.04053919551273187	0.053891102146978176	0.7522428359725988	2	6	0.078125	5	2	3
quintile	100.0	20	20	10	0.25	class_detection	CD274	214	8	0.010969593757844748	0.0781974032058188	0.0638257887605048	1.2251693982073764	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_rank	CD274	214	8	0.004928636703735723	0.5009711019951721	0.49592026472091677	1.0101847769360621	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_logmean	CD274	214	8	-0.008622049530468513	0.04065043033204145	0.05524025863657395	0.7358841420254912	1	7	0.0390625	5	1	4
quintile	100.0	20	20	10	0.25	interface_detection	CD274	214	8	0.01102780514030131	0.07856293476125328	0.06524911176315419	1.2040460419817904	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_cohens_d	CD274	214	8	-0.04665810245315022	-0.04665810245315022	0.0		1	7	0.0546875	5	1	4
quintile	100.0	20	20	10	0.25	class_logmean	CDH1	214	8	0.09622271658422855	0.2742486107066788	0.16147288550976022	1.698418962669134	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_detection	CDH1	214	8	0.19911571833726244	0.45750193407030976	0.21224457595848445	2.1555412288123597	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_rank	CDH1	214	8	0.08937603629061155	0.5440904336807493	0.46016126806879865	1.182390764794664	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_logmean	CDH1	214	8	0.10923291761106974	0.26663189988968705	0.1573989822786173	1.6939874453426444	7	1	0.015625	5	5	0
quintile	100.0	20	20	10	0.25	interface_detection	CDH1	214	8	0.20720379178858467	0.4539453154640144	0.20076309350391164	2.261099425902051	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_cohens_d	CDH1	214	8	0.24294741663306152	0.24294741663306152	0.0		8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_logmean	CXCL16	214	8	0.034147381493500585	0.15677956650217106	0.12628337658882458	1.2414901370007019	7	1	0.015625	5	4	1
quintile	100.0	20	20	10	0.25	class_detection	CXCL16	214	8	0.12039448609573869	0.29865283620183714	0.16101212859358868	1.8548468293072995	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_rank	CXCL16	214	8	0.05183709781671983	0.5219845125130538	0.4753449423816697	1.0981173164432991	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_logmean	CXCL16	214	8	0.03566302237986344	0.16930330223564444	0.13639007312608808	1.2413168961287173	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_detection	CXCL16	214	8	0.12481762589594211	0.3027121128577299	0.16263146625871036	1.8613379060124966	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_cohens_d	CXCL16	214	8	0.13242174708082358	0.13242174708082358	0.0		8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_logmean	CXCL9	214	8	-0.008452078334700602	0.039854853360268935	0.05086921841527025	0.7834768176486283	1	7	0.0234375	5	1	4
quintile	100.0	20	20	10	0.25	class_detection	CXCL9	214	8	0.012528521418074416	0.07741166576308264	0.05667414885007367	1.3659078668806865	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_rank	CXCL9	214	8	0.005310655964745448	0.5020628407083709	0.4944785753314979	1.0153379049270002	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_logmean	CXCL9	214	8	-0.007480749498622926	0.04005077941737209	0.04894659885276969	0.8182545949279125	1	7	0.015625	5	1	4
quintile	100.0	20	20	10	0.25	interface_detection	CXCL9	214	8	0.013807620718968839	0.07813604668025285	0.05824417397155839	1.3415255355567064	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_cohens_d	CXCL9	214	8	-0.04239782020801722	-0.04239782020801722	0.0		1	7	0.0390625	5	1	4
quintile	100.0	20	20	10	0.25	class_logmean	HLA-A	214	8	0.06426359900259615	0.7730484545230866	0.7128594694980259	1.0844331703518562	7	1	0.0234375	5	4	1
quintile	100.0	20	20	10	0.25	class_detection	HLA-A	214	8	0.14719225899465893	0.7356086497294284	0.5892504102032061	1.2483803778358846	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_rank	HLA-A	214	8	0.04508046791667031	0.5202746883091798	0.48290635482675726	1.077382153100529	7	1	0.015625	5	4	1
quintile	100.0	20	20	10	0.25	interface_logmean	HLA-A	214	8	0.0707744730272512	0.7960042453702838	0.7252297723430327	1.0975890341603005	7	1	0.0234375	5	4	1
quintile	100.0	20	20	10	0.25	interface_detection	HLA-A	214	8	0.15598008794318435	0.7466772909282944	0.5990104270107353	1.2465180191511303	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_cohens_d	HLA-A	214	8	0.10730520158368746	0.10730520158368746	0.0		7	1	0.0546875	5	4	1
quintile	100.0	20	20	10	0.25	class_logmean	ICAM1	214	8	0.023229504996461085	0.11616992373019458	0.0887712683418937	1.3086432795212264	7	1	0.015625	5	4	1
quintile	100.0	20	20	10	0.25	class_detection	ICAM1	214	8	0.05775198192488876	0.16891280475796022	0.10937660391128234	1.5443229970366326	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_rank	ICAM1	214	8	0.026689410843383332	0.5166238825492965	0.48978198910581655	1.0548037576728466	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_logmean	ICAM1	214	8	0.025343891615369193	0.1188675860328407	0.09180191503061602	1.2948268670996488	6	2	0.0390625	5	4	1
quintile	100.0	20	20	10	0.25	interface_detection	ICAM1	214	8	0.06351134070864631	0.1755583050216329	0.11562290000888664	1.5183696742439403	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_cohens_d	ICAM1	214	8	0.021802071894765046	0.021802071894765046	0.0		5	3	0.1484375	5	3	2
quintile	100.0	20	20	10	0.25	class_logmean	IFNG_on_cd8	214	8	0.0006709559756912214	0.03291964595620003	0.034191992001918456	0.9627881860276806	5	3	0.3828125	5	3	2
quintile	100.0	20	20	10	0.25	class_detection	IFNG_on_cd8	214	8	-0.00032453032038102375	0.056213403721550606	0.05861897312007612	0.9589626144832338	4	4	0.84375	5	2	3
quintile	100.0	20	20	10	0.25	class_rank	IFNG_on_cd8	214	0					0	0		5	0	0
quintile	100.0	20	20	10	0.25	interface_logmean	IFNG_on_cd8	214	8	0.0006709559756912214	0.03291964595620003	0.034191992001918456	0.9627881860276806	5	3	0.3828125	5	3	2
quintile	100.0	20	20	10	0.25	interface_detection	IFNG_on_cd8	214	8	-0.00032453032038102375	0.056213403721550606	0.05861897312007612	0.9589626144832338	4	4	0.84375	5	2	3
quintile	100.0	20	20	10	0.25	interface_cohens_d	IFNG_on_cd8	214	8	0.0003086519980760914	0.0003086519980760914	0.0		4	3	1.0	5	3	2
quintile	100.0	20	20	10	0.25	class_logmean	LGALS9	214	8	0.015324443818203033	0.08563816291853565	0.07595596655404993	1.1274711757844056	6	2	0.078125	5	3	2
quintile	100.0	20	20	10	0.25	class_detection	LGALS9	214	8	0.07869574280563119	0.18410678486641907	0.11282390741953997	1.631806494538529	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	class_rank	LGALS9	214	8	0.03526791190645964	0.5131372659370816	0.48214829443058294	1.0642726975589465	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_logmean	LGALS9	214	8	0.01246336709175791	0.08226700719638631	0.0781845156963055	1.052216112918555	6	2	0.109375	5	3	2
quintile	100.0	20	20	10	0.25	interface_detection	LGALS9	214	8	0.07845484929593294	0.17977804525514016	0.11034942459997105	1.6291706631625456	8	0	0.0078125	5	5	0
quintile	100.0	20	20	10	0.25	interface_cohens_d	LGALS9	214	8	0.07379687493568247	0.07379687493568247	0.0		6	2	0.078125	5	3	2
