gene,mean_high,mean_low,log2FC_high_vs_low,spearman_rho,spearman_p,welch_t,welch_p,mwu_p,spearman_fdr,welch_fdr,up_in_trop2_high,n_high,n_low,n_total
GPNMB,8.891493950194246,8.547417446247318,0.344076503946928,0.09831524202590831,0.027776446623322907,2.010422513300411,0.045196137935849104,0.032839702556752746,0.07435648523262667,0.124268447559149,False,167,167,501
AL355834.2,0.8180095483800369,0.6947293514981981,0.12328019688183878,0.09830979704710088,0.02778512801685502,1.800344184633154,0.07271463804968167,0.033572738101401024,0.07437318959854458,0.17739960026914484,False,167,167,501
AC004231.4,0.10079237061121592,0.0465283115413499,0.05426405906986602,0.09830362375338347,0.02779497344622642,2.3846222968349475,0.017764194818357504,0.03536332423287301,0.07438381955535127,0.06031626549166573,False,167,167,501
AP001033.1,0.40527188656915186,0.3215398037208971,0.08373208284825479,0.0982928276670903,0.02781219870898266,2.521626098142617,0.012214897573503775,0.06908811962061294,0.0744254637145061,0.04504597037988181,True,167,167,501
BACH1-IT2,0.5848948399164023,0.5151197601095373,0.06977507980686504,0.09827881470717696,0.02783457021028398,1.9504644714564994,0.051964577492927606,0.015536055952196252,0.07447196207733553,0.13795119390952065,False,167,167,501
LYPLA2P2,0.317064412391171,0.28616561376947697,0.030898798621694035,0.09826347684038148,0.027859074637566292,1.1464002494207168,0.25246467043979226,0.0661750613867634,0.07452414941626383,0.4325147445318804,False,167,167,501
SRGAP1,1.6951040625898663,1.6120782505199638,0.08302581206990256,0.09824558992729393,0.02788767494950654,1.2695706067923196,0.2051659096203795,0.08222080853732848,0.07459173341556907,0.3749526046854304,False,167,167,501
GOLGA5,6.050687007951007,5.937572207648416,0.1131148003025908,0.0982308848438581,0.027911206568199766,2.0087941444268522,0.04539090913679676,0.03201386439090059,0.07461756174855698,0.12467564130807696,False,167,167,501
AC087632.2,0.07019226832216437,0.05778688808918277,0.0124053802329816,0.09820794199159,0.027947954654337415,1.8864431058678286,0.060107996377794834,0.019407900402585658,0.07469489207365762,0.1537384210225607,False,167,167,501
ZNRF2,4.000355181235648,3.885394688856652,0.11496049237899575,0.09818546174583102,0.027984002099609676,1.8957607084614077,0.05886305258657859,0.04874219941000798,0.07477336061076252,0.15131573536510753,False,167,167,501
BMS1P15,0.11825258704275164,0.09910106735696528,0.019151519685786364,0.09816626224438316,0.02801482044662407,1.1267646379951173,0.260700610757326,0.012530693184677824,0.07483782282014186,0.4418346324419511,False,167,167,501
HDAC10,0.8699900716606039,0.7568346542370649,0.11315541742353907,0.09815436904073863,0.02803392561433339,2.4585418277189937,0.014460386927992605,0.011182843941211195,0.07486902818568146,0.05139683262874842,False,167,167,501
NDUFB5,6.169672830857308,5.9631914053133155,0.20648142554399218,0.09815177612901688,0.028038092337755387,2.3567145370456606,0.019030680768976436,0.02059277550078587,0.07487315749425436,0.06375491885480915,False,167,167,501
AC080079.2,0.06511123297417523,0.03564069486333034,0.029470538110844893,0.0981415357882984,0.02805455342861836,1.3676034674433846,0.17260180472657144,0.1347546164699879,0.07490369813990373,0.33277764860073206,False,167,167,501
NCK1-DT,1.8548861220059343,1.7121981645513842,0.1426879574545501,0.09811685464689063,0.02809426187746941,2.3199945394824817,0.020949258674749754,0.018046231615381977,0.07499628555616222,0.06882646330489296,False,167,167,501
CCDC88C,4.133222022935921,3.9259318200297346,0.20729020290618605,0.09809700121669014,0.0281262382646444,2.1975100246094366,0.02868794728237231,0.04203511720750343,0.07504581077126572,0.0878794352230698,False,167,167,501
DNAJC13,4.748491981955992,4.594399814830392,0.15409216712559992,0.09809480640313001,0.028129775200321856,2.305357946948402,0.021773995523280135,0.04079192009217347,0.07505077051000386,0.07086967293378799,False,167,167,501
SPANXD,0.21400211297514452,0.09205796185437239,0.12194415112077213,0.09806072164554128,0.02818475175933659,1.6490578126468447,0.10036099199773046,0.03522783425835728,0.07517054312627883,0.2253825492877213,False,167,167,501
ZNF213,3.663857877593053,3.5122319552412495,0.1516259223518035,0.09804909702507333,0.028203522635972925,2.5336785695824444,0.011765527749408642,0.012818726547075545,0.0752161208331099,0.043835510085350894,True,167,167,501
PPIL2,4.580672388108349,4.459749012378778,0.12092337572957046,0.09802500412780027,0.02824246088557337,1.6654292150931622,0.09680097030851281,0.03658143094028081,0.07530649380828613,0.2195398882392458,False,167,167,501
RPH3AL,2.2899045907691105,2.0861029936544986,0.20380159711461188,0.09801832426028402,0.028253264869938625,1.8066676299576354,0.07173072293557117,0.021093757165603685,0.07532182987858459,0.17559349629502075,False,167,167,501
PCNPP3,0.3995382320557513,0.26739285091154413,0.13214538114420715,0.09801327662011905,0.02826143125297894,2.265162259619996,0.024188447028394774,0.015582125358487901,0.07533911017215414,0.07693676867676476,False,167,167,501
ARSJ,3.414126112451974,3.110540222532073,0.3035858899199009,0.09800644363877292,0.028272489301319478,2.2495229163652097,0.025134472698416926,0.02046916057465089,0.07535960495334719,0.07936977737513229,False,167,167,501
ASS1P7,0.04261905691899323,0.029719678518684057,0.012899378400309174,0.09797979512242354,0.0283156510328374,1.4246576076123625,0.1552123271507045,0.02935562460457191,0.07546115938461566,0.3091082548365629,False,167,167,501
PRKCIP1,0.1601073685707724,0.13545973278976903,0.024647635781003374,0.0979782286692415,0.028318189926322283,1.4423569875025448,0.15014770752822046,0.05335930267955318,0.07546342884256914,0.301712093790364,False,167,167,501
HSBP1L1,4.27786295055349,4.102628147443691,0.17523480310979878,0.09797370995061669,0.02832551492127195,2.0669279181010607,0.039516158954583665,0.03693894281296438,0.07547599089883221,0.11236065185865597,False,167,167,501
CTSD,7.85236937330419,7.673326663614936,0.17904270968925395,0.09795739198893047,0.028351980438976136,2.2684820929629645,0.023947050499804494,0.02972739214430651,0.07552647406949602,0.0763369840736462,False,167,167,501
SRSF4,5.383029135330487,5.283856307532811,0.099172827797676,0.09792847770594271,0.028398927643129228,1.7802104044555218,0.07602191660805906,0.021799953452501165,0.07563351634081532,0.18376414432919863,False,167,167,501
PIM3,7.38520889356497,7.183639889697959,0.20156900386701082,0.09790128110313238,0.028443146827056755,2.588173141036561,0.010072745781508784,0.010878884871935345,0.07571070698091217,0.03882939040537329,True,167,167,501
RPEL1,0.11462219852089099,0.09315399374059886,0.021468204780292127,0.09788375678565654,0.028471671078458542,1.5029709270157934,0.13388269132345476,0.024831252824254496,0.07577761350350987,0.2778805219394,False,167,167,501
AC142086.6,0.06551929886254153,0.04598802415977491,0.019531274702766617,0.09788102515586539,0.02847611955220649,2.0268657268592234,0.04364956355527488,0.026479898975905115,0.07578494322242685,0.12105060336368287,False,167,167,501
ACTL10,0.12328784039418893,0.10327124968663295,0.020016590707555973,0.09787446657996032,0.028486802665341347,1.664715375718324,0.09691324597403032,0.02548978826633447,0.07579594555883945,0.2196862857235899,False,167,167,501
SPAG1,3.217559815837416,3.094484865415537,0.12307495042187888,0.0978743254019688,0.028487032664755663,1.4799393662336533,0.1398935881953152,0.07734954092083011,0.07579594555883945,0.28659910677842504,False,167,167,501
AL359551.1,0.26252095666176367,0.20727617969442141,0.05524477696734226,0.09785574348206325,0.028517319228255737,1.0970964472036067,0.2733948040805026,0.05129497584274757,0.07586022714877398,0.4561577771944189,False,167,167,501
LINC01001,0.5900442035446087,0.5241107657749489,0.06593343776965988,0.09784599096003907,0.02853322586928571,1.4117432289813356,0.15896325254645427,0.08988370847599417,0.07589176293654085,0.3143280797103024,False,167,167,501
TTC39B,3.1025316609827196,2.909336179071398,0.19319548191132174,0.09782360612218446,0.02856976499394978,2.229868366643593,0.026424462161649342,0.0232398034160549,0.07597087636538498,0.08242602587749666,False,167,167,501
YARS1,5.467851683539275,5.350802057579648,0.11704962595962698,0.09781721020111175,0.028580212534438865,2.2153760128595774,0.027442133210962966,0.022796041067076164,0.07598510435086457,0.08487116836505827,False,167,167,501
AC084819.1,0.7040779020329951,0.5587296879074131,0.14534821412558208,0.09781215061929216,0.02858847952973187,1.4001350636164507,0.16241200802800418,0.05789195758992339,0.07600256544538596,0.3192072853534392,False,167,167,501
RNU6-554P,0.506685109921877,0.3928809076675028,0.11380420225437421,0.09775710906771397,0.028678546243369532,1.6529429956011479,0.09928776407962943,0.04436858811724085,0.07619671491644145,0.22350241396704984,False,167,167,501
C1QTNF7-AS1,0.5749132518848056,0.47059900427171114,0.10431424761309444,0.09775289193762923,0.02868545694030291,2.1017435377000715,0.03634337509844261,0.04300381988485614,0.07620624992763314,0.10551941754756865,False,167,167,501
IRX3,4.68427142491368,4.371723942292803,0.31254748262087695,0.09774172769997856,0.028703758906863244,2.5833404287637527,0.010224406600840385,0.008358595078565732,0.07624105673776883,0.03927141539127322,True,167,167,501
RNA5SP122,1.3592339629034458,1.1779747486286678,0.18125921427477798,0.09773145299987752,0.02872061147800766,2.0110249214132327,0.0451630003185597,0.0768225684097108,0.07625864567456749,0.12420797111347093,False,167,167,501
RNF128,3.3878028476180018,2.9844605772690134,0.4033422703489884,0.09769893116632708,0.028774009821959965,2.2776376062315005,0.023384179406027245,0.030764625783337954,0.07635585932923905,0.07500782039411621,False,167,167,501
RAD9A,4.066226438509225,3.9357945332564803,0.1304319052527445,0.09768414236153085,0.028798320075142686,1.6181313797495838,0.10659648190791657,0.04045832457810617,0.07640147508842576,0.23550457632921207,False,167,167,501
AL031432.3,1.027582786102736,0.9274885491921109,0.10009423691062513,0.09768271364936466,0.02880066956602371,1.8356565464935821,0.0673105743164433,0.04012609832268988,0.07640317608819293,0.1673838268406233,False,167,167,501
AL034351.4,0.11073610383851157,0.06579272640579852,0.04494337743271305,0.09760160768256472,0.028934316913077494,1.9124104176228693,0.056931267312596776,0.05064559773074394,0.07669403127010477,0.14760544923412047,False,167,167,501
HMGN2P13,0.35609886565488297,0.24254711529526013,0.11355175035962284,0.09759745153818977,0.028941179768594876,2.713827765134401,0.007018735291590689,0.01077635407502726,0.07669858520802544,0.029276806303031335,True,167,167,501
AC008663.1,0.9171260451129625,0.633844807555719,0.28328123755724344,0.09759592097800679,0.028943707466188594,2.453022750027892,0.014701366301331268,0.02721805872274785,0.07670073903642939,0.052112539150411315,False,167,167,501
HORMAD1,2.393909046130187,2.0486940927577213,0.34521495337246577,0.09756575776280316,0.028993560245525046,1.6984644719283444,0.09035704401342122,0.12810977706948518,0.07678280367248118,0.2089684991319319,False,167,167,501
AC013391.3,0.317186072918899,0.2606085523435718,0.05657752057532722,0.09756393267185501,0.028996579059185495,1.406065273930202,0.16064302472053313,0.01977373945733336,0.07678625151536574,0.31678124504414124,False,167,167,501
B3GNT9,4.246910178517656,4.104122039363868,0.1427881391537884,0.09754066601953068,0.02903508718985259,1.7620510641903862,0.07898913124061244,0.04449762982862871,0.07687190222741534,0.18899582204179063,False,167,167,501
RNA5SP156,0.19030455666459772,0.07991732564894456,0.11038723101565316,0.09752474495800774,0.029061463074764104,2.9042790573950654,0.003999576891393894,0.01579495512081567,0.07693529504887828,0.0186992553722246,True,167,167,501
AL020997.2,0.8549775180367758,0.7026391510032156,0.15233836703356018,0.09751503255654555,0.029077563376981915,2.3324746058178953,0.020281631294837232,0.029304620217874108,0.07697336161421363,0.06709635905246693,False,167,167,501
NDUFA6,7.297160178167485,7.1509262210929725,0.1462339570745126,0.09749810339480401,0.02910564524064469,2.2913538559177717,0.022578057214455906,0.0196218367104064,0.07703402046056297,0.07294524531238358,False,167,167,501
C8orf58,3.0271795996343083,2.8898262532935752,0.13735334634073304,0.09749123267409406,0.029117048935730926,2.041110389682117,0.042061529172163444,0.023343282552237752,0.07704698078434072,0.11778597650089774,False,167,167,501
EAPP,5.79254525752099,5.720239712693946,0.07230554482704399,0.09748426652670754,0.029128614929164107,1.247052596373948,0.21327248737194884,0.06503149586743993,0.07706289110274685,0.3854365670676462,False,167,167,501
AC018755.5,0.07854396148000282,0.060753397816103394,0.01779056366389943,0.09744002157243258,0.029202167522827827,0.7563490990457409,0.4500699744905448,0.02500456100655047,0.07721637343567173,0.6292017791276971,False,167,167,501
IQCJ-SCHIP1,1.7608782899614188,1.5910590975027938,0.16981919245862498,0.0974292600207026,0.029220081545397503,2.0643340071318104,0.03979015336883505,0.011438832106828936,0.07724547387612944,0.11296018911183056,False,167,167,501
AC099342.1,0.060092744754112165,0.02359049976282009,0.03650224499129208,0.09742579503510237,0.029225851477137008,1.7840154530769357,0.07611013307063168,0.11815508987435475,0.07725159464914158,0.18389787095899143,False,167,167,501
CCDC137,5.959156805039713,5.734480829533214,0.2246759755064991,0.0973873630600321,0.029289914392311347,2.960830940736614,0.003292727447687326,0.012656201157152429,0.07738891305498509,0.0160052105608486,True,167,167,501
AL359837.1,0.4170869797229252,0.346477351579456,0.07060962814346916,0.09736981092460477,0.029319212393249285,1.8965438393184109,0.058756874065851644,0.02670681250623458,0.07744802168068518,0.15113962733161188,False,167,167,501
AP000640.1,0.48700723607474217,0.44844377932043666,0.0385634567543055,0.09736313736206201,0.029330358489006243,1.256244723934758,0.20992225079458207,0.05502108612875144,0.077468313533474,0.381013868939446,False,167,167,501
SH2D5,1.563322635332835,1.3540594643740211,0.20926317095881397,0.09733822064261391,0.029372006188467567,1.6845359666746342,0.09301971304533739,0.05855660035624527,0.07754168022979892,0.2134209021823049,False,167,167,501
LAMTOR5,5.7406811512302856,5.624544517184573,0.11613663404571284,0.09732614452370157,0.029392209374257537,1.8681254628387294,0.06263446701959481,0.08372981898685995,0.07759043631532843,0.15853071562149632,False,167,167,501
C15orf39,5.054401779753616,4.920081532647972,0.13432024710564416,0.09732089605649262,0.02940099370493222,1.862659562841139,0.06340842144783285,0.06569365121166591,0.07760904458828947,0.1600382754420359,False,167,167,501
MMP28,2.980747355998698,2.5135151202256183,0.4672322357730798,0.0973018107211871,0.0294329557094007,2.669252979041585,0.008000337130415891,0.043075987778158104,0.07765823086712205,0.0324071259687275,True,167,167,501
MAP4K3-DT,1.5109630024018834,1.4419820509091745,0.06898095149270889,0.09729413815818334,0.029445813263076326,1.479180413922367,0.14004545396775156,0.08372981898685995,0.07767692299031648,0.28682724526153064,False,167,167,501
DMRTA1,1.4015715372780033,1.1842726312691723,0.21729890600883106,0.09725990651425766,0.029503236788628012,2.16890880056564,0.030799458087918716,0.02327402618423159,0.07778580437599834,0.09292194842984867,False,167,167,501
AC010261.1,0.137363380536868,0.0802723631210656,0.0570910174158024,0.0972564075251181,0.02950911174310682,2.737611430330949,0.006573303721941351,0.02086930583748724,0.07778580437599834,0.027828893947378364,True,167,167,501
UBE3C,5.601542601987294,5.428207461303638,0.17333514068365563,0.09723424863420568,0.029546340781067968,2.5934250534864365,0.00994132953303633,0.02579818579607687,0.07786862375324005,0.03845161480891783,True,167,167,501
ARPC3P1,1.177150015070348,1.0989690305229027,0.07818098454744526,0.09722600814361931,0.029560195856897377,1.5191712680747471,0.12967985288777084,0.09150518245292595,0.0779005479644027,0.2713992391461237,False,167,167,501
ANKLE2,4.459951887349408,4.337164518611122,0.12278736873828677,0.09718987754824722,0.02962100949521599,2.0924199444339626,0.037160184656724375,0.03818731770350004,0.07804152000741382,0.10727808537227866,False,167,167,501
CDC42SE1,7.124281221749516,7.018504809130282,0.10577641261923443,0.0971884438294725,0.02962342488708817,1.7772064617086094,0.07648105891508196,0.1123364623197973,0.07804152000741382,0.18461457679825807,False,167,167,501
PCNAP1,0.027049745036505774,0.009465126337008635,0.017584618699497137,0.09715801929688149,0.029674721051124946,1.6956097753286332,0.09159861108958212,0.07529085003626391,0.07815170323227606,0.21106993056677165,False,167,167,501
AL591069.1,0.2769700782642273,0.20021655050291062,0.07675352776131669,0.09714304497524476,0.029699995907352107,1.9708283744909654,0.04963306429084167,0.03038286110946781,0.07821366171821326,0.1333767450185425,False,167,167,501
SPSB1,6.047755796416632,5.84828906726436,0.19946672915227204,0.09710275067395095,0.029768099515976906,2.280295022806855,0.023248395891396847,0.036632335835952566,0.07836993658774143,0.0746365126585911,False,167,167,501
AL138976.2,2.0364788635437643,1.8726636670226997,0.16381519652106458,0.09709784778226657,0.029776395290484675,1.8120674731256925,0.07087914324302338,0.05676605311520694,0.07837732295253826,0.1740132185541515,False,167,167,501
MTCO3P21,0.027352683995155343,0.015678629531757415,0.011674054463397927,0.09709694972936297,0.029777915025702754,1.8767727283635307,0.0614917601477954,0.0746436328228655,0.07837732295253826,0.15641002564124445,False,167,167,501
BOLA2-SMG1P6,0.05205965412918626,0.04224180421482798,0.00981784991435828,0.09709088977259064,0.02978817176080458,1.9970641406358438,0.04663983990912454,0.04052155611610225,0.07839047918977488,0.12722904544651945,False,167,167,501
AC079313.2,0.23175166085969226,0.17776938551977187,0.053982275339920394,0.09708292088333996,0.02980166405496467,2.125834180162922,0.034301043849329194,0.04310463550430811,0.07840753121914465,0.10096616329586672,False,167,167,501
TMEM208,6.156857943217263,6.046134794583281,0.1107231486339817,0.0970596178161605,0.029841149029867436,1.909070476390307,0.05712086846982776,0.0470807612178863,0.07850217923720906,0.1479762765618409,False,167,167,501
AC018678.1,0.03917272019720611,0.02538216567713631,0.013790554520069796,0.09704767167928886,0.029861408076583627,1.2620674036821835,0.20791442819995978,0.09430903810346476,0.07853699587280953,0.3784743474225314,False,167,167,501
SPHK1,4.77224302915277,4.570420623577779,0.20182240557499131,0.0970161986783405,0.029914838517445794,1.8175014966672336,0.07004177453202573,0.06874247612358608,0.0786663572375169,0.17250665367973558,False,167,167,501
RN7SKP38,0.10271558291212805,0.0669028346322412,0.035812748279886855,0.09695479883297405,0.030019310427004474,1.911266501669908,0.05685753092425838,0.049355308938804195,0.07889197552810837,0.14745550380086234,False,167,167,501
AC005551.1,0.31698925859148314,0.23771554398687852,0.07927371460460461,0.0969188566365668,0.030080611074954983,1.8922794873735753,0.05936319147080174,0.05361556562365097,0.07904378670483471,0.1522950367314941,False,167,167,501
POLR1D,4.952874163922288,4.803718483676598,0.14915568024568948,0.0969058900639785,0.030102752321237786,2.4962660385391686,0.013036762533008249,0.020904654309066004,0.07909267388174356,0.04731446624411757,True,167,167,501
TRMT61A,4.750350314786365,4.565654686632857,0.18469562815350837,0.09686714452053213,0.030168996020809566,2.4724568543533967,0.013925530004414344,0.016327980913143525,0.07923414046830037,0.04988158770767215,True,167,167,501
CTBP2P4,0.18551690121115705,0.16336111935669514,0.022155781854461903,0.09686028410301391,0.03018073836069404,1.1725183883602872,0.2418301718223563,0.12551211722783706,0.0792544664061449,0.41979555211081604,False,167,167,501
AC012173.1,0.2321579773416053,0.17972757703185288,0.052430400309752406,0.09685641191767118,0.03018736774950091,2.1287088995429837,0.034020038221563326,0.025521948711885314,0.0792544664061449,0.10030405362391707,False,167,167,501
TGM4,0.2991913986805558,0.27277961736626993,0.026411781314285843,0.096849404588771,0.03019936784373531,0.561348520833468,0.5749451754451498,0.014475282103072218,0.07928114512241671,0.7333198784388667,False,167,167,501
SORD2P,1.8103653192043896,1.6924476815593497,0.11791763764503993,0.09683188898288707,0.03022938130383283,1.1932244396893228,0.2336656587626179,0.0206237705517105,0.07934613823772636,0.41003111086041216,False,167,167,501
EXTL3,4.177138802240025,3.9725200545009853,0.20461874773903954,0.09680454230980272,0.030276291652921575,2.536860043177369,0.011642587487181272,0.0057267670836167635,0.07944129468379375,0.0434861435423998,True,167,167,501
DIP2A,3.333626170145882,3.1896337572854705,0.14399241286041153,0.09676208205559007,0.03034925133934384,2.07550638878992,0.03871009658060386,0.05304261625959558,0.07959537423918454,0.11066673225971153,False,167,167,501
MRPS12,6.62783105146554,6.44412232422783,0.18370872723771026,0.09674633203712096,0.030376352946724063,2.2423083184397203,0.025614182606263722,0.05632567485265967,0.07965243956316176,0.08042464917737564,False,167,167,501
PNLIPRP3,0.536509883378309,0.3364193491971995,0.20009053418110945,0.09674200438398158,0.030383803320112323,1.6441884840702916,0.10119725476036341,0.032919354690333455,0.07966636058632183,0.226807618236156,False,167,167,501
AC004471.1,1.6658295207940235,1.4344883414689997,0.23134117932502374,0.09669504250530915,0.03046475234492767,2.7579225105080845,0.006140393516337925,0.018268299586783204,0.0798514671437933,0.02640745596187002,True,167,167,501
RN7SL862P,0.1981143891051266,0.1368061179932231,0.06130827111190351,0.09662414268105565,0.03058731351323781,2.110758231595977,0.03555913962835962,0.0379065131408844,0.08013514202835498,0.10377990877986142,False,167,167,501
AC007001.1,0.07247323571436806,0.046850577228745985,0.025622658485622077,0.09661273433637596,0.030607073958646366,1.4365706145830972,0.15184383661519849,0.021612143372182802,0.08017751863916711,0.3042318676094497,False,167,167,501
GGT2,0.4762001519979316,0.37168173595031884,0.10451841604761275,0.09660699934410133,0.030617011692556997,1.8890671975965159,0.0597788677428523,0.035848700634649344,0.08019415700954138,0.15315937677195957,False,167,167,501
AC112907.3,1.0494984450545148,0.9253520516364064,0.1241463934181084,0.09660010678724155,0.030628958937837864,1.945834928281005,0.052520182160517764,0.04237965054138877,0.08021135727461416,0.13895602383737557,False,167,167,501
CHADL,2.0292904372642444,1.8325874606348913,0.1967029766293531,0.09658167561089004,0.030660926312628307,2.240971997483166,0.02568908428158039,0.01880531020234139,0.08025747795891305,0.08060889675222069,False,167,167,501
ARHGEF10L,3.7358276066441123,3.6281890308368405,0.10763857580727176,0.09656378310861427,0.03069198672211972,1.3583268425528228,0.17529402997479504,0.0531819760972625,0.0803246775212173,0.33635876937501,False,167,167,501
CA11,4.177228700669216,3.9835022318797404,0.19372646878947597,0.09653505737528924,0.030741909371121853,1.7183804135111016,0.0866636341338547,0.03416057506307366,0.08042072361911251,0.20255570105732415,False,167,167,501
RTL8C,7.8453879260263,7.689517687224751,0.1558702388015485,0.09653438938855356,0.030743071096412812,2.3887676826705846,0.01747837490575554,0.014142113145379592,0.08042072361911251,0.05959463591408178,False,167,167,501
AC091868.1,0.7436570179405046,0.6198838885400642,0.1237731294004405,0.09643805538558477,0.030911003829016608,2.0873576922199826,0.037626312071240085,0.050700507571903884,0.08077497722751614,0.10825565637540431,False,167,167,501
AC069200.1,1.1826266645320207,1.065270207426426,0.11735645710559472,0.09643286615498828,0.030920072115281666,1.7044760713030114,0.08923005059932071,0.046575334251826424,0.08078439032133745,0.20707372265483706,False,167,167,501
AC010275.1,2.7937272979057424,2.4513026507164173,0.3424246471893251,0.09643185969693885,0.030921831184844286,2.1823419459887834,0.02978673351502267,0.05541355107062341,0.08078439032133745,0.09047689960105093,False,167,167,501
DKK1,3.5712509221705777,3.3408310440566766,0.23041987811390108,0.09642078623042648,0.030941190849539182,1.1283260712908199,0.26004705810212037,0.10631542929823515,0.08081608477222393,0.44109472547347944,False,167,167,501
CYP2G2P,0.05194559146574513,0.04321335532422594,0.00873223614151919,0.09640924265879718,0.03096138343812757,0.3238115393208256,0.7463299834334617,0.09199728911540456,0.08086410376587348,0.8554974095178409,False,167,167,501
BCL2L2-PABPN1,0.26022176503021255,0.22489885611800334,0.03532290891220921,0.0963808143906287,0.03101115966791145,1.621219612260657,0.10594299122502948,0.01598485249855768,0.08097046558396122,0.234506030168187,False,167,167,501
OSTCP2,0.37938742260933656,0.3385908424165152,0.04079658019282134,0.09637241880125072,0.031025872944528354,1.158659864715433,0.24743305682578484,0.0885118059888822,0.08099942452694449,0.4265640184297482,False,167,167,501
SNX18,4.285468526633568,4.116690413651928,0.1687781129816397,0.09637011696305171,0.03102990796095558,2.438522785319102,0.015274030582079282,0.024508071209783485,0.08100401548783025,0.053657665835591374,False,167,167,501
SEC22A,3.8161816976455407,3.696061515735644,0.12012018190989693,0.09635269929509985,0.03106045488869532,2.1071607111577078,0.03585904479292213,0.03297908661021854,0.08106131670899279,0.10445225474265007,False,167,167,501
CDC42-IT1,0.39021801570469317,0.33029230309838525,0.05992571260630791,0.09633313903272017,0.031094790147779938,1.6128820225867788,0.1077280779154716,0.0594958669915071,0.08112725437926205,0.2374757734957405,False,167,167,501
PCDHB11,2.2745316031967193,1.9946773440265952,0.2798542591701241,0.09632927434354925,0.03110157790092022,1.9585523641006746,0.05100788251749993,0.0696097109346823,0.08113100492267178,0.13601006052153217,False,167,167,501
VDR,4.41798525290216,4.18357705440927,0.23440819849289074,0.09631338120571603,0.03112950516859889,2.167302415557024,0.03092608036362983,0.029557476291318364,0.08119887957310257,0.09323478383437685,False,167,167,501
FAM86C1P,2.4801294831420426,2.3578741930327776,0.12225529010926506,0.09629830379082475,0.03115601888559127,1.8825700481823209,0.06063648892839105,0.04461786659895542,0.08125382171783685,0.15476267367650295,False,167,167,501
MIR22HG,4.0419955973982615,3.903186389420776,0.13880920797748564,0.09626948493451347,0.031206750764522225,1.6224571344311585,0.1057307689088331,0.07706492859544918,0.08136240650533356,0.23414056786881815,False,167,167,501
AL441992.1,3.7495753218464793,3.5627714713196554,0.1868038505268239,0.09626252108363008,0.031219020322320993,2.2401591044509095,0.02574368349331626,0.03416056062453063,0.08138200614904877,0.08074623048987141,False,167,167,501
C1orf21,3.830521969162934,3.636956938190644,0.19356503097229005,0.09626108738697906,0.03122154685415836,2.224207274357082,0.026806675571646316,0.019740975698864696,0.08138200614904877,0.08335547231219563,False,167,167,501
LINC02800,0.2538166626279133,0.1962749656334894,0.05754169699442391,0.09624831607143439,0.03124406082464846,2.0372337650515493,0.0424704626856788,0.0324976625063895,0.08143478063820844,0.11859579745219034,False,167,167,501
PSMC1P5,0.35492046749791983,0.2643488597346168,0.09057160776330303,0.09622580037296918,0.03128378655111611,2.1619981107577684,0.0313540519156676,0.04882387623626202,0.08150096315254167,0.09416953984798318,False,167,167,501
SLC25A24,4.264664547217426,4.192738306405222,0.07192624081220345,0.09622492526778761,0.03128533142082609,0.9253000398069349,0.355482896626483,0.15362393222026288,0.08150096315254167,0.5424564313124219,False,167,167,501
AL021395.1,0.5290658345715971,0.31415622697724527,0.2149096075943518,0.09622156609951137,0.031291262145269734,2.267128886432906,0.024059649655893956,0.05157939310721934,0.08150672150174977,0.07660310181606046,False,167,167,501
IGF2BP2-AS1,0.34700386663678673,0.3326437567825064,0.014360109854280323,0.0962186991147539,0.03129632466383882,0.3269695191877622,0.7439030110968501,0.02145120906281968,0.08151516069335084,0.8537962647278717,False,167,167,501
ACTBP2,1.691401741166836,1.6075408687530282,0.08386087241380791,0.096215003188325,0.03130285196047338,1.43682585604981,0.15170938207361095,0.0993846134997875,0.08152741387608964,0.3040578267470391,False,167,167,501
AL008718.3,1.0636292229788804,0.9313686216360596,0.1322606013428208,0.09620058948709327,0.031328318817581295,2.0354732723278675,0.0426077152981215,0.024894058309330058,0.08158899032187188,0.11886958035316188,False,167,167,501
H2AC13,2.2297398797929753,2.018550604883571,0.2111892749094042,0.09618055645018114,0.031363743633389916,1.608285809438825,0.10872399230250085,0.09504252946065968,0.08166222683004777,0.23907923659692454,False,167,167,501
KLC1,2.190018934497166,2.044073492818365,0.1459454416788013,0.09616556528377507,0.0313902752174337,2.3950959166331067,0.017170791305140157,0.02219374975043767,0.08171227919355711,0.058774247495150214,False,167,167,501
RNU6-646P,0.5644226322598158,0.3954296196464903,0.1689930126133255,0.09613273038689324,0.031448453970245926,2.3035603433798566,0.02189349269771212,0.031317913391972804,0.08182866882547891,0.07117573362015533,False,167,167,501
RN7SL180P,0.29419595183944813,0.22961653518683628,0.06457941665261185,0.09607677180437046,0.03154781710348591,1.9061319769526672,0.05749845535326029,0.02626030568323677,0.08200782168766661,0.14863654801567616,False,167,167,501
RNU7-154P,0.6178592241984148,0.42323992521869547,0.1946192989797193,0.09606836184680778,0.03156277346676557,2.3984638311921986,0.017025656786384145,0.015558039199941158,0.08203716397556945,0.05839382470201262,False,167,167,501
BBOX1,1.931451924092384,1.7105045076666494,0.22094741642573457,0.09605663802411048,0.031583633362476236,1.5948003251887832,0.11170846791181922,0.04822582312713905,0.08206753535343872,0.24374540268762274,False,167,167,501
