gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2tpm,pct_expressed,spearman_q,pearson_q,pearson_rank
IL17RE,161,0.21948097269775513,5.479823378038062e-06,0.24623835769539118,3.1149480633873124e-07,3.013112149150595,100.0,7.298252329854672e-05,6.5146218481936215e-06,101
ITGB2,162,0.21849901176712763,6.04862961931301e-06,0.2022936671372661,2.893497369662688e-05,4.575262036290764,100.0,7.946998032740947e-05,0.0002956447503277487,185
PSCA,163,0.2183707133080522,6.126978867911356e-06,0.22160339460568626,4.419691858907406e-06,1.7735078466284526,99.5249406175772,7.96744996409443e-05,5.857185696185706e-05,150
TNFRSF10A,164,0.21836401297986455,6.1310970960158845e-06,0.23185485073879245,1.5183716966281158e-06,2.670305279930263,100.0,7.96744996409443e-05,2.3192372404286297e-05,134
SUSD3,165,0.21802443484176212,6.343303672662903e-06,0.20120921566979316,3.199207191925577e-05,6.212097264031951,100.0,8.203393203728789e-05,0.0003171954686216581,190
ITGA2,166,0.21787544478019452,6.438603268433406e-06,0.2042566609212493,2.4092094102446846e-05,1.816704569813096,100.0,8.286606225767417e-05,0.0002536114567759298,180
HLA-F,167,0.21702221071472796,7.011202802359003e-06,0.21384115318138758,9.60377196421696e-06,3.972050719048618,100.0,8.980377943500023e-05,0.00011739405273154706,162
NCR3,168,0.21664215361389105,7.281592433883774e-06,0.1963393523692607,4.989555013462978e-05,0.795580170248699,97.38717339667458,9.282296640717554e-05,0.00045743283462467094,205
TNFSF15,169,0.21626596797232836,7.55899389086936e-06,0.21128365677539776,1.2326077373176014e-05,1.467824030918724,100.0,9.545012568800603e-05,0.00014409130623577377,167
ADAM9,170,0.21621788308368406,7.595169306324133e-06,0.19283233856742493,6.826256722733667e-05,3.397945329029321,100.0,9.545665837103147e-05,0.0005971859230966675,213
CXCR2,171,0.2159687748408761,7.785235372275553e-06,0.1700965852620046,0.00045610951438404687,0.5281306837023164,97.62470308788599,9.73882013625311e-05,0.0028461658974501015,275
TMEM154,172,0.21454034254620774,8.965652557446979e-06,0.1976731141916089,4.422433087856318e-05,0.8341555126040198,100.0,0.00011163279951760726,0.0004125036019578872,201
LILRA2,173,0.21416738592984802,9.300833062446531e-06,0.18217733557363014,0.00017103758108699593,0.9249605422840603,100.0,0.00011527004679708038,0.0013044661098857212,237
SLC11A1,174,0.21399698094431238,9.457917439564139e-06,0.21195474775189097,1.1548147116681735e-05,2.4142640717897446,100.0,0.00011626318648392849,0.0001367893355369779,165
TNFSF8,175,0.21398632089176076,9.467827662867542e-06,0.171638707820167,0.00040386126456582946,1.4343254252340998,99.5249406175772,0.00011626318648392849,0.0025438508358652362,273
ACE2,176,0.21358330898057173,9.849826605649919e-06,0.1694499779455906,0.0004798332139666586,0.1377014592971539,96.67458432304038,0.0001193121530467187,0.002955413233077916,278
TMEM87A,177,0.21292889278231766,1.0501543457715485e-05,0.1785892694686422,0.0002304130507447828,4.451684715769666,100.0,0.0001260656136157146,0.001644841964916756,251
CXCR1,178,0.2119299126772736,1.1576084393801774e-05,0.14365571245953726,0.0031353963966121224,0.29994838995725864,89.54869358669833,0.0001383445442955685,0.013155887388292558,371
ABCA7,179,0.21167288768238887,1.1869015293042402e-05,0.18443398280611958,0.00014139519840614768,2.082932124476784,100.0,0.0001412149063976645,0.0011213871602624489,230
SLC37A2,180,0.21153410086890517,1.2030107604932412e-05,0.19417603221262392,6.057769019898174e-05,2.2292708304129762,100.0,0.00014249822149736314,0.0005369750882870004,210
OR1M1,181,0.21142718338935657,1.215562420921995e-05,0.14643962555584566,0.002595243749970334,0.16497422113270344,84.79809976247031,0.0001427219561757974,0.011352071108938863,358
GPR183,182,0.21059380053109694,1.3177557378938969e-05,0.1965730418004529,4.8854648477807555e-05,3.6239800273773164,100.0,0.0001533753091453027,0.0004494291889178379,204
MR1,183,0.2096862903394407,1.4383098446955036e-05,0.16249352666645497,0.0008185564427130732,2.8854062307690547,100.0,0.00016668205429653087,0.004591982863748462,302
LY75,184,0.20955941255865537,1.4559769124126684e-05,0.2486705036482033,2.3594148954104122e-07,2.4970141117126605,100.0,0.0001680021635572721,5.093672318559414e-06,99
IL1R2,185,0.2094148362546714,1.4763597292195886e-05,0.21825150071957375,6.200646118043963e-06,1.8200971794830496,100.0,0.0001696229611639845,7.829778140567778e-05,158
NPTN,186,0.20915044136779792,1.5143381306115426e-05,0.17920509435458207,0.00021901313231279473,6.083523446934377,100.0,0.00017324287075414955,0.0015932015086993249,247
PLAUR,187,0.20864418309566962,1.589663291821153e-05,0.21286980510501843,1.0562365372458295e-05,4.5320875337280455,100.0,0.0001810863247746905,0.00012736690136067952,164
SLC52A2,188,0.20847805704893885,1.615146881173704e-05,0.1910871974968873,7.962035241781085e-05,5.8582220606060105,100.0,0.000183209669529746,0.000678801539562037,218
SLC15A2,189,0.20837143403927522,1.631706669571692e-05,0.23055847239459487,1.7428264107910796e-06,3.087101586605344,100.0,0.00018353272077493358,2.5919701676042892e-05,138
TGFBR2,190,0.20827253871607493,1.6472102914636656e-05,0.173683267029684,0.0003431538673121172,4.735824881618718,100.0,0.00018450133683046998,0.0022460217672238087,267
NRP2,191,0.20801965079837215,1.68749376055202e-05,0.16242156422886103,0.0008230021809243743,3.695552944759859,100.0,0.0001882258665415732,0.004591982863748462,303
GJB4,192,0.2077704543097238,1.728103070593016e-05,0.23378679671223088,1.2345228094811664e-06,0.4085850137699792,87.17339667458432,0.00019195568132686735,1.9810072144936643e-05,128
SVOPL,193,0.20685926943612654,1.8846314698523553e-05,0.17799303140000625,0.00024197706418440442,1.3099864606481737,100.0,0.00020676878872109651,0.001709162535149474,253
RNF13,194,0.20676372630532777,1.901802378555499e-05,0.16943912940030795,0.00048024085035072603,4.958133651557627,100.0,0.0002078010190772682,0.002955413233077916,280
F2RL1,195,0.20577613670903175,2.088209668906431e-05,0.21040115704659587,1.3425144300310846e-05,4.372440666377024,100.0,0.00022724135299441122,0.00015358594569201767,169
CRIM1,196,0.20530268551679995,2.183600119467227e-05,0.16455181015815842,0.0007004193081933512,4.615083566835366,100.0,0.00023381990079255065,0.004076135843551307,294
IFNGR1,197,0.20498796269642033,2.2492813266110415e-05,0.18310568862114115,0.0001581998471452486,5.818770805678267,100.0,0.00023965364779833317,0.0012247873800517973,235
TPCN1,198,0.20421394075748975,2.4188775294104604e-05,0.2010163362101652,3.2566876154977596e-05,4.560287054348994,100.0,0.00025594210064157325,0.00032170305338330267,191
TREM2,199,0.20381607450423517,2.510703360120439e-05,0.1792636402439093,0.00021795727105455097,4.87474062445827,100.0,0.0002646123187024573,0.0015898409117521336,246
MFSD5,200,0.2036267905187539,2.555540120928276e-05,0.1559017268372206,0.0013321232228843017,5.44961400330664,100.0,0.0002682816040676469,0.006665596014320142,330
