sample,cohort,sample_type,GRHL1,GRHL2,GRHL3,TACSTD2,CLDN4,CLDN3,CLDN7,ELF3,KLF5
TCGA-66-2754-01,LUSC,primary_tumor,7.7048,8.8593,4.0791,7.4476,12.0266,9.7986,11.204,12.3895,8.6903
TCGA-46-6026-01,LUSC,primary_tumor,10.9701,11.484,10.2627,11.9363,11.4983,6.5124,10.305,12.0687,14.7071
TCGA-85-7710-01,LUSC,primary_tumor,9.912,11.4445,9.4488,12.9934,11.3047,3.5373,11.4949,12.9731,13.0589
TCGA-85-8664-01,LUSC,primary_tumor,8.9979,9.9496,6.7734,11.2587,11.4173,8.117,11.2683,10.194,10.2356
TCGA-34-5241-01,LUSC,primary_tumor,9.8446,10.0908,9.7147,14.4162,13.1551,9.2168,12.9291,12.7969,11.4371
TCGA-43-A474-01,LUSC,primary_tumor,10.08,11.0415,8.4574,13.0417,11.312,2.6778,10.019,12.9162,14.1973
TCGA-96-A4JL-01,LUSC,primary_tumor,6.3732,11.1623,6.8307,11.9314,16.0591,7.6035,11.5773,11.2334,11.8806
TCGA-NC-A5HO-01,LUSC,primary_tumor,10.9491,11.1847,9.8926,14.8478,12.2256,3.653,11.7018,13.4637,13.0988
TCGA-77-8133-01,LUSC,primary_tumor,10.8345,10.9008,9.4465,12.7038,12.4907,5.0939,9.7703,11.2444,13.5782
TCGA-66-2778-01,LUSC,primary_tumor,9.2332,10.5962,9.5092,15.0781,12.977,10.0329,12.4488,13.2007,12.1379
TCGA-51-4080-11,LUSC,normal,7.9723,9.0679,2.2103,12.5808,12.3626,8.6446,11.0868,10.9327,10.4961
TCGA-22-5473-01,LUSC,primary_tumor,9.5366,11.1118,9.5335,11.8703,11.8269,6.0823,10.8426,11.6134,12.8024
TCGA-33-AASI-01,LUSC,primary_tumor,7.5569,10.9253,5.6908,13.7169,11.879,4.1764,12.6795,12.4869,13.0814
TCGA-98-A53B-01,LUSC,primary_tumor,8.9048,10.6414,8.0374,13.3284,11.6805,7.7448,10.817,11.8975,11.6844
TCGA-43-6647-01,LUSC,primary_tumor,7.1777,9.8778,7.7693,11.5215,8.8172,3.373,7.7468,7.6153,10.0156
TCGA-22-4595-01,LUSC,primary_tumor,10.6373,10.5464,10.4785,11.798,11.5973,5.2441,10.7348,10.1576,11.4576
TCGA-56-6546-01,LUSC,primary_tumor,8.9004,10.7992,6.2684,10.1647,11.7773,10.8979,11.2671,10.4732,10.5973
TCGA-60-2698-01,LUSC,primary_tumor,8.8233,10.8048,8.5761,13.581,11.2986,5.6664,10.9157,13.3798,12.2898
TCGA-56-5898-01,LUSC,primary_tumor,10.2174,10.7719,10.6179,13.8991,13.6492,8.3131,11.3104,12.9201,13.0725
TCGA-77-6842-01,LUSC,primary_tumor,8.1279,10.6319,3.4972,10.5031,10.4328,6.575,7.5997,9.7343,11.2598
TCGA-34-8455-01,LUSC,primary_tumor,8.9436,11.3162,8.3382,13.9164,10.2471,5.0496,10.0327,12.5911,13.7543
TCGA-43-A56V-01,LUSC,primary_tumor,10.3541,11.3416,9.083,13.3852,12.4714,6.7986,10.473,12.8996,13.0099
TCGA-77-8154-01,LUSC,primary_tumor,9.6025,11.3719,9.2575,14.0368,10.4489,3.6075,10.9779,13.0141,13.2579
TCGA-77-8138-01,LUSC,primary_tumor,9.2415,10.4358,6.6317,14.4339,13.2934,8.7782,10.6889,12.3821,10.9275
TCGA-22-5491-01,LUSC,primary_tumor,10.9257,11.2545,10.1176,14.7166,13.5642,6.5997,12.468,12.9775,13.1595
TCGA-85-A4CL-01,LUSC,primary_tumor,8.1944,10.3013,10.1446,13.726,12.1084,8.2303,11.2007,13.4427,12.5849
TCGA-39-5022-01,LUSC,primary_tumor,9.1316,10.0757,8.2799,12.8722,12.1564,9.0511,11.0685,12.8052,11.8502
TCGA-63-A5MR-01,LUSC,primary_tumor,10.59,9.9254,9.1827,13.3391,12.3178,5.2737,11.8438,12.5236,12.6083
TCGA-66-2781-01,LUSC,primary_tumor,9.0222,10.7951,8.1543,12.775,12.8683,7.7434,11.2226,12.6179,12.307
TCGA-77-7139-01,LUSC,primary_tumor,10.9577,11.1177,10.156,14.3155,13.1127,7.6794,8.9682,12.5014,13.714
TCGA-37-A5EL-01,LUSC,primary_tumor,9.4112,10.008,6.4267,12.7036,11.6918,5.0302,11.3894,13.1763,12.983
TCGA-56-8083-11,LUSC,normal,5.8245,8.9908,2.2748,12.8874,11.6216,8.2055,10.9798,10.8903,10.9961
TCGA-39-5036-01,LUSC,primary_tumor,10.1382,11.1002,9.8746,15.011,13.4597,8.6856,12.2201,13.6384,12.6574
TCGA-58-8392-01,LUSC,primary_tumor,9.9809,11.0961,10.621,12.6678,12.4614,5.2755,10.7548,11.8413,13.6519
TCGA-66-2763-01,LUSC,primary_tumor,10.4094,11.4133,10.4205,13.7839,11.3814,5.4117,10.2887,12.0301,12.9248
TCGA-66-2785-01,LUSC,primary_tumor,10.6181,9.486,6.5589,14.4296,13.5702,10.9559,11.5289,12.2499,10.9506
TCGA-22-5479-01,LUSC,primary_tumor,9.9133,10.9089,10.4129,12.0168,11.0259,7.0822,8.8866,12.3798,13.6245
TCGA-63-A5MT-01,LUSC,primary_tumor,9.65,10.4141,6.542,13.5039,12.0534,6.9532,10.4381,12.0875,11.2057
TCGA-33-4532-01,LUSC,primary_tumor,10.4785,11.8207,9.9169,12.8848,11.7395,5.5296,9.5778,12.4877,12.7553
TCGA-70-6722-01,LUSC,primary_tumor,10.2102,10.5682,7.2021,15.1201,13.0172,6.7402,11.4671,11.1122,11.1564
TCGA-60-2707-01,LUSC,primary_tumor,10.0596,10.4294,9.2296,15.0489,13.8433,9.4297,12.0452,14.225,12.5441
TCGA-77-7138-11,LUSC,normal,6.8013,9.608,1.8023,12.0893,11.9803,8.2111,10.8442,11.3013,11.1981
TCGA-56-7579-11,LUSC,normal,7.1571,9.4111,2.7064,12.125,11.7896,8.164,11.0926,12.8055,11.0044
TCGA-85-8071-01,LUSC,primary_tumor,10.0922,11.8346,9.5592,14.2853,9.3351,3.5587,10.0692,13.2649,13.6759
TCGA-22-1012-01,LUSC,primary_tumor,10.9091,10.7123,10.8673,13.109,12.8507,7.5459,10.6837,12.1923,12.9549
TCGA-77-7338-11,LUSC,normal,6.9065,9.0553,1.0929,12.4125,11.6863,8.0682,11.2272,11.6888,11.4312
TCGA-58-A46K-01,LUSC,primary_tumor,9.8891,10.7426,9.9417,12.1926,11.908,7.961,11.1366,11.682,11.929
TCGA-94-A5I6-01,LUSC,primary_tumor,10.4353,10.9441,8.527,11.5519,11.8383,6.3983,8.866,11.4217,12.2448
TCGA-56-A4BY-01,LUSC,primary_tumor,10.5889,10.9122,9.6386,14.7084,13.253,7.6845,11.3529,12.6486,12.8262
TCGA-85-8049-01,LUSC,primary_tumor,8.6149,10.1274,9.342,12.6196,13.0595,7.7672,8.8131,12.3938,12.2785
TCGA-60-2710-01,LUSC,primary_tumor,10.4534,11.085,10.6183,13.8572,12.465,6.576,10.3581,11.4539,13.2395
TCGA-18-4086-01,LUSC,primary_tumor,8.3787,10.6026,8.9906,13.8456,12.3625,5.2262,10.5311,11.9364,13.1153
TCGA-37-4132-01,LUSC,primary_tumor,7.4865,10.1311,2.9425,10.9051,11.5484,10.0563,9.4786,11.3798,10.2097
TCGA-63-7023-01,LUSC,primary_tumor,11.1049,12.2564,8.5663,11.122,12.7493,7.5447,10.3402,12.064,13.744
TCGA-21-1070-01,LUSC,primary_tumor,10.7875,10.531,9.7944,14.0235,12.4415,6.5967,10.9762,12.8133,12.8336
TCGA-33-6738-01,LUSC,primary_tumor,10.5082,10.4501,9.8974,14.8558,14.9813,13.515,10.8997,13.9159,12.1026
TCGA-56-A4BW-01,LUSC,primary_tumor,10.551,11.2816,9.2318,13.7086,10.4102,4.4501,10.8849,12.5166,12.6191
TCGA-56-8308-01,LUSC,primary_tumor,10.7143,11.0637,10.2792,15.3878,13.5787,4.6168,11.0411,11.7622,13.0502
TCGA-21-1079-01,LUSC,primary_tumor,9.341,10.59,7.9717,12.6451,8.2048,0.8913,6.2111,6.8523,11.8873
TCGA-66-2742-01,LUSC,primary_tumor,9.5683,10.9694,8.7863,14.8871,13.0173,10.2217,11.5913,12.8148,13.5383
TCGA-63-7020-01,LUSC,primary_tumor,9.37,11.0997,8.9323,14.0374,12.85,7.74,11.2654,13.4584,12.4229
TCGA-33-AASJ-01,LUSC,primary_tumor,10.2016,11.2094,10.4512,14.9252,13.666,3.7711,12.0599,14.0627,13.0454
TCGA-85-8353-01,LUSC,primary_tumor,8.7627,10.2567,8.3978,11.8411,11.2714,7.0879,11.2187,12.6295,12.0934
TCGA-22-5478-11,LUSC,normal,7.4939,9.4317,0.8667,12.1769,11.8967,8.5258,10.5556,12.1681,11.3556
TCGA-18-3410-01,LUSC,primary_tumor,8.6181,11.5394,8.8164,13.1078,12.289,10.3263,10.5314,11.223,10.1073
TCGA-85-8070-01,LUSC,primary_tumor,10.9259,11.1396,9.8254,13.9257,14.0617,10.7818,10.9231,14.4301,12.2345
TCGA-NC-A5HQ-01,LUSC,primary_tumor,11.2625,10.7605,9.9858,14.5549,12.4279,5.8295,10.8792,12.865,12.3089
TCGA-66-2783-01,LUSC,primary_tumor,9.293,10.8435,10.6637,14.3169,12.1832,6.8504,11.491,12.7663,12.5746
TCGA-18-3407-01,LUSC,primary_tumor,10.0236,11.0017,9.9713,14.267,11.3286,4.2174,10.4356,12.1778,13.158
TCGA-98-A53A-01,LUSC,primary_tumor,10.1802,11.726,9.7847,12.1032,11.4715,5.484,8.6268,11.592,12.19
TCGA-85-8276-01,LUSC,primary_tumor,9.1198,11.1731,9.3614,12.2039,11.4107,6.2171,10.07,11.5636,12.0325
TCGA-LA-A446-01,LUSC,primary_tumor,9.4716,10.7908,10.0264,12.4173,12.3805,6.1382,10.2906,12.3136,12.5204
TCGA-NC-A5HT-01,LUSC,primary_tumor,9.3896,11.4674,8.3201,13.8215,11.1284,6.3757,11.0669,12.9208,12.8584
TCGA-58-8386-01,LUSC,primary_tumor,9.3605,10.428,9.337,11.6564,10.6652,6.4571,9.1519,9.771,11.6567
TCGA-77-A5GF-01,LUSC,primary_tumor,10.4675,10.4134,10.2554,12.8873,12.0983,7.5841,11.1549,11.4323,12.6978
TCGA-56-7731-01,LUSC,primary_tumor,9.1028,10.4418,8.7367,14.1915,12.5648,9.0998,11.2608,13.1901,12.0347
TCGA-22-4604-01,LUSC,primary_tumor,10.0806,10.5927,9.7346,12.4751,10.9081,4.4501,10.3183,9.8203,12.1361
TCGA-56-8304-01,LUSC,primary_tumor,11.3538,11.0125,10.518,14.6659,11.2436,5.7515,11.3737,11.8571,12.8765
TCGA-63-A5MN-01,LUSC,primary_tumor,9.0725,9.3176,3.7977,13.7366,12.6083,7.289,10.5858,11.2671,10.2489
TCGA-77-7337-11,LUSC,normal,7.2119,9.3097,0.9001,12.1421,11.386,7.7155,10.873,11.0255,11.187
TCGA-96-8169-01,LUSC,primary_tumor,9.3248,10.9897,5.8265,13.2621,12.507,7.6489,10.658,12.5201,11.0348
TCGA-33-4589-01,LUSC,primary_tumor,8.6509,9.3255,8.9362,14.0204,12.3661,1.4886,11.5909,10.4576,11.6013
TCGA-37-4130-01,LUSC,primary_tumor,6.9299,8.5879,0.6933,5.7891,10.5265,8.8895,11.8073,10.7895,12.694
TCGA-NC-A5HJ-01,LUSC,primary_tumor,7.8068,9.7174,3.2947,11.4498,12.0597,9.6695,10.6005,12.0235,10.267
TCGA-56-8623-11,LUSC,normal,7.5546,9.236,2.3219,12.3966,11.971,9.6202,10.9462,12.4264,10.8146
TCGA-85-A4PA-01,LUSC,primary_tumor,5.6485,5.758,1.9356,8.9376,8.5532,6.2292,7.7792,8.5959,7.7378
TCGA-34-8454-11,LUSC,normal,6.0708,8.6948,1.7801,12.3226,11.2655,8.181,10.2741,11.0581,10.727
TCGA-98-8023-01,LUSC,primary_tumor,9.3281,10.3391,7.7324,12.4945,11.1492,5.4904,11.2114,9.2389,9.6322
TCGA-56-8625-01,LUSC,primary_tumor,11.1158,10.3808,9.3381,12.1195,11.9904,6.3731,10.5873,11.7342,11.7136
TCGA-43-6770-01,LUSC,primary_tumor,9.838,10.8194,8.6643,12.5122,10.8374,5.5625,9.0217,9.9644,12.7197
TCGA-60-2703-01,LUSC,primary_tumor,10.3965,10.5431,4.6995,12.7264,11.2926,6.5068,10.1676,11.7201,11.3509
TCGA-77-A5GB-01,LUSC,primary_tumor,9.5639,10.3838,9.9936,12.8395,7.9753,3.1563,9.2476,9.7764,11.8784
TCGA-66-2788-01,LUSC,primary_tumor,9.7862,10.4703,9.441,13.5487,11.6551,6.5418,10.4747,11.5329,12.0376
TCGA-39-5029-01,LUSC,primary_tumor,8.4904,11.0762,9.9657,13.9072,12.91,7.5732,10.8803,12.5229,12.7785
TCGA-18-3415-01,LUSC,primary_tumor,8.3734,11.0233,9.654,13.1872,11.6275,4.0537,8.2719,12.9304,11.992
TCGA-90-A4EE-01,LUSC,primary_tumor,6.4789,10.2332,4.6935,8.9163,10.5038,11.0287,10.1315,10.691,8.3355
TCGA-34-2596-01,LUSC,primary_tumor,8.8278,10.4911,9.8411,10.2267,10.3304,5.4299,7.9701,10.8251,12.2084
TCGA-34-5929-01,LUSC,primary_tumor,9.0142,11.4167,7.8824,9.4893,10.7188,5.0663,10.6817,11.9146,12.9202
TCGA-96-8170-01,LUSC,primary_tumor,10.9712,11.4077,9.894,14.2886,12.466,7.1673,10.768,13.2268,12.8373
TCGA-46-3766-01,LUSC,primary_tumor,8.0017,9.9448,5.9564,12.4551,12.2378,7.2613,10.2238,10.8938,10.9127
TCGA-22-5483-01,LUSC,primary_tumor,7.3443,10.5359,2.5218,11.4251,13.5568,10.8924,11.1205,12.5993,11.2513
TCGA-56-8629-01,LUSC,primary_tumor,9.7009,10.0615,9.0918,13.6912,12.5239,9.2143,9.8557,12.613,11.1959
TCGA-63-A5MG-01,LUSC,primary_tumor,9.9788,10.9475,9.7032,14.7101,12.9067,5.9946,11.5592,12.1842,12.4265
TCGA-77-7140-01,LUSC,primary_tumor,9.7487,10.146,10.7589,13.6792,11.0787,4.685,10.9719,11.8377,12.9491
TCGA-77-7465-01,LUSC,primary_tumor,9.0294,10.9297,5.4055,10.3713,9.626,7.29,8.4048,10.8525,12.3039
TCGA-94-8491-01,LUSC,primary_tumor,10.9948,10.4627,9.0517,16.1678,14.249,6.4817,12.6691,13.7499,12.3961
TCGA-43-7657-01,LUSC,primary_tumor,9.4443,10.3669,7.4862,12.531,11.6399,6.564,10.9997,10.8073,11.5437
TCGA-77-7142-11,LUSC,normal,7.1402,9.5358,2.6132,11.8849,10.7893,6.7921,10.1532,10.5644,11.1959
TCGA-NC-A5HF-01,LUSC,primary_tumor,10.6311,10.9301,9.6343,14.1293,11.9946,6.3873,11.0953,12.6657,12.3663
TCGA-63-A5MB-01,LUSC,primary_tumor,10.9623,10.5084,9.5503,12.018,12.1548,7.3829,9.9013,12.0198,12.5561
TCGA-60-2722-01,LUSC,primary_tumor,10.2452,11.2034,11.1785,13.7687,13.6259,4.6426,11.67,11.7928,12.8192
TCGA-66-2768-01,LUSC,primary_tumor,10.9765,9.6959,8.3824,14.457,12.5951,4.3036,10.4216,11.7917,11.7037
TCGA-33-4579-01,LUSC,primary_tumor,3.0533,11.1639,2.8852,6.6637,6.5133,4.6281,10.4801,12.2786,5.6255
TCGA-77-7138-01,LUSC,primary_tumor,10.4739,11.2272,9.148,13.4738,11.0182,2.2026,10.9549,11.0449,13.0473
TCGA-68-A59I-01,LUSC,primary_tumor,10.4798,10.3965,9.3548,13.5263,12.3862,8.0688,9.8803,12.4509,11.4559
TCGA-22-1017-01,LUSC,primary_tumor,8.1458,10.7179,8.316,12.2597,13.8836,10.3365,11.3871,12.7566,10.4309
TCGA-77-8131-01,LUSC,primary_tumor,11.0405,10.4084,9.7396,13.4979,12.8112,6.8048,10.107,11.7552,10.4172
TCGA-94-A4VJ-01,LUSC,primary_tumor,10.5888,10.6105,7.8483,14.3908,12.2074,7.3318,11.2194,12.2885,11.5935
TCGA-56-A5DR-01,LUSC,primary_tumor,10.2713,10.7754,10.3988,13.7323,13.5264,10.5466,11.558,12.7549,12.4644
TCGA-34-5927-01,LUSC,primary_tumor,9.6288,12.0566,7.5216,11.844,11.6965,7.9533,10.3714,13.4327,12.7375
TCGA-60-2697-01,LUSC,primary_tumor,8.3415,9.4742,5.3708,12.8105,11.9118,8.0414,11.1593,12.4716,11.0033
TCGA-85-7844-01,LUSC,primary_tumor,8.5105,11.0897,8.1273,12.5761,10.1288,5.7751,9.6612,11.7228,11.907
TCGA-68-7756-01,LUSC,primary_tumor,9.6481,10.5185,10.0675,14.6534,13.3038,7.7744,12.4379,12.9408,12.4299
TCGA-85-A4JC-01,LUSC,primary_tumor,10.2477,10.6902,9.2229,14.5435,11.7084,7.1297,9.2505,13.2233,11.6177
TCGA-77-8007-01,LUSC,primary_tumor,8.8317,10.4558,1.2228,11.2294,12.339,7.3436,11.0473,12.3976,11.3831
TCGA-98-8021-01,LUSC,primary_tumor,10.1212,10.7563,9.603,13.7318,12.1207,8.4816,11.1243,12.6752,12.2989
TCGA-58-A46J-01,LUSC,primary_tumor,10.0986,10.6825,7.5659,13.4728,10.2487,6.2922,12.232,12.9905,11.9343
TCGA-56-7222-11,LUSC,normal,8.5599,9.7424,1.6245,12.0576,12.3147,9.0653,11.3967,12.1403,11.837
TCGA-22-5472-01,LUSC,primary_tumor,10.1197,11.4291,9.9866,15.1452,13.6165,9.0965,12.2824,13.3869,13.0846
TCGA-NC-A5HN-01,LUSC,primary_tumor,9.6852,10.5382,9.0753,13.5148,10.8882,2.9082,10.6954,10.97,13.0902
TCGA-34-5239-01,LUSC,primary_tumor,8.7126,10.9483,9.4332,12.5677,12.3649,10.4169,10.852,10.1492,11.6337
TCGA-92-8064-01,LUSC,primary_tumor,9.3903,10.9258,9.4503,12.1674,12.3721,5.1806,9.947,12.2678,12.9951
TCGA-85-A50Z-01,LUSC,primary_tumor,9.3092,11.099,8.5464,14.2108,8.7175,4.8562,9.7737,9.8882,11.8921
TCGA-77-7463-01,LUSC,primary_tumor,9.3654,11.7749,9.6423,12.2859,10.3483,5.9467,8.9213,11.7,12.3788
TCGA-O2-A52V-01,LUSC,primary_tumor,10.1699,10.5929,9.2993,14.0197,12.3429,3.8527,11.3841,12.4063,11.8437
TCGA-21-5784-01,LUSC,primary_tumor,8.6406,11.1877,10.4092,15.099,12.8994,8.4675,12.2793,14.3001,13.4777
TCGA-85-6175-01,LUSC,primary_tumor,9.4509,10.5428,6.6582,12.5345,11.098,6.4375,9.444,11.3103,11.3222
TCGA-39-5039-01,LUSC,primary_tumor,8.3568,10.4789,7.4218,13.9018,12.5079,7.3103,10.8549,12.44,12.3496
TCGA-39-5024-01,LUSC,primary_tumor,9.9095,10.8772,9.298,14.286,11.6322,6.06,10.764,13.6086,13.128
TCGA-22-1005-01,LUSC,primary_tumor,7.7838,9.3115,3.5812,12.3967,12.0722,9.8663,10.8655,12.0593,10.8225
TCGA-66-2757-01,LUSC,primary_tumor,9.4298,11.0559,6.5958,10.9787,13.3826,11.7902,10.6616,13.7574,11.1737
TCGA-77-8008-11,LUSC,normal,6.3429,8.7649,1.8689,11.4001,10.7635,7.7361,11.1585,11.5577,10.0129
TCGA-52-7810-01,LUSC,primary_tumor,8.9764,10.7814,8.5718,13.9165,12.826,6.0198,10.7821,11.3939,12.1176
TCGA-85-A4QR-01,LUSC,primary_tumor,10.5245,11.4312,8.8913,14.0698,12.4213,8.1472,10.7344,13.5423,13.1475
TCGA-LA-A7SW-01,LUSC,primary_tumor,8.363,10.1561,7.6648,12.5181,11.7686,5.1829,11.0208,8.2043,12.4846
TCGA-90-7767-01,LUSC,primary_tumor,7.8579,10.4366,7.7108,8.1327,7.5624,6.809,8.5903,8.4547,9.7879
TCGA-90-6837-01,LUSC,primary_tumor,10.9806,10.144,10.1893,15.0068,12.3064,3.9575,11.0775,11.6734,11.5292
TCGA-77-8150-01,LUSC,primary_tumor,10.0641,10.5788,8.7425,12.6861,12.9248,5.2351,11.3303,11.1054,13.3114
TCGA-33-4582-01,LUSC,primary_tumor,10.0019,9.8604,6.9974,12.5074,11.322,6.2634,10.486,11.6927,12.3842
TCGA-51-6867-01,LUSC,primary_tumor,9.6659,11.3852,9.3633,13.5721,13.4914,8.8861,11.0641,12.6251,12.5135
TCGA-33-A4WN-01,LUSC,primary_tumor,10.9091,11.1582,11.3924,14.4578,13.2857,7.7721,11.4748,13.6833,13.0152
TCGA-18-5595-01,LUSC,primary_tumor,9.9156,11.8123,9.7449,13.183,11.1284,5.7252,10.806,13.1373,13.589
TCGA-56-8082-11,LUSC,normal,8.3748,8.0016,2.7777,12.8602,12.7813,8.4166,11.0508,13.6551,11.6126
TCGA-85-7710-11,LUSC,normal,7.0155,8.5987,2.2392,11.129,10.8694,7.4949,10.0209,10.1168,9.8736
TCGA-18-3419-01,LUSC,primary_tumor,10.6167,11.2244,8.6078,14.6387,12.7457,5.3781,11.0076,12.1008,12.5857
TCGA-NK-A5CT-01,LUSC,primary_tumor,10.3998,10.5415,8.4137,14.7009,13.8461,5.4691,12.481,11.9631,12.0704
TCGA-56-7580-11,LUSC,normal,6.418,8.9601,2.9395,11.2222,10.5945,6.638,9.7547,10.0073,10.3985
TCGA-85-8288-01,LUSC,primary_tumor,9.0587,10.1296,8.4664,12.9606,11.8088,7.8686,9.0356,9.6772,10.519
TCGA-18-3416-01,LUSC,primary_tumor,7.3612,11.8502,9.1732,14.4443,12.8798,3.1392,7.596,12.1802,12.3493
TCGA-79-5596-01,LUSC,primary_tumor,11.3801,11.4599,10.7022,13.7053,13.3607,6.9069,11.6039,12.452,13.5673
TCGA-18-4721-01,LUSC,primary_tumor,9.5012,10.8763,9.2076,10.8346,10.8069,6.2155,7.4502,11.468,12.638
TCGA-66-2789-01,LUSC,primary_tumor,10.483,11.2665,9.8524,13.6497,12.8311,5.8051,8.4828,12.1555,11.6565
TCGA-85-8351-01,LUSC,primary_tumor,9.17,10.407,6.6963,16.3833,12.476,7.4177,11.8469,11.6604,11.6804
TCGA-43-5670-01,LUSC,primary_tumor,9.8453,10.6466,8.5834,14.6683,12.4746,7.1813,11.0886,12.2804,12.1798
TCGA-60-2709-01,LUSC,primary_tumor,8.5228,9.8372,8.441,11.7502,12.3891,6.8878,9.0341,11.8512,12.0749
TCGA-43-6647-11,LUSC,normal,6.6853,9.0508,2.7271,12.1846,11.7085,8.6442,10.8482,12.3685,11.0337
TCGA-98-A53D-01,LUSC,primary_tumor,8.2371,8.4647,4.2715,12.4696,11.5941,8.4146,10.8227,11.9233,11.0535
TCGA-85-8666-01,LUSC,primary_tumor,10.283,10.2874,9.7819,13.4638,12.6354,3.409,8.7472,13.0227,12.8722
TCGA-56-8503-01,LUSC,primary_tumor,9.8531,10.1593,8.9138,13.2689,11.3134,5.1105,10.2713,12.7921,11.5431
TCGA-NK-A5CX-01,LUSC,primary_tumor,9.6315,10.5531,10.4902,15.1863,13.1967,8.242,12.2661,13.1038,12.6283
TCGA-56-7221-01,LUSC,primary_tumor,11.4636,11.2035,10.4665,12.7333,11.9434,7.8449,12.3348,12.5612,13.9705
TCGA-21-1082-01,LUSC,primary_tumor,12.0481,10.66,11.2433,14.503,12.1634,6.7185,11.6091,13.0456,13.2178
TCGA-63-A5ML-01,LUSC,primary_tumor,7.4335,10.6883,8.8951,11.4835,11.8318,6.6759,10.4748,11.9303,11.8163
TCGA-22-5477-01,LUSC,primary_tumor,11.3996,11.9483,8.2849,11.3383,11.6933,4.5457,7.2506,12.6949,13.6894
TCGA-98-A538-01,LUSC,primary_tumor,11.0302,11.3144,9.7688,14.3918,11.9031,5.1226,10.9233,12.5515,12.0927
TCGA-46-3765-01,LUSC,primary_tumor,10.3545,9.7923,9.1212,13.3267,12.1583,6.9105,11.2905,11.1174,12.5899
TCGA-22-4591-01,LUSC,primary_tumor,10.6252,11.7005,7.8339,12.7419,12.5799,6.0575,9.1594,13.6782,12.2361
TCGA-98-A53H-01,LUSC,primary_tumor,9.0078,10.0766,7.3577,12.6305,12.3559,9.2265,10.5618,12.6979,11.7501
TCGA-XC-AA0X-01,LUSC,primary_tumor,10.9295,9.8662,11.2131,14.577,13.3105,7.5212,11.6188,13.2199,12.9994
TCGA-98-A53J-01,LUSC,primary_tumor,11.6236,10.9318,10.9824,14.0368,13.8093,6.2921,10.8558,13.4624,13.3269
TCGA-85-8277-01,LUSC,primary_tumor,8.4301,10.4088,7.2626,12.4291,10.9902,6.9075,10.2549,11.7078,11.814
TCGA-39-5040-11,LUSC,normal,6.5871,8.4243,0.8292,12.4041,11.968,7.8656,11.9674,13.0542,11.0744
TCGA-66-2787-01,LUSC,primary_tumor,10.0479,10.4979,9.4278,6.1413,11.8175,6.2266,8.4181,11.162,12.4634
TCGA-77-8143-01,LUSC,primary_tumor,9.9487,11.4031,10.1084,14.8369,12.2064,3.6403,10.9416,12.2566,12.3413
TCGA-56-7823-11,LUSC,normal,6.6881,8.8011,1.1509,11.8775,11.4956,8.4598,10.6992,12.6724,10.4019
TCGA-85-6561-01,LUSC,primary_tumor,9.3594,10.8288,9.4817,12.3226,11.2714,2.8923,10.9016,10.6191,12.5693
TCGA-77-6845-01,LUSC,primary_tumor,11.5562,11.2209,10.1518,12.084,12.0068,6.456,9.9877,12.7515,12.9016
TCGA-56-7730-01,LUSC,primary_tumor,11.3633,10.2386,9.5096,12.601,13.0831,8.4073,10.1781,10.8813,12.8926
TCGA-21-1076-01,LUSC,primary_tumor,11.0897,9.43225,9.3525,13.53035,12.4561,6.90395,11.23515,10.11915,12.4881
TCGA-39-5035-01,LUSC,primary_tumor,8.6669,11.11,5.5809,14.4912,11.6158,7.1457,10.8328,14.0731,11.0964
TCGA-56-7579-01,LUSC,primary_tumor,11.8457,10.8651,11.7855,14.5631,13.4385,6.8207,10.7458,12.3497,12.8602
TCGA-58-A46M-01,LUSC,primary_tumor,6.9413,10.5004,7.509,10.8693,10.7837,4.4139,9.5848,9.3215,12.774
TCGA-77-7338-01,LUSC,primary_tumor,10.3627,10.5167,8.9964,14.3595,12.3552,5.3936,9.5811,12.5702,13.2821
TCGA-85-8582-01,LUSC,primary_tumor,9.4527,10.8042,9.1925,13.3588,11.5325,3.0404,10.499,11.1529,11.1366
TCGA-63-A5MH-01,LUSC,primary_tumor,9.5595,10.9865,7.3857,12.7313,9.9672,3.3921,9.3608,10.198,12.7813
TCGA-56-8201-11,LUSC,normal,6.9684,9.6316,1.4297,12.6146,12.7012,8.2807,11.2077,13.1037,12.0095
TCGA-34-5234-01,LUSC,primary_tumor,7.8093,9.2488,7.2316,13.5057,12.2929,7.985,10.7396,12.073,11.0932
TCGA-63-A5MJ-01,LUSC,primary_tumor,11.5073,10.8377,10.5073,12.814,12.0336,5.4159,6.1856,12.5851,12.5039
TCGA-92-7340-11,LUSC,normal,6.5309,9.1425,1.9963,11.9835,10.9814,7.2478,10.0587,12.8081,11.5211
TCGA-56-1622-01,LUSC,primary_tumor,10.0639,11.7784,8.7812,13.9094,14.0627,10.3327,11.8838,13.8101,13.3491
TCGA-22-4605-01,LUSC,primary_tumor,9.5159,10.5877,9.6817,14.2588,13.0472,8.531,11.0392,12.4771,12.5486
TCGA-22-5471-11,LUSC,normal,7.8239,9.6756,0.8924,12.4755,12.3517,9.0606,11.2634,12.8965,11.5523
TCGA-56-8624-01,LUSC,primary_tumor,11.9136,10.6834,7.8596,13.8082,11.3517,8.1277,7.7501,10.2133,11.0265
TCGA-94-7033-01,LUSC,primary_tumor,10.5002,10.5053,9.561,13.966,11.2254,7.7576,10.875,13.1408,11.802
