sample,cohort,sample_type,GRHL1,GRHL2,GRHL3,TACSTD2,CLDN4,CLDN3,CLDN7,ELF3,KLF5
TCGA-MP-A4TF-01,LUAD,primary_tumor,8.4738,10.4023,2.0917,12.1439,12.1428,7.7297,11.3093,10.5375,12.2282
TCGA-49-6745-11,LUAD,normal,7.4031,9.5929,1.308,13.2255,12.1717,9.5873,11.7993,11.1912,11.0259
TCGA-05-4402-01,LUAD,primary_tumor,9.0216,10.8568,6.4884,13.5477,13.6874,11.612,11.126,13.1028,10.9015
TCGA-62-A471-01,LUAD,primary_tumor,7.29,10.5888,5.7046,11.9038,12.5541,9.2819,12.7121,13.9455,12.3975
TCGA-55-8513-01,LUAD,primary_tumor,7.8376,9.9315,3.0735,12.2547,12.5247,9.3462,11.3346,13.1232,11.5979
TCGA-05-4397-01,LUAD,primary_tumor,8.3453,9.3049,5.2181,12.1637,11.8123,10.6973,9.9319,12.1566,9.518
TCGA-05-5429-01,LUAD,primary_tumor,8.014,9.5708,3.8225,13.9396,14.186,10.4035,13.2634,14.6067,12.9822
TCGA-78-7167-01,LUAD,primary_tumor,9.1758,11.0046,5.8296,12.8547,12.835,10.5453,12.0937,12.349,11.2029
TCGA-50-5936-11,LUAD,normal,6.8397,9.6522,0.6995,12.3357,11.8407,8.3098,10.5665,12.7502,11.9078
TCGA-50-8459-01,LUAD,primary_tumor,6.5783,8.1417,3.6076,12.3001,11.3731,7.1093,11.1355,11.5399,10.8905
TCGA-93-8067-01,LUAD,primary_tumor,6.2993,11.2676,6.3046,13.0987,12.7653,7.7891,12.1389,13.4194,11.7864
TCGA-44-6776-01,LUAD,primary_tumor,9.2118,10.392,2.9002,12.0504,12.9028,10.031,12.5586,11.3283,12.4132
TCGA-91-6836-11,LUAD,normal,8.0202,9.6302,1.3576,11.6751,11.7474,8.8146,10.7163,11.8486,11.2556
TCGA-75-7031-01,LUAD,primary_tumor,8.4967,10.2131,4.1862,12.5199,12.7458,12.8671,11.4478,12.8438,9.7556
TCGA-44-7667-01,LUAD,primary_tumor,7.9428,10.5481,5.8227,9.6439,12.1373,9.7256,10.871,9.9775,8.1086
TCGA-35-3615-01,LUAD,primary_tumor,9.2523,10.4754,3.3358,10.0115,12.6068,8.0148,12.5912,12.5376,12.0281
TCGA-86-A4P8-01,LUAD,primary_tumor,6.1811,9.276,1.4973,12.5811,11.8368,8.7294,10.7311,11.375,11.12
TCGA-44-2666-01,LUAD,primary_tumor,8.8999,10.2689,5.4304,11.9991,12.9675,9.3104,12.2419,13.1249,12.83
TCGA-44-5643-01,LUAD,primary_tumor,10.6941,11.7894,10.0081,13.6734,12.1336,7.6751,11.3946,13.1013,12.8577
TCGA-44-2661-01,LUAD,primary_tumor,8.7463,9.432,3.5906,11.9466,12.9428,9.2742,11.0905,12.3709,10.7185
TCGA-69-8255-01,LUAD,primary_tumor,7.6707,8.3735,1.4138,8.0213,11.5661,10.7372,11.7322,13.3053,9.7507
TCGA-49-4514-01,LUAD,primary_tumor,6.6172,9.4167,4.3311,12.8013,12.6243,11.9989,12.5118,12.2845,12.3964
TCGA-78-7154-01,LUAD,primary_tumor,7.4596,11.0987,5.5312,11.9826,12.6142,10.7115,9.6745,13.1278,12.0151
TCGA-44-2655-11,LUAD,normal,7.9957,9.3511,1.3453,12.561,11.9,8.4544,10.2973,11.7087,10.6431
TCGA-55-8507-01,LUAD,primary_tumor,8.7485,10.9068,4.0611,12.4762,13.0026,11.7706,12.6261,13.079,11.0027
TCGA-95-A4VP-01,LUAD,primary_tumor,6.3152,9.6062,1.6307,11.3673,11.6863,11.1592,11.6486,12.9675,9.8511
TCGA-50-6595-01,LUAD,primary_tumor,7.3435,9.9495,3.7245,12.8895,12.3902,7.8166,10.7363,11.0741,11.0603
TCGA-55-6980-11,LUAD,normal,6.8558,9.7513,0.0,12.0838,12.2272,9.2827,10.7308,11.1347,10.9386
TCGA-78-7155-01,LUAD,primary_tumor,10.6453,10.7649,3.9512,10.2935,10.4799,8.5962,11.3484,10.3068,11.7009
TCGA-05-4382-01,LUAD,primary_tumor,8.8639,10.6918,5.8746,13.064,13.8596,11.6247,12.1123,13.0768,11.0435
TCGA-05-5428-01,LUAD,primary_tumor,10.6766,9.2079,5.7367,13.4794,14.305,11.3865,12.5536,13.6063,10.8887
TCGA-44-5644-01,LUAD,primary_tumor,7.8564,10.643,3.7693,10.5455,12.2472,11.3946,12.6513,13.2819,10.1001
TCGA-44-6146-11,LUAD,normal,7.235,9.4911,1.7391,12.1535,11.9242,8.726,10.7161,11.0648,11.1676
TCGA-55-6978-01,LUAD,primary_tumor,8.0889,9.6131,6.5593,12.0893,13.3122,10.0328,11.0171,12.3272,9.6124
TCGA-NJ-A55R-01,LUAD,primary_tumor,6.9712,9.0735,3.9465,10.9331,12.5318,11.6618,12.9714,13.5004,10.0811
TCGA-91-6840-01,LUAD,primary_tumor,10.1875,10.8251,7.2722,12.0501,13.0328,11.6059,11.2404,13.099,10.5494
TCGA-55-8094-01,LUAD,primary_tumor,9.372,9.9614,3.129,12.0425,13.6028,12.8103,13.777,12.2069,11.7632
TCGA-44-7661-01,LUAD,primary_tumor,7.1322,9.183,4.495,11.5523,13.1095,7.4275,10.5229,10.1564,11.0537
TCGA-NJ-A4YF-01,LUAD,primary_tumor,8.2544,10.5564,6.6266,11.805,12.5822,11.4587,11.9576,11.7645,7.5225
TCGA-67-6217-01,LUAD,primary_tumor,7.4178,10.6267,4.6369,13.0594,13.1887,11.5047,11.3062,12.8467,10.4649
TCGA-86-A4D0-01,LUAD,primary_tumor,8.8493,11.2231,1.923,11.0578,11.9008,10.3837,12.1813,12.6419,8.8965
TCGA-50-5939-01,LUAD,primary_tumor,6.9235,9.7185,1.2438,14.0456,11.7306,7.6444,11.1564,11.6576,11.8878
TCGA-05-4410-01,LUAD,primary_tumor,9.5687,10.1598,4.3301,13.0412,13.7489,9.82,11.1319,12.4152,10.7357
TCGA-55-7816-01,LUAD,primary_tumor,6.3167,7.1808,5.1634,9.5296,10.4825,7.3913,8.6209,10.2673,9.8471
TCGA-50-5051-01,LUAD,primary_tumor,8.0335,11.032,3.9014,12.6437,13.4833,12.8604,12.5476,13.0244,9.798
TCGA-86-8279-01,LUAD,primary_tumor,10.5391,10.3937,6.0867,13.589,14.4039,11.4126,11.8721,13.405,11.3295
TCGA-55-6970-01,LUAD,primary_tumor,7.6634,10.1406,7.0625,11.9137,11.7718,8.2896,12.0923,12.0184,11.8329
TCGA-38-4626-11,LUAD,normal,7.6638,8.7263,2.5219,12.1999,12.5956,9.8302,11.5284,13.3557,10.9811
TCGA-49-4488-01,LUAD,primary_tumor,9.6742,10.2165,5.539,14.9461,14.2491,11.2666,12.562,13.4226,10.7249
TCGA-38-4627-11,LUAD,normal,5.1046,7.587,1.3876,11.6129,11.1843,8.6831,11.3007,10.9812,10.1514
TCGA-97-7552-01,LUAD,primary_tumor,8.2816,10.0522,5.0683,12.8728,12.5684,8.0979,11.1759,13.402,13.0873
TCGA-95-7947-01,LUAD,primary_tumor,10.608,10.7144,5.9064,13.6667,14.0832,12.1256,11.6635,13.5272,12.1547
TCGA-05-4425-01,LUAD,primary_tumor,8.6478,10.2708,4.741,12.7918,12.2492,9.7359,10.1875,11.8734,10.5022
TCGA-78-7633-01,LUAD,primary_tumor,10.5161,10.1309,1.8445,12.0656,12.593,9.9143,12.5897,11.9103,12.7717
TCGA-64-1678-01,LUAD,primary_tumor,6.5063,10.4103,3.0862,11.4207,12.9673,10.9416,13.5441,12.7543,10.2509
TCGA-50-6595-11,LUAD,normal,7.3348,9.431,2.1714,12.1031,11.4033,7.6353,10.3551,11.1147,11.1796
TCGA-80-5608-01,LUAD,primary_tumor,8.4005,10.9758,3.5842,12.804,13.6778,12.2448,12.0854,13.7334,11.8881
TCGA-64-5775-01,LUAD,primary_tumor,3.2256,0.9473,1.7314,9.3315,10.5857,1.9202,7.9563,1.2584,11.519
TCGA-55-8508-01,LUAD,primary_tumor,9.1409,10.1702,5.7082,12.781,13.7315,12.7735,12.715,13.4694,11.1382
TCGA-44-2656-01,LUAD,primary_tumor,10.4424,10.415,4.1756,13.4953,13.5818,10.22,12.1117,13.0057,10.1311
TCGA-55-7281-01,LUAD,primary_tumor,9.7817,9.2312,5.6107,14.8254,14.6259,12.6507,11.2073,13.6722,12.033
TCGA-50-5930-11,LUAD,normal,7.2632,9.0149,0.0,11.5094,11.6693,8.0959,11.3321,11.4195,11.3486
TCGA-J2-8194-01,LUAD,primary_tumor,6.8431,10.574,5.8933,11.8649,12.2557,10.7229,12.0256,11.6377,11.3755
TCGA-78-7150-01,LUAD,primary_tumor,8.2475,10.3416,5.0748,12.5137,12.0061,9.706,11.656,12.7447,12.7223
TCGA-44-A47G-01,LUAD,primary_tumor,8.5528,9.4478,5.6075,13.1484,12.7558,10.8522,11.7842,12.3278,11.188
TCGA-99-8025-01,LUAD,primary_tumor,9.2347,10.684,5.156,12.6583,14.0076,12.1166,11.4488,13.2385,11.3773
TCGA-50-6592-01,LUAD,primary_tumor,8.7595,10.2856,7.6841,13.2669,13.6928,11.0188,11.9037,12.8445,12.446
TCGA-05-4249-01,LUAD,primary_tumor,8.0071,10.4884,6.0936,12.3143,13.9391,10.9424,11.2827,13.8913,11.6985
TCGA-97-7553-01,LUAD,primary_tumor,9.2652,9.8975,6.8986,12.6811,13.1758,10.5651,11.329,12.9137,11.0151
TCGA-75-5125-01,LUAD,primary_tumor,8.9017,10.205,6.6434,11.9758,13.3007,10.6977,10.75,11.461,10.2859
TCGA-67-3772-01,LUAD,primary_tumor,7.2979,10.0745,5.415,14.1049,13.9398,10.984,11.4343,13.7653,11.6537
TCGA-78-7147-01,LUAD,primary_tumor,9.1974,10.1656,6.8632,14.1194,13.6936,12.1932,11.0799,12.7914,10.9789
TCGA-38-4628-01,LUAD,primary_tumor,8.6938,10.0257,7.8932,13.3303,14.2623,11.9768,13.1941,12.6485,10.3457
TCGA-99-8032-01,LUAD,primary_tumor,7.0658,9.9424,3.9515,11.0996,12.4488,11.1369,12.746,13.098,10.2952
TCGA-78-8648-01,LUAD,primary_tumor,7.7527,8.5313,4.215,10.7487,11.7257,9.6672,9.8395,10.9976,9.487
TCGA-62-A46S-01,LUAD,primary_tumor,8.9214,9.8541,3.0884,11.7863,12.7215,11.5384,12.4461,13.8638,11.5322
TCGA-NJ-A55O-01,LUAD,primary_tumor,7.8289,9.5192,5.3252,12.3804,12.9395,9.1779,12.4568,13.368,11.3777
TCGA-44-6779-01,LUAD,primary_tumor,9.1468,10.3558,0.8456,13.8397,12.3705,4.7281,10.9879,12.127,11.2652
TCGA-97-7938-01,LUAD,primary_tumor,10.0335,10.497,4.7859,13.0081,13.319,10.3977,11.0527,14.1804,12.125
TCGA-MP-A4SW-01,LUAD,primary_tumor,9.3731,10.4637,5.9652,13.1321,13.5644,11.103,11.9536,13.279,11.479
TCGA-49-AARN-01,LUAD,primary_tumor,9.2648,9.9412,6.1975,12.8839,13.4552,10.3195,11.4316,13.5508,11.4647
TCGA-55-8097-01,LUAD,primary_tumor,9.2532,10.4526,4.0542,12.7093,13.5792,11.1246,11.2993,12.7533,11.5195
TCGA-93-A4JQ-01,LUAD,primary_tumor,8.8644,10.1828,5.5066,13.455,13.6969,11.6776,10.0883,11.9076,10.6481
TCGA-55-8299-01,LUAD,primary_tumor,8.4679,9.7284,3.0321,11.6779,11.3939,5.8373,11.1546,11.7584,10.7347
TCGA-4B-A93V-01,LUAD,primary_tumor,6.2213,9.6222,2.6535,10.5247,12.8136,12.1295,12.8504,14.6962,10.1582
TCGA-75-6207-01,LUAD,primary_tumor,10.0401,10.9387,7.327,13.5965,14.5601,11.8983,11.2159,13.4814,10.0329
TCGA-05-4417-01,LUAD,primary_tumor,6.3854,10.0071,1.8244,11.3582,12.169,10.143,11.4076,12.1447,9.7375
TCGA-78-7143-01,LUAD,primary_tumor,9.9734,10.9717,6.2901,13.7315,14.0954,11.7194,11.4123,13.9684,11.9988
TCGA-44-3396-01,LUAD,primary_tumor,9.342,9.8395,5.644,12.9135,14.0732,11.5017,10.8454,11.9343,10.3586
TCGA-53-7624-01,LUAD,primary_tumor,9.3998,11.0009,7.4359,12.8674,12.3371,8.9528,11.5321,11.787,12.7648
TCGA-75-5147-01,LUAD,primary_tumor,9.614,10.226,5.6425,12.9557,13.4697,11.1362,12.5615,12.8289,10.0831
TCGA-55-1596-01,LUAD,primary_tumor,8.3902,11.0679,4.1357,14.2265,13.5284,12.6913,12.0757,13.419,11.441
TCGA-44-5645-01,LUAD,primary_tumor,9.616,10.1582,4.4366,13.5647,12.9091,9.9447,10.5225,12.6351,10.9607
TCGA-05-4244-01,LUAD,primary_tumor,9.6069,9.8363,5.0494,12.9704,13.9765,10.3534,11.9703,13.6155,10.3407
TCGA-55-6971-01,LUAD,primary_tumor,7.8299,10.046,3.1284,11.0112,12.1784,8.6914,11.0206,11.7329,11.4699
TCGA-73-7498-01,LUAD,primary_tumor,10.2698,10.5217,4.5621,12.2025,13.2693,10.8892,12.5199,10.9507,11.3792
TCGA-49-AARO-01,LUAD,primary_tumor,9.08,10.0045,7.5172,14.1131,13.9747,10.5793,11.6633,13.2322,10.0625
TCGA-05-4396-01,LUAD,primary_tumor,9.081,11.0688,0.8141,12.5302,12.9442,10.2794,11.7193,14.3664,12.829
TCGA-69-8254-01,LUAD,primary_tumor,8.487,10.4741,6.3173,12.172,13.6928,9.9783,11.5517,14.6955,12.273
TCGA-J2-A4AG-01,LUAD,primary_tumor,7.6169,9.7742,4.4102,12.5697,14.3633,11.9304,11.7198,13.9745,10.8676
TCGA-55-6985-11,LUAD,normal,7.9968,9.5638,2.4148,12.3875,11.9058,8.9019,10.6959,12.8784,11.3049
TCGA-50-5066-02,LUAD,recurrent_tumor,10.9791,10.6765,6.6203,12.6245,13.4686,11.2561,11.5084,13.7475,12.0324
TCGA-55-6972-11,LUAD,normal,6.5037,9.3699,0.0,12.5521,11.406,8.5985,10.5227,11.4251,10.8526
TCGA-78-7146-01,LUAD,primary_tumor,8.8289,11.364,2.6943,12.2421,13.3372,9.4937,11.4352,12.2851,10.9139
TCGA-73-4677-01,LUAD,primary_tumor,9.5206,10.3145,3.3166,12.3872,12.4689,10.2777,12.5306,11.9067,13.5594
TCGA-97-7554-01,LUAD,primary_tumor,7.5591,9.8462,4.1706,11.5565,14.0828,11.1896,11.2108,12.5415,10.9403
TCGA-L9-A443-01,LUAD,primary_tumor,9.4294,10.0907,6.2312,11.6673,13.0695,10.5156,11.052,13.452,11.4002
TCGA-55-6987-01,LUAD,primary_tumor,8.5734,9.2251,2.5713,12.0301,12.335,9.3868,10.6975,12.5033,10.2799
TCGA-78-7220-01,LUAD,primary_tumor,8.5175,10.5059,4.3618,11.1167,12.2959,8.9502,12.7765,11.8047,12.9899
TCGA-73-4676-11,LUAD,normal,6.697,7.8998,3.0803,12.2059,12.215,8.4541,11.5375,12.9013,10.791
TCGA-64-1677-01,LUAD,primary_tumor,9.2639,10.1055,5.7997,11.7776,13.1946,11.5528,13.0135,12.6972,11.2132
TCGA-44-3398-11,LUAD,normal,7.8869,9.1931,3.8569,12.0491,11.3989,8.5582,10.5264,10.7693,10.8765
TCGA-73-4666-01,LUAD,primary_tumor,10.0975,10.3436,0.8111,12.3287,14.6697,8.4784,12.063,14.307,10.7038
TCGA-49-4486-01,LUAD,primary_tumor,10.8564,10.2879,4.4339,12.8275,13.6094,10.5368,13.0297,12.5753,13.3013
TCGA-MN-A4N5-01,LUAD,primary_tumor,11.2966,9.35,5.6724,14.4471,13.8016,10.7927,11.959,13.0853,10.3795
TCGA-78-7152-01,LUAD,primary_tumor,8.0782,10.6328,5.419,11.3077,13.2431,9.3152,12.3214,12.9501,12.7247
TCGA-83-5908-01,LUAD,primary_tumor,9.1649,9.7416,4.4113,12.2372,13.1045,7.1131,11.1028,13.2626,11.2994
TCGA-50-6593-01,LUAD,primary_tumor,9.475,9.6876,5.5797,13.0819,13.1307,11.3246,11.3479,12.401,10.709
TCGA-MP-A4TC-01,LUAD,primary_tumor,9.9506,9.3609,6.6399,13.6289,13.5378,11.7332,11.7367,12.7063,11.0885
TCGA-78-7542-01,LUAD,primary_tumor,9.3096,10.4728,5.3922,13.7613,12.8545,6.3941,11.0659,11.7449,11.4032
TCGA-55-8615-01,LUAD,primary_tumor,7.1296,10.4362,5.8094,11.5145,12.1794,11.1203,12.7937,12.4244,10.3501
TCGA-55-A493-01,LUAD,primary_tumor,8.8102,9.3953,5.6287,11.9355,14.1584,9.2897,10.1655,11.3848,9.4291
TCGA-71-6725-01,LUAD,primary_tumor,9.2184,10.6199,6.0959,13.325,14.4992,13.0978,12.3881,13.9793,10.9487
TCGA-91-6831-11,LUAD,normal,6.3383,8.5551,0.0,12.0531,11.9769,7.7644,10.8174,12.7893,11.5608
TCGA-73-4668-01,LUAD,primary_tumor,9.6324,9.1467,8.7408,13.6097,14.1461,12.0395,11.6752,13.1653,11.721
TCGA-78-7158-01,LUAD,primary_tumor,5.0422,11.1077,3.5593,12.2912,13.264,9.52,12.0378,12.2585,11.7821
TCGA-44-7659-01,LUAD,primary_tumor,9.514,10.0741,3.926,12.0081,13.439,10.1746,11.9651,13.8792,11.445
TCGA-05-5425-01,LUAD,primary_tumor,7.9845,9.6299,3.8654,11.8696,13.4637,11.6722,12.7451,13.0242,12.1211
TCGA-64-1679-01,LUAD,primary_tumor,9.8947,9.4955,6.4218,13.9183,13.4903,11.6072,10.9642,11.89,11.0778
TCGA-55-8506-01,LUAD,primary_tumor,5.296,10.0469,2.4606,7.32,13.2701,10.4699,11.717,13.4264,11.828
TCGA-78-7166-01,LUAD,primary_tumor,6.8075,10.4817,6.391,14.2586,12.6705,12.1123,12.3882,14.3225,12.1595
TCGA-55-6971-11,LUAD,normal,8.0237,9.8965,0.7354,12.45,11.9505,8.4973,11.048,11.2502,11.3054
TCGA-91-8496-01,LUAD,primary_tumor,8.3187,9.6498,4.8127,14.1392,13.2592,9.8699,12.3777,13.7941,11.1916
TCGA-55-7283-01,LUAD,primary_tumor,7.1328,10.2426,5.5885,12.4981,14.1729,11.4676,11.9356,13.2821,11.325
TCGA-55-A4DG-01,LUAD,primary_tumor,10.0448,10.7977,4.7746,12.7888,13.1414,10.2809,11.2101,12.8363,11.0356
TCGA-44-8119-01,LUAD,primary_tumor,8.3091,10.4768,1.6343,11.4041,12.0346,10.0293,11.1662,12.9223,10.5701
TCGA-44-2661-11,LUAD,normal,6.726,9.2864,2.7428,12.3547,11.9599,8.5557,10.8555,11.1111,10.499
TCGA-71-8520-01,LUAD,primary_tumor,5.7468,9.4558,3.8718,12.3248,13.7887,10.7374,10.7484,13.2201,11.2316
TCGA-44-A47B-01,LUAD,primary_tumor,8.8623,9.4697,1.4809,11.8509,12.1678,10.1225,11.381,12.739,12.0789
TCGA-73-4670-01,LUAD,primary_tumor,5.9203,10.552,2.6307,13.1045,13.3303,7.6477,12.2107,13.2618,11.2689
TCGA-MP-A4T7-01,LUAD,primary_tumor,7.4819,9.1902,7.2466,12.729,13.4278,10.3092,12.5377,13.6456,11.5788
TCGA-55-8203-01,LUAD,primary_tumor,8.7672,10.2367,5.4551,12.2377,13.3033,11.8389,12.3494,13.0704,10.9249
TCGA-64-5774-01,LUAD,primary_tumor,6.7817,10.6722,2.7258,10.7484,13.3238,12.2974,11.6726,12.8139,10.9929
TCGA-50-5933-01,LUAD,primary_tumor,8.8253,10.1148,5.0508,12.5679,12.5462,7.513,11.9175,11.2876,10.9972
TCGA-50-5946-01,LUAD,primary_tumor,11.8552,10.4793,6.9224,13.4889,13.5318,10.5485,12.2542,13.8845,11.8791
TCGA-55-6969-11,LUAD,normal,7.5633,9.3964,1.4302,12.3264,11.9973,9.4233,11.2824,12.3091,11.2192
TCGA-50-8460-01,LUAD,primary_tumor,6.782,9.5147,7.1524,13.0472,13.2652,9.4624,12.0209,11.3686,10.808
TCGA-05-4250-01,LUAD,primary_tumor,8.0728,9.9948,5.0801,12.5866,14.8158,10.6909,11.9778,13.385,10.7806
TCGA-L9-A50W-01,LUAD,primary_tumor,8.2393,10.9879,6.639,13.6248,13.5969,11.3378,10.7958,12.9879,11.1051
TCGA-44-7662-01,LUAD,primary_tumor,9.5485,9.7485,7.4043,13.1898,13.66,12.0256,11.7175,13.2657,10.5979
TCGA-97-A4M6-01,LUAD,primary_tumor,8.5462,9.9987,6.4933,12.7254,12.3803,10.1455,11.3396,13.5307,9.6596
TCGA-44-7669-01,LUAD,primary_tumor,8.1041,10.3301,1.3411,10.1087,11.8764,8.4948,10.8761,12.679,9.55
TCGA-78-8640-01,LUAD,primary_tumor,9.91,10.106,1.4597,15.2657,14.0946,12.699,10.5653,14.0921,11.5359
TCGA-50-5931-01,LUAD,primary_tumor,7.6744,11.0096,7.027,12.6065,13.0229,10.8875,10.577,13.0426,10.9555
TCGA-44-3918-01,LUAD,primary_tumor,10.2599,10.6498,2.6643,9.5339,13.4274,10.6823,11.7907,13.2007,10.359
TCGA-93-7347-01,LUAD,primary_tumor,8.5391,9.9588,5.4249,12.9182,13.2093,10.3118,10.7411,11.8403,11.3096
TCGA-38-7271-01,LUAD,primary_tumor,9.3598,9.3748,5.6756,12.7628,13.6993,10.8785,10.7559,13.8723,11.1685
TCGA-55-7724-01,LUAD,primary_tumor,10.2532,10.4112,8.6139,12.8846,10.7851,5.5264,9.8515,11.2455,12.8731
TCGA-73-A9RS-01,LUAD,primary_tumor,9.7381,9.7835,3.1574,12.5357,12.1329,9.5544,12.098,13.0539,10.6475
TCGA-49-4494-01,LUAD,primary_tumor,8.3201,9.5443,4.5504,12.6963,14.4296,11.1062,12.5124,12.9682,11.7044
TCGA-49-4512-01,LUAD,primary_tumor,8.8403,10.5484,6.4316,12.242,13.6541,12.2909,11.9073,13.274,9.8338
TCGA-62-8395-01,LUAD,primary_tumor,8.4768,10.4849,5.4874,11.7416,13.0498,9.5553,12.3608,12.9892,10.7345
TCGA-55-A57B-01,LUAD,primary_tumor,9.5362,10.5268,5.327,13.9708,14.5326,9.0254,11.3169,12.8175,11.3175
TCGA-55-6970-11,LUAD,normal,6.6922,9.0873,2.4642,11.8733,11.218,7.2225,10.365,11.5465,10.8618
TCGA-97-A4M5-01,LUAD,primary_tumor,8.035,10.2645,6.317,11.4288,12.0125,9.9618,11.8492,12.5957,12.3195
TCGA-67-3774-01,LUAD,primary_tumor,8.2283,9.6757,9.0213,12.2719,11.7095,8.9799,13.0918,13.1213,10.9713
TCGA-J2-8192-01,LUAD,primary_tumor,9.072,9.9128,5.9144,13.0322,13.3771,10.8353,10.5755,13.1492,11.1963
TCGA-78-7535-01,LUAD,primary_tumor,9.1035,10.1807,5.2598,13.6261,13.239,11.6506,12.0425,13.8454,12.3112
TCGA-95-A4VK-01,LUAD,primary_tumor,9.2389,10.0143,6.8357,13.3084,13.7725,12.3847,11.2677,12.9015,11.9129
TCGA-38-4629-01,LUAD,primary_tumor,6.5091,9.7545,4.818,13.5799,13.2428,9.4554,11.2755,12.6944,10.1333
TCGA-35-5375-01,LUAD,primary_tumor,7.9762,11.055,7.9953,13.8649,13.1634,10.8977,10.8774,13.3442,9.3301
TCGA-38-4625-01,LUAD,primary_tumor,7.4328,9.8168,6.3984,8.2507,12.4624,6.4318,12.3693,11.9345,9.3626
TCGA-91-6836-01,LUAD,primary_tumor,7.7943,10.244,6.4864,12.366,13.8929,10.5792,11.8725,12.9439,10.6007
TCGA-73-4675-01,LUAD,primary_tumor,8.4556,10.4557,5.2428,11.876,12.6741,10.5585,12.7998,11.405,11.6066
TCGA-50-5933-11,LUAD,normal,8.2145,9.3901,0.6492,13.3938,13.3214,9.437,11.5283,15.0779,11.9948
TCGA-62-8394-01,LUAD,primary_tumor,9.5075,9.7498,6.3518,12.469,14.3344,13.2226,11.6871,12.3095,10.9774
TCGA-86-7711-01,LUAD,primary_tumor,9.9928,9.3454,4.7175,12.7475,11.1622,7.5331,10.4132,11.4726,10.5046
TCGA-78-7160-01,LUAD,primary_tumor,8.3951,10.0067,5.7378,13.1854,13.0426,9.7955,12.2564,12.9506,11.6624
TCGA-55-6982-01,LUAD,primary_tumor,8.7837,9.938,5.2432,12.2599,14.8829,12.7697,10.1899,12.3867,10.6055
TCGA-55-6712-01,LUAD,primary_tumor,8.6721,10.4494,5.7755,14.1244,13.9914,11.1292,11.3091,12.9543,11.7557
TCGA-55-7995-01,LUAD,primary_tumor,9.8705,11.2531,5.7139,13.0846,13.7061,11.7336,11.5122,13.5468,10.8363
TCGA-69-A59K-01,LUAD,primary_tumor,10.3738,10.6483,2.838,13.8621,12.3452,8.613,11.1135,13.5989,9.545
TCGA-50-5936-01,LUAD,primary_tumor,7.9461,10.2207,3.6663,13.6587,14.0301,12.01,11.8314,13.1748,11.5519
TCGA-73-4676-01,LUAD,primary_tumor,9.9611,9.8979,7.2168,13.6673,13.5947,10.8999,12.1799,13.1521,10.8397
TCGA-86-6562-01,LUAD,primary_tumor,10.7841,9.6916,7.1923,12.9459,14.4829,11.4137,11.913,14.2233,12.201
TCGA-35-4122-01,LUAD,primary_tumor,8.2408,9.4429,7.3995,13.2624,13.5875,9.092,12.1571,11.3995,9.9246
TCGA-75-6205-01,LUAD,primary_tumor,8.0974,9.8946,4.0961,13.0741,12.0092,7.2221,9.9842,10.4356,9.4445
TCGA-80-5611-01,LUAD,primary_tumor,9.9189,10.0538,3.9535,13.1563,12.4841,11.6744,11.4425,13.258,11.2521
TCGA-93-A4JP-01,LUAD,primary_tumor,8.6382,10.4114,5.9774,13.0413,12.758,11.1666,11.4967,12.9615,10.9913
TCGA-50-5935-01,LUAD,primary_tumor,8.6073,10.2951,6.4939,11.9592,14.1507,12.0821,12.6993,13.6325,11.1545
TCGA-05-4389-01,LUAD,primary_tumor,7.9926,10.3521,4.4903,12.4865,13.0411,11.2081,12.0085,12.6476,10.3701
TCGA-44-A479-01,LUAD,primary_tumor,7.6371,9.8282,2.7389,9.3411,10.89,9.4233,10.326,11.5594,9.3499
TCGA-67-4679-01,LUAD,primary_tumor,9.6381,9.7635,4.8919,12.7764,13.4536,10.5811,12.4412,13.2712,11.9758
TCGA-44-8120-01,LUAD,primary_tumor,9.4514,10.5022,7.2356,12.487,13.6934,11.7126,12.0595,11.7236,10.6333
TCGA-55-8089-01,LUAD,primary_tumor,8.0341,9.698,3.1539,13.1224,11.6759,7.162,10.8163,11.4606,12.8132
TCGA-67-3773-01,LUAD,primary_tumor,8.1992,9.0646,4.1247,12.6291,13.3417,8.4906,10.9144,12.6923,11.5625
TCGA-MP-A4TA-01,LUAD,primary_tumor,7.8303,10.3972,3.3633,12.4964,13.3887,11.7097,12.5583,13.6394,12.2667
TCGA-50-5072-01,LUAD,primary_tumor,8.5898,10.683,5.1924,13.3817,13.0629,11.392,12.9139,13.0258,12.0474
TCGA-55-8091-01,LUAD,primary_tumor,8.2501,9.5018,7.2245,13.2772,13.004,8.558,10.0751,11.7577,10.4237
TCGA-97-A4LX-01,LUAD,primary_tumor,7.7761,9.7343,4.7287,12.8382,12.1535,10.2815,11.1577,11.6051,8.2588
TCGA-55-6968-01,LUAD,primary_tumor,8.4846,10.1672,4.2718,10.289,13.0584,11.0507,10.0737,12.6872,10.0806
TCGA-MP-A4TH-01,LUAD,primary_tumor,9.3674,10.6035,4.0198,11.2277,12.2356,9.2325,11.6394,13.357,10.6453
TCGA-NJ-A4YQ-01,LUAD,primary_tumor,9.719,10.258,1.8119,15.289,12.7894,9.7593,11.6336,12.8508,9.3178
TCGA-44-A4SU-01,LUAD,primary_tumor,10.2891,10.7248,6.9213,13.3357,13.7425,11.6304,11.6493,13.0774,10.4769
