cohort	family	predictor	endpoint	stratum	test	n_q4	n_q1	delta_q4_minus_q1	n	rho	p	ci_lo	ci_hi	n_partial	rho_partial	p_partial	ci_lo_partial	ci_hi_partial	q_family
LSCC	shared_complete	CLDN4_protein	MHC1_protein	cldn4_and_ifncore_and_hla	spearman				65	-0.35664335664335667	0.003544249080718573	-0.5563770450063009	-0.1281839390941587	64	-0.2854100076551115	0.02225110816484489	-0.522613728384587	-0.03278523079160268	0.028353992645748585
LSCC	shared_complete	CLDN4_protein	IFN_core_protein	cldn4_and_ifncore_and_hla	spearman				65	-0.1883741258741259	0.13290564768349628	-0.44120643196759557	0.07724807706755894	64	-0.13516689729647846	0.2869124388312565	-0.3913738830944315	0.12949203829736716	0.23627670699288228
LSCC	shared_complete	CLDN4_protein	IFN_signaling_protein	cldn4_and_ifncore_and_hla	spearman				65	-0.33002622377622376	0.007257275519352735	-0.5417855721884732	-0.06844429007767153	64	-0.26955201464849543	0.03124356330448437	-0.5040901957123478	-0.029029275622803878	0.033308201670151874
LSCC	shared_complete	CLDN4_protein	CD8A_protein	cldn4_and_ifncore_and_hla	spearman				65	-0.36905594405594405	0.0024841547993068916	-0.5845703690193382	-0.12081397200866528	64	-0.3145121911737234	0.011370733076807896	-0.5407160859581699	-0.063737897703585	0.028353992645748585
LSCC	shared_complete	TACSTD2_protein	MHC1_protein	cldn4_and_ifncore_and_hla	spearman				65	0.1265297202797203	0.3152024721087408	-0.1489358154930718	0.3721854282995751	64	0.18327693795918693	0.14716215032217578	-0.05994761000579597	0.41148469194076776	0.4202699628116544
LSCC	shared_complete	TACSTD2_protein	IFN_core_protein	cldn4_and_ifncore_and_hla	spearman				65	0.32465034965034967	0.008327050417537969	0.05425584255695437	0.5715131563251115	64	0.3520922689264185	0.004328126070596137	0.08769499847708705	0.5979641211230488	0.033308201670151874
LSCC	shared_complete	TACSTD2_protein	IFN_signaling_protein	cldn4_and_ifncore_and_hla	spearman				65	0.24375	0.05038665341160919	-0.02073559008664248	0.5014970215189269	64	0.2858613756606004	0.022031298580881698	0.03821431404194089	0.5214173771513346	0.1343644090976245
LSCC	shared_complete	TACSTD2_protein	CD8A_protein	cldn4_and_ifncore_and_hla	spearman				65	-0.03304195804195804	0.7938648449333015	-0.27360100271614574	0.21914800128617415	64	-0.014371294950844299	0.9102603406821165	-0.277396853660494	0.21850536997567868	0.8467891679288548
LSCC	rank_floor	CLDN4_protein	MHC1_protein	missing_tied_at_floor	spearman				108	-0.3680762891319225	8.885634541271479e-05	-0.5302077468426106	-0.18831365815553608	107	-0.3457090248769575	0.0002651508065358878	-0.496222615888659	-0.1774447474887879	0.0005331380724762887
LSCC	rank_floor	CLDN4_protein	IFN_core_protein	missing_tied_at_floor	spearman				108	-0.20142112996321718	0.03658660874537955	-0.3760000496613328	-0.0004097582484800884	107	-0.17229471308299543	0.07596506230141067	-0.3522458223091582	0.00827061182950366	0.08780786098891091
LSCC	rank_floor	CLDN4_protein	IFN_signaling_protein	missing_tied_at_floor	spearman				108	-0.32224973178408756	0.0006710242747400602	-0.47943485156362853	-0.1382691586976269	107	-0.28900157942767984	0.0025357595661292393	-0.4462063363533039	-0.12396034755909469	0.0020130728242201807
LSCC	rank_floor	CLDN4_protein	IFN_isg_protein	missing_tied_at_floor	spearman				108	-0.04638030896021295	0.6336139842903137	-0.2431152739605821	0.15310855120497388	107	-0.030986895527449005	0.7513633115193786	-0.22695857921687965	0.1516817598481519	0.6912152555894331
LSCC	rank_floor	CLDN4_protein	CD8A_protein	missing_tied_at_floor	spearman				108	-0.3983978013331747	1.9523778312774428e-05	-0.5588602916047258	-0.22012556064120858	107	-0.3772088924887859	6.200621249720221e-05	-0.5439097772594925	-0.20356737851647672	0.00023428533975329314
LSCC	rank_floor	CLDN4_protein	APM_protein	missing_tied_at_floor	spearman				108	-0.3366520889373264	0.0003674020567030745	-0.5003441670221715	-0.16042890593826759	107	-0.30350970483623047	0.0014831026142524619	-0.46380401257121234	-0.12182927583788886	0.001469608226812298
LSCC	quartile	CLDN4_protein	MHC1_protein	quantified_predictor	mannwhitney_q4_q1	20.0	19.0	-0.6616513458884428	78		0.0011733937730744517			0					0.01408072527689342
LSCC	quartile	CLDN4_protein	IFN_core_protein	quantified_predictor	mannwhitney_q4_q1	20.0	19.0	-0.7148360767389176	78		0.08398807694016662			0					0.25196423082049985
LSCC	quartile	CLDN4_protein	IFN_signaling_protein	quantified_predictor	mannwhitney_q4_q1	20.0	19.0	-0.8377579375614779	78		0.0022992046818875395			0					0.01820269177552591
LSCC	quartile	CLDN4_protein	IFN_isg_protein	quantified_predictor	mannwhitney_q4_q1	20.0	19.0	-0.40505034317867905	78		0.5646149963078395			0					0.7528199950771194
LSCC	quartile	CLDN4_protein	CD8A_protein	quantified_predictor	mannwhitney_q4_q1	20.0	19.0	-0.8061662561248966	78		0.0003403988655712823			0					0.008169572773710776
LSCC	quartile	CLDN4_protein	APM_protein	quantified_predictor	mannwhitney_q4_q1	20.0	19.0	-0.9841577147960148	78		0.0030337819625876517			0					0.01820269177552591
LSCC	quartile	TACSTD2_protein	MHC1_protein	quantified_predictor	mannwhitney_q4_q1	28.0	27.0	0.11544512848528407	108		0.4953319276564372			0					0.7429978914846558
LSCC	quartile	TACSTD2_protein	IFN_core_protein	quantified_predictor	mannwhitney_q4_q1	28.0	27.0	0.7084832282072626	108		0.06525190001314612			0					0.22372080004507242
LSCC	quartile	TACSTD2_protein	IFN_signaling_protein	quantified_predictor	mannwhitney_q4_q1	28.0	27.0	0.4208371541461105	108		0.20974288764497218			0					0.5033829303479332
LSCC	quartile	TACSTD2_protein	IFN_isg_protein	quantified_predictor	mannwhitney_q4_q1	28.0	27.0	0.5548868881873885	108		0.026834443651899055			0					0.12880532952911547
LSCC	quartile	TACSTD2_protein	CD8A_protein	quantified_predictor	mannwhitney_q4_q1	28.0	27.0	-0.2652763047045994	108		0.2926884271469965			0					0.5403478655021474
LSCC	quartile	TACSTD2_protein	APM_protein	quantified_predictor	mannwhitney_q4_q1	28.0	27.0	0.16526224248306481	108		0.28503447454845077			0					0.5403478655021474
LSCC	stratum	CLDN4_protein	MHC1_protein	grade_G2	spearman				46	-0.3364168979340117	0.02225558840881257	-0.5788641691047298	-0.05350133204056946	46	-0.3002107004803516	0.04265045378345095	-0.5728416487760299	0.019781504866597938	0.17098153879996034
LSCC	stratum	CLDN4_protein	IFN_core_protein	grade_G2	spearman				46	-0.10884983040394695	0.4714744524037531	-0.4097193353642947	0.19804987722172382	46	-0.08055658286983822	0.5945934458920021	-0.38560992913627434	0.23923406330882743	0.7803715074269016
LSCC	stratum	CLDN4_protein	IFN_signaling_protein	grade_G2	spearman				46	-0.2693185322232501	0.07030463415489505	-0.5494422949780494	0.05163464017614524	46	-0.23066311718480662	0.12301049578982243	-0.5191237205954132	0.10435855639423246	0.26996979515479697
LSCC	stratum	CLDN4_protein	IFN_isg_protein	grade_G2	spearman				46	0.12907801418439716	0.3925835530667247	-0.1757238393011769	0.41063830152735803	46	0.12673088552264825	0.40131926880820074	-0.17843335962341889	0.39342104644606096	0.7537604218881114
LSCC	stratum	CLDN4_protein	CD8A_protein	grade_G2	spearman				46	-0.2574776441566451	0.08407813496016985	-0.5391243140934492	0.05151531260648391	46	-0.21192171466150478	0.15739585403262193	-0.5103531220516109	0.12198950492669348	0.31021010785407416
LSCC	stratum	CLDN4_protein	APM_protein	grade_G2	spearman				46	-0.27178538390379275	0.06767390893194442	-0.5512777551685253	0.038913666358361916	46	-0.2295627444020586	0.12485785888652952	-0.5192836841879886	0.1064007735388668	0.26996979515479697
LSCC	stratum	TACSTD2_protein	MHC1_protein	grade_G2	spearman				58	-0.004890953274477837	0.9709333230363363	-0.2751334971314244	0.25741088880578006	58	0.07496911116706512	0.5759522318929152	-0.19055875642439152	0.3327213878645543	0.99159147884562
LSCC	stratum	TACSTD2_protein	IFN_core_protein	grade_G2	spearman				58	0.0785936202282445	0.55758675829389	-0.19931837897535612	0.32307441233547507	58	0.11185903508484028	0.40316811140873615	-0.15959913790424263	0.3572376356210397	0.7854789291082345
LSCC	stratum	TACSTD2_protein	IFN_signaling_protein	grade_G2	spearman				58	-0.01633393829401089	0.9031400203379696	-0.28308478367517714	0.2684893577288037	58	0.036322121161063876	0.7866305102418605	-0.21881843081852884	0.286618397055551	0.9750519643945892
LSCC	stratum	TACSTD2_protein	IFN_isg_protein	grade_G2	spearman				58	0.1646620935740872	0.21676267959341197	-0.10808020056505639	0.41089817972830156	58	0.17275172440846262	0.1947094280484957	-0.09324486284056593	0.41491916603653656	0.5667368920198044
LSCC	stratum	TACSTD2_protein	CD8A_protein	grade_G2	spearman				58	-0.15949429388784644	0.23173401815593084	-0.4170033255327012	0.11208041148435194	58	-0.10621568780423171	0.4274550869127657	-0.3533991799151979	0.13691225037321136	0.5854333090255095
LSCC	stratum	TACSTD2_protein	APM_protein	grade_G2	spearman				58	0.05718416438524717	0.6698379010857554	-0.215779627522663	0.3288051551148403	58	0.13347747872318816	0.31785082292677264	-0.13592522708137125	0.38538836815160665	0.8351225779770456
LSCC	stratum	CLDN4_protein	MHC1_protein	grade_G3	spearman				28	-0.42309797482211275	0.02487776625952039	-0.7220371312715134	-0.05615706370302981	27	-0.18734289392668513	0.3494170539933429	-0.5943154328034912	0.27296466339205494	0.17098153879996034
LSCC	stratum	CLDN4_protein	IFN_core_protein	grade_G3	spearman				28	-0.174055829228243	0.37571742622873694	-0.5670474485580518	0.25372560090191243	27	-0.0827925802247657	0.6814008148476787	-0.47574219305891274	0.25380978043194047	0.7537604218881114
LSCC	stratum	CLDN4_protein	IFN_signaling_protein	grade_G3	spearman				28	-0.43568691844553914	0.020477851437394726	-0.7009425311938853	-0.08529915419423949	27	-0.3045792786769897	0.12241449802685372	-0.6023411173644441	-0.0009693272719141134	0.17098153879996034
LSCC	stratum	CLDN4_protein	IFN_isg_protein	grade_G3	spearman				28	-0.06130268199233716	0.7566480243473327	-0.4939135124408682	0.37331628542164536	27	-0.008710041276732867	0.9656076222329016	-0.45758186695464287	0.36729661788237333	0.896768028856098
LSCC	stratum	CLDN4_protein	CD8A_protein	grade_G3	spearman				28	-0.6360153256704981	0.0002751545580083082	-0.8380164607549009	-0.2801232816461374	27	-0.5750101434946693	0.0017041133749706083	-0.8143858677304183	-0.24833220411720078	0.01353662952768492
LSCC	stratum	CLDN4_protein	APM_protein	grade_G3	spearman				28	-0.3229337712096333	0.09370930341425156	-0.6551202515798582	0.09233948746211064	27	-0.15535968597056599	0.4390552020426612	-0.5164045825113833	0.2281597705192141	0.31021010785407416
LSCC	stratum	TACSTD2_protein	MHC1_protein	grade_G3	spearman				46	-0.01325932778291705	0.930307459033637	-0.3142431079876636	0.313557978656022	45	0.00760262367288007	0.9604686600835143	-0.3028837282600552	0.31313930935537976	0.9750519643945892
LSCC	stratum	TACSTD2_protein	IFN_core_protein	grade_G3	spearman				46	0.3656490903484428	0.01245776302162638	0.0734997551343476	0.6147202388334722	45	0.38564546696225405	0.008890080877338823	0.08476021748306398	0.6356393381790382	0.11959452500761325
LSCC	stratum	TACSTD2_protein	IFN_signaling_protein	grade_G3	spearman				46	0.2742522355843355	0.06512196538336579	-0.03482116038650413	0.5367495793125849	45	0.314623719969599	0.035295487390337006	0.026767168727820704	0.5701974732863978	0.26996979515479697
LSCC	stratum	TACSTD2_protein	IFN_isg_protein	grade_G3	spearman				46	0.33037311131668207	0.024934807741660882	0.03091001831801868	0.5819945105390827	45	0.33669781318957187	0.023724560738042525	0.043423956774406566	0.5766851291489159	0.17098153879996034
LSCC	stratum	TACSTD2_protein	CD8A_protein	grade_G3	spearman				46	-0.10255935861856304	0.4976194117110081	-0.4041186528374662	0.22343962654518532	45	-0.09803235695065285	0.5217426399817177	-0.3885335725734233	0.22432093019634897	0.7854789291082345
LSCC	stratum	TACSTD2_protein	APM_protein	grade_G3	spearman				46	0.0790009250693802	0.6017528922023548	-0.23515991117081433	0.35873807151619247	45	0.09483343172498894	0.5354820911052296	-0.19581430774839936	0.39035959805497894	0.7854789291082345
LSCC	stratum	CLDN4_protein	MHC1_protein	basaloid	spearman				27	-0.25702075702075705	0.1955982131138337	-0.636657475490196	0.1443458232191207	27	-0.16014825115243542	0.4249003761212302	-0.5499353234754824	0.22098301319981967	0.5522773076155305
LSCC	stratum	CLDN4_protein	IFN_core_protein	basaloid	spearman				27	0.21428571428571427	0.2831351274050562	-0.19905708297745045	0.5623847572218807	27	0.2744925834254047	0.16586952896626878	-0.09541694171100192	0.5995317596763204	0.6795243057721349
LSCC	stratum	CLDN4_protein	IFN_signaling_protein	basaloid	spearman				27	-0.014041514041514042	0.9445815905072582	-0.41856623586048414	0.40817127486996396	27	0.06266015280707167	0.7561880963480672	-0.35612814736706133	0.42521666122445656	0.9750519643945892
LSCC	stratum	CLDN4_protein	IFN_isg_protein	basaloid	spearman				27	0.2448107448107448	0.21842984379929958	-0.21771285898876852	0.5929075836659502	27	0.3085341686550944	0.11739324539466277	-0.0960417537030318	0.62941372714999	0.5667368920198044
LSCC	stratum	CLDN4_protein	CD8A_protein	basaloid	spearman				27	-0.37362637362637363	0.054891451551599885	-0.6882129010182729	0.07848549362256341	27	-0.3174151284460023	0.10667288318508998	-0.6722458250530082	0.11185501682486912	0.26996979515479697
LSCC	stratum	CLDN4_protein	APM_protein	basaloid	spearman				27	-0.10134310134310134	0.6149820818378643	-0.49449929483437066	0.3137296289860402	27	0.013313469407866242	0.9474509942207894	-0.35974315555699793	0.39120359719632186	0.7871770647524663
LSCC	stratum	TACSTD2_protein	MHC1_protein	basaloid	spearman				33	-0.042446524064171126	0.8145655365132909	-0.4071756350910486	0.36194364811445956	33	-0.11891511609193063	0.5098184045294258	-0.48140558048305954	0.2825891592359338	0.9421480904250112
LSCC	stratum	TACSTD2_protein	IFN_core_protein	basaloid	spearman				33	0.45889037433155083	0.007228709734172669	0.09023797337496216	0.7228068333653604	33	0.44470248830275305	0.009514900506234061	0.1106399560641603	0.7280633352783794	0.09913659064008232
LSCC	stratum	TACSTD2_protein	IFN_signaling_protein	basaloid	spearman				33	0.3723262032085562	0.03286161012130782	0.01573825503355705	0.6550734788512919	33	0.35279736585041366	0.044030840624157956	-0.01421778330249776	0.6477007278156935	0.21031430477637006
LSCC	stratum	TACSTD2_protein	IFN_isg_protein	basaloid	spearman				33	0.46557486631016043	0.006325611828549022	0.13651733067818783	0.7271230143097414	33	0.45167700104908504	0.00832437490241836	0.08612898489648312	0.7249188495169634	0.09913659064008232
LSCC	stratum	TACSTD2_protein	CD8A_protein	basaloid	spearman				33	-0.1233288770053476	0.4941200896635177	-0.4598869288043604	0.2438890590672685	33	-0.17375654346888625	0.3335186072292129	-0.49509801062285824	0.2094902408736635	0.7854789291082345
LSCC	stratum	TACSTD2_protein	APM_protein	basaloid	spearman				33	0.1574197860962567	0.38162154200829745	-0.23917547434171474	0.5611148365465214	33	0.11915903675628163	0.5089444310260488	-0.26713226580372823	0.509843480436602	0.7537604218881114
LSCC	stratum	CLDN4_protein	MHC1_protein	not_basaloid	spearman				51	-0.4662443438914027	0.000564026230320205	-0.6637135421781116	-0.22466246931938347	50	-0.38707327298723954	0.005487211472791921	-0.6206624743890669	-0.08716549417000133	0.01353662952768492
LSCC	stratum	CLDN4_protein	IFN_core_protein	not_basaloid	spearman				51	-0.3521266968325792	0.011274240328040358	-0.5916536725195396	-0.07563488855153734	50	-0.28884920124594066	0.041910988624207626	-0.5667007231976378	0.007715691030198158	0.11959452500761325
LSCC	stratum	CLDN4_protein	IFN_signaling_protein	not_basaloid	spearman				51	-0.4718552036199095	0.00047316561530072536	-0.6845037374747495	-0.21673939841445788	50	-0.393993382752563	0.004640454936020136	-0.6312837121309308	-0.12592870604576992	0.01353662952768492
LSCC	stratum	CLDN4_protein	IFN_isg_protein	not_basaloid	spearman				51	-0.12796380090497736	0.3708535205179891	-0.4120399631390998	0.1731878290370075	50	-0.12208157941082934	0.3983460867784651	-0.41473736316458626	0.163421436194021	0.7537604218881114
LSCC	stratum	CLDN4_protein	CD8A_protein	not_basaloid	spearman				51	-0.4677828054298642	0.0005376647104945734	-0.6733434739676274	-0.20360121647569976	50	-0.40386230307456006	0.003631483599435593	-0.6200299742342473	-0.10462931622014647	0.01353662952768492
LSCC	stratum	CLDN4_protein	APM_protein	not_basaloid	spearman				51	-0.4301357466063348	0.0016306880243818927	-0.6633767028127658	-0.14587457454590863	50	-0.34520344347957965	0.014080181442059584	-0.6081851433829717	-0.018010101804911555	0.031309210068132344
LSCC	stratum	TACSTD2_protein	MHC1_protein	not_basaloid	spearman				75	0.02256045519203414	0.8476465515947268	-0.2239023154536352	0.25877460934869567	74	0.08441845779413791	0.4745412257172245	-0.18997144232582586	0.30279453859909966	0.9687389161082591
LSCC	stratum	TACSTD2_protein	IFN_core_protein	not_basaloid	spearman				75	0.07541963015647224	0.5201593914343091	-0.1614019404235444	0.3145441131726529	74	0.10401658816320312	0.37780562212046437	-0.13178397493052083	0.3320912307113716	0.7854789291082345
LSCC	stratum	TACSTD2_protein	IFN_signaling_protein	not_basaloid	spearman				75	0.09066856330014225	0.43915567272355194	-0.15560568588003099	0.33485422037154117	74	0.13290615301239445	0.25895941510249965	-0.1130880637505996	0.36169826538428823	0.7803715074269016
LSCC	stratum	TACSTD2_protein	IFN_isg_protein	not_basaloid	spearman				75	0.06315789473684211	0.5903599036308609	-0.17693439714186052	0.2907758944087906	74	0.07185800990096923	0.542915892628443	-0.15836218617159598	0.2904548036071029	0.7854789291082345
LSCC	stratum	TACSTD2_protein	CD8A_protein	not_basaloid	spearman				75	0.011095305832147935	0.9247301255429222	-0.24872788422775488	0.2651425533696937	74	0.048142822764596735	0.6837686177371222	-0.18958135204010712	0.2868077697323583	0.9750519643945892
LSCC	stratum	TACSTD2_protein	APM_protein	not_basaloid	spearman				75	0.06176386913229018	0.5986034948115936	-0.18201658211180505	0.3100238956943753	74	0.11004850440429251	0.3506159174673657	-0.12931252546448208	0.34981155988621465	0.7854789291082345
LSCC	loo	CLDN4_protein	IFN_core_without_STAT1	all	spearman				78	-0.15436462271905307	0.17720712797732033	-0.3856154317876832	0.0892901323609646	0					
LSCC	loo	CLDN4_protein	IFN_core_without_STAT2	all	spearman				78	-0.1843852350181464	0.10608479973387207	-0.406721614118085	0.050435165092337725	0					
LSCC	loo	CLDN4_protein	IFN_core_without_IRF1	all	spearman				78	-0.1617243515977693	0.15719122054822912	-0.37992499538037233	0.07994841976334663	0					
LSCC	loo	CLDN4_protein	IFN_core_without_IRF9	all	spearman				78	-0.15423816689639475	0.17756658422152577	-0.373391967240621	0.06715668881293665	0					
LSCC	loo	CLDN4_protein	IFN_core_without_JAK1	all	spearman				78	-0.129933357781459	0.2568669212206836	-0.36523598621673237	0.10547323156959594	0					
LSCC	loo	CLDN4_protein	IFN_core_without_JAK2	all	spearman				78	-0.13018626942677575	0.2559342090373035	-0.3702042421070757	0.10165904745212165	0					
LSCC	loo	CLDN4_protein	IFN_core_without_ISG15	all	spearman				78	-0.20439054616269806	0.07265606574761616	-0.42134521173574213	0.0322067115875487	0					
LSCC	loo	CLDN4_protein	IFN_core_without_MX1	all	spearman				78	-0.20724844775477685	0.06866170888267446	-0.424142717020851	0.023219588337283825	0					
LSCC	loo	CLDN4_protein	IFN_core_without_OAS1	all	spearman				78	-0.21250900997736438	0.06177269107108406	-0.422679153215865	0.012521908778455031	0					
LSCC	loo	CLDN4_protein	IFN_core_without_IFI35	all	spearman				78	-0.20927174091731052	0.06594226643872608	-0.43828306272149914	0.02038661278611322	0					
