gene	patient	cohort	quartile	tacstd2_published	log2_tmm_cpm
ERBB2	NS_16	GSE131907	Q1	3.918084256	5.084884173
ERBB2	P1016	GSE205335	Q1	5.931553687	1.920844699
ERBB2	P1025	GSE205335	Q1	5.194059377	4.686058736
ERBB2	P1027	GSE205335	Q4	9.910986996	6.41976872
ERBB2	P1030	GSE205335	Q4	9.884019071	6.241937425
ERBB2	P1037	GSE205335	Q1	8.122009045	3.400774947
ERBB2	P1056	GSE205335	Q4	10.57352107	6.266379294
ERBB2	P1063	GSE205335	Q1	7.211340713	3.620808788
ERBB2	P1089	GSE205335	Q4	10.52702642	4.966875588
ERBB2	P1090	GSE205335	Q4	10.16882909	4.956063397
ERBB2	P1115	GSE205335	Q1	3.372326812	2.248962396
ERBB2	P1119	GSE205335	Q1	7.974355364	4.80760054
ERBB2	TD3	GSE189357	Q1	8.359015002	5.618362839
ERBB2	TD6	GSE189357	Q4	9.841796273	5.678012007
ERBB2	TD7	GSE189357	Q1	8.334090037	4.76651966
ERBB2	TD8	GSE189357	Q1	8.044177107	4.942093696
ERBB2	TD9	GSE189357	Q4	9.761939943	5.36199722
F11R	LX653	GSE123902	Q4	9.475294191	5.953087522
F11R	LX666	GSE123902	Q1	3.354142834	5.314792942
F11R	LX676	GSE123902	Q4	9.381532945	6.36820757
F11R	LX680	GSE123902	Q1	4.821694624	5.578545144
F11R	LX682	GSE123902	Q4	9.017035397	5.474773316
F11R	LX684	GSE123902	Q1	7.16017478	6.299727797
F11R	LX701	GSE123902	Q1	7.050510406	5.150062075
F11R	BRONCHO_11	GSE131907	Q1	7.468552184	7.385443888
F11R	BRONCHO_58	GSE131907	Q4	9.430223317	6.314979508
F11R	EBUS_06	GSE131907	Q4	9.593080712	6.614500635
F11R	EBUS_12	GSE131907	Q4	10.49190081	6.478412401
F11R	EBUS_13	GSE131907	Q1	0	4.184328114
F11R	EBUS_15	GSE131907	Q4	9.21259347	6.331660424
F11R	NS_02	GSE131907	Q1	1.431513864	5.440699791
F11R	NS_03	GSE131907	Q1	7.399143925	6.888684732
F11R	NS_04	GSE131907	Q1	7.341023159	7.166520457
F11R	NS_06	GSE131907	Q4	9.541441248	5.673092295
F11R	NS_16	GSE131907	Q1	3.918084256	6.311555134
F11R	P1016	GSE205335	Q1	5.931553687	6.518620783
F11R	P1025	GSE205335	Q1	5.194059377	5.610136728
F11R	P1027	GSE205335	Q4	9.910986996	7.037860419
F11R	P1030	GSE205335	Q4	9.884019071	7.001639798
F11R	P1037	GSE205335	Q1	8.122009045	6.331075327
F11R	P1056	GSE205335	Q4	10.57352107	6.772934495
F11R	P1063	GSE205335	Q1	7.211340713	5.416480994
F11R	P1089	GSE205335	Q4	10.52702642	7.967549887
F11R	P1090	GSE205335	Q4	10.16882909	8.039549642
F11R	P1115	GSE205335	Q1	3.372326812	6.321236003
F11R	P1119	GSE205335	Q1	7.974355364	7.40612957
F11R	TD3	GSE189357	Q1	8.359015002	6.4880928
F11R	TD6	GSE189357	Q4	9.841796273	6.296182675
F11R	TD7	GSE189357	Q1	8.334090037	5.567240131
F11R	TD8	GSE189357	Q1	8.044177107	6.194676568
F11R	TD9	GSE189357	Q4	9.761939943	5.885911882
GRHL2	LX653	GSE123902	Q4	9.475294191	4.106113327
GRHL2	LX666	GSE123902	Q1	3.354142834	0
GRHL2	LX676	GSE123902	Q4	9.381532945	3.500577499
GRHL2	LX680	GSE123902	Q1	4.821694624	3.055755356
GRHL2	LX682	GSE123902	Q4	9.017035397	1.956805745
GRHL2	LX684	GSE123902	Q1	7.16017478	3.40345784
GRHL2	LX701	GSE123902	Q1	7.050510406	3.801200734
GRHL2	BRONCHO_11	GSE131907	Q1	7.468552184	3.700660698
GRHL2	BRONCHO_58	GSE131907	Q4	9.430223317	3.403828221
GRHL2	EBUS_06	GSE131907	Q4	9.593080712	4.094055148
GRHL2	EBUS_12	GSE131907	Q4	10.49190081	2.346662531
GRHL2	EBUS_13	GSE131907	Q1	0	0
GRHL2	EBUS_15	GSE131907	Q4	9.21259347	3.282807422
GRHL2	NS_02	GSE131907	Q1	1.431513864	2.606889435
GRHL2	NS_03	GSE131907	Q1	7.399143925	2.864140869
GRHL2	NS_04	GSE131907	Q1	7.341023159	2.934581875
GRHL2	NS_06	GSE131907	Q4	9.541441248	3.443765962
GRHL2	NS_16	GSE131907	Q1	3.918084256	0
GRHL2	P1016	GSE205335	Q1	5.931553687	2.29499552
GRHL2	P1025	GSE205335	Q1	5.194059377	3.1830371
GRHL2	P1027	GSE205335	Q4	9.910986996	3.919396411
GRHL2	P1030	GSE205335	Q4	9.884019071	4.321517427
GRHL2	P1037	GSE205335	Q1	8.122009045	2.92407031
GRHL2	P1056	GSE205335	Q4	10.57352107	4.061182603
GRHL2	P1063	GSE205335	Q1	7.211340713	2.478862332
GRHL2	P1089	GSE205335	Q4	10.52702642	4.148134759
GRHL2	P1090	GSE205335	Q4	10.16882909	4.744117138
GRHL2	P1115	GSE205335	Q1	3.372326812	3.809917322
GRHL2	P1119	GSE205335	Q1	7.974355364	2.470331445
GRHL2	TD3	GSE189357	Q1	8.359015002	4.229060673
GRHL2	TD6	GSE189357	Q4	9.841796273	4.89114133
GRHL2	TD7	GSE189357	Q1	8.334090037	3.665855189
GRHL2	TD8	GSE189357	Q1	8.044177107	3.716360442
GRHL2	TD9	GSE189357	Q4	9.761939943	4.036312442
ICAM1	LX653	GSE123902	Q4	9.475294191	7.310957941
ICAM1	LX666	GSE123902	Q1	3.354142834	7.857039777
ICAM1	LX676	GSE123902	Q4	9.381532945	7.615508287
ICAM1	LX680	GSE123902	Q1	4.821694624	5.623836644
ICAM1	LX682	GSE123902	Q4	9.017035397	7.607742246
ICAM1	LX684	GSE123902	Q1	7.16017478	7.274875893
ICAM1	LX701	GSE123902	Q1	7.050510406	6.037866105
ICAM1	BRONCHO_11	GSE131907	Q1	7.468552184	6.235730199
ICAM1	BRONCHO_58	GSE131907	Q4	9.430223317	7.935912145
ICAM1	EBUS_06	GSE131907	Q4	9.593080712	6.768084995
ICAM1	EBUS_12	GSE131907	Q4	10.49190081	7.196551704
ICAM1	EBUS_13	GSE131907	Q1	0	1.666647453
ICAM1	EBUS_15	GSE131907	Q4	9.21259347	6.650683194
ICAM1	NS_02	GSE131907	Q1	1.431513864	5.10942728
ICAM1	NS_03	GSE131907	Q1	7.399143925	5.980528538
ICAM1	NS_04	GSE131907	Q1	7.341023159	6.990437566
ICAM1	NS_06	GSE131907	Q4	9.541441248	7.462635813
ICAM1	NS_16	GSE131907	Q1	3.918084256	5.437976943
ICAM1	P1016	GSE205335	Q1	5.931553687	1.474618614
ICAM1	P1025	GSE205335	Q1	5.194059377	2.0971443
ICAM1	P1027	GSE205335	Q4	9.910986996	8.530976684
ICAM1	P1030	GSE205335	Q4	9.884019071	7.805828812
ICAM1	P1037	GSE205335	Q1	8.122009045	3.328389067
ICAM1	P1056	GSE205335	Q4	10.57352107	3.980813817
ICAM1	P1063	GSE205335	Q1	7.211340713	5.32259341
ICAM1	P1089	GSE205335	Q4	10.52702642	7.20231504
ICAM1	P1090	GSE205335	Q4	10.16882909	5.367690317
ICAM1	P1115	GSE205335	Q1	3.372326812	2.747203547
ICAM1	P1119	GSE205335	Q1	7.974355364	4.599345557
ICAM1	TD3	GSE189357	Q1	8.359015002	7.225232226
ICAM1	TD6	GSE189357	Q4	9.841796273	7.487689976
ICAM1	TD7	GSE189357	Q1	8.334090037	7.752941725
ICAM1	TD8	GSE189357	Q1	8.044177107	7.918281032
ICAM1	TD9	GSE189357	Q4	9.761939943	8.508285112
ICAM4	LX653	GSE123902	Q4	9.475294191	5.690131812
ICAM4	LX666	GSE123902	Q1	3.354142834	3.816856265
ICAM4	LX676	GSE123902	Q4	9.381532945	4.000752391
ICAM4	LX680	GSE123902	Q1	4.821694624	1.047401365
ICAM4	LX682	GSE123902	Q4	9.017035397	2.856859464
ICAM4	LX684	GSE123902	Q1	7.16017478	3.744102038
ICAM4	LX701	GSE123902	Q1	7.050510406	5.939898018
ICAM4	BRONCHO_11	GSE131907	Q1	7.468552184	2.371448934
ICAM4	BRONCHO_58	GSE131907	Q4	9.430223317	3.421374965
ICAM4	EBUS_06	GSE131907	Q4	9.593080712	7.337362821
ICAM4	EBUS_12	GSE131907	Q4	10.49190081	3.114719561
ICAM4	EBUS_13	GSE131907	Q1	0	1.061693201
ICAM4	EBUS_15	GSE131907	Q4	9.21259347	2.898100262
ICAM4	NS_02	GSE131907	Q1	1.431513864	0.5102773688
ICAM4	NS_03	GSE131907	Q1	7.399143925	3.661441725
ICAM4	NS_04	GSE131907	Q1	7.341023159	2.793020441
ICAM4	NS_06	GSE131907	Q4	9.541441248	5.153165109
ICAM4	NS_16	GSE131907	Q1	3.918084256	1.745368971
ICAM4	P1016	GSE205335	Q1	5.931553687	0.2171997377
ICAM4	P1025	GSE205335	Q1	5.194059377	0.1060090691
ICAM4	P1027	GSE205335	Q4	9.910986996	3.881091079
ICAM4	P1030	GSE205335	Q4	9.884019071	2.563180871
ICAM4	P1037	GSE205335	Q1	8.122009045	1.301242218
ICAM4	P1056	GSE205335	Q4	10.57352107	1.601759338
ICAM4	P1063	GSE205335	Q1	7.211340713	1.883983452
ICAM4	P1089	GSE205335	Q4	10.52702642	5.355438142
ICAM4	P1090	GSE205335	Q4	10.16882909	1.796553859
ICAM4	P1115	GSE205335	Q1	3.372326812	0
ICAM4	P1119	GSE205335	Q1	7.974355364	1.101419333
ICAM4	TD3	GSE189357	Q1	8.359015002	5.328200823
ICAM4	TD6	GSE189357	Q4	9.841796273	5.729472689
ICAM4	TD7	GSE189357	Q1	8.334090037	5.383534392
ICAM4	TD8	GSE189357	Q1	8.044177107	5.762508698
ICAM4	TD9	GSE189357	Q4	9.761939943	6.006422136
JUP	LX653	GSE123902	Q4	9.475294191	5.918331702
JUP	LX666	GSE123902	Q1	3.354142834	4.990860284
JUP	LX676	GSE123902	Q4	9.381532945	5.433325859
JUP	LX680	GSE123902	Q1	4.821694624	6.414093097
JUP	LX682	GSE123902	Q4	9.017035397	6.343693634
JUP	LX684	GSE123902	Q1	7.16017478	6.289369091
JUP	LX701	GSE123902	Q1	7.050510406	6.336268638
JUP	BRONCHO_11	GSE131907	Q1	7.468552184	6.642210182
JUP	BRONCHO_58	GSE131907	Q4	9.430223317	5.989950815
JUP	EBUS_06	GSE131907	Q4	9.593080712	7.515128896
JUP	EBUS_12	GSE131907	Q4	10.49190081	6.889813569
JUP	EBUS_13	GSE131907	Q1	0	4.30033861
JUP	EBUS_15	GSE131907	Q4	9.21259347	7.348113297
JUP	NS_02	GSE131907	Q1	1.431513864	5.353551132
JUP	NS_03	GSE131907	Q1	7.399143925	7.516247172
JUP	NS_04	GSE131907	Q1	7.341023159	5.66586579
JUP	NS_06	GSE131907	Q4	9.541441248	5.757862211
JUP	NS_16	GSE131907	Q1	3.918084256	6.928102253
JUP	P1016	GSE205335	Q1	5.931553687	6.305637724
JUP	P1025	GSE205335	Q1	5.194059377	5.236985333
JUP	P1027	GSE205335	Q4	9.910986996	7.316084483
JUP	P1030	GSE205335	Q4	9.884019071	7.872574161
JUP	P1037	GSE205335	Q1	8.122009045	6.454532547
JUP	P1056	GSE205335	Q4	10.57352107	8.337019432
JUP	P1063	GSE205335	Q1	7.211340713	4.208753655
JUP	P1089	GSE205335	Q4	10.52702642	6.082390915
JUP	P1090	GSE205335	Q4	10.16882909	8.419527995
JUP	P1115	GSE205335	Q1	3.372326812	5.408833008
JUP	P1119	GSE205335	Q1	7.974355364	6.68426761
JUP	TD3	GSE189357	Q1	8.359015002	5.449415466
JUP	TD6	GSE189357	Q4	9.841796273	5.93735271
JUP	TD7	GSE189357	Q1	8.334090037	4.909437881
JUP	TD8	GSE189357	Q1	8.044177107	5.249914372
JUP	TD9	GSE189357	Q4	9.761939943	5.78688332
LAMC2	LX653	GSE123902	Q4	9.475294191	3.501130631
LAMC2	LX666	GSE123902	Q1	3.354142834	3.446808774
LAMC2	LX676	GSE123902	Q4	9.381532945	4.496622003
LAMC2	LX680	GSE123902	Q1	4.821694624	3.107692282
LAMC2	LX682	GSE123902	Q4	9.017035397	7.206942103
LAMC2	LX684	GSE123902	Q1	7.16017478	3.324491345
LAMC2	LX701	GSE123902	Q1	7.050510406	3.801200734
LAMC2	BRONCHO_11	GSE131907	Q1	7.468552184	5.059753027
LAMC2	BRONCHO_58	GSE131907	Q4	9.430223317	4.837272106
LAMC2	EBUS_06	GSE131907	Q4	9.593080712	4.757411763
LAMC2	EBUS_12	GSE131907	Q4	10.49190081	6.293489242
LAMC2	EBUS_13	GSE131907	Q1	0	0
LAMC2	EBUS_15	GSE131907	Q4	9.21259347	7.364825508
LAMC2	NS_02	GSE131907	Q1	1.431513864	4.297943848
LAMC2	NS_03	GSE131907	Q1	7.399143925	3.847055169
LAMC2	NS_04	GSE131907	Q1	7.341023159	4.854945016
LAMC2	NS_06	GSE131907	Q4	9.541441248	4.612815642
LAMC2	NS_16	GSE131907	Q1	3.918084256	5.69981427
LAMC2	P1016	GSE205335	Q1	5.931553687	1.788006201
LAMC2	P1025	GSE205335	Q1	5.194059377	1.766288588
LAMC2	P1027	GSE205335	Q4	9.910986996	6.072970295
LAMC2	P1030	GSE205335	Q4	9.884019071	5.139200935
LAMC2	P1037	GSE205335	Q1	8.122009045	1.422106092
LAMC2	P1056	GSE205335	Q4	10.57352107	3.781726361
LAMC2	P1063	GSE205335	Q1	7.211340713	3.381040603
LAMC2	P1089	GSE205335	Q4	10.52702642	3.287387226
LAMC2	P1090	GSE205335	Q4	10.16882909	5.111627296
LAMC2	P1115	GSE205335	Q1	3.372326812	0.3243435694
LAMC2	P1119	GSE205335	Q1	7.974355364	4.232553064
LAMC2	TD3	GSE189357	Q1	8.359015002	5.124839609
LAMC2	TD6	GSE189357	Q4	9.841796273	3.763966241
LAMC2	TD7	GSE189357	Q1	8.334090037	3.448972567
LAMC2	TD8	GSE189357	Q1	8.044177107	3.033408214
LAMC2	TD9	GSE189357	Q4	9.761939943	2.632026346
LSR	LX653	GSE123902	Q4	9.475294191	5.796031829
LSR	LX666	GSE123902	Q1	3.354142834	5.887622501
LSR	LX676	GSE123902	Q4	9.381532945	6.301144917
LSR	LX680	GSE123902	Q1	4.821694624	7.644109279
LSR	LX682	GSE123902	Q4	9.017035397	6.989685847
LSR	LX684	GSE123902	Q1	7.16017478	6.247174083
LSR	LX701	GSE123902	Q1	7.050510406	6.737145745
LSR	BRONCHO_11	GSE131907	Q1	7.468552184	7.403342652
LSR	BRONCHO_58	GSE131907	Q4	9.430223317	7.558709558
LSR	EBUS_06	GSE131907	Q4	9.593080712	8.465812666
LSR	EBUS_12	GSE131907	Q4	10.49190081	7.518522318
LSR	EBUS_13	GSE131907	Q1	0	5.338848346
LSR	EBUS_15	GSE131907	Q4	9.21259347	8.533764588
LSR	NS_02	GSE131907	Q1	1.431513864	4.998901892
LSR	NS_03	GSE131907	Q1	7.399143925	6.712743899
LSR	NS_04	GSE131907	Q1	7.341023159	7.189302259
LSR	NS_06	GSE131907	Q4	9.541441248	7.19111003
LSR	NS_16	GSE131907	Q1	3.918084256	7.077989976
LSR	P1016	GSE205335	Q1	5.931553687	7.701687977
LSR	P1025	GSE205335	Q1	5.194059377	7.466181135
LSR	P1027	GSE205335	Q4	9.910986996	8.217509205
LSR	P1030	GSE205335	Q4	9.884019071	7.403987784
LSR	P1037	GSE205335	Q1	8.122009045	6.423740021
LSR	P1056	GSE205335	Q4	10.57352107	6.456679769
LSR	P1063	GSE205335	Q1	7.211340713	4.909869975
LSR	P1089	GSE205335	Q4	10.52702642	7.619584415
LSR	P1090	GSE205335	Q4	10.16882909	8.874283185
LSR	P1115	GSE205335	Q1	3.372326812	5.441746896
LSR	P1119	GSE205335	Q1	7.974355364	6.256438622
LSR	TD3	GSE189357	Q1	8.359015002	5.230100459
LSR	TD6	GSE189357	Q4	9.841796273	5.657720165
LSR	TD7	GSE189357	Q1	8.334090037	5.786823108
LSR	TD8	GSE189357	Q1	8.044177107	6.465391421
LSR	TD9	GSE189357	Q4	9.761939943	7.155838091
MPZL2	LX653	GSE123902	Q4	9.475294191	7.057746086
MPZL2	LX666	GSE123902	Q1	3.354142834	6.328568611
MPZL2	LX676	GSE123902	Q4	9.381532945	5.95353083
MPZL2	LX680	GSE123902	Q1	4.821694624	3.44705469
MPZL2	LX682	GSE123902	Q4	9.017035397	5.763339335
MPZL2	LX684	GSE123902	Q1	7.16017478	6.214697688
MPZL2	LX701	GSE123902	Q1	7.050510406	4.496164748
MPZL2	BRONCHO_11	GSE131907	Q1	7.468552184	6.245685603
MPZL2	BRONCHO_58	GSE131907	Q4	9.430223317	7.1209379
MPZL2	EBUS_06	GSE131907	Q4	9.593080712	3.821597456
MPZL2	EBUS_12	GSE131907	Q4	10.49190081	7.056311338
MPZL2	EBUS_13	GSE131907	Q1	0	0
MPZL2	EBUS_15	GSE131907	Q4	9.21259347	5.818448276
MPZL2	NS_02	GSE131907	Q1	1.431513864	6.158615444
MPZL2	NS_03	GSE131907	Q1	7.399143925	6.821747401
MPZL2	NS_04	GSE131907	Q1	7.341023159	6.504360305
MPZL2	NS_06	GSE131907	Q4	9.541441248	7.209286396
MPZL2	NS_16	GSE131907	Q1	3.918084256	3.010496595
MPZL2	P1016	GSE205335	Q1	5.931553687	0.6420443036
MPZL2	P1025	GSE205335	Q1	5.194059377	2.017877597
MPZL2	P1027	GSE205335	Q4	9.910986996	6.613706794
MPZL2	P1030	GSE205335	Q4	9.884019071	6.007068972
MPZL2	P1037	GSE205335	Q1	8.122009045	3.776726124
MPZL2	P1056	GSE205335	Q4	10.57352107	7.542437234
MPZL2	P1063	GSE205335	Q1	7.211340713	3.453706184
MPZL2	P1089	GSE205335	Q4	10.52702642	6.973911803
MPZL2	P1090	GSE205335	Q4	10.16882909	7.015770676
MPZL2	P1115	GSE205335	Q1	3.372326812	2.857253301
MPZL2	P1119	GSE205335	Q1	7.974355364	5.327576453
MPZL2	TD3	GSE189357	Q1	8.359015002	5.906446266
MPZL2	TD6	GSE189357	Q4	9.841796273	6.689067391
MPZL2	TD7	GSE189357	Q1	8.334090037	5.501061202
MPZL2	TD8	GSE189357	Q1	8.044177107	6.291431965
MPZL2	TD9	GSE189357	Q4	9.761939943	7.314179259
NECTIN4	LX653	GSE123902	Q4	9.475294191	4.064334785
NECTIN4	LX666	GSE123902	Q1	3.354142834	0.1835483004
NECTIN4	LX676	GSE123902	Q4	9.381532945	4.555357247
NECTIN4	LX680	GSE123902	Q1	4.821694624	2.478199354
NECTIN4	LX682	GSE123902	Q4	9.017035397	5.238240131
NECTIN4	LX684	GSE123902	Q1	7.16017478	4.866936235
NECTIN4	LX701	GSE123902	Q1	7.050510406	4.351247385
NECTIN4	BRONCHO_11	GSE131907	Q1	7.468552184	0
NECTIN4	BRONCHO_58	GSE131907	Q4	9.430223317	0
NECTIN4	EBUS_06	GSE131907	Q4	9.593080712	0
NECTIN4	EBUS_12	GSE131907	Q4	10.49190081	0
NECTIN4	EBUS_13	GSE131907	Q1	0	0
NECTIN4	EBUS_15	GSE131907	Q4	9.21259347	0
NECTIN4	NS_02	GSE131907	Q1	1.431513864	0
NECTIN4	NS_03	GSE131907	Q1	7.399143925	0
NECTIN4	NS_04	GSE131907	Q1	7.341023159	0
NECTIN4	NS_06	GSE131907	Q4	9.541441248	0
NECTIN4	NS_16	GSE131907	Q1	3.918084256	0
NECTIN4	P1016	GSE205335	Q1	5.931553687	2.961893063
NECTIN4	P1025	GSE205335	Q1	5.194059377	1.766288588
NECTIN4	P1027	GSE205335	Q4	9.910986996	5.98282391
NECTIN4	P1030	GSE205335	Q4	9.884019071	5.94184986
NECTIN4	P1037	GSE205335	Q1	8.122009045	4.201683641
NECTIN4	P1056	GSE205335	Q4	10.57352107	7.436440099
NECTIN4	P1063	GSE205335	Q1	7.211340713	3.0471029
NECTIN4	P1089	GSE205335	Q4	10.52702642	5.005554225
NECTIN4	P1090	GSE205335	Q4	10.16882909	6.555594514
NECTIN4	P1115	GSE205335	Q1	3.372326812	0.8799529952
NECTIN4	P1119	GSE205335	Q1	7.974355364	4.901442218
NECTIN4	TD3	GSE189357	Q1	8.359015002	3.620287992
NECTIN4	TD6	GSE189357	Q4	9.841796273	3.525006523
NECTIN4	TD7	GSE189357	Q1	8.334090037	1.470680215
NECTIN4	TD8	GSE189357	Q1	8.044177107	3.527731234
NECTIN4	TD9	GSE189357	Q4	9.761939943	3.959500303
OCLN	LX653	GSE123902	Q4	9.475294191	7.052413319
OCLN	LX666	GSE123902	Q1	3.354142834	1.994514555
OCLN	LX676	GSE123902	Q4	9.381532945	5.524347051
OCLN	LX680	GSE123902	Q1	4.821694624	4.733532692
OCLN	LX682	GSE123902	Q4	9.017035397	4.38777183
OCLN	LX684	GSE123902	Q1	7.16017478	6.38002408
OCLN	LX701	GSE123902	Q1	7.050510406	4.008732571
OCLN	BRONCHO_11	GSE131907	Q1	7.468552184	6.400744789
OCLN	BRONCHO_58	GSE131907	Q4	9.430223317	6.004576176
OCLN	EBUS_06	GSE131907	Q4	9.593080712	5.893204587
OCLN	EBUS_12	GSE131907	Q4	10.49190081	6.662812822
OCLN	EBUS_13	GSE131907	Q1	0	5.271401208
OCLN	EBUS_15	GSE131907	Q4	9.21259347	4.953924928
OCLN	NS_02	GSE131907	Q1	1.431513864	4.473540185
OCLN	NS_03	GSE131907	Q1	7.399143925	3.800768591
OCLN	NS_04	GSE131907	Q1	7.341023159	6.669420195
OCLN	NS_06	GSE131907	Q4	9.541441248	5.486966329
OCLN	NS_16	GSE131907	Q1	3.918084256	4.661768282
OCLN	P1016	GSE205335	Q1	5.931553687	4.459424976
OCLN	P1025	GSE205335	Q1	5.194059377	5.123236571
OCLN	P1027	GSE205335	Q4	9.910986996	6.363324781
OCLN	P1030	GSE205335	Q4	9.884019071	5.426070743
OCLN	P1037	GSE205335	Q1	8.122009045	3.923179519
OCLN	P1056	GSE205335	Q4	10.57352107	5.303291626
OCLN	P1063	GSE205335	Q1	7.211340713	3.488711016
OCLN	P1089	GSE205335	Q4	10.52702642	6.112603694
OCLN	P1090	GSE205335	Q4	10.16882909	3.862700969
OCLN	P1115	GSE205335	Q1	3.372326812	2.753209758
OCLN	P1119	GSE205335	Q1	7.974355364	5.228716824
OCLN	TD3	GSE189357	Q1	8.359015002	6.614445683
OCLN	TD6	GSE189357	Q4	9.841796273	6.893786289
OCLN	TD7	GSE189357	Q1	8.334090037	4.607870885
OCLN	TD8	GSE189357	Q1	8.044177107	6.505298697
OCLN	TD9	GSE189357	Q4	9.761939943	6.429878561
PLEC	LX653	GSE123902	Q4	9.475294191	6.165578254
PLEC	LX666	GSE123902	Q1	3.354142834	5.988178165
PLEC	LX676	GSE123902	Q4	9.381532945	4.954972965
PLEC	LX680	GSE123902	Q1	4.821694624	2.219590665
PLEC	LX682	GSE123902	Q4	9.017035397	6.48964141
PLEC	LX684	GSE123902	Q1	7.16017478	4.689237814
PLEC	LX701	GSE123902	Q1	7.050510406	5.721417129
PLEC	BRONCHO_11	GSE131907	Q1	7.468552184	4.451081081
PLEC	BRONCHO_58	GSE131907	Q4	9.430223317	7.152800802
PLEC	EBUS_06	GSE131907	Q4	9.593080712	5.09805838
PLEC	EBUS_12	GSE131907	Q4	10.49190081	4.965314209
PLEC	EBUS_13	GSE131907	Q1	0	5.429000012
PLEC	EBUS_15	GSE131907	Q4	9.21259347	8.300898265
PLEC	NS_02	GSE131907	Q1	1.431513864	6.402446414
PLEC	NS_03	GSE131907	Q1	7.399143925	6.293830682
PLEC	NS_04	GSE131907	Q1	7.341023159	4.65668854
PLEC	NS_06	GSE131907	Q4	9.541441248	7.846244821
PLEC	NS_16	GSE131907	Q1	3.918084256	8.434954259
PLEC	P1016	GSE205335	Q1	5.931553687	2.658310612
PLEC	P1025	GSE205335	Q1	5.194059377	2.689668768
PLEC	P1027	GSE205335	Q4	9.910986996	8.466491434
PLEC	P1030	GSE205335	Q4	9.884019071	7.40068198
PLEC	P1037	GSE205335	Q1	8.122009045	4.181278275
PLEC	P1056	GSE205335	Q4	10.57352107	6.327775898
PLEC	P1063	GSE205335	Q1	7.211340713	5.776592334
PLEC	P1089	GSE205335	Q4	10.52702642	5.458360177
PLEC	P1090	GSE205335	Q4	10.16882909	5.773965945
PLEC	P1115	GSE205335	Q1	3.372326812	2.641075602
PLEC	P1119	GSE205335	Q1	7.974355364	7.535846846
PLEC	TD3	GSE189357	Q1	8.359015002	5.53407855
PLEC	TD6	GSE189357	Q4	9.841796273	6.640260685
PLEC	TD7	GSE189357	Q1	8.334090037	5.893855742
PLEC	TD8	GSE189357	Q1	8.044177107	4.912718225
PLEC	TD9	GSE189357	Q4	9.761939943	6.202489409
PTK2	LX653	GSE123902	Q4	9.475294191	6.297652075
PTK2	LX666	GSE123902	Q1	3.354142834	4.921507998
PTK2	LX676	GSE123902	Q4	9.381532945	4.160628988
PTK2	LX680	GSE123902	Q1	4.821694624	4.904777915
PTK2	LX682	GSE123902	Q4	9.017035397	5.352895364
PTK2	LX684	GSE123902	Q1	7.16017478	5.212224247
PTK2	LX701	GSE123902	Q1	7.050510406	4.963209699
PTK2	BRONCHO_11	GSE131907	Q1	7.468552184	3.264555084
PTK2	BRONCHO_58	GSE131907	Q4	9.430223317	5.411911591
PTK2	EBUS_06	GSE131907	Q4	9.593080712	5.472257998
PTK2	EBUS_12	GSE131907	Q4	10.49190081	4.329425759
PTK2	EBUS_13	GSE131907	Q1	0	5.886911636
PTK2	EBUS_15	GSE131907	Q4	9.21259347	5.948313132
PTK2	NS_02	GSE131907	Q1	1.431513864	4.167756143
PTK2	NS_03	GSE131907	Q1	7.399143925	3.307478232
PTK2	NS_04	GSE131907	Q1	7.341023159	4.608905213
PTK2	NS_06	GSE131907	Q4	9.541441248	6.558479478
PTK2	NS_16	GSE131907	Q1	3.918084256	4.569478363
PTK2	P1016	GSE205335	Q1	5.931553687	5.694140537
PTK2	P1025	GSE205335	Q1	5.194059377	4.853315137
PTK2	P1027	GSE205335	Q4	9.910986996	6.577804538
PTK2	P1030	GSE205335	Q4	9.884019071	5.879887417
PTK2	P1037	GSE205335	Q1	8.122009045	4.94105494
PTK2	P1056	GSE205335	Q4	10.57352107	5.02934737
PTK2	P1063	GSE205335	Q1	7.211340713	4.422976364
PTK2	P1089	GSE205335	Q4	10.52702642	6.163732638
PTK2	P1090	GSE205335	Q4	10.16882909	5.428149198
PTK2	P1115	GSE205335	Q1	3.372326812	5.449165794
PTK2	P1119	GSE205335	Q1	7.974355364	5.348010739
PTK2	TD3	GSE189357	Q1	8.359015002	5.648214323
PTK2	TD6	GSE189357	Q4	9.841796273	7.049083577
PTK2	TD7	GSE189357	Q1	8.334090037	4.499055586
PTK2	TD8	GSE189357	Q1	8.044177107	5.202149667
PTK2	TD9	GSE189357	Q4	9.761939943	6.245363187
SYNPO	LX653	GSE123902	Q4	9.475294191	5.703802295
SYNPO	LX666	GSE123902	Q1	3.354142834	4.082502676
SYNPO	LX676	GSE123902	Q4	9.381532945	3.375764634
SYNPO	LX680	GSE123902	Q1	4.821694624	0.5432004664
SYNPO	LX682	GSE123902	Q4	9.017035397	4.452503832
SYNPO	LX684	GSE123902	Q1	7.16017478	2.131480367
SYNPO	LX701	GSE123902	Q1	7.050510406	5.315465507
SYNPO	BRONCHO_11	GSE131907	Q1	7.468552184	0.8340951529
SYNPO	BRONCHO_58	GSE131907	Q4	9.430223317	5.715535851
SYNPO	EBUS_06	GSE131907	Q4	9.593080712	2.588211078
SYNPO	EBUS_12	GSE131907	Q4	10.49190081	3.815235072
SYNPO	EBUS_13	GSE131907	Q1	0	0.90296415
