gene	logFC	p	fdr	se	df	n_q1	n_q4	family	lfc_GSE123902	lfc_GSE131907	lfc_GSE205335
CDC42EP5	-0.9263350822198262	0.06531196515106023	0.29528868140933506	0.48355307489846394	29	18.0	16.0	other	-1.6202819383708922	-0.2257721789131685	-1.9700786767119511
SIVA1	0.4202480871607426	0.06534205694526292	0.29529784707541273	0.2193983171633686	29	18.0	16.0	other	0.38494473002925184	0.2100397384011706	0.4188741966857886
LDLRAD1	-0.9599682872960121	0.06535142163554987	0.29529784707541273	0.5011877645510602	29	18.0	16.0	other		0.14900197475104823	-2.9399436985538294
YPEL3	0.7873600260753049	0.06541741144911198	0.2955114043102027	0.41117796522084266	29	18.0	16.0	other	0.06775318072242825	0.6443011508779484	1.2422830755595857
C2ORF42	0.31275339248255996	0.0654966602659238	0.2956545785627709	0.16337815581354148	29	18.0	16.0	other	0.5973730066850627	0.3167724495155536	-0.0011427122634927924
CDC40	0.3893926048368124	0.06549861586763261	0.2956545785627709	0.20341501252763658	29	18.0	16.0	other	0.16960064515277964	0.39462865648490253	0.3702151962937539
CHGB	1.3419175629082793	0.06551228958960646	0.2956545785627709	0.7010427565652878	29	18.0	16.0	other		-0.1599282030787685	2.2218972421932572
CALML6	0.4210315945515536	0.06553654332975192	0.2956545785627709	0.21997574447476342	29	18.0	16.0	other			
WDR24	0.7623954994293994	0.06556069423418669	0.2956545785627709	0.39836547093690555	29	18.0	16.0	other	0.09280518638601827	1.0224608264700268	0.5506044693103188
FCGRT	0.6760906942123531	0.06557088178501151	0.2956545785627709	0.35328379927845305	29	18.0	16.0	other	0.2598173115198118	0.8416075675172827	0.6893937352105658
C8ORF58	-0.546018556573229	0.06559888868377782	0.2956545785627709	0.2853474475384004	29	18.0	16.0	other	-1.1769573527675927	-0.5156834510556243	-0.35410036374046067
TTC7A	-0.5363113530627863	0.06559900371051783	0.2956545785627709	0.28027462262247793	29	18.0	16.0	other	-0.537721486484054	-0.23374502466551997	-1.1934911064209641
LINC00504	-0.36329832980732557	0.06577415735658328	0.29621191599694563	0.189989239305961	29	18.0	16.0	other			-0.12003829510561723
FABP5	-1.2389974236466184	0.065776550357011	0.29621191599694563	0.6479478976474391	29	18.0	16.0	other	-1.5491641715394955	-2.8556228150714453	-0.4606891341907031
IL13	-0.4459220707937168	0.06577898178929574	0.29621191599694563	0.23320228126104792	29	18.0	16.0	other			
ZNF250	0.504359233065945	0.06583913571302281	0.2963175940483388	0.2638252204812508	29	18.0	16.0	other	-0.1369408738433874	-0.0372517743900273	1.3144424923969775
SLC4A3	0.5211605345982563	0.06584000790503047	0.2963175940483388	0.2726147443191668	29	18.0	16.0	other		0.7560070781488238	0.538948637961094
NUGGC	-0.6610855216796708	0.06592411072399133	0.29658715442333494	0.34592240203303726	29	18.0	16.0	other			
ERMAP	0.451978863397592	0.06594834423803728	0.29658715442333494	0.23652683223254603	29	18.0	16.0	other	0.6593823301929924	0.3966386941429346	0.189060422479355
SEC22A	0.48153501960511874	0.06595629158194324	0.29658715442333494	0.2520018281748758	29	18.0	16.0	other	-0.35948311475853245	0.29350104263532184	1.1097962676017297
SLC47A1	0.8607318776891025	0.06608081282222097	0.2969408932914283	0.45066671948626696	29	18.0	16.0	other			0.7819155661766888
PTP4A3	0.8170901998296404	0.06608574386510184	0.2969408932914283	0.42782482708788777	29	18.0	16.0	other	-0.23544790254096665	1.2596441575100896	1.323381807131974
PIEZO1	-0.939143573402971	0.06612562804814698	0.2969408932914283	0.49180818620010536	29	18.0	16.0	other	-1.2864348036708604	-0.12225562522353974	-2.0115252765669385
KLHL8	0.5099074466952936	0.06612819571542557	0.2969408932914283	0.2670296457252844	29	18.0	16.0	other	1.3604741321693337	0.11415726573885808	0.08775894224299177
CPT2	0.4185669830463278	0.06612905120895361	0.2969408932914283	0.21919696996834417	29	18.0	16.0	other	0.9323328013082283	0.4294081548110831	-0.024619260431222745
MKRN1	0.3189207281158314	0.06617628502637259	0.297039302114596	0.16704464644028041	29	18.0	16.0	other	0.6402537812591685	0.12378175331606202	0.12820509907474165
IL4R	-0.8769855588087769	0.06618861691076237	0.297039302114596	0.4593706025827342	29	18.0	16.0	IFN	-0.7464007437126846	0.45205459623205013	-2.571264759196155
THBS2	-0.9151984405347151	0.06622694170837005	0.2971267879489255	0.47945858338052944	29	18.0	16.0	other			
NAPEPLD	0.43622731694598643	0.06625876182708153	0.2971850491385786	0.22856129734531483	29	18.0	16.0	other	0.7295492698204956	0.034624252852644484	0.326031273316116
VPS37D	0.7243884829145729	0.06632129052709519	0.2973809727840395	0.3796360577374621	29	18.0	16.0	other		0.7990065914075788	0.8818504559428803
FAM192A	0.32064362384051404	0.06638280943059542	0.2975458047075162	0.16808263094810177	29	18.0	16.0	other	-0.2852041814624929	0.5390863934693875	0.09034232959427983
CRTAP	-0.5955263494679566	0.06639576515464633	0.2975458047075162	0.31219300729450394	29	18.0	16.0	other	-0.5024099788329232	-0.5795737891287844	-1.0350112420168482
MGST2	0.8759606202447979	0.06646149637644501	0.2977558067359244	0.45932295183238353	29	18.0	16.0	other	0.628103092549526	1.746709749602381	0.1464475324183003
GALNT15	-0.3349160235312778	0.06662695742882509	0.2983271951282161	0.17573147461420716	29	18.0	16.0	other			
ADAT1	0.37800667566444884	0.06665654046127545	0.2983271951282161	0.1983641223330429	29	18.0	16.0	other	-0.33499798187082547	0.967757504249975	0.43681030889879535
RYR1	-0.9735517136189872	0.06665944832681639	0.2983271951282161	0.5108902303017223	29	18.0	16.0	other	0.019361860961238646	-0.835253669320328	-2.349965325509316
HIST2H2BE	0.6957022036301186	0.06666466126003485	0.2983271951282161	0.36509069580803594	29	18.0	16.0	other	0.35413707472617273	0.010026240198979953	0.9791185770012448
EFHD1	-0.8874760032596143	0.066734640309545	0.29851092197913937	0.46585663500213537	29	18.0	16.0	other		-2.1725719199994113	0.137772982115519
C1S	-1.645841483017563	0.06674355363092742	0.29851092197913937	0.8639701361520957	29	18.0	16.0	IFN	-1.3398953441937602	-1.2770076898489522	-2.1180431130100583
LGALS1	-1.1620134927176056	0.06677194838858115	0.2985532937442398	0.6100562286259428	29	18.0	16.0	other	-3.6005280378751463	0.5623072392438975	-1.4806848211871082
MAP3K3	0.5139252480719383	0.06679457769757431	0.2985698701104887	0.26983412242656785	29	18.0	16.0	other	1.0211370840200016	0.025735103513652307	0.7419305163701124
GFPT2	-0.9262116255580597	0.06684571429143799	0.29859789838931133	0.48639990306581893	29	18.0	16.0	other	-1.667040743597373	-0.6598803158786064	-1.1625054237174335
OXNAD1	-0.4138466716859724	0.06684843654902185	0.29859789838931133	0.21733382010701294	29	18.0	16.0	other	-0.8098450645452984	0.12260971924549378	-0.7234004408721423
LRP6	0.533555001045565	0.06685761930473648	0.29859789838931133	0.28020929739853784	29	18.0	16.0	other	1.2220955579791735	0.1851518554245674	0.4567433462396525
CHRNB2	0.4119157837687838	0.06699562385218817	0.2990617875319813	0.2164435050241744	29	18.0	16.0	other			1.2283942217916417
SLC27A1	0.538457623932499	0.06699939279583966	0.2990617875319813	0.2829397778564103	29	18.0	16.0	other	0.15250246928261496	0.8972156453540263	0.14058305913889757
PKHD1L1	-0.587868178731673	0.06706612948099629	0.299275016142715	0.3089832165355459	29	18.0	16.0	other			0.18898909471760997
UBE2S	0.6665216691973351	0.0671182204330312	0.29933446988703105	0.3503942278669651	29	18.0	16.0	other	0.8146785897250767	0.7742230620662589	0.346500486846941
FOXO4	0.4367484066443571	0.06712780416726119	0.29933446988703105	0.2296096496563321	29	18.0	16.0	other		0.00821587511571156	0.842419062273496
CXCL9	-0.921761753175716	0.06716317123576288	0.29933446988703105	0.4846598324667687	29	18.0	16.0	IFN|chemokine	-2.4396055875810347		-1.0071623844712307
CCL8	-0.3426357561556839	0.06716591763942074	0.29933446988703105	0.18015886983333254	29	18.0	16.0	chemokine			
MMEL1	0.8452555827494408	0.0671793513522112	0.29933446988703105	0.4444609633680463	29	18.0	16.0	other		0.9398744422322776	1.043657452147666
RBFOX2	0.44720767538721584	0.06721166608359772	0.29933446988703105	0.23518477219295794	29	18.0	16.0	other	-0.16494394180119729	0.27717355531918847	0.9986140161382784
CDC34	0.33374003593120494	0.06721224582101216	0.29933446988703105	0.17551297734500879	29	18.0	16.0	other	0.39750588538659054	0.6000952513155187	-0.0473762961563144
ZNF398	0.41729537784395937	0.06724732137537322	0.29934521716839857	0.21948432076916036	29	18.0	16.0	other	0.3072186011891471	0.9341385069767908	-0.1187964378687442
RPL17	-0.8436231248593188	0.06725260123340977	0.29934521716839857	0.4437284578988846	29	18.0	16.0	other	-0.774086704727869	-2.237953303832094	0.1901657588524108
TAGLN	-1.1484426243784729	0.06728584145512043	0.2994087118782699	0.6041350100727376	29	18.0	16.0	other	-4.848243630333915	-0.24745256261069512	0.7757749853824563
MAP3K2	0.335644746723895	0.06731619178593955	0.2994195550993244	0.17658571819795063	29	18.0	16.0	other	0.9245287492880275	0.4563436630527008	-0.21304632626020834
ARHGAP1	0.32589150797882993	0.06734262592954471	0.2994195550993244	0.17147199134068175	29	18.0	16.0	other	0.050816311492819295	0.7796202168091085	-0.22858791888404903
FAF2	0.36165471380133524	0.06734520571946906	0.2994195550993244	0.1902911596443429	29	18.0	16.0	other	0.8487472046907145	0.416099329767763	-0.04872854914900334
RAB4A	0.35479330787049673	0.06740642605121565	0.29960732300341736	0.18672512021179066	29	18.0	16.0	other	0.22632410548810278	-0.3945438333653407	0.9394133930915416
HIST1H4F	-0.698444415037927	0.06744346201575116	0.29961306792415926	0.3676388231891152	29	18.0	16.0	other			-2.184511368548157
IGKV3-11	-0.8984000577956057	0.06744569473772823	0.29961306792415926	0.4728931661227037	29	18.0	16.0	other	-0.5800516165683524		
ADH7	-0.8845850426572237	0.06752886971361483	0.2996695635107	0.46577100163949947	29	18.0	16.0	other			-2.9664242418068767
SYBU	0.8502436133133283	0.06752915026264845	0.2996695635107	0.4476892887480927	29	18.0	16.0	other	2.9075525660203265	0.38423148214883884	-0.11499712649307488
MTG2	0.38079491240602337	0.06753034341406411	0.2996695635107	0.20050558045773847	29	18.0	16.0	other	-0.13484320563982632	0.6540251189837125	0.2632982687798929
ATP7A	0.38910089293127453	0.06753437910159385	0.2996695635107	0.20488224514584769	29	18.0	16.0	other	0.2748501917290024	0.4437177500836032	-0.07220392079333912
USP31	0.47094636268730655	0.06760881437025207	0.2997841339032037	0.24804950825425598	29	18.0	16.0	other	0.7200453439494329	0.33913419372080744	0.589235982669466
TMSB10	-0.48052909197024296	0.06761824807425336	0.2997841339032037	0.2531059899665794	29	18.0	16.0	other	-0.46237445807915534	-0.450642912655647	-0.8599015593221316
PHLPP2	0.5095342416317431	0.06762005953648928	0.2997841339032037	0.2683855618955009	29	18.0	16.0	other		0.42823238799091107	0.4657594292106579
C1QB	-1.175158510123102	0.0676379999812854	0.2997841339032037	0.6190308517562471	29	18.0	16.0	other	-0.2724411758864067	-2.247673978234296	-0.6889210393310959
FFAR3	-0.2815739773251711	0.06765519366432018	0.2997841339032037	0.1483327928587755	29	18.0	16.0	other			
SNAI2	-1.1092069800786402	0.06773301300342152	0.3000028104611272	0.5845041657514896	29	18.0	16.0	TJ	-2.531101950022796	-0.9337463129001815	-0.6376078754173526
MS4A7	-0.6224952611749253	0.0677425701041255	0.3000028104611272	0.32804020133166384	29	18.0	16.0	other	-0.6039883934224641	-0.7210168051791949	-0.42673697284404866
LINC01547	0.43101428411534	0.06779806479223076	0.3001576757994973	0.22718286996840376	29	18.0	16.0	other		0.48059389416614845	0.17061002455858706
F2R	-0.9350473938588503	0.0678319463435815	0.3001576757994973	0.4929175006844971	29	18.0	16.0	other	-1.995409555336592	-1.2465755216289032	0.12596427066932295
SHH	0.9047223258435005	0.06783460751004547	0.3001576757994973	0.47693629483281724	29	18.0	16.0	other	1.498779429788682	0.8808314898879454	0.46423999115020637
LRRK1	-0.6247067836348564	0.06785841560155088	0.30017884490520647	0.32935261473226146	29	18.0	16.0	other	-1.33359855282351	-0.10829867944932306	-1.0887402023291413
KCNJ3	0.4272755391428386	0.06790031127948984	0.30027999206251965	0.22530093289153652	29	18.0	16.0	other			0.7712018218690654
EXOC7	0.3046111616629532	0.06794626209224805	0.3003676393740446	0.16064883820059617	29	18.0	16.0	other	0.26364959630462	0.020069324709547934	0.47305973320362293
MORC2	0.38741218227133944	0.06795820220326632	0.3003676393740446	0.20432664536079118	29	18.0	16.0	other	-0.08944116674665413	0.24457537668567125	0.4861780351902838
RHBDD3	0.5139735869826133	0.06813051755143022	0.3009712011294812	0.2712565834355269	29	18.0	16.0	other	0.7268634330277466	0.22573664726955647	0.4201168379604552
SEZ6L	0.9867784640872111	0.0681329064221121	0.3009712011294812	0.5207905977418393	29	18.0	16.0	other			2.8910013905600205
CABIN1	0.4996455505823327	0.06816919629303289	0.3010472287455264	0.2637339508938644	29	18.0	16.0	other	0.04409960951907024	0.4452643554293095	0.50253228673579
ACADSB	0.646838305120242	0.06822679187901728	0.3011352026858933	0.3415040014356905	29	18.0	16.0	other	2.477173163455759	0.4606012418486897	-0.4845705139372352
SPHK1	-1.1943339119172438	0.06827477578915987	0.3011352026858933	0.6306752869582948	29	18.0	16.0	other	-3.912534049189133	-0.836818825736845	0.17831225274721468
VASH2	0.49507219551880355	0.06827601975023338	0.3011352026858933	0.2614271321235907	29	18.0	16.0	other		0.5655992387356856	1.044409980668227
CLTCL1	0.49175527453125684	0.06828347960895241	0.3011352026858933	0.2596830366758223	29	18.0	16.0	other		-0.32590575240172487	0.9836405876236007
KCTD11	-0.6710976950308516	0.0682845399081137	0.3011352026858933	0.35439049743962664	29	18.0	16.0	other	-0.610561643202683	-0.29663841290481796	-1.4806308522888088
SETMAR	0.4269660845379487	0.06833300016818522	0.30119558726758466	0.22551240469459977	29	18.0	16.0	other	0.5442065436902682	0.3173146524124382	0.5546066646667364
LINC01521	0.47060485552993964	0.06833943963842963	0.30119558726758466	0.24856740973368008	29	18.0	16.0	other		-0.2977842930742778	0.9981597358406066
LYPD1	1.1339534882828113	0.06835549768712977	0.30119558726758466	0.5989764785339413	29	18.0	16.0	other	-1.509920847665156	1.953041013713636	2.9027386847029075
TEK	-0.44096349814604574	0.06843500171680908	0.30146172308473773	0.23299656739710572	29	18.0	16.0	other			
RNF183	1.0700388390034288	0.06849374991152875	0.30151474439323156	0.56551504718817	29	18.0	16.0	other		0.5092711121023034	1.4437521061928964
CD33	-0.45075640602958583	0.06849640345440451	0.30151474439323156	0.2382269797378865	29	18.0	16.0	other			
ADGRA2	-0.6495434066344898	0.06851625799612249	0.30151474439323156	0.34331299030588514	29	18.0	16.0	other		-0.3130970186002391	0.15965150810501177
LRRIQ4	0.5879309717284453	0.0685287733631616	0.30151474439323156	0.3107629308452358	29	18.0	16.0	other			
TPD52	0.6873423850307492	0.06855232761705969	0.30151474439323156	0.36334162746401466	29	18.0	16.0	other	0.3321589982139692	0.548432498106003	0.7301135947564475
BSND	0.14160054015352289	0.06856168977013212	0.30151474439323156	0.07485529136703963	29	18.0	16.0	other			0.3360847585211826
CERCAM	-1.0881554002098521	0.06864576681206169	0.30180037741084464	0.5754243398762713	29	18.0	16.0	other	-4.167228273017067	-0.6821621511735197	0.4469265751962294
SCML2	0.6083573936433359	0.06870425494086554	0.30197338125680157	0.32177568715993476	29	18.0	16.0	other		0.09609936487806159	1.1614190778383566
MNDA	-0.621462255069753	0.06873660609601556	0.3020314418237342	0.3287478305763525	29	18.0	16.0	other	-1.6957098057083244	-0.7835171576267408	
SLC16A13	-0.4707567735570338	0.06876117092353387	0.30205526614767286	0.24904939108181776	29	18.0	16.0	other	-0.4263596280312002	-0.830057221386977	-0.5276916074086287
PALM3	0.9738318701603302	0.06884833634010702	0.3023539936294319	0.515368034887094	29	18.0	16.0	other	1.740064874390042	0.5366984384043126	0.8663109332303519
NDUFA5	0.3681073471372184	0.06887628480419832	0.3023866937992145	0.19482932138899292	29	18.0	16.0	other	0.6651706360378679	0.0707634015253014	0.37934339914763304
INO80D	0.2984255233166915	0.06891208787229304	0.3023866937992145	0.1579701895749722	29	18.0	16.0	other	0.48246008826566034	0.28912334116010746	0.03491810304602616
CCDC88A	-0.6748420384152188	0.06901862215258306	0.3023866937992145	0.3573697376275187	29	18.0	16.0	other	-1.1975949587289485	-1.254606205286485	0.10283566137295015
PMS1	0.2872564702532482	0.06903437051586475	0.3023866937992145	0.15212883412969655	29	18.0	16.0	other	-0.030403167004781115	0.16141480023507615	0.3290511120418027
ZFP36L2	-0.4946694306014809	0.0690555974389404	0.3023866937992145	0.26199435093137746	29	18.0	16.0	other	-1.1916643310488217	-0.005269199814831002	-1.003965358521642
RB1	-0.4917767445710622	0.06905749285277128	0.3023866937992145	0.26046416402725636	29	18.0	16.0	other	-0.5841710930602554	-0.7761478830564955	-0.5954056121743797
HDC	-0.5182108582558177	0.06906829168508716	0.3023866937992145	0.27447599801960126	29	18.0	16.0	other			
FARS2	-0.30511705468058264	0.06906848674405983	0.3023866937992145	0.1616086753347166	29	18.0	16.0	other	-0.8012002625599272	-0.2327356719671111	-0.2482644717685822
FRA10AC1	0.3747631724169554	0.0690920732831928	0.3023866937992145	0.19851536412859905	29	18.0	16.0	other	0.08055896346537096	0.2151215379812258	0.6392657490751733
CATSPERD	-0.8540697531629257	0.0690950741345707	0.3023866937992145	0.4524134678331736	29	18.0	16.0	other			-2.0289794482007912
NCOA6	0.27430227172083527	0.06911888009318591	0.3023866937992145	0.1453151761188495	29	18.0	16.0	other	0.4171310320218451	-0.04555287174130158	0.2991493311857746
TRMT12	0.48217253333741955	0.06912691389561515	0.3023866937992145	0.2554449521847855	29	18.0	16.0	other	0.8565153396722087	0.025195117682831236	0.5045533663685072
KPNA6	0.3972076621394784	0.06912862986804365	0.3023866937992145	0.21043371074108577	29	18.0	16.0	other	0.7922736206815437	0.16121477422093783	0.3474290729632469
CYTL1	-0.4684957375235482	0.0691363663416188	0.3023866937992145	0.2482082065178377	29	18.0	16.0	other			
GGACT	0.47945669974576643	0.06914324046058469	0.3023866937992145	0.25402195472186034	29	18.0	16.0	other	0.4698412623187498	0.5837523910919802	0.2823118348223213
POLR2M	0.21775148234387234	0.06917467934837607	0.30242823910116307	0.11538117879057729	29	18.0	16.0	other	0.027047401592714102	0.3147821450229095	0.1070657895894674
BTN3A1	-0.6315541412926197	0.0692033292483687	0.30242823910116307	0.3346815747850298	29	18.0	16.0	other	-1.2612828490276982	-0.2142700181300897	-0.998841020442855
USF3	0.2728736325909344	0.06921023964727169	0.30242823910116307	0.14460863000183025	29	18.0	16.0	other	0.31925112576348347	0.3043183782486004	0.11719919964845604
ANKRD66	-0.9232305247294067	0.06929072981538525	0.3026688732513297	0.4894133286630746	29	18.0	16.0	other			-2.015611027771676
SCG3	1.4148654104431873	0.06930367190931327	0.3026688732513297	0.7500706004479551	29	18.0	16.0	other			3.573970216349531
PHYH	0.5226107008264621	0.06933763593096319	0.30273341376720203	0.2770903481763321	29	18.0	16.0	other	-0.07646770144867514	0.38744619771563854	1.074597784515564
TMEM104	0.4270709899938529	0.06936818532361626	0.30275860337731014	0.22646109650430218	29	18.0	16.0	other	0.6804421001060391	0.5027828453751235	0.17255625112448467
MAPK9	0.43722377132786505	0.06940639958358327	0.30275860337731014	0.23187843938480932	29	18.0	16.0	TJ	1.1044649516060294	0.6413983656153471	-0.3294177909175264
VBP1	0.46853800452703775	0.06941301359519213	0.30275860337731014	0.24849195907208074	29	18.0	16.0	other	-0.09701653996006457	0.3663255527186373	0.9657434579677121
GOSR1	0.3156445073283434	0.06942015508074707	0.30275860337731014	0.16740851195468676	29	18.0	16.0	other	0.444311447759086	0.5003922630604528	0.020147078134794525
WDR34	0.4307805600781746	0.06943960855684662	0.3027597633098875	0.2284901540373067	29	18.0	16.0	other	0.38091076566724635	0.17141729931740152	0.5607585801826224
YES1	0.4033118878658599	0.06957628938742992	0.3032005257700306	0.2140315318769511	29	18.0	16.0	other	0.754296889768676	0.1427267095877488	0.3542205852866133
LYRM9	0.3431012145136544	0.06958664497560943	0.3032005257700306	0.18208578975831144	29	18.0	16.0	other	0.03304819093894136	0.7290408764711811	0.21567366893885911
SMC1A	0.4870196253306141	0.06959834617777115	0.3032005257700306	0.2584755918599062	29	18.0	16.0	other	0.4850024950475661	0.4924029187230077	0.3966904495698284
SPINK1	1.9908702050303482	0.06962559840118675	0.3032355277870068	1.0567223990288357	29	18.0	16.0	other	4.399428605734713	2.1853120996291167	0.27475726854169474
WDR6	0.3088276346984013	0.06966696594459791	0.3033319689955327	0.16394653476936163	29	18.0	16.0	other	0.5108446383888449	-0.19586710293503357	0.4930044584870305
DOCK9	0.5873156509124646	0.069714699127437	0.3034560655260216	0.31184316771042525	29	18.0	16.0	other	0.19043919924155175	0.749385840151452	0.5711620825106748
GAREM1	0.6971420807388654	0.06973979385042162	0.3034815794720912	0.37019219033791184	29	18.0	16.0	other	1.6624613666782926	0.5402608004492224	0.28208339365814855
IFI6	-1.225430878828997	0.06988013577213087	0.3040084539146548	0.6510668027776225	29	18.0	16.0	other	-1.269581418669911	-0.34106354404406203	-2.4565980607909097
CTDSP2	0.33485564956337455	0.06992171823792559	0.30410551049510137	0.1779355345564188	29	18.0	16.0	other	0.8766530141848419	0.2596711362909621	0.11776566570147745
DDHD2	-0.5626760838986983	0.06998253064190434	0.3042252369174763	0.2990634857137005	29	18.0	16.0	other	-0.545196145693908	-0.6114027584120131	-0.6157722748623137
SLC25A21	0.5596925064035726	0.06999948121899116	0.3042252369174763	0.29749677163002913	29	18.0	16.0	other		0.2257739778841205	0.57224107465075
AKAP6	0.64512892825083	0.07000708760044087	0.3042252369174763	0.3429191737931026	29	18.0	16.0	other		1.1395682682841826	-0.289725821669847
ZNF518B	0.68341565397566	0.07004059878232886	0.30425787206760674	0.36331654807588104	29	18.0	16.0	other	1.3380733392589983	0.7139934827690687	0.40030736814807083
RAB3IP	0.5636993273677245	0.070068012211952	0.30425787206760674	0.2997041508109248	29	18.0	16.0	other	1.1962791482362811	-0.11696308221564704	0.8935973933587315
TMEM178B	0.7364703086096882	0.07009160411099451	0.30425787206760674	0.39159684913546555	29	18.0	16.0	other		0.1990379183594934	0.9873430596978239
LIG3	0.3317412658159615	0.07009172729360229	0.30425787206760674	0.17639393380613858	29	18.0	16.0	other	0.5156861895526007	0.5247857158323612	-0.14014211678776745
FAM177A1	0.6931279620456389	0.07012490722317528	0.3043181823637191	0.3685971639863574	29	18.0	16.0	other	1.9901804062588493	0.8761295405516223	-0.1435245212708065
M6PR	-0.4502495776307693	0.07016079041572161	0.3043629660032057	0.2394697839527243	29	18.0	16.0	other	-0.2715225872626033	-0.2758534770896621	-0.9146874237243656
MFSD9	0.44166355785030276	0.07017380507761344	0.3043629660032057	0.23491476319991358	29	18.0	16.0	other	0.5053614033188414	0.4877090556891341	0.2785599447156882
EPHA7	0.8207087702256103	0.0702153243985137	0.3044593579786061	0.4365920955292964	29	18.0	16.0	other		0.005216469663124388	1.9004288731327859
RNF43	0.6969860032812335	0.0702694887956588	0.3045093034698579	0.3708511157360859	29	18.0	16.0	other	1.1557819954227488	1.441517844938441	-0.5689103500185474
DENND4B	0.36561581017333705	0.07027900766059923	0.3045093034698579	0.19454321623136353	29	18.0	16.0	other	0.5005447295182927	0.6931948550901917	-0.2543114712916128
ZC3H7B	0.4026420338972265	0.07028473814799559	0.3045093034698579	0.21424940297891532	29	18.0	16.0	other	0.20181524290971867	0.7353097666727156	0.03360856428068686
LINC00973	-1.1118297483388275	0.07031886458864649	0.3045735285051477	0.5916906154307591	29	18.0	16.0	other		-0.6648523029593857	-1.4065656432477682
MAP3K13	0.4810945520642934	0.07035673952757081	0.3046539497819813	0.25606418042690376	29	18.0	16.0	other	0.20345864591663537	-0.07135259796999951	1.0215432611845348
NPL	-0.6990145054166548	0.07038515088997295	0.3046921782902397	0.37209263732375075	29	18.0	16.0	other	-1.1489331571571193	0.06910900863446351	-1.1325682537429358
BMF	0.7766399388079166	0.07042273076754141	0.3046921782902397	0.4134719884555176	29	18.0	16.0	other	0.08364394776553002	0.7547399594225995	1.7429364132774636
GJA4	-0.48453217578971164	0.07042349795452843	0.3046921782902397	0.2579587413740263	29	18.0	16.0	other	-1.5964064724167657		
SCAPER	0.6065226463819972	0.07045298952092756	0.30473621755776203	0.32294077627326856	29	18.0	16.0	other	0.5911658742287949	0.6073294387805149	0.7281491943521332
TMUB2	0.2628057603546652	0.07051649504010919	0.3049273157681236	0.13996342859032046	29	18.0	16.0	other	0.3342731863479649	-0.18222708032398063	0.47529969242189
PDE8B	0.7754797701476518	0.07055208764004287	0.3049976413348593	0.41305542760458835	29	18.0	16.0	other			1.169308296990225
CFAP97	0.3459407592523774	0.0706395761595354	0.3052922137007146	0.18432426037837282	29	18.0	16.0	other	0.23823897983472359	0.31584156483450876	0.20103043438947657
OR2B6	0.6150084783829679	0.07070560725701618	0.30530862688717475	0.32777034254971543	29	18.0	16.0	other			1.191749942948062
PCDH11X	0.2898304532086596	0.07070806382106382	0.30530862688717475	0.15446730763411368	29	18.0	16.0	other			
TRIM7	-0.8521890566842747	0.07074102075479156	0.30530862688717475	0.4542367708217618	29	18.0	16.0	other		0.1799200019675413	-1.591802217230645
ACMSD	-0.7847914981523288	0.07076116578197557	0.30530862688717475	0.4183439440559184	29	18.0	16.0	other		-0.5276676353423337	
HTRA3	-0.946032790539704	0.07081416618489834	0.30530862688717475	0.5043962143239461	29	18.0	16.0	other			
CRB3	0.927089892706474	0.0708170670939217	0.30530862688717475	0.4943018143406615	29	18.0	16.0	TJ	1.2839324357076893	1.9194092432985808	-0.2778930426909139
SCAMP4	0.2806790812989892	0.07082825920865247	0.30530862688717475	0.14965755679908502	29	18.0	16.0	other	0.420608774928113	0.10038216047940139	0.08066851501758246
AC104024.1	-0.1841776882673186	0.07083565580976559	0.30530862688717475	0.0982059225665106	29	18.0	16.0	other			
ZNF254	0.6300315748155066	0.07083618420929469	0.30530862688717475	0.3359416406365087	29	18.0	16.0	other	0.9081950403305807	0.19154850138033766	0.9459581558665552
SLC12A9	0.5677803948672269	0.0708368643788546	0.30530862688717475	0.3027492144147685	29	18.0	16.0	other	0.2698230766217038	1.1143906808274693	0.02229293634902854
DR1	-0.2686520151990341	0.07096296583628152	0.30576860675332773	0.1433171567037932	29	18.0	16.0	other	-0.4315933312021282	-0.7761179715514968	-0.016062285396508627
PPP4R3A	0.4102823659878999	0.07114959444221308	0.30646704506760214	0.21902545651996227	29	18.0	16.0	other	0.8521102370778086	0.4597040014682597	-0.041071846502035686
RBM33	0.24337712340599707	0.07116390475490807	0.30646704506760214	0.12993159242862803	29	18.0	16.0	other	0.34208526484575646	0.24584217346922496	0.109863723047603
SCNN1A	1.0380454757849786	0.07119389676095854	0.30651255033865343	0.554242898303169	29	18.0	16.0	other	2.6347708494714857	0.689102905808048	0.33728540558104747
AXL	-1.3105413707153937	0.0712480177794372	0.3066618855814893	0.6998781427866427	29	18.0	16.0	other	-1.7161177085726338	-2.3399110126353464	-0.7400328877260394
ENKD1	0.5239881854727264	0.0712693425841772	0.3066700181717295	0.2798516224542693	29	18.0	16.0	other	-0.6091298337800225	1.3079507512158692	0.4808311623185711
ACTB	-0.40685571428735257	0.07131939101756647	0.3068017096145533	0.21733417625578835	29	18.0	16.0	TJ	-0.874463164486949	-0.13266848088423422	-0.9562265385678296
IGFBP2	1.7683948634120414	0.07138249201067288	0.30698946346045447	0.9448639259341463	29	18.0	16.0	other	0.5773434191917427	1.9513684573439334	1.9746419424520567
SNX5	0.4003850353000569	0.07145470340920058	0.30721528362547407	0.21398582211343925	29	18.0	16.0	other	0.01943322373086995	0.626742759707623	0.19122097991646644
