gene	logFC	p	fdr	se	df	n_q1	n_q4	family	lfc_GSE123902	lfc_GSE131907	lfc_GSE205335
SMAP2	-0.4617438880272109	0.21456409760189626	0.5031644570499141	0.36389045735583286	29	18.0	16.0	other	-1.009673117540674	0.4858584992472341	-0.9106586059757052
CDKN2AIP	0.24669483297558367	0.2145759320292079	0.5031644570499141	0.19442006355793426	29	18.0	16.0	other	0.21078816830492472	-0.012130296337707595	0.35057478234680256
KLK1	0.607930633441099	0.214770739929331	0.5034201531151452	0.4793189499981518	29	18.0	16.0	other	0.4283000234084059	0.8603563041734986	
ARHGAP22	0.49448737930900705	0.2147921053678142	0.5034201531151452	0.38989401461784473	29	18.0	16.0	other	0.3464360311599829	0.2478909902381612	1.1980190833852777
NUDT21	0.23269585311294033	0.2148075699848241	0.5034201531151452	0.18348266719441952	29	18.0	16.0	other	0.20144368335514393	0.5371795089953526	-0.43968637352372003
BMPER	0.4182016805050333	0.2148707995293509	0.5034201531151452	0.3298023017325494	29	18.0	16.0	other			
PRG4	-0.3471446466556729	0.21490099379654193	0.5034201531151452	0.27378380271265135	29	18.0	16.0	other			
CTNND1	0.3264682885869846	0.2149072016540824	0.5034201531151452	0.2574804857953992	29	18.0	16.0	other	0.5094695802252324	0.39853419036724913	-0.06409921408224808
LAMP5	-0.6843107368347686	0.21490830543023118	0.5034201531151452	0.5397066198880707	29	18.0	16.0	other	-1.1216223661681695		
FAM214A	0.44420952652689644	0.21494394121746188	0.5034288924551479	0.350370006034686	29	18.0	16.0	other	0.257418294224425	1.3323881511760431	-0.5191392136730067
ANO3	-0.4415740692720154	0.21505010673941322	0.5036027952272486	0.34837410683698916	29	18.0	16.0	other		-0.5076593059821174	
HOXB5	1.0399053688886957	0.21515843301309479	0.5037520126187968	0.8206188090631247	29	18.0	16.0	other	-1.8332803671226425	1.464725699939701	3.381421409166227
TMEM45B	0.6405239409312545	0.21517767697893975	0.5037520126187968	0.505477379898422	29	18.0	16.0	other	0.6032194894391016	1.6115845100032646	-0.3846811682526359
TNFRSF1A	-0.6403734774222353	0.21532046226377874	0.5038844864253512	0.5055202054991773	29	18.0	16.0	other	0.1526925134624074	0.10206246620266038	-2.2749585050855656
TRIM4	0.2366520648035346	0.2153415052277081	0.5038844864253512	0.18682540728024266	29	18.0	16.0	other	0.2719649715860261	0.21253476183624112	0.12139944183110538
ZNF100	0.3806221156147686	0.21535596277184899	0.5038844864253512	0.30049255275111364	29	18.0	16.0	other	0.5165653408633003	0.1063694386899055	0.6758029903295045
ZNF25	0.3176285052632792	0.21536199863442354	0.5038844864253512	0.25076390988830916	29	18.0	16.0	other	-0.37124745613690485	0.45812837526321154	0.44606036642867813
AMN	-0.7608026973283978	0.21539550608016053	0.5038881675965683	0.6006896899958779	29	18.0	16.0	other	-1.6470895108705925	0.4715495094013657	-2.254659280360583
WDR54	-0.45450059167293333	0.21546303381080903	0.5039714216573904	0.35890394029091766	29	18.0	16.0	other	-1.1491410470715786	-0.5330172896726677	0.03726554903183548
PLEKHM1	0.2823964247161663	0.21557517156565142	0.504158979121745	0.22305499670405662	29	18.0	16.0	other	0.1583812395761268	0.49446799296945415	-0.03993541395527358
ITPKA	-0.5842760810861092	0.2157411034577543	0.5044331457343859	0.4616704885973424	29	18.0	16.0	other		0.020515512599458555	-0.8990945311725013
ALX3	0.24961763275326504	0.21575634074157873	0.5044331457343859	0.19724412283574536	29	18.0	16.0	other			0.9569246551437446
BCO2	-0.45783345067995357	0.21581207136314878	0.5044886924502407	0.3618182586714566	29	18.0	16.0	other		-0.17976901333744713	-0.3886536801647245
ZNF674	0.18456370637053285	0.2159351638994594	0.5046977386657917	0.14589783381659902	29	18.0	16.0	other		0.2693938930311138	0.17162156524840705
SLC1A2	0.4930120216525419	0.21596546875413053	0.5046977386657917	0.3897530189538482	29	18.0	16.0	other			1.0472024264872721
FAM102A	0.3318617833314311	0.21616051888438753	0.5050787542539243	0.26246939065739794	29	18.0	16.0	other	0.28861573822196207	1.177139373449523	-0.39491235816135273
DDX51	0.24049453668520962	0.21625823937073807	0.5052322711031798	0.1902486257706497	29	18.0	16.0	other	0.0023836193441675673	0.2946654927516808	0.06959012881695235
ANXA1	-0.7900806128791787	0.21650527871263187	0.5057345363148213	0.6253563409327981	29	18.0	16.0	other	-2.1206340028663706	-0.12664521487946614	-1.2129987517700187
VDR	0.58225852464074	0.21660860507622295	0.5059010034780524	0.46096961638142053	29	18.0	16.0	other	-0.06440782703162727	2.0439274010090096	-0.696780773998257
LEPROTL1	-0.31365740186009805	0.21667007446777836	0.5059696766356482	0.24835427752796807	29	18.0	16.0	other	0.0019173090442853244	-0.035034092908633706	-0.7068901889326863
C17ORF75	0.2852898926113067	0.2168483137831049	0.5062457863995175	0.22598283429676222	29	18.0	16.0	other	0.47644697820769055	-0.03321264667553573	0.38416571368590086
LIN37	-0.3336967487533693	0.21690258637289203	0.5062457863995175	0.2643587557053531	29	18.0	16.0	other		-0.6818250081310953	0.018455318624828965
MED13L	0.25407668831717206	0.21690779080105818	0.5062457863995175	0.20128508403936882	29	18.0	16.0	other	1.034471674064927	-0.1383318786788791	0.06337420894354763
TOMM5	-0.3303666844898486	0.2169166462923593	0.5062457863995175	0.2617288576611063	29	18.0	16.0	other	-0.08534770185166952	-0.7553788125788998	-0.30764288567594866
ZNF473	0.24363327215171388	0.21695471396985658	0.5062597503298384	0.1930318154869926	29	18.0	16.0	other	0.40221243110105565	0.26795254645013494	0.15543504774038178
PI4KA	0.3266162052572538	0.2170523350337089	0.5063963326345611	0.2588360284958399	29	18.0	16.0	other	0.5220569140726069	-0.05163570355631064	0.5305250108254014
SMARCA2	0.5183460766524014	0.21707743164586923	0.5063963326345611	0.4108006846410385	29	18.0	16.0	other	0.08163077738406341	1.929279663316676	-0.7008723011738734
ENHO	0.5523641718973599	0.2171942754253805	0.5065504325610207	0.43787502462664646	29	18.0	16.0	other		-0.20061560368846212	1.7383242036020823
ACBD6	0.24338612857488565	0.21720769546282184	0.5065504325610207	0.1929449924835071	29	18.0	16.0	other	-0.09468136666308917	0.3168811420922007	0.39144682211861503
FAM222B	0.24981609955349532	0.21732338846861396	0.5067453445612915	0.19809353802266877	29	18.0	16.0	other	0.5170658487554411	-0.027217816804722787	0.2539367735191878
ULK1	0.2409976269461581	0.21745974706443	0.5069702925113234	0.19115905196955	29	18.0	16.0	other	0.3833833711726326	0.08371462958887015	-0.023156228547289655
OGFRL1	-0.3339366219032052	0.21748411876602752	0.5069702925113234	0.26489257211592404	29	18.0	16.0	other	-0.02757523071932022	-0.4846260662119358	-0.7841818293302872
CDH2	1.0171478328736865	0.21759436159103812	0.5071523532562763	0.8070430154177948	29	18.0	16.0	other		0.2407453030394669	3.1785639666686194
ALKBH2	0.2942893581081631	0.21769385553003032	0.5073046224075689	0.23355200721153294	29	18.0	16.0	other	0.26945044937062157	-0.01190402505542079	0.38818900546056906
MUC4	-0.9718939318461803	0.21772399410254492	0.5073046224075689	0.7713600253710188	29	18.0	16.0	other	0.21071032371073156	-0.0023026085787294964	-3.654041777344426
ZXDA	0.2576785957350594	0.21796463775995256	0.5075597785462477	0.2046208126269225	29	18.0	16.0	other		0.29399508823876586	0.36110098938430085
EIF3CL	-0.19619617776092402	0.217971927335086	0.5075597785462477	0.15580057832491825	29	18.0	16.0	other	-0.4611191686587589		
DOK5	0.751202783563347	0.21797416627079003	0.5075597785462477	0.5965376801620383	29	18.0	16.0	other	-0.6124456817721938	1.075557351020721	1.833251835169566
MOB1B	0.29240496344881883	0.2179910660267383	0.5075597785462477	0.23221047514594637	29	18.0	16.0	other	0.9841558031004356	0.369063383814628	-0.6064053372504816
NAGS	0.4384959570823687	0.2180391165691229	0.5075597785462477	0.34826450626454974	29	18.0	16.0	other	0.8453556245440421	0.9241914083247323	-0.36267859048193596
ZNF582-AS1	-0.3410685637964847	0.2180468847399409	0.5075597785462477	0.27088991700899	29	18.0	16.0	other		-0.7436913649586425	0.32265000507198205
FAM83G	0.4336289049150698	0.21808479466785988	0.5075597785462477	0.34443406642520996	29	18.0	16.0	other	1.5620400071073222	0.20269102866041971	0.14728136168007216
TTC30B	0.311314859255808	0.21809083582885858	0.5075597785462477	0.24728261126199702	29	18.0	16.0	other		0.4277984240599873	-0.07515088134527453
VIL1	0.7325029910858111	0.21824269071301025	0.5078382859107194	0.5820365134448887	29	18.0	16.0	other		-0.2076563516581956	1.71979787985135
GRIA2	0.3915551806257223	0.2182764136362994	0.5078418653446134	0.3111476074424697	29	18.0	16.0	other			1.4198177505954634
GATA6-AS1	0.4074656046383441	0.21837121063957848	0.5079123269653495	0.32385921363585796	29	18.0	16.0	other		0.48808120160707347	0.9779715527816679
NOSTRIN	0.6418284374548893	0.2183903537593773	0.5079123269653495	0.5101557626698671	29	18.0	16.0	other	1.8146375306684086	0.7819781197241888	-0.322458991547081
USPL1	0.25000306116993376	0.2184380414920899	0.5079123269653495	0.19873545262539907	29	18.0	16.0	other	0.25176670096192144	-0.04209214194394591	0.17416775649792118
ERLIN2	-0.32364872232837394	0.2184802423585254	0.5079123269653495	0.2573029607006763	29	18.0	16.0	other	0.41421090706998553	-0.21695184659682515	-1.2098665257605996
ZNF773	0.33029622203728115	0.21848975882431493	0.5079123269653495	0.26259334035999937	29	18.0	16.0	other	0.6315251394896589	0.10789333292360466	0.3467597047767458
LSMEM2	-0.13209089601939256	0.21849983366758302	0.5079123269653495	0.10501775817768552	29	18.0	16.0	other			
PET117	0.35346460478704617	0.2185594969333326	0.507957528496238	0.2810564505455277	29	18.0	16.0	other	0.5380389812732149	-0.3360782259519116	0.8505343757687086
TTN	-0.4318075568516272	0.21863676265842408	0.507957528496238	0.3434097896143038	29	18.0	16.0	other			-0.8489537883370212
TTYH1	-0.4276169702851259	0.21864063637691292	0.507957528496238	0.34008001839536606	29	18.0	16.0	other		-1.1344722144045578	0.13572659654511526
RNF157	0.5362518677836242	0.21864804699578227	0.507957528496238	0.4264834429220871	29	18.0	16.0	other		-0.36230424759068797	1.2837221906803544
SERPINB5	-0.8986150324458964	0.21892823363431374	0.5085185035492793	0.7151188789529098	29	18.0	16.0	other	-1.6670111665390996	0.09778188088529062	-1.9916188965048605
FAAP20	0.2592352348803838	0.21895397129816868	0.5085185035492793	0.2063115310653259	29	18.0	16.0	other	-0.19402070924142287	0.012984336179188188	0.39520757392489814
PEX14	0.23481478090583385	0.21908459052934415	0.5087469836589436	0.1869309874629787	29	18.0	16.0	other	0.6541438038664124	-0.16089113853557357	0.06808457204188957
C4ORF50	0.07044384876924813	0.21930639709481997	0.5091449220377926	0.05610654625981542	29	18.0	16.0	other			0.22542232336091755
FCHO1	-0.5625912724093269	0.21932049148177177	0.5091449220377926	0.44810220829854874	29	18.0	16.0	other		-0.44002813426932313	-0.6446317092859135
WDR73	0.22810336470906215	0.21937197398349742	0.5091895230193595	0.1817044584248801	29	18.0	16.0	other	-0.10652015517076509	0.19389431384237887	0.2753135669455673
INPP5A	-0.28448752054275245	0.2194196173737619	0.5092252011384893	0.22664346146597253	29	18.0	16.0	other	-0.0033823100040616173	-0.7698382254005341	-0.3371782984950475
IQCD	-0.4332355112410389	0.21952364396834867	0.5093917026730256	0.34522690134240086	29	18.0	16.0	other	-0.4105513337977133	-0.2319251458444114	-0.8466969358111137
HTT	0.24658580018809456	0.2196283037211226	0.5095596242340235	0.19653950348833796	29	18.0	16.0	other	0.8474371366405905	0.122017072640224	-0.1661029660517227
CCDC177	0.11692662226108928	0.2197088596989792	0.5096715814745947	0.09321227017295318	29	18.0	16.0	other			0.360346338968296
SERPINB13	-0.44022918350857043	0.2197479707823248	0.5096873777707339	0.3509751146995234	29	18.0	16.0	other			-1.5120783089040961
OXA1L	-0.30813139548339086	0.21993506599247073	0.50997793233748	0.2457617623700327	29	18.0	16.0	other	-0.5499570875776997	-0.3705548435760804	-0.5515022273957016
JKAMP	0.2210562782990053	0.21993788133319928	0.50997793233748	0.1763128384539088	29	18.0	16.0	other	-0.185308954128577	0.29860857339675156	0.05151890091597573
ZNF267	-0.3545189984785551	0.2199872026227279	0.5100173479553369	0.2827927487622016	29	18.0	16.0	other	-0.7444083079371495	0.4394620156433051	-0.9653700098918349
FAM3C	-0.5710689976253144	0.22003031426426264	0.5100423576870574	0.4555740804105474	29	18.0	16.0	other	-1.1316948703214167	0.10935358070066348	-1.188372775180224
VHL	0.23206796685991826	0.22018722118359124	0.5103311050317106	0.1851984106443525	29	18.0	16.0	other	0.9306262673625584	-0.0717600685778099	0.08900322593405399
SAMD4B	0.28206679627503894	0.2202274400386057	0.5103493576691378	0.22511938126521316	29	18.0	16.0	other	0.8934103769290251	0.028518179586902538	0.19654889198892841
PIP5K1A	0.2709479843750233	0.2203169345764364	0.5104817783673407	0.21628844356084292	29	18.0	16.0	other	0.25006464715344645	0.3028383730969238	0.11328907722756056
CDCA7L	0.3536289282735995	0.22053096255299384	0.5108696479227045	0.28242421691383685	29	18.0	16.0	other	0.47433406128212235	-0.4224439137538669	0.7495821260454588
CCDC97	0.17604380305001688	0.22054908686542005	0.5108696479227045	0.14060229080418105	29	18.0	16.0	other	0.1402982273104766	0.08705784560969065	0.13276917214241588
HSPB6	-0.4459316351573758	0.2207582262884127	0.5112446699226952	0.3563214091084295	29	18.0	16.0	other	-0.6619004199293698		-0.5201474444933161
MYOZ3	0.26369205948067864	0.22077578939433715	0.5112446699226952	0.21071121231183293	29	18.0	16.0	other			
GPHA2	0.1692109606739811	0.22083249329568164	0.5113009408235598	0.13523024584068347	29	18.0	16.0	other			0.5241852734540576
NRP2	-0.7452845727194001	0.22089735803373906	0.5113203603289695	0.5957034374985396	29	18.0	16.0	other	-1.6484941405000573	-0.7478380913824882	-0.30976699780712363
GDF11	0.3908236372899673	0.22090569087791276	0.5113203603289695	0.31238979791747135	29	18.0	16.0	other	1.0596247935434377	-0.5794276366786629	1.277858573040566
TCAP	0.22522999550855272	0.22103606626590966	0.5114988780565373	0.180081090682204	29	18.0	16.0	other		-0.03126676782240662	0.27949243784595174
CSNK1G2	0.2414966045585902	0.2210476487399409	0.5114988780565373	0.19309191686572638	29	18.0	16.0	other	0.37439073185282157	0.5104013879006774	-0.04942563665957626
SERPINA5	-0.6347661092984221	0.22118917135274965	0.5117212941023368	0.5076955983360302	29	18.0	16.0	other		-0.6737852282025374	-0.2629988116914123
C5ORF34	0.359106901614221	0.2212143112621876	0.5117212941023368	0.28723521415845654	29	18.0	16.0	other		0.10152220600167933	0.8857720306406561
TEKT1	-0.6424022837408746	0.22125075882250522	0.5117212941023368	0.5138734524098666	29	18.0	16.0	other		0.18925941097259766	-1.8167274060771372
HORMAD1	0.6459262519725169	0.22127348942646835	0.5117212941023368	0.5167184607733796	29	18.0	16.0	other		0.8948550283223751	-0.18172371437241713
PYCR1	0.5510891745047707	0.22133283949634483	0.5117402571146082	0.4409102508433552	29	18.0	16.0	other	-0.09106746862197153	1.2352767599079022	-0.22453405738491958
IGHG2	-0.971673408740103	0.221479424827546	0.5117402571146082	0.7776605606161289	29	18.0	16.0	other	-3.0607659286800586		0.11008715776848757
MSTO1	0.29173438980378624	0.22149843042339332	0.5117402571146082	0.23349399722952893	29	18.0	16.0	other	-0.042566862773444514	0.744406561831566	-0.28357668713134376
LBH	0.6106866830256541	0.2215006896163701	0.5117402571146082	0.4887747050223456	29	18.0	16.0	other	0.7428774382334837	1.7706584459575851	-0.32838823249514965
ARL17B	0.44274554764435764	0.22155510657394703	0.5117402571146082	0.3544026613723041	29	18.0	16.0	other	0.6842057400295157	-0.3347112155788961	1.0498457218046022
PDE2A	-0.3508559952824523	0.22156384377740132	0.5117402571146082	0.2808536698037705	29	18.0	16.0	other			
EFCAB1	-0.6951725418264867	0.22156913151167448	0.5117402571146082	0.5564791693534157	29	18.0	16.0	other		0.8646039349863064	-2.505645161159697
CNTN2	0.40963232493900603	0.22156937632284135	0.5117402571146082	0.3279070535287674	29	18.0	16.0	other			1.4257138046447033
CD164	0.2497365577654236	0.2215794923774681	0.5117402571146082	0.19991639822034868	29	18.0	16.0	other	0.3858002537146498	0.25029613897116604	-0.2332006264744974
DYSF	-0.4788419138992467	0.2216060065190518	0.5117402571146082	0.383339907083357	29	18.0	16.0	other		0.11780723852152059	-0.39602077293275645
DNAH9	-0.6161573347844789	0.22165924958043853	0.5117737103840508	0.4933269696036789	29	18.0	16.0	other			-2.143509896813826
RNF5	0.3322886118942271	0.22169296711501468	0.5117737103840508	0.2660671250539002	29	18.0	16.0	other	0.5206208773710047	-0.7018671584475569	1.0832602592486795
TFPT	-0.4094191842265247	0.2217177948022924	0.5117737103840508	0.3278444951586183	29	18.0	16.0	other	-0.7221860336596032	-0.7539496576382895	-0.0622785879180071
RPS19BP1	0.25705838611353504	0.2217792672884485	0.5117904801530895	0.20586891451301456	29	18.0	16.0	other	-0.08424635429956176	0.3621726082734578	0.08595246357562422
DDX50	-0.2348853566974284	0.22180455372305125	0.5117904801530895	0.18812188791102516	29	18.0	16.0	other	-0.24205904220570254	-0.550889282218582	-0.10896061416037732
WTIP	-0.713865246627982	0.22183655925249499	0.5117904801530895	0.5717820170750679	29	18.0	16.0	other	1.5566493950926996	-1.6000840655212754	-1.5222080919915164
SPATA2	0.2729328542302051	0.22185479968611013	0.5117904801530895	0.2186188778696814	29	18.0	16.0	other	0.7300862487184496	0.1740888951495671	0.0812944189294549
MAPKAPK3	-0.40680919269890586	0.22189676837318048	0.5118124701301586	0.3258840276641497	29	18.0	16.0	other	-0.46117337781844103	0.08743252546463054	-1.2381576256016198
SLC25A28	0.2484059418014572	0.2220734307871164	0.512145083950586	0.1990694617148284	29	18.0	16.0	IFN	0.3903567462649795	0.05691863515704446	0.1940452723615459
LBP	-0.6002516650523025	0.2221587147589709	0.5122668946634227	0.4811253692520752	29	18.0	16.0	other			
UBE2W	0.24617010405218298	0.2221968858296308	0.51228004989856	0.19733176074549724	29	18.0	16.0	other	-0.14857034624627835	0.3014458411625873	0.20043988361203596
IDH3B	0.23690110280001836	0.22238283942802609	0.5124881662986333	0.18998005291749567	29	18.0	16.0	other	0.15251402906195294	-0.04920289645459082	0.3859314975161565
FDXACB1	-0.3598010677579959	0.22239959449341518	0.5124881662986333	0.2885489630743344	29	18.0	16.0	other		-0.3484105959838998	-0.34474128177647867
CGGBP1	0.15314146201217294	0.22241899715579747	0.5124881662986333	0.12281984885468031	29	18.0	16.0	other	-0.04932804750844115	0.2895189818426973	-0.021115225920665892
LINC01301	0.2620355789945004	0.22241971772896788	0.5124881662986333	0.21015354852905013	29	18.0	16.0	other		0.19097456241901548	-0.3201389675250482
SDK1	0.6026308011179133	0.22248500758672463	0.5124881662986333	0.48338226242251714	29	18.0	16.0	other		0.9847485809563933	0.3053034685497055
WDR31	0.2939020860660731	0.22251294195396498	0.5124881662986333	0.2357593756814708	29	18.0	16.0	other	0.8810540909989478	0.09405668428444902	-0.04118989303639926
KIFC3	0.5551677811016078	0.22251450835363057	0.5124881662986333	0.44534037215196237	29	18.0	16.0	other	0.6258673409770958	1.3090126691787076	-0.400614446422919
GPR12	0.3455127560995986	0.2225737101097817	0.512549704002079	0.2771972688102364	29	18.0	16.0	other			
HOXD13	0.28273128320605023	0.2226658236108484	0.5126870028827633	0.22687543707347904	29	18.0	16.0	other			0.6998421806250379
MKRN3	-0.3548138057715966	0.22273840280320967	0.5127792906086731	0.2847633214218632	29	18.0	16.0	other			-0.5589674357129706
TTLL5	0.2669265310638349	0.22277734142029829	0.5127941167426531	0.2142460357316742	29	18.0	16.0	other	0.9129513286301336	-0.4675473027570598	0.5154056424408293
SPNS3	-0.373944624163884	0.22282811529071464	0.5128231573413363	0.30017689292173105	29	18.0	16.0	other		-0.14300306794012085	-0.3790526980969852
ODF3B	-0.7227711313096626	0.2228762792284961	0.5128231573413363	0.5802526816516913	29	18.0	16.0	other	-0.3204899472179007	0.72411564932327	-2.7834325878517947
ZNF746	0.32099266982739605	0.222887458840667	0.5128231573413363	0.2577046422899226	29	18.0	16.0	other	1.2019799167812029	0.46630318101138013	-0.3525175818342917
ZNF572	0.19967165555093472	0.2229205578937831	0.512824534626914	0.16031546797138072	29	18.0	16.0	other			0.1829494586066256
RRM1	0.30507195303716644	0.2230515401477973	0.5130510571417045	0.24501204866175652	29	18.0	16.0	other	0.011243226595544727	0.3356464257551418	0.22837898186275368
ACKR2	-0.3123537060789726	0.22314032534291373	0.5131804683844682	0.2509096253896419	29	18.0	16.0	other			
UTP3	0.20636515635311212	0.22333712662806612	0.5134885347039786	0.16584275993214534	29	18.0	16.0	other	0.5364385585667957	0.0765188547296961	0.09530795298190864
HOMEZ	0.31347380917314815	0.2233393633103115	0.5134885347039786	0.2519205294210849	29	18.0	16.0	other	1.0487606023480436	0.03860997408882572	0.012381574715128777
ZNF385C	0.2529552366158297	0.22351211673837093	0.5138108522748769	0.20336315479206765	29	18.0	16.0	other		0.17056584474779654	0.3427799584373244
SLC30A4	-0.3666285302477639	0.22361023487728857	0.5139615289335377	0.2948148057186445	29	18.0	16.0	other		-0.9068730060442811	0.32411249145373294
SCLY	-0.2845734002840795	0.22367030995997592	0.5139772752084477	0.22886277055601378	29	18.0	16.0	other		-0.07104734847642885	-0.4865133366995979
CACNA2D4	-0.4080572565907277	0.2236822326418918	0.5139772752084477	0.32818099480676916	29	18.0	16.0	other		-0.2952853589426087	-0.33940291467624073
HNRNPL	-0.3919279059891875	0.22379600336085148	0.5140808848140337	0.31528839669291403	29	18.0	16.0	other	0.15554775954376787	-0.6870377819896104	-0.7387198332741313
DMAP1	0.21914002994776305	0.22382240164112488	0.5140808848140337	0.17629862211975497	29	18.0	16.0	other	-0.1918907490961199	0.2707837965606662	0.21971081919023971
DKC1	0.32250566850779827	0.22382506360811277	0.5140808848140337	0.25945802928582123	29	18.0	16.0	other	0.2299969089386085	0.1694868486998028	0.359746691226458
PANK1	0.33726475946719614	0.22395392171953335	0.5142791120746962	0.2714092864452383	29	18.0	16.0	other		-0.7687250900662704	0.5046033737156845
ABHD3	0.3178494349327446	0.2239765547992466	0.5142791120746962	0.2557978890400733	29	18.0	16.0	other	-0.19336975146944468	0.78022024959399	-0.10413831114830348
SLC7A6OS	0.21269087645287815	0.2240272482155861	0.514302608199629	0.1711879297685848	29	18.0	16.0	other	-0.20798015322183994	0.40860260986736957	0.17889858341409923
FBXL5	0.2061615302826542	0.22406985231777568	0.514302608199629	0.165948331692918	29	18.0	16.0	other	0.7415314013916013	0.19583369325086777	-0.38077326837681114
SLC22A18	0.4894332603735293	0.22408457008507826	0.514302608199629	0.39397884073487954	29	18.0	16.0	other	-0.3727760633167123	1.4122643226652423	-0.485785748833708
NEDD1	0.2839334523243201	0.22420632422315673	0.5145072120298415	0.2286194042217968	29	18.0	16.0	other	0.654590971777131	0.29318725094607506	-0.20186568694026383
PPM1H	0.5057586125071444	0.22441172753222985	0.5148645562600888	0.407415304572672	29	18.0	16.0	other		0.8696150122236619	0.3600907259616874
EP300	0.22142923729346253	0.22442730324842453	0.5148645562600888	0.17837911005774604	29	18.0	16.0	other	0.3571511499921052	0.22080213039325258	-0.014456281191732192
PRSS23	-0.8702493520914043	0.2246022167960487	0.5151909258358558	0.7013275573599747	29	18.0	16.0	other	-0.5885078848698237	-0.03930839610309963	-2.157614618764336
ADAMTS7	-0.3382556419575201	0.224678505870577	0.5152167170448954	0.2726437713569968	29	18.0	16.0	other		-0.2714919259345576	0.7087058111794959
RAP2A	0.2664094002006014	0.22467876481310126	0.5152167170448954	0.21473375818564058	29	18.0	16.0	other	0.6674663216991132	-0.002745722234061952	0.3344938122067479
MEG9	0.17362734769242313	0.2248213136056241	0.5153605528735558	0.13999287256511034	29	18.0	16.0	other			
ZCCHC17	0.22154160144364937	0.22490688387957963	0.5153605528735558	0.17865917400481082	29	18.0	16.0	other	-0.4713735887531268	0.09322646835090509	0.7105724873945701
KLF2	-0.7905372889577688	0.2249075672045794	0.5153605528735558	0.6375188754713392	29	18.0	16.0	other	-0.38259965893756515	-0.2850975352611761	-2.1576199502731885
SMURF2	0.32526868228546446	0.22491005817891577	0.5153605528735558	0.26231029256603183	29	18.0	16.0	other	0.16750769661340692	0.12883911684709196	0.5201825804415878
ULK2	0.4178562116042519	0.2249545257364892	0.5153605528735558	0.3370099134049543	29	18.0	16.0	other	1.0585812972292306	0.01712692236197626	0.5265498934513003
ANKRD18B	-0.3561395231960879	0.22501029916573173	0.5153605528735558	0.28726954087448636	29	18.0	16.0	other		-0.5165296639144724	-0.5524894427909492
FBLN7	0.607670229093423	0.22501349673998208	0.5153605528735558	0.490162903430514	29	18.0	16.0	other	0.2040490933548254	0.5652585633313792	1.2056666528037774
LRP11	0.3702349503370132	0.2250166584255984	0.5153605528735558	0.29864340722206273	29	18.0	16.0	other	1.686417729354145	-0.14921178324984963	-0.3067694133889358
ANKRD9	0.33337415576592266	0.22507653426736393	0.5153605528735558	0.2689459312250248	29	18.0	16.0	other	0.9099319530243748	0.16387232189799406	0.1913983449777407
BBS1	-0.21862587513147663	0.22509094429888807	0.5153605528735558	0.1763796415644642	29	18.0	16.0	other		-0.42478741311916707	0.19650115670116128
ATL2	0.32516853945780044	0.2251327255107976	0.5153605528735558	0.2623587527327001	29	18.0	16.0	other	1.2536976638756243	0.2303448710341856	-0.6099460139494156
TRIM22	-0.6634824027411865	0.2251334235982901	0.5153605528735558	0.5353244958899068	29	18.0	16.0	other	-0.2633056786527548	1.009983878871615	-3.4475211366711056
USP4	-0.21879861559307792	0.22518111483403844	0.5153949537229899	0.17655421736813276	29	18.0	16.0	other	-0.2988582707999108	-0.27023709078163666	-0.4819759359107205
PAK2	-0.24299301584229463	0.22521505604490716	0.5153978780757926	0.19609202179145424	29	18.0	16.0	TJ	0.045984825641532334	-0.2404087644790198	-0.4547428206199606
UBA7	-0.4265967666868573	0.22535868870474218	0.5156439790357866	0.3443671088827379	29	18.0	16.0	IFN	-0.7047210089759297	0.6084817281864546	-1.6385975870077787
MINK1	-0.2445969109180216	0.22538795382532606	0.5156439790357866	0.19746184109936818	29	18.0	16.0	other	-0.0938298194874904	-0.42565027231007746	-0.4007591269446424
HFM1	0.24223713863066043	0.2254903376392193	0.5158034267337259	0.1956010914726358	29	18.0	16.0	other			0.875337421765155
CIPC	0.24855088198181535	0.22556129108929923	0.515890942469641	0.2007307898094912	29	18.0	16.0	other	0.6818097950305146	0.09498741160114249	0.10004384401723371
AGT	0.6374937838302052	0.22562621957077741	0.5159646548706227	0.5149167118726877	29	18.0	16.0	other	-0.6856855888802047	1.8806294123615508	0.8681506810293157
NSUN7	0.47084259662828676	0.22568782786890731	0.5159936931731184	0.3803609599133481	29	18.0	16.0	other	1.2673003204135023	0.7872279027947574	-0.5721208928774193
C7	-0.577788577101306	0.22570432031693155	0.5159936931731184	0.46677219244351004	29	18.0	16.0	other	-0.27944107732796564		
BBS12	-0.19905357465325027	0.22575638189572408	0.5160379472595438	0.16082589981009324	29	18.0	16.0	other	-0.49951635050899224	0.040303483039267535	-0.3120765486498224
NRAS	-0.2561770632528986	0.22588256559997727	0.5161228510901946	0.20703672532720885	29	18.0	16.0	other	0.13104998122317765	-0.84464853138572	-0.22410253424303386
MTMR3	0.27778220714756424	0.22588406912284573	0.5161228510901946	0.22449827834077826	29	18.0	16.0	other	0.5583379895960581	0.3913215930389119	0.024922011058668196
TLR10	-0.3167893229779468	0.2258916540736982	0.5161228510901946	0.2560273772684536	29	18.0	16.0	other			-0.45623915968702083
FAM210A	-0.3109938049846855	0.22594532269624812	0.516170732130317	0.2513732884408993	29	18.0	16.0	other	-0.9725456412447092	-0.4912836704865934	0.11525906304567379
HIST2H2AA3	-0.31490182597753463	0.2260114853954527	0.5162471378191732	0.25456932649586483	29	18.0	16.0	other	-1.4924249945486185		
