symbol	n_probes	n_arrays	tokens	GSM558700	GSM558701	GSM558702	median_log2	mean_log2	direction_median
TMCC2	1	3	HUCEP11	-1.2863	0.251	-2.6439	-1.2863	-1.2264	DOWN
TMCC3	1	3	KIAA1145	0.3219	0.696	-1.3959	0.3219	-0.126	UP
TMCO5A	3	3	MGC35118	0.53065	3.853	-0.2009	0.53065	1.39425	UP
TMCO6	1	3	PRO1580	0.189	0.5059	-0.6897	0.189	0.00173333	UP
TMED1	1	3	IL1RL1LG	0.3785	1.6915	1.3561	1.3561	1.14203	UP
TMED10	1	3	TMP21	-1.889	2.4168	-1.2176	-1.2176	-0.229933	DOWN
TMED2	1	3	RNP24	-1.1844	1.2327	-1.5564	-1.1844	-0.5027	DOWN
TMED3	1	3	C15ORF22	0.3561	-0.1361	0.8074	0.3561	0.342467	UP
TMED5	1	3	CGI-100	-2.0589	0.546	3.9523	0.546	0.813133	UP
TMED6	1	3	MGC23911	-0.6666	0.6229	0.4957	0.4957	0.150667	UP
TMED7	1	3	CGI-109	-1.3585	0	0.0144	0	-0.448033	ZERO
TMED9	1	3	HSGP25L2G	-0.3219	-0.3959	-3.1844	-0.3959	-1.30073	DOWN
TMEFF1	1	3	TMEFF1	-1.889	2.0807	-1.2863	-1.2863	-0.364867	DOWN
TMEFF2	1	2	TMEFF2	-0.737	3.7452		1.5041	1.5041	UP
TMEM100	1	3	FLJ10970	-2	-0.4739	4.1094	-0.4739	0.545167	DOWN
TMEM101	1	3	MGC4251	0.1375	-0.4344	-0.0291	-0.0291	-0.108667	DOWN
TMEM102	1	3	FLJ36878	2.2928	1.269	4.3896	2.2928	2.65047	UP
TMEM105	1	3	FLJ38792	0.4854	-2.3219	0.2141	0.2141	-0.5408	UP
TMEM106A	2	3	MGC20235	0.7991	0.0393	-0.6388	0.0393	0.0665333	UP
TMEM106B	2	3	FLJ11273	0.2513	0.29825	-0.6439	0.2513	-0.03145	UP
TMEM106C	1	3	MGC5576	-0.7859	0.5945	-0.6439	-0.6439	-0.278433	DOWN
TMEM107	3	3	MGC10744	0.2869	-1.0205	2.56425	0.2869	0.610217	UP
TMEM108	1	3	MGC3040	-1.5146	2.516	-2.6439	-1.5146	-0.5475	DOWN
TMEM109	1	3	MGC5508	-0.3585	0.6041	-0.152	-0.152	0.0312	DOWN
TMEM11	1	3	C17ORF35	0.8074	1.9819	1.4436	1.4436	1.41097	UP
TMEM115	1	3	PL6	-0.1203	1.6781	-0.4941	-0.1203	0.354567	DOWN
TMEM117	1	3	DKFZP434K2435	-2.3219	1.7655	-1.3219	-1.3219	-0.6261	DOWN
TMEM121B	1	2	CECR6	2.0841	-0.9159		0.5841	0.5841	UP
TMEM123	2	3	PORIMIN	-0.988	-0.86225	0.14	-0.86225	-0.570083	DOWN
TMEM125	1	2	MGC17299	-1.2515		-3.4739	-2.3627	-2.3627	DOWN
TMEM126A	1	3	DKFZP586C1924	0.6871	-0.6897	0.1375	0.1375	0.0449667	UP
TMEM126B	1	3	HT007	-0.0145	-0.3401	1.6462	-0.0145	0.430533	DOWN
TMEM127	1	3	FLJ20507	0.4647	0.9411	-1.5146	0.4647	-0.0362667	UP
TMEM128	2	2	MGC13159	0.8156	-1.7859		-0.48515	-0.48515	DOWN
TMEM130	1	2	DKFZP761L1417		0.2987	0.2016	0.25015	0.25015	UP
TMEM131	2	3	RW1	-0.106	-0.70525	0.074	-0.106	-0.24575	DOWN
TMEM131L	1	3	KIAA0922	0.1375	0.6599	0.1243	0.1375	0.307233	UP
TMEM132A	1	3	HSPA5BP1	-2.0589	2.0566	0.0976	0.0976	0.0317667	UP
TMEM132B	2	3	KIAA1786|KIAA1906	-1.7859	1.5947	-0.1361	-0.1361	-0.1091	DOWN
TMEM132C	1	2	DKFZP761O2018	3.1326	0.2141		1.67335	1.67335	UP
TMEM132D	1	2	KIAA1944		0	0.251	0.1255	0.1255	UP
TMEM134	1	3	FLJ21749	-0.0291	0.4436	-0.6215	-0.0291	-0.069	DOWN
TMEM135	3	3	FLJ22104	-0.4739	-0.6588	0.275	-0.4739	-0.2859	DOWN
TMEM138	1	2	HSPC196	-0.5353	1.2987		0.3817	0.3817	UP
TMEM139	1	3	FLJ90586	0.1375	-0.9714	0.9486	0.1375	0.0382333	UP
TMEM140	1	2	FLJ11000	-0.415	-1.7859		-1.10045	-1.10045	DOWN
TMEM143	1	2	FLJ10922	-2.5564		-5.0589	-3.80765	-3.80765	DOWN
TMEM144	2	3	FLJ11155	-1.2515	-0.2345	0.9709	-0.2345	-0.1717	DOWN
TMEM145	1	3	FLJ90805	1.2388	-1.2515	0.9928	0.9928	0.3267	UP
TMEM147	1	3	NIFIE14	-1.3959	-0.5353	1.8278	-0.5353	-0.0344667	DOWN
TMEM14A	1	3	TMEM14A	-0.304	0.0566	-0.152	-0.152	-0.133133	DOWN
TMEM14B	1	3	TMEM14B	0.4751	-0.0589	1.2327	0.4751	0.549633	UP
TMEM14C	1	3	TMEM14C	0.2987	-0.6439	-0.4344	-0.4344	-0.259867	DOWN
TMEM150A	1	3	FLJ90024	-0.2009	0.111	1.6871	0.111	0.5324	UP
TMEM151A	1	2	MGC33486	1.251	-0.737		0.257	0.257	UP
TMEM154	1	2	FLJ32028	-1.6897		-1.2515	-1.4706	-1.4706	DOWN
TMEM156	1	2	FLJ23235	3.4249	-1.5995		0.9127	0.9127	UP
TMEM160	1	3	FLJ20512	1.2869	-2.9434	1.8359	1.2869	0.0598	UP
TMEM161A	2	3	FLJ20422	0.29075	-0.11385	1.0145	0.29075	0.397133	UP
TMEM161B	1	3	MGC33214	0.3448	-0.6897	-0.415	-0.415	-0.2533	DOWN
TMEM163	3	3	DKFZP566N034	0.6508	0.111	0.1243	0.1243	0.295367	UP
TMEM164	1	3	FLJ22679	0.1763	-0.889	-1.5995	-0.889	-0.770733	DOWN
TMEM165	1	3	TPARL	-0.5353	0.3785	0.7049	0.3785	0.1827	UP
TMEM167A	1	3	MGC23909	-1.8365	-0.454	0.3334	-0.454	-0.652367	DOWN
TMEM168	2	3	FLJ13576	-0.0893	0.15635	0.37315	0.15635	0.146733	UP
TMEM174	1	3	MGC13034	-2.5564	0.9635	-0.0439	-0.0439	-0.5456	DOWN
TMEM175	1	3	MGC4618	-0.7131	-1.9434	-2.1203	-1.9434	-1.59227	DOWN
TMEM176A	1	3	HCA112	3.5021	0.8718	-0.0589	0.8718	1.43833	UP
TMEM176B	2	2	LR8	-1.18145		-1.02945	-1.10545	-1.10545	DOWN
TMEM177	1	3	MGC10993	-0.3585	-1.4344	-2.8365	-1.4344	-1.54313	DOWN
TMEM178A	1	3	MGC33926	0.4647	-3.1844	1.9928	0.4647	-0.2423	UP
TMEM18	3	3	TMEM18	0.8953	-1.25035	-1.48685	-1.25035	-0.613967	DOWN
TMEM181	2	3	KIAA1423	-2.33835	1.34255	-4.0589	-2.33835	-1.6849	DOWN
TMEM182	2	3	FLJ30294	-1.68445	-1.7748	-0.2345	-1.68445	-1.23125	DOWN
TMEM183A	1	3	C1ORF37	2.121	0.669	1.0496	1.0496	1.27987	UP
TMEM184A	3	3	MGC9712	-0.0439	-1.152	0.01515	-0.0439	-0.393583	DOWN
TMEM184B	1	3	C22ORF5	-1.2515	-1.2863	-1.5146	-1.2863	-1.3508	DOWN
TMEM184C	1	2	TMEM34	-0.5995	-1.5995		-1.0995	-1.0995	DOWN
TMEM185A	2	3	FAM11A	0.40425	-0.5589	-1.72115	-0.5589	-0.625267	DOWN
TMEM185B	1	3	FAM11B	-0.6897	-0.0439	1.1953	-0.0439	0.1539	DOWN
TMEM186	1	3	DKFZP564K2062	0.7312	-0.2345	-0.737	-0.2345	-0.0801	DOWN
TMEM187	1	3	CXORF12	3.0909	-0.9434	0.0976	0.0976	0.748367	UP
TMEM192	1	3	FLJ38482	-0.6439	-2.8365	0.0976	-0.6439	-1.1276	DOWN
TMEM196	1	3	MGC42090	0.0426	-1.2176	2.0391	0.0426	0.288033	UP
TMEM200A	1	2	KIAA1913		0.6508	-1.1844	-0.2668	-0.2668	DOWN
TMEM203	1	3	MGC14327	-1.2863	1.3448	0.669	0.669	0.2425	UP
TMEM204	1	3	C16ORF30	1.4957	3.3074	-0.5995	1.4957	1.4012	UP
TMEM208	2	3	HSPC171	0.4182	-1.56015	-0.9773	-0.9773	-0.706417	DOWN
TMEM209	3	3	FLJ14803	0.74475	-1.8365	-1.0893	-1.0893	-0.727017	DOWN
TMEM214	1	3	FLJ20254	0.6781	-1.4344	2.0391	0.6781	0.4276	UP
TMEM217	3	3	C6ORF128	-1.7859	-1.6897	0.0704	-1.6897	-1.13507	DOWN
TMEM222	1	3	DKFZP564D0478	-0.304	-0.2863	-0.0589	-0.2863	-0.2164	DOWN
TMEM223	1	3	MGC3196	0.275	-0.074	-0.2176	-0.074	-0.00553333	DOWN
TMEM229B	1	3	FLJ33387	-3.0589	3.1683	-3.4739	-3.0589	-1.1215	DOWN
TMEM230	2	3	C20ORF30	0.95975	-0.4607	0.35085	0.35085	0.2833	UP
TMEM234	2	3	RP4-622L5	3.723	-1.0508	-1.6897	-1.0508	0.3275	DOWN
TMEM237	2	3	ALS2CR4	0.8359	-0.3585	-0.4149	-0.3585	0.0208333	DOWN
TMEM242	1	3	C6ORF35	-0.3585	-0.0439	0.1243	-0.0439	-0.0927	DOWN
TMEM243	1	3	C7ORF23	0.1243	0.7225	-1.0589	0.1243	-0.0707	UP
TMEM245	2	3	C9ORF5	-0.5922	0.88785	0.0869	0.0869	0.127517	UP
TMEM248	2	3	FLJ10099	-2.2149	0.9709	-2.7149	-2.2149	-1.31963	DOWN
TMEM25	2	3	TMEM25	1.5259	-0.73615	-1.1068	-0.73615	-0.105683	DOWN
TMEM252	1	2	C9ORF71	0.4854	-1.4739		-0.49425	-0.49425	DOWN
TMEM254	2	3	C10ORF57	1.00625	0.275	-0.737	0.275	0.181417	UP
TMEM255A	3	3	FLJ20716	-1.3585	2.8438	0.251	0.251	0.578767	UP
TMEM256	3	3	MGC40107	1.4594	0.0286	2.0321	1.4594	1.17337	UP
TMEM258	1	3	C11ORF10	0.585	-1.3219	0.433	0.433	-0.1013	UP
TMEM259	2	3	C19ORF6	0.67295	-0.9728	-0.39515	-0.39515	-0.231667	DOWN
TMEM260	1	3	C14ORF101	-1.0589	-1.889	1.7782	-1.0589	-0.3899	DOWN
TMEM263	2	3	MGC17943	-1.7573	0.9709	-1.63405	-1.63405	-0.806817	DOWN
TMEM266	1	2	C15ORF27		1.757	-3.6439	-0.94345	-0.94345	DOWN
TMEM267	2	3	FLJ21657	-2.93075	-0.48005	-0.16795	-0.48005	-1.19292	DOWN
TMEM268	1	3	C9ORF91	-0.0291	-0.3401	0.251	-0.0291	-0.0394	DOWN
TMEM270	1	2	WBSCR28	-2.5564	0.2987		-1.12885	-1.12885	DOWN
TMEM272	1	2	FLJ37307	-2.1203		-0.304	-1.21215	-1.21215	DOWN
TMEM277P	1	3	MGC45922	1.144	-0.4941	-0.1047	-0.1047	0.181733	DOWN
TMEM33	1	3	TMEM33	-1.5564	0.251	-2	-1.5564	-1.1018	DOWN
TMEM35A	1	2	TMEM35	1.0635		-3.8365	-1.3865	-1.3865	DOWN
TMEM37	1	3	PR1	-2.3219	3.7613	-3.3219	-2.3219	-0.6275	DOWN
TMEM38A	1	3	MGC3169	0.4114	-0.415	1.8718	0.4114	0.622733	UP
TMEM38B	1	3	C9ORF87	-0.1361	0.9855	-1.6897	-0.1361	-0.2801	DOWN
TMEM39A	1	3	FLJ10902	0.4436	-0.415	-2.5564	-0.415	-0.8426	DOWN
TMEM39B	2	3	FLJ10315	0.90735	0.08265	0.9242	0.90735	0.638067	UP
TMEM40	2	3	FLJ11036	-0.189	-2.0058	-1.889	-1.889	-1.36127	DOWN
TMEM42	1	3	MGC29956	3.157	-0.7859	2.6346	2.6346	1.66857	UP
TMEM43	1	3	MGC3222	-1.0291	0.4005	-0.5146	-0.5146	-0.381067	DOWN
TMEM45A	1	3	FLJ10134	2.0072	-1.5564	-1.0291	-1.0291	-0.192767	DOWN
TMEM47	1	3	TM4SF10	-0.3219	1.6323	-0.2515	-0.2515	0.352967	DOWN
TMEM50A	1	3	SMP1	-0.3771	0.2987	-0.3771	-0.3771	-0.151833	DOWN
TMEM50B	1	3	C21ORF4	-1.6897	3.497	-0.9159	-0.9159	0.297133	DOWN
TMEM51	2	3	FLJ10199	0.09645	0.31555	1.13105	0.31555	0.51435	UP
TMEM52B	1	2	FLJ31166	-2.737		-1.4739	-2.10545	-2.10545	DOWN
TMEM53	3	3	FLJ22353	1.3951	0.512	-1.0291	0.512	0.292667	UP
TMEM54	2	3	BCLP	0.37005	-0.31155	-0.23915	-0.23915	-0.0602167	DOWN
TMEM59	1	3	C1ORF8	-1	2.7549	-1.2176	-1	0.1791	DOWN
TMEM59L	1	2	C19ORF4	5.8061	0.3896		3.09785	3.09785	UP
TMEM60	2	3	C7ORF35	1.2497	-0.1949	0.2526	0.2526	0.4358	UP
TMEM62	1	3	FLJ23375	-1.0291	-0.889	0.4114	-0.889	-0.502233	DOWN
TMEM63A	2	3	KIAA0792	-0.17925	0.6508	-1.60015	-0.17925	-0.3762	DOWN
TMEM63B	3	3	C6ORF110	1.2987	-0.4706	-1.0893	-0.4706	-0.0870667	DOWN
TMEM64	1	3	DKFZP762C1112	-0.6666	0.6871	-2.2515	-0.6666	-0.743667	DOWN
TMEM67	2	3	MGC26979	1.27675	2.5801	-1.3219	1.27675	0.844983	UP
TMEM68	2	3	FLJ32370	1.0553	-0.63375	-0.02205	-0.02205	0.133167	DOWN
TMEM70	1	3	FLJ20533	-1.737	2.5236	-1	-1	-0.0711333	DOWN
TMEM71	1	3	FLJ33069	-0.304	2.1603	-0.3959	-0.304	0.4868	DOWN
TMEM74	1	2	FLJ30668	-0.5146		2.4141	0.94975	0.94975	UP
TMEM74B	1	3	C20ORF46	-1.2515	-1.6897	1.4906	-1.2515	-0.483533	DOWN
TMEM79	3	3	MGC13102	0.1243	0.3219	0.2016	0.2016	0.215933	UP
TMEM86A	1	3	FLJ90119	0.2141	-0.889	-1.8365	-0.889	-0.837133	DOWN
TMEM86B	1	2	MGC30208	2.854	1.4276		2.1408	2.1408	UP
TMEM87A	3	3	DKFZP564G2022	-0.2487	0.14315	0.3219	0.14315	0.0721167	UP
TMEM87B	1	3	FLJ14681	0.1763	0.5059	3.6542	0.5059	1.44547	UP
TMEM8B	1	3	C9ORF127	-0.6897	0.1243	-0.454	-0.454	-0.3398	DOWN
TMEM9	1	3	TMEM9	-0.5778	-0.9714	0.263	-0.5778	-0.428733	DOWN
TMEM92	1	3	FLJ33318	-0.5146	0.8237	-0.0145	-0.0145	0.0982	DOWN
TMEM94	1	3	KIAA0195	1.3045	-1.9434	1.257	1.257	0.206033	UP
TMEM97	1	3	MAC30	-1.2863	-3.3219	-0.811	-1.2863	-1.8064	DOWN
TMEM9B	2	3	C11ORF15	-1.57795	1.5776	-0.06205	-0.06205	-0.0208	DOWN
TMF1	1	3	TMF1	-0.6897	-0.415	0.0841	-0.415	-0.3402	DOWN
TMIE	1	3	TMIE	2.5922	-3.0589	-0.3585	-0.3585	-0.275067	DOWN
TMIGD2	1	3	MGC23244	3.2016	0.585	1.0496	1.0496	1.61207	UP
TMLHE	1	3	TMLHE	1.3161	-0.1203	-0.454	-0.1203	0.247267	DOWN
TMOD1	1	3	TMOD1	-3.0589	1.189	-2.1203	-2.1203	-1.33007	DOWN
TMOD2	1	2	TMOD2	3.3089		3.5185	3.4137	3.4137	UP
TMOD3	1	3	TMOD3	-0.3219	-2	-1	-1	-1.1073	DOWN
TMOD4	1	2	TMOD4	0.757		-0.8365	-0.03975	-0.03975	DOWN
TMPO	3	3	TMPO	-1.3585	-0.1681	-1.4344	-1.3585	-0.987	DOWN
TMPRSS11E	2	3	DESC1	-0.2009	-2.0639	-4.6439	-2.0639	-2.3029	DOWN
TMPRSS3	1	3	TMPRSS3	-0.9159	1.511	-0.7131	-0.7131	-0.0393333	DOWN
TMPRSS4	2	3	TMPRSS4	-1.6327	1.9467	-0.544	-0.544	-0.0766667	DOWN
TMPRSS6	2	3	TMPRSS6	-1.7664	-0.11455	-2.13265	-1.7664	-1.33787	DOWN
TMSB10	1	3	TMSB10	2.4436	-1.4344	0.2869	0.2869	0.432033	UP
TMSB15A	1	2	TMSNB		1.8319	2.0426	1.93725	1.93725	UP
TMSB15B	1	2	MGC39900	-3.3219	-1.7859		-2.5539	-2.5539	DOWN
TMSB4X	17	3	TMSB4X	-0.304	-1.2515	1.3334	-0.304	-0.0740333	DOWN
TMSB4XP6	1	3	TMSB4L	0.1763	-1.4739	0.4854	0.1763	-0.270733	UP
TMSB4Y	2	3	TMSB4Y	-0.8625	2.26	0.9808	0.9808	0.792767	UP
TMT1A	1	3	DKFZP586A0522	-1.152	-0.454	1.0426	-0.454	-0.1878	DOWN
TMT1B	1	3	MGC17301	-1.889	-0.7131	-1.9434	-1.889	-1.51517	DOWN
TMTC1	1	2	ARG99	1.2327		2.3391	1.7859	1.7859	UP
TMTC2	1	2	DKFZP762A217		1.8836	-1.8365	0.02355	0.02355	UP
TMTC4	2	3	FLJ14624	0.1658	-0.4735	-0.07855	-0.07855	-0.12875	DOWN
TMUB1	2	3	C7ORF21	1.1234	-0.35595	-1.152	-0.35595	-0.128183	DOWN
TMUB2	2	3	MGC3123	-0.9434	-0.2688	-1.75155	-0.9434	-0.987917	DOWN
TMX1	1	3	TXNDC	-1.152	0.3448	-0.3585	-0.3585	-0.388567	DOWN
TMX2	1	3	TMX2	0.251	1.1506	0.1635	0.251	0.5217	UP
TMX3	1	3	FLJ20793	-1.737	4.2861	-5.6439	-1.737	-1.0316	DOWN
TMX4	1	3	DJ971N18.2	0.2265	0.7225	-2.6439	0.2265	-0.564967	UP
TNC	1	2	TNC	-2.0589	-2.4739		-2.2664	-2.2664	DOWN
TNF	1	3	TNF	-0.4941	1.6088	-0.5778	-0.4941	0.178967	DOWN
TNFAIP1	1	3	TNFAIP1	-0.5995	1.4957	-2.6439	-0.5995	-0.582567	DOWN
TNFAIP3	1	3	TNFAIP3	-0.811	8.2427	-2.4739	-0.811	1.6526	DOWN
TNFAIP6	1	3	TNFAIP6	-0.5353	1.157	-0.889	-0.5353	-0.0891	DOWN
TNFAIP8	1	3	TNFAIP8	-1	2.0461	-0.6215	-0.6215	0.141533	DOWN
TNFRSF10A	1	2	TNFRSF10A	-0.811		-0.889	-0.85	-0.85	DOWN
TNFRSF10B	2	3	TNFRSF10B	-0.0145	3.44165	-0.80255	-0.0145	0.874867	DOWN
TNFRSF10C	2	3	TNFRSF10C	0.33345	1.1362	0.111	0.33345	0.526883	UP
TNFRSF10D	1	3	TNFRSF10D	-0.889	0.6599	-0.6897	-0.6897	-0.306267	DOWN
TNFRSF11A	2	3	TNFRSF11A	-1.66095	1.11565	-1.0674	-1.0674	-0.537567	DOWN
TNFRSF11B	1	3	TNFRSF11B	0.4222	4.7447	-0.6897	0.4222	1.4924	UP
TNFRSF12A	1	3	TNFRSF12A	0.2869	-1.8365	0.0841	0.0841	-0.4885	UP
TNFRSF13B	1	2	TNFRSF13B	-1		-3.0589	-2.02945	-2.02945	DOWN
TNFRSF13C	1	2	TNFRSF13C	-0.454	-0.1681		-0.31105	-0.31105	DOWN
TNFRSF14	3	3	TNFRSF14	-0.8625	-0.3585	1.4854	-0.3585	0.0881333	DOWN
TNFRSF17	1	3	TNFRSF17	1.6826	2.0566	0.3896	1.6826	1.37627	UP
TNFRSF18	2	3	TNFRSF18	-0.3224	-0.55325	0.8379	-0.3224	-0.0125833	DOWN
TNFRSF19	1	3	TNFRSF19	0.1635	2.269	0.5261	0.5261	0.9862	UP
TNFRSF1A	1	3	TNFRSF1A	-1.3585	2.0496	-1.5146	-1.3585	-0.2745	DOWN
TNFRSF1B	2	3	TNFRSF1B	3.6288	4.70635	-1.3219	3.6288	2.33775	UP
TNFRSF21	1	2	TNFRSF21	-1.3959	0.6508		-0.37255	-0.37255	DOWN
TNFRSF25	3	3	TNFRSF25	0.263	-1.4739	1.3581	0.263	0.0490667	UP
TNFRSF4	1	2	TNFRSF4	2.4463		0.7908	1.61855	1.61855	UP
TNFRSF6B	1	3	TNFRSF6B	0.2016	2.0807	1.7268	1.7268	1.33637	UP
TNFRSF8	3	3	TNFRSF8	1.4222	1.1763	-0.9453	1.1763	0.551067	UP
TNFRSF9	1	2	TNFRSF9	1.8278		0.2016	1.0147	1.0147	UP
TNFSF10	1	3	TNFSF10	-0.7612	0.1635	-0.6215	-0.6215	-0.4064	DOWN
TNFSF11	3	3	TNFSF11	-3.07925	-0.6115	0.473	-0.6115	-1.07258	DOWN
TNFSF13	3	3	TNFSF13	-0.5995	-0.8625	1.0635	-0.5995	-0.132833	DOWN
TNFSF13B	1	2	TNFSF13B	-4.3219	-1.3585		-2.8402	-2.8402	DOWN
TNFSF14	1	2	TNFSF14		0.2388	0.3103	0.27455	0.27455	UP
TNFSF18	1	2	TNFSF18	-1	1.8639		0.43195	0.43195	UP
TNFSF4	1	3	TNFSF4	-3.1844	0.2016	4.852	0.2016	0.623067	UP
TNFSF8	1	2	TNFSF8	-0.9714	1.3334		0.181	0.181	UP
TNFSF9	1	3	TNFSF9	-0.0145	-1.2863	0.6871	-0.0145	-0.204567	DOWN
TNIK	1	3	TNIK	0.4005	-1.2515	-0.9434	-0.9434	-0.598133	DOWN
TNIP1	2	3	TNIP1	0.84955	0.2831	1.47175	0.84955	0.868133	UP
TNIP2	1	3	TNIP2	0.251	0.275	-0.2688	0.251	0.0857333	UP
TNIP3	1	2	TNIP3		0.7655	1.696	1.23075	1.23075	UP
TNK1	1	3	TNK1	-0.3219	-3.1844	1.7866	-0.3219	-0.573233	DOWN
TNK2	8	3	ACK1	-0.0145	-0.46395	1.1178	-0.0145	0.213117	DOWN
TNKS	1	3	TNKS	-0.3401	-1.2515	-0.5564	-0.5564	-0.716	DOWN
TNKS2	1	2	TNKS2	1.0635	-0.304		0.37975	0.37975	UP
TNMD	1	2	TNMD	-1.737	1.263		-0.237	-0.237	DOWN
TNN	1	2	TNN	-4.0589	-2.8365		-3.4477	-3.4477	DOWN
TNNC1	1	3	TNNC1	1.4594	-0.8625	1.9598	1.4594	0.852233	UP
TNNC2	1	2	TNNC2	-1.4739	2.4249		0.4755	0.4755	UP
TNNI1	1	3	TNNI1	-2.4739	4.2441	-2.1203	-2.1203	-0.1167	DOWN
TNNI2	1	3	TNNI2	-0.5146	-0.2863	0.3785	-0.2863	-0.1408	DOWN
TNNI3	2	3	TNNI3	-1.4365	-1	1.27175	-1	-0.38825	DOWN
TNNI3K	1	3	TNNI3K	-2.3219	3.4019	-3.3219	-2.3219	-0.7473	DOWN
TNNT1	2	3	TNNT1	0.0144	-0.5945	0.12875	0.0144	-0.15045	UP
TNNT2	2	3	TNNT2	-2.32195	2.2898	1.1953	1.1953	0.387717	UP
TNNT3	2	2	TNNT3	-1.6949		-1.0893	-1.3921	-1.3921	DOWN
TNP2	1	2	TNP2	-0.1844	1.1506		0.4831	0.4831	UP
TNPO1	1	3	TNPO1	0.7991	-0.6439	-1.3959	-0.6439	-0.413567	DOWN
TNPO2	3	3	TNPO2	-0.9714	-1.737	-0.40245	-0.9714	-1.03695	DOWN
TNPO3	2	3	TNPO3	1.6726	-1.9629	0.9572	0.9572	0.2223	UP
TNR	1	3	TNR	-3.1844	3.2735	2.9241	2.9241	1.0044	UP
TNRC18	2	3	KIAA1856|TNRC18	0.21325	-0.3508	0.46125	0.21325	0.1079	UP
TNRC6A	4	3	TNRC6	-1.4739	0.3896	-1	-1	-0.694767	DOWN
TNRC6B	3	3	KIAA1093	-2.8704	-1.5564	-0.428	-1.5564	-1.61827	DOWN
TNRC6C	3	3	KIAA1582	-1.2176	0.0426	-1.6897	-1.2176	-0.9549	DOWN
TNS1	3	3	TNS	1.1928	-0.8625	1.9542	1.1928	0.7615	UP
TNS2	3	3	TENC1	-1	-1.4344	0.2133	-1	-0.740367	DOWN
TNS3	3	3	TENS1	1.09205	-1.2863	1.06935	1.06935	0.2917	UP
TNS4	1	2	CTEN	-1.1203		-0.5564	-0.83835	-0.83835	DOWN
TNXB	2	3	TNXB	-2.8219	-0.1125	-1.11015	-1.11015	-1.34818	DOWN
TOB1	1	3	TOB1	-1.737	0.7655	-2.1203	-1.737	-1.0306	DOWN
TOB2	1	3	TOB2	2.0942	-1.152	3.4893	2.0942	1.47717	UP
TOE1	1	3	TOE1	0.2869	-2.1844	-0.6666	-0.6666	-0.8547	DOWN
TOGARAM1	1	3	KIAA0423	-0.8625	-0.9434	0	-0.8625	-0.601967	DOWN
TOLLIP	1	3	TOLLIP	-0.9159	3.6276	-1.6439	-0.9159	0.355933	DOWN
TOM1	1	3	TOM1	0.9782	1.1506	0.0704	0.9782	0.733067	UP
TOM1L1	1	3	TOM1L1	0.0566	0.4222	-0.2345	0.0566	0.0814333	UP
TOM1L2	1	3	TOM1L2	-0.2009	-0.4739	1.0072	-0.2009	0.1108	DOWN
TOMM20	1	3	TOMM20	-0.7612	5.8753	-5.6439	-0.7612	-0.1766	DOWN
TOMM22	1	3	TOMM22	-0.889	0.3448	0.1243	0.1243	-0.139967	UP
TOMM34	1	3	TOMM34	0.5261	-0.7612	2.3448	0.5261	0.703233	UP
TOMM40	1	3	TOMM40	0.4436	-0.889	-0.0589	-0.0589	-0.1681	DOWN
TOMM40L	2	3	FLJ12770	0.546	-0.069	-0.1844	-0.069	0.0975333	DOWN
TOMM7	1	3	TOMM7	-0.415	0.7137	-0.737	-0.415	-0.1461	DOWN
TOMM70	1	3	TOMM70A	-1.8365	-2.9434	1.2987	-1.8365	-1.1604	DOWN
TONSL	2	3	NFKBIL2	0.3219	1.97455	1.25835	1.25835	1.18493	UP
TOP1	1	3	TOP1	-0.2176	-2.1844	-0.4344	-0.4344	-0.945467	DOWN
TOP2A	1	3	TOP2A	-0.3585	-0.6666	0.7824	-0.3585	-0.0809	DOWN
TOP2B	1	3	TOP2B	0.4436	-0.5146	-0.2009	-0.2009	-0.0906333	DOWN
TOP3A	2	2	TOP3A	-0.1844	1.2599		0.53775	0.53775	UP
TOP3B	2	3	TOP3B	-0.9055	-1.2052	0.4005	-0.9055	-0.570067	DOWN
TOP6BL	2	3	FLJ22531	-0.152	2.2942	-1.2606	-0.152	0.293867	DOWN
TOPAZ1	1	2	FLJ36157		3.5668	1.4542	2.5105	2.5105	UP
TOPBP1	2	3	TOPBP1	1.02815	0.5656	0.7049	0.7049	0.766217	UP
TOPORS	1	3	TOPORS	-1.0589	0.4854	-0.9714	-0.9714	-0.514967	DOWN
TOR1A	1	3	DYT1	-0.9159	1.1043	-0.5146	-0.5146	-0.108733	DOWN
TOR1AIP1	2	3	LAP1B	0.07645	0.80275	-1.04495	0.07645	-0.05525	UP
TOR1B	1	3	TOR1B	0.111	0.275	0.3785	0.275	0.254833	UP
TOR2A	2	3	TOR2A	1.2364	0.6176	1.1858	1.1858	1.01327	UP
TOR3A	2	3	TOR3A	-0.02335	1.3651	-0.1203	-0.02335	0.40715	DOWN
TOX	2	3	TOX	-0.7018	1.0566	-1.9477	-0.7018	-0.530967	DOWN
TOX2	3	3	C20ORF100	-0.6897	0.9204	-1.50815	-0.6897	-0.425817	DOWN
TOX3	1	2	TNRC9	0.4542	4.1747		2.31445	2.31445	UP
TOX4	1	3	C14ORF92	0.251	-0.4739	-0.304	-0.304	-0.175633	DOWN
TP53	1	3	TP53	-0.2345	-0.5564	0.3674	-0.2345	-0.141167	DOWN
TP53AIP1	2	3	P53AIP1	0.7555	2.4751	-1.5146	0.7555	0.572	UP
TP53BP1	1	3	TP53BP1	0.4436	-0.415	-1.0291	-0.415	-0.3335	DOWN
