query,cohort,gene,r,n,p,q
TACSTD2,lung,OR51D1,0.2670504923148125,117,0.003606968541185207,0.23318768348981642
TACSTD2,lung,KCTD18,0.26683929366619163,126,0.0025246163424649105,0.20570957601516335
TACSTD2,lung,KLHDC1,0.2662664927982257,126,0.002581280098575432,0.206971731540321
TACSTD2,lung,NTNG1,0.26541471638032793,126,0.0026676668878110473,0.2103016926565022
TACSTD2,lung,COL20A1,0.2653041603249612,126,0.0026790687459324674,0.2103016926565022
TACSTD2,lung,SLFNL1,0.26518954986688403,126,0.0026909351668065557,0.2103016926565022
TACSTD2,lung,NAV1,0.26443178544502355,126,0.00277059295050447,0.21118075156067403
TACSTD2,lung,ZNF225,0.261986443572022,126,0.0030423724038802593,0.2199719446482477
TACSTD2,lung,BIRC6,0.2619729662264289,126,0.00304393461919938,0.2199719446482477
TACSTD2,lung,WFDC6,0.26158542250091305,126,0.003089166748929085,0.22049150876171295
TACSTD2,lung,GSTA2,0.26103354846988797,117,0.004473978059322789,0.2517729074608528
TACSTD2,lung,PRUNE2,0.2609146172960541,126,0.003168892535867215,0.2243458342428465
TACSTD2,lung,RPS15A,0.2602200337213667,126,0.0032533920784597703,0.22651231446292333
TACSTD2,lung,ZNF44,0.25963783588950706,126,0.0033257756534734455,0.22848337653022818
TACSTD2,lung,IRX2,0.25934345725655966,126,0.003362923905060386,0.22848337653022818
TACSTD2,lung,OR51A2,0.2593397211244755,115,0.005129614161673406,0.26066039369688565
TACSTD2,lung,KRTAP21-1,0.25924878378709004,42,0.09733727630036118,0.5605794812508985
TACSTD2,lung,LBX2,0.25911710238980407,126,0.0033917414691031567,0.22848337653022818
TACSTD2,lung,MAP3K20,0.2586712165654823,126,0.0034491583106352587,0.22848337653022818
TACSTD2,lung,LSM14B,0.258303058830713,126,0.0034972231338734217,0.2284852447463969
TACSTD2,lung,CLEC18A,0.2575901868399704,115,0.0054487506986056885,0.26271326062837963
TACSTD2,lung,LCE1F,0.25728137579620797,42,0.09999525464623066,0.5661354444620157
TACSTD2,lung,ZNF84,0.25648192086254007,126,0.003743951584480952,0.23707853418036307
TACSTD2,lung,GLYATL1,0.25532297057342407,126,0.003908994320960555,0.24255407977497953
TACSTD2,lung,CACNA1E,0.2550139541085548,126,0.003954088784221494,0.24322961296377787
TACSTD2,lung,INPP5F,0.2549786042468788,126,0.003959276984590165,0.24322961296377787
TACSTD2,lung,KLRF1,0.2544902005867587,126,0.004031586262182908,0.24402954492860077
TACSTD2,lung,PCDHA3,0.25434874781296013,126,0.004052748670404235,0.24411385649829997
TACSTD2,lung,PIK3R1,0.2523715397735454,126,0.004359159696847954,0.2517729074608528
TACSTD2,lung,FOXF2,0.2523610336692422,126,0.004360841797474876,0.2517729074608528
TACSTD2,lung,EFCAB9,0.25224332492248497,126,0.0043797275637752885,0.2517729074608528
TACSTD2,lung,AFF4,0.25166496959841667,126,0.004473589797419914,0.2517729074608528
TACSTD2,lung,CNOT9,0.2512349255397961,126,0.004544545200117408,0.2517729074608528
TACSTD2,lung,GP1BB,0.25111078190759417,126,0.004565214820422015,0.2517729074608528
TACSTD2,lung,OR2A12,0.2509233347894776,117,0.00635630720559195,0.27040914713833136
TACSTD2,lung,CRTAM,0.2502505077614545,126,0.004710774345916083,0.2524991401856327
TACSTD2,lung,KRTAP1-5,0.25023906659666545,126,0.0047127378549077425,0.2524991401856327
TACSTD2,lung,ZNF14,0.25000599886428954,126,0.00475289607687761,0.25296879636760655
TACSTD2,lung,MYO1E,0.2493277050621508,126,0.004871514486618713,0.2550078728791907
TACSTD2,lung,ACADM,0.24932588800390967,126,0.004871835770725371,0.2550078728791907
TACSTD2,lung,ATAD1,0.2493080765261659,126,0.004874986119176271,0.2550078728791907
TACSTD2,lung,HSDL1,0.2487628698832641,126,0.004972302788235804,0.25523123406198284
TACSTD2,lung,WDR70,0.24805739181374978,42,0.1132051981983971,0.5851170893404989
TACSTD2,lung,SELENOI,0.2480367171560314,126,0.005104611108269183,0.2604617271277185
TACSTD2,lung,SLC15A4,0.2470923859644054,126,0.005281370579105845,0.26271326062837963
TACSTD2,lung,OR8B4,0.24688867175283624,117,0.0072853489734204125,0.27510547132659097
TACSTD2,lung,INA,0.2466522930156386,126,0.005365597080037885,0.26271326062837963
TACSTD2,lung,USP4,0.24658360988841493,126,0.005378849425595725,0.26271326062837963
TACSTD2,lung,GLIPR1,0.24652165520861696,126,0.0053908285600155256,0.26271326062837963
TACSTD2,lung,SWSAP1,0.2464921441970089,126,0.00539654296998042,0.26271326062837963
TACSTD2,lung,COL10A1,0.24626683956827652,126,0.005440348547232808,0.26271326062837963
TACSTD2,lung,CSHL1,0.24626332108689933,126,0.0054410351465943325,0.26271326062837963
TACSTD2,lung,PLXNA4,0.2458378599983047,126,0.005524631773683589,0.26271326062837963
TACSTD2,lung,SIKE1,0.24563287339267575,126,0.00556531574504111,0.26271326062837963
TACSTD2,lung,PWWP2A,0.24516411550547154,126,0.005659355954579607,0.26271326062837963
TACSTD2,lung,SLFN14,0.24497624241728122,126,0.005697441975793776,0.26323725986075647
TACSTD2,lung,XCL2,0.24488292840749581,115,0.008347608554222195,0.28246041656153137
TACSTD2,lung,OR10G8,0.24427290518199118,117,0.007950112556864885,0.27792533370407213
TACSTD2,lung,PTGFRN,0.24303230457669855,126,0.00610513209888754,0.26503343863481305
TACSTD2,lung,DET1,0.24292085171604919,126,0.0061292741792975365,0.26503343863481305
TACSTD2,lung,SRGAP1,0.24257453831062487,126,0.006204832838179599,0.2660322079369503
TACSTD2,lung,HOXD11,0.24181874197535255,126,0.006372615955397994,0.27040914713833136
TACSTD2,lung,SSX3,0.24171372224312726,126,0.006396246156151327,0.2704823545758787
TACSTD2,lung,BRD1,0.24146491761663136,126,0.006452540092110842,0.27163158211259264
TACSTD2,lung,FXR1,0.24134422601265748,126,0.006480005740035084,0.27163158211259264
TACSTD2,lung,OR2A14,0.24080191544400806,117,0.008914709724846221,0.28591905372052245
TACSTD2,lung,HLA-B,0.24043873923439754,126,0.006689401296546432,0.27163158211259264
TACSTD2,lung,OR52E8,0.23962197523484308,117,0.00926535288446188,0.28598358480481556
TACSTD2,lung,HCAR3,0.2395133588801906,126,0.006909584093084222,0.27414152911831563
TACSTD2,lung,DTNBP1,0.23883211988456615,126,0.007075762470268624,0.27414152911831563
TACSTD2,lung,PSMB3,0.23874251825219042,126,0.007097881193659643,0.27414152911831563
TACSTD2,lung,HDAC3,0.238304914504869,126,0.007206789848481626,0.2745919312598572
TACSTD2,lung,OTOP3,0.2382232638923117,126,0.00722727386292951,0.2745919312598572
TACSTD2,lung,PDE7B,0.23809127838672972,126,0.007260494756803232,0.27500794250615435
TACSTD2,lung,MITF,0.23752695526979042,126,0.007404067107335599,0.276015261103734
TACSTD2,lung,HMGB3,0.23722206288579906,42,0.13036502087304644,0.6045174908268464
TACSTD2,lung,UNG,0.2370654614661283,126,0.0075233420175585645,0.276015261103734
TACSTD2,lung,SGSM2,0.23697650553022104,126,0.007546527688655778,0.276015261103734
TACSTD2,lung,APOA4,0.23681713875390248,126,0.00758822368530866,0.276015261103734
TACSTD2,lung,DEAF1,0.2367638865971783,126,0.0076022017420305996,0.276015261103734
TACSTD2,lung,HMMR,0.23656074091647095,126,0.007655734689793358,0.276015261103734
TACSTD2,lung,HAT1,0.23654379795078978,126,0.007660214542961634,0.276015261103734
TACSTD2,lung,TRIP13,0.236468118453227,126,0.007680253146107636,0.276015261103734
TACSTD2,lung,NCK1,0.23625749261202791,126,0.007736267701997844,0.2766912067585883
TACSTD2,lung,CHD4,0.23610690909776105,126,0.007776535786058526,0.2766912067585883
TACSTD2,lung,BARX1,0.23596557684465327,126,0.007814498610358664,0.2766912067585883
TACSTD2,lung,GLB1L2,0.23591733550058805,126,0.007827494064306082,0.2766912067585883
TACSTD2,lung,GGT1,0.2352387051353682,42,0.13370569654448522,0.6074067837123006
TACSTD2,lung,LARP6,0.23463283230242118,126,0.00818062682909496,0.28246041656153137
TACSTD2,lung,ZNF276,0.2346016630200577,126,0.008189368084576118,0.28246041656153137
TACSTD2,lung,PCYT1A,0.23436932896833734,126,0.00825478548409131,0.28246041656153137
TACSTD2,lung,TNRC18,0.23380914900182295,126,0.008414416104354748,0.28246041656153137
TACSTD2,lung,FN3K,0.23356438443215596,126,0.008485016938136858,0.28246041656153137
TACSTD2,lung,UBR5,0.23346112811548134,126,0.008514957177424285,0.28246041656153137
TACSTD2,lung,FBXO31,0.23341034107746977,126,0.00852971761150385,0.28246041656153137
TACSTD2,lung,MATN4,0.23340121456422921,126,0.008532372479547391,0.28246041656153137
TACSTD2,lung,CDC42EP4,0.23323746987228297,126,0.008580129358209067,0.28328191795498814
TACSTD2,lung,DDIT4,0.23308052260790577,126,0.008626125135829757,0.28404104847260225
TACSTD2,lung,GIGYF2,0.23278181632117664,126,0.008714267388061017,0.2854211504185078
TACSTD2,lung,RIF1,0.23262264862431717,126,0.008761558523710853,0.28545573786485917
TACSTD2,lung,SIX5,0.23218181574685198,126,0.008893721220920157,0.28591905372052245
TACSTD2,lung,BEX4,0.23211788439122666,126,0.008913033316711,0.28591905372052245
TACSTD2,lung,TRIQK,0.2319266775622908,126,0.008971013199898306,0.28598358480481556
TACSTD2,lung,PABPN1L,0.2316828404387151,126,0.009045434772427493,0.28598358480481556
TACSTD2,lung,PIP4K2A,0.23143351187630753,126,0.009122094923952946,0.28598358480481556
TACSTD2,lung,PIGX,0.2312754017713592,126,0.00917100479117267,0.28598358480481556
TACSTD2,lung,ADAMTSL3,0.23126891705783068,126,0.009173015702689417,0.28598358480481556
TACSTD2,lung,SIX1,0.23124361570502588,126,0.009180865377444999,0.28598358480481556
TACSTD2,lung,H4C13,0.23122502806019207,126,0.009186635915929288,0.28598358480481556
TACSTD2,lung,FIGNL1,0.23110452876290033,126,0.009224122570763368,0.28598358480481556
TACSTD2,lung,FKBPL,0.23094417237228132,126,0.009274217647107775,0.28598358480481556
TACSTD2,lung,NSMAF,0.23080214868769997,126,0.009318785709666062,0.28598358480481556
TACSTD2,lung,ZBTB24,0.2302437269250444,126,0.009495858050783176,0.28747754989812974
TACSTD2,lung,TRIO,0.23019771558660973,126,0.009510579301872556,0.28747754989812974
TACSTD2,lung,PGBD4,0.22971312609190034,126,0.009666848003830024,0.2890026842903215
TACSTD2,lung,HOXA4,0.22957133081001027,126,0.009712999188571705,0.2890026842903215
TACSTD2,lung,CRNKL1,0.22936555039961767,126,0.00978032114275055,0.28924143281697334
TACSTD2,lung,DEFB128,0.22931235091573218,126,0.009797792269893442,0.28924143281697334
TACSTD2,lung,NFYC,0.22894830529674623,126,0.009918086676857077,0.29009988628848393
TACSTD2,lung,SH3GL3,0.22892922909423166,126,0.009924425857453102,0.29009988628848393
TACSTD2,lung,ARTN,0.22876101608734783,126,0.00998047895464675,0.29009988628848393
TACSTD2,lung,NEK2,0.22840403126230724,126,0.010100359567927914,0.291566686102355
TACSTD2,lung,IRX1,0.22838693045340744,126,0.010106133920619367,0.291566686102355
TACSTD2,lung,ADAD2,0.22752998526738852,126,0.010399238703072466,0.29487358378923917
TACSTD2,lung,ASCL5,0.22742253951982314,126,0.01043651096526035,0.29487358378923917
TACSTD2,lung,CDON,0.22733403176191003,126,0.010467301896709406,0.29487358378923917
TACSTD2,lung,PDCD2L,0.227175940873418,126,0.01052249877273451,0.29487358378923917
TACSTD2,lung,GID8,0.2269467477155684,126,0.010602974903740552,0.29487358378923917
TACSTD2,lung,VMA21,0.22685656728145154,126,0.010634787708582276,0.29487358378923917
TACSTD2,lung,EIF5A,0.2267322755763399,124,0.011332268523726728,0.29684314068089634
TACSTD2,lung,CIAO3,0.22667870105269936,126,0.010697779155687325,0.29487358378923917
TACSTD2,lung,TMEM50A,0.22654101706678642,126,0.010746764822757717,0.29487358378923917
CLDN4,pan-cancer,TYW1B,0.39983418110251623,349,7.899933476070082e-15,2.1248480627419357e-12
CLDN4,pan-cancer,CLDN3,0.34387648807892457,1178,4.901953063765703e-34,7.290674791738731e-30
CLDN4,pan-cancer,CLIP2,0.29203119556657553,1178,1.3619898842667958e-24,6.752291849566685e-21
CLDN4,pan-cancer,TMEM120A,0.28941254307263503,349,3.680392001504162e-08,1.0025360849518573e-06
CLDN4,pan-cancer,PRXL2B,0.27262815509504906,349,2.3016503561787813e-07,4.552186934500932e-06
CLDN4,pan-cancer,RAB36,0.2618676295864109,349,6.999264697465177e-07,1.1290059954200081e-05
CLDN4,pan-cancer,PRH2,0.26130662992172893,349,7.407258043355521e-07,1.1829117243394541e-05
CLDN4,pan-cancer,KCTD7,0.25466573905137985,1178,6.798856469517387e-19,1.0669332844443607e-15
CLDN4,pan-cancer,COL26A1,0.25238419842403503,348,1.854697710964665e-06,2.5072364449234395e-05
CLDN4,pan-cancer,MLXIPL,0.2463777681782469,1178,9.504082686798791e-18,9.42361478671723e-15
CLDN4,pan-cancer,BIN3,0.24087138704573938,1178,5.198040123265676e-17,3.9788569454378567e-14
CLDN4,pan-cancer,UPK3B,0.240056304147575,1178,6.660652233031799e-17,4.593184147664952e-14
CLDN4,pan-cancer,KRT16,0.23975535713791946,349,5.921864898986735e-06,6.562899678312032e-05
CLDN4,pan-cancer,C10orf95,0.23834650084987322,349,6.739647389660033e-06,7.309876600041445e-05
CLDN4,pan-cancer,ACTBL2,0.23700491876800336,1178,1.671395846023956e-16,8.286223472638099e-14
CLDN4,pan-cancer,OBP2A,0.23664915132703362,349,7.86798467854352e-06,8.340736715892927e-05
CLDN4,pan-cancer,TYRO3,0.23628601169525504,1178,2.072069588150711e-16,9.941255156311459e-14
CLDN4,pan-cancer,CCL26,0.2347260204453968,1178,3.2949796548579396e-16,1.5314447627094418e-13
CLDN4,pan-cancer,P3H3,0.23463737536696974,349,9.43842582302638e-06,9.661232433989769e-05
CLDN4,pan-cancer,FCGR1A,0.23449224567083982,349,9.562562669161503e-06,9.761427218835899e-05
CLDN4,pan-cancer,GUSB,0.23154791223248844,1178,8.390147839195903e-16,3.5653333946388763e-13
CLDN4,pan-cancer,MON1A,0.2314502759891023,349,1.255124097913294e-05,0.0001225703263838767
CLDN4,pan-cancer,TMEM64,0.23052889122118414,1178,1.1288895654421541e-15,4.4395385627686943e-13
CLDN4,pan-cancer,EBI3,0.22903357263661991,1178,1.7404441434446783e-15,6.163244225107786e-13
CLDN4,pan-cancer,HSPB7,0.22800651429500066,1178,2.3389869460574195e-15,8.090175081095814e-13
CLDN4,pan-cancer,ZBTB39,0.2266182364916521,1178,3.4797935585989486e-15,1.056223869327391e-12
CLDN4,pan-cancer,IGFL1,0.22539537297471537,1178,4.9269962932999145e-15,1.4368473700048948e-12
CLDN4,pan-cancer,TBL2,0.22361574019849903,1178,8.143369836367265e-15,2.1248480627419357e-12
CLDN4,pan-cancer,GABRR2,0.220840488956296,1178,1.7676928346036434e-14,4.309982873616392e-12
CLDN4,pan-cancer,GHSR,0.2200717352286921,1178,2.1870094565966724e-14,5.1630780393590964e-12
CLDN4,pan-cancer,RPL36A,0.21916081874845933,349,3.629369883735376e-05,0.00029822993525301794
CLDN4,pan-cancer,CD164,0.21762324083958465,1178,4.28539409614918e-14,9.657070665458598e-12
CLDN4,pan-cancer,PROM2,0.21736155521831732,1178,4.602642908142198e-14,1.0217180294447599e-11
CLDN4,pan-cancer,DUSP23,0.21563579584747744,1178,7.35459767852808e-14,1.5406328348274382e-11
CLDN4,pan-cancer,SH2D6,0.2155499066621747,349,4.903365791539207e-05,0.0003822209613079803
CLDN4,pan-cancer,RENBP,0.21408314339885315,1178,1.1174237887642886e-13,2.2766361657933238e-11
CLDN4,pan-cancer,OXER1,0.212709314067024,1178,1.6135873453136466e-13,3.15774797195393e-11
CLDN4,pan-cancer,RPRM,0.21026903877091868,1178,3.080025775877999e-13,5.547439988889893e-11
CLDN4,pan-cancer,GP9,0.20975496376287875,1178,3.5258464700255253e-13,6.169401711610546e-11
CLDN4,pan-cancer,TMEM115,0.2095551326413053,1178,3.715726819820777e-13,6.426047091999351e-11
CLDN4,pan-cancer,OVOL2,0.20862746840561291,1178,4.736914223861932e-13,7.915969129381856e-11
CLDN4,pan-cancer,PARP9,0.20811039694673072,1178,5.420745952782829e-13,8.859643357773517e-11
CLDN4,pan-cancer,ANKRD29,0.20756910434977288,1178,6.240245753705204e-13,9.873529265410372e-11
CLDN4,pan-cancer,PTGER4,0.20630883948868659,1178,8.64782955324139e-13,1.299183524700598e-10
CLDN4,pan-cancer,FOXP3,0.20499053882119195,1178,1.213854003489504e-12,1.7533310052903327e-10
CLDN4,pan-cancer,NAT14,0.20330295058709624,1178,1.8673663685963763e-12,2.5956392523489633e-10
CLDN4,pan-cancer,B3GALT4,0.2032305526228819,1178,1.90203405857216e-12,2.61934745862442e-10
CLDN4,pan-cancer,P2RY1,0.20314979709194841,1178,1.94144790541943e-12,2.6490967612204757e-10
CLDN4,pan-cancer,ANKRD33,0.2028736387723744,1178,2.0823722027943056e-12,2.815556524741791e-10
CLDN4,pan-cancer,TRIP6,0.20280476695986777,1178,2.1190502882225024e-12,2.8393364807867817e-10
CLDN4,pan-cancer,SFRP4,0.20274966423015808,1178,2.1488506188342652e-12,2.853558504814467e-10
CLDN4,pan-cancer,SPSB2,0.20245921700721264,1178,2.312843148277067e-12,3.0174487845898967e-10
CLDN4,pan-cancer,NKIRAS2,0.2016353245680236,1178,2.847653742811308e-12,3.529429509736049e-10
CLDN4,pan-cancer,VEGFB,0.20144025068002439,1178,2.991030558618337e-12,3.64636045068283e-10
CLDN4,pan-cancer,GPR37L1,0.20106266424470876,1178,3.288918202645191e-12,3.976917107962758e-10
CLDN4,pan-cancer,GJA3,0.20098020208279596,1178,3.3577404846348274e-12,3.995173938237903e-10
CLDN4,pan-cancer,SLC22A11,0.2000739899337834,1178,4.2133986834926664e-12,4.895771767155189e-10
CLDN4,pan-cancer,TNNI1,0.19997826349366726,1178,4.315382531902121e-12,4.975401891238778e-10
CLDN4,pan-cancer,ZAR1,0.19983274920261238,1178,4.475054209963746e-12,5.119806251137753e-10
CLDN4,pan-cancer,PHKG1,0.1992184996345722,1178,5.215223866007814e-12,5.745631448824757e-10
CLDN4,pan-cancer,CACNA1S,0.19814472616515305,1178,6.807142070227017e-12,7.295088070247723e-10
CLDN4,pan-cancer,TNK2,0.19793105506007233,1178,7.1764334838143695e-12,7.623935371769365e-10
CLDN4,pan-cancer,GAL3ST3,0.197522782841333,1178,7.937375155001157e-12,8.198095880578626e-10
CLDN4,pan-cancer,PTGER2,0.1970904506533711,1178,8.82921006934822e-12,8.994304202836716e-10
CLDN4,pan-cancer,FOLR2,0.1967839735826144,349,0.00021621738225953004,0.0013255569358392376
CLDN4,pan-cancer,JAZF1,0.19621120966069375,1178,1.0955837494020878e-11,1.0791137155534605e-09
CLDN4,pan-cancer,SHISA5,0.1954629455906175,1178,1.3154199068551632e-11,1.2704052126400548e-09
CLDN4,pan-cancer,DUSP13B,0.19503040761401785,1178,1.4616017462062788e-11,1.4024775981500635e-09
CLDN4,pan-cancer,NMNAT3,0.1945829975093647,1178,1.6295078461518427e-11,1.5436732608800227e-09
CLDN4,pan-cancer,PRSS50,0.1944015668678702,1178,1.7028472626357863e-11,1.5928583230932109e-09
CLDN4,pan-cancer,MICB,0.19435597476118635,1178,1.721778582441434e-11,1.6005008035407154e-09
CLDN4,pan-cancer,TREM2,0.1940930963816136,1178,1.835016456345303e-11,1.6935403741401392e-09
CLDN4,pan-cancer,LDLRAD4,0.1935758285929118,1178,2.079498429594615e-11,1.8858768380097994e-09
CLDN4,pan-cancer,USH1G,0.1909804156865148,1178,3.874698997786917e-11,3.219463586261722e-09
CLDN4,pan-cancer,TOLLIP,0.19084816894900658,1178,3.998607098418603e-11,3.260465995855578e-09
CLDN4,pan-cancer,TSPYL5,0.19078227655995394,1178,4.0617817463232986e-11,3.2831999952753486e-09
CLDN4,pan-cancer,ANKRD16,0.19062083359942755,1178,4.220716997355128e-11,3.393228319008801e-09
CLDN4,pan-cancer,KBTBD13,0.19047199588546532,1178,4.3726168302564675e-11,3.496447855720669e-09
CLDN4,pan-cancer,C4orf46,0.19040189005922498,1178,4.446003087571279e-11,3.5361178567619055e-09
CLDN4,pan-cancer,H1-7,0.18984485393573491,1178,5.073479563429613e-11,4.013716039728118e-09
CLDN4,pan-cancer,SH3PXD2B,0.18941292767576012,1178,5.618819160963623e-11,4.37532447021005e-09
CLDN4,pan-cancer,MEX3C,0.18930489938810993,1178,5.763925311303259e-11,4.464940685156946e-09
CLDN4,pan-cancer,GNMT,0.18917829235388817,1178,5.938649976915864e-11,4.552862943642765e-09
CLDN4,pan-cancer,DAZAP2,0.1889722678461345,1178,6.234094160606268e-11,4.754855510292155e-09
CLDN4,pan-cancer,PSKH2,0.18864712502944495,1178,6.729797274809713e-11,5.080826135443901e-09
CLDN4,pan-cancer,NOXA1,0.1883356834071159,1178,7.240608698021338e-11,5.3861401233383544e-09
CLDN4,pan-cancer,SAMD14,0.18810332594799065,1178,7.646185275486332e-11,5.602054857256563e-09
CLDN4,pan-cancer,HS6ST1,0.18783981366263394,1178,8.133019349574261e-11,5.9295292542263715e-09
CLDN4,pan-cancer,TUBA3D,0.1877994375916144,1043,9.822492373028613e-10,4.816393289241733e-08
CLDN4,pan-cancer,CCDC85C,0.18709673898866416,1178,9.674668184927513e-11,6.95127245963415e-09
CLDN4,pan-cancer,C1orf115,0.18672590379719964,1178,1.0547316318291472e-10,7.505752899614787e-09
CLDN4,pan-cancer,POLM,0.18656749395363445,1178,1.0943092013834917e-10,7.701034258363937e-09
CLDN4,pan-cancer,NINJ1,0.18655415697055963,1178,1.0977067590756099e-10,7.701034258363937e-09
CLDN4,pan-cancer,CUL7,0.1863050042476501,1178,1.1631041380157936e-10,8.083573759209765e-09
CLDN4,pan-cancer,MYO7A,0.18591441248739507,1178,1.2733519697791253e-10,8.808634347220898e-09
CLDN4,pan-cancer,POTEG,0.18554780611614952,1043,1.563479859955067e-09,7.111203656609087e-08
CLDN4,pan-cancer,POTEC,0.18529153584804237,1178,1.4705925361101018e-10,9.987270680166914e-09
CLDN4,pan-cancer,CDC42SE1,0.18515202412205464,1178,1.5186978425338646e-10,1.0220630322174736e-08
CLDN4,pan-cancer,LCE1F,0.18506445291110785,349,0.0005109499983542022,0.0026973528672690357
CLDN4,pan-cancer,ZNF655,0.18484995314734282,1178,1.6281774357868742e-10,1.0859140359846717e-08
CLDN4,pan-cancer,ARID5A,0.1842042953651352,1178,1.8886323167756506e-10,1.2320012476931689e-08
CLDN4,pan-cancer,MRGPRE,0.18408076663585962,1178,1.9429022817145113e-10,1.2610012134091857e-08
CLDN4,pan-cancer,ECE2,0.18408037822751028,349,0.0005479540550513762,0.0028578680333897983
CLDN4,pan-cancer,USP5,0.18403285114258455,1178,1.9643600575824264e-10,1.2647587504945206e-08
CLDN4,pan-cancer,ZNF674,0.18387484028014417,1178,2.0367726158923728e-10,1.3057292722485887e-08
CLDN4,pan-cancer,NPR1,0.18385516243724964,1178,2.045970866024417e-10,1.3059967678275174e-08
CLDN4,pan-cancer,PPARGC1B,0.18380231039831635,1178,2.0708772025787072e-10,1.3162460099979962e-08
CLDN4,pan-cancer,ZNF317,0.18348126608346566,1178,2.2286478326919432e-10,1.4104969878990327e-08
CLDN4,pan-cancer,TTBK1,0.18298157763033834,1178,2.4978043665020585e-10,1.5609178295371898e-08
CLDN4,pan-cancer,RTP2,0.182588514585691,1178,2.731568650980876e-10,1.69985860025266e-08
CLDN4,pan-cancer,SLC2A6,0.1823971235479593,1178,2.8529876055561225e-10,1.7680201940598418e-08
CLDN4,pan-cancer,LTC4S,0.18228045528498035,1178,2.929567824040842e-10,1.8079444915750806e-08
CLDN4,pan-cancer,ARFGAP2,0.18213300610821934,1178,3.0292247987824616e-10,1.8488070120757175e-08
CLDN4,pan-cancer,CASTOR2,0.18157670570954523,1178,3.4358540116970595e-10,2.0399371135906018e-08
CLDN4,pan-cancer,SH3RF2,0.18157344180248228,1178,3.438390121969773e-10,2.0399371135906018e-08
CLDN4,pan-cancer,AKR7A3,0.1814855705970702,1178,3.5073577565689547e-10,2.0558074135586547e-08
CLDN4,pan-cancer,KCNK1,0.18148111216398777,1178,3.5108927791561774e-10,2.0558074135586547e-08
CLDN4,pan-cancer,SLC10A4,0.1810048542339971,1178,3.909208417904541e-10,2.262321276244912e-08
CLDN4,pan-cancer,RPS12,0.18084032397221111,1178,4.056794209149497e-10,2.311750968301934e-08
CLDN4,pan-cancer,FRS3,0.18063243967701645,1178,4.2510537551160275e-10,2.404027471476832e-08
CLDN4,pan-cancer,FTMT,0.18059352952625013,1178,4.2884079257284753e-10,2.415965571187864e-08
CLDN4,pan-cancer,AVPR1B,0.18038943042837166,1178,4.489647507111829e-10,2.5103205779426403e-08
CLDN4,pan-cancer,SLC25A15,0.17974666925997324,1178,5.185411723251144e-10,2.8563936503671952e-08
CLDN4,pan-cancer,TCF23,0.17970142935201075,1178,5.238158567459604e-10,2.8748019326135312e-08
CLDN4,pan-cancer,CYP1A2,0.1795681594292704,1178,5.39660031801766e-10,2.948958451295886e-08
CLDN4,pan-cancer,HPRT1,0.1795546382839494,1178,5.412933888279277e-10,2.948958451295886e-08
CLDN4,pan-cancer,RIPK2,0.1794988604896262,1178,5.480824384932416e-10,2.975047484565687e-08
CLDN4,pan-cancer,MAGEA4,0.17934914187122603,1178,5.667185258231043e-10,3.042889759771491e-08
CLDN4,pan-cancer,TMEM270,0.17931569417790452,1178,5.709655216252223e-10,3.054665540694939e-08
CLDN4,pan-cancer,DNAJB8,0.1792624261711907,1178,5.777932958725688e-10,3.080114584054737e-08
CLDN4,pan-cancer,MFSD4A,0.17912870016520305,1178,5.952864973368193e-10,3.15078152131335e-08
CLDN4,pan-cancer,HTR7,0.17899455180698456,1178,6.133531197200936e-10,3.234893953757784e-08
CLDN4,pan-cancer,OMP,0.17837722001449544,1178,7.036163067502823e-10,3.668657177730708e-08
CLDN4,pan-cancer,SIAH2,0.17836156337776674,1178,7.060661198966451e-10,3.668657177730708e-08
CLDN4,pan-cancer,KRT18,0.17834968544887322,1178,7.079302158331966e-10,3.668657177730708e-08
CLDN4,pan-cancer,NPFFR1,0.1779221144988166,1178,7.783199973644134e-10,4.005520180207931e-08
CLDN4,pan-cancer,CCL27,0.17773365474048525,1178,8.114685567590604e-10,4.140323361695772e-08
CLDN4,pan-cancer,FHOD3,0.17743519294157953,1178,8.667980362155193e-10,4.3849956437528633e-08
CLDN4,pan-cancer,RHOH,0.17731906435188277,1178,8.893048336915944e-10,4.443732883447789e-08
CLDN4,pan-cancer,CENPV,0.1759208142175458,1178,1.2092418558581088e-09,5.727733204865668e-08
CLDN4,pan-cancer,LIMD2,0.17592080706948124,1178,1.2092437479512e-09,5.727733204865668e-08
CLDN4,pan-cancer,TRABD2B,0.1759000377569644,1178,1.2147535754648282e-09,5.735565056472505e-08
CLDN4,pan-cancer,FAIM2,0.17586822554729917,1178,1.2232403624951704e-09,5.742619877115396e-08
CLDN4,pan-cancer,LRRK1,0.17548818879415473,1178,1.3291982991995714e-09,6.216718963520511e-08
CLDN4,pan-cancer,EDN2,0.1751228194532351,1178,1.4394635493627012e-09,6.677167499641481e-08
CLDN4,pan-cancer,GPR68,0.17511755611822416,1178,1.441115287692406e-09,6.677167499641481e-08
CLDN4,pan-cancer,SPG7,0.17483859398823237,1178,1.531349557529732e-09,7.007926759735294e-08
CLDN4,pan-cancer,SLC29A3,0.17440071903445636,1178,1.6841820864775404e-09,7.590557627933473e-08
CLDN4,pan-cancer,OAS2,0.1742779924122502,1178,1.7296164293217378e-09,7.7717779919342e-08
CLDN4,pan-cancer,RPH3AL,0.1741332643372328,1178,1.7847298469088238e-09,7.995267172612933e-08
