gene,class,n_lines_screened_twice,between_screen_r,p,sd_screen1
INSM2,non-essential control,32,0.20904973589110892,0.25086249522939286,0.1586163822294976
EIF2B5,common essential,32,0.20769680233135543,0.25401213382500104,0.22929684224116906
MT1B,non-essential control,32,0.20711475338957222,0.255375146510349,0.10183071320767131
COG8,common essential,32,0.20675545489084918,0.2562189371293703,0.2478976983938591
BUB3,common essential,32,0.20668640887648287,0.2563812977214704,0.73851820770079
GTF2E1,common essential,32,0.20648241159146957,0.25686139006396236,0.2550807642541167
CLDN17,non-essential control,32,0.20574780645852978,0.2585951316385999,0.09723781980171718
LALBA,non-essential control,32,0.20520734453939787,0.25987557829764213,0.14213296371971773
ANLN,common essential,32,0.20448309583381735,0.2615979665928877,0.2787128078298937
MMP20,non-essential control,32,0.20424553545395188,0.26216455293896723,0.13884278756220617
CYP11B1,non-essential control,32,0.20320524201826723,0.2646551428196218,0.13372021178075266
KRT77,non-essential control,32,0.20229443991412,0.26684837813740875,0.15881254098969316
GNL3,common essential,32,0.20185426651267957,0.26791256679047504,0.26308961513017504
CLASRP,common essential,32,0.20074156020212244,0.2706150340256392,0.2809852299601616
CLCA1,non-essential control,32,0.1992373916211257,0.27429634726840996,0.10072808421088121
GTPBP4,common essential,32,0.1989704266475817,0.27495309475992186,0.5053934656125905
CEP135,common essential,32,0.19817905451083803,0.27690589166417506,0.19426947565184158
ARCN1,common essential,32,0.19777827506603324,0.27789827109267573,0.20548393087819222
MBD3L1,non-essential control,32,0.19564939666288925,0.28320811298195936,0.07516644666505558
HDGFL1,non-essential control,32,0.19511930197184757,0.28454034625321906,0.2023607727071703
AFM,non-essential control,32,0.19501216846129096,0.2848100820014321,0.11617920827092497
EIF5B,common essential,32,0.19317074571699164,0.2894719790946331,0.24360940899151337
GALNTL5,non-essential control,32,0.19251996759338597,0.2911311369110385,0.12189055145415698
ALG14,common essential,32,0.1921938199299065,0.2919649277378101,0.23846309924214742
KRTAP4-2,non-essential control,32,0.19160713068186155,0.2934686173017991,0.3486811588521195
MC3R,non-essential control,32,0.18927262929630936,0.29950071463830646,0.11428033382323385
DAD1,common essential,32,0.1892698481396638,0.2995079473080758,0.4650930029773972
CNOT2,common essential,32,0.18884015674092813,0.30062672990793105,0.3059783853848382
BMS1,common essential,32,0.18802431212217313,0.30275819705544266,0.2508331601403262
HMGCR,common essential,32,0.18721357023184199,0.3048857554836093,0.38055739950834866
FOXE3,non-essential control,32,0.18670787301917607,0.3062175678310648,0.10416231242536413
CPSF2,common essential,32,0.1864273052084493,0.3069580514183531,0.2747056615318889
CLRN1,non-essential control,32,0.18604288933490404,0.3079744397880229,0.12189668627671381
GPR78,non-essential control,32,0.18587852588261866,0.30840965779122903,0.11086982083431456
DCTN3,common essential,32,0.18487047917764315,0.31108730267540285,0.2866789738400185
EIF2B1,common essential,32,0.1845314763050058,0.3119910457207319,0.2372683691775783
COX7B2,non-essential control,32,0.183595067444245,0.3144959273613601,0.11171035273061336
CWC22,common essential,32,0.18328509417854125,0.31532785801937224,0.37855296124450777
MSGN1,non-essential control,32,0.1829657740342367,0.31618630772518774,0.12271778595252679
IL36A,non-essential control,32,0.18224699850631843,0.3181239604104686,0.15270231611372137
ENTHD1,non-essential control,32,0.182232841012958,0.3181621997134626,0.14241729072298268
GON4L,common essential,32,0.18082757480475123,0.3219720289476729,0.17266547448542127
CST8,non-essential control,32,0.17981223423957338,0.3247422319038362,0.09382655200571663
LCT,non-essential control,32,0.17807946245526451,0.32950371897259034,0.1399598027663281
KRT82,non-essential control,32,0.17729133172226702,0.33168354858455484,0.14313098880701655
ACTR8,common essential,32,0.17681562076326138,0.33300355093913564,0.26988783755586593
COPS4,common essential,32,0.17627074204364968,0.33451942763725406,0.28798470501704615
BARD1,common essential,32,0.17593382411294772,0.3354588563855261,0.2927704606110266
CDC23,common essential,32,0.17510252298322967,0.3377836619386188,0.4962656046994663
CABS1,non-essential control,31,0.17485676099889882,0.3467923688709865,0.07873446580915486
GPRC6A,non-essential control,32,0.17422437308954836,0.34025012319431297,0.08197004980375956
CLEC6A,non-essential control,32,0.17263881500286365,0.3447311365365992,0.09278968685836052
CDIPT,common essential,32,0.1694965939921934,0.3537164401034603,0.4279296272496764
GSPT1,common essential,32,0.1681524473731289,0.35760256872005486,0.5637017207440337
ATP4B,non-essential control,32,0.16813644934064126,0.3576489744248849,0.08386587428981516
KRT26,non-essential control,32,0.16576305089761859,0.36457332589608865,0.11757052283704501
DDX47,common essential,32,0.16471023450597921,0.3676701737102415,0.375111648574862
LGALS13,non-essential control,32,0.16468435364753328,0.36774649721090064,0.1156229733029672
BANF2,non-essential control,32,0.16368780310473943,0.3706924749029463,0.10506826066530726
GJA8,non-essential control,32,0.16299517034464361,0.3727481832642796,0.1670456674086412
KRT71,non-essential control,32,0.1628173669261979,0.37327697609336696,0.19921983782203814
ETF1,common essential,32,0.16263641923408476,0.37381557232873397,0.5261004138863811
GADD45GIP1,common essential,32,0.16233628830968294,0.374709926520716,0.29687671495358875
IZUMO2,non-essential control,32,0.16087787275350268,0.3790736691183627,0.1597931054800395
EGR4,non-essential control,32,0.16081218817045614,0.37927090027757776,0.17734511846717343
BCCIP,common essential,32,0.15999107147330235,0.38174151968548836,0.1399945054573475
DDX27,common essential,32,0.1592438865944199,0.3839978096569766,0.319830987158637
GPKOW,common essential,32,0.1582764249379342,0.3869307502635123,0.2823931389794561
CCDC115,common essential,32,0.158145613878947,0.3873283075343907,0.45472387387690416
COPS3,common essential,32,0.15811959051539526,0.38740742518263754,0.25806939823810116
GUCA2A,non-essential control,32,0.1553169145988066,0.3959828916812433,0.18436807608866262
GFRAL,non-essential control,32,0.15320750786095305,0.40250825522320227,0.1210275248744115
HCFC1,common essential,32,0.15252231329387947,0.40464096296132634,0.2628895148001639
HOXD12,non-essential control,32,0.15146196593077046,0.40795396485724367,0.14063089032995554
C18orf21,common essential,32,0.15119529021541248,0.4087895864947518,0.16454596347230296
CCNK,common essential,32,0.15109501771289544,0.4091040377958367,0.20066503494905333
IFNA8,non-essential control,32,0.14999185164745116,0.4125725371891369,0.11731582311564033
GTF2B,common essential,32,0.14891547495500765,0.41597269080486715,0.42081003322152066
AQR,common essential,32,0.1482841581337714,0.41797423074771245,0.28922317573100537
CYP11B2,non-essential control,32,0.14775991772786637,0.4196403760595646,0.10665179308948794
BRD4,common essential,32,0.1467124936536326,0.4229803795196586,0.31995384118124975
DDX59,common essential,32,0.14623661449098313,0.4245027185438831,0.2714782672249089
ATP6V1G3,non-essential control,32,0.146219618005348,0.4245571465030734,0.10691938731924742
APOBEC1,non-essential control,32,0.14513224048959908,0.4280472986525542,0.11071173309720843
IL17F,non-essential control,32,0.14466423379855492,0.4295543216769989,0.12334053477845242
HMX1,non-essential control,32,0.14403116180365347,0.4315975164786121,0.1086788744956921
DAP3,common essential,32,0.1439718969160912,0.43178906288765084,0.2930380538890647
FDXR,common essential,32,0.14129075387023324,0.4405033696341795,0.4869074494480426
KCNK18,non-essential control,32,0.14092301378126565,0.44170602015383253,0.12019312458935523
CST9,non-essential control,32,0.14057707677546025,0.44283899275335914,0.12772992318090046
ACTL7A,non-essential control,32,0.1387695275345811,0.4487844383317923,0.16863493252027284
ALG11,common essential,32,0.1384869635175554,0.44971772526858156,0.40268810597552285
CYP2A13,non-essential control,32,0.1363049322001858,0.45695985627794977,0.26698957805962314
CDC5L,common essential,32,0.13622640752542764,0.45722163197198196,0.38754701432806304
BSND,non-essential control,32,0.13573700848759687,0.4588549288752198,0.14388230571323873
DHX15,common essential,32,0.13503766935174916,0.46119424476133464,0.26384923651387154
DEFB129,non-essential control,32,0.13305344914090064,0.4678658245635838,0.09619614258032098
DRGX,non-essential control,32,0.133019359718906,0.46798088553370965,0.12597755400588764
ESF1,common essential,32,0.13145050549365778,0.4732922503474263,0.3459147762129362
ELOA2,non-essential control,32,0.13137128899260986,0.47356127009742793,0.1158930337099552
BMP10,non-essential control,32,0.1304351259942269,0.4767465208239423,0.0937072183970242
CHERP,common essential,32,0.12863502935707186,0.48290241422047303,0.3745235488432368
INSRR,non-essential control,32,0.1282593602051019,0.48419225760194196,0.1283249098405422
HAO1,non-essential control,32,0.12703663383242328,0.48840267832200135,0.10922983842166353
GTF2H3,common essential,32,0.12602624837731435,0.4918959900141056,0.20670978764977388
IRGC,non-essential control,32,0.12581280890685742,0.4926355607665613,0.21934017764865765
DEFB127,non-essential control,32,0.1256185600821015,0.4933091269697074,0.15403243393937047
DMP1,non-essential control,32,0.12223382571289826,0.5051205483268206,0.11992852319187905
LIM2,non-essential control,32,0.12160464058262911,0.5073316329998924,0.10536779659297077
KRTAP3-2,non-essential control,32,0.12078427492540181,0.5102217918243019,0.13312566725937533
ATRIP,common essential,32,0.12057361448439634,0.5109652675637747,0.27613647643278183
GBP7,non-essential control,32,0.11984133556681383,0.5135538432935155,0.08333094391473345
CFHR2,non-essential control,32,0.11952506110950256,0.5146738598832441,0.13526769422385115
CHORDC1,common essential,32,0.11792198991291067,0.5203692501337981,0.40796754871650026
GNL2,common essential,32,0.11785535378934295,0.520606660307262,0.23887401071574596
GPR26,non-essential control,32,0.11577316093632625,0.5280516440008749,0.10707680941192498
BARHL1,non-essential control,32,0.11481126330383176,0.5315082514627031,0.12167398716283626
ADAT2,common essential,32,0.11466139825488396,0.5320477741941742,0.4666607628857664
DDX21,common essential,32,0.11429781578284415,0.5333577848752886,0.3081612161644071
CCP110,common essential,32,0.11424411477471971,0.5335514040714288,0.212420495374928
E4F1,common essential,32,0.113088390354357,0.5377265235148311,0.1990152066758731
EIF3A,common essential,32,0.1121138172669878,0.5412592784849211,0.419977320058427
ATP6V0B,common essential,32,0.11154023680210617,0.5433435937157213,0.2939877075441048
GAR1,common essential,32,0.11060335355906714,0.5467562357346988,0.2131303962030916
CENPL,common essential,32,0.11013707329426695,0.5484584289495924,0.21342776852215248
MBL2,non-essential control,32,0.11013310261716165,0.5484729348796692,0.12407947441254384
DNAAF10,common essential,32,0.10930333633142238,0.5515082278108238,0.3585204098853894
FSCB,non-essential control,32,0.10923106300376872,0.5517729747311566,0.15182090412143653
CDK12,common essential,32,0.10885625331615909,0.5531469025681277,0.2454037153092207
ATR,common essential,32,0.10739873537067463,0.5585047517341936,0.24261476272575389
DEFB118,non-essential control,32,0.10704901661157645,0.5597938714623184,0.1674297216390846
GAPDH,common essential,32,0.10585755612061082,0.5641960352956066,0.4065845855302096
DAZL,non-essential control,32,0.1053375979922523,0.5661221012108338,0.12223767815764056
EIF2B4,common essential,32,0.10515806602571784,0.5667878310888361,0.3021405774761342
GPX6,non-essential control,32,0.10454341439654659,0.5690697388578041,0.07686697778239025
FUT5,non-essential control,32,0.10387000070128591,0.5715745710487298,0.14609435812450033
CTR9,common essential,32,0.10359488678412637,0.5725993154457057,0.26850430565578626
DHX8,common essential,32,0.1035596069975496,0.5727307854610952,0.30164463422193666
CDT1,common essential,32,0.10041745040426647,0.5844941566823832,0.3230950807792852
CIAO1,common essential,32,0.09823792432722359,0.5927157919277949,0.3697699317866031
ANAPC15,common essential,32,0.09818960970961076,0.5928986135537531,0.35886304694382426
KRTAP13-2,non-essential control,32,0.09726258017532331,0.5964112149966377,0.13377943147961818
DHX9,common essential,32,0.09632425757189879,0.5999757352414279,0.2103846943785288
LHFPL5,non-essential control,32,0.09603937164270333,0.6010597733805493,0.1036904832254573
KCNK16,non-essential control,32,0.09517803119347859,0.604342408895513,0.0846132150524272
GPX5,non-essential control,32,0.09475148108079894,0.6059708463487964,0.10400908899974136
CCNH,common essential,32,0.09221477419255593,0.6156934298729673,0.21413378546638015
KRTAP10-5,non-essential control,31,0.09218543450096035,0.6218522398061618,0.11735628368429168
MAS1L,non-essential control,32,0.09030700724257591,0.6230479687176141,0.13998190049946535
DCAF4L2,non-essential control,32,0.08980382966862671,0.6249937441272764,0.145872452203224
ACCSL,non-essential control,32,0.08976472047546469,0.6251450825798784,0.13165638939404908
BRIX1,common essential,32,0.08936451939161066,0.6266945772861923,0.3708533130778037
ARGFX,non-essential control,32,0.08879558039343846,0.6289000822414671,0.19928912423687772
LIN28A,non-essential control,32,0.08844751524641542,0.6302509171754834,0.13177497441156175
REDIC1,non-essential control,32,0.08824020617633628,0.6310560383000118,0.0942688653940526
IL36B,non-essential control,32,0.08766305314389,0.6332997006793596,0.12201614364004704
C1orf146,non-essential control,32,0.08703563612195378,0.6357423983167928,0.0847309506382353
CATSPER4,non-essential control,32,0.08612916380709926,0.6392781766389709,0.1359602254368306
ANAPC11,common essential,32,0.08596751164545993,0.6399095366848327,0.4897634470641933
GPR151,non-essential control,32,0.08532675699121454,0.6424145447432493,0.22450622730155198
ATP2A2,common essential,32,0.08530695875603513,0.6424920069472124,0.33145489719207544
KIR3DL3,non-essential control,32,0.08357349788385185,0.6492885416808251,0.1264638311665204
C9orf78,common essential,32,0.08328662663561698,0.6504159989662037,0.322642845565588
FFAR1,non-essential control,32,0.08312963631659862,0.6510333218808884,0.1589852523596024
COX15,common essential,32,0.08279381468624294,0.6523546139783188,0.2728436029540152
BCAS2,common essential,32,0.08235076840944917,0.6540993666980479,0.23427720208129024
CEP97,common essential,32,0.0819631543476205,0.6556272956531164,0.20476230498731132
LIPM,non-essential control,32,0.08191866552629726,0.6558027530259729,0.11318595029954275
H4C7,non-essential control,32,0.07971809004718194,0.6645038338969327,0.10958334494965419
DSN1,common essential,32,0.07906734727718692,0.6670851777733643,0.25350536685012415
GARS1,common essential,32,0.07841965632704088,0.6696581345046121,0.3088749902329891
HARS2,common essential,32,0.07820294345644434,0.670519851768321,0.5230119319134687
C8B,non-essential control,32,0.07789069268514222,0.6717621806158114,0.13465354264120208
DCTN2,common essential,32,0.07575961094728165,0.6802635434576119,0.2670082257324033
FIP1L1,common essential,32,0.07477148801784701,0.6842185896182682,0.30310683136333416
DDX56,common essential,32,0.07396456636056874,0.6874544758577178,0.47587359692468806
CACNG2,non-essential control,32,0.07375308720596907,0.6883034435207067,0.1480244712438435
EXOSC3,common essential,32,0.07361430879456751,0.6888607620331961,0.20199947545239427
BRD8,common essential,32,0.07236083595364615,0.6939017998189275,0.257688678138972
ABCE1,common essential,32,0.07200022173403142,0.6953544619167501,0.2061716319592489
GCG,non-essential control,31,0.07177172043000579,0.7012142351054386,0.1078122211156383
MORC1,non-essential control,32,0.07133039340424936,0.6980555458802733,0.1206984887101596
IFNA16,non-essential control,32,0.07076328347929507,0.7003452600570711,0.08777983586621123
KRT36,non-essential control,32,0.06920348022141538,0.7066562772199982,0.10538545965399798
DONSON,common essential,32,0.06888343136240671,0.7079535916052488,0.4882289836887618
FLG2,non-essential control,32,0.06880258954537093,0.7082814104450074,0.13692622942755497
IL17A,non-essential control,32,0.06842457859586157,0.7098149494101301,0.10967420786321185
COQ5,common essential,32,0.06644613028708148,0.7178593299626175,0.2521135058490924
DUXA,non-essential control,32,0.06635538518825564,0.7182290206488725,0.1434918217787288
KRTAP4-11,non-essential control,29,0.06469924816200325,0.7388022860542295,0.13990729796601045
GINS1,common essential,32,0.06431242895978678,0.7265683426120159,0.4658263209039875
CCL1,non-essential control,32,0.06374345490922714,0.7288964198449529,0.07906005430304809
GUK1,common essential,30,0.06365034207525376,0.7382643766162195,0.4493470274639725
ACTL6A,common essential,32,0.062110798128340985,0.735589898945252,0.22134912821511266
KRT37,non-essential control,32,0.06149606365191314,0.7381151301149343,0.09844064406859242
ACTL9,non-essential control,32,0.060239875237248226,0.7432836734060922,0.16111539703670766
DHX36,common essential,32,0.06019265451901623,0.7434781772736737,0.1826997466541993
CSHL1,non-essential control,32,0.06018102539072308,0.743526080463646,0.12394426014007699
COASY,common essential,32,0.05921584361835434,0.7475051657354866,0.4011440954425045
CDK1,common essential,32,0.05759957995494569,0.7541826930835831,0.42188097673567315
CEP192,common essential,32,0.05639221217477508,0.7591823190585447,0.3477345388051826
IL31,non-essential control,32,0.05589713000864341,0.7612351974573589,0.09721072058653416
CSTL1,non-essential control,32,0.055217387584077425,0.764056374969055,0.1376285041238273
MS4A10,non-essential control,32,0.054897740242997095,0.7653840579957026,0.11996846855119189
CDC6,common essential,32,0.054582241923176164,0.7666951495081835,0.29662353461618624
ATP13A1,common essential,32,0.05442903476563646,0.7673320494000967,0.1483499462404776
EIF4G1,common essential,32,0.05431168379985467,0.7678199918594639,0.22057715420432916
IL26,non-essential control,32,0.053471314158276925,0.7713167702247068,0.1169471449326333
AASDHPPT,common essential,32,0.05127869968256314,0.7804608644507657,0.3457403430927757
KCNK10,non-essential control,32,0.05013473910860641,0.7852431940495147,0.11199154164028073
ECT2,common essential,32,0.050051471201778885,0.7855915985358846,0.31757258823006507
GGPS1,common essential,32,0.04997658083955394,0.7859049850303572,0.32405976665531533
MRGPRX1,non-essential control,32,0.04961743096457717,0.7874083417274818,0.1618609223024733
EPRS1,common essential,32,0.04927649391114191,0.7888361578102743,0.3622178420328922
EXOSC10,common essential,32,0.04846881164615313,0.792221343597528,0.3128084519946198
CST9L,non-essential control,32,0.044706572408043335,0.8080378712848368,0.136374519188547
COPZ1,common essential,32,0.04469672386985814,0.8080793755115963,0.22281697976616283
HINFP,common essential,32,0.044085690775259145,0.8106554214653443,0.28013377387008304
CSTF1,common essential,32,0.043817181341966285,0.8117880441198062,0.3115747450340385
EIF4A3,common essential,32,0.0437708311688147,0.8119835956604804,0.36505441715836395
CDX2,non-essential control,32,0.04325853259935884,0.8141457239558797,0.13650596742799276
GINS3,common essential,32,0.043223472680079686,0.8142937417708941,0.33984007070538164
MMP21,non-essential control,32,0.040739487065394604,0.824796490897463,0.11536236013253735
EIF3J,common essential,32,0.040431665300616565,0.8261001323048027,0.16346634207739968
ADAM30,non-essential control,32,0.04040404106903013,0.8262171446855756,0.1408135737188983
BPIFB3,non-essential control,32,0.0402079098720349,0.8270480341848362,0.1570294809162235
GPN2,common essential,32,0.03998210233701738,0.8280048719636145,0.554115942867341
ARGLU1,common essential,32,0.039837881392541116,0.8286161212666749,0.27270742539342524
GINS2,common essential,32,0.03958345204668401,0.8296947050063033,0.48356550141660043
KIR2DL1,non-essential control,32,0.03906630630510466,0.8318879401690639,0.15762483036081462
DDX23,common essential,32,0.03902722170895611,0.8320537501746007,0.2418837183320526
DEFA6,non-essential control,32,0.038726092838881274,0.8333314774697396,0.08791952233958185
CENPH,common essential,32,0.03757294802441781,0.8382282515555113,0.3163104982822284
BNIP1,common essential,32,0.03661405124744664,0.8423047011488507,0.2507941024870873
DCPS,common essential,32,0.035811063450017507,0.8457214453810921,0.2877729574012244
CACNG5,non-essential control,32,0.03319475392158569,0.8568727478921943,0.10218448198873453
INSL5,non-essential control,32,0.032992809422601216,0.8577346375214319,0.07462750239812672
GOT1L1,non-essential control,32,0.03174975374980415,0.8630434496252752,0.1190727386425743
CDCP2,non-essential control,32,0.03081667972603626,0.8670322724253569,0.14894184948560207
DIS3,common essential,32,0.03019231160207138,0.8697032019677028,0.19429994952893814
AKIRIN2,common essential,32,0.02922807788475812,0.8738307755343927,0.2967213830776976
ALYREF,common essential,32,0.02877558318775518,0.8757688901162521,0.32504219569197573
MC2R,non-essential control,32,0.028154095921000682,0.8784319803516129,0.10359342554349352
CNTNAP5,non-essential control,32,0.027848296652410662,0.8797428199127356,0.10142059078164566
CYP26C1,non-essential control,32,0.026308010508717006,0.8863501001072631,0.17547366020358673
LRIT1,non-essential control,32,0.02546985824656807,0.8899486565589325,0.12659989473337538
MUCL3,non-essential control,32,0.02487080823463375,0.8925219652304158,0.11760158020270821
COPS2,common essential,32,0.0246958863477931,0.893273572080944,0.210310917665995
CHAT,non-essential control,32,0.024464993595438356,0.8942658145313982,0.1255638344981699
GLT6D1,non-essential control,32,0.02274296611122899,0.9016709390077462,0.1414456892766885
CDK9,common essential,32,0.02215520141008373,0.9042003572467935,0.3206944159139054
EFTUD2,common essential,32,0.021205136538131858,0.9082908585547632,0.30306073114649
EIF2S3,common essential,32,0.01969032620699173,0.9148176037086241,0.2921500306275712
FEZF1,non-essential control,31,0.018957874515037495,0.9193724394860686,0.11496167891676108
CHEK1,common essential,32,0.017702240472241657,0.9233917260666666,0.3905454122504747
AFG3L2,common essential,32,0.01672960459994966,0.9275896029974325,0.43260190483169497
EIF4E,common essential,32,0.015735233752213088,0.9318832649819355,0.34807361651062574
FNDC7,non-essential control,32,0.015484587266702838,0.9329658502315394,0.12048682943841628
IL36RN,non-essential control,32,0.014711493828174535,0.9363057066494148,0.10537894218067803
CHRNB3,non-essential control,32,0.012910435953038812,0.944090523873688,0.09798781786540262
KRTAP26-1,non-essential control,32,0.009049350842099,0.9607956988814818,0.09221668212043002
CCT3,common essential,32,0.00559680518504687,0.9757473641644493,0.5570864309358665
GTF3C4,common essential,32,0.0026980117438554644,0.9883073938731993,0.2536701936637349
KCNB2,non-essential control,32,0.001344299784222014,0.9941739433410903,0.11295401670597109
ANKLE2,common essential,32,0.001147521990164574,0.9950267466316016,0.6152045355069199
AIPL1,non-essential control,32,0.0005932857711296591,0.9974287431789203,0.10841316764141729
FGF4,non-essential control,31,-0.0018478659713651055,0.9921284605178432,0.2041368176624716
FCF1,common essential,32,-0.002183347922586981,0.9905377259198429,0.47413457992096103
GEMIN2,common essential,32,-0.002395823983865668,0.9896169364407446,0.3449359812450027
EXOSC2,common essential,32,-0.00397759931702768,0.982762621995626,0.2878599180121106
CRNN,non-essential control,32,-0.004559008828753611,0.9802434754780301,0.10829998622667535
FGF6,non-essential control,32,-0.006393827570589761,0.9722948625644733,0.16056693922238188
KRT9,non-essential control,32,-0.008409126370751752,0.9635674292472207,0.1279030003672868
FGF3,non-essential control,32,-0.010450267992128864,0.9547323061211367,0.18572405487993518
KRT2,non-essential control,32,-0.011766023766128703,0.9490397624714452,0.1612131004707194
DHX33,common essential,32,-0.013956008696570918,0.9395705213909672,0.3682161324909476
IAPP,non-essential control,32,-0.013974719878012722,0.939489649515098,0.1029054542533125
BPIFA1,non-essential control,32,-0.01603658698376447,0.9305818270570684,0.11368295742139206
DDB1,common essential,32,-0.01821007410481043,0.9212007235493731,0.34391749778745384
CHAF1B,common essential,32,-0.01884287879761741,0.9184713405208658,0.47264095264346095
AICDA,non-essential control,32,-0.02034748361912696,0.9119854664716743,0.12713849966902413
BRF1,common essential,32,-0.021063413459847663,0.9089012472261288,0.21837872997657562
IL22,non-essential control,32,-0.02682700791447168,0.8841229257040972,0.14815488947414926
F13B,non-essential control,32,-0.02895642717763286,0.8749942179539345,0.11730365058492143
DBR1,common essential,32,-0.030206533266870172,0.8696423485404801,0.5127293574430214
GPR32,non-essential control,32,-0.0317009173828368,0.8632521402207188,0.12340716867272375
GABRA6,non-essential control,32,-0.031899046202651264,0.8624055401439257,0.12808135941523804
EIF3I,common essential,32,-0.03332644032002394,0.856310803703103,0.35117894628603286
GPN1,common essential,32,-0.037751916062240584,0.8374678777059225,0.42622923145139463
ANKRD30A,non-essential control,32,-0.039449594144535416,0.8302622814632326,0.10868426022096234
ABT1,common essential,32,-0.04313788268026449,0.8146551165647837,0.2107566027395732
GRM4,non-essential control,32,-0.04386563186812142,0.8115836430928128,0.12467254737712796
ADAM18,non-essential control,32,-0.04417855793073292,0.8102637779747197,0.1539369028672768
AARS1,common essential,32,-0.044406221655324915,0.8093038552950914,0.3751663110263484
IFNB1,non-essential control,32,-0.04455758754873461,0.8086657858264099,0.08730279635234524
FBL,common essential,32,-0.0451269167371192,0.8062669134466317,0.42681004491492835
CST11,non-essential control,32,-0.04616990805298687,0.8018767613607454,0.09938450697031005
H2BC1,non-essential control,32,-0.04890453208936912,0.7903946710544066,0.15118031136048612
GK2,non-essential control,32,-0.048953773368547726,0.7901883051619797,0.11428928922740252
BUD31,common essential,32,-0.05103813519520073,0.7814658968644925,0.4274810217541585
ISX,non-essential control,32,-0.05105730969105446,0.781385776760842,0.10791363887813535
KRTAP15-1,non-essential control,32,-0.053769448449831725,0.7700757247015707,0.12974031077545595
CACNG3,non-essential control,32,-0.055025259202094334,0.7648543182466798,0.10135828108078253
ADAD1,non-essential control,32,-0.05532838435818511,0.7635954939501843,0.10347258046532676
CRCP,common essential,32,-0.058245763106945306,0.751510890608814,0.3898916843028698
DKC1,common essential,32,-0.059315646394518334,0.7470934179571622,0.3847054087498004
HAUS3,common essential,32,-0.06087330394310197,0.740676064890478,0.2124920881614013
FTSJ3,common essential,32,-0.0615567291859624,0.7378658059934634,0.17603062897790883
FOXB2,non-essential control,32,-0.06390180406121462,0.7282482615916626,0.1042196850743792
C1orf131,common essential,32,-0.06439694753146322,0.7262227208267085,0.1600016541567286
IFNA5,non-essential control,32,-0.06451254389208544,0.7257500982872368,0.08984479193649254
AHCY,common essential,32,-0.06599989528327016,0.7196778698905509,0.36034333732809537
FIGLA,non-essential control,32,-0.06894414881647477,0.7077074121362075,0.1290081601743963
DCTN4,common essential,32,-0.07163984107006653,0.6968072441290972,0.16161618850312645
DNMT1,common essential,32,-0.0720496809546799,0.695155162419279,0.17059911587695026
MRGPRX4,non-essential control,32,-0.07284851760972864,0.69193896939506,0.15557634788981275
DDX55,common essential,32,-0.07472739599596895,0.6843952643443717,0.3979681169426947
GCM2,non-essential control,32,-0.07563476595021072,0.6807627884075197,0.13323857427207228
ABCF1,common essential,32,-0.07655657016216677,0.6770797099592909,0.31556822368127846
COPA,common essential,32,-0.07724439382079658,0.6743362635496444,0.47070444677930384
ACTL7B,non-essential control,32,-0.0778961754796391,0.6717403592777068,0.15761833476965934
CBLIF,non-essential control,32,-0.07995352492607802,0.663570846520625,0.11551071131587315
CDC16,common essential,32,-0.08053464788150852,0.6612700779594409,0.5336345941701053
MMP26,non-essential control,32,-0.08118826596935846,0.6586859129713034,0.16529859134781508
BPIFB6,non-essential control,32,-0.08151376106628214,0.6574004643292829,0.13008848655258246
HRH3,non-essential control,32,-0.08703401353903381,0.635748720346163,0.11866809934292584
GPR52,non-essential control,32,-0.0873347461400773,0.6345774141208363,0.08171473179683517
CLEC2A,non-essential control,32,-0.0874297028983924,0.634207752594333,0.12813445941036256
APOF,non-essential control,32,-0.08756319617719702,0.6336882169132232,0.1082211865609513
IL3,non-essential control,32,-0.08889528835871129,0.6285133341771288,0.18558362598715766
GBF1,common essential,32,-0.08898822966800334,0.6281529197820346,0.30862401120723626
KRTAP23-1,non-essential control,32,-0.08943868362605095,0.6264073106195559,0.11958687348235507
COPS6,common essential,32,-0.08973739844027522,0.6252508178872223,0.4356162855835588
ERCC4,common essential,32,-0.08989412654920109,0.6246443851283389,0.295126241795892
CUL1,common essential,32,-0.0900753913020842,0.6239433127345968,0.30663835297084774
GRM6,non-essential control,32,-0.09033375884181823,0.6229445906729428,0.16167595686554315
ASB17,non-essential control,32,-0.09113112623896705,0.6198665140204997,0.12008886376708117
KRTAP13-3,non-essential control,32,-0.09530010293831001,0.6038767197523733,0.08413960194210905
CLP1,common essential,32,-0.09639839581093514,0.5996937646989655,0.2551267229604012
LRIT2,non-essential control,32,-0.0971801983561765,0.5967238020436721,0.07500102905522647
KRTAP5-2,non-essential control,32,-0.10236284209970016,0.5771985574956259,0.17255980858259876
C17orf78,non-essential control,32,-0.10386108417812985,0.5716077703338069,0.14080225441919908
CABP5,non-essential control,32,-0.1038712401422905,0.5715699562521083,0.0943028127421868
GFRA4,non-essential control,32,-0.1065121388246518,0.5617755499298307,0.10951689330214759
DSPP,non-essential control,32,-0.10701192639314633,0.5599306722606401,0.1272433013027269
HTR3C,non-essential control,32,-0.10763841004531648,0.55762206371028,0.1441735551664763
CCKAR,non-essential control,32,-0.11256605777317155,0.5396185731878773,0.09121083390704765
HEATR1,common essential,32,-0.1129347784826901,0.5382826247549904,0.289611663226061
HTR3D,non-essential control,31,-0.1149251053440746,0.5381414168799425,0.11591457889096402
