spec	estimator	cohort	model	model_name	n	k	ll	aic	bic	aicc	delta_bic	lr_vs_saturated	df	p_vs_saturated	srmr	resid_r_TC	resid_r_TI	resid_r_CI	is_winner
tcga_cytotoxic_krt819	within_cohort_primary	PAAD	M1	M1_TACSTD2_to_CLDN4_to_immune	178	5	-749.8096817234102	1509.6193634468204	1525.5282811982809	1509.9682006561227	0.28132269967363754	6.715704766493673	1	0.009556751626329477	0.07514382820234802	2.7755575615628914e-17	0.1840640364151128	-1.942890293094024e-16	False
tcga_cytotoxic_krt819	within_cohort_primary	PAAD	M2	M2_CLDN4_to_TACSTD2_to_immune	178	5	-752.6987378106417	1515.3974756212833	1531.3063933727437	1515.7463128305856	6.059434874136514	12.493816940956549	1	0.0004083011144376338	0.10333589935168574	1.1102230246251565e-16	1.1102230246251565e-16	-0.2531202255232291	False
tcga_cytotoxic_krt819	within_cohort_primary	PAAD	M3	M3_independent	178	5	-749.6690203735734	1509.3380407471468	1525.2469584986072	1509.686877956449	0.0	6.434382066820035	1	0.011193209017202582	0.08051782776361475	0.18842151942414914	-0.04767305138029859	0.033516185890002326	True
tcga_cytotoxic_krt819	within_cohort_primary	PAAD	saturated	saturated	178	6	-746.4518293401634	1504.9036586803268	1523.9943599820792	1505.394886750502	-1.2525985165279963	0.0	0	1.0	9.274959344886453e-17	2.7755575615628914e-17	2.7755575615628914e-17	-2.7755575615628914e-17	False
tcga_cytotoxic_krt819	cohort_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	35	-14440.533795922624	28951.067591845247	29093.314219807984		0.0	29.11224162062581	7	0.00013802421854625351	0.0374301449271993				True
tcga_cytotoxic_krt819	cohort_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	35	-14465.786855959017	29001.573711918034	29143.82033988077		50.50612007278687	79.6183616934104	7	1.64779633060998e-14	0.06031493032372216				False
tcga_cytotoxic_krt819	cohort_bic_sum	ALL	M3	M3_independent	3444	35	-14602.640813006903	29275.281626013806	29417.528253976543		324.214034168559	353.32627578918164	7	2.3912061276867107e-72	0.11849214557802547				False
tcga_cytotoxic_krt819	cohort_bic_sum	ALL	saturated	saturated	3444	42	-14425.977675112312	28935.955350224624	29106.65130377991		13.337083971924585	0.0	0	1.0	1.381994647367299e-16				False
tcga_cd8_none	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	5	-14313.495607173603	28636.991214347207	28667.713158674946	28637.008666354188	0.0	6.767193028190377	1	0.009284875554279459	0.016354200933207805	-5.551115123125783e-17	-0.0400594474373076	-1.3877787807814457e-17	True
tcga_cd8_none	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	5	-14319.671911622681	28649.343823245363	28680.0657675731	28649.361275252344	12.352608898156177	19.119801926346554	1	1.2276453919648072e-05	0.027514169402660753	-2.220446049250313e-16	4.163336342344337e-17	-0.06739567573301627	False
tcga_cd8_none	pooled_within_z	ALL	M3	M3_independent	3444	5	-14639.146990099001	29288.293980198003	29319.015924525742	29288.311432204984	651.3027658507963	658.0699588789867	1	3.927088076370087e-145	0.17102001755954113	0.4170506042557869	-0.03394528875200912	-0.020089532045827613	False
tcga_cd8_none	pooled_within_z	ALL	saturated	saturated	3444	6	-14310.112010659508	28632.224021319016	28669.0903545123	28632.24846123755	1.3771958373545203	0.0	0	1.0	3.3993498887762956e-17	-5.551115123125783e-17	5.551115123125783e-17	-2.7755575615628914e-17	False
tcga_cd8_none	within_cohort_primary	LUAD	M1	M1_TACSTD2_to_CLDN4_to_immune	516	5	-2109.4495154955275	4228.899030991055	4250.129564818463	4229.0166780498785	0.0	1.3302075194278586	1	0.24876830322318272	0.017498412391312744	-1.1102230246251565e-16	-0.04286218166751063	1.3877787807814457e-17	True
tcga_cd8_none	within_cohort_primary	LUAD	M2	M2_CLDN4_to_TACSTD2_to_immune	516	5	-2110.200411135974	4230.400822271948	4251.631356099356	4230.518469330771	1.5017912808925757	2.8319988003204344	1	0.09240328848286919	0.025550634595048038	-2.220446049250313e-16	-1.3877787807814457e-17	-0.06258601736217119	False
tcga_cd8_none	within_cohort_primary	LUAD	M3	M3_independent	516	5	-2192.25646470249	4394.51292940498	4415.743463232388	4394.630576463804	165.6138984139252	166.94410593335306	1	3.4406376344519443e-38	0.21580167814657786	0.5257503518451134	-0.04531412741883979	-0.030909272658599288	False
tcga_cd8_none	within_cohort_primary	LUAD	saturated	saturated	516	6	-2108.7844117358136	4229.568823471627	4255.045464064517	4229.733852941175	4.915899246053414	0.0	0	1.0	1.639107157088942e-16	-1.1102230246251565e-16	-1.3877787807814457e-17	2.7755575615628914e-17	False
tcga_cd8_none	within_cohort_primary	BRCA	M1	M1_TACSTD2_to_CLDN4_to_immune	1095	5	-4575.294224187635	9160.58844837527	9185.580996586523	9160.643544794004	2.483734541841841	2.6637829727478675	1	0.10265632063993159	0.018604837141804293	2.7755575615628914e-16	-0.04557235774500112	-6.938893903907228e-18	False
tcga_cd8_none	within_cohort_primary	BRCA	M2	M2_CLDN4_to_TACSTD2_to_immune	1095	5	-4574.052356916714	9158.104713833429	9183.097262044681	9158.159810252162	0.0	0.18004843090602662	1	0.6713316230938364	0.004834202052992841	4.996003610813204e-16	-2.0816681711721685e-17	0.011841328343347345	True
tcga_cd8_none	within_cohort_primary	BRCA	M3	M3_independent	1095	5	-4659.85832452367	9329.71664904734	9354.709197258591	9329.771745466072	171.61193521391033	171.79198364481636	1	3.004630678460223e-39	0.1557991056337735	0.38105106635359287	0.005263606403473689	-0.02031125737420914	False
tcga_cd8_none	within_cohort_primary	BRCA	saturated	saturated	1095	6	-4573.962332701261	9159.924665402523	9189.915723256026	9160.001871284876	6.818461211345493	0.0	0	1.0	1.7110601919946643e-16	2.7755575615628914e-16	0.0	4.336808689942018e-18	False
tcga_cd8_none	within_cohort_primary	CESC	M1	M1_TACSTD2_to_CLDN4_to_immune	304	5	-1283.0902484387957	2576.1804968775914	2594.7656353846223	2576.3818391594705	0.0	1.1721179208193462	1	0.2789664918194611	0.02442678431967028	1.1102230246251565e-16	0.05983315764020932	6.938893903907228e-17	True
tcga_cd8_none	within_cohort_primary	CESC	M2	M2_CLDN4_to_TACSTD2_to_immune	304	5	-1283.3101017718998	2576.6202035437996	2595.2053420508305	2576.8215458256786	0.439706666208167	1.6118245870275132	1	0.20423551096226963	0.028654754631731744	5.551115123125783e-17	-6.938893903907228e-18	-0.07018952755239567	False
tcga_cd8_none	within_cohort_primary	CESC	M3	M3_independent	304	5	-1292.9619192494433	2595.9238384988867	2614.5089770059176	2596.1251807807657	19.743341621295258	20.915459542114604	1	4.8000505226346275e-06	0.1057751521004034	0.25785157147318777	-0.019308007328373726	0.016433646977949405	False
tcga_cd8_none	within_cohort_primary	CESC	saturated	saturated	304	6	-1282.504189478386	2577.008378956772	2599.3105451652095	2577.2912072396	4.544909780587204	0.0	0	1.0	1.3647471378920305e-16	1.1102230246251565e-16	-6.938893903907228e-18	2.7755575615628914e-17	False
tcga_cd8_none	within_cohort_primary	KIRC	M1	M1_TACSTD2_to_CLDN4_to_immune	533	5	-2249.100328730453	4508.200657460906	4529.593264581735	4508.314509453316	0.5439359683305156	3.1696921217771887	1	0.07501658624123049	0.030290402299901664	5.551115123125783e-17	-0.07419602973838511	1.1102230246251565e-16	False
tcga_cd8_none	within_cohort_primary	KIRC	M2	M2_CLDN4_to_TACSTD2_to_immune	533	5	-2248.8283607462877	4507.656721492575	4529.049328613404	4507.770573484985	0.0	2.625756153446673	1	0.10514240595653647	0.027562131185721764	0.0	-2.7755575615628914e-17	-0.06751315762866981	True
tcga_cd8_none	within_cohort_primary	KIRC	M3	M3_independent	533	5	-2265.0285719322783	4540.057143864557	4561.449750985385	4540.170995856966	32.40042237198122	35.026178525427895	1	3.253023380577333e-09	0.10354072064424232	0.2521952559643903	-0.018068574928182257	-0.01987874388120338	False
tcga_cd8_none	within_cohort_primary	KIRC	saturated	saturated	533	6	-2247.5154826695643	4507.030965339129	4532.702093884123	4507.190661156619	3.652765270719101	0.0	0	1.0	9.564605185703888e-17	5.551115123125783e-17	-4.163336342344337e-17	2.7755575615628914e-17	False
tcga_cd8_none	within_cohort_primary	STAD	M1	M1_TACSTD2_to_CLDN4_to_immune	412	5	-1724.3008073296328	3458.6016146592656	3478.706731406013	3458.749397910497	0.0	1.285763294125445	1	0.256830192083728	0.021213561778937923	-5.551115123125783e-17	-0.051962401985405714	-5.551115123125783e-17	True
tcga_cd8_none	within_cohort_primary	STAD	M2	M2_CLDN4_to_TACSTD2_to_immune	412	5	-1726.471847169293	3462.943694338586	3483.0488110853335	3463.0914775898173	4.34207967932025	5.627842973445695	1	0.017677370895951363	0.0444989668273419	-1.1102230246251565e-16	-4.163336342344337e-17	-0.10899976280802287	False
tcga_cd8_none	within_cohort_primary	STAD	M3	M3_independent	412	5	-1748.8996652325188	3507.7993304650377	3527.9044472117853	3507.947113716269	49.19771580577208	50.48347909989752	1	1.2017217307940135e-12	0.13990913916701098	0.3395924599474011	-0.041695812170763256	-0.019642396213738103	False
tcga_cd8_none	within_cohort_primary	STAD	saturated	saturated	412	6	-1723.65792568257	3459.31585136514	3483.441991461237	3459.5232587725477	4.735260055223989	0.0	0	1.0	3.627743277389693e-17	-5.551115123125783e-17	-4.163336342344337e-17	-5.551115123125783e-17	False
tcga_cd8_none	within_cohort_primary	BLCA	M1	M1_TACSTD2_to_CLDN4_to_immune	406	5	-1593.4681208146712	3196.9362416293425	3216.968007427351	3197.0862416293426	0.0	4.98351946819912	1	0.025589873249834773	0.03235227497710169	0.0	-0.07924656571211147	-1.6653345369377348e-16	True
tcga_cd8_none	within_cohort_primary	BLCA	M2	M2_CLDN4_to_TACSTD2_to_immune	406	5	-1595.3271928848226	3200.654385769645	3220.6861515676537	3200.8043857696453	3.718144140302684	8.701663608501804	1	0.003179197689318852	0.042848438504275166	0.0	-5.551115123125783e-17	-0.1049568106104978	False
tcga_cd8_none	within_cohort_primary	BLCA	M3	M3_independent	406	5	-1708.9793727432693	3427.9587454865386	3447.990511284547	3428.1087454865387	231.02250385719617	236.0060233253953	1	2.921464533464139e-53	0.2780730690588441	0.6639477249293153	-0.12205158574594688	-0.09068968735702096	False
tcga_cd8_none	within_cohort_primary	BLCA	saturated	saturated	406	6	-1590.9763610805717	3193.9527221611434	3217.990841118754	3194.163248476933	1.022833691402866	0.0	0	1.0	1.3597399555105182e-16	0.0	-1.1102230246251565e-16	-2.220446049250313e-16	False
tcga_cd8_none	within_cohort_primary	PAAD	M1	M1_TACSTD2_to_CLDN4_to_immune	178	5	-691.295218328588	1392.590436657176	1408.4993544086365	1392.9392738664783	0.0	20.41174416067065	1	6.24454015302687e-06	0.09252789170042423	-2.220446049250313e-16	0.2266461216415419	-1.1102230246251565e-16	True
tcga_cd8_none	within_cohort_primary	PAAD	M2	M2_CLDN4_to_TACSTD2_to_immune	178	5	-696.2330424444472	1402.4660848888943	1418.3750026403548	1402.8149220981966	9.875648231718287	30.287392392388938	1	3.7253955717242896e-08	0.11432212012327779	-2.220446049250313e-16	1.0408340855860843e-16	-0.2800308606151953	False
tcga_cd8_none	within_cohort_primary	PAAD	M3	M3_independent	178	5	-742.268795592392	1494.537591184784	1510.4465089362445	1494.8864283940864	101.94715452760806	122.35889868827871	1	1.926395392580703e-28	0.332388648965878	0.7050694543324	-0.3292636930430385	0.23949064445034468	False
tcga_cd8_none	within_cohort_primary	PAAD	saturated	saturated	178	6	-681.0893462482527	1374.1786924965054	1393.2693937982579	1374.6699205666807	-15.229960610378612	0.0	0	1.0	1.415545694413602e-16	-2.220446049250313e-16	-4.85722573273506e-17	1.3877787807814457e-16	False
tcga_cd8_none	cohort_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	35	-14225.998463325304	28521.99692665061	28664.243554613342		0.0	35.01682745776748	7	1.1103280443040247e-05	0.033844880658450406				True
tcga_cd8_none	cohort_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	35	-14234.423313069437	28538.846626138875	28681.093254101612		16.849699488269835	51.866526946037084	7	6.203084613279798e-09	0.04118160684576989				False
tcga_cd8_none	cohort_bic_sum	ALL	M3	M3_independent	3444	35	-14610.253113976061	29290.506227952123	29432.75285591486		768.5093013015176	803.5261287592834	7	3.2178886659081014e-169	0.19018393053096144				False
tcga_cd8_none	cohort_bic_sum	ALL	saturated	saturated	3444	42	-14208.49004959642	28500.98009919284	28671.676052748124		7.432498134781781	0.0	0	1.0	1.2584907118870167e-16				False
tcga_cd8_krt56	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	5	-14283.41707676135	28576.8341535227	28607.55609785044	28576.851605529682	3.3389899450303346	17.3179587233426	1	3.161845504537548e-05	0.025914809319573004	0.0	-0.06347805961447599	1.3877787807814457e-17	False
tcga_cd8_krt56	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	5	-14281.747581788835	28573.49516357767	28604.21710790541	28573.512615584652	0.0	13.978968778312264	1	0.00018486698799080573	0.02327726185548541	0.0	-1.249000902703301e-16	-0.05701741415508963	True
tcga_cd8_krt56	pooled_within_z	ALL	M3	M3_independent	3444	5	-14633.057682921602	29276.115365843205	29306.837310170944	29276.132817850186	702.6202022655343	716.5991710438466	1	7.347931532114027e-158	0.17790545000165972	0.43341810316931145	-0.03024183540363032	-0.033708664736148725	False
tcga_cd8_krt56	pooled_within_z	ALL	saturated	saturated	3444	6	-14274.75809739968	28561.51619479936	28598.382527992642	28561.54063471789	-5.834579912767367	0.0	0	1.0	1.0416047884577638e-16	0.0	-1.249000902703301e-16	1.3877787807814457e-17	False
tcga_cd8_krt56	within_cohort_primary	LUAD	M1	M1_TACSTD2_to_CLDN4_to_immune	516	5	-2098.646516393926	4207.293032787852	4228.52356661526	4207.4106798466755	0.0	1.9528897256623168	1	0.1622757953039578	0.020756515505426936	-2.220446049250313e-16	-0.05084287182646327	8.326672684688674e-17	True
tcga_cd8_krt56	within_cohort_primary	LUAD	M2	M2_CLDN4_to_TACSTD2_to_immune	516	5	-2098.6581397881982	4207.3162795763965	4228.546813403805	4207.43392663522	0.02324678854438389	1.9761365142067007	1	0.15979800930467847	0.02087992594267731	-1.1102230246251565e-16	1.249000902703301e-16	-0.05114516442666045	False
tcga_cd8_krt56	within_cohort_primary	LUAD	M3	M3_independent	516	5	-2192.1436619241713	4394.287323848343	4415.517857675751	4394.404970907166	186.99429106049047	188.94718078615279	1	5.396870657359778e-43	0.2272666088017526	0.553732548012309	-0.04062385893641554	-0.04038113686367978	False
tcga_cd8_krt56	within_cohort_primary	LUAD	saturated	saturated	516	6	-2097.670071531095	4207.34014306219	4232.816783655079	4207.505172531738	4.2932170398189555	0.0	0	1.0	1.1345321412365552e-16	-2.220446049250313e-16	1.249000902703301e-16	1.1102230246251565e-16	False
tcga_cd8_krt56	within_cohort_primary	BRCA	M1	M1_TACSTD2_to_CLDN4_to_immune	1095	5	-4590.360442384182	9190.720884768363	9215.713432979615	9190.775981187096	13.847262469642374	14.146868648369491	1	0.0001690782911090233	0.04335557791981397	-2.7755575615628914e-16	-0.10619904340702116	6.938893903907228e-18	False
tcga_cd8_krt56	within_cohort_primary	BRCA	M2	M2_CLDN4_to_TACSTD2_to_immune	1095	5	-4583.43681114936	9176.87362229872	9201.866170509973	9176.928718717454	0.0	0.29960617872711737	1	0.5841294167023992	0.006289493620279401	-3.885780586188048e-16	1.249000902703301e-16	0.01540605011017463	True
tcga_cd8_krt56	within_cohort_primary	BRCA	M3	M3_independent	1095	5	-4653.8116685108225	9317.623337021645	9342.615885232897	9317.678433440378	140.74971472292418	141.0493209016513	1	1.569485905285956e-32	0.14297990794796836	0.34765056745908623	0.006003433021344623	-0.041982927460940594	False
tcga_cd8_krt56	within_cohort_primary	BRCA	saturated	saturated	1095	6	-4583.287008059997	9178.574016119994	9208.565073973497	9178.651222002347	6.6989034635244025	0.0	0	1.0	1.5226090012068546e-16	-2.7755575615628914e-16	1.1102230246251565e-16	2.0816681711721685e-17	False
tcga_cd8_krt56	within_cohort_primary	CESC	M1	M1_TACSTD2_to_CLDN4_to_immune	304	5	-1258.0095263582439	2526.0190527164877	2544.6041912235187	2526.220394998367	0.0	1.4317955202764097	1	0.23147163203724924	0.024854105665693932	-2.7755575615628914e-16	0.06087987689416656	-1.3877787807814457e-17	True
tcga_cd8_krt56	within_cohort_primary	CESC	M2	M2_CLDN4_to_TACSTD2_to_immune	304	5	-1258.494056197672	2526.988112395344	2545.573250902375	2527.1894546772232	0.9690596788564108	2.4008551991328204	1	0.12126893917342685	0.032209730262824525	-1.1102230246251565e-16	-6.938893903907228e-18	-0.07889740389660159	False
tcga_cd8_krt56	within_cohort_primary	CESC	M3	M3_independent	304	5	-1292.721170779839	2595.442341559678	2614.027480066709	2595.643683841557	69.42328884319022	70.85508436346663	1	3.844516198929554e-17	0.18759405883051047	0.4559677364630334	-0.045150306746981214	0.03469954692011712	False
tcga_cd8_krt56	within_cohort_primary	CESC	saturated	saturated	304	6	-1257.2936285981057	2526.5872571962113	2548.889423404649	2526.8700854790395	4.285232181130141	0.0	0	1.0	1.134885743283862e-16	-2.7755575615628914e-16	-6.938893903907228e-18	-1.3877787807814457e-17	False
tcga_cd8_krt56	within_cohort_primary	KIRC	M1	M1_TACSTD2_to_CLDN4_to_immune	533	5	-2241.87024082181	4493.74048164362	4515.133088764449	4493.85433363603	1.2621655770481084	3.388645291495777	1	0.06564686512094867	0.030893978716988957	-1.6653345369377348e-16	-0.07567448398102626	6.938893903907228e-17	False
tcga_cd8_krt56	within_cohort_primary	KIRC	M2	M2_CLDN4_to_TACSTD2_to_immune	533	5	-2241.239158033286	4492.478316066572	4513.870923187401	4492.592168058982	0.0	2.126479714447669	1	0.14477290758138744	0.02445874003455945	-2.7755575615628914e-16	0.0	-0.05991143283605365	True
tcga_cd8_krt56	within_cohort_primary	KIRC	M3	M3_independent	533	5	-2264.9953313135748	4539.9906626271495	4561.383269747978	4540.104514619559	47.5123465605775	49.63882627502517	1	1.8481969311707225e-12	0.12241548221044356	0.29820439941816834	-0.019474038545878494	-0.024661705116550747	False
tcga_cd8_krt56	within_cohort_primary	KIRC	saturated	saturated	533	6	-2240.175918176062	4492.351836352124	4518.022964897119	4492.511532169615	4.152041709718105	0.0	0	1.0	1.4566169098519367e-16	-1.6653345369377348e-16	-2.7755575615628914e-17	1.3877787807814457e-17	False
tcga_cd8_krt56	within_cohort_primary	STAD	M1	M1_TACSTD2_to_CLDN4_to_immune	412	5	-1733.5956953395857	3477.1913906791715	3497.296507425919	3477.339173930403	0.0	0.0992284935528005	1	0.7527574435346132	0.006032005639519307	-1.1102230246251565e-16	-0.014775335942412829	-2.7755575615628914e-17	True
tcga_cd8_krt56	within_cohort_primary	STAD	M2	M2_CLDN4_to_TACSTD2_to_immune	412	5	-1735.8491198089541	3481.6982396179083	3501.803356364656	3481.8460228691397	4.506848938736766	4.606077432289567	1	0.03185882794900174	0.041209559216668884	-5.551115123125783e-17	-6.245004513516506e-17	-0.1009423926058464	False
tcga_cd8_krt56	within_cohort_primary	STAD	M3	M3_independent	412	5	-1751.040831927579	3512.081663855158	3532.1867806019054	3512.229447106389	34.890273175986295	34.989501669539095	1	3.314877704672181e-09	0.11720563977632369	0.2853414097920706	-0.03134792624997401	-0.004534241939277428	False
tcga_cd8_krt56	within_cohort_primary	STAD	saturated	saturated	412	6	-1733.5460810928093	3479.0921621856187	3503.2183022817158	3479.2995695930263	5.921794855796634	0.0	0	1.0	1.4391584905862313e-16	-1.1102230246251565e-16	-6.245004513516506e-17	-9.71445146547012e-17	False
tcga_cd8_krt56	within_cohort_primary	BLCA	M1	M1_TACSTD2_to_CLDN4_to_immune	406	5	-1558.2562055009216	3126.5124110018432	3146.544176799852	3126.6624110018433	11.84941858891625	12.470434539340204	1	0.00041344390284827655	0.04671073245348369	2.220446049250313e-16	-0.11441746002269762	2.7755575615628914e-17	False
tcga_cd8_krt56	within_cohort_primary	BLCA	M2	M2_CLDN4_to_TACSTD2_to_immune	406	5	-1552.3314962064635	3114.662992412927	3134.6947582109356	3114.812992412927	0.0	0.6210159504239527	1	0.430670002854295	0.010347845669752454	5.551115123125783e-16	0.0	-0.02534694182796196	True
tcga_cd8_krt56	within_cohort_primary	BLCA	M3	M3_independent	406	5	-1710.130866016509	3430.261732033018	3450.2934978310263	3430.411732033018	315.5987396200908	316.21975557051474	1	9.645736712228512e-71	0.3098244151560838	0.7355773526921656	-0.038062363029370494	-0.1828229309683605	False
tcga_cd8_krt56	within_cohort_primary	BLCA	saturated	saturated	406	6	-1552.0209882312515	3116.041976462503	3140.0800954201136	3116.2525027782926	5.385337209178033	0.0	0	1.0	1.6498427161603295e-16	2.220446049250313e-16	5.551115123125783e-17	1.1102230246251565e-16	False
tcga_cd8_krt56	within_cohort_primary	PAAD	M1	M1_TACSTD2_to_CLDN4_to_immune	178	5	-701.2908872344046	1412.5817744688093	1428.4906922202697	1412.9306116781115	0.0	10.72566507201168	1	0.0010565968541771224	0.0719042847393249	-5.551115123125783e-16	0.17612880793113736	-5.551115123125783e-17	True
tcga_cd8_krt56	within_cohort_primary	PAAD	M2	M2_CLDN4_to_TACSTD2_to_immune	178	5	-712.1638857698966	1434.3277715397933	1450.2366892912537	1434.6766087490955	21.745997070984004	32.47166214299568	1	1.2094328552012794e-08	0.12907060948276972	-4.440892098500626e-16	5.551115123125783e-17	-0.3161571340228176	False
tcga_cd8_krt56	within_cohort_primary	PAAD	M3	M3_independent	178	5	-741.338114120725	1492.67622824145	1508.5851459929104	1493.0250654507522	80.09445377264069	90.82011884465237	1	1.5734533550687508e-21	0.292736613433668	0.6321706650059508	-0.30787006679464424	0.14051555552846112	False
tcga_cd8_krt56	within_cohort_primary	PAAD	saturated	saturated	178	6	-695.9280546983988	1403.8561093967976	1422.94681069855	1404.347337466973	-5.543881521719641	0.0	0	1.0	2.662824079541432e-16	-5.551115123125783e-16	1.249000902703301e-16	-5.551115123125783e-17	False
tcga_cd8_krt56	cohort_bic_sum	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	35	-14182.029514033075	28434.05902806615	28576.305656028882		0.0	44.21552729070868	7	1.94125492911323e-07	0.03492960009146453				True
tcga_cd8_krt56	cohort_bic_sum	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	35	-14182.172666953831	28434.345333907662	28576.5919618704		0.286305841516878	44.50183313222351	7	1.7084347849713714e-07	0.03778084346136168				False
tcga_cd8_krt56	cohort_bic_sum	ALL	M3	M3_independent	3444	35	-14606.18164459322	29282.36328918644	29424.609917149177		848.3042611202945	892.5197884110021	7	1.979785818088793e-188	0.2000032465938215				False
tcga_cd8_krt56	cohort_bic_sum	ALL	saturated	saturated	3444	42	-14159.921750387719	28403.843500775438	28574.539454330723		-1.7662016981594206	0.0	0	1.0	1.5714955831238856e-16				False
tcga_cd3_krt56	pooled_within_z	ALL	M1	M1_TACSTD2_to_CLDN4_to_immune	3444	5	-14279.345702210174	28568.691404420348	28599.413348748087	28568.70885642733	0.0	4.417403992734762	1	0.035574119245629796	0.013085077569865872	0.0	-0.03205176329090869	-2.7755575615628914e-17	True
tcga_cd3_krt56	pooled_within_z	ALL	M2	M2_CLDN4_to_TACSTD2_to_immune	3444	5	-14290.61537009056	28591.23074018112	28621.95268450886	28591.2481921881	22.53933576077179	26.956739753506554	1	2.080603778293566e-07	0.032377068694932086	0.0	0.0	-0.07930729766962248	False
tcga_cd3_krt56	pooled_within_z	ALL	M3	M3_independent	3444	5	-14635.43658573573	29280.87317147146	29311.5951157992	29280.89062347844	712.1817670511118	716.5991710438466	1	7.347931532114027e-158	0.17791570124692913	0.43341810316931145	-0.04225771109570298	-0.016941493416679387	False
tcga_cd3_krt56	pooled_within_z	ALL	saturated	saturated	3444	6	-14277.137000213806	28566.274000427613	28603.140333620897	28566.298440346145	3.726984872810135	0.0	0	1.0	9.15302969408735e-17	0.0	1.3877787807814457e-17	2.7755575615628914e-17	False
tcga_cd3_krt56	within_cohort_primary	LUAD	M1	M1_TACSTD2_to_CLDN4_to_immune	516	5	-2098.427883359748	4206.855766719496	4228.086300546905	4206.97341377832	0.0	0.3528639863934586	1	0.5524963571350301	0.008826159768610849	-2.220446049250313e-16	0.021619587821377823	4.163336342344337e-17	True
tcga_cd3_krt56	within_cohort_primary	LUAD	M2	M2_CLDN4_to_TACSTD2_to_immune	516	5	-2101.5500750136453	4213.1001500272905	4234.330683854699	4213.217797086114	6.2443833077941235	6.597247294187582	1	0.010213655443365402	0.03827937857186943	-1.1102230246251565e-16	4.163336342344337e-17	-0.09376494517190834	False
tcga_cd3_krt56	within_cohort_primary	LUAD	M3	M3_independent	516	5	-2192.7250417596274	4395.450083519255	4416.680617346663	4395.567730578078	188.59431679975842	188.94718078615188	1	5.396870657362259e-43	0.22821893787626973	0.553732548012309	-0.07480801491584665	0.016950746543509754	False
tcga_cd3_krt56	within_cohort_primary	LUAD	saturated	saturated	516	6	-2098.2514513665515	4208.502902733103	4233.979543325992	4208.667932202651	5.893242779087814	0.0	0	1.0	9.361079663672307e-17	-2.220446049250313e-16	1.3877787807814457e-17	5.551115123125783e-17	False
tcga_cd3_krt56	within_cohort_primary	BRCA	M1	M1_TACSTD2_to_CLDN4_to_immune	1095	5	-4589.384448495316	9188.768896990632	9213.761445201884	9188.823993409365	6.355863326278268	6.735396921752908	1	0.009451819863358048	0.029939395715148195	-2.7755575615628914e-16	-0.07333624270938213	6.938893903907228e-18	False
tcga_cd3_krt56	within_cohort_primary	BRCA	M2	M2_CLDN4_to_TACSTD2_to_immune	1095	5	-4586.206516832177	9182.413033664354	9207.405581875606	9182.468130083087	0.0	0.3795335954746406	1	0.5378529538839635	0.00709669262559118	-3.885780586188048e-16	4.163336342344337e-17	-0.01738327579407062	True
tcga_cd3_krt56	within_cohort_primary	BRCA	M3	M3_independent	1095	5	-4656.541410485265	9323.08282097053	9348.075369181783	9323.137917389264	140.66978730617666	141.0493209016513	1	1.569485905285956e-32	0.1424475809168013	0.34765056745908623	-0.00682624243641132	-0.028989053345470833	False
tcga_cd3_krt56	within_cohort_primary	BRCA	saturated	saturated	1095	6	-4586.01675003444	9184.03350006888	9214.024557922383	9184.110705951232	6.618976046776879	0.0	0	1.0	1.1513825508433535e-16	-2.7755575615628914e-16	2.7755575615628914e-17	4.163336342344337e-17	False
tcga_cd3_krt56	within_cohort_primary	CESC	M1	M1_TACSTD2_to_CLDN4_to_immune	304	5	-1257.4751604479497	2524.9503208958995	2543.5354594029304	2525.1516631777786	0.0	0.7292097976537661	1	0.39313944378499266	0.017716228494361698	-2.7755575615628914e-16	0.043395719977742046	-4.163336342344337e-17	True
tcga_cd3_krt56	within_cohort_primary	CESC	M2	M2_CLDN4_to_TACSTD2_to_immune	304	5	-1258.642557895691	2527.285115791382	2545.870254298413	2527.486458073261	2.334794895482446	3.064004693136212	1	0.08004416736633042	0.036385175802851194	-1.1102230246251565e-16	-2.168404344971009e-18	-0.08912511491844669	False
tcga_cd3_krt56	within_cohort_primary	CESC	M3	M3_independent	304	5	-1292.5380977308562	2595.0761954617124	2613.6613339687433	2595.2775377435914	70.12587456581286	70.85508436346663	1	3.844516198929554e-17	0.1875861781716823	0.4559677364630334	-0.05115143159681702	0.024665761628676536	False
tcga_cd3_krt56	within_cohort_primary	CESC	saturated	saturated	304	6	-1257.1105555491229	2526.2211110982457	2548.523277306683	2526.503939381074	4.987817903752784	0.0	0	1.0	1.1334278066417158e-16	-2.7755575615628914e-16	6.5052130349130266e-18	0.0	False
