expression_rank,gene,median_log2tpm1,mean_log2tpm1,pct_log2tpm1_gt1,expression_percentile
380,IGSF3,4.7380760418801655,4.676033596225671,99.4059405940594,85.8897989575577
381,MR1,4.7351647085666055,4.650442940670616,100.0,85.85256887565153
382,ADAM10,4.728100099741559,4.658022448463827,100.0,85.81533879374534
383,GPC4,4.724573878898902,4.657967062611714,99.8019801980198,85.77810871183917
384,ITGA5,4.71560787752938,4.682020815489512,100.0,85.74087862993298
385,CD53,4.701898322070544,4.707219892442003,100.0,85.7036485480268
386,MEGF8,4.6951809550073405,4.677978930660698,100.0,85.66641846612062
387,TMEM150A,4.690433857964608,4.644538619964732,100.0,85.62918838421444
388,TREM2,4.681809050856494,4.510424353492426,97.82178217821782,85.59195830230827
389,CD4,4.681432398165997,4.687765091138971,100.0,85.55472822040208
390,NEO1,4.673827751773452,4.595412221322089,100.0,85.51749813849591
391,AMIGO2,4.661909181143857,4.5585211650768835,99.60396039603961,85.48026805658972
392,LGR4,4.659827538464191,4.511071606840153,99.60396039603961,85.44303797468355
393,IL3RA,4.658685637255002,4.664460767024321,100.0,85.40580789277736
394,PTPRU,4.656387678093669,4.490864991448378,99.8019801980198,85.36857781087119
395,F2RL1,4.651149303063519,4.5981978215152335,100.0,85.331347728965
396,LRRC32,4.618573444179433,4.605475176077052,100.0,85.29411764705883
397,CSF1,4.613413780860924,4.508908884513137,100.0,85.25688756515264
398,QSOX2,4.611284532827717,4.59794669612156,100.0,85.21965748324646
399,SUCO,4.6108181561094455,4.557451809802321,100.0,85.18242740134028
400,SIDT2,4.606442228131607,4.560774956738796,100.0,85.1451973194341
401,C11orf24,4.602047046411758,4.56402917525951,100.0,85.10796723752793
402,SLC15A4,4.59618975614441,4.49822052667354,100.0,85.07073715562174
403,TMEM106B,4.591535810414967,4.534650556496229,100.0,85.03350707371557
404,CLDN8,4.585557489717477,4.394112227959718,98.21782178217822,84.99627699180938
405,TMEM25,4.585004578712881,4.543417094884646,100.0,84.95904690990321
406,PTPRS,4.582435572692117,4.453816928516886,100.0,84.92181682799702
407,BTN2A1,4.581128257018665,4.476716367402536,100.0,84.88458674609085
408,TSPAN17,4.580284198431553,4.5478210672438975,100.0,84.84735666418466
409,SPPL2A,4.576709567263235,4.496534817528675,100.0,84.81012658227847
410,PTPRN2,4.576268162541807,4.478664834475208,99.8019801980198,84.7728965003723
411,TMX3,4.567107315826575,4.484310765927086,100.0,84.73566641846612
412,EDNRB,4.565889584403188,4.4713627075292255,99.20792079207921,84.69843633655994
413,IL27RA,4.560531549379728,4.485884220412108,100.0,84.66120625465376
414,GJB3,4.549681490870648,4.0136594218504955,88.91089108910892,84.62397617274759
415,SLC2A1,4.549065354744193,4.510328400987285,100.0,84.5867460908414
416,ITGA2,4.543965981883475,4.540439737127352,99.20792079207921,84.54951600893523
417,GABBR2,4.540864216223042,4.373940326819884,97.62376237623762,84.51228592702904
418,CLDN9,4.5357668202749615,4.1929073035170275,93.26732673267327,84.47505584512285
419,TSPAN7,4.52260820762622,4.413019689252146,100.0,84.43782576321668
420,TNFRSF14,4.512094117057519,4.4057999391362745,100.0,84.40059568131049
421,ACVR1B,4.507756590596962,4.478656937401997,100.0,84.36336559940432
422,PTPRG,4.507065181398178,4.4767831584641415,100.0,84.32613551749813
423,SEZ6L2,4.505135094844533,4.210492369390013,96.23762376237623,84.28890543559196
424,TPBG,4.50348231185765,4.418628335128022,99.60396039603961,84.25167535368578
425,ENPP4,4.502763396229349,4.395860888355197,100.0,84.2144452717796
426,CHRNB1,4.4958614210892485,4.487098030106959,100.0,84.17721518987342
427,CALCRL,4.4947931963296766,4.430730578279147,99.8019801980198,84.13998510796723
428,SUSD2,4.49449881578659,4.5060495834519205,99.4059405940594,84.10275502606106
429,PIEZO1,4.475499987264951,4.451370605587669,100.0,84.06552494415487
430,PLXNA3,4.467449045861231,4.317767728616408,100.0,84.0282948622487
431,TSPAN15,4.4564776293518165,4.45960004488852,100.0,83.99106478034251
432,ACVRL1,4.4431225779110095,4.401502901103085,100.0,83.95383469843634
433,VSIG10,4.442147306512356,4.393508876438551,100.0,83.91660461653015
434,PKD2,4.437707136926071,4.367109216177686,99.8019801980198,83.87937453462398
435,GRIK5,4.436341765114322,4.316072144414954,99.00990099009901,83.84214445271779
436,CADM4,4.4257614011908375,4.331632261670706,100.0,83.80491437081162
437,MICA,4.4200915940091,4.331440117527241,100.0,83.76768428890544
438,PIGO,4.414724129918465,4.2971247538014135,100.0,83.73045420699926
439,OSTM1,4.411961733310013,4.379197983238864,100.0,83.69322412509308
440,GPC1,4.408154780826457,4.420105081515113,100.0,83.6559940431869
441,CNNM4,4.406407415048065,4.296539783209551,100.0,83.61876396128072
442,FLRT3,4.397844024704318,4.291618084188714,97.62376237623762,83.58153387937453
443,UNC5C,4.3946787611343,4.230733704862129,98.8118811881188,83.54430379746836
444,ADAM9,4.392592195666152,4.250644804853953,99.8019801980198,83.50707371556217
445,EBP,4.387776098253444,4.436692501937469,100.0,83.469843633656
446,LYSMD3,4.387176401314581,4.293615359898155,99.8019801980198,83.43261355174981
447,PANX1,4.381781722328079,4.322402482804216,100.0,83.39538346984364
448,LYNX1,4.380452406728162,4.252647248138969,100.0,83.35815338793745
449,SSPN,4.378622595527227,4.277485933136683,99.8019801980198,83.32092330603128
450,MFSD6L,4.37226958073043,4.231291181185409,98.41584158415841,83.2836932241251
451,LPL,4.371112743002397,4.528943613238929,100.0,83.24646314221891
452,SLC1A1,4.365930447495487,4.307810974615618,99.4059405940594,83.20923306031274
453,SCARF1,4.365419591770688,4.299335107463243,99.8019801980198,83.17200297840655
454,CNNM3,4.361003303686276,4.301887371524386,100.0,83.13477289650038
455,PLXNA2,4.357249358794323,4.265099695586407,99.8019801980198,83.09754281459419
456,SLC31A1,4.355537863784663,4.313492949988287,100.0,83.06031273268802
457,TIE1,4.344125437876865,4.282199412698699,100.0,83.02308265078183
458,TSPAN14,4.341352472862688,4.300699845084057,100.0,82.98585256887566
459,FZD4,4.327464620157677,4.259811782634588,100.0,82.94862248696947
460,EPHB4,4.326803370843521,4.275784989604555,100.0,82.91139240506328
461,PODXL2,4.318410848475293,4.3809051172717455,100.0,82.87416232315711
462,IL11RA,4.30473735779407,4.218962592413976,100.0,82.83693224125092
463,EMCN,4.302604198168332,4.2054172766861475,100.0,82.79970215934476
464,LRP3,4.294782468698072,4.203279199612319,100.0,82.76247207743856
465,PTPRK,4.284921240347745,4.250332325299373,100.0,82.7252419955324
466,PLXNC1,4.280807880779751,4.121865763193683,99.00990099009901,82.68801191362621
467,CYSLTR2,4.280755925603651,3.9668192014506736,89.10891089108911,82.65078183172004
468,CLDN12,4.277508728144778,4.196592758937238,99.8019801980198,82.61355174981385
469,SLC46A3,4.27031214808133,4.241095552049309,100.0,82.57632166790768
470,GPR183,4.252952996767695,4.27958549647782,99.8019801980198,82.53909158600149
471,SLC37A1,4.246582902713208,4.180811239187786,100.0,82.5018615040953
472,CSF1R,4.2451077076302015,4.212282387303101,100.0,82.46463142218913
473,HLA-DOA,4.243981285869243,4.2707488452036095,97.62376237623762,82.42740134028294
474,SELPLG,4.243722389025927,4.1933655133665395,100.0,82.39017125837677
475,BMPR1A,4.243250163377969,4.20269864501248,100.0,82.35294117647058
476,GABRB2,4.235451359284768,3.60191325916739,82.57425742574257,82.31571109456442
477,TSPAN18,4.22957254211452,4.36112097084903,100.0,82.27848101265822
478,LMBR1L,4.220941267986142,4.207671833022574,100.0,82.24125093075205
479,FAS,4.214591118466067,4.098392101257459,99.8019801980198,82.20402084884587
480,MERTK,4.209437768841498,4.18230275476038,99.60396039603961,82.16679076693968
481,CYBB,4.206932296604973,4.090995950661326,99.4059405940594,82.12956068503351
482,FOLR2,4.2017906673260885,4.174647547255012,100.0,82.09233060312732
483,SORCS2,4.191428418232012,3.9925714901404823,94.85148514851485,82.05510052122115
484,MFSD12,4.185303625900116,4.137916458480351,100.0,82.01787043931496
485,TENM1,4.177335814396933,3.9156436638058696,91.0891089108911,81.98064035740879
486,LRP2,4.17661000633204,4.089436437796701,97.22772277227722,81.9434102755026
487,ENPP1,4.173767067736707,4.166437434571029,99.20792079207921,81.90618019359643
488,PLXDC2,4.170758317864368,4.131508064999932,100.0,81.86895011169024
489,NGFR,4.165928013442693,4.025738773498518,95.04950495049505,81.83172002978407
490,LMBR1,4.165252729894007,4.124691247346367,100.0,81.79448994787788
491,LNPEP,4.161879622605549,4.098387119730826,100.0,81.7572598659717
492,SLC47A1,4.153254088852183,4.103502964764732,99.8019801980198,81.72002978406553
493,BTC,4.152394371410216,4.102258918756234,99.60396039603961,81.68279970215934
494,BTN3A2,4.1519643204948125,4.16098978992858,99.8019801980198,81.64556962025317
495,PCDH12,4.149039822386395,4.087832062272355,100.0,81.60833953834698
496,SMO,4.148722645562998,4.109090505658902,99.8019801980198,81.57110945644081
497,CDH2,4.1457263592833975,3.8722327672686294,90.89108910891089,81.53387937453462
498,SLC43A3,4.14511493900416,4.070283411362187,99.4059405940594,81.49664929262845
499,EVA1C,4.144054529633454,4.068549587064877,100.0,81.45941921072226
500,KREMEN1,4.143768901582216,4.09865424612834,100.0,81.42218912881609
501,SIRPA,4.111306800762216,4.028788020477943,100.0,81.3849590469099
502,GFRA2,4.107696237590805,3.9640898928451906,96.63366336633663,81.34772896500372
503,BACE2,4.104823067996869,4.06737577571967,99.8019801980198,81.31049888309754
504,SLC9A7,4.092063635106699,4.059736220505516,100.0,81.27326880119136
505,ALPL,4.089565945065796,4.1247264330462015,99.4059405940594,81.23603871928519
506,OSMR,4.083843079962182,3.974500064053243,99.8019801980198,81.198808637379
507,MANSC1,4.075909086091148,4.047263496597488,100.0,81.16157855547283
508,PLAUR,4.060237654640952,3.8935562076034658,98.61386138613861,81.12434847356664
509,ADCY6,4.057822811988688,3.940225640555788,99.8019801980198,81.08711839166047
510,SORL1,4.055907106517191,4.038641651407712,99.60396039603961,81.04988830975428
511,ULBP3,4.054553310633469,4.022174576431699,100.0,81.0126582278481
512,ITGA7,4.054119132720799,4.0660092427100585,99.8019801980198,80.97542814594192
513,RNF130,4.049003372611042,3.9976282843990423,100.0,80.93819806403573
514,SLC12A2,4.048776746195672,4.013575202458128,99.8019801980198,80.90096798212956
515,AQP5,4.045049740837989,4.061160167812592,93.06930693069307,80.86373790022338
516,RTN4RL2,4.041654771531769,4.085421182368517,98.8118811881188,80.8265078183172
517,JAG2,4.038146419499432,4.0454970180773095,100.0,80.78927773641102
518,TMEM104,4.036679154230448,4.009874108450627,100.0,80.75204765450485
519,ATG9A,4.033440622132633,3.7746491673124334,98.41584158415841,80.71481757259866
520,PROCR,4.031739242251346,3.983005095994908,100.0,80.67758749069249
521,FZD5,4.025578119212342,3.9381913725720996,99.8019801980198,80.6403574087863
522,LPAR2,4.025338922866086,4.035175072072389,100.0,80.60312732688011
523,ABCA1,4.024328545288136,3.972764987163397,100.0,80.56589724497394
524,CA12,4.024009331618542,4.11902248909643,96.23762376237623,80.52866716306775
525,GRID1,4.020848854593208,3.951360765987765,98.8118811881188,80.49143708116158
526,RTN4R,4.016701334900668,3.8981461249375142,100.0,80.45420699925539
527,AMIGO1,4.010824586664752,3.9933257405029723,100.0,80.41697691734922
528,SLC39A4,4.00091942505296,3.8714225183871087,98.8118811881188,80.37974683544304
529,GPR4,3.9965514472399546,3.973782409586082,100.0,80.34251675353686
530,FZD7,3.9959367035045874,3.940829183676061,99.20792079207921,80.30528667163068
531,BTN3A1,3.9880756727807096,3.9975115347836927,100.0,80.2680565897245
532,NCMAP,3.98621977687308,4.017662341914747,99.60396039603961,80.23082650781832
533,SERINC5,3.984953851385337,3.9197054006050216,99.60396039603961,80.19359642591213
534,EDA2R,3.973014238073812,3.8949520254125596,99.4059405940594,80.15636634400596
535,EPHB3,3.956781536079244,3.6577145730947,94.45544554455445,80.11913626209977
536,TMEM140,3.952370844829679,3.879441123470206,100.0,80.0819061801936
537,SLC19A2,3.9489278462250232,3.9571395264263303,99.60396039603961,80.04467609828741
538,SPPL2B,3.943311872451402,3.9623856195831326,100.0,80.00744601638124
539,ITGB6,3.934374961447547,3.9316124934909724,99.4059405940594,79.97021593447505
540,TEK,3.9323730410413065,3.775450523801035,99.8019801980198,79.93298585256888
541,SLC12A9,3.9287493064166674,3.867736713275795,100.0,79.8957557706627
542,SLCO3A1,3.9273465702859536,3.8987309877345093,100.0,79.85852568875652
543,ICAM5,3.925515275178381,3.544796988141934,88.11881188118812,79.82129560685034
544,DAGLB,3.91804269472788,3.872863202711207,100.0,79.78406552494415
545,SV2A,3.910982042416276,3.8254603521837516,98.21782178217822,79.74683544303798
546,EFNB2,3.909801900162457,3.9201366040395285,100.0,79.70960536113179
547,FAT1,3.908034679914164,3.839045053968648,99.60396039603961,79.67237527922562
548,DLL4,3.9070444748727984,3.928010032483245,99.8019801980198,79.63514519731943
549,LY75,3.906092083410472,3.766295401117897,98.8118811881188,79.59791511541326
550,SLC43A2,3.9040215906377833,3.90251685727604,100.0,79.56068503350707
551,IFNLR1,3.89459467388586,3.786997860569786,100.0,79.5234549516009
552,PLXNA1,3.8848225614954246,3.8699747677178236,100.0,79.48622486969471
553,SLC39A8,3.8718239394260463,3.8671880263473466,99.8019801980198,79.44899478778854
554,MFSD2A,3.8661859555660096,4.052550507842017,98.41584158415841,79.41176470588236
555,NIPAL2,3.8561092527171,3.7695666599938122,99.8019801980198,79.37453462397616
556,AOC3,3.85290772837637,3.819761775891755,99.20792079207921,79.33730454207
557,MCOLN1,3.8432502541020375,3.792375280723297,100.0,79.30007446016381
558,SLC8B1,3.838992093293741,3.8003439099969145,100.0,79.26284437825764
559,SLC41A2,3.838588779142533,3.774723367263383,100.0,79.22561429635145
560,NOTCH4,3.838054214164525,3.8101613534263907,99.8019801980198,79.18838421444528
561,FAM171A1,3.833244316806066,3.7806466925802464,100.0,79.15115413253909
562,TMEM171,3.814888755758074,3.9721194622927243,99.60396039603961,79.11392405063292
563,SCNN1G,3.809928865721431,3.7500096610019624,97.82178217821782,79.07669396872673
564,SUSD1,3.8021208218259024,3.6989531263656086,99.8019801980198,79.03946388682056
565,PVR,3.799646863725785,3.7596416758595113,100.0,79.00223380491437
566,SLC37A3,3.795330582892977,3.7292407117810886,100.0,78.96500372300818
567,LRIG1,3.792980255617048,3.8011321284186605,99.8019801980198,78.92777364110202
568,SLC29A2,3.791261887255876,3.8020099507906004,100.0,78.89054355919582
569,ACKR1,3.7888214136054,3.7028049723623253,95.24752475247524,78.85331347728966
570,SUSD3,3.785613321731545,3.6936662803317892,98.8118811881188,78.81608339538347
571,CELSR1,3.783351879674047,3.5943936475403366,97.62376237623762,78.7788533134773
572,SLC2A8,3.780016070093666,3.775185508173348,100.0,78.74162323157111
573,IL17RE,3.7741123266276206,3.648631789758854,99.20792079207921,78.70439314966492
574,STEAP4,3.771315147074137,3.6654668489035314,98.61386138613861,78.66716306775875
575,CALHM2,3.7640276160637978,3.725729462252011,100.0,78.62993298585256
576,LRP6,3.754620311674532,3.7130022842612544,99.8019801980198,78.59270290394639
577,FAM171A2,3.751517280278326,3.7254119462529207,98.61386138613861,78.5554728220402
578,GPER1,3.749115879077689,3.788505665921187,99.8019801980198,78.51824274013403
579,CTNS,3.737838160741162,3.697636597295954,100.0,78.48101265822784
580,NOTCH1,3.735533008299731,3.7135145019114244,100.0,78.44378257632168
581,NUP210,3.730498668128338,3.733240760784064,100.0,78.40655249441548
582,MFSD11,3.7235257973973943,3.6911942189305176,100.0,78.36932241250932
583,P2RX4,3.721482033271717,3.7334062203814637,100.0,78.33209233060313
584,TMEM8B,3.719555842158586,3.6510597991469043,100.0,78.29486224869694
585,TRIL,3.704340813303189,3.7020123666293125,99.8019801980198,78.25763216679077
586,BACE1,3.697295658582721,3.70276813192813,100.0,78.22040208488458
587,SLC16A5,3.693520410909511,3.598496544553201,98.21782178217822,78.18317200297841
588,TSPAN33,3.692449516837875,3.8411851021170302,100.0,78.14594192107222
589,NLGN2,3.685233761184201,3.5948805605476073,99.8019801980198,78.10871183916605
590,RHBDF2,3.6816966275128777,3.65164253287718,100.0,78.07148175725986
591,FKRP,3.677440587921541,3.659291138891494,100.0,78.03425167535369
592,TNFRSF10C,3.668221262790208,3.5640326577239425,97.82178217821782,77.9970215934475
593,PTCHD4,3.664790006133715,3.5163677588884314,96.43564356435644,77.95979151154133
594,BTN3A3,3.661601401336952,3.6606589136991627,99.8019801980198,77.92256142963514
595,SLC7A1,3.660940022609522,3.693863857792577,99.8019801980198,77.88533134772896
596,SCARB1,3.6539771786363366,3.6688692344763605,100.0,77.84810126582279
597,TMEM62,3.652520912679566,3.603220084360819,99.8019801980198,77.8108711839166
598,ERMAP,3.6511780111845,3.5592153457957534,100.0,77.77364110201043
599,HLA-G,3.644940688724956,3.8385503316102483,97.02970297029702,77.73641102010424
600,FLT4,3.6361489602562265,3.5570627627978344,99.60396039603961,77.69918093819807
601,BOC,3.6241827971311977,3.590769968210765,99.20792079207921,77.66195085629188
602,PRRT3,3.6125884066987175,3.583403865873951,100.0,77.62472077438571
603,STAB1,3.6052691174099456,3.6185878912354013,100.0,77.58749069247952
604,S1PR2,3.603881482884208,3.470284562835903,99.8019801980198,77.55026061057335
605,IL17RA,3.595348497993593,3.5465958062789285,100.0,77.51303052866716
606,CACHD1,3.593413533414426,3.514794654691064,98.21782178217822,77.47580044676099
607,TM4SF18,3.5823753537610474,3.529036338655194,99.60396039603961,77.4385703648548
608,LMBRD2,3.580447019598663,3.504505034478729,99.60396039603961,77.40134028294862
609,TCTN2,3.572186334717167,3.528902730602109,100.0,77.36411020104245
610,SLC6A12,3.5720407745797376,3.4335102436403,99.20792079207921,77.32688011913626
611,SLC45A4,3.568494277037296,3.5555745281603426,100.0,77.28965003723009
612,FAM189B,3.5676306244923484,3.5693941559231206,100.0,77.2524199553239
613,SLC37A4,3.565767754710171,3.5200240614588236,100.0,77.21518987341773
614,CD22,3.565426576827289,3.5146811075378785,92.67326732673268,77.17795979151154
