expression_rank,gene,median_log2tpm1,mean_log2tpm1,pct_log2tpm1_gt1,expression_percentile
618,EPHA1,3.544386466489685,3.490686793167916,99.60396039603961,77.02903946388682
619,SLC12A6,3.544262807267988,3.456701068046472,99.4059405940594,76.99180938198064
620,CD2,3.540919995427696,3.5400641974201177,95.64356435643563,76.95457930007446
621,TMEM63A,3.5232984833404357,3.4468106816603545,99.8019801980198,76.91734921816828
622,ABCC10,3.510911297510645,3.4576397779878913,100.0,76.88011913626211
623,TNFRSF10A,3.507946828571237,3.38523216281882,99.4059405940594,76.84288905435592
624,F2RL3,3.4960020863654435,3.5486854749974213,99.00990099009901,76.80565897244975
625,LRRN3,3.493929082836742,3.4232366535920398,93.26732673267327,76.76842889054356
626,P2RY8,3.4900823041047726,3.44674792776996,99.4059405940594,76.73119880863737
627,CPM,3.485774577810054,3.500999817948845,99.8019801980198,76.6939687267312
628,SELL,3.4735531527068697,3.4320597933432784,97.62376237623762,76.65673864482501
629,ABCA7,3.471252503782812,3.4827457381614226,100.0,76.61950856291884
630,CDH24,3.4606639406641504,3.4602154304639883,100.0,76.58227848101265
631,IL1RL2,3.454531257865344,3.33816279799501,98.8118811881188,76.54504839910648
632,RNFT1,3.454333843850072,3.39323939385857,99.60396039603961,76.5078183172003
633,MS4A6A,3.452160504916137,3.4331861923760147,99.4059405940594,76.47058823529412
634,LDLR,3.451738629564204,3.2646211187698078,95.04950495049505,76.43335815338794
635,FGFR1,3.4309542713857293,3.4245312486517787,99.60396039603961,76.39612807148175
636,TMEM231,3.43070008853376,3.380347050442774,99.8019801980198,76.35889798957558
637,ATP1B2,3.4277804655574693,3.4305112306724763,97.22772277227722,76.3216679076694
638,CD163,3.420078115979374,3.452364081196902,98.41584158415841,76.28443782576322
639,EDNRA,3.409418092494648,3.408205584016862,99.60396039603961,76.24720774385703
640,TSPAN5,3.4067951457835592,3.4345138568991094,99.8019801980198,76.20997766195086
641,SCN1B,3.4006745419640105,3.239218578698921,99.20792079207921,76.17274758004467
642,PTAFR,3.394404385400625,3.2435634481035702,99.20792079207921,76.1355174981385
643,PANX2,3.3841741716968263,3.367204699236452,98.61386138613861,76.09828741623231
644,IL1RAP,3.379773429454765,3.1368025695180863,93.86138613861385,76.06105733432614
645,SLC5A6,3.376026383781493,3.356037903051527,100.0,76.02382725241996
646,NAGPA,3.373411570454829,3.3487532192677634,100.0,75.98659717051378
647,SLC1A4,3.372144185324731,3.3648245843392126,100.0,75.9493670886076
648,TMEM178B,3.367580744457254,3.2901205966783422,93.26732673267327,75.91213700670141
649,SEMA4D,3.361333239857288,3.337453862784709,100.0,75.87490692479524
650,ULBP2,3.3605468846116704,3.2763657592117146,98.21782178217822,75.83767684288905
651,GYPC,3.3425405232557903,3.3654480214050406,99.8019801980198,75.80044676098288
652,SLC26A2,3.339365460967944,3.356756609440683,100.0,75.76321667907669
653,SLCO2B1,3.3388664977724973,3.2882707900731103,99.4059405940594,75.72598659717052
654,SLC44A3,3.327802315376529,3.28914234686182,99.8019801980198,75.68875651526433
655,PTPRB,3.3232547641506502,3.2632702124617596,99.60396039603961,75.65152643335816
656,CD3D,3.322476214866698,3.330770615020524,93.46534653465348,75.61429635145197
657,DLL1,3.315464791786152,3.3118430846564615,99.60396039603961,75.5770662695458
658,LRFN3,3.3150009819294546,3.2556837656835818,99.8019801980198,75.53983618763962
659,SLC33A1,3.312592572343529,3.298588320970949,100.0,75.50260610573343
660,TMEM106A,3.3081861054625814,3.2381164753001888,100.0,75.46537602382726
661,LAMP5,3.3081424097202783,3.37640457588936,83.56435643564356,75.42814594192106
662,EVI2B,3.2994791279803835,3.379769915007858,98.41584158415841,75.3909158600149
663,MRC1,3.2971327095711627,3.2819382696167825,95.64356435643563,75.35368577810871
664,MST1R,3.27475365938461,3.0326246762175098,93.46534653465348,75.31645569620254
665,FCGR2A,3.267460889839486,3.19892640600247,97.82178217821782,75.27922561429635
666,CDH6,3.2641310382918265,3.3413320454455087,98.61386138613861,75.24199553239018
667,OLR1,3.248990160441303,3.1103302525573544,92.27722772277228,75.20476545048399
668,CLDN10,3.245784659660901,2.8963042680151543,69.3069306930693,75.1675353685778
669,P2RY2,3.234547304584172,3.188513954432655,99.4059405940594,75.13030528667163
670,ITGA1,3.230710265787296,3.221469740381514,99.8019801980198,75.09307520476544
671,SELP,3.223638783521395,3.186158175210905,96.83168316831683,75.05584512285928
672,TNFRSF10D,3.2129428037871106,3.169109903167997,99.00990099009901,75.01861504095308
673,GPR176,3.2018220265122936,3.167276866069138,100.0,74.98138495904692
674,SCN4B,3.1931882405328165,3.176546860238951,96.03960396039604,74.94415487714072
675,MPEG1,3.178826164918769,3.285718476206809,99.4059405940594,74.90692479523456
676,JAM2,3.168561812296334,3.139128947198307,99.8019801980198,74.86969471332837
677,FZD8,3.167935917702309,3.284082802412804,99.8019801980198,74.8324646314222
678,LPAR1,3.1625967659884866,3.1202415471167027,99.20792079207921,74.79523454951601
679,LRIG2,3.1500234402601035,3.092355472247911,99.8019801980198,74.75800446760982
680,FCER1A,3.1455959446986563,3.0448896618082486,86.33663366336634,74.72077438570365
681,ESYT3,3.1446663993885613,3.118859801837196,98.01980198019803,74.68354430379746
682,SEMA6B,3.138716189325904,3.2187667257431394,100.0,74.64631422189129
683,CSPG4,3.1358303391694973,3.122423336469844,98.61386138613861,74.6090841399851
684,TLR2,3.135666196969044,3.1630545003034944,99.60396039603961,74.57185405807894
685,FPR3,3.1233351132530807,3.119812382632356,95.64356435643563,74.53462397617274
686,LAYN,3.11696353718266,3.1578903275322383,99.8019801980198,74.49739389426657
687,GABBR1,3.115615931428109,3.074405074725862,99.4059405940594,74.46016381236038
688,DSC2,3.112550017941312,2.9619061930306056,95.84158415841584,74.4229337304542
689,CD274,3.1053260763607886,2.9588520714318527,97.82178217821782,74.38570364854803
690,SLC9A6,3.093644680191701,3.0493705096307107,99.8019801980198,74.34847356664184
691,ACE,3.093357346294737,3.174004901787791,99.8019801980198,74.31124348473567
692,NRROS,3.0906840901092454,3.024752355453016,99.20792079207921,74.27401340282948
693,TTYH2,3.0775677397008887,3.1254054865388508,98.8118811881188,74.23678332092331
694,IGDCC4,3.071419456489887,3.195199869159155,98.41584158415841,74.19955323901712
695,EPHB2,3.070835807262001,3.0431031217402627,99.20792079207921,74.16232315711095
696,BTN2A2,3.0649690521071453,3.0299777263882985,99.8019801980198,74.12509307520476
697,ACVR2A,3.0555080423478094,3.0050845454894652,99.4059405940594,74.08786299329859
698,ADAM17,3.0503797989320978,2.911501611734515,99.00990099009901,74.0506329113924
699,IL15RA,3.048497772497278,3.017643645822492,100.0,74.01340282948622
700,ENTPD3,3.041225456675471,2.956284631669206,95.04950495049505,73.97617274758004
701,NPR1,3.0381727639186877,3.0073440518323067,99.60396039603961,73.93894266567386
702,PILRA,3.0329824166994284,3.0068173327840872,100.0,73.90171258376769
703,IL2RB,3.028675228814655,3.0733916765868803,96.63366336633663,73.8644825018615
704,SEMA4F,3.028215507130436,2.953049427108767,99.4059405940594,73.82725241995533
705,SLC29A3,3.0271717488318948,2.97946717427339,100.0,73.79002233804914
706,IGSF6,3.0254718146211785,2.971052271989598,98.41584158415841,73.75279225614297
707,GPR157,3.024053671074278,3.055220648412839,99.8019801980198,73.71556217423678
708,KIT,3.0233973079277807,3.304575207509539,95.64356435643563,73.6783320923306
709,SLC7A5,3.021639623172155,3.1368483809668013,98.61386138613861,73.64110201042442
710,DISP1,3.016549804880077,3.008849197728339,100.0,73.60387192851825
711,LIFR,3.001514035063554,3.10450250311928,98.8118811881188,73.56664184661206
712,MILR1,2.9994769282351914,2.964789846704754,95.04950495049505,73.52941176470588
713,TRPV2,2.993058390581153,3.0469773771071815,100.0,73.4921816827997
714,SLC2A11,2.980409236420072,2.9846299773728644,100.0,73.45495160089352
715,MAMDC4,2.9596588890925988,2.9110267512555237,98.21782178217822,73.41772151898735
716,HAVCR2,2.95886123068714,2.926201729338622,96.23762376237623,73.38049143708116
717,MFSD8,2.956781536079244,2.8798354634689693,99.4059405940594,73.34326135517499
718,RGMB,2.951792920425996,2.897448048979328,99.20792079207921,73.3060312732688
719,LRRN1,2.949964409356269,2.9798014027378623,96.63366336633663,73.26880119136263
720,CLDN15,2.946019628933344,2.933426827907174,99.8019801980198,73.23157110945644
721,CNTN4,2.94335876267781,2.8831558786234934,97.62376237623762,73.19434102755025
722,FZD2,2.941895069140501,2.838130668220362,97.62376237623762,73.15711094564408
723,CD37,2.9385869101070434,2.981443821177964,97.02970297029702,73.1198808637379
724,C5AR1,2.9334782179566026,2.9515048924987872,99.4059405940594,73.08265078183172
725,SLC16A1,2.930945449049629,2.9897590771205205,99.8019801980198,73.04542069992554
726,SLC15A2,2.929999245751578,2.9820033258403846,98.41584158415841,73.00819061801936
727,TNFRSF4,2.927422428739871,2.943641859068252,99.8019801980198,72.97096053611318
728,LDLRAD3,2.9256007240517,2.8766095844473503,99.00990099009901,72.93373045420701
729,NFAM1,2.913971251045389,2.9273613502572924,99.20792079207921,72.89650037230082
730,CD8A,2.91286060176872,3.0669232763079104,98.01980198019803,72.85927029039463
731,SCARF2,2.905562705247631,2.913215674075455,98.8118811881188,72.82204020848846
732,BTNL9,2.9053894120151487,2.8716921896274004,91.88118811881189,72.78481012658227
733,C3AR1,2.902324460980949,2.9188553799766055,97.82178217821782,72.7475800446761
734,EVC2,2.901706827604178,2.8627555294972904,99.00990099009901,72.71034996276991
735,SEMA4G,2.891827438994506,2.859064940608759,97.62376237623762,72.67311988086374
736,SLC43A1,2.890057511387853,3.0671434712720607,99.8019801980198,72.63588979895756
737,PCDH7,2.8855938864997057,2.9159566413169897,92.67326732673268,72.59865971705138
738,TGFBR3,2.885261974386794,2.862080408430125,99.60396039603961,72.5614296351452
739,LGR6,2.884910454781184,2.9290362370098952,94.65346534653465,72.52419955323901
740,ITGB8,2.882408286662112,2.6395260249501606,82.37623762376238,72.48696947133284
741,TMCO3,2.879999763846236,2.8212594101906814,98.8118811881188,72.44973938942665
742,CCR1,2.8795881504793326,2.8065821677109546,95.84158415841584,72.41250930752048
743,SLC15A3,2.869140992630466,2.896854347311085,99.60396039603961,72.37527922561429
744,PCDH17,2.867184822457412,2.882108371498867,99.4059405940594,72.33804914370812
745,TMEM108,2.864988381981054,2.926692502203463,96.43564356435644,72.30081906180193
746,NRN1,2.86251090312834,2.813522413725787,99.4059405940594,72.26358897989576
747,ITGAM,2.856169026706304,2.7931685189174935,95.24752475247524,72.22635889798957
748,PCDHGC3,2.848157197099072,2.7436412733703333,93.06930693069307,72.1891288160834
749,DCBLD1,2.844867676074509,2.8947949213737143,99.8019801980198,72.15189873417722
750,TMPRSS13,2.8426168559185685,2.722353206649074,93.46534653465348,72.11466865227104
751,ABCA5,2.841288833499536,2.8392558601549434,99.8019801980198,72.07743857036486
752,AQP4,2.832971005297132,2.9016284923697087,85.54455445544555,72.04020848845867
753,FLVCR2,2.8287737321352013,2.835608165383214,99.00990099009901,72.0029784065525
754,ICAM2,2.813422075759527,2.8183776904638864,99.4059405940594,71.96574832464631
755,RECK,2.8036610198054395,2.7759430539562784,99.60396039603961,71.92851824274014
756,HRH1,2.8027308955321564,2.8605160550226083,97.62376237623762,71.89128816083395
757,ITGAX,2.802668865920718,2.745747412991574,92.07920792079209,71.85405807892778
758,SPNS2,2.795517612578692,2.806443114444145,99.60396039603961,71.81682799702159
759,PCSK5,2.788080110931978,2.8901765871945306,98.21782178217822,71.77959791511542
760,PTPRC,2.7870562782978774,2.912040953054295,95.04950495049505,71.74236783320923
761,CACNA1I,2.7808979772298272,2.6427078505598405,88.51485148514851,71.70513775130306
762,GPR180,2.7765462063622715,2.7202230911311966,99.20792079207921,71.66790766939688
763,ABCG2,2.775977615089664,2.7947492644030145,95.64356435643563,71.63067758749068
764,CA4,2.775914424446551,2.868927639556633,75.04950495049505,71.59344750558452
765,CLDN2,2.77534558407404,2.8346294070529576,81.78217821782178,71.55621742367832
766,SLC4A5,2.764494782551535,2.757251436406109,93.66336633663367,71.51898734177216
767,IGSF9,2.756937877411255,2.5931216187481856,93.46534653465348,71.48175725986596
768,CD109,2.7563188003438954,2.9252715974067973,93.26732673267327,71.4445271779598
769,ANPEP,2.753989545855973,2.8266327742260393,97.22772277227722,71.40729709605361
770,PTGER4,2.7537970539113408,2.7842287473678087,94.05940594059405,71.37006701414744
771,GLRB,2.752769996219278,2.631415407806038,94.45544554455445,71.33283693224125
772,SUSD4,2.7423080885573534,2.709005137133764,93.66336633663367,71.29560685033508
773,OR2W3,2.740366343155438,2.804533756727955,93.86138613861385,71.25837676842889
774,STS,2.721503907035708,2.713771738266976,99.4059405940594,71.2211466865227
775,MFAP3,2.7190958025859486,2.543504318513857,93.26732673267327,71.18391660461654
776,ROBO1,2.715322328004136,2.6893571306545945,97.82178217821782,71.14668652271034
777,CNTN6,2.709003832973951,2.889274238332982,91.48514851485149,71.10945644080418
778,SLC22A5,2.7069062342315573,2.648211013038426,99.4059405940594,71.07222635889798
779,CD27,2.6966170652124264,2.914705253967991,93.46534653465348,71.03499627699182
780,ADCY3,2.6909757383432757,2.641992315861043,96.83168316831683,70.99776619508562
781,MAG,2.6854244076952005,2.7073152769115825,83.36633663366337,70.96053611317944
782,IL10RA,2.674370254302114,2.772373072112415,98.8118811881188,70.92330603127327
783,LRP12,2.67018318001364,2.603129216855294,98.41584158415841,70.88607594936708
784,APCDD1,2.669729794600852,2.6670702170665774,98.41584158415841,70.84884586746091
785,PCDHGB5,2.6690040814470057,2.550081678461735,90.89108910891089,70.81161578555472
786,LRRC37A3,2.6673471807656144,2.6500155705500723,98.41584158415841,70.77438570364855
787,DDR2,2.6666429893774897,2.69323484232861,96.63366336633663,70.73715562174236
788,MUC21,2.6626156863713177,2.7581775063942113,70.49504950495049,70.6999255398362
789,CD36,2.6624333955613477,2.801793888607414,87.72277227722772,70.66269545793
790,PCDH18,2.6621827080827365,2.6538681381706146,96.43564356435644,70.62546537602384
791,CD164L2,2.654206377944292,2.557879863222597,84.95049504950495,70.58823529411764
792,SCN4A,2.6460704692259225,2.7056275577436173,93.66336633663367,70.55100521221146
793,NCAM1,2.645701658578835,2.7217241582878424,84.55445544554455,70.51377513030528
794,SCNN1B,2.639996149311747,2.6619888754754344,93.46534653465348,70.4765450483991
795,P2RY6,2.6389079256839416,2.530644089973012,87.72277227722772,70.43931496649293
796,GPR34,2.635034605213733,2.672006695237196,96.63366336633663,70.40208488458674
797,SLC6A8,2.634848795661402,2.695538319950957,99.60396039603961,70.36485480268057
798,TMEM67,2.634151796626545,2.554256111837286,99.00990099009901,70.32762472077438
799,TENM4,2.630708331091706,2.5860767580556807,92.47524752475248,70.29039463886821
800,GJB2,2.6266961121163748,2.7174309228942963,94.85148514851485,70.25316455696202
801,PCDHB5,2.62150100027265,2.4930720374072206,76.63366336633663,70.21593447505585
802,SDK1,2.6201640964397224,2.5976830348040227,80.79207920792079,70.17870439314966
803,MSR1,2.6191077702453933,2.608476247064198,95.24752475247524,70.14147431124348
804,PCDHGB7,2.612729932952372,2.5223165707024884,91.0891089108911,70.1042442293373
805,IL17RB,2.611148767820649,2.5623111928101805,99.20792079207921,70.06701414743112
806,CSF2RB,2.6031931005555573,2.627276815266322,93.66336633663367,70.02978406552494
807,CD86,2.60290815658948,2.5274857450277555,93.86138613861385,69.99255398361876
808,FZD3,2.6013399579980563,2.6182471427904814,99.20792079207921,69.95532390171259
809,FLVCR1,2.599032083222812,2.5784894164938574,100.0,69.9180938198064
810,THSD1,2.591057018746929,2.5565167669530275,99.4059405940594,69.88086373790023
811,ADRA1B,2.587461007377938,2.5902030769850852,95.64356435643563,69.84363365599404
812,ITGAE,2.5847460802330806,2.6014741453562293,100.0,69.80640357408787
813,NPY1R,2.5846258325988067,2.6433896066516667,95.04950495049505,69.76917349218168
814,VCAM1,2.5764253906671883,2.6936346837481087,96.23762376237623,69.7319434102755
815,SLC6A13,2.56842131231148,2.526886948307399,92.87128712871288,69.69471332836932
816,PEAR1,2.562645406548696,2.5605475788891874,95.84158415841584,69.65748324646314
817,TNFSF15,2.560079050433412,2.6135046741375962,93.66336633663367,69.62025316455696
818,PGAP1,2.5524754444910327,2.5188435503158804,97.82178217821782,69.58302308265078
819,CX3CR1,2.5490776800457984,2.562004750514556,94.05940594059405,69.5457930007446
820,CMKLR1,2.54779528436946,2.609654426620851,97.42574257425743,69.50856291883842
821,DCHS1,2.54767191699888,2.499083628713407,96.23762376237623,69.47133283693225
822,MRGPRE,2.547128975206924,2.3981369818245746,89.3069306930693,69.43410275502606
823,TM4SF4,2.546437662730792,2.643522609111345,74.85148514851485,69.39687267311989
824,KITLG,2.541043941495187,2.544512236131732,95.84158415841584,69.3596425912137
825,GPR153,2.5401016842076656,2.3989482020980595,88.11881188118812,69.32241250930751
826,PKD1,2.539828810623053,2.4498329198196718,97.42574257425743,69.28518242740134
827,VLDLR,2.5147534984397533,2.614803978757607,97.02970297029702,69.24795234549516
828,FRAS1,2.5144505385392515,2.4821270851815553,92.27722772277228,69.21072226358898
829,TBXA2R,2.510708792679504,2.484842969225096,98.01980198019803,69.1734921816828
830,ATP6V0A2,2.5078707363917405,2.476138152396646,99.4059405940594,69.13626209977662
831,TLR3,2.506601942191015,2.4777039095281794,98.8118811881188,69.09903201787044
832,FREM2,2.502025021517696,2.555863972566899,93.86138613861385,69.06180193596425
833,CDH11,2.493519248118963,2.53222690421956,79.40594059405942,69.02457185405808
834,SCN2B,2.491134776001425,2.438228837337542,87.72277227722772,68.9873417721519
835,IL17RD,2.4787388847901206,2.322097992707431,87.32673267326733,68.95011169024572
836,KL,2.478376489651092,2.493144278066776,95.24752475247524,68.91288160833953
837,SLC5A8,2.4713435596107205,2.719774052044783,69.3069306930693,68.87565152643336
838,LRP8,2.458329503381216,2.553935933178199,93.86138613861385,68.83842144452717
839,TMEM184A,2.4553074910067068,2.241990587103512,84.55445544554455,68.801191362621
840,TNFRSF18,2.454623375161987,2.438429489106901,81.78217821782178,68.76396128071482
841,GLIPR1,2.4525690790540065,2.50471872203203,99.20792079207921,68.72673119880864
842,SGCE,2.4428904302276204,2.3746816369390578,94.65346534653465,68.68950111690246
843,TMEM132A,2.4419880159037275,2.5545175530814097,99.20792079207921,68.65227103499628
844,TYRO3,2.434348000692569,2.394994779524666,95.44554455445544,68.6150409530901
845,LRRC25,2.4289463447694826,2.4377827558061997,97.42574257425743,68.57781087118391
846,CLCNKB,2.4242234074910307,2.6453141414840293,93.26732673267327,68.54058078927774
847,KCNMB4,2.421909973094829,2.4204027491870534,95.64356435643563,68.50335070737155
848,SLC36A4,2.4112635265833835,2.387480491715169,99.4059405940594,68.46612062546538
849,TREM1,2.40522997976256,2.447880762885385,84.55445544554455,68.42889054355919
850,TENM3,2.404766909612254,2.310622225680302,84.35643564356435,68.39166046165302
851,JAM3,2.4008657775662527,2.2891813750822245,92.27722772277228,68.35443037974683
852,GPR160,2.383801044825255,2.5262075011532095,99.8019801980198,68.31720029784066
853,ANO9,2.383413996482974,2.350254285465606,96.43564356435644,68.27997021593448
854,FPR1,2.380923346096864,2.381738892334062,89.50495049504951,68.2427401340283
855,SLC4A7,2.3775957761493958,2.3268091492895184,95.64356435643563,68.20551005212212
856,ROR2,2.375261902102914,2.35391769806793,82.37623762376238,68.16827997021593
857,ADAM8,2.374260513429296,2.4304258137177066,95.84158415841584,68.13104988830976
858,CD300A,2.3598584720012528,2.421393304824254,98.61386138613861,68.09381980640356
859,LAIR1,2.359605503214515,2.373291166360487,94.45544554455445,68.0565897244974
860,IL6R,2.3511194519299807,2.3659680365483244,95.84158415841584,68.01935964259121
861,C1orf159,2.3506103951992365,2.3543242713040233,99.4059405940594,67.98212956068504
862,EPHA3,2.336883195751804,2.344325981316806,90.6930693069307,67.94489947877885
863,BDKRB2,2.3263647666407463,2.4324458934073183,94.25742574257426,67.90766939687268
864,CDH4,2.321639527021436,2.478172001415999,80.0,67.87043931496649
865,CD300C,2.318345767261359,2.332853048612852,95.04950495049505,67.83320923306032
866,S1PR4,2.3133909848333944,2.420277180000079,98.41584158415841,67.79597915115414
867,DAGLA,2.3111543154405667,2.2121029419909775,94.25742574257426,67.75874906924795
868,SLC38A9,2.308215235222224,2.290486493550125,99.4059405940594,67.72151898734178
869,P2RY11,2.307953046209074,2.302681152353689,99.8019801980198,67.68428890543558
870,CNNM2,2.3007973132040176,2.305450910933639,99.4059405940594,67.64705882352942
871,GPR143,2.295869931015416,2.310282652104175,98.41584158415841,67.60982874162322
872,TMEM116,2.2915151548906803,2.3822607744613857,99.4059405940594,67.57259865971706
873,LRRN2,2.29130885982897,2.429384745793251,90.4950495049505,67.53536857781087
874,NPR2,2.289214769817064,2.333207891261916,98.41584158415841,67.4981384959047
875,ENPEP,2.2881222775367203,2.2843397864453485,91.48514851485149,67.46090841399851
876,AREG,2.287206308794953,2.513820123431165,82.77227722772277,67.42367833209232
877,TMEM255B,2.2865263430872163,2.3285616447968436,99.8019801980198,67.38644825018615
878,TMEM178A,2.283032774616415,2.4337331685121857,98.01980198019803,67.34921816827996
879,LTB4R,2.282172889147674,2.3342201837424494,97.02970297029702,67.3119880863738
880,SLC36A1,2.2819949178031216,2.2643883292569287,99.00990099009901,67.2747580044676
881,LRRC37B,2.276407331912293,2.249308114246061,99.00990099009901,67.23752792256144
882,PHEX,2.268404449408409,2.7922310025595625,73.66336633663366,67.20029784065524
883,CLEC7A,2.2675357980687343,2.2692901287764005,91.48514851485149,67.16306775874908
884,CD69,2.2624932937285984,2.3525857899607656,84.95049504950495,67.12583767684288
885,SLC2A13,2.2558934553044776,2.1876359744080447,94.05940594059405,67.08860759493672
886,PLA2R1,2.2521431296129686,2.5483630927784104,94.25742574257426,67.05137751303053
887,CXCR3,2.250203656499297,2.3833054990851337,91.2871287128713,67.01414743112434
888,LY6G6C,2.2421451608495797,2.1664735139028366,69.3069306930693,66.97691734921817
889,SLC4A4,2.241046940770496,2.6490079083016185,80.79207920792079,66.93968726731198
890,FGFR3,2.2404059261110425,2.432901389953753,89.9009900990099,66.90245718540581
891,SLC26A6,2.236462003838104,2.2454555175039945,99.60396039603961,66.86522710349962
892,SLC17A9,2.226816765049867,2.1520108709794488,84.95049504950495,66.82799702159346
893,TNFRSF25,2.225583428756854,2.19895654726057,92.87128712871288,66.79076693968726
894,TM9SF1,2.225336634924684,2.192887586158158,99.00990099009901,66.75353685778109
895,CD302,2.2224954673020565,2.173516695964364,89.10891089108911,66.7163067758749
896,ANTXR2,2.2102329900958493,2.2463255305695244,97.02970297029702,66.67907669396872
897,SELE,2.209796452300256,2.3695836240252497,82.57425742574257,66.64184661206254
898,SLC6A9,2.2050483772942955,2.2828816199733835,97.62376237623762,66.60461653015636
899,IL1RL1,2.204297250718521,2.838926533594446,68.11881188118812,66.56738644825019
900,IL2RG,2.203608374313117,2.2923278977760413,82.57425742574257,66.530156366344
901,IL22RA1,2.201131966907887,2.405828963360749,93.46534653465348,66.49292628443783
902,GPIHBP1,2.201006466056093,2.221692704523161,90.2970297029703,66.45569620253164
903,SUCNR1,2.196764397537837,2.244923589066315,88.71287128712872,66.41846612062547
904,MMP16,2.192825403552391,2.2134258791517123,80.3960396039604,66.38123603871928
905,CDON,2.1859616649255056,2.434295272158666,87.92079207920793,66.3440059568131
906,SUSD5,2.1843755186721405,2.2562086697994843,87.92079207920793,66.30677587490692
907,ITGA8,2.1813570279852885,2.172931500271358,93.66336633663367,66.26954579300074
908,PLXDC1,2.173703117071083,2.2089404348995894,93.46534653465348,66.23231571109456
909,PTCH1,2.1736711406752067,2.175653368787568,96.43564356435644,66.19508562918838
910,CSF2RA,2.167454275481227,2.1980305452912443,90.4950495049505,66.1578555472822
911,EPHA10,2.166458371722533,2.0035251706703576,72.27722772277228,66.12062546537602
912,P2RY13,2.165911938935689,2.174724519837799,90.6930693069307,66.08339538346985
913,GPR155,2.160500739118433,2.2772451395321553,98.21782178217822,66.04616530156366
914,ACVR2B,2.1551015581257027,2.145953718574691,97.82178217821782,66.00893521965749
915,GABRD,2.1538053360790355,2.235503546963616,89.10891089108911,65.9717051377513
916,SEMA5A,2.1423154031698592,2.198979903259584,95.64356435643563,65.93447505584513
917,SEMA6D,2.1420212590816683,2.334799589172181,91.88118811881189,65.89724497393894
918,GPR161,2.141628973651655,2.1701326219484303,95.04950495049505,65.86001489203277
919,SECTM1,2.133563525741106,2.294800770944283,92.07920792079209,65.82278481012658
920,PRTG,2.1289862034346902,2.1812597858850253,90.89108910891089,65.7855547282204
921,TLR5,2.120915901320588,2.071811298219204,95.64356435643563,65.74832464631422
922,GABRE,2.1197877588668224,2.200338712095348,87.12871287128714,65.71109456440804
923,EFNA3,2.113500481366378,2.105713925039835,96.63366336633663,65.67386448250186
924,SEMA7A,2.1100290927993672,2.2295907863572064,92.27722772277228,65.63663440059568
925,NPR3,2.107453537864989,2.391162346757164,78.81188118811882,65.59940431868951
926,UGT8,2.1070182498821204,2.2577733923699297,89.50495049504951,65.56217423678332
927,CEACAM6,2.106348319505147,2.4924434411100393,67.12871287128714,65.52494415487715
928,LEPR,2.102590949588091,2.181955473065631,93.66336633663367,65.48771407297096
929,ECSCR,2.1001703197569768,2.1407619836696146,96.83168316831683,65.45048399106477
930,HEPH,2.0999011100079423,2.231165312006542,94.05940594059405,65.4132539091586
931,FAT4,2.09932887244062,2.0765397788430215,91.68316831683168,65.37602382725242
932,ITGB7,2.084744620868468,2.1343460961181946,85.74257425742574,65.33879374534624
933,NOX4,2.0827707036354437,2.1060204970762983,90.4950495049505,65.30156366344006
934,SEMA6A,2.0827025893302498,2.0540854680294296,93.26732673267327,65.26433358153388
935,CLEC2D,2.0823279031566675,2.048296477335614,92.47524752475248,65.2271034996277
936,SPN,2.0806235566763296,2.1027276354362474,84.75247524752476,65.18987341772151
937,GPR132,2.074436930699148,2.2184721028452135,90.6930693069307,65.15264333581534
938,TNFSF13B,2.0739915645715934,2.2981152446628372,94.05940594059405,65.11541325390915
939,ABCC5,2.06808604817375,2.056620964066526,98.61386138613861,65.07818317200298
940,CD96,2.065813544775505,2.102503362090187,91.88118811881189,65.04095309009679
941,PLXNA4,2.056860943046751,2.2239275550539634,84.15841584158416,65.00372300819062
942,NIPAL1,2.055785663889741,2.1222048774827633,92.07920792079209,64.96649292628443
943,SLCO4A1,2.053632698282097,2.010801896185851,82.37623762376238,64.92926284437826
944,CCR5,2.053285144669024,2.1591098306064906,84.35643564356435,64.89203276247208
945,FRRS1,2.052033257939905,2.0245298406093455,98.21782178217822,64.8548026805659
946,ERVK13-1,2.05043204241384,2.0539109692775313,96.03960396039604,64.81757259865972
947,LRFN4,2.047712869629618,2.077464133313558,98.41584158415841,64.78034251675354
948,S1PR3,2.032065569018417,2.047586985188733,95.24752475247524,64.74311243484736
949,CD1A,2.0252769025242743,2.2635520795593687,66.73267326732673,64.70588235294117
950,GRAMD1B,2.019310501413725,2.1063506541111368,91.88118811881189,64.668652271035
951,GPR75,2.015497569395326,1.9104124340171165,89.50495049504951,64.63142218912881
952,ADRA2C,2.014640946881753,2.253041609878458,88.11881188118812,64.59419210722264
953,IL7R,2.0131406324940007,2.221120675145258,77.62376237623762,64.55696202531645
954,IL18R1,2.0071596130214884,2.0935582881039387,79.20792079207921,64.51973194341028
955,TMEM182,2.001333876090195,1.9735370653705497,97.62376237623762,64.48250186150409
956,TLR4,1.999242386212508,2.025107278812892,96.83168316831683,64.44527177959792
957,SLC16A12,1.9967864271069355,2.0979572097055867,77.82178217821783,64.40804169769174
958,SGCD,1.9937830352500068,2.1931919366655994,80.990099009901,64.37081161578556
959,HLA-DOB,1.9912814713573488,2.054870276855928,80.990099009901,64.33358153387938
960,GPR162,1.987248092591152,2.125022494804784,91.48514851485149,64.2963514519732
