cohort,kind,gene,signature,n,adjustment,rho_crude,p_crude,rho_adj,p_adj,holds_after_purity,opposite_after_purity,verdict
GSE126044,ici,TACSTD2,HEV_stroma,16,epithelial_score,-0.0235294117647058,0.931073583667659,0.3180246512565101,0.2480275066853551,False,False,UNDERPOWERED
GSE126044,ici,TACSTD2,IFNg_Ayers,16,epithelial_score,-0.1117647058823529,0.6802736949858407,0.2340391170592015,0.4011629689134674,False,False,UNDERPOWERED
GSE126044,ici,TACSTD2,Myeloid,16,epithelial_score,-0.2029411764705882,0.4509612417227097,0.0959825924736364,0.7336486992678369,False,False,UNDERPOWERED
GSE126044,ici,TACSTD2,Plasma_cell,16,epithelial_score,0.3911764705882353,0.1340712861972552,0.559267359661157,0.0301919942375454,False,False,UNDERPOWERED
GSE126044,ici,TACSTD2,TLS_12chemokine,16,epithelial_score,-0.0705882352941176,0.7950393023376281,0.2395347480049446,0.3898713433912041,False,False,UNDERPOWERED
GSE126044,ici,TACSTD2,TLS_Cabrita,16,epithelial_score,0.2088235294117647,0.4376585109498007,0.4842881427669486,0.0673471088476798,False,False,UNDERPOWERED
GSE126044,ici,TACSTD2,TLS_imprint,16,epithelial_score,0.0088235294117647,0.9741279946623942,0.4083064579202334,0.1308045720936618,False,False,UNDERPOWERED
GSE126044,ici,TACSTD2,T_cell_CD8,16,epithelial_score,-0.138235294117647,0.6096659407501827,0.2803811630173314,0.3114441541194461,False,False,UNDERPOWERED
GSE126044,ici,TACSTD2,Tfh,16,epithelial_score,-0.0499999999999999,0.8540995521297438,0.4554526295649656,0.0879990465185491,False,False,UNDERPOWERED
GSE135222,ici,CD274,B_cell,27,epithelial_score,0.2387057387057387,0.230493362467322,0.2250977808705095,0.2689026350187636,False,False,UNDERPOWERED
GSE135222,ici,CD274,Epithelial,27,epithelial_score,-0.1233211233211233,0.5399952074079588,0.0293280072191916,0.8869065816078553,False,False,UNDERPOWERED
GSE135222,ici,CD274,GC_reaction,27,epithelial_score,0.3614163614163614,0.0639846696094706,0.4136622417709479,0.0356694251740444,False,False,UNDERPOWERED
GSE135222,ici,CD274,HEV_stroma,27,epithelial_score,-0.1092796092796092,0.5874094722042709,-0.1091373464824883,0.5956168463505319,False,False,UNDERPOWERED
GSE135222,ici,CD274,IFNg_Ayers,27,epithelial_score,0.3974358974358974,0.0400869806274886,0.4102298881379745,0.0373862283231012,False,False,UNDERPOWERED
GSE135222,ici,CD274,Myeloid,27,epithelial_score,0.2026862026862027,0.3106177372265198,0.2045493207063797,0.3161722188783216,False,False,UNDERPOWERED
GSE135222,ici,CD274,Plasma_cell,27,epithelial_score,0.0085470085470085,0.9662510076498706,0.00800591292885,0.9690377942184064,False,False,UNDERPOWERED
GSE135222,ici,CD274,TLS_12chemokine,27,epithelial_score,0.2728937728937728,0.1684487761343271,0.2624643643524709,0.1952025395645673,False,False,UNDERPOWERED
GSE135222,ici,CD274,TLS_Cabrita,27,epithelial_score,0.2948717948717948,0.1354042391028955,0.3059993846380613,0.128436535379671,False,False,UNDERPOWERED
GSE135222,ici,CD274,TLS_imprint,27,epithelial_score,0.0671550671550671,0.7392760478618905,0.0698060848761647,0.7347222383956198,False,False,UNDERPOWERED
GSE135222,ici,CD274,T_cell_CD8,27,epithelial_score,0.467032967032967,0.0140480996356,0.4685695320589994,0.0157606412145488,False,False,UNDERPOWERED
GSE135222,ici,CD274,Tfh,27,epithelial_score,0.3821733821733821,0.049152039190731,0.3724890361337321,0.0609304444106787,False,False,UNDERPOWERED
GSE135222,ici,CDH1,B_cell,27,epithelial_score,-0.0757020757020757,0.7074481205870738,0.0295681825035478,0.885986329531782,False,False,UNDERPOWERED
GSE135222,ici,CDH1,Epithelial,27,epithelial_score,0.68009768009768,9.513458181558016e-05,-0.0141339376496948,0.9453653431665412,False,False,UNDERPOWERED
GSE135222,ici,CDH1,GC_reaction,27,epithelial_score,0.4908424908424907,0.0093320543409672,0.4333055034582896,0.0270163372217382,False,False,UNDERPOWERED
GSE135222,ici,CDH1,HEV_stroma,27,epithelial_score,-0.0293040293040293,0.8846367380087063,-0.047335567852625,0.8183848983938777,False,False,UNDERPOWERED
GSE135222,ici,CDH1,IFNg_Ayers,27,epithelial_score,0.0781440781440781,0.6984392194097959,0.041563728459345,0.8402311280420468,False,False,UNDERPOWERED
GSE135222,ici,CDH1,Myeloid,27,epithelial_score,-0.2374847374847374,0.2329583462753074,-0.3262027482808899,0.1038747607829121,False,False,UNDERPOWERED
GSE135222,ici,CDH1,Plasma_cell,27,epithelial_score,0.105006105006105,0.6021897114307114,0.1477640421575191,0.4713001415484394,False,False,UNDERPOWERED
GSE135222,ici,CDH1,TLS_12chemokine,27,epithelial_score,-0.0805860805860805,0.6894700135854598,-0.0034718551153654,0.986570325497886,False,False,UNDERPOWERED
GSE135222,ici,CDH1,TLS_Cabrita,27,epithelial_score,0.017094017094017,0.9325586703860712,-0.0379310916519419,0.8540409045590587,False,False,UNDERPOWERED
GSE135222,ici,CDH1,TLS_imprint,27,epithelial_score,-0.1373626373626373,0.4944596821822522,-0.2032541801846312,0.3193125449955526,False,False,UNDERPOWERED
GSE135222,ici,CDH1,T_cell_CD8,27,epithelial_score,-0.0622710622710622,0.757657336909938,-0.0690920419175578,0.7373413261490274,False,False,UNDERPOWERED
GSE135222,ici,CDH1,Tfh,27,epithelial_score,0.0708180708180708,0.7255806446249798,0.2143844189256554,0.2929473619463635,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,B_cell,27,epithelial_score,0.0183150183150183,0.927753397863478,0.1079231650262803,0.5997397385797579,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,Epithelial,27,epithelial_score,0.5134310134310134,0.0061617279271994,-0.0392549579297201,0.8490030467890027,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,GC_reaction,27,epithelial_score,0.4053724053724054,0.0359297016336514,0.3216314416223361,0.1090992535443343,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,HEV_stroma,27,epithelial_score,0.2967032967032967,0.1328801279931382,0.3410175222048656,0.0882182145019325,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,IFNg_Ayers,27,epithelial_score,0.1489621489621489,0.4583561170733978,0.131908462338013,0.5206519942966253,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,Myeloid,27,epithelial_score,-0.0433455433455433,0.8300222411503809,-0.051972813870232,0.8009273982332291,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,Plasma_cell,27,epithelial_score,0.36996336996337,0.0575061010547245,0.434054319565519,0.0267235479877767,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,TLS_12chemokine,27,epithelial_score,0.0396825396825396,0.8442058063425566,0.1156783052670593,0.573617784323783,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,TLS_Cabrita,27,epithelial_score,0.1123321123321123,0.5769497258315096,0.0916534596502356,0.6561046687248954,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,TLS_imprint,27,epithelial_score,0.0976800976800976,0.6278852828971602,0.1036164691100328,0.6144600206765803,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,T_cell_CD8,27,epithelial_score,-0.0714285714285714,0.7233059354162233,-0.0730204803735276,0.7229680373478637,False,False,UNDERPOWERED
GSE135222,ici,CEACAM5,Tfh,27,epithelial_score,0.0317460317460317,0.8750943711561908,0.1127614464159234,0.5833834338104376,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,B_cell,27,epithelial_score,0.0103785103785103,0.9590245243371266,0.1183869938974466,0.5646146098331787,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,Epithelial,27,epithelial_score,0.5897435897435896,0.001206039079932,0.0019758703281578,0.9923567984791544,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,GC_reaction,27,epithelial_score,0.1526251526251526,0.447250936132215,-0.0102334221768978,0.9604289807107989,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,HEV_stroma,27,epithelial_score,0.2808302808302808,0.1559197321521903,0.3419535719428745,0.0872924786938056,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,IFNg_Ayers,27,epithelial_score,0.2466422466422466,0.2148954167318344,0.2547645939827112,0.2091122114255444,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,Myeloid,27,epithelial_score,0.2228327228327228,0.2639075173547516,0.2741404383065684,0.1753438286850124,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,Plasma_cell,27,epithelial_score,0.1013431013431013,0.6149820818378643,0.129056308091214,0.5297859303887051,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,TLS_12chemokine,27,epithelial_score,0.1648351648351648,0.4112919013545327,0.2898365795306241,0.1509340248117954,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,TLS_Cabrita,27,epithelial_score,0.1459096459096459,0.4677200918385608,0.1328134042890914,0.5177699056525656,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,TLS_imprint,27,epithelial_score,0.105006105006105,0.6021897114307114,0.1175581979081867,0.5673626060702004,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,T_cell_CD8,27,epithelial_score,0.1501831501831501,0.4546383607260315,0.1984763902018496,0.3310616773896643,False,False,UNDERPOWERED
GSE135222,ici,CLDN3,Tfh,27,epithelial_score,0.0366300366300366,0.8560619644374672,0.1378337014979581,0.5019227196183054,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,B_cell,27,epithelial_score,-0.1782661782661782,0.3736683508561944,-0.1103592301181482,0.591480062831287,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,Epithelial,27,epithelial_score,0.7075702075702076,3.6643836159934045e-05,-0.0075937094657276,0.9706312646692764,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,GC_reaction,27,epithelial_score,0.2808302808302808,0.1559197321521903,0.1296735354507547,0.5278028370104707,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,HEV_stroma,27,epithelial_score,0.1263736263736263,0.52993141099972,0.1708950409918156,0.4038826867117722,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,IFNg_Ayers,27,epithelial_score,0.2796092796092796,0.1578027566708311,0.3261919555052091,0.1038868725024873,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,Myeloid,27,epithelial_score,0.0201465201465201,0.9205501746919,0.0260650506187376,0.8994225423682256,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,Plasma_cell,27,epithelial_score,0.1654456654456654,0.409537378963604,0.2390223127025024,0.2396027794681435,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,TLS_12chemokine,27,epithelial_score,0.1709401709401709,0.3939357672874446,0.3592030089334275,0.0715144208219389,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,TLS_Cabrita,27,epithelial_score,0.0525030525030525,0.7947990778829719,0.0082967339726228,0.967913625611535,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,TLS_imprint,27,epithelial_score,-0.1385836385836385,0.4905934198875594,-0.2132630824488327,0.2955396906646114,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,T_cell_CD8,27,epithelial_score,0.0274725274725274,0.8918039077496238,0.0560021454517261,0.7858333515021135,False,False,UNDERPOWERED
GSE135222,ici,CLDN4,Tfh,27,epithelial_score,-0.1184371184371184,0.5562814999342054,-0.0426235923328371,0.8362104383190204,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,B_cell,27,epithelial_score,-0.1013431013431013,0.6149820818378643,-0.0155801005644211,0.9397846919859324,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,Epithelial,27,epithelial_score,0.6251526251526252,0.0004893624847368,-0.0380976558967611,0.8534067482595171,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,GC_reaction,27,epithelial_score,0.1257631257631257,0.5319369899908165,-0.0591940248091159,0.7739294114777443,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,HEV_stroma,27,epithelial_score,0.1514041514041514,0.4509366116058197,0.1876319804061867,0.3586844959935369,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,IFNg_Ayers,27,epithelial_score,0.1733821733821733,0.3871116831528669,0.1663185520839788,0.4167733598582546,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,Myeloid,27,epithelial_score,0.0329670329670329,0.8703294888309194,0.0402823839414888,0.8450972303711058,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,Plasma_cell,27,epithelial_score,0.1043956043956044,0.604313944415096,0.1376678878515794,0.5024422641810457,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,TLS_12chemokine,27,epithelial_score,0.0439560439560439,0.8276632359973479,0.1492334803399559,0.4668523144847699,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,TLS_Cabrita,27,epithelial_score,0.0665445665445665,0.7415663079965016,0.0325187179222472,0.8746931952352504,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,TLS_imprint,27,epithelial_score,0.0122100122100122,0.9518012000052668,0.0019524154668394,0.9924475256831342,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,T_cell_CD8,27,epithelial_score,0.0805860805860805,0.6894700135854598,0.1169577100888916,0.5693573499224487,False,False,UNDERPOWERED
GSE135222,ici,CLDN7,Tfh,27,epithelial_score,-0.0763125763125763,0.7051922330874236,0.0024883792381854,0.9903743559720338,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,B_cell,27,epithelial_score,-0.1489621489621489,0.4583561170733978,-0.0627163384800481,0.7608507446874369,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,Epithelial,27,epithelial_score,0.7606837606837606,4.11654510754394e-06,-0.0476658224939195,0.8171387182255504,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,GC_reaction,27,epithelial_score,0.1428571428571428,0.4771825907391652,-0.1028892660786931,0.6169602179553126,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,HEV_stroma,27,epithelial_score,-0.1996336996336996,0.3181153267971536,-0.3168543721203877,0.1147640441743755,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,IFNg_Ayers,27,epithelial_score,0.0769230769230769,0.7029387757193473,0.0363190117298691,0.8601830455973438,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,Myeloid,27,epithelial_score,-0.0378510378510378,0.8513156942053682,-0.0611729505684796,0.7665738417690535,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,Plasma_cell,27,epithelial_score,-0.2246642246642246,0.2599001049430712,-0.3403850972123696,0.0888478498740167,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,TLS_12chemokine,27,epithelial_score,-0.1111111111111111,0.5811237318667101,-0.036915458544299,0.8579095980015421,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,TLS_Cabrita,27,epithelial_score,-0.1019536019536019,0.6128422390176329,-0.2348405000731245,0.2481709915933201,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,TLS_imprint,27,epithelial_score,-0.1959706959706959,0.3272579407490192,-0.3219797909476992,0.1086944188430235,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,T_cell_CD8,27,epithelial_score,-0.0091575091575091,0.9638418632217348,0.0059252192546244,0.9770822694648006,False,False,UNDERPOWERED
GSE135222,ici,EPCAM,Tfh,27,epithelial_score,-0.0433455433455433,0.8300222411503809,0.0805194136668822,0.6957871157782667,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,B_cell,27,epithelial_score,-0.1855921855921856,0.3540199943338656,-0.1228581994873596,0.5498940785276425,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,Epithelial,27,epithelial_score,0.6587301587301586,0.0001869852435908,0.0035313478557409,0.9863402192105812,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,GC_reaction,27,epithelial_score,0.2704517704517705,0.1724425938701103,0.1258240017158705,0.5402285320620831,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,HEV_stroma,27,epithelial_score,-0.1514041514041514,0.4509366116058197,-0.2081890162766287,0.3074490575241004,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,IFNg_Ayers,27,epithelial_score,-0.0622710622710622,0.757657336909938,-0.1445911025762881,0.4809783883723936,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,Myeloid,27,epithelial_score,-0.1398046398046398,0.4867424687076136,-0.1879553122288955,0.3578418353495515,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,Plasma_cell,27,epithelial_score,-0.1459096459096459,0.4677200918385608,-0.1896571458771038,0.3534258019168254,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,TLS_12chemokine,27,epithelial_score,-0.326007326007326,0.0970110345211578,-0.3350277235694614,0.094318265036515,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,TLS_Cabrita,27,epithelial_score,-0.1684981684981685,0.4008276760104314,-0.2822952513957709,0.1623398053994241,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,TLS_imprint,27,epithelial_score,-0.1703296703296703,0.3956523998897069,-0.2413896246753481,0.2348399420624937,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,T_cell_CD8,27,epithelial_score,-0.1929181929181929,0.3349977521210915,-0.2414797963692874,0.2346597736418794,False,False,UNDERPOWERED
GSE135222,ici,ERBB2,Tfh,27,epithelial_score,-0.1929181929181929,0.3349977521210915,-0.1479996747362709,0.4705854388001082,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,B_cell,27,epithelial_score,0.0610593809586795,0.7622379991509451,0.1332772689213517,0.5162955756133909,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,Epithelial,27,epithelial_score,0.4133720090902608,0.0320957625422636,0.0059940362980123,0.9768161666804316,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,GC_reaction,27,epithelial_score,0.0296137997649596,0.8834253811820459,-0.0946637798602859,0.6455245041814717,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,HEV_stroma,27,epithelial_score,0.1813463614472783,0.3653314282371162,0.1955618548992257,0.3383555963795845,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,IFNg_Ayers,27,epithelial_score,0.0586170057203324,0.7714948511831416,0.032582474665692,0.8744494226593448,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,Myeloid,27,epithelial_score,0.0015264845239669,0.9939708400815884,0.0005678146870123,0.9978035101734444,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,Plasma_cell,27,epithelial_score,0.2949168100304223,0.1353417872514358,0.3261054010103004,0.1039840424646153,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,TLS_12chemokine,27,epithelial_score,0.1263929185844667,0.5298680922530287,0.1921820874750679,0.3469336434860148,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,TLS_Cabrita,27,epithelial_score,0.192642346924634,0.33570258381587,0.1820278872237534,0.3734746025510509,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,TLS_imprint,27,epithelial_score,0.0262555338122322,0.8965709648549207,0.0210772522016502,0.918598948267435,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,T_cell_CD8,27,epithelial_score,0.0641123500066135,0.7507118104306556,0.078181300728395,0.7042245767070237,False,False,UNDERPOWERED
GSE135222,ici,FOLR1,Tfh,27,epithelial_score,0.0769348200079362,0.7028954540109887,0.1424274889181665,0.4876355267542896,False,False,UNDERPOWERED
GSE135222,ici,KRT18,B_cell,27,epithelial_score,-0.0421245421245421,0.8347445487300414,0.245194695904464,0.2273167322220636,False,False,UNDERPOWERED
GSE135222,ici,KRT18,Epithelial,27,epithelial_score,0.927960927960928,3.249886024107084e-12,0.0482949210274041,0.8147660819176613,False,False,UNDERPOWERED
GSE135222,ici,KRT18,GC_reaction,27,epithelial_score,0.1715506715506715,0.3922233738256908,-0.2262083628715276,0.2664849023840903,False,False,UNDERPOWERED
GSE135222,ici,KRT18,HEV_stroma,27,epithelial_score,0.0598290598290598,0.7668971390561621,0.140781086827945,0.492732270349234,False,False,UNDERPOWERED
GSE135222,ici,KRT18,IFNg_Ayers,27,epithelial_score,0.0415140415140415,0.837107812159708,-0.0635785865984634,0.7576587125294493,False,False,UNDERPOWERED
GSE135222,ici,KRT18,Myeloid,27,epithelial_score,0.1465201465201465,0.4658393792074647,0.387075944373694,0.0507533901698358,False,False,UNDERPOWERED
GSE135222,ici,KRT18,Plasma_cell,27,epithelial_score,-0.0726495726495726,0.7187634104448266,-0.1827806080935316,0.3714677860781643,False,False,UNDERPOWERED
GSE135222,ici,KRT18,TLS_12chemokine,27,epithelial_score,-0.1196581196581196,0.5521889362173786,-0.0355259410291564,0.8632076327452811,False,False,UNDERPOWERED
GSE135222,ici,KRT18,TLS_Cabrita,27,epithelial_score,0.1214896214896214,0.5460762372666605,0.1621694276522846,0.4286538690034052,False,False,UNDERPOWERED
