cohort,kind,gene,signature,n,adjustment,rho_crude,p_crude,rho_adj,p_adj,holds_after_purity,opposite_after_purity,verdict
GSE135222,ici,KRT8,GC_reaction,27,epithelial_score,0.2912087912087912,0.1405563933391797,0.1082054758769445,0.5987800413937673,False,False,UNDERPOWERED
GSE135222,ici,KRT8,HEV_stroma,27,epithelial_score,0.119047619047619,0.5542334831984882,0.3548261400233393,0.0752931474401943,False,False,UNDERPOWERED
GSE135222,ici,KRT8,IFNg_Ayers,27,epithelial_score,0.0647130647130647,0.7484499197925274,-0.006178361302045,0.9761034279396432,False,False,UNDERPOWERED
GSE135222,ici,KRT8,Myeloid,27,epithelial_score,0.075091575091575,0.7097064211411553,0.2315521573918049,0.2550477111572826,False,False,UNDERPOWERED
GSE135222,ici,KRT8,Plasma_cell,27,epithelial_score,0.0067155067155067,0.97348009342336,0.036120533751726,0.8609398160359801,False,False,UNDERPOWERED
GSE135222,ici,KRT8,TLS_12chemokine,27,epithelial_score,-0.0915750915750915,0.6496282407086067,0.0556782592165056,0.7870439391074722,False,False,UNDERPOWERED
GSE135222,ici,KRT8,TLS_Cabrita,27,epithelial_score,0.1245421245421245,0.535958941769048,0.1975404481825296,0.3333935157293655,False,False,UNDERPOWERED
GSE135222,ici,KRT8,TLS_imprint,27,epithelial_score,0.1538461538461538,0.4435813994091639,0.4379404855290654,0.025244936088569,False,False,UNDERPOWERED
GSE135222,ici,KRT8,T_cell_CD8,27,epithelial_score,0.0238095238095238,0.9061626175694906,0.1274102277039705,0.5350918971267636,False,False,UNDERPOWERED
GSE135222,ici,KRT8,Tfh,27,epithelial_score,-0.0604395604395604,0.7645842163210194,0.1871990069208338,0.3598147293077812,False,False,UNDERPOWERED
GSE135222,ici,MET,B_cell,27,epithelial_score,-0.231990231990232,0.244267450937384,-0.1911076351328286,0.3496875529554743,False,False,UNDERPOWERED
GSE135222,ici,MET,Epithelial,27,epithelial_score,0.426129426129426,0.0266679463622645,0.0311361381127244,0.8799821618609047,False,False,UNDERPOWERED
GSE135222,ici,MET,GC_reaction,27,epithelial_score,0.1184371184371184,0.5562814999342054,0.0027676681548855,0.9892940574944242,False,False,UNDERPOWERED
GSE135222,ici,MET,HEV_stroma,27,epithelial_score,-0.2442002442002442,0.2196166448252129,-0.2736822861431164,0.1760953654944557,False,False,UNDERPOWERED
GSE135222,ici,MET,IFNg_Ayers,27,epithelial_score,-0.028083028083028,0.8894139014486863,-0.0642715204118849,0.7550962772815853,False,False,UNDERPOWERED
GSE135222,ici,MET,Myeloid,27,epithelial_score,-0.1428571428571428,0.4771825907391652,-0.1590628851332923,0.4376683334074756,False,False,UNDERPOWERED
GSE135222,ici,MET,Plasma_cell,27,epithelial_score,-0.3247863247863248,0.0983424694105904,-0.3567176259941683,0.0736418755413063,False,False,UNDERPOWERED
GSE135222,ici,MET,TLS_12chemokine,27,epithelial_score,-0.141025641025641,0.4829069074272207,-0.1025021346483083,0.6182929142860325,False,False,UNDERPOWERED
GSE135222,ici,MET,TLS_Cabrita,27,epithelial_score,-0.1611721611721611,0.4219065724288764,-0.2096709192058047,0.3039405727196211,False,False,UNDERPOWERED
GSE135222,ici,MET,TLS_imprint,27,epithelial_score,-0.2295482295482295,0.2494078583767782,-0.2618293329490644,0.1963250656281445,False,False,UNDERPOWERED
GSE135222,ici,MET,T_cell_CD8,27,epithelial_score,-0.2039072039072039,0.3076496153043131,-0.2173758025069764,0.2861019344185728,False,False,UNDERPOWERED
GSE135222,ici,MET,Tfh,27,epithelial_score,-0.2112332112332112,0.2902124461875406,-0.1759257061177637,0.3899740948426749,False,False,UNDERPOWERED
GSE135222,ici,MUC1,B_cell,27,epithelial_score,-0.0323565323565323,0.8727113882137879,0.069068742933294,0.7374268344031858,False,False,UNDERPOWERED
GSE135222,ici,MUC1,Epithelial,27,epithelial_score,0.6068376068376069,0.0007906396829428,0.0246292787626529,0.9049374399570318,False,False,UNDERPOWERED
GSE135222,ici,MUC1,GC_reaction,27,epithelial_score,0.0683760683760683,0.7347020505337639,-0.1266426363753871,0.5375746880118061,False,False,UNDERPOWERED
GSE135222,ici,MUC1,HEV_stroma,27,epithelial_score,0.0073260073260073,0.971070143380233,0.0031578174231487,0.9877849787923804,False,False,UNDERPOWERED
GSE135222,ici,MUC1,IFNg_Ayers,27,epithelial_score,0.2423687423687423,0.223203074699925,0.2519524334969308,0.2143557709281277,False,False,UNDERPOWERED
GSE135222,ici,MUC1,Myeloid,27,epithelial_score,0.1807081807081807,0.3670497307786143,0.2254919338866152,0.2680429576525225,False,False,UNDERPOWERED
GSE135222,ici,MUC1,Plasma_cell,27,epithelial_score,0.0683760683760683,0.7347020505337639,0.0897564136951152,0.6628055661082174,False,False,UNDERPOWERED
GSE135222,ici,MUC1,TLS_12chemokine,27,epithelial_score,0.0873015873015873,0.6650180851088356,0.1987793039389175,0.3303091076325458,False,False,UNDERPOWERED
GSE135222,ici,MUC1,TLS_Cabrita,27,epithelial_score,0.1691086691086691,0.3990983599871207,0.1627764503818691,0.4269043177377893,False,False,UNDERPOWERED
GSE135222,ici,MUC1,TLS_imprint,27,epithelial_score,0.1147741147741147,0.5686417622422091,0.1313697585482055,0.5223713402907034,False,False,UNDERPOWERED
GSE135222,ici,MUC1,T_cell_CD8,27,epithelial_score,0.1043956043956044,0.604313944415096,0.1444161255131837,0.48151504071211,False,False,UNDERPOWERED
GSE135222,ici,MUC1,Tfh,27,epithelial_score,-0.0158730158730158,0.9373662509116756,0.076180689904198,0.7114712991529998,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,B_cell,27,epithelial_score,-0.2936507936507936,0.1371061738305493,-0.2722970570610654,0.1783813077795612,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,Epithelial,27,epithelial_score,0.2118437118437118,0.2887881243128012,-0.0590487506495242,0.7744701460437747,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,GC_reaction,27,epithelial_score,0.133089133089133,0.5081110077005593,0.080188621510073,0.6969787218703981,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,HEV_stroma,27,epithelial_score,0.1391941391941391,0.4886660254540455,0.1407108057770759,0.4929504313390938,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,IFNg_Ayers,27,epithelial_score,0.0811965811965812,0.6872340406111994,0.0680316909134326,0.741235926294173,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,Myeloid,27,epithelial_score,-0.2716727716727716,0.1704374604406409,-0.2785121411709539,0.168285063685062,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,Plasma_cell,27,epithelial_score,0.2185592185592185,0.2734128867093736,0.2246962899979558,0.269780135907844,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,TLS_12chemokine,27,epithelial_score,0.0732600732600732,0.7164956295371387,0.1005044386520414,0.6251885833008465,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,TLS_Cabrita,27,epithelial_score,-0.0299145299145299,0.8822496211455558,-0.0449992673021146,0.8272127798827741,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,TLS_imprint,27,epithelial_score,-0.1611721611721611,0.4219065724288764,-0.1686451483094357,0.4101918505727495,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,T_cell_CD8,27,epithelial_score,-0.1874236874236874,0.3492054974233449,-0.1880984532075192,0.3574691569897829,False,False,UNDERPOWERED
GSE135222,ici,NECTIN4,Tfh,27,epithelial_score,-0.1495726495726495,0.4564952421988647,-0.1269156116196576,0.5366911235244783,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,B_cell,27,epithelial_score,-0.2222222222222222,0.2652521594580497,-0.2141347620971908,0.2935232836945268,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,Epithelial,27,epithelial_score,0.0763125763125763,0.7051922330874236,-0.0306361512122828,0.8818960747836581,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,GC_reaction,27,epithelial_score,0.1947496947496947,0.3303406868041236,0.181331056197245,0.3753379979130773,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,HEV_stroma,27,epithelial_score,0.2893772893772893,0.143184859395677,0.2896252927082718,0.1512455819422685,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,IFNg_Ayers,27,epithelial_score,0.1306471306471306,0.5159941686613069,0.1259666644006203,0.5397656082592066,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,Myeloid,27,epithelial_score,-0.3418803418803419,0.0809091293768526,-0.3430681232961415,0.0861997950280731,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,Plasma_cell,27,epithelial_score,0.4597069597069597,0.0158445089424206,0.4614307160234075,0.0176546019438702,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,TLS_12chemokine,27,epithelial_score,0.1831501831501831,0.3605001915341344,0.1937505232041817,0.3429368852548346,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,TLS_Cabrita,27,epithelial_score,0.0866910866910866,0.6672276723540677,0.0820769091705342,0.6901860638740562,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,TLS_imprint,27,epithelial_score,-0.1007326007326007,0.6171250034863561,-0.1023504600882289,0.6188153734520712,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,T_cell_CD8,27,epithelial_score,0.0006105006105006,0.9975886860480586,0.0019208703069485,0.992569547616802,False,False,UNDERPOWERED
GSE135222,ici,TACSTD2,Tfh,27,epithelial_score,-0.0909645909645909,0.6518184006867958,-0.0822990496775424,0.6893884884817553,False,False,UNDERPOWERED
GSE190265,atlas,CD274,B_cell,26,epithelial_score,0.0242735042735042,0.9063046675571144,0.0248873785461595,0.9060010099879766,False,False,UNDERPOWERED
GSE190265,atlas,CD274,Epithelial,26,epithelial_score,-0.1063247863247863,0.6051855622000845,0.0568433144592303,0.787249660828242,False,False,UNDERPOWERED
GSE190265,atlas,CD274,GC_reaction,26,epithelial_score,0.2068376068376068,0.310670370291831,0.1962068655299469,0.3472227422934955,False,False,UNDERPOWERED
GSE190265,atlas,CD274,HEV_stroma,26,epithelial_score,-0.0263247863247863,0.8984253577371873,-0.0537503550477149,0.7985864669895063,False,False,UNDERPOWERED
GSE190265,atlas,CD274,IFNg_Ayers,26,epithelial_score,0.5261538461538461,0.0057630077574211,0.6132963675122927,0.0011140355134578,False,False,UNDERPOWERED
GSE190265,atlas,CD274,Myeloid,26,epithelial_score,0.4126495726495726,0.0361692676520785,0.4321662910724488,0.0309715141309605,False,False,UNDERPOWERED
GSE190265,atlas,CD274,Plasma_cell,26,epithelial_score,0.1117948717948717,0.5866354421810319,0.1644186407015394,0.4322352932221092,False,False,UNDERPOWERED
GSE190265,atlas,CD274,TLS_12chemokine,26,epithelial_score,0.3654700854700854,0.0663590517511457,0.4195728222409862,0.0368048279180411,False,False,UNDERPOWERED
GSE190265,atlas,CD274,TLS_Cabrita,26,epithelial_score,0.0543589743589743,0.7919799731683335,0.071202406024754,0.73520101637524,False,False,UNDERPOWERED
GSE190265,atlas,CD274,TLS_imprint,26,epithelial_score,0.1138461538461538,0.5797433676495642,0.108429279170709,0.6059131436868852,False,False,UNDERPOWERED
GSE190265,atlas,CD274,T_cell_CD8,26,epithelial_score,0.3305982905982906,0.099028787150502,0.3890461588162396,0.0545870951010514,False,False,UNDERPOWERED
GSE190265,atlas,CD274,Tfh,26,epithelial_score,0.3859829059829059,0.051466425433734,0.3903412465513459,0.0537175567445523,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,B_cell,26,epithelial_score,0.1446153846153846,0.4809039397738048,0.1611062033138959,0.441693250244042,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,Epithelial,26,epithelial_score,0.4659829059829059,0.0164265672000697,0.1034271500799639,0.6227311753776407,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,GC_reaction,26,epithelial_score,0.1747008547008547,0.3933351478333904,0.2652409416409637,0.2000508727141559,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,HEV_stroma,26,epithelial_score,-0.0338461538461538,0.8696201004656646,0.090991724581306,0.6653302998150303,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,IFNg_Ayers,26,epithelial_score,0.1644444444444444,0.4221169653096192,-0.0114054248761204,0.956848227789119,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,Myeloid,26,epithelial_score,0.0536752136752136,0.7945413142226203,-0.0065494069013102,0.9752131324511606,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,Plasma_cell,26,epithelial_score,0.2854700854700854,0.1574661800871157,0.1353215118263742,0.5189629025631055,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,TLS_12chemokine,26,epithelial_score,0.1842735042735042,0.3675061708885695,0.0513253232318896,0.8075029976565574,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,TLS_Cabrita,26,epithelial_score,0.1678632478632478,0.4123972237618621,0.1133543930958736,0.5895423043822959,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,TLS_imprint,26,epithelial_score,-0.0605128205128205,0.7690253590768362,-0.0376672480897036,0.8581283963633458,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,T_cell_CD8,26,epithelial_score,0.1842735042735042,0.3675061708885695,0.0376783444024209,0.8580870166861219,False,False,UNDERPOWERED
GSE190265,atlas,CDH1,Tfh,26,epithelial_score,0.0755555555555555,0.713740741806223,0.0751446205549507,0.7210971623117628,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,B_cell,26,epithelial_score,0.2452058389326366,0.2272949397404477,0.2623025706382135,0.2052669586524657,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,Epithelial,26,epithelial_score,0.37123342095388,0.0618753857914934,0.0355420314352684,0.8660602052983077,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,GC_reaction,26,epithelial_score,0.3054798998993183,0.1291192898256827,0.3818644446922742,0.0596093555703293,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,HEV_stroma,26,epithelial_score,0.0434932144475486,0.8329144320762405,0.1472460212071031,0.4824415898683006,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,IFNg_Ayers,26,epithelial_score,0.221233201048161,0.2774253251485419,0.0960688331329374,0.6478065800536771,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,Myeloid,26,epithelial_score,0.2003427594631179,0.3264413010807251,0.1661339933903185,0.4273808419509427,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,Plasma_cell,26,epithelial_score,0.258219556641352,0.2027900229997036,0.1384927487909105,0.509122167611894,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,TLS_12chemokine,26,epithelial_score,0.0068493251098501,0.9735091332893626,-0.119175629881017,0.5704425059952423,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,TLS_Cabrita,26,epithelial_score,0.0972604165598726,0.636451815999015,0.0463401890396634,0.8259050191207974,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,TLS_imprint,26,epithelial_score,-0.0979453490708576,0.6340670650117989,-0.0822507708152344,0.6958988024804238,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,T_cell_CD8,26,epithelial_score,0.0489726745354288,0.8122117227936319,-0.0829228214394982,0.693531369524451,False,False,UNDERPOWERED
GSE190265,atlas,CEACAM5,Tfh,26,epithelial_score,-0.0181507115411029,0.9298718590125764,-0.027343826598596,0.8967693662889493,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,B_cell,26,epithelial_score,0.1173452207632424,0.5680697303360199,0.132356821166693,0.5282448049697912,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,Epithelial,26,epithelial_score,0.4929867729441175,0.0105000237431566,0.0788982703925228,0.7077496157156634,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,GC_reaction,26,epithelial_score,0.0810811000608992,0.6937653746273711,0.1651912812873784,0.4300450415807238,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,HEV_stroma,26,epithelial_score,0.3342457162848041,0.0951374372103579,0.5360717151726256,0.0057418613069009,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,IFNg_Ayers,26,epithelial_score,0.0639753827484732,0.7561910729526478,-0.1485344189489957,0.4785753262368125,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,Myeloid,26,epithelial_score,0.2665070757275972,0.188159586871023,0.2359865365864935,0.2561007224618021,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,Plasma_cell,26,epithelial_score,0.3260349719748397,0.1040631591010299,0.1753669058166252,0.4017666990602935,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,TLS_12chemokine,26,epithelial_score,0.0762914992134199,0.7110692739366856,-0.0878721206658118,0.6761836197709883,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,TLS_Cabrita,26,epithelial_score,0.1577147136205678,0.4416119282769435,0.0988599285863835,0.6382493431307206,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,TLS_imprint,26,epithelial_score,0.4799864277866738,0.0130809566846204,0.5858130524708565,0.0020916324287309,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,T_cell_CD8,26,epithelial_score,0.1495039693106033,0.4660359566346229,-0.0147555676608397,0.944190270062285,False,False,UNDERPOWERED
GSE190265,atlas,CLDN3,Tfh,26,epithelial_score,0.0167636029661774,0.935219677841341,0.0082272847081015,0.9688657421982096,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,B_cell,26,epithelial_score,0.2745299145299145,0.1747067086699835,0.3576944415887024,0.0791699232550194,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,Epithelial,26,epithelial_score,0.6505982905982907,0.0003199599825924,-0.0073506395696425,0.9721818737322384,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,GC_reaction,26,epithelial_score,0.1336752136752136,0.5150323884925212,0.28515585253135,0.1670730897896511,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,HEV_stroma,26,epithelial_score,-0.07008547008547,0.7336982456307621,0.1170441959665364,0.5774038729925091,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,IFNg_Ayers,26,epithelial_score,0.4352136752136752,0.0262752971934937,0.2732629869477174,0.1862725761341423,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,Myeloid,26,epithelial_score,0.5186324786324785,0.0066371706001019,0.5784048962828444,0.0024557273783368,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,Plasma_cell,26,epithelial_score,0.4646153846153846,0.0167878692540134,0.313913849201066,0.1264777455915374,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,TLS_12chemokine,26,epithelial_score,0.4468376068376068,0.0221082222510168,0.3453723664633165,0.0908482429040617,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,TLS_Cabrita,26,epithelial_score,0.297094017094017,0.1405085039204913,0.2678995888180064,0.1954097954116206,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,TLS_imprint,26,epithelial_score,0.308034188034188,0.1257874851682972,0.4564814389952654,0.0218073014811568,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,T_cell_CD8,26,epithelial_score,0.4379487179487179,0.0252418756430863,0.3131130634606386,0.1275005682007517,False,False,UNDERPOWERED
GSE190265,atlas,CLDN4,Tfh,26,epithelial_score,0.3381196581196581,0.0911311214032207,0.4286195525159393,0.0325337844663871,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,B_cell,26,epithelial_score,-0.2047863247863247,0.3155996161580101,-0.2902212245563831,0.1593328962586826,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,Epithelial,26,epithelial_score,0.6977777777777777,7.411090799002027e-05,0.0073355126380913,0.9722390992620996,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,GC_reaction,26,epithelial_score,0.0632478632478632,0.7588825923276494,0.2115066076392689,0.3101379405124855,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,HEV_stroma,26,epithelial_score,-0.1774358974358974,0.3858526381960446,-0.0139945687160505,0.9470645317097908,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,IFNg_Ayers,26,epithelial_score,0.243076923076923,0.2314837959439002,-0.0258616804319516,0.9023379753910638,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,Myeloid,26,epithelial_score,-0.0249572649572649,0.9036772352213104,-0.1603719422857647,0.4438046337914127,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,Plasma_cell,26,epithelial_score,0.1425641025641025,0.4872138140155804,-0.1786367108197353,0.3929063011821214,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,TLS_12chemokine,26,epithelial_score,0.0666666666666666,0.7462587084883724,-0.2115825195954884,0.3099602685995096,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,TLS_Cabrita,26,epithelial_score,-0.0536752136752136,0.7945413142226203,-0.2208808949739453,0.2886724226053023,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,TLS_imprint,26,epithelial_score,-0.1876923076923076,0.3585271837429722,-0.2054277340351432,0.3245689183945945,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,T_cell_CD8,26,epithelial_score,0.0379487179487179,0.8539737921729723,-0.2819880076816386,0.1720456032101544,False,False,UNDERPOWERED
GSE190265,atlas,CLDN7,Tfh,26,epithelial_score,-0.0994871794871794,0.6287118502684965,-0.1579004897679526,0.4509507031543289,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,B_cell,26,epithelial_score,-0.1829059829059829,0.3711341357534359,-0.2841653472813555,0.1686169135142242,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,Epithelial,26,epithelial_score,0.7552136752136751,8.218838697506625e-06,-0.0141226729842241,0.9465806412083956,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,GC_reaction,26,epithelial_score,-0.228034188034188,0.2625406052930206,-0.2057242624017069,0.3238556646085921,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,HEV_stroma,26,epithelial_score,-0.2266666666666666,0.2654912702249571,-0.0709722475296658,0.7360270722687703,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,IFNg_Ayers,26,epithelial_score,0.0933333333333333,0.6501924085712949,-0.309704654115087,0.1319212262198952,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,Myeloid,26,epithelial_score,0.0256410256410256,0.9010507897194636,-0.1086938842753997,0.605028801467216,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,Plasma_cell,26,epithelial_score,0.2485470085470085,0.2208233758491224,-0.056224376371627,0.789515005051756,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,TLS_12chemokine,26,epithelial_score,-0.0071794871794871,0.9722326499002788,-0.3772354691771097,0.0630311608896453,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,TLS_Cabrita,26,epithelial_score,-0.124102564102564,0.5458290014621017,-0.3630649612819254,0.0744521256226733,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,TLS_imprint,26,epithelial_score,-0.2882051282051281,0.153351616903181,-0.3729675904528883,0.0663183775228216,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,T_cell_CD8,26,epithelial_score,0.0017094017094017,0.993387547450459,-0.3970908488784738,0.0493589980381735,False,False,UNDERPOWERED
GSE190265,atlas,EPCAM,Tfh,26,epithelial_score,-0.2902564102564102,0.1503163137903919,-0.4653565792957918,0.0190697738255415,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,B_cell,26,epithelial_score,0.0085470085470085,0.9669462370616668,0.0073591101588338,0.9721498293569176,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,Epithelial,26,epithelial_score,0.606153846153846,0.0010299010849706,0.0258304667631173,0.9024552981968884,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,GC_reaction,26,epithelial_score,-0.0105982905982905,0.95901923428728,0.0824216071320215,0.6952967341225721,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,HEV_stroma,26,epithelial_score,-0.1589743589743589,0.4379267018285339,-0.017214522067138,0.934907711259153,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,IFNg_Ayers,26,epithelial_score,0.0304273504273504,0.8826955404852086,-0.2651434237595521,0.2002225200006676,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,Myeloid,26,epithelial_score,0.0092307692307692,0.9643035267981734,-0.0862856661643524,0.6817273481170661,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,Plasma_cell,26,epithelial_score,0.4037606837606837,0.0408004517824066,0.2397809852830627,0.2483096773237179,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,TLS_12chemokine,26,epithelial_score,0.0926495726495726,0.6525964207176219,-0.1197131862927072,0.56869273344765,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,TLS_Cabrita,26,epithelial_score,0.107008547008547,0.6028533872873905,0.0224892468357602,0.9150249497778647,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,TLS_imprint,26,epithelial_score,-0.0461538461538461,0.8228474962556933,-0.0134979015440577,0.9489407721030794,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,T_cell_CD8,26,epithelial_score,0.1623931623931624,0.428008570618746,-0.0483672401633061,0.8184110627528604,False,False,UNDERPOWERED
GSE190265,atlas,ERBB2,Tfh,26,epithelial_score,-0.0864957264957265,0.674382213218179,-0.1236272660944642,0.5560249773798971,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,B_cell,26,epithelial_score,0.2825346607813201,0.1619686243815408,0.3046838828621245,0.1386333126860837,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,Epithelial,26,epithelial_score,0.388014267473013,0.0501474776115847,-0.0250646688645225,0.9053343192860464,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,GC_reaction,26,epithelial_score,-0.0647261222880842,0.7534165491375009,-0.0178328599102001,0.9325747365733876,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,HEV_stroma,26,epithelial_score,-0.1311645758536311,0.5230269258920853,-0.0423729946589679,0.8406139711384076,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,IFNg_Ayers,26,epithelial_score,0.27705520069344,0.1706149596190797,0.1547452797134577,0.4601614046916904,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,Myeloid,26,epithelial_score,0.2592469554078295,0.2009354122343961,0.2294718637653415,0.2698427462923096,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,Plasma_cell,26,epithelial_score,0.4150691016569213,0.0349841776276657,0.3157051863707889,0.1242113152593123,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,TLS_12chemokine,26,epithelial_score,0.2941785134680654,0.1446325260016959,0.2012390025023587,0.3347460011188791,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,TLS_Cabrita,26,epithelial_score,0.2671236792841572,0.1871010094753808,0.2303107080872512,0.2680473378661682,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,TLS_imprint,26,epithelial_score,0.0554795333897865,0.7877869541193955,0.0849531529133307,0.6863961355733651,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,T_cell_CD8,26,epithelial_score,0.3376717279156141,0.0915877561264988,0.2417065546922946,0.2444157825687356,False,False,UNDERPOWERED
GSE190265,atlas,FOLR1,Tfh,26,epithelial_score,0.2787675319709025,0.1678789640479275,0.2943164405314861,0.1532628836664027,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,B_cell,26,epithelial_score,-0.0646153846153846,0.7538256182599908,-0.1555150437892553,0.4579052958205554,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,Epithelial,26,epithelial_score,0.8974358974358974,5.251758920688372e-10,0.0276657036536654,0.8955606516521174,False,False,UNDERPOWERED
GSE190265,atlas,KRT18,GC_reaction,26,epithelial_score,-0.2588034188034188,0.2017346373023122,-0.3354278859641994,0.1011791403117678,False,False,UNDERPOWERED
