dataset,cell_line,ifn_type,timepoint,gene,sample_id,arm,value,scale
GSE60572,A549,IFNB,6h_IFN_2b_1000,STAT1,GSM1482748,control,10.3796792,array_log2
GSE60572,A549,IFNB,6h_IFN_2b_1000,STAT1,GSM1482753,control,10.14533072,array_log2
GSE60572,A549,IFNB,6h_IFN_2b_1000,CXCL10,GSM1482755,treated,6.835699548,array_log2
GSE60572,A549,IFNB,6h_IFN_2b_1000,CXCL10,GSM1482759,treated,6.622865293,array_log2
GSE60572,A549,IFNB,6h_IFN_2b_1000,CXCL10,GSM1482763,treated,6.630165986,array_log2
GSE60572,A549,IFNB,6h_IFN_2b_1000,CXCL10,GSM1482743,control,6.689609785,array_log2
GSE60572,A549,IFNB,6h_IFN_2b_1000,CXCL10,GSM1482748,control,6.693486957,array_log2
GSE60572,A549,IFNB,6h_IFN_2b_1000,CXCL10,GSM1482753,control,6.699668842,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,TACSTD2,GSM1482740,treated,6.499403003,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,TACSTD2,GSM1482747,treated,6.251613905,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,TACSTD2,GSM1482761,treated,6.442482792,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,MX1,GSM1482740,treated,13.16371737,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,MX1,GSM1482747,treated,13.29647015,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,MX1,GSM1482761,treated,13.14519802,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,ISG15,GSM1482740,treated,13.49455353,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,ISG15,GSM1482747,treated,13.38443152,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,ISG15,GSM1482761,treated,13.35714341,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,STAT1,GSM1482740,treated,12.18928406,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,STAT1,GSM1482747,treated,12.28810105,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,STAT1,GSM1482761,treated,12.1754196,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,CXCL10,GSM1482740,treated,6.720339276,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,CXCL10,GSM1482747,treated,6.689221494,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_100,CXCL10,GSM1482761,treated,6.610204618,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,TACSTD2,GSM1482742,treated,6.569433706,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,TACSTD2,GSM1482749,treated,6.51263074,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,TACSTD2,GSM1482750,treated,6.415037499,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,MX1,GSM1482742,treated,13.63457789,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,MX1,GSM1482749,treated,13.8346329,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,MX1,GSM1482750,treated,13.90361776,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,ISG15,GSM1482742,treated,13.70556939,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,ISG15,GSM1482749,treated,13.85884172,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,ISG15,GSM1482750,treated,13.82812546,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,STAT1,GSM1482742,treated,12.49354276,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,STAT1,GSM1482749,treated,12.65883132,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,STAT1,GSM1482750,treated,12.58344846,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,CXCL10,GSM1482742,treated,6.769470559,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,CXCL10,GSM1482749,treated,6.855906667,array_log2
GSE60572,A549,IFNB,24h_IFN_2b_1000,CXCL10,GSM1482750,treated,6.87515205,array_log2
GSE156295,A549,IFNI,unspecified,TACSTD2,A549-IFN-1,treated,0.0,log2CPM
GSE156295,A549,IFNI,unspecified,TACSTD2,A549-IFN-2,treated,0.0,log2CPM
GSE156295,A549,IFNI,unspecified,TACSTD2,A549-Mock-1,control,0.0,log2CPM
GSE156295,A549,IFNI,unspecified,TACSTD2,A549-Mock-2,control,0.07006246140201311,log2CPM
GSE156295,A549,IFNI,unspecified,MX1,A549-IFN-1,treated,9.98269858839569,log2CPM
GSE156295,A549,IFNI,unspecified,MX1,A549-IFN-2,treated,10.093221349032346,log2CPM
GSE156295,A549,IFNI,unspecified,MX1,A549-Mock-1,control,1.5588556125144601,log2CPM
GSE156295,A549,IFNI,unspecified,MX1,A549-Mock-2,control,1.4286315104021703,log2CPM
GSE156295,A549,IFNI,unspecified,ISG15,A549-IFN-1,treated,8.812848269516312,log2CPM
GSE156295,A549,IFNI,unspecified,ISG15,A549-IFN-2,treated,8.979061768633972,log2CPM
GSE156295,A549,IFNI,unspecified,ISG15,A549-Mock-1,control,1.880724969562256,log2CPM
GSE156295,A549,IFNI,unspecified,ISG15,A549-Mock-2,control,2.132190200649672,log2CPM
GSE156295,A549,IFNI,unspecified,STAT1,A549-IFN-1,treated,11.313706180343074,log2CPM
GSE156295,A549,IFNI,unspecified,STAT1,A549-IFN-2,treated,11.307362314869914,log2CPM
GSE156295,A549,IFNI,unspecified,STAT1,A549-Mock-1,control,7.733848175647957,log2CPM
GSE156295,A549,IFNI,unspecified,STAT1,A549-Mock-2,control,7.774183347716432,log2CPM
GSE156295,A549,IFNI,unspecified,CXCL10,A549-IFN-1,treated,0.0,log2CPM
GSE156295,A549,IFNI,unspecified,CXCL10,A549-IFN-2,treated,0.07885958984787005,log2CPM
GSE156295,A549,IFNI,unspecified,CXCL10,A549-Mock-1,control,0.0,log2CPM
GSE156295,A549,IFNI,unspecified,CXCL10,A549-Mock-2,control,0.0,log2CPM
GSE156295,HTBE,IFNI,unspecified,TACSTD2,HTBE-IFN-1,treated,8.677831080854745,log2CPM
GSE156295,HTBE,IFNI,unspecified,TACSTD2,HTBE-IFN-2,treated,8.998655602431882,log2CPM
GSE156295,HTBE,IFNI,unspecified,TACSTD2,HTBE-Mock-1,control,8.233798798672268,log2CPM
GSE156295,HTBE,IFNI,unspecified,TACSTD2,HTBE-Mock-2,control,8.370249351329107,log2CPM
GSE156295,HTBE,IFNI,unspecified,MX1,HTBE-IFN-1,treated,10.91968925635039,log2CPM
GSE156295,HTBE,IFNI,unspecified,MX1,HTBE-IFN-2,treated,11.048381329499476,log2CPM
GSE156295,HTBE,IFNI,unspecified,MX1,HTBE-Mock-1,control,2.0919650169424746,log2CPM
GSE156295,HTBE,IFNI,unspecified,MX1,HTBE-Mock-2,control,2.4020914711782715,log2CPM
GSE156295,HTBE,IFNI,unspecified,ISG15,HTBE-IFN-1,treated,10.598451462675426,log2CPM
GSE156295,HTBE,IFNI,unspecified,ISG15,HTBE-IFN-2,treated,10.713226817103761,log2CPM
GSE156295,HTBE,IFNI,unspecified,ISG15,HTBE-Mock-1,control,3.8440834228209932,log2CPM
GSE156295,HTBE,IFNI,unspecified,ISG15,HTBE-Mock-2,control,3.61252473274696,log2CPM
GSE156295,HTBE,IFNI,unspecified,STAT1,HTBE-IFN-1,treated,9.601783738752998,log2CPM
GSE156295,HTBE,IFNI,unspecified,STAT1,HTBE-IFN-2,treated,9.843388985664841,log2CPM
GSE156295,HTBE,IFNI,unspecified,STAT1,HTBE-Mock-1,control,5.35830490248514,log2CPM
GSE156295,HTBE,IFNI,unspecified,STAT1,HTBE-Mock-2,control,5.381609141101659,log2CPM
GSE156295,HTBE,IFNI,unspecified,CXCL10,HTBE-IFN-1,treated,10.350598184720726,log2CPM
GSE156295,HTBE,IFNI,unspecified,CXCL10,HTBE-IFN-2,treated,10.548202266960072,log2CPM
GSE156295,HTBE,IFNI,unspecified,CXCL10,HTBE-Mock-1,control,0.5170233859006992,log2CPM
GSE156295,HTBE,IFNI,unspecified,CXCL10,HTBE-Mock-2,control,0.9892958437116596,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,TACSTD2,GSM5395133,treated,0.0,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,TACSTD2,GSM5395134,treated,0.0,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,TACSTD2,GSM5395135,treated,0.0,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,TACSTD2,GSM5395136,control,0.0,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,TACSTD2,GSM5395137,control,0.0,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,TACSTD2,GSM5395138,control,0.0703847699572848,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,MX1,GSM5395133,treated,10.091614267117508,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,MX1,GSM5395134,treated,9.98105058936412,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,MX1,GSM5395135,treated,9.975097693509037,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,MX1,GSM5395136,control,0.9067711478920965,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,MX1,GSM5395137,control,0.894948472365621,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,MX1,GSM5395138,control,1.0703391898241383,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,ISG15,GSM5395133,treated,7.715020467334173,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,ISG15,GSM5395134,treated,7.084024667822531,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,ISG15,GSM5395135,treated,7.911568695932417,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,ISG15,GSM5395136,control,1.3644158725956523,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,ISG15,GSM5395137,control,1.3884453553381246,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,ISG15,GSM5395138,control,1.4593707068736044,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,STAT1,GSM5395133,treated,10.524358188388995,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,STAT1,GSM5395134,treated,10.681495390611149,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,STAT1,GSM5395135,treated,10.646552280854824,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,STAT1,GSM5395136,control,7.804521551327887,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,STAT1,GSM5395137,control,7.79082167453992,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,STAT1,GSM5395138,control,7.942419174815826,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,CXCL10,GSM5395133,treated,0.0,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,CXCL10,GSM5395134,treated,0.21758259540244881,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,CXCL10,GSM5395135,treated,0.07840980612615797,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,CXCL10,GSM5395136,control,0.0,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,CXCL10,GSM5395137,control,0.0,log2CPM
GSE178640,A549,IFNA2,DMSO_pretreated,CXCL10,GSM5395138,control,0.0,log2CPM
GSE215771,A549_WT,IFNG,24h,TACSTD2,GSM6638920,treated,0.0,log2TPM
GSE215771,A549_WT,IFNG,24h,TACSTD2,GSM6638927,treated,0.0,log2TPM
GSE215771,A549_WT,IFNG,24h,TACSTD2,GSM6638934,treated,0.0,log2TPM
GSE215771,A549_WT,IFNG,24h,TACSTD2,GSM6638919,control,0.0,log2TPM
GSE215771,A549_WT,IFNG,24h,TACSTD2,GSM6638926,control,0.0,log2TPM
GSE215771,A549_WT,IFNG,24h,TACSTD2,GSM6638933,control,0.14900292116256236,log2TPM
GSE215771,A549_WT,IFNG,24h,MX1,GSM6638920,treated,2.3370131125848066,log2TPM
GSE215771,A549_WT,IFNG,24h,MX1,GSM6638927,treated,2.1596433248091347,log2TPM
GSE215771,A549_WT,IFNG,24h,MX1,GSM6638934,treated,2.2622693134976837,log2TPM
GSE215771,A549_WT,IFNG,24h,MX1,GSM6638919,control,0.08551359491260307,log2TPM
GSE215771,A549_WT,IFNG,24h,MX1,GSM6638926,control,0.1305070844991647,log2TPM
GSE215771,A549_WT,IFNG,24h,MX1,GSM6638933,control,0.08059957443035405,log2TPM
GSE215771,A549_WT,IFNG,24h,ISG15,GSM6638920,treated,8.309769233724298,log2TPM
GSE215771,A549_WT,IFNG,24h,ISG15,GSM6638927,treated,8.058875768870102,log2TPM
GSE215771,A549_WT,IFNG,24h,ISG15,GSM6638934,treated,8.397712597290228,log2TPM
GSE215771,A549_WT,IFNG,24h,ISG15,GSM6638919,control,3.247306271927646,log2TPM
GSE215771,A549_WT,IFNG,24h,ISG15,GSM6638926,control,2.3692669732879903,log2TPM
GSE215771,A549_WT,IFNG,24h,ISG15,GSM6638933,control,2.7706503373241644,log2TPM
GSE215771,A549_WT,IFNG,24h,STAT1,GSM6638920,treated,8.718205269507843,log2TPM
GSE215771,A549_WT,IFNG,24h,STAT1,GSM6638927,treated,9.258488609908358,log2TPM
GSE215771,A549_WT,IFNG,24h,STAT1,GSM6638934,treated,9.067594186038312,log2TPM
GSE215771,A549_WT,IFNG,24h,STAT1,GSM6638919,control,5.94985328551833,log2TPM
GSE215771,A549_WT,IFNG,24h,STAT1,GSM6638926,control,5.97047666212868,log2TPM
GSE215771,A549_WT,IFNG,24h,STAT1,GSM6638933,control,6.063081432435709,log2TPM
GSE215771,A549_WT,IFNG,24h,CXCL10,GSM6638920,treated,1.9482329568605312,log2TPM
GSE215771,A549_WT,IFNG,24h,CXCL10,GSM6638927,treated,0.7331363251543902,log2TPM
GSE215771,A549_WT,IFNG,24h,CXCL10,GSM6638934,treated,1.0399959532392495,log2TPM
GSE215771,A549_WT,IFNG,24h,CXCL10,GSM6638919,control,0.0,log2TPM
GSE215771,A549_WT,IFNG,24h,CXCL10,GSM6638926,control,0.0,log2TPM
GSE215771,A549_WT,IFNG,24h,CXCL10,GSM6638933,control,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,TACSTD2,GSM6638923,treated,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,TACSTD2,GSM6638930,treated,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,TACSTD2,GSM6638937,treated,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,TACSTD2,GSM6638922,control,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,TACSTD2,GSM6638929,control,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,TACSTD2,GSM6638936,control,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,MX1,GSM6638923,treated,2.6929913664390774,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,MX1,GSM6638930,treated,2.634996372626653,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,MX1,GSM6638937,treated,2.627946286279586,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,MX1,GSM6638922,control,0.08179586079274674,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,MX1,GSM6638929,control,0.05256134998906276,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,MX1,GSM6638936,control,0.15975561358012577,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,ISG15,GSM6638923,treated,8.258915940469803,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,ISG15,GSM6638930,treated,8.189098654876203,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,ISG15,GSM6638937,treated,8.280377334869387,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,ISG15,GSM6638922,control,2.2708595743209012,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,ISG15,GSM6638929,control,2.53444748219557,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,ISG15,GSM6638936,control,2.2130416092992844,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,STAT1,GSM6638923,treated,8.438119030965527,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,STAT1,GSM6638930,treated,8.624308542578946,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,STAT1,GSM6638937,treated,8.909037437252502,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,STAT1,GSM6638922,control,6.275709060825116,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,STAT1,GSM6638929,control,6.400066634709064,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,STAT1,GSM6638936,control,6.562683943206306,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,CXCL10,GSM6638923,treated,0.7623586418416738,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,CXCL10,GSM6638930,treated,1.3457595074112267,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,CXCL10,GSM6638937,treated,1.0965376315949111,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,CXCL10,GSM6638922,control,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,CXCL10,GSM6638929,control,0.0,log2TPM
GSE215771,A549_IRF1KO,IFNG,24h,CXCL10,GSM6638936,control,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,TACSTD2,GSM6638925,treated,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,TACSTD2,GSM6638932,treated,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,TACSTD2,GSM6638939,treated,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,TACSTD2,GSM6638924,control,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,TACSTD2,GSM6638931,control,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,TACSTD2,GSM6638938,control,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,MX1,GSM6638925,treated,0.799609290217055,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,MX1,GSM6638932,treated,0.6322882638881931,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,MX1,GSM6638939,treated,0.6012013913793414,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,MX1,GSM6638924,control,0.1524693909647921,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,MX1,GSM6638931,control,0.47097196044751444,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,MX1,GSM6638938,control,0.0836194387891589,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,ISG15,GSM6638925,treated,8.669012254991124,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,ISG15,GSM6638932,treated,8.787366731908467,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,ISG15,GSM6638939,treated,8.657551056621237,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,ISG15,GSM6638924,control,4.003052384295371,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,ISG15,GSM6638931,control,3.9176625345573557,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,ISG15,GSM6638938,control,4.121576048726345,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,STAT1,GSM6638925,treated,9.712240983679859,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,STAT1,GSM6638932,treated,9.740507800178367,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,STAT1,GSM6638939,treated,9.956102982034377,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,STAT1,GSM6638924,control,7.498386881779044,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,STAT1,GSM6638931,control,7.913204613027335,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,STAT1,GSM6638938,control,7.638221666207534,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,CXCL10,GSM6638925,treated,1.8935299662884912,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,CXCL10,GSM6638932,treated,1.615174749834904,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,CXCL10,GSM6638939,treated,2.4068550870828553,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,CXCL10,GSM6638924,control,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,CXCL10,GSM6638931,control,0.0,log2TPM
GSE215771,A549_NF2KO,IFNG,24h,CXCL10,GSM6638938,control,0.0,log2TPM
GSE109720,EBC-1,IFNG,unspecified,TACSTD2,GSM2949386,treated,14.341657804512234,log2count
GSE109720,EBC-1,IFNG,unspecified,TACSTD2,GSM2949387,treated,14.862443642212295,log2count
GSE109720,EBC-1,IFNG,unspecified,TACSTD2,GSM2949388,treated,14.839843487803233,log2count
GSE109720,EBC-1,IFNG,unspecified,TACSTD2,GSM2949380,control,13.679040186393062,log2count
GSE109720,EBC-1,IFNG,unspecified,TACSTD2,GSM2949381,control,13.933137368256713,log2count
GSE109720,EBC-1,IFNG,unspecified,TACSTD2,GSM2949382,control,13.340128273700588,log2count
GSE109720,EBC-1,IFNG,unspecified,MX1,GSM2949386,treated,14.85725207901279,log2count
GSE109720,EBC-1,IFNG,unspecified,MX1,GSM2949387,treated,14.853212072715648,log2count
GSE109720,EBC-1,IFNG,unspecified,MX1,GSM2949388,treated,13.209757956581393,log2count
GSE109720,EBC-1,IFNG,unspecified,MX1,GSM2949380,control,10.863411958941638,log2count
GSE109720,EBC-1,IFNG,unspecified,MX1,GSM2949381,control,11.894817763307943,log2count
GSE109720,EBC-1,IFNG,unspecified,MX1,GSM2949382,control,13.26473580113014,log2count
GSE109720,EBC-1,IFNG,unspecified,ISG15,GSM2949386,treated,13.391243589427443,log2count
GSE109720,EBC-1,IFNG,unspecified,ISG15,GSM2949387,treated,13.257093144491057,log2count
GSE109720,EBC-1,IFNG,unspecified,ISG15,GSM2949388,treated,11.286557761607957,log2count
GSE109720,EBC-1,IFNG,unspecified,ISG15,GSM2949380,control,10.584962500721156,log2count
GSE109720,EBC-1,IFNG,unspecified,ISG15,GSM2949381,control,11.036860446673046,log2count
GSE109720,EBC-1,IFNG,unspecified,ISG15,GSM2949382,control,11.584962500721156,log2count
GSE109720,EBC-1,IFNG,unspecified,STAT1,GSM2949386,treated,15.829871356727336,log2count
GSE109720,EBC-1,IFNG,unspecified,STAT1,GSM2949387,treated,14.686391095314475,log2count
GSE109720,EBC-1,IFNG,unspecified,STAT1,GSM2949388,treated,13.202276903043389,log2count
GSE109720,EBC-1,IFNG,unspecified,STAT1,GSM2949380,control,12.708437298965297,log2count
GSE109720,EBC-1,IFNG,unspecified,STAT1,GSM2949381,control,13.208539206738363,log2count
GSE109720,EBC-1,IFNG,unspecified,STAT1,GSM2949382,control,15.898601387403938,log2count
GSE109720,EBC-1,IFNG,unspecified,CXCL10,GSM2949386,treated,16.086074009950753,log2count
GSE109720,EBC-1,IFNG,unspecified,CXCL10,GSM2949387,treated,8.562242424221072,log2count
GSE109720,EBC-1,IFNG,unspecified,CXCL10,GSM2949388,treated,5.459431618637297,log2count
GSE109720,EBC-1,IFNG,unspecified,CXCL10,GSM2949380,control,3.807354922057604,log2count
GSE109720,EBC-1,IFNG,unspecified,CXCL10,GSM2949381,control,5.0,log2count
GSE109720,EBC-1,IFNG,unspecified,CXCL10,GSM2949382,control,14.323899182397296,log2count
GSE109720,NCI-H1573,IFNG,unspecified,TACSTD2,GSM2949392,treated,14.020372323884477,log2count
GSE109720,NCI-H1573,IFNG,unspecified,TACSTD2,GSM2949393,treated,13.78320289006439,log2count
GSE109720,NCI-H1573,IFNG,unspecified,TACSTD2,GSM2949394,treated,14.277795915721926,log2count
GSE109720,NCI-H1573,IFNG,unspecified,TACSTD2,GSM2949389,control,14.578726480966752,log2count
GSE109720,NCI-H1573,IFNG,unspecified,TACSTD2,GSM2949390,control,14.662890859139061,log2count
GSE109720,NCI-H1573,IFNG,unspecified,TACSTD2,GSM2949391,control,14.725632531136258,log2count
GSE109720,NCI-H1573,IFNG,unspecified,MX1,GSM2949392,treated,6.066089190457772,log2count
GSE109720,NCI-H1573,IFNG,unspecified,MX1,GSM2949393,treated,9.13699111208023,log2count
GSE109720,NCI-H1573,IFNG,unspecified,MX1,GSM2949394,treated,6.303780748177103,log2count
GSE109720,NCI-H1573,IFNG,unspecified,MX1,GSM2949389,control,12.46326891598129,log2count
GSE109720,NCI-H1573,IFNG,unspecified,MX1,GSM2949390,control,13.81528321638227,log2count
GSE109720,NCI-H1573,IFNG,unspecified,MX1,GSM2949391,control,13.090277856857394,log2count
GSE109720,NCI-H1573,IFNG,unspecified,ISG15,GSM2949392,treated,8.751544059089099,log2count
GSE109720,NCI-H1573,IFNG,unspecified,ISG15,GSM2949393,treated,10.121533517340032,log2count
GSE109720,NCI-H1573,IFNG,unspecified,ISG15,GSM2949394,treated,8.879583249612784,log2count
GSE109720,NCI-H1573,IFNG,unspecified,ISG15,GSM2949389,control,10.884933647949762,log2count
GSE109720,NCI-H1573,IFNG,unspecified,ISG15,GSM2949390,control,12.331476821859619,log2count
GSE109720,NCI-H1573,IFNG,unspecified,ISG15,GSM2949391,control,11.113742166049189,log2count
GSE109720,NCI-H1573,IFNG,unspecified,STAT1,GSM2949392,treated,11.966505451905741,log2count
GSE109720,NCI-H1573,IFNG,unspecified,STAT1,GSM2949393,treated,15.69138912567098,log2count
GSE109720,NCI-H1573,IFNG,unspecified,STAT1,GSM2949394,treated,12.023407843140218,log2count
GSE109720,NCI-H1573,IFNG,unspecified,STAT1,GSM2949389,control,13.1357092861044,log2count
GSE109720,NCI-H1573,IFNG,unspecified,STAT1,GSM2949390,control,15.642982418464374,log2count
GSE109720,NCI-H1573,IFNG,unspecified,STAT1,GSM2949391,control,13.382218718230941,log2count
GSE109720,NCI-H1573,IFNG,unspecified,CXCL10,GSM2949392,treated,4.0,log2count
GSE109720,NCI-H1573,IFNG,unspecified,CXCL10,GSM2949393,treated,12.221587121264806,log2count
GSE109720,NCI-H1573,IFNG,unspecified,CXCL10,GSM2949394,treated,1.0,log2count
GSE109720,NCI-H1573,IFNG,unspecified,CXCL10,GSM2949389,control,3.321928094887362,log2count
GSE109720,NCI-H1573,IFNG,unspecified,CXCL10,GSM2949390,control,14.25716682468519,log2count
GSE109720,NCI-H1573,IFNG,unspecified,CXCL10,GSM2949391,control,5.0,log2count
GSE109720,NCI-H1993,IFNG,unspecified,TACSTD2,GSM2949398,treated,13.940221819733114,log2count
GSE109720,NCI-H1993,IFNG,unspecified,TACSTD2,GSM2949399,treated,13.832988879680688,log2count
GSE109720,NCI-H1993,IFNG,unspecified,TACSTD2,GSM2949400,treated,14.185107717079823,log2count
GSE109720,NCI-H1993,IFNG,unspecified,TACSTD2,GSM2949395,control,13.988063313725414,log2count
GSE109720,NCI-H1993,IFNG,unspecified,TACSTD2,GSM2949396,control,14.091104758376499,log2count
GSE109720,NCI-H1993,IFNG,unspecified,TACSTD2,GSM2949397,control,14.058499148184733,log2count
GSE109720,NCI-H1993,IFNG,unspecified,MX1,GSM2949398,treated,6.066089190457772,log2count
GSE109720,NCI-H1993,IFNG,unspecified,MX1,GSM2949399,treated,8.894817763307943,log2count
GSE109720,NCI-H1993,IFNG,unspecified,MX1,GSM2949400,treated,6.266786540694901,log2count
GSE109720,NCI-H1993,IFNG,unspecified,MX1,GSM2949395,control,6.339850002884624,log2count
GSE109720,NCI-H1993,IFNG,unspecified,MX1,GSM2949396,control,9.14210705730255,log2count
GSE109720,NCI-H1993,IFNG,unspecified,MX1,GSM2949397,control,6.392317422778761,log2count
GSE109720,NCI-H1993,IFNG,unspecified,ISG15,GSM2949398,treated,8.741466986401146,log2count
GSE109720,NCI-H1993,IFNG,unspecified,ISG15,GSM2949399,treated,10.149747119504681,log2count
GSE109720,NCI-H1993,IFNG,unspecified,ISG15,GSM2949400,treated,8.851749041416058,log2count
