sample	CLDN4	CD274	TACSTD2	HLA-A	HLA-B	HLA-C	B2M	MHC_I	ESTIMATE_Score	ESTIMATE_ImmuneScore	CD274_quartile
GSM1854990	10.418975	8.260688	12.546487	11.992832	13.070139	12.66316	13.310438	0.17162514771530313	10395.148010387182	6405.282962835977	Q3
GSM1854991	10.010929	8.129178	11.581187	12.573714	13.017155	12.731166	13.342202	0.5641553278049116	13777.866753696613	7390.641454844712	Q2
GSM1854992	10.256922	8.107224	13.048709	12.654372	13.064681	12.658543	13.260358	0.46512723288474994	10889.286916922088	5634.8140355172345	Q2
GSM1854993	10.308793	6.450644	12.289636	12.747917	11.924783	12.04481	12.641557	-1.5128352512940464	6438.271774829182	3212.661360481388	Q1
GSM1854994	10.188581	8.727803	12.526426	12.772083	13.481472	12.941067	13.35119	1.1404270936633845	11663.676452807002	7221.46062040248	Q3
GSM1854995	10.026179	9.554698	12.56433	12.582327	13.426194	12.778848	13.239095	0.7130184471437228	10058.580417728912	5967.815456502234	Q4
GSM1854996	10.89051	7.81128	12.849474	13.258693	13.465712	12.937742	13.213956	1.2144796193986795	8072.263471924705	5446.1853572800865	Q2
GSM1854997	10.168792	6.9701	11.947121	12.751197	12.752921	12.443638	13.097263	-0.06811655710289702	8894.064485815677	4788.078345751093	Q1
GSM1854998	10.819392	8.935072	12.438776	12.278718	13.148022	12.686505	13.318037	0.4068665228318048	10942.054499495953	6068.74795269053	Q4
GSM1854999	11.349364	9.377358	12.833121	13.144956	13.36156	12.813875	13.245618	1.0264224512002191	11213.87074779211	7097.254966182401	Q4
GSM1855000	11.086109	10.737981	12.510775	12.70021	12.995754	12.376697	13.134432	0.03998526812328711	8754.480413255493	5811.147845289197	Q4
GSM1855001	10.270027	8.272689	12.374217	12.389317	12.697038	12.312694	13.077191	-0.4412345961486604	10470.263469948954	5765.193240579651	Q3
GSM1855002	11.479663	6.659015	12.913196	12.442041	13.118098	12.533661	13.425546	0.494052708385632	4734.892115370572	3540.4869507704593	Q1
GSM1855003	9.558089	8.267556	12.12534	12.652618	13.157959	12.73311	13.265524	0.5899276775741211	13194.90069834967	7212.847035414659	Q3
GSM1855004	9.812217	7.325194	11.626491	12.441818	13.137565	12.672434	13.13637	0.23520012975584423	12487.729403720374	6886.228696060093	Q1
GSM1855005	10.435646	9.547086	12.286601	12.586361	13.536817	12.975094	13.293935	1.0219415459730752	14711.47293285151	8286.651500493372	Q4
GSM1855006	11.832136	7.719487	12.825338	13.013515	13.434555	12.797721	13.350886	1.1241969364821467	11152.613406264456	5979.091491644016	Q2
GSM1855007	11.546574	8.100444	12.853007	13.032348	13.245409	12.702757	13.247903	0.8032902855966181	10134.904911638472	6629.419056391836	Q2
GSM1855008	11.413794	7.388435	12.924745	12.892752	13.148043	12.757386	13.280328	0.7582618311372262	10065.460202370923	6089.69416772658	Q1
GSM1855009	10.411839	7.017947	11.574142	12.099087	12.521851	12.234458	12.833122	-1.1011703570841955	9301.491026770094	5128.860169678342	Q1
GSM1855010	8.158977	8.379132	10.959904	12.56838	13.126058	12.470938	13.186494	0.19416380600990438	14610.469408839173	7889.650648142903	Q3
GSM1855011	11.111832	10.207521	12.505036	12.406342	13.348894	12.904864	13.161082	0.5721078910530994	11549.525528071897	7096.693828296255	Q4
GSM1855012	10.013768	9.332085	12.413793	12.41983	13.109685	12.563077	12.875705	-0.23725936150538587	9919.126047792875	5534.224963791683	Q4
GSM1855013	10.82488	8.635804	12.429622	12.719151	13.154945	12.662962	13.182495	0.4536657768891893	11438.331036097721	6326.0679058894675	Q3
GSM1855014	10.603038	8.277689	12.385512	12.926371	13.000476	12.711382	13.18339	0.520096163556522	12376.072106738176	7169.543986539015	Q3
GSM1855015	10.138726	8.043535	12.652108	12.564267	13.137751	12.813842	13.289851	0.6304446225438147	7982.064114726172	4928.3948835549745	Q2
GSM1855016	10.841573	8.03219	12.596823	12.26767	13.044611	12.47976	13.050638	-0.19637435661404617	10387.61538211535	6261.549723574227	Q2
GSM1855017	4.48343	5.093582	3.725904	11.664036	12.374908	12.108424	12.728477	-1.6783472461328754	2477.0282309725235	1431.2994676167934	Q1
GSM1855018	11.540411	8.144776	12.56343	12.338908	13.091442	12.605981	13.068914	0.00327018319550032	11179.14579842761	6285.0049500391615	Q2
GSM1855019	11.183695	8.096194	12.312945	12.382874	12.946711	12.490601	13.142953	-0.056859376414752104	12131.385288343974	6542.016971061426	Q2
GSM1855020	10.579489	7.533827	12.840094	12.746143	13.23341	12.873444	13.130515	0.624902809440933	7866.085131694592	4597.745282616171	Q1
GSM1855021	10.785959	8.867608	12.289906	13.203809	13.178813	12.717394	13.142018	0.7294383015005417	12061.923359659446	7524.3525284499365	Q3
GSM1855022	10.162916	9.012916	11.749359	13.042942	13.443188	13.011533	13.261002	1.2073723455963812	11240.569556580096	7215.682579649516	Q4
GSM1855023	11.022205	6.864932	11.700702	12.185764	12.687652	12.324959	12.794921	-0.9289702227723181	7343.476221032378	4210.2543730062425	Q1
GSM1855024	9.838704	8.244094	12.534035	12.276238	13.255426	12.749645	13.24437	0.42389797129256257	12841.387732862971	7416.713863898111	Q3
GSM1855025	11.352665	9.859171	12.484356	13.01698	13.44662	12.946371	13.030117	0.8289817396063246	11450.900460506247	7076.567756823728	Q4
GSM1855026	9.477983	9.597562	11.895147	12.989207	13.581356	12.911666	13.22038	1.1193585534911872	12860.198956734188	8199.180749694853	Q4
GSM1855027	10.630537	8.406063	11.234188	12.779149	13.074087	12.771309	13.175431	0.5222045762070882	11417.439559945755	6230.011281112922	Q3
GSM1855028	10.270392	8.838	12.072459	12.498418	12.659924	12.212969	13.025522	-0.557083749734296	7667.146792638238	4772.178325439707	Q3
GSM1855029	11.085495	10.144563	12.621622	11.867606	13.342705	12.633089	12.914329	-0.2949152551093286	8667.98758562214	5238.607698933029	Q4
GSM1855030	9.830486	8.716429	12.037473	13.006206	13.546739	13.123508	13.038046	1.0440844084061762	12059.558559710404	6307.539338729412	Q3
GSM1855031	10.324998	8.980206	12.630116	12.88658	13.380159	12.871366	13.112065	0.7632564714533955	13037.745557658849	7469.56858707872	Q4
GSM1855032	11.084223	7.913007	12.455966	12.663078	13.407791	13.066345	13.194685	0.9327774803543736	10881.938860138629	6134.760196707242	Q2
GSM1855033	10.261478	6.896909	12.203079	13.036298	13.058352	12.688182	13.09852	0.48159420271763315	7853.853378403794	4574.032040472907	Q1
GSM1855034	8.772036	7.815956	9.816895	12.698894	12.734757	12.53514	13.099825	-0.02640088935570408	9419.576772139635	5404.64199070476	Q2
GSM1855035	10.223284	8.604126	12.163712	13.06261	13.494242	13.105108	13.155477	1.1865481029975398	12793.700440100274	7374.1829285806125	Q3
GSM1855036	10.246671	9.069356	12.453223	11.949168	13.116142	12.957934	13.110729	0.15773629114759533	11482.829293995623	7088.404693374061	Q4
GSM1855037	9.869695	7.483862	11.013491	12.761695	12.454609	12.358976	12.864226	-0.6242590230409011	6615.380509347848	3920.414635916258	Q1
GSM1855038	9.902095	7.100111	10.707876	12.476288	12.335447	12.25386	12.972971	-0.7970675395337964	8571.746547388055	4759.860543839715	Q1
GSM1855039	10.807601	10.197381	12.806485	12.790917	13.531453	12.959426	13.363364	1.21250593713116	13036.284142411774	6987.574569550869	Q4
GSM1855040	9.86408	8.823398	12.29479	12.918009	13.115713	12.887026	13.203224	0.7602115597108	11378.180554484814	6478.416728409189	Q3
GSM1855041	10.108408	8.444269	12.401301	12.855253	13.250597	12.700714	13.206552	0.6505204593183824	11277.408307438114	6734.054393360297	Q3
GSM1855042	10.348449	10.192333	12.573591	12.72031	13.177761	12.656074	13.258686	0.5643424129957989	11727.299638876813	6654.317450087974	Q4
GSM1855043	9.855886	7.722652	11.138041	11.825609	12.507227	12.275151	12.985208	-1.02277606209249	9250.692484683772	5411.2977087614545	Q2
GSM1855044	11.222616	7.92674	12.966032	11.919975	13.012295	12.594146	13.097	-0.24893482529831396	9985.866845602417	5583.736806832334	Q2
GSM1855045	11.188816	8.848126	12.731016	12.134531	12.360208	12.458293	12.985602	-0.7810336956596142	8486.154623023951	5398.623474189425	Q3
GSM1855046	11.403098	8.273558	12.563836	11.788221	12.700535	12.524986	12.833628	-0.9197043709269112	7819.394737265885	4544.075790670994	Q3
GSM1855047	10.282828	8.837688	11.95082	12.580504	12.990914	12.55695	13.187514	0.1957598496164984	12483.714624676039	6920.248452439872	Q3
GSM1855048	10.47112	5.544861	12.743317	11.869763	10.723001	11.665153	12.357874	-3.417641536936639	1611.5694651952474	1631.4372415717248	Q1
GSM1855049	11.484395	8.374591	12.790296	13.300191	13.540123	13.09066	13.111249	1.2740613380020498	11783.358161768694	7339.722576594673	Q3
GSM1855050	11.197036	8.375209	12.86007	12.192382	12.711064	12.377752	12.922058	-0.6954765113371737	10189.582886577795	6196.449279748109	Q3
GSM1855051	10.894974	8.695544	12.913941	12.269016	12.826862	12.657626	13.141516	-0.050440475384504545	9566.75335803416	5650.672731541656	Q3
GSM1855052	10.459189	10.202006	12.636684	12.659033	13.204364	12.660442	13.222904	0.5016240869484806	13630.718915729107	7523.934075412244	Q4
GSM1855053	10.821188	8.472333	12.476833	12.099591	12.734355	12.19967	12.851401	-0.9803112916454817	9966.645885767875	5756.408186041952	Q3
GSM1855054	11.455072	8.667545	12.642171	12.023118	12.630018	12.43239	12.948452	-0.755453293368163	9181.293530118122	5497.579460133757	Q3
GSM1855055	9.364646	9.575641	11.443524	13.131714	13.299198	12.842717	13.35064	1.1479573136664074	13146.716879003734	7932.059228611211	Q4
GSM1855056	10.298177	6.78439	11.985381	11.427409	11.585485	12.262689	12.660038	-2.237257219467803	4901.459251500744	3320.618569000587	Q1
GSM1855057	11.428419	7.4614	12.603294	12.366068	13.120353	12.711878	13.038607	0.08514097560200834	10754.939114612578	5939.124267353012	Q1
GSM1855058	9.877197	8.654117	12.117731	12.146216	12.86016	12.466368	13.157369	-0.2410102838685882	11860.089357287625	6503.761396499241	Q3
GSM1855059	11.605783	7.847142	13.027531	12.395734	13.123615	12.764518	13.054094	0.16932629729030643	9525.025862224233	5398.283557660058	Q2
GSM1855060	10.704613	8.602706	11.928472	11.729241	12.763369	12.262532	13.134854	-0.7344825139878326	10581.645005139066	5112.800408471146	Q3
GSM1855061	10.163473	8.57161	11.93565	13.068525	13.299894	13.006936	13.28086	1.1596074665815368	11738.739675290564	6954.096800539286	Q3
GSM1855062	10.711563	10.247642	12.483198	13.014231	13.337312	12.771807	13.158681	0.786590168814118	11739.519689830486	6992.107370142951	Q4
GSM1855063	9.745364	8.662161	12.333803	12.682001	13.279444	12.874885	13.32284	0.876205778077381	10938.604569708004	6625.913326104982	Q3
GSM1855064	10.909288	8.934249	12.890644	12.472099	12.968145	12.418752	13.198148	0.018310814678829862	11452.157884310895	6490.020920137539	Q3
GSM1855065	11.243354	8.901074	12.771587	12.644138	13.102304	12.779046	13.10197	0.371653805762301	10732.889168903355	5431.069175160703	Q3
GSM1855066	11.028429	7.395578	12.91216	12.186331	12.886093	12.543282	13.04415	-0.28988565984890446	8450.36985022559	4836.612633996365	Q1
GSM1855067	10.62868	8.060753	12.909804	11.861317	12.818917	12.618355	13.060115	-0.4248696671173745	8782.427655872609	5372.024022722968	Q2
GSM1855068	9.402007	9.009984	11.787979	12.893035	13.317722	12.858494	13.216438	0.8592220779925142	12787.554434266449	6722.855393404858	Q4
GSM1855069	9.987834	7.212328	12.421276	11.444854	12.782662	12.576754	13.034334	-0.7481455933213602	9253.580742724127	5600.203393598931	Q1
GSM1855070	10.773612	9.09324	12.992338	12.703697	13.268053	12.719063	13.237333	0.633580857421693	11460.175165981069	6663.544031888076	Q4
GSM1855071	10.247491	9.22741	12.847856	13.059419	13.376083	13.005147	13.405437	1.3655392419544543	10526.922470533782	6721.093017383511	Q4
GSM1855072	10.159226	8.8905	12.506338	12.350875	13.043123	12.642061	13.163115	0.1387680960324186	12677.890445989993	7142.9448442126795	Q3
GSM1855073	10.642769	8.335347	13.24364	10.834744	12.527014	12.292043	13.004335	-1.5221208781350557	10384.446463536813	5528.879927696345	Q3
GSM1855074	10.892143	7.234462	12.290116	12.080487	11.924878	11.895931	13.063502	-1.4439605693593485	8084.644004657219	4746.518332084566	Q1
GSM1855075	11.257786	7.957528	12.813263	12.587214	12.650472	12.278808	13.01985	-0.46470196134679975	9777.794864760803	5532.444083455461	Q2
GSM1855076	10.869894	9.512858	12.414156	12.917351	13.30673	12.918033	13.197832	0.8920613962196007	13079.412610971995	7739.165944749169	Q4
GSM1855077	10.866564	7.486627	12.789402	12.215722	12.493014	12.706239	13.006159	-0.4180181178659407	10173.438467591983	5062.472831150664	Q1
GSM1855078	10.517427	8.158129	12.216406	12.695484	12.826368	12.525321	12.968348	-0.15921817497395221	8626.77927467064	5928.501529351646	Q2
GSM1855079	11.582936	10.008209	13.236171	12.903779	13.172704	12.773357	13.168454	0.6422373807023665	10928.098017198166	6211.239249849248	Q4
GSM1855080	11.733001	8.600703	12.418695	12.898917	13.172043	12.567745	13.132487	0.41527446457734396	12216.22273791103	6546.656664303131	Q3
GSM1855081	11.090572	7.251217	13.14194	12.241697	12.896525	12.555635	13.251	0.03567431785016671	10831.286630123932	6028.438995068171	Q1
GSM1855082	10.840135	8.513778	12.547882	12.964614	13.276167	12.765067	13.419623	1.067822583475607	12036.515802184349	7096.566222980695	Q3
GSM1855083	10.449045	6.317162	10.866637	11.820192	11.808777	11.857376	12.77384	-2.079704776315407	5711.4407448955735	3030.659332530345	Q1
GSM1855084	9.968486	7.709353	12.542204	12.826537	13.141805	12.849573	13.40659	0.9661546935878702	7761.794582019125	5022.652440757589	Q2
GSM1855085	11.774933	9.680624	12.915608	12.465836	12.981945	12.682189	13.136454	0.16494491907904207	8495.935143904027	4993.911974777276	Q4
GSM1855086	11.941831	7.712366	12.704527	13.238815	13.415149	12.945683	13.16569	1.1154122377611402	10104.142790326725	6173.887126726811	Q2
GSM1855087	10.209544	7.968179	12.677021	12.709318	13.227299	12.754071	13.243523	0.6508050476399625	10722.296168345147	6319.406993740746	Q2
GSM1855088	11.131259	7.171079	12.604712	12.901557	13.161667	12.786943	13.044622	0.4796163641658879	6772.218490221873	4923.418251025469	Q1
GSM1855089	10.957752	8.16212	12.909019	12.94879	13.253542	12.861429	13.323208	0.9982959935158375	10555.904943274709	5922.823671325689	Q2
GSM1855090	10.60457	7.312294	12.649092	11.596222	12.591332	12.31292	12.559311	-1.6408688919410974	4033.9591062877316	2898.9804230252407	Q1
GSM1855091	10.158417	9.170214	12.182544	13.034704	13.430056	12.731447	13.386067	1.1240373387591245	11994.337938683168	7097.817371128649	Q4
GSM1855092	9.570355	9.400858	12.19428	12.674225	13.249617	12.523795	13.325301	0.5578361606033793	12247.706850286882	6815.033708018895	Q4
GSM1855093	9.863703	9.847723	12.12347	12.629848	13.224749	12.570535	13.231516	0.43227517476473387	12823.67461394208	7807.181542368942	Q4
GSM1855094	10.333743	6.972953	11.768789	12.55767	13.164591	12.712536	12.949148	0.0982021159674899	5534.104801101657	3290.9275699609398	Q1
GSM1855095	11.526041	9.429662	12.44651	12.745022	12.871102	12.109471	13.035006	-0.37058966531516	9218.182736711198	5020.74589293476	Q4
GSM1855096	9.777719	7.852993	11.114873	12.659274	12.940383	12.426186	13.312884	0.2665797699173419	9285.168653256002	5896.165957673262	Q2
GSM1855097	11.163053	7.706184	12.74837	11.660733	12.983494	12.658385	13.239976	-0.1631534034320425	10217.707209376133	5579.176708713246	Q2
GSM1855098	9.316524	8.503319	12.737627	11.573819	13.036167	12.540627	13.345263	-0.13934038393243908	11622.431467380551	6568.910149964646	Q3
GSM1855099	9.956799	6.978711	12.136841	11.865382	12.492517	11.968816	13.020845	-1.222953648791432	6660.391125509286	4047.213945427916	Q1
GSM1855100	10.953417	7.642445	12.607784	12.705492	12.730968	12.319879	13.12122	-0.17997078930809648	9016.45013705931	5181.289406360538	Q2
GSM1855101	11.681407	7.691411	12.770935	12.080913	13.119786	12.4264	13.055963	-0.2941838688442071	6880.021987209441	4053.201518871938	Q2
GSM1855102	10.924906	8.537098	12.344264	12.907473	13.369907	12.780119	13.111749	0.6904961113482191	12479.666709864083	7745.84203100812	Q3
GSM1855103	10.288885	7.76982	11.584929	11.583159	12.451819	12.034321	12.765363	-1.691516161194944	8156.652685370133	4613.2027476220865	Q2
GSM1855104	9.756309	6.111466	12.628651	12.671359	13.082999	12.644934	13.345836	0.5886937314082592	5612.726855406778	4213.5563134900185	Q1
GSM1855105	10.305172	8.458456	12.173818	12.715946	13.153731	12.626633	13.161279	0.3916341921498307	12776.533777379682	6895.064439476886	Q3
GSM1855106	9.263337	9.486952	9.946324	12.915122	13.527018	12.96846	13.297339	1.1979345584094137	12443.014852445487	6954.150403149748	Q4
GSM1855107	9.435451	10.086892	12.484592	12.880661	13.283597	12.595023	13.233421	0.6300686938301607	13158.71285602441	7278.975657047007	Q4
GSM1855108	8.429068	6.913302	12.171187	11.847699	12.289516	12.371292	12.833847	-1.2606607018185247	9013.042767110343	3934.5686438447583	Q1
GSM1855109	9.879388	9.837605	11.241002	12.634706	13.121894	12.636085	13.04881	0.18449949423598974	11192.862528202411	6705.553045999511	Q4
GSM1855110	10.76292	8.180429	12.299931	12.740103	13.260826	12.685872	13.201057	0.5724616378442866	12701.970051324455	7611.702622574601	Q2
GSM1855111	10.139204	7.875346	13.211534	12.491664	13.009421	12.449593	13.041262	-0.1309467416928339	5871.765611572946	4150.749019902816	Q2
GSM1855112	10.390859	8.112216	11.999851	12.313294	13.160438	12.511427	13.096861	-0.013313853426958122	12234.169038746903	6728.488960795567	Q2
GSM1855113	10.343858	8.167244	12.052538	12.092065	12.849058	12.30311	12.995905	-0.6341034605212733	10282.439866571716	5885.124076952772	Q2
GSM1855114	10.021284	8.350452	12.499804	12.622623	13.074062	12.151882	13.057682	-0.25193106566711326	10701.17189971343	6634.485186497871	Q3
GSM1855115	10.165459	8.590798	12.878662	12.684199	13.123034	12.746293	13.355166	0.7185850048507476	12941.951214290086	6878.156509748804	Q3
GSM1855116	10.439816	7.44155	12.770129	11.813987	12.244472	12.145167	12.745308	-1.618103912471165	3363.0477050551353	2588.2155646724195	Q1
GSM1855117	10.154248	7.909272	12.651782	12.629362	12.820208	12.289956	12.994842	-0.36494970990566256	6542.622093084041	4463.459538145313	Q2
GSM1855118	7.931245	7.137063	10.84073	11.923942	12.94861	12.167028	13.145463	-0.5838665868847612	8514.902999205291	5136.846181380153	Q1
GSM1855119	9.390618	6.155481	10.354827	11.513755	12.321573	12.010373	12.80449	-1.7750179744676915	8694.953897819145	4700.145417766165	Q1
GSM1855120	9.189325	9.458788	12.539658	11.744055	13.048518	12.554198	13.322626	-0.05618210275067789	12494.086228522843	7303.985188777499	Q4
GSM1855121	9.619538	7.833802	11.628839	12.133449	13.122219	12.563932	13.192155	0.036951453654079675	13448.887407510358	7176.0970157397605	Q2
GSM1855122	9.999712	8.613165	12.853387	12.467164	12.891465	12.500872	12.919157	-0.33470915261066336	6880.104695080149	4918.355804231853	Q3
GSM1855123	10.058037	8.660047	11.674903	12.354796	13.28758	12.510714	13.255321	0.29737378594678743	11992.260065067674	6859.049241699044	Q3
GSM1855124	10.586124	6.963478	10.897396	11.548062	12.350258	11.986384	12.948827	-1.5654276736618291	8458.257298352491	4705.493222131145	Q1
GSM1855125	11.424574	9.240588	12.942136	12.210137	12.968239	12.415785	13.115941	-0.24038759469288917	10720.596387231557	5297.454871659593	Q4
GSM1855126	11.752895	7.764302	12.966605	11.32176	11.862263	11.85615	12.867193	-2.2008863168039747	7025.0263505847715	4014.860588660734	Q2
GSM1855127	9.577926	8.436899	12.599324	11.993387	13.102165	12.560705	13.361576	0.17215704209521926	12816.127549829602	6929.4212106842615	Q3
GSM1855128	9.843135	8.525212	12.675721	12.522137	13.098006	12.685888	13.475299	0.7235479851046906	12546.736415844092	6688.604426681826	Q3
GSM1855129	10.139184	8.666971	12.498567	12.175089	13.177361	12.724992	13.309798	0.3883566396671886	12290.333533259647	6888.632343731407	Q3
GSM1855130	9.932467	7.622639	12.174397	11.471956	12.644188	12.194096	13.161086	-0.9712604059758609	9995.585279539704	4723.0328206248305	Q2
GSM1855131	11.652471	8.2079	12.619456	11.600954	12.363383	12.248294	12.81311	-1.4870917938467358	7769.848252468649	3878.7458491167613	Q2
GSM1855132	9.914923	9.739923	12.589998	11.983823	13.173824	12.539166	13.358387	0.1865528595927095	12820.222984184864	7330.824810800188	Q4
GSM1855133	9.599461	8.481338	12.008177	12.237505	12.922957	12.530077	13.381034	0.2019510287709744	12051.384808875493	6799.296350603248	Q3
GSM1855134	8.870441	8.779748	12.086136	12.42643	13.028534	12.626497	13.41099	0.4920715248469306	11859.468507693804	6987.182420242743	Q3
GSM1855135	11.179188	8.197252	13.101849	11.977692	12.635422	12.294293	13.142275	-0.6348768178584582	10367.650861723561	5932.078699073309	Q2
GSM1855136	11.088831	8.146529	12.160386	12.26547	12.697534	12.411318	13.050048	-0.46212740497106153	10537.929140636988	5765.312956999107	Q2
GSM1855137	11.445995	8.794711	12.980624	12.617923	13.169576	12.722667	13.287138	0.5976388029896327	10141.571861762337	5928.548309370042	Q3
GSM1855138	10.482274	9.977262	9.37409	12.770999	13.36671	12.666602	13.208996	0.6465044046916992	10152.275169820266	6301.63290101903	Q4
GSM1855139	8.653435	8.573326	11.407606	12.59212	13.1574	12.681374	13.363853	0.6439527831374908	13352.914019429056	7774.826513076232	Q3
GSM1855140	10.615803	8.25527	12.535513	12.358917	13.089081	12.580685	13.241107	0.22287010752710595	12773.987744179474	7067.373696300834	Q3
GSM1855141	11.125422	8.318519	12.459662	12.082596	13.03924	12.663084	13.152225	-0.009454029716796482	9667.107460198924	5477.841351750715	Q3
GSM1855142	11.41918	9.194131	12.578976	12.851934	13.579046	12.974037	13.318216	1.2263857521866188	11140.8400226849	6979.159643998917	Q4
GSM1855143	11.196536	8.251927	12.303081	12.607268	13.239172	12.676931	13.237956	0.5277282252074029	11256.575396660224	6975.495663502855	Q3
GSM1855144	9.299386	7.757458	12.675815	12.35925	12.987036	12.741365	13.173296	0.20870511391285046	7838.055581971354	5154.718014643042	Q2
GSM1855145	10.893052	9.341169	12.738129	12.714929	12.994789	12.634617	13.319218	0.5161633244033208	11879.28524324179	6733.127738577912	Q4
GSM1855146	10.122029	8.973154	12.426841	12.907587	13.189459	12.448934	13.314365	0.5734552034070712	10104.9766654937	6380.799808936677	Q4
GSM1855147	10.180561	9.862343	12.223831	12.888857	13.234545	12.651059	13.326548	0.778627139218465	12840.533395478225	7067.663319571606	Q4
GSM1855148	9.773022	6.184242	12.516682	11.555044	12.179262	11.740505	12.718953	-2.1815845344516225	8037.080847827387	3953.4737513755163	Q1
GSM1855149	11.277317	7.923028	12.467612	12.535062	13.134542	12.536401	13.232166	0.29792336568161826	12363.240721933702	6409.2432976518285	Q2
GSM1855150	10.703196	7.45259	10.780907	11.227352	12.293578	12.242154	13.05722	-1.4133156869569972	8265.76835968265	3894.00068764039	Q1
GSM1855151	10.971852	7.906001	12.974292	12.763899	13.315892	12.75764	13.225679	0.7126337657478246	7250.369153990895	4618.168834492439	Q2
GSM1855152	10.78486	8.334655	12.293691	13.12759	13.252568	12.762885	13.28032	0.9554075286134195	10487.209160698705	6519.373220428437	Q3
GSM1855153	10.096146	8.572014	12.570559	12.033227	12.880454	12.548478	13.360724	0.05158427909719718	7797.050506639357	4676.381112625977	Q3
GSM1855154	10.813671	8.413782	12.343426	12.494994	13.039222	12.492762	13.210587	0.15299053725538464	8833.152042700976	5606.298530714216	Q3
GSM1855155	9.914298	7.244363	11.890827	12.479893	12.833163	12.458414	13.303335	0.11804770119254535	9453.398751828803	5731.507503994402	Q1
GSM1855156	9.242058	10.106929	12.140597	12.890698	13.297271	12.8668	13.416456	1.1217772791666778	12605.489011372727	7759.4226136185625	Q4
GSM1855157	11.132349	8.488357	12.735914	11.661269	12.850168	12.295654	13.306478	-0.4619774013405584	11829.44856643587	6218.300959643233	Q3
GSM1855158	9.789748	7.353164	12.237206	12.476718	12.966962	12.720304	13.097232	0.14195012310674837	7242.512375884828	4964.1322092314695	Q1
GSM1855159	10.761097	7.388656	12.779307	11.933693	13.200966	12.627312	13.078898	-0.12571756868101117	9251.806474186293	5606.296825244698	Q1
GSM1855160	11.282562	8.199332	12.512585	11.930777	12.460065	12.300013	13.163142	-0.7317727377828503	8606.932457129433	4744.38745618939	Q2
GSM1855161	10.64317	9.018446	11.436868	12.917058	13.194724	12.593848	13.326469	0.7218140624326805	11780.495642352485	7531.008332864618	Q4
GSM1855162	10.72327	8.31773	12.473192	12.27074	12.770725	12.485668	13.251485	-0.0816616249137927	10713.192215625622	6320.249595415487	Q3
GSM1855163	10.221478	7.827618	11.838758	11.840818	13.168334	12.441883	13.274657	-0.09183767488821898	10817.765533992047	6343.763875001096	Q2
GSM1855164	10.55176	9.119101	12.734284	12.076402	12.871497	12.313261	13.155483	-0.40637385649017227	10752.646987412469	5351.929809265554	Q4
GSM1855165	11.122535	6.937036	12.382264	11.469783	11.743499	12.073956	12.847952	-2.028734057730463	7478.984682855309	4359.739968289241	Q1
GSM1855166	11.020256	10.743917	12.039107	12.725402	13.208641	12.805537	13.233995	0.6798415041070973	12178.467018183188	7312.418433864852	Q4
GSM1855167	10.516113	6.375989	11.881085	12.409046	12.035732	12.243505	12.987396	-1.001215281571986	7646.356384041025	4690.889173838208	Q1
GSM1855168	10.306722	7.955764	12.56154	12.60889	13.072333	12.760748	13.232064	0.49356867649506075	12572.030121346175	6788.641284228123	Q2
GSM1855169	9.392653	8.269831	12.003992	12.53735	13.00543	12.803097	13.253483	0.4791402894446282	11955.570152114478	6647.644018635852	Q3
GSM1855170	10.829169	7.197057	12.494905	12.785294	12.333416	12.455477	13.023891	-0.3858241607686079	9139.79359396442	5327.6008108613405	Q1
GSM1855171	11.512348	8.097958	12.678411	11.87128	13.020168	12.544418	13.015089	-0.4239191318965234	9167.78501418843	5483.961569603982	Q2
GSM1855172	8.479351	8.682189	12.194828	12.740482	13.135447	12.801831	13.289615	0.7165328685058259	11322.961893877113	6497.983484430748	Q3
GSM1855173	10.155791	6.096919	12.193447	12.044512	11.241629	11.564052	12.458477	-2.964720475969722	4535.564882888344	2731.544207133972	Q1
GSM1855174	10.73589	8.250259	12.802496	12.374927	13.075179	12.790408	13.238323	0.3988402129819527	10625.959591414465	6081.837829899836	Q3
GSM1855175	10.405477	10.13024	12.463342	12.655802	13.200004	12.664822	13.130766	0.37713560772307675	12442.940772219099	7314.918844743874	Q4
GSM1855176	10.825008	11.240881	12.688552	12.991949	13.476379	13.062951	13.3745	1.395096785634985	12552.474035600184	7618.141797371569	Q4
GSM1855177	9.426042	8.541149	11.983753	12.776275	13.243904	12.945607	13.252704	0.8737190686580663	12015.906616431435	7639.413339509239	Q3
GSM1855178	11.108485	9.188523	13.047919	12.511583	13.086113	12.468007	13.106591	0.02903374542030824	7466.1304184428445	5015.403730004209	Q4
GSM1855179	8.985793	8.030749	12.102098	12.669309	13.284472	12.738882	13.124394	0.4892715948763612	11046.73714606935	5809.670891912279	Q2
GSM1855180	10.245805	8.50638	12.614675	12.697656	13.307599	12.812561	13.164781	0.6359045042419762	11570.922244609457	6178.6169972494445	Q3
GSM1855181	10.267268	7.335555	12.510596	12.620498	12.634479	12.433189	13.106646	-0.20719002917429313	8855.257001609385	4944.159170301966	Q1
GSM1855182	10.777719	7.216988	12.224605	12.337449	12.672815	12.639064	12.974373	-0.344016694609267	9180.217928292237	5178.1795663944595	Q1
GSM1855183	11.064458	8.785964	12.311072	12.920583	13.435192	12.723143	13.396495	1.070522908124759	12181.84027598702	7106.821746521879	Q3
