sample	TACSTD2	CD8A	CD3E	CD2	GZMA	GZMB	PRF1	NKG7	IFNG	CXCL9	CXCL10	CD274	PDCD1	CTLA4	LAG3	TIGIT	HAVCR2	IDO1	FOXP3	MS4A1	CD68	CYT_GZMA_PRF1	purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-63-5131-01	13.2089	6.5049	6.2309	6.7621	5.6362	5.9779	6.466	5.2652	1.1429	6.0498	7.7034	4.9069	3.1132	3.3595	6.9849	6.5858	7.4742	12.1269	4.9803	3.9912	11.4239	6.0511	0.54	0.237611682349691	0.139450857529137	0.0056651387116326	0.016217402856426	0.0038888257111163	0.126334533972234	-0.2174	0.0058	0.0936	0.2646	0.185
TCGA-66-2758-01	10.5996	10.2454	9.5039	9.302	9.6349	10.2398	10.4398	9.8759	5.2771	12.4078	10.5076	8.7926	7.2455	6.9684	9.179	7.7257	9.6867	10.2867	6.4959	7.2558	12.2477	10.03735	0.5	0.236165586737474	0.280631471682874	0.0	0.0038121831749417	0.129426581652847	0.22017145926413	1.6859	0.8453	0.3308	0.0745	0.3465
TCGA-85-A50M-01	13.3675	6.6246	7.089	6.5488	5.6513	6.0408	7.0205	5.6753	0.0	6.7025	5.6988	7.5279	4.5431	4.9879	4.7378	4.9093	7.1023	6.6122	5.1283	7.6265	11.0538	6.3359000000000005	0.19	0.436559362273028	0.0223652267054502	0.0	0.0	0.0074943199386124	0.211310249552453	0.2571	-0.0729	-0.0631	0.8928	0.0805
TCGA-NC-A5HI-01	15.0953	6.7814	7.2991	7.205	6.4268	7.001	6.197	6.2665	3.1924	8.9082	7.001	3.8648	4.9259	5.613	5.7283	7.3953	6.8733	7.7778	5.7094	6.5847	9.8392	6.3119	0.6	0.359134325159743	0.174194741297718	0.0191773192958828	0.0	0.0207861997690289	0.213157708229485	0.2681	-0.377	-0.4283	-0.1483	0.3365
TCGA-77-8009-01	6.1114	7.343	6.4889	6.2592	6.5837	6.9587	7.7338	6.7966	3.6468	9.9599	9.1362	7.1636	5.4722	4.2709	7.4587	5.5577	7.8465	7.7989	4.6026	0.7467	12.3324	7.1587499999999995	0.67	0.0701746140884573	0.0876493218928504	0.0020960364768033	0.0067388519254371	0.150183773401631	0.323138324167384	-1.0198	-0.135	0.202	0.3703	0.362
TCGA-43-A56U-01	13.4418	9.4092	10.1557	9.3823	8.3899	9.3395	9.124	8.5653	4.1164	11.1947	9.3521	6.2323	7.9024	8.886	8.4193	9.0744	9.0178	9.2245	8.0871	11.7747	11.6362	8.75695	0.17	0.635913407450837	0.0947774152537931	0.0167087136116007	0.0	0.0237267181886437	0.0679301003193809	2.4864	1.1514	0.3601	0.4829	0.0225
TCGA-68-A59J-01	12.5086	9.3194	8.3358	8.7258	8.5792	9.8043	9.8301	8.715	6.0071	12.4373	11.4967	10.1397	7.342	7.4627	8.3722	7.6636	9.1669	11.2707	6.246	6.2796	11.7132	9.20465	0.45	0.267991174014768	0.167201677281152	0.0	0.0619933560421038	0.206793021115384	0.179292450668058	0.7416	0.3886	0.5031	0.2507	0.114
TCGA-34-5236-01	12.4123	7.0082	7.9154	7.3452	5.8718	6.0559	7.2932	5.8988	1.4704	7.4926	8.1482	4.8527	4.7496	5.9358	5.4793	6.2105	9.0728	5.7164	7.2834	6.1488	12.7987	6.5825	0.18	0.385900311923805	0.0607303146603926	0.0662873506640667	0.0009163354711558	0.0118139314352841	0.263321235667895	0.6997	0.5768	0.1485	0.988	0.357
TCGA-22-1002-01	13.3604	8.042	8.4951	7.802	7.4688	6.6921	8.8154	7.4182	0.5555	7.9628	8.3153	5.7444	4.9787	5.3044	5.7444	6.9218	8.0135	12.0992	5.1064	8.5449	11.6562	8.1421	0.38	0.308618835720025	0.0982218413242516	0.0081132525154514	0.0077509871835788	0.0139143314413651	0.144806158177046	1.2031	0.5448	0.4138	0.5817	0.1365
TCGA-NK-A5D1-01	10.8873	7.171	6.5346	6.5881	6.7996	6.3403	6.2656	7.0991	3.5967	8.9534	8.411	3.1032	4.6743	3.371	7.3777	4.77	6.8947	5.9208	5.4616	0.6637	9.2365	6.5326	0.82	0.0410242851254774	0.133313491225512	0.0111399915138909	0.0550829072680387	0.04624151176684	0.129647131525226					
TCGA-51-4080-01	13.0123	6.7055	5.6949	5.7047	5.181	5.1527	5.9467	5.9217	0.7703	8.7993	7.7107	6.2168	3.01	4.2999	4.9699	3.7761	7.6588	6.9515	4.1993	4.0463	10.7644	5.56385	0.96	0.0158327904396485	0.0	0.0075363323025175	0.0266690060384905	0.0759233678121579	0.417116444633703	-0.7929	-0.2756	-0.0081	-0.3028	0.3345
TCGA-33-6737-01	12.2107	7.8792	8.5789	7.7997	8.0864	7.866	8.4023	7.6148	3.9233	9.7077	8.0466	6.6904	5.019	6.0777	6.699	6.7942	8.4412	8.1844	6.3406	3.9233	13.047	8.24435	0.48	0.347197067793627	0.0977207906136339	0.0176372364112698	0.0594801911590539	0.0326258593660853	0.253924156718706					
TCGA-56-7223-01	10.5889	5.1916	3.6343	3.1995	4.4383	3.8218	4.7469	3.8436	0.5168	5.8602	5.2169	4.1187	2.9807	4.575	4.5487	2.4083	5.702	4.9616	4.0025	2.4083	8.889	4.5926	0.94	0.0427908854724715	0.123102073028285	0.0	0.0	0.0	0.201265372745399	-1.6694	-1.1535	-0.3423	-0.0264	0.376
TCGA-39-5011-01	12.8673	9.3851	9.9214	9.8399	10.5437	9.103	9.3826	9.6723	6.4869	12.7034	10.8903	6.7594	7.5998	6.3182	9.0727	7.3399	10.0585	11.4027	5.7174	7.9185	12.7125	9.963149999999999	0.43	0.503796490922355	0.089601335078855	0.0110044412744127	0.0067932264800127	0.129740359024386	0.30350622272888	1.6688	1.1248	0.3406	-0.021	0.242
TCGA-39-5037-01	12.5492	5.5253	5.5253	5.1033	3.8004	4.4775	3.7113	4.5042	0.0	4.6311	5.1033	6.0998	0.0	3.5664	5.2528	1.6257	5.1883	4.4224	3.0445	3.6646	10.0772	3.7558499999999997	0.49	0.217211726184874	0.216038896184928	0.0	0.0091310580924899	0.0044392542551601	0.152409715862408	-1.0815	-1.2516	-0.055	-0.4433	0.5415
TCGA-66-2777-01	13.9266	7.3835	8.0016	7.9086	5.4993	8.0823	6.8685	6.2235	1.1787	6.8101	6.5366	6.4066	5.2184	6.096	5.9064	6.2071	9.6441	5.7793	7.2392	6.1569	13.1041	6.1838999999999995	0.3	0.0280311300030343	0.0560499251030178	0.031966569561863	0.0	0.0066668417013492	0.313895513700842	0.9424	0.8961	0.1304	0.4914	0.2235
TCGA-21-5783-01	11.657	6.2679	6.257	6.6184	5.0415	5.3699	6.2625	4.8944	0.3677	8.1763	7.4286	4.8944	4.472	4.3744	5.0028	5.1037	7.05	6.737	5.7004	4.0344	10.2755	5.652	0.57	0.202929720265379	0.0530342800295364	0.0003812699558503	0.0	0.0370451729011223	0.178634560741981	-0.2353	-0.3413	0.1768	0.982	0.2595
TCGA-85-7950-01	7.839	9.2913	9.3821	9.2582	7.8846	8.9646	9.2628	8.3576	4.754	10.9592	13.6575	7.7531	6.8173	6.6654	8.8046	8.4555	8.4854	10.3325	8.0308	7.054	11.2076	8.5737	0.52	0.279536244543958	0.169223432254183	0.0812957425539595	0.057988435180826	0.0864577982771014	0.132787450968065	1.3416	0.5151	0.7051	0.6042	0.1655
TCGA-77-8153-01	13.8212	5.7296	6.2032	5.5187	5.2716	5.771	6.9565	5.172	1.0221	7.4949	5.5976	6.0767	4.0857	3.741	5.0426	5.172	5.3648	5.1087	4.4152	5.9501	10.6392	6.114050000000001	0.76	0.225419362800433	0.135921699817202	0.0319148991464511	0.0	0.030943317751935	0.197289505650115	-0.2537	-1.0781	-0.3432	0.2907	0.305
TCGA-L3-A4E7-01	14.0512	6.8902	7.5109	7.4262	6.8135	6.9354	7.2131	7.0219	2.5169	11.6457	11.2408	7.1133	4.4452	5.8966	6.1286	5.2776	7.9211	10.0867	6.2342	6.0277	11.245	7.0133	0.46	0.452346231969989	0.0542124243922787	0.0480782276781273	0.0368870989001261	0.0834935104483229	0.239998726902852	0.6252	0.294	0.2049	0.5524	-0.013
TCGA-60-2724-01	13.1492	5.2029	6.6619	5.2471	4.2122	4.771	7.4901	3.68	0.8175	4.3801	7.2547	4.7507	2.5743	4.1822	4.5304	3.5452	7.1463	4.554	5.1496	3.5452	13.3377	5.8511500000000005	0.47	0.0296732027196296	0.0104231465433451	0.0	0.0	0.0	0.374266602563849	-0.6665	-0.0311	0.2512	0.8567	0.4005
TCGA-90-A59Q-01	14.1419	10.345	9.8178	10.1791	9.843	10.5211	9.8573	9.6323	7.3166	12.2152	10.7888	6.2978	7.8553	7.4935	9.1605	8.2755	9.1481	12.0947	7.0174	6.5446	11.1857	9.85015	0.28	0.489120858523627	0.184291530363562	0.0307602736656406	0.0609347839807297	0.0608855193138305	0.111403883491602	1.9799	0.9378	0.6142	0.3704	0.0475
TCGA-94-7557-01	13.3812	5.7898	6.3797	6.1942	6.9948	6.1438	7.0089	6.2428	0.9575	6.7219	7.1303	6.5729	3.949	4.8075	5.8848	5.3861	8.4245	8.504	5.7897	4.4823	12.1462	7.001849999999999	0.46	0.335559455813913	0.0349662873925947	0.0129373400118118	0.0385692753070631	0.0428023459981269	0.292338793707102	-0.1901	0.2361	0.1384	0.386	0.29
TCGA-96-7545-01	13.0318	8.2022	8.8079	8.5055	7.6718	7.0509	8.3063	7.7798	2.7031	9.6591	7.6019	7.0434	4.9846	5.5805	5.4949	6.9818	9.2755	8.5605	6.3592	9.5427	12.8525	7.989050000000001	0.4	0.347847920012755	0.0762910100274196	0.0	0.0	0.0315888518920628	0.329121713040359	1.2912	0.9083	0.0867	0.4234	0.0225
TCGA-85-6798-01	11.1636	4.6507	6.1815	5.8722	4.1792	5.3184	7.7557	5.3736	0.8303	6.6854	5.6993	6.4295	3.2568	4.51	3.9442	4.3264	6.607	4.0497	5.5166	1.3539	11.5161	5.9674499999999995	0.47	0.219460750644342	0.0361020125591422	0.0018169502871907	0.0	0.0	0.273256285559081	-0.808	-0.6821	-0.2022	0.6994	0.2975
TCGA-98-7454-01	12.0472	9.2885	9.4901	9.2803	9.0208	9.5782	9.505	8.5928	5.3299	11.7819	10.4722	7.7261	6.7545	7.4155	7.9465	8.2982	10.0768	9.7654	7.1476	9.801	12.9152	9.2629	0.25	0.513707570075056	0.0669860262888898	0.0	0.0278818850411037	0.0786984395146144	0.165048432846242	1.9522	1.3658	0.417	0.637	0.1285
TCGA-66-2771-01	15.0328	9.5129	9.2987	9.8009	9.2731	9.3537	8.8406	8.884	5.2591	11.3179	10.8839	6.6279	6.5221	6.8771	7.0004	7.0834	10.4711	10.6976	6.7387	9.7724	12.9082	9.05685	0.44	0.45007554161112	0.113862734726732	0.0051086824974238	0.0	0.0747929964998471	0.19695396272105	2.1176	1.2831	0.2663	-0.0517	0.492
TCGA-56-8083-01	10.848	6.7377	4.2122	3.8489	2.0337	3.2097	4.6278	3.8489	0.0	5.1519	4.2122	2.4961	7.2636	2.4961	5.3103	2.4961	5.3835	4.876	4.2788	2.0337	9.3358	3.33075	0.91	0.0194947169904468	0.0926578991812046	0.0	0.0633799483202013	0.0	0.238087663159961	-0.8649	-0.8285	-0.0788	0.3469	0.215
TCGA-85-7696-01	13.1451	6.9663	7.4357	7.5627	6.0037	6.2228	7.78	6.1379	2.046	10.074	8.0219	4.9483	4.5532	6.1379	5.6172	6.8287	7.9103	7.3553	6.4578	6.374	11.4814	6.89185	0.76	0.156189745710192	0.0834355621501199	0.0196676816695733	0.0111352816057775	0.0854984839118406	0.387566484197552	0.3106	0.1846	0.137	0.3196	0.234
TCGA-77-A5G6-01	12.9382	5.8348	6.6612	5.9238	5.1614	5.3009	5.9115	5.7538	1.8464	8.6873	6.9427	3.2184	4.3736	3.8579	5.0972	4.8338	6.7612	6.1726	5.3574	6.9366	10.1926	5.53645	0.7	0.164279773018981	0.0968101999520641	0.0064301383439482	0.0003324623347834	0.0251655204878868	0.281597590120145	0.1157	-0.46	-0.1834	0.1897	0.245
TCGA-90-A4ED-01	12.137	6.7647	7.3324	6.6535	6.4403	10.1239	6.7874	6.6116	1.4481	10.8209	7.8255	3.8901	8.0333	5.1525	7.2958	5.3691	7.3375	6.7181	4.411	6.1202	10.9479	6.613849999999999	0.38	0.226151604292677	0.0853221481791995	0.0	0.0197636251787733	0.0579992233469045	0.249919277907044	0.6778	-0.0799	-0.1001	0.3131	-0.0975
TCGA-56-A4BX-01	13.8011	6.4944	2.2909	1.3547	0.0	1.1164	2.1713	2.0408	0.0	2.0408	2.1713	5.7113	0.4745	1.1164	5.3054	1.7382	5.8444	3.6196	1.9019	0.0	8.8866	1.08565	0.87	0.05715735252042	0.296627935538334	0.0	0.0	0.0	0.380534519626596	-1.9196	-1.223	-0.4867	-0.3041	0.1385
TCGA-NC-A5HG-01	13.9932	4.756	4.756	4.6217	3.512	5.604	5.6158	4.4206	1.3792	7.5105	7.9044	2.2025	2.9645	2.8885	5.7071	3.7452	5.5801	6.0499	2.9923	1.5857	9.7564	4.5639	0.75	0.137298267148826	0.138017000781163	0.0	0.0690288695133749	0.0622482252299628	0.269563824977765	-1.4522	-1.3981	0.165	-0.3202	0.21
TCGA-37-5819-01	8.5663	8.3172	9.1111	8.6241	7.6538	7.1189	7.5644	8.0202	3.6255	10.502	7.7199	4.3687	5.8221	5.8221	8.0798	6.6227	7.5872	8.9972	7.2659	6.4146	10.9608	7.6091	0.71	0.13808751551565	0.161958644374518	0.0376540342756865	0.0185420267701195	0.0817268570531779	0.156758989479875	1.3273	-0.01	0.0319	-0.2029	0.454
TCGA-66-2727-01	13.1476	7.6211	7.8833	8.1126	8.1219	7.5237	7.6674	7.0592	3.2574	10.2012	9.7448	9.5669	5.2383	5.0177	6.3384	5.5662	8.9444	8.7925	5.9072	6.7457	12.3297	7.89465	0.47	0.208792626757613	0.0895081042783046	0.0	0.0168604842647754	0.0971991913022648	0.298798328390277	0.7807	0.4432	0.2281	0.1637	0.4365
TCGA-77-6843-01	11.6104	5.5864	5.96	5.6128	4.4503	3.1682	5.1546	4.3905	0.9166	6.8352	5.5321	7.6395	3.5426	4.3596	5.2587	4.6924	6.7123	8.9795	5.2229	3.9263	10.1468	4.80245	0.74	0.229737485200462	0.0775483779724989	0.0	0.0134075882860801	0.0070655749338935	0.493293838031311	-0.9278	-0.6516	-0.2741	-0.1135	0.0495
TCGA-77-8130-01	13.5502	4.5739	6.4968	5.6962	4.267	5.1518	5.9455	4.4503	0.0	8.7953	8.078	5.9905	2.7797	4.4503	5.0702	4.4926	6.7796	6.0905	5.5262	2.9105	10.8368	5.10625	0.39	0.263714219439891	0.0352595489206585	0.021222839673519	0.0	0.0166047193864319	0.148900405222658	-0.4938	-0.4734	0.1401	1.2581	0.0205
TCGA-34-5928-01	12.118	7.8539	8.0504	7.9608	6.8601	7.6147	7.7199	7.1258	3.464	11.0674	11.4543	5.8123	5.9357	5.8355	6.9102	7.0803	8.55	8.4387	6.9928	4.3814	12.258	7.29	0.4	0.231994139199668	0.130307915447214	0.0	0.0	0.157272797514696	0.230521486980254	0.3258	0.3931	0.4656	1.2274	0.1985
TCGA-22-4594-01	11.1644	8.4509	9.2258	9.2724	7.7645	8.869	7.776	8.3788	2.7408	10.658	9.7174	5.7756	7.2631	6.371	7.2712	7.5114	9.2663	10.5511	7.2348	8.998	11.8542	7.77025	0.24	0.435827981511797	0.0762821469702319	0.0202874229251144	0.0	0.0480736537752645	0.149268274686267	1.9768	0.871	0.3174	-0.0513	0.2995
TCGA-22-A5C4-01	11.3341	6.7729	6.9824	6.3875	6.5489	6.6308	6.7774	6.2517	2.7678	9.858	8.8381	4.3074	4.7537	4.6396	6.4621	5.6502	7.6059	11.4355	5.5852	3.2548	11.4553	6.66315	0.68	0.185345269035543	0.07299460618195	0.0039886861480704	0.0695105152782772	0.0484912623423782	0.308055486356301	-0.0677	-0.0474	-0.047	0.3048	0.1955
TCGA-33-A5GW-01	14.3119	4.574	5.1681	5.0463	2.6646	3.4209	4.6316	3.6613	0.0	3.6048	4.2077	7.0716	2.5497	2.2881	3.4209	2.6646	6.138	7.616	2.5828	1.7772	10.0707	3.6481	0.82	0.100282287884226	0.0340226865020523	0.0	0.0	0.0	0.33686599273525	-1.6026	-0.8894	-0.1612	-0.0019	0.164
TCGA-94-8035-01	13.7566	5.7409	6.5138	5.6875	5.5446	6.2812	6.1091	5.0475	0.9795	8.8246	8.5476	5.8175	3.7167	4.0057	5.3348	6.8046	7.1538	6.6526	5.1848	2.964	11.951	5.82685	0.48	0.439792995331274	0.0554843301428681	0.0	0.0	0.0380145035957698	0.106408993021141	-0.3963	-0.3123	-0.0657	0.2586	0.3925
TCGA-94-A5I4-01	13.9177	5.3407	6.2486	5.9341	3.9903	4.0907	5.1903	4.8033	1.1014	5.2781	6.7019	4.9171	3.4246	5.2781	6.2486	5.4392	7.2336	6.3019	6.1487	5.0725	10.8635	4.5903	0.59	0.188977450893958	0.0280211752510189	0.0468743397291184	0.0	0.0092211805751264	0.189064729554178	-0.2078	-0.3065	0.0872	0.2688	0.285
TCGA-94-7943-01	12.6403	7.1243	7.4789	7.6098	6.1583	5.5599	6.3701	6.317	2.3179	9.5088	7.7001	4.5188	5.2805	4.9648	5.2805	5.3989	7.6389	6.8899	5.9484	5.4436	11.4606	6.2642	0.58	0.198533588568433	0.12485289630681	0.0198735481093219	0.030983833978593	0.0165614767124443	0.208830374532249	0.4834	0.1565	-0.0307	0.166	0.183
TCGA-85-A53L-01	11.9623	6.8166	6.9039	5.8293	5.6502	6.3619	6.9179	6.5421	1.119	6.9862	8.4505	5.0627	3.6689	5.1917	6.5838	5.0286	6.164	10.9535	5.1351	8.1348	9.6021	6.284050000000001	0.43	0.47617252520005	0.0629320243103979	0.0	0.0	0.0069058965395526	0.0281644233716506	0.4797	-0.2383	0.1394	0.605	0.3665
TCGA-63-5128-01	12.5908	5.6531	5.3187	4.8279	3.823	4.8825	5.6995	4.2952	0.0	7.6552	6.0728	6.4706	2.2738	3.1164	4.2123	3.9815	7.1425	4.4479	4.0394	3.1164	12.1667	4.7612499999999995	0.72	0.0994412178398313	0.0986320405528629	0.0	0.0	0.0	0.161978747528005	-1.0077	-0.4556	-0.1349	0.5752	0.065
TCGA-63-A5MU-01	13.9382	5.1043	5.8202	5.2968	6.2034	5.4667	5.4343	4.53	1.3066	7.8041	6.82	6.3055	3.8829	4.261	5.1648	4.9059	6.0936	10.2013	4.2551	4.2236	10.9622	5.81885	0.81	0.0958018141383065	0.0510547309085439	0.0	0.018752354500731	0.0456866122006262	0.146302726489483	-0.824	-0.999	0.0418	-0.0608	0.183
TCGA-37-4129-01	4.7682	7.8615	4.0722	3.6025	2.5045	3.1556	4.2463	4.0411	0.0	4.8242	4.5195	3.0961	1.0557	0.0	4.0722	0.0	6.5061	5.3029	2.3184	2.0828	9.8004	3.3754	0.45	0.0381438763857976	0.14451685602419	0.0	0.0517828979897223	0.0	0.471849134851209	-1.5706	-0.9309	-0.665	-0.901	-0.103
TCGA-98-A53C-01	11.4117	9.9218	10.3565	9.8002	8.466	8.7548	9.7134	8.9204	3.7466	10.3019	8.4245	7.4426	8.0945	7.1589	7.497	8.0844	9.8293	9.9168	6.775	11.4813	12.694	9.0897	0.47	0.517757456311551	0.11863005691588	0.0	0.0	0.0259119600405789	0.216724205371342	2.3981	1.3559	0.4118	0.4096	-0.261
TCGA-56-A4ZJ-01	13.9799	7.2275	8.2922	8.1877	7.5362	6.6601	7.9989	7.0588	2.1942	10.0413	8.2009	5.6869	5.4119	5.7601	5.7954	5.5559	9.5443	8.3664	5.5629	5.6488	13.0487	7.76755	0.16	0.39128017340718	0.057822099481166	0.0	0.0232181873999831	0.0587569941813332	0.467056858062915	0.4848	0.9713	0.2356	0.9636	-0.06
TCGA-22-0940-01	13.5749	10.1812	10.2621	9.7274	11.0927	9.9737	10.772	9.3506	5.8909	12.834	11.5913	7.1382	7.2838	7.7426	9.0174	8.5564	10.0233	12.7867	7.0799	7.9378	12.5773	10.93235	0.4	0.366703443056114	0.069797719439647	0.0068142930802962	0.0548075324204507	0.0951176638008103	0.143630343978193	1.9594	0.9702	0.7503	0.5271	0.3385
TCGA-77-8145-01	12.834	5.6423	7.2242	6.4991	5.1876	5.7136	6.9168	5.5672	0.0	7.7046	7.8541	5.0837	5.1192	5.2845	6.4302	5.5149	7.3415	7.0697	6.7095	4.9324	11.3565	6.0522	0.41	0.253076089751438	0.0368577734815631	0.0098751271874511	0.0	0.0206469561505475	0.117010615681092	-0.0089	-0.1718	0.2992	1.0449	0.089
TCGA-O2-A52W-01	13.7208	6.9232	6.8778	6.3022	4.5255	5.5774	5.7601	5.3492	2.2514	8.0894	6.8512	4.1855	4.2275	4.9832	5.3492	5.167	7.3127	8.6678	5.2133	6.211	10.9427	5.1428	0.36	0.355486585891608	0.115228871356196	0.0	0.0063700106571975	0.0401526909036243	0.318515404942362	-0.0496	-0.1502	-0.0157	-0.0539	0.323
TCGA-63-A5MV-01	12.4722	8.2834	8.5822	8.0659	7.3514	6.6965	7.021	6.3645	0.57	7.2677	7.1545	8.7442	5.9095	7.0156	6.5697	7.4101	8.5471	8.5985	6.9323	8.5527	11.8908	7.1861999999999995	0.35	0.527224489677285	0.0905800504120651	0.0097011287639846	0.004586163475521	0.0063043291132814	0.33651023879024	1.493	0.6861	0.1409	0.6575	0.1225
TCGA-34-5231-01	9.4651	8.7475	8.2728	7.8133	7.2583	7.3885	9.1936	7.2853	3.1232	10.4574	10.677	5.4243	5.1967	5.9538	7.5806	6.8243	7.5986	8.3716	6.9057	5.965	11.3321	8.225950000000001	0.67	0.145934923759989	0.152812091377665	0.0054708966358876	0.0378087448639696	0.0891858437352004	0.144056517274692	0.9651	0.0524	0.3504	0.3278	0.3295
TCGA-33-AASD-01	13.4395	6.0051	6.7632	5.9222	6.5656	6.8555	7.1478	5.6788	2.5687	9.4716	9.6784	5.0569	4.6562	5.5186	6.0152	4.8704	6.9103	6.7927	5.5364	0.5345	12.9491	6.8567	0.69	0.0993927162631851	0.0928595593539124	0.0	0.0061264831424533	0.079484747043116	0.274237119936329	-1.2848	-0.5891	0.142	0.3164	0.1375
TCGA-77-8140-01	13.9864	6.2767	7.1731	6.4965	5.6153	5.4015	6.7688	6.3449	0.0	5.6153	7.1118	3.701	4.6445	2.2484	4.7285	5.5242	5.949	5.1805	2.2688	7.2101	9.2674	6.19205	0.53	0.35246721072711	0.141207199984574	0.0	0.0043988988293048	0.0011467346602839	0.107206348200145	0.2716	-0.5071	-0.0767	0.1328	0.098
TCGA-39-5019-01	12.6364	8.329	8.5846	8.2778	7.4877	6.7773	7.2319	7.3133	1.8044	9.1507	8.0471	6.8224	5.9148	6.0293	6.1406	7.2509	8.6115	7.7674	6.9294	8.4491	11.7188	7.3598	0.55	0.355212557864643	0.0912595714317698	0.0	0.0	0.0328899117996445	0.212805104777408	1.2931	0.4329	0.2704	0.6817	0.4375
TCGA-22-5478-01	12.3821	6.8016	8.124	7.416	6.6397	6.4044	7.2363	6.533	2.1447	9.4618	7.4706	4.4459	4.7859	5.2423	6.134	6.4658	7.9704	10.0541	6.2759	8.3653	11.7149	6.938000000000001	0.4	0.306703820959775	0.0669067734504353	0.0101970060047217	0.0077375764772752	0.0503960646436598	0.301962911024465	0.9262	0.2286	0.1656	0.8135	0.2085
TCGA-90-7964-01	14.6583	6.3622	6.7279	5.6411	6.8134	5.2629	7.2786	6.5232	1.2859	5.9738	6.0619	4.8781	3.1556	2.8304	6.5288	4.4735	8.437	9.922	3.8216	5.9488	12.336	7.045999999999999	0.71	0.173375974119353	0.0304361873840337	0.0	0.0298352865159213	0.0	0.481971169184835	0.0697	0.3575	0.0798	0.5665	0.103
TCGA-68-8250-01	13.0435	8.2064	8.3782	7.5525	7.7272	7.7916	8.6002	7.1854	0.9097	10.3264	9.5271	6.71	6.1647	6.6226	8.0478	6.6607	8.6797	12.4633	6.1315	6.8207	12.5915	8.163699999999999	0.44	0.282354557385163	0.106792014976579	0.0	0.0341390768733216	0.0822780115614344	0.37336886050589	0.8256	0.5361	0.359	0.4848	0.271
TCGA-56-8504-01	12.8169	8.3233	8.4115	7.882	7.0027	7.6022	7.7611	7.464	3.2576	10.4687	9.0011	5.3918	5.588	5.588	7.2718	6.9176	7.997	8.2643	6.7519	6.1064	12.8744	7.3819	0.35	0.31767531698642	0.154434375465719	0.0465745720833953	0.0188610831842383	0.104714590729298	0.337121830869481	0.7206	0.312	0.2505	0.3475	0.2855
TCGA-NC-A5HP-01	12.327	5.5047	5.7198	5.7198	4.555	3.5034	4.8264	4.5171	1.1483	8.7476	7.5573	2.3945	3.7838	4.6971	4.2667	5.2747	7.2864	6.0726	4.8858	3.6504	10.6738	4.6907	0.53	0.104341027261257	0.030584191207309	0.0	0.0	0.0255001151340165	0.325828203290371	-0.9211	-0.2903	0.0195	0.7148	0.109
TCGA-33-4566-01	13.0351	9.2865	9.1898	9.1048	9.0286	9.6099	9.4352	8.3528	5.4093	12.5908	11.6201	6.7037	4.8748	6.1046	8.2268	7.1568	9.4054	11.2724	5.7308	5.6895	12.1873	9.2319	0.53	0.270582938762248	0.212250469564194	0.0475443935552449	0.103183886457525	0.0985407969164797	0.206625269930534	0.9822	0.5297	0.4287	-0.0635	0.3755
TCGA-58-8393-01	13.8329	9.4769	9.4689	9.4502	8.9008	9.1216	9.7125	9.0678	6.2914	12.475	10.4559	8.1354	7.387	6.6382	7.9951	7.6278	9.2943	10.4	7.1679	6.8915	12.924	9.306650000000001	0.3	0.410423805909923	0.167810932016257	0.0135877235836302	0.0121528832199762	0.0825116758472929	0.217865771668032	1.4402	1.0105	0.3375	0.4348	0.0495
TCGA-63-A5MS-01	12.3213	8.4398	8.6026	8.308	7.4505	7.4105	7.9652	6.8762	2.0673	11.8248	9.7499	6.4717	6.3071	7.5398	7.7995	7.3553	8.9852	9.0167	7.0791	7.7253	12.3941	7.7078500000000005	0.2	0.432643449733264	0.107493828608644	0.0221978953472547	0.0	0.0523635769547426	0.327727040727837	1.2894	0.8837	0.3418	0.7184	-0.046
TCGA-66-2780-01	15.053	7.023	7.4322	7.1055	7.3313	7.2333	7.639	6.7328	2.4262	9.4389	10.6173	5.3353	5.1988	5.255	6.865	5.2411	8.0868	8.5649	5.824	5.8457	11.8116	7.48515	0.47	0.371658516772983	0.056720349904131	0.003357222337491	0.0	0.065760688591952	0.302633030309362	0.6733	0.2819	0.4973	0.8161	0.3265
TCGA-21-1075-01	11.1417	3.7878	4.7346	4.5497	3.5888	3.7501	3.5008	3.1993	0.4393	4.9657	5.6674	7.7921	1.048	2.8176	2.2971	2.5807	5.746	4.8097	3.2691	2.2971	11.4253	3.5448	0.75	0.0540730746449475	0.0574912045551156	0.0	0.0	0.0113825267916353	0.324642443590717	-1.6447	-1.1313	-0.322	-0.0595	0.4185
TCGA-56-7823-01	13.1235	6.1501	5.9827	6.278	5.7777	6.8935	7.4225	5.8543	3.1342	10.7753	8.2241	5.6459	4.3327	4.3327	5.7933	4.4559	6.4849	7.6198	4.4131	1.9972	9.9323	6.6001	0.92	0.0744002582823048	0.075661606068011	0.0041613119663193	0.0481293159456386	0.178135704534521	0.300428374389404	-1.0356	-0.5805	-0.3663	-0.0281	0.2265
