dataset,section,subset,section_histology,n_spots,n_subset,n_q1,n_q4,n_cd8_high,cldn4_cd8a_spearman_all,cldn4_cd8a_spearman_all_p,cldn4_cd8a_spearman_epi,cldn4_cd8a_spearman_epi_p,cldn4_krt8_residual_vs_cd8a_spearman,cldn4_krt8_residual_vs_cd8a_p,q4_minus_q1_nn_cd8high_um,q4_vs_q1_nn_cd8high_p,q4_nn_median_um,q1_nn_median_um,q4_minus_q1_neighbor_cd8a,q4_vs_q1_neighbor_cd8a_p,q4_neighbor_cd8a_median,q1_neighbor_cd8a_median,q4_minus_q1_krt8resid_neighbor_cd8a,q4_vs_q1_krt8resid_neighbor_cd8a_p,q4_minus_q1_krt8,q4_vs_q1_krt8_p,mean_cldn4_subset,mean_cd8a_subset,mean_krt8_subset
GSE189487,GSM5702477_TD6,acinar_like,MIA,3911,507,127,127,98,-0.025104417444498907,0.1164790362393973,0.003953727161527482,0.9292366130493872,0.012048793797557392,0.7866688652358964,0.0,0.9095420300289366,435.8898943540673,435.8898943540673,0.0,0.07273519093490698,0.0,0.0,-7.500341549603745e-05,0.6179126185664604,0.14897852492964314,0.0020057311785312854,1.0849107439709502,0.027044795828121672,1.5806790778600501
GSE189487,GSM5702478_TD8,epithelial,AIS,1760,704,176,177,129,0.0771721723823501,0.0011949327933696299,0.07032219799875239,0.062202120891913903,0.079556889397569,0.034817223540342904,0.0,0.4328814717693311,264.57513110645897,264.57513110645897,0.07185599312060062,0.025488315865656645,0.07185599312060062,0.0,0.07075289879845115,0.06223362339210098,0.051592165647883714,0.030463493844669065,2.0621687622263347,0.07400929860892032,2.0496701279889202
GSE189487,GSM5702478_TD8,lepidic_like,AIS,1760,210,53,53,129,0.0771721723823501,0.0011949327933696299,0.04799672154104672,0.48907178372616883,0.052551000141334625,0.44874166089775935,64.57513110645897,0.6737334107122146,264.57513110645897,200.0,0.06263555442372414,0.37273249300462863,0.06263555442372414,0.0,0.06173257454243923,0.4635822299475536,0.008316958567055721,0.5567789861616782,1.8961430355547053,0.0719942331384522,2.0586942564997868
GSE189487,GSM5702478_TD8,acinar_like,AIS,1760,331,83,83,129,0.0771721723823501,0.0011949327933696299,0.06965312008174535,0.20624110779743837,0.0798488912095645,0.14718600452402703,-3.979039320256561e-13,0.35020229981362594,278.3882181415009,278.3882181415013,0.008030625731297286,0.21054104512108618,0.0753163487349416,0.06728572300364431,0.006370770747774965,0.3761988491725169,0.12908389611199222,0.013244183127528274,2.154150990295784,0.06798227868713959,2.057465078069241
KERO_AdSpatial2024,TSU-23,epithelial,AIS_MIA_lepidic-like,619,248,62,62,19,0.09164735689104725,0.02258684098273429,-0.003972930359845544,0.9503638013905225,0.01326675345480114,0.8353236874054855,219.45504310603246,0.2186953963234809,619.4550431060325,400.0,0.0,0.3994238249800701,0.0,0.0,-0.00089281722144266,0.3817955090166738,0.0954858856110643,0.4124336857712335,1.373589818200216,0.04746014850958056,1.837808421785561
KERO_AdSpatial2024,TSU-23,lepidic_like,AIS_MIA_lepidic-like,619,63,16,16,19,0.09164735689104725,0.02258684098273429,-0.15437761987271678,0.22702612210767842,-0.1796605857650351,0.15885011105890207,487.8163633041712,0.5460518031699395,818.535277187245,330.7189138830738,0.0,1.0,0.0,0.0,-0.0013655755276399048,0.9399085964870562,0.16414163110870805,0.6510467754549938,1.2849411339587076,0.03948212000271906,1.7929627187472856
KERO_AdSpatial2024,TSU-23,acinar_like,AIS_MIA_lepidic-like,619,127,32,32,19,0.09164735689104725,0.02258684098273429,0.0820358951401128,0.35919326081860475,0.12069220079087735,0.17649359840141654,201.5100959289988,0.2706436180025339,619.4550431060325,417.94494717703367,0.0,0.6547235124269049,0.0,0.0,-0.0005564567893817929,0.5149016300406474,0.07901091601988797,0.5236057607413871,1.3988654913786833,0.04875386960246089,1.8852844553881085
KERO_AdSpatial2024,TSU-36,epithelial,AIS_MIA_lepidic-like,747,299,110,75,14,-0.013180238188742366,0.7191123194477738,-0.03893284864577982,0.5024458515192347,-0.007023142312664549,0.90374307667156,-31.517428694415514,0.8535113771114936,444.40972086577955,475.92714956019506,0.0,0.5132568671918454,0.0,0.0,0.0008991490911509775,0.12442169561840001,1.3089643828630846,0.08499624363937167,1.1344365556309586,0.07248728555052615,0.8228286604864549
KERO_AdSpatial2024,TSU-36,lepidic_like,AIS_MIA_lepidic-like,747,153,40,39,14,-0.013180238188742366,0.7191123194477738,-0.1019163910654216,0.21000024881739573,-0.06771086034338165,0.405621448821081,17.944947177033555,0.6375218895849565,435.8898943540673,417.9449471770337,0.0,0.65445514122853,0.0,0.0,0.0003965599800509617,0.5047152991688897,0.7108580707271488,0.23859599818587973,1.3285162955785443,0.07157185674405754,0.8259353828525727
KERO_AdSpatial2024,TSU-36,acinar_like,AIS_MIA_lepidic-like,747,91,42,23,14,-0.013180238188742366,0.7191123194477738,0.02722067420595233,0.7978531541610484,0.01622750982926602,0.8786579940164897,147.23720071051537,0.34372835300987603,676.3874629234336,529.1502622129183,0.0,0.1966839429163142,0.0,0.0,0.0011007512820398954,0.6347675523952421,-0.054222317941283515,0.9032409891231455,0.9874669137359394,0.05592785992615183,0.9679666802480633
KERO_AdSpatial2024,LUAD_No_17,epithelial,IA_invasive,2179,872,218,218,78,0.023702084008933814,0.26875764812181124,-0.0762603306571214,0.024322878939736316,-0.08014262697861586,0.01793308157214769,3.1373033403119734,0.038248666804750274,400.0000000000001,396.86269665968814,0.0,0.6371122971910312,0.0,0.0,-0.0007866258952112515,0.009607204346202528,0.24607944615464294,4.859334570495658e-05,1.4618091122425647,0.04842774972700175,1.7104619141729398
KERO_AdSpatial2024,LUAD_No_17,lepidic_like,IA_invasive,2179,146,50,37,78,0.023702084008933814,0.26875764812181124,-0.10190648584730733,0.2209726689790123,-0.10824452654251361,0.19342760610905238,-39.02719769437874,0.8299989143929116,396.8626966596886,435.88989435406734,0.0,0.10524653581499371,0.0,0.0,-0.0017410744753622795,0.022445595610778118,0.5891308177511374,0.02035726724675898,1.1045308703826928,0.037727318912746964,1.5044174609163623
KERO_AdSpatial2024,LUAD_No_17,acinar_like,IA_invasive,2179,528,132,132,78,0.023702084008933814,0.26875764812181124,-0.08053467196889037,0.06443405195084938,-0.0648111973855776,0.1369402407796819,123.63999443414741,0.0029656890468092198,435.8898943540673,312.24989991991987,0.0,0.049716727588886976,0.0,0.0,-0.0007309356069295572,0.0034415487689091855,0.20158436823330073,0.0012733885852774845,1.6353196691011596,0.0428105517019011,1.7860631463430332
KERO_AdSpatial2024,FFPE_LUAD_No3_A,epithelial,IA_invasive_FFPE,2098,839,210,210,118,-0.04835110775263427,0.026784359677616127,-0.043896399540314636,0.20401422880295272,-0.04237640492931498,0.2201330376592238,16.93084088920932,0.5915403552320121,295.3190590307106,278.3882181415013,0.0,0.654530053914569,0.0,0.0,0.001184236050995699,0.2556266726707488,0.07246426411899076,0.07959890806217204,1.1033101199476467,0.05628939561022111,1.9670004199648565
KERO_AdSpatial2024,FFPE_LUAD_No3_A,lepidic_like,IA_invasive_FFPE,2098,418,105,105,118,-0.04835110775263427,0.026784359677616127,0.06518130120083102,0.18349884438682595,0.060217747950317264,0.21922812714907083,-1.7053025658242404e-13,0.9257273836805446,278.3882181415011,278.3882181415013,0.0,0.9297826584336806,0.0,0.0,0.0011075192383612903,0.3447459482115708,0.023420128609235924,0.4227020373276187,1.1249954748354676,0.04074889554316238,1.927152338390872
KERO_AdSpatial2024,FFPE_LUAD_No3_A,acinar_like,IA_invasive_FFPE,2098,258,65,65,118,-0.04835110775263427,0.026784359677616127,-0.1709682712965272,0.005902995162985999,-0.15704194144321998,0.011539879818260466,84.6127967397685,0.4462586433149558,396.86269665968854,312.24989991992004,0.0,0.6419730788618402,0.0,0.0,0.0034657546551036256,0.039136951570078085,0.16341998458157492,0.004441091334980603,1.1275395820616763,0.07352188623303875,2.021402974756244
VisiumHD_10x_LUAD_STAS,postXenium_Prime5K_Exp2_16um,epithelial,LUAD_with_STAS_focus_G2G3,71769,71769,60491,71769,327,-0.008409740302999858,0.02426243471183178,-0.008409740302999858,0.02426243471183178,0.0004003519210051409,0.9145895691334054,0.7658743495071576,0.0010110222203035444,125.72986916401369,124.96399481450653,0.0,0.05077761326786942,0.0,0.0,0.0,2.3717150782476162e-46,0.0,1.410040254851288e-75,0.5046470165745375,0.03055594892825158,1.0427899645682586
VisiumHD_10x_LUAD_STAS,postXenium_Prime5K_Exp2_16um,lepidic_like,LUAD_with_STAS_focus_G2G3,71769,19160,15587,19160,327,-0.008409740302999858,0.02426243471183178,-0.012178881517580198,0.09184414177540622,-0.004273039950106555,0.5542277807627325,0.9544860221652414,0.2701085956654885,134.58083073008578,133.62634470792054,0.0,0.4264140191591862,0.0,0.0,0.0,8.847003708708883e-11,0.0,5.993607197903067e-16,0.6030189125844722,0.03107960849757406,1.2997849649290698
VisiumHD_10x_LUAD_STAS,postXenium_Prime5K_Exp2_16um,acinar_like,LUAD_with_STAS_focus_G2G3,71769,20720,15496,5180,327,-0.008409740302999858,0.02426243471183178,-5.514523051898015e-05,0.9936669614456806,0.013894902411586722,0.04549273405885099,2.2701308359864925,1.8982836022506827e-06,128.0,125.72986916401351,0.0,3.6016576774132776e-07,0.0,0.0,0.008033654108119136,8.628677072523669e-25,2.751972568998218,5.591594355216202e-49,0.800931452933927,0.02634516110552081,1.577847589297966
