set	gene	in_table	histone_in_reactome_nhej	log2_high_over_low	p	q	fdr05	lower_in_cldn4_low	higher_in_cldn4_low	supports_nhej_down_q05	supports_sting_ifn_up_q05
ifn_gamma_hallmark	IFI44L	True	False	0.02	0.892	0.95	False	True	False	False	False
ifn_gamma_hallmark	IFIH1	True	False	0.06	0.648	0.823	False	True	False	False	False
ifn_gamma_hallmark	IFIT1	True	False	0.1	0.578	0.779	False	True	False	False	False
ifn_gamma_hallmark	IFIT2	True	False	0.15	0.316	0.574	False	True	False	False	False
ifn_gamma_hallmark	IFIT3	True	False	0.08	0.62	0.807	False	True	False	False	False
ifn_gamma_hallmark	IFITM2	True	False	0.25	0.0597	0.233	False	True	False	False	False
ifn_gamma_hallmark	IFITM3	True	False	0.22	0.0266	0.148	False	True	False	False	False
ifn_gamma_hallmark	IFNAR2	True	False	-0.02	0.788	0.899	False	False	True	False	False
ifn_gamma_hallmark	IL10RA	True	False	-0.13	0.4	0.646	False	False	True	False	False
ifn_gamma_hallmark	IL15	True	False	0.23	0.207	0.458	False	True	False	False	False
ifn_gamma_hallmark	IL15RA	True	False	0.35	0.021	0.129	False	True	False	False	False
ifn_gamma_hallmark	IL18BP	True	False	-0.08	0.352	0.606	False	False	True	False	False
ifn_gamma_hallmark	IL2RB	True	False	-0.17	0.405	0.649	False	False	True	False	False
ifn_gamma_hallmark	IL4R	True	False	-0.06	0.621	0.807	False	False	True	False	False
ifn_gamma_hallmark	IL6	True	False	0.38	0.084	0.28	False	True	False	False	False
ifn_gamma_hallmark	IL7	True	False	0.02	0.881	0.946	False	True	False	False	False
ifn_gamma_hallmark	IRF1	True	False	0.19	0.115	0.333	False	True	False	False	False
ifn_gamma_hallmark	IRF2	True	False	0.09	0.0828	0.278	False	True	False	False	False
ifn_gamma_hallmark	IRF4	True	False	-0.45	0.0652	0.243	False	False	True	False	False
ifn_gamma_hallmark	IRF5	True	False	0.21	0.0206	0.127	False	True	False	False	False
ifn_gamma_hallmark	IRF7	True	False	0.22	0.102	0.311	False	True	False	False	False
ifn_gamma_hallmark	IRF8	True	False	-0.08	0.581	0.781	False	False	True	False	False
ifn_gamma_hallmark	IRF9	True	False	0.05	0.571	0.774	False	True	False	False	False
ifn_gamma_hallmark	ISG15	True	False	0.22	0.212	0.464	False	True	False	False	False
ifn_gamma_hallmark	ISG20	True	False	0.25	0.0603	0.234	False	True	False	False	False
ifn_gamma_hallmark	ISOC1	True	False	-0.02	0.738	0.873	False	False	True	False	False
ifn_gamma_hallmark	ITGB7	True	False	0.14	0.262	0.52	False	True	False	False	False
ifn_gamma_hallmark	JAK2	True	False	-0.09	0.331	0.585	False	False	True	False	False
ifn_gamma_hallmark	KLRK1	True	False	-0.2	0.331	0.585	False	False	True	False	False
ifn_gamma_hallmark	LAP3	True	False	-0.06	0.479	0.709	False	False	True	False	False
ifn_gamma_hallmark	LATS2	True	False	0.01	0.947	0.975	False	True	False	False	False
ifn_gamma_hallmark	LCP2	True	False	-0.11	0.451	0.686	False	False	True	False	False
ifn_gamma_hallmark	LGALS3BP	True	False	0.07	0.448	0.683	False	True	False	False	False
ifn_gamma_hallmark	LY6E	True	False	0.14	0.294	0.554	False	True	False	False	False
ifn_gamma_hallmark	LYSMD2	True	False	0.1	0.377	0.626	False	True	False	False	False
ifn_gamma_hallmark	MARCHF1	True	False	-0.24	0.0568	0.226	False	False	True	False	False
ifn_gamma_hallmark	MT2A	True	False	0.11	0.428	0.667	False	True	False	False	False
ifn_gamma_hallmark	MTHFD2	True	False	-0.25	0.00434	0.0524	False	False	True	False	False
ifn_gamma_hallmark	MVP	True	False	0.2	0.0319	0.164	False	True	False	False	False
ifn_gamma_hallmark	MX1	True	False	0.07	0.686	0.846	False	True	False	False	False
ifn_gamma_hallmark	MX2	True	False	-0.07	0.644	0.82	False	False	True	False	False
ifn_gamma_hallmark	MYD88	True	False	0.02	0.752	0.881	False	True	False	False	False
ifn_gamma_hallmark	NAMPT	True	False	0.06	0.401	0.646	False	True	False	False	False
ifn_gamma_hallmark	NCOA3	True	False	-0.07	0.264	0.522	False	False	True	False	False
ifn_gamma_hallmark	NFKB1	True	False	0.09	0.237	0.494	False	True	False	False	False
ifn_gamma_hallmark	NFKBIA	True	False	0.22	0.012	0.0932	False	True	False	False	False
ifn_gamma_hallmark	NLRC5	True	False	-0.17	0.219	0.473	False	False	True	False	False
ifn_gamma_hallmark	NMI	True	False	0.15	0.0722	0.257	False	True	False	False	False
ifn_gamma_hallmark	NOD1	True	False	0.1	0.103	0.312	False	True	False	False	False
ifn_gamma_hallmark	NUP93	True	False	-0.04	0.479	0.71	False	False	True	False	False
ifn_gamma_hallmark	OAS2	True	False	-0.1	0.55	0.76	False	False	True	False	False
ifn_gamma_hallmark	OAS3	True	False	-0.15	0.297	0.557	False	False	True	False	False
ifn_gamma_hallmark	OASL	True	False	0.11	0.58	0.781	False	True	False	False	False
ifn_gamma_hallmark	OGFR	True	False	0.17	0.006256	0.0639	False	True	False	False	False
ifn_gamma_hallmark	P2RY14	True	False	-0.07	0.595	0.791	False	False	True	False	False
ifn_gamma_hallmark	PARP12	True	False	0.1	0.287	0.547	False	True	False	False	False
ifn_gamma_hallmark	PARP14	True	False	-0.06	0.574	0.776	False	False	True	False	False
ifn_gamma_hallmark	PDE4B	True	False	-0.17	0.262	0.521	False	False	True	False	False
ifn_gamma_hallmark	PELI1	True	False	0.1	0.22	0.474	False	True	False	False	False
ifn_gamma_hallmark	PFKP	True	False	0.0	0.987	0.995	False	False	False	False	False
ifn_gamma_hallmark	PIM1	True	False	-0.09	0.368	0.618	False	False	True	False	False
ifn_gamma_hallmark	PLA2G4A	True	False	-0.07	0.674	0.84	False	False	True	False	False
ifn_gamma_hallmark	PLSCR1	True	False	0.11	0.325	0.58	False	True	False	False	False
ifn_gamma_hallmark	PML	True	False	0.07	0.395	0.641	False	True	False	False	False
ifn_gamma_hallmark	PNP	True	False	0.12	0.293	0.554	False	True	False	False	False
ifn_gamma_hallmark	PNPT1	True	False	-0.05	0.402	0.647	False	False	True	False	False
ifn_gamma_hallmark	PSMA2	True	False	0.14	0.0293	0.156	False	True	False	False	False
ifn_gamma_hallmark	PSMA3	True	False	0.01	0.93	0.968	False	True	False	False	False
ifn_gamma_hallmark	PSMB10	True	False	0.3	0.008845	0.0783	False	True	False	False	False
ifn_gamma_hallmark	PSMB2	True	False	0.02	0.78	0.894	False	True	False	False	False
ifn_gamma_hallmark	PSMB8	True	False	0.13	0.281	0.54	False	True	False	False	False
ifn_gamma_hallmark	PSMB9	True	False	0.19	0.234	0.491	False	True	False	False	False
ifn_gamma_hallmark	PSME1	True	False	0.12	0.17	0.411	False	True	False	False	False
ifn_gamma_hallmark	PSME2	True	False	0.17	0.0822	0.276	False	True	False	False	False
ifn_gamma_hallmark	PTGS2	True	False	-0.25	0.156	0.394	False	False	True	False	False
ifn_gamma_hallmark	PTPN1	True	False	0.0	0.939	0.972	False	False	False	False	False
ifn_gamma_hallmark	PTPN2	True	False	-0.03	0.542	0.754	False	False	True	False	False
ifn_gamma_hallmark	PTPN6	True	False	0.1	0.0935	0.296	False	True	False	False	False
ifn_gamma_hallmark	RAPGEF6	True	False	-0.28	0.0001124	0.006524	True	False	True	False	True
ifn_gamma_hallmark	RBCK1	True	False	0.1	0.102	0.31	False	True	False	False	False
ifn_gamma_hallmark	RIGI	False									
ifn_gamma_hallmark	RIPK1	True	False	-0.1	0.0721	0.257	False	False	True	False	False
ifn_gamma_hallmark	RIPK2	True	False	-0.03	0.72	0.865	False	False	True	False	False
ifn_gamma_hallmark	RNF213	True	False	0.02	0.842	0.926	False	True	False	False	False
ifn_gamma_hallmark	RNF31	True	False	0.04	0.484	0.713	False	True	False	False	False
ifn_gamma_hallmark	RSAD2	True	False	0.13	0.415	0.658	False	True	False	False	False
ifn_gamma_hallmark	RTP4	True	False	0.23	0.145	0.378	False	True	False	False	False
ifn_gamma_hallmark	SAMD9L	True	False	-0.13	0.354	0.607	False	False	True	False	False
ifn_gamma_hallmark	SAMHD1	True	False	0.1	0.354	0.607	False	True	False	False	False
ifn_gamma_hallmark	SECTM1	True	False	0.42	0.0258	0.145	False	True	False	False	False
ifn_gamma_hallmark	SELP	True	False	-0.12	0.504	0.728	False	False	True	False	False
ifn_gamma_hallmark	SERPING1	True	False	-0.07	0.502	0.727	False	False	True	False	False
ifn_gamma_hallmark	SLAMF7	True	False	-0.32	0.157	0.394	False	False	True	False	False
ifn_gamma_hallmark	SLC25A28	True	False	0.0	0.943	0.973	False	False	False	False	False
ifn_gamma_hallmark	SOCS1	True	False	0.05	0.663	0.833	False	True	False	False	False
ifn_gamma_hallmark	SOCS3	True	False	0.41	0.00171	0.0303	True	True	False	True	False
ifn_gamma_hallmark	SOD2	True	False	0.1	0.415	0.657	False	True	False	False	False
ifn_gamma_hallmark	SP110	True	False	0.09	0.321	0.576	False	True	False	False	False
ifn_gamma_hallmark	SPPL2A	True	False	-0.06	0.389	0.636	False	False	True	False	False
ifn_gamma_hallmark	SRI	True	False	0.22	0.0005797	0.0163	True	True	False	True	False
ifn_gamma_hallmark	SSPN	True	False	0.06	0.601	0.795	False	True	False	False	False
ifn_gamma_hallmark	ST3GAL5	True	False	-0.08	0.419	0.66	False	False	True	False	False
ifn_gamma_hallmark	ST8SIA4	True	False	-0.2	0.107	0.318	False	False	True	False	False
ifn_gamma_hallmark	STAT1	True	False	-0.15	0.155	0.392	False	False	True	False	False
ifn_gamma_hallmark	STAT2	True	False	-0.03	0.611	0.802	False	False	True	False	False
ifn_gamma_hallmark	STAT3	True	False	-0.06	0.357	0.61	False	False	True	False	False
ifn_gamma_hallmark	STAT4	True	False	-0.41	0.0164	0.112	False	False	True	False	False
ifn_gamma_hallmark	TAP1	True	False	0.03	0.847	0.929	False	True	False	False	False
ifn_gamma_hallmark	TAPBP	True	False	0.05	0.598	0.793	False	True	False	False	False
ifn_gamma_hallmark	TDRD7	True	False	0.02	0.856	0.935	False	True	False	False	False
ifn_gamma_hallmark	TMT1B	False									
ifn_gamma_hallmark	TNFAIP2	True	False	0.38	0.009208	0.0801	False	True	False	False	False
ifn_gamma_hallmark	TNFAIP3	True	False	-0.05	0.681	0.843	False	False	True	False	False
ifn_gamma_hallmark	TNFAIP6	True	False	0.06	0.765	0.887	False	True	False	False	False
ifn_gamma_hallmark	TNFSF10	True	False	0.43	0.0121	0.0936	False	True	False	False	False
ifn_gamma_hallmark	TOR1B	True	False	-0.06	0.327	0.582	False	False	True	False	False
ifn_gamma_hallmark	TRAFD1	True	False	-0.08	0.117	0.337	False	False	True	False	False
ifn_gamma_hallmark	TRIM14	True	False	-0.11	0.273	0.533	False	False	True	False	False
ifn_gamma_hallmark	TRIM21	True	False	0.11	0.222	0.477	False	True	False	False	False
ifn_gamma_hallmark	TRIM25	True	False	-0.2	0.0008411	0.0204	True	False	True	False	True
ifn_gamma_hallmark	TRIM26	True	False	-0.02	0.695	0.85	False	False	True	False	False
ifn_gamma_hallmark	TXNIP	True	False	0.17	0.105	0.314	False	True	False	False	False
ifn_gamma_hallmark	UBE2L6	True	False	0.1	0.352	0.605	False	True	False	False	False
ifn_gamma_hallmark	UPP1	True	False	0.18	0.196	0.445	False	True	False	False	False
ifn_gamma_hallmark	USP18	True	False	0.16	0.238	0.495	False	True	False	False	False
ifn_gamma_hallmark	VAMP5	True	False	0.2	0.0566	0.226	False	True	False	False	False
ifn_gamma_hallmark	VAMP8	True	False	0.35	1.4e-05	0.001792	True	True	False	True	False
ifn_gamma_hallmark	VCAM1	True	False	-0.59	0.002223	0.0358	True	False	True	False	True
ifn_gamma_hallmark	WARS1	True	False	-0.23	0.0116	0.0917	False	False	True	False	False
ifn_gamma_hallmark	XAF1	True	False	-0.11	0.458	0.693	False	False	True	False	False
ifn_gamma_hallmark	XCL1	True	False	0.03	0.874	0.943	False	True	False	False	False
ifn_gamma_hallmark	ZBP1	True	False	-0.05	0.835	0.923	False	False	True	False	False
ifn_gamma_hallmark	ZNFX1	True	False	-0.01	0.885	0.947	False	False	True	False	False
sting_union_ifn	ADAR	True	False	-0.03	0.549	0.759	False	False	True	False	False
sting_union_ifn	APOL6	True	False	0.06	0.663	0.833	False	True	False	False	False
sting_union_ifn	ARID5B	True	False	0.02	0.826	0.918	False	True	False	False	False
sting_union_ifn	ARL4A	True	False	-0.15	0.129	0.354	False	False	True	False	False
sting_union_ifn	AUTS2	True	False	-0.04	0.65	0.825	False	False	True	False	False
sting_union_ifn	B2M	True	False	0.09	0.442	0.678	False	True	False	False	False
sting_union_ifn	BANK1	True	False	0.15	0.573	0.775	False	True	False	False	False
sting_union_ifn	BATF2	True	False	0.21	0.155	0.393	False	True	False	False	False
sting_union_ifn	BPGM	True	False	0.33	2.333e-06	0.0006656	True	True	False	True	False
sting_union_ifn	BST2	True	False	0.34	0.0428	0.193	False	True	False	False	False
sting_union_ifn	BTG1	True	False	-0.04	0.535	0.748	False	False	True	False	False
sting_union_ifn	C1R	True	False	-0.17	0.19	0.437	False	False	True	False	False
sting_union_ifn	C1S	True	False	-0.14	0.397	0.643	False	False	True	False	False
sting_union_ifn	CASP1	True	False	0.21	0.148	0.382	False	True	False	False	False
sting_union_ifn	CASP3	True	False	-0.03	0.692	0.849	False	False	True	False	False
sting_union_ifn	CASP4	True	False	0.13	0.196	0.445	False	True	False	False	False
sting_union_ifn	CASP7	True	False	0.04	0.596	0.792	False	True	False	False	False
sting_union_ifn	CASP8	True	False	0.11	0.0819	0.276	False	True	False	False	False
sting_union_ifn	CCL2	True	False	0.15	0.377	0.627	False	True	False	False	False
sting_union_ifn	CCL5	True	False	0.1	0.635	0.815	False	True	False	False	False
sting_union_ifn	CCL7	True	False	-0.06	0.772	0.891	False	False	True	False	False
sting_union_ifn	CCRL2	True	False	-0.04	0.742	0.875	False	False	True	False	False
sting_union_ifn	CD274	True	False	-0.18	0.205	0.456	False	False	True	False	False
sting_union_ifn	CD38	True	False	-0.2	0.303	0.564	False	False	True	False	False
sting_union_ifn	CD40	True	False	0.16	0.236	0.494	False	True	False	False	False
sting_union_ifn	CD47	True	False	0.22	0.009898	0.0835	False	True	False	False	False
sting_union_ifn	CD69	True	False	0.06	0.731	0.87	False	True	False	False	False
sting_union_ifn	CD74	True	False	0.21	0.205	0.455	False	True	False	False	False
sting_union_ifn	CD86	True	False	-0.01	0.922	0.964	False	False	True	False	False
sting_union_ifn	CDKN1A	True	False	0.14	0.223	0.478	False	True	False	False	False
sting_union_ifn	CFB	True	False	0.13	0.472	0.704	False	True	False	False	False
sting_union_ifn	CFH	True	False	0.07	0.635	0.816	False	True	False	False	False
sting_union_ifn	CGAS	True	False	-0.18	0.176	0.419	False	False	True	False	False
sting_union_ifn	CIITA	True	False	-0.09	0.64	0.818	False	False	True	False	False
sting_union_ifn	CMKLR1	True	False	-0.3	0.0267	0.148	False	False	True	False	False
sting_union_ifn	CMPK2	True	False	0.15	0.286	0.547	False	True	False	False	False
sting_union_ifn	CMTR1	True	False	-0.09	0.0972	0.302	False	False	True	False	False
sting_union_ifn	CNP	True	False	-0.03	0.535	0.748	False	False	True	False	False
sting_union_ifn	CSF1	True	False	0.17	0.218	0.471	False	True	False	False	False
sting_union_ifn	CSF2RB	True	False	-0.35	0.0315	0.162	False	False	True	False	False
sting_union_ifn	CXCL10	True	False	0.15	0.514	0.735	False	True	False	False	False
sting_union_ifn	CXCL11	True	False	0.15	0.545	0.756	False	True	False	False	False
sting_union_ifn	CXCL9	True	False	-0.27	0.355	0.608	False	False	True	False	False
sting_union_ifn	DDX41	True	False	0.06	0.29	0.55	False	True	False	False	False
sting_union_ifn	DDX60	True	False	-0.08	0.517	0.737	False	False	True	False	False
sting_union_ifn	DHX58	True	False	0.08	0.453	0.688	False	True	False	False	False
sting_union_ifn	DTX4	True	False	-0.16	0.161	0.4	False	False	True	False	False
sting_union_ifn	EIF2AK2	True	False	-0.09	0.281	0.54	False	False	True	False	False
sting_union_ifn	EIF4E3	True	False	-0.21	0.0436	0.195	False	False	True	False	False
sting_union_ifn	ELF1	True	False	0.05	0.419	0.66	False	True	False	False	False
sting_union_ifn	EPSTI1	True	False	-0.17	0.269	0.528	False	False	True	False	False
sting_union_ifn	FAS	True	False	0.04	0.714	0.862	False	True	False	False	False
sting_union_ifn	FCGR1A	True	False	-0.03	0.845	0.928	False	False	True	False	False
sting_union_ifn	FGL2	True	False	-0.1	0.536	0.749	False	False	True	False	False
sting_union_ifn	FPR1	True	False	-0.1	0.551	0.761	False	False	True	False	False
sting_union_ifn	GBP2	True	False	0.05	0.71	0.859	False	True	False	False	False
sting_union_ifn	GBP4	True	False	-0.15	0.387	0.634	False	False	True	False	False
sting_union_ifn	GBP6	True	False	-0.21	0.197	0.446	False	False	True	False	False
sting_union_ifn	GCH1	True	False	-0.09	0.328	0.583	False	False	True	False	False
sting_union_ifn	GMPR	True	False	0.07	0.632	0.814	False	True	False	False	False
sting_union_ifn	GPR18	True	False	-0.11	0.439	0.677	False	False	True	False	False
sting_union_ifn	GZMA	True	False	0.05	0.805	0.907	False	True	False	False	False
sting_union_ifn	HELZ2	True	False	0.11	0.335	0.589	False	True	False	False	False
sting_union_ifn	HERC6	True	False	0.16	0.232	0.489	False	True	False	False	False
sting_union_ifn	HIF1A	True	False	-0.06	0.328	0.583	False	False	True	False	False
sting_union_ifn	HLA-A	True	False	0.11	0.314	0.573	False	True	False	False	False
sting_union_ifn	HLA-B	True	False	0.15	0.329	0.584	False	True	False	False	False
sting_union_ifn	HLA-C	True	False	0.12	0.353	0.606	False	True	False	False	False
sting_union_ifn	HLA-DMA	True	False	0.14	0.393	0.639	False	True	False	False	False
sting_union_ifn	HLA-DQA1	True	False	0.17	0.476	0.707	False	True	False	False	False
sting_union_ifn	HLA-DRB1	True	False	0.16	0.392	0.639	False	True	False	False	False
sting_union_ifn	HLA-G	True	False	0.01	0.949	0.976	False	True	False	False	False
sting_union_ifn	ICAM1	True	False	0.01	0.941	0.973	False	True	False	False	False
sting_union_ifn	IDO1	True	False	0.46	0.0722	0.257	False	True	False	False	False
sting_union_ifn	IFI16	True	False	-0.01	0.904	0.954	False	False	True	False	False
sting_union_ifn	IFI27	True	False	0.11	0.574	0.776	False	True	False	False	False
sting_union_ifn	IFI30	True	False	0.22	0.0894	0.289	False	True	False	False	False
sting_union_ifn	IFI35	True	False	0.2	0.0956	0.299	False	True	False	False	False
sting_union_ifn	IFI44	True	False	-0.03	0.85	0.93	False	False	True	False	False
sting_union_ifn	IFI44L	True	False	0.02	0.892	0.95	False	True	False	False	False
sting_union_ifn	IFIH1	True	False	0.06	0.648	0.823	False	True	False	False	False
sting_union_ifn	IFIT1	True	False	0.1	0.578	0.779	False	True	False	False	False
sting_union_ifn	IFIT2	True	False	0.15	0.316	0.574	False	True	False	False	False
sting_union_ifn	IFIT3	True	False	0.08	0.62	0.807	False	True	False	False	False
sting_union_ifn	IFITM1	True	False	0.15	0.318	0.574	False	True	False	False	False
sting_union_ifn	IFITM2	True	False	0.25	0.0597	0.233	False	True	False	False	False
sting_union_ifn	IFITM3	True	False	0.22	0.0266	0.148	False	True	False	False	False
sting_union_ifn	IFNAR2	True	False	-0.02	0.788	0.899	False	False	True	False	False
sting_union_ifn	IL10RA	True	False	-0.13	0.4	0.646	False	False	True	False	False
sting_union_ifn	IL15	True	False	0.23	0.207	0.458	False	True	False	False	False
sting_union_ifn	IL15RA	True	False	0.35	0.021	0.129	False	True	False	False	False
sting_union_ifn	IL18BP	True	False	-0.08	0.352	0.606	False	False	True	False	False
sting_union_ifn	IL2RB	True	False	-0.17	0.405	0.649	False	False	True	False	False
sting_union_ifn	IL4R	True	False	-0.06	0.621	0.807	False	False	True	False	False
sting_union_ifn	IL6	True	False	0.38	0.084	0.28	False	True	False	False	False
sting_union_ifn	IL7	True	False	0.02	0.881	0.946	False	True	False	False	False
sting_union_ifn	IRF1	True	False	0.19	0.115	0.333	False	True	False	False	False
sting_union_ifn	IRF2	True	False	0.09	0.0828	0.278	False	True	False	False	False
sting_union_ifn	IRF3	True	False	0.1	0.146	0.38	False	True	False	False	False
sting_union_ifn	IRF4	True	False	-0.45	0.0652	0.243	False	False	True	False	False
sting_union_ifn	IRF5	True	False	0.21	0.0206	0.127	False	True	False	False	False
sting_union_ifn	IRF7	True	False	0.22	0.102	0.311	False	True	False	False	False
sting_union_ifn	IRF8	True	False	-0.08	0.581	0.781	False	False	True	False	False
sting_union_ifn	IRF9	True	False	0.05	0.571	0.774	False	True	False	False	False
sting_union_ifn	ISG15	True	False	0.22	0.212	0.464	False	True	False	False	False
sting_union_ifn	ISG20	True	False	0.25	0.0603	0.234	False	True	False	False	False
sting_union_ifn	ISOC1	True	False	-0.02	0.738	0.873	False	False	True	False	False
sting_union_ifn	ITGB7	True	False	0.14	0.262	0.52	False	True	False	False	False
sting_union_ifn	JAK2	True	False	-0.09	0.331	0.585	False	False	True	False	False
sting_union_ifn	KLRK1	True	False	-0.2	0.331	0.585	False	False	True	False	False
sting_union_ifn	LAMP3	True	False	0.03	0.861	0.938	False	True	False	False	False
sting_union_ifn	LAP3	True	False	-0.06	0.479	0.709	False	False	True	False	False
sting_union_ifn	LATS2	True	False	0.01	0.947	0.975	False	True	False	False	False
sting_union_ifn	LCP2	True	False	-0.11	0.451	0.686	False	False	True	False	False
sting_union_ifn	LGALS3BP	True	False	0.07	0.448	0.683	False	True	False	False	False
sting_union_ifn	LPAR6	True	False	0.12	0.329	0.584	False	True	False	False	False
sting_union_ifn	LY6E	True	False	0.14	0.294	0.554	False	True	False	False	False
sting_union_ifn	LYSMD2	True	False	0.1	0.377	0.626	False	True	False	False	False
sting_union_ifn	MARCHF1	True	False	-0.24	0.0568	0.226	False	False	True	False	False
sting_union_ifn	MOV10	True	False	0.0	0.965	0.984	False	False	False	False	False
sting_union_ifn	MRE11	True	False	-0.22	0.001552	0.0287	True	False	True	False	True
sting_union_ifn	MT2A	True	False	0.11	0.428	0.667	False	True	False	False	False
sting_union_ifn	MTHFD2	True	False	-0.25	0.00434	0.0524	False	False	True	False	False
sting_union_ifn	MVB12A	True	False	0.14	0.111	0.325	False	True	False	False	False
sting_union_ifn	MVP	True	False	0.2	0.0319	0.164	False	True	False	False	False
sting_union_ifn	MX1	True	False	0.07	0.686	0.846	False	True	False	False	False
sting_union_ifn	MX2	True	False	-0.07	0.644	0.82	False	False	True	False	False
sting_union_ifn	MYD88	True	False	0.02	0.752	0.881	False	True	False	False	False
sting_union_ifn	NAMPT	True	False	0.06	0.401	0.646	False	True	False	False	False
sting_union_ifn	NCOA3	True	False	-0.07	0.264	0.522	False	False	True	False	False
sting_union_ifn	NCOA7	True	False	0.23	0.02	0.126	False	True	False	False	False
sting_union_ifn	NFKB1	True	False	0.09	0.237	0.494	False	True	False	False	False
sting_union_ifn	NFKBIA	True	False	0.22	0.012	0.0932	False	True	False	False	False
sting_union_ifn	NLRC3	True	False	-0.3	0.005012	0.0566	False	False	True	False	False
sting_union_ifn	NLRC5	True	False	-0.17	0.219	0.473	False	False	True	False	False
sting_union_ifn	NLRP4	True	False	-0.09	0.688	0.846	False	False	True	False	False
sting_union_ifn	NMI	True	False	0.15	0.0722	0.257	False	True	False	False	False
sting_union_ifn	NOD1	True	False	0.1	0.103	0.312	False	True	False	False	False
sting_union_ifn	NUB1	True	False	0.05	0.439	0.676	False	True	False	False	False
sting_union_ifn	NUP93	True	False	-0.04	0.479	0.71	False	False	True	False	False
sting_union_ifn	OAS1	True	False	0.19	0.224	0.479	False	True	False	False	False
sting_union_ifn	OAS2	True	False	-0.1	0.55	0.76	False	False	True	False	False
sting_union_ifn	OAS3	True	False	-0.15	0.297	0.557	False	False	True	False	False
sting_union_ifn	OASL	True	False	0.11	0.58	0.781	False	True	False	False	False
sting_union_ifn	OGFR	True	False	0.17	0.006256	0.0639	False	True	False	False	False
sting_union_ifn	P2RY14	True	False	-0.07	0.595	0.791	False	False	True	False	False
sting_union_ifn	PARP12	True	False	0.1	0.287	0.547	False	True	False	False	False
sting_union_ifn	PARP14	True	False	-0.06	0.574	0.776	False	False	True	False	False
sting_union_ifn	PARP9	True	False	-0.02	0.843	0.926	False	False	True	False	False
sting_union_ifn	PDE4B	True	False	-0.17	0.262	0.521	False	False	True	False	False
sting_union_ifn	PELI1	True	False	0.1	0.22	0.474	False	True	False	False	False
sting_union_ifn	PFKP	True	False	0.0	0.987	0.995	False	False	False	False	False
sting_union_ifn	PIM1	True	False	-0.09	0.368	0.618	False	False	True	False	False
sting_union_ifn	PLA2G4A	True	False	-0.07	0.674	0.84	False	False	True	False	False
sting_union_ifn	PLSCR1	True	False	0.11	0.325	0.58	False	True	False	False	False
sting_union_ifn	PML	True	False	0.07	0.395	0.641	False	True	False	False	False
sting_union_ifn	PNP	True	False	0.12	0.293	0.554	False	True	False	False	False
sting_union_ifn	PNPT1	True	False	-0.05	0.402	0.647	False	False	True	False	False
sting_union_ifn	PRKDC	True	False	-0.27	5.281e-05	0.004446	True	False	True	False	True
sting_union_ifn	PROCR	True	False	-0.01	0.942	0.973	False	False	True	False	False
sting_union_ifn	PSMA2	True	False	0.14	0.0293	0.156	False	True	False	False	False
sting_union_ifn	PSMA3	True	False	0.01	0.93	0.968	False	True	False	False	False
sting_union_ifn	PSMB10	True	False	0.3	0.008845	0.0783	False	True	False	False	False
sting_union_ifn	PSMB2	True	False	0.02	0.78	0.894	False	True	False	False	False
sting_union_ifn	PSMB8	True	False	0.13	0.281	0.54	False	True	False	False	False
sting_union_ifn	PSMB9	True	False	0.19	0.234	0.491	False	True	False	False	False
sting_union_ifn	PSME1	True	False	0.12	0.17	0.411	False	True	False	False	False
sting_union_ifn	PSME2	True	False	0.17	0.0822	0.276	False	True	False	False	False
sting_union_ifn	PTGS2	True	False	-0.25	0.156	0.394	False	False	True	False	False
sting_union_ifn	PTPN1	True	False	0.0	0.939	0.972	False	False	False	False	False
sting_union_ifn	PTPN2	True	False	-0.03	0.542	0.754	False	False	True	False	False
sting_union_ifn	PTPN6	True	False	0.1	0.0935	0.296	False	True	False	False	False
sting_union_ifn	RAPGEF6	True	False	-0.28	0.0001124	0.006524	True	False	True	False	True
sting_union_ifn	RBCK1	True	False	0.1	0.102	0.31	False	True	False	False	False
sting_union_ifn	RIGI	False									
sting_union_ifn	RIPK1	True	False	-0.1	0.0721	0.257	False	False	True	False	False
sting_union_ifn	RIPK2	True	False	-0.03	0.72	0.865	False	False	True	False	False
sting_union_ifn	RNF213	True	False	0.02	0.842	0.926	False	True	False	False	False
sting_union_ifn	RNF31	True	False	0.04	0.484	0.713	False	True	False	False	False
sting_union_ifn	RSAD2	True	False	0.13	0.415	0.658	False	True	False	False	False
sting_union_ifn	RTP4	True	False	0.23	0.145	0.378	False	True	False	False	False
sting_union_ifn	SAMD9	True	False	-0.02	0.889	0.949	False	False	True	False	False
sting_union_ifn	SAMD9L	True	False	-0.13	0.354	0.607	False	False	True	False	False
sting_union_ifn	SAMHD1	True	False	0.1	0.354	0.607	False	True	False	False	False
sting_union_ifn	SECTM1	True	False	0.42	0.0258	0.145	False	True	False	False	False
sting_union_ifn	SELL	True	False	-0.01	0.964	0.984	False	False	True	False	False
sting_union_ifn	SELP	True	False	-0.12	0.504	0.728	False	False	True	False	False
sting_union_ifn	SERPING1	True	False	-0.07	0.502	0.727	False	False	True	False	False
sting_union_ifn	SLAMF7	True	False	-0.32	0.157	0.394	False	False	True	False	False
sting_union_ifn	SLC25A28	True	False	0.0	0.943	0.973	False	False	False	False	False
sting_union_ifn	SOCS1	True	False	0.05	0.663	0.833	False	True	False	False	False
sting_union_ifn	SOCS3	True	False	0.41	0.00171	0.0303	True	True	False	True	False
