,Group,Power coefficient,Calibration parameter,aDC,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ memory T-cells,CD4+ naive T-cells,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD8+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,cDC,Chondrocytes,Class-switched memory B-cells,CLP,CMP,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,Hepatocytes,HSC,iDC,Keratinocytes,ly Endothelial cells,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,MEP,Mesangial cells,Monocytes,MPP,MSC,mv Endothelial cells,Myocytes,naive B-cells,Neurons,Neutrophils,NK cells,NKT,Osteoblast,pDC,Pericytes,Plasma cells,Platelets,Preadipocytes,pro B-cells,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs
Megakaryocytes,HSC,2.44789162197403,1.91079324604727,0.0,5.29210980934568e-05,9.67205933749064e-06,0.00209652744399934,0.0350426424527559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86617619963368e-05,0.0,0.000102860162130002,0.0,0.0,0.000183137709277097,0.036621602626208,0.0,0.0463152783487333,2.1321918857293e-07,7.99442343534688e-05,0.00156170708517381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00242933983809724,0.0,0.00198882283731019,0.00662728985134387,0.0,0.0,0.0,0.0,0,0.0228741503539783,0.0,0.0168126326114844,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,1.69605928207216e-05,0.0,0.0,0.0,0.0
Melanocytes,Non-Hematopoietic,2.31040839807234,0.952420929414816,0.0,0.000766715619118525,0.000151421650230237,0.0,3.15996042448163e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392363408175895,2.52418047609011e-06,0.000891003742345744,0.0,0.0,7.01142405705098e-06,0.0,0.0,0.000225269411899436,0.0,0.0,0.0,0.0132482127989171,0.0,0.0,0.00118209398263293,0.0,1.0,0.0,0.0,0.0,0.00391192062248637,6.71040710206243e-06,0.000662504932396993,0.0,0.0,0.0,0,0.0052851971708332,2.39327834918381e-07,0.0132019618007233,0.0,0.0,0.0,0.0,0.0216634496364367,0,0.0,0.0,0.0,0.00015086252607964,0.0,0.0,0.0,0.0
Memory B-cells,Immune,1.81449208988338,0.756853020451988,0.0,0.0,0.0,0.0,0.0450037447981625,0,0.0,0.0308199959308967,0.0,0.0,0.0,0.0277310252668103,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.00831965074875993,0.00011124828594513,0.0383628920090516,0.0,0.0,0.0,0.0,0.0126356483737689,0.231639816692879,0.0,0.0,0.0,0.0116529659329328,0.0,0.0,0.00112262693808324,0.0,0.000405469536488587,1.0,0.0,0.0,0.0127692398204493,0.11304913975621,0.0,0.0,0.0,0.5,0,0.00882329476718872,0.0105488284044318,0.0,0.0,0.0,0.0,0.336386687658245,0.215265546331647,0,0.315605438301786,0.0,0.00122223859873358,0.0,0.0,0.0,0.0,0.0
MEP,HSC,1.4502547136449,0.925289692506711,0.0,0.00747863484463581,0.00104749605419746,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189770098104591,0.312565522480238,0.0,0.00937564611684093,0.0,0.0138775250964878,0.45104261746029,0.0,0.264292598735831,0.0,0.0,0.0,0.0,0.0,0.00936241704921057,0.0,0.0,0.364113318215095,0.14310187199921,0.0,0.0,1.0,0.0,0.0100761280075519,0.255880432493143,0.0483994784311474,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.00297260207312057,0.0,0.0,0.0,0.0,0.0
Mesangial cells,Non-Hematopoietic,1.82855916885692,0.662352621861062,0.0,0.0326248079503603,0.0876940019088122,0.0,0.0,0,0.0,7.14305576138152e-06,0.0,0.0,0.0,2.12663264723413e-05,0.0,0.0,0.0,0.0436181008259734,0.0,0.0,0.0,0.0,0.0659454721050469,0.00271857538522821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474738993716641,0.0,0.0,1.0,0.00149547101969697,0.0,0.187280456566057,0.0,0.0,0.0,0,0.00181746675332264,0.00290828236381581,0.0425862155680161,0.0,0.0,0.108649563434405,0.0,0.0136207875515719,0,0.0,0.0,0.0465789054860223,0.0740617957086516,0.0,0.0,0.0,0.0
Monocytes,Immune,2.11670547956941,0.469430814821413,0.0,0.0252057733055793,0.0,0.0277794275838643,0.347532737529977,0,0.0,0.0001669901592351,0.0,0.0,0.0,0.0413978478400414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0150565122158712,0.000409857629738152,0.228763236292715,0.0,0.0,0.0,0.0,0.0170256244754603,0.139832676517857,0.0,0.0,0.0,0.277578418524038,0.0,0.0,0.000257687894972667,0.0,0.000467861911607775,0.0,0.0,0.0,1.0,0.0521535960638485,0.0,0.0,0.0,0.0,0,0.5,0.00504013689366708,0.108844745751496,0.0,0.0,0.0,0.0,0.106228106322368,0,0.0,0.0,0.00158908311232966,0.0,0.0,0.0,0.0,0.0
MPP,HSC,1.93361101212874,1.26414306656083,0.0,0.00388718393950242,1.749018636251e-05,0.181602219460982,0.144135499491889,0,0.0,0.0081936880237019,0.0,0.0,0.0,0.0158103933790425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138365358061543,0.000222133366607884,0.0484167821027767,0.0,0.0,0.0,0.0,0.000488794668074349,0.5,0.0,0.0,0.0,0.00856083994469367,0.0,0.0,0.0201449780992166,0.0,0.0,0.0,0.0,0.0,0.0318032762423047,1.0,0.0,0.0,0.0,0.0,0,0.0521113504369017,0.0143811891424472,0.0,0.0,0.0,0.0,0.0,0.134731108192708,0,0.0,0.0,0.000210492292113601,0.0,0.0,0.0,0.0,0.0
MSC,Non-Hematopoietic,1.31763071077161,0.261353375914845,0.0,0.466866300496941,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963920997028816,0.0,0.0,0.0,0.0,0.132722890526615,0.00413897614251223,0.136127914993452,0.0,0.5,0.0,0.0,0.00316397645801323,0.0,0.0,0.0,0.0833830112859125,0.0,0.0,0.0,0.0,0.422576820714868,0.0,0.0,0.0,0.0201934083151679,0.000170995324409107,1.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.423329853908045,0.5,0.0,0.0,0.0,0.0
mv Endothelial cells,Non-Hematopoietic,1.88011834833305,0.364062796598744,0.0,0.0332835255017048,0.0,0.0,0.0,0,0.0,9.61117875024604e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00190543184588298,0.0,0.0,0.0180149990500516,0.0,0.00935789520620529,0.0,0.0616434502606744,0.0,0.0,0.0,0.5,0.00495931252735554,0.0,0.0,0.03064278674829,0.0,0.102231999653298,0.0,0.0,0.0,0.00435006811847926,0.0002043802821618,0.0314603074139169,1.0,0.0,0.0,0,2.13878279269884e-06,0.0,0.0237961416474067,0.0,0.0,0.0,0.0,0.0669677245895984,0,0.0,0.0,0.0042529497746291,0.0204479356035881,0.0,0.0,0.0,0.0
Myocytes,Non-Hematopoietic,1.73438381313006,0.801790478850286,0.0,0.00663297522462185,0.00954860097213864,0.0,0.00125020533351121,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163314432317493,0.0,0.0,0.0,7.20340234980594e-05,0.0148416212539152,0.00539716115010212,0.0,0.0,0.00687240038457224,0.0,0.0,0.000312751320816099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83346319379672e-05,0.00027269427616201,0.00635733215055172,0.0,1.0,0.0,0,0.00235868466068308,0.0,0.0531379714390609,0.0259401707694935,0.0,0.0,0.0,0.0156547036059291,0,0.0,0.0,0.0,0.0117032194491105,0.0,0.0,0.0,0.0
naive B-cells,Immune,1.88000894594729,1.10155712990446,0.0,0.0,2.86830822424619e-06,0.0,0.0033559692086751,0,0.0,0.00808807771109682,0.0,0.0,0.0,0.00276026258691746,0.0,0.0,0.0,0.0,0.467954091121151,0.0,0.0,0.00292102619408448,0.000316986637436612,0.00672500242831695,0.0,0.0,0.0,0.0,0.0,0.0773861409030506,0.0,0.0,0.0,8.04340828319124e-06,0.0,0.0,0.0,0.0,0.00126370225600234,0.5,0.0,0.0,0.00101096997735516,0.046393652617477,0.0,0.0,0.0,1.0,0,0.00222706441516607,0.00358089794769725,0.00921595407713092,0.0,0.0,0.0,0.185511378708958,0.15318051689138,0,0.242263380752225,0.0,0.00123511566147951,0.0,0.0,0.0,0.0,0.0
Neurons,Non-Hematopoietic,2.29262978866566,0.64586821512726,0.0,7.4089780107871e-05,0.0,0.00066163213435874,0.00204676616390799,0,0.0,0.000250973003368218,0.0,0.0,0.0,0.000101588375087183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11314161536485e-05,1.64928386547021e-06,0.0,0.0,0.0,0.0,0.00247842990313519,0.00127708556072472,0.0,0.0,0.0,0.000342276329987513,0.0,0.0,4.05529199008041e-07,0.0,0.000367732930501551,0.0,0.0,0.0,0.000157428150271232,0.000476436012922431,0.0,0.0,0.0,0.0,1,0.0,0.000177394122146316,0.00103776282310033,0.0,0.0,0.0,0.0,0.0356742437695125,0,0.0,0.0,0.000765584463625915,1.55596729737657e-06,0.0,0.0,0.0,0.0
Neutrophils,Immune,2.78371242992216,0.905658241021321,0.0,0.000102354796149349,0.0,0.0149599806919041,0.0542150249337797,0,0.0,5.06383765211807e-06,0.0,0.0,0.0,0.00736787179583851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000707021448346981,2.85426244270549e-05,0.350534861462452,0.0,0.0,0.0,0.0,0.0,0.00389621755083656,0.0,0.0,0.0,0.00256688363030703,0.0,0.0,0.0,0.0,3.71362765507917e-05,0.0,0.0,0.0,0.0751257480766197,0.0028954513222647,0.0,0.0,0.0,0.0,0,1.0,0.00136775195308365,0.03212062770324,0.0,0.0,0.0,0.0,0.0742845683748588,0,0.0,0.0,7.0603407488953e-06,0.0,0.0,0.0,0.0,0.0
NK cells,Immune,2.06897848217049,0.574116742405607,0.0,0.0,0.0,0.038275821591798,0.5,0,0.0,0.0848425317250806,0.0,0.0,0.0,0.322971572264149,0.0,0.0,0.0,1.72355234873321e-05,0.0,0.0,0.0,0.00223132251944119,1.25606279007238e-05,0.0519059736780519,0.0,0.0,0.0,0.0,0.00332443068587995,0.0889758828276197,0.0,0.0,0.0,0.00216311211426651,0.0,0.0,0.0965590733174814,0.0,0.00021904939514373,0.0,0.0,0.0,0.0585315598035461,0.00303909780301929,0.0,0.0,0.0,0.0,0,0.0237957432846679,1.0,0.13578655667627,0.0,0.0,0.0,0.0,0.171131401452382,0,0.0,0.0,4.70581404671308e-05,0.0,0.0,0.0,0.0,0.0
NKT,Immune,1.99712285271848,0.57506273659319,0.0,0.0733246772460809,0.0,0.0,0.0704378239576801,0,0.0,0.0,0.0,0.0,0.0,0.00712413424595679,0.0,0.0,0.0,0.000692721818483723,0.0,0.0,0.0,0.00803684201614831,0.0,0.290776957514781,0.0,0.0,0.0,0.0,0.0,0.000628356029490502,0.0,0.0,0.0,0.00915061342937612,0.0,0.0,0.0046092582563233,0.0,0.0958600772498365,0.0,0.0,0.0,0.241449755561521,0.000196307304289046,0.0,0.0,0.0,0.0,0,0.386674821091158,0.019798411738204,1.0,0.0,0.0,0.0,0.0,0.0486596766174189,0,0.0,0.0,0.0886924706006069,0.0,0.0,0.0,0.0,0.0
Osteoblast,Non-Hematopoietic,1.35688506242676,0.237846639821725,0.0,0.189215968890347,0.238418314080579,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45749527342989,0.0,0.0,0.0,0.0,0.0932582300259199,0.0,0.0593152721083739,0.0,0.308586829581634,0.0,0.0,0.00491880693206234,0.0,0.0,0.0,0.00652294265721907,0.0,0.0,0.0,0.0,0.101563413183581,0.0,0.0,0.0,0.0,0.00070575856530886,0.488920537002898,0.0,0.296643522140872,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.289616207461479,0.0,0.0,0.0,0.0
pDC,Immune,2.30536141574953,0.167271448945525,0.0,0.00016888406153904,0.0,0.028909289870465,0.0676565645101286,0,0.0,0.00106560695658605,0.0,0.0,0.0,0.0241250243094048,0.0,0.0,0.0216633478178441,0.0,0.0,0.0,0.0,0.0,7.40927014995652e-06,0.0127980165388438,0.0,0.0,0.0,0.0,0.0,0.13240404703155,0.0,0.0,0.0,0.00193436663329263,0.0,0.0,0.00593503098196867,0.0,0.000107063956661444,0.0,0.0,0.0,0.0282701755028287,0.0138502376415577,0.0,0.0,0.0,0.0,0,0.0,0.038185763595055,0.0181238148601118,0.0,1.0,0.0,0.0,0.0211826634296474,0,0.0,0.0,0.0102405743595425,0.0,0.0,0.0,0.0,0.0
Pericytes,Non-Hematopoietic,1.46352058824247,0.291549038213259,0.0,0.159342532821993,0.106887064417498,0.0,0.0,0,0.0,0.00213950792925191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621829470009084,0.0,0.0,0.0,0.0,0.0839963953607767,0.0210711889159685,0.0107660152780451,0.0,0.0,0.0,0.417902664190797,0.000824556425089344,0.0,0.0,0.0,4.08738696510914e-05,0.0,0.0,0.0,0.0,0.117113456496048,0.0,0.0,0.0634642878392893,0.000693851238165405,0.00225559429365176,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.182594891723604,0.451724713232154,0.0,0.0,0.0,0.0
Plasma cells,Immune,1.69639812211548,0.771368087602451,0.0,0.0,0.00221379666754387,0.0,0.0145350849421139,0,0.0,0.0114568545985361,0.0,0.0,0.0,0.0106224441992649,0.0,0.0,0.0,0.0,0.0772790427161448,0.0,0.0,8.88980655133817e-07,0.0,0.00900305684698828,0.0,0.0,0.0,0.0,0.0035740218245908,0.0128401407357191,0.0,0.0,0.0,0.000393153736431379,0.0,0.0,0.0383646099494678,0.0,6.93364022950146e-05,0.0878032073916632,0.0,0.0,0.000363450359361982,0.00257387424978463,0.0,0.0,0.0,0.0873575377073289,0,0.00559295091531002,0.0120587788803547,0.0,0.0,0.0,0.0,1.0,0.0,0,0.154204709215289,0.0,0.00258037205569354,0.0,0.0,0.0,0.0,0.0
Platelets,HSC,1.99712285271848,0.57506273659319,0.0,0.0,0.0,0.00648771565480893,0.052886813272625,0,0.0,2.07259655514734e-06,0.0,0.0,0.0,0.00033149307404482,0.0,0.0,0.0,9.44814022784663e-05,0.0,0.0,0.0,0.0032115805044412,0.000175151511634379,0.0290336395203174,0.0,0.0,0.0,0.0,0.00422908429875071,0.043920662101759,0.0,0.0,0.0,0.0,0.0,0.0,0.00134955340949787,0.0,0.000286792994380894,0.0,0.0,0.0,0.00900711271157984,0.00562222406551005,0.0,0.0,0.0,0.0,0,0.0141451716218338,0.0,0.00664486160761892,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.00337936515687787,0.0,0.0,0.0,0.0,0.0
Preadipocytes,Non-Hematopoietic,1.51229969336855,0.377808902149055,0.0,0.0,0.0103993382212472,0.0,0.00994053478909773,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258879381164752,0.0,0.0,0.0,0.0782867510062623,0.147797574562208,0.0,0.0770987034248152,0.0,0.42343389476573,0.0,0.105807851154872,0.0,0.0,0.0,0.0,0.0390382020250489,0.0,0.0,0.0304545577258615,0.0,0.141059429382137,0.0,0.0,0.0,0.0103981460785368,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0443776497445084,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.354785189930051,0.383074836943714,0.0,0.0,0.0,0.0
pro B-cells,Immune,1.99712285271848,0.57506273659319,0.0,0.0,7.24829551073616e-06,0.0,8.0020102443794e-05,0,0.0,0.000269575104720424,0.0,0.0,0.0,0.00110172823595725,0.0,0.0,0.0,0.0,0.0249136294113025,0.0,0.0,0.000208415820940009,1.21956709470632e-05,0.00128137465607494,0.0,0.0,0.0,0.0,0.00352143339698961,0.270616382479884,0.0,0.0,0.0,0.000193802931965795,0.0,0.0,0.0,0.0,0.000383719481377787,0.0376006962179767,0.0,0.0,0.0,0.155601004316327,0.0,0.0,0.0,0.0467442780501994,0,0.000420074989559807,0.0,0.238820729269255,0.0,0.0,0.0,0.0322525210397998,0.0,0,1.0,0.0,0.00387563954041181,0.0,0.0,0.0,0.0,0.0
Sebocytes,Non-Hematopoietic,3.07198034173644,0.508872879818133,0.0,2.38863749512486e-05,0.0,0.0,0.00580579742766634,0,0.0,0.0,0.0,0.0,0.0,2.58041046294458e-08,0.0,0.0,0.0,2.58444110883789e-05,0.0,0.0,0.0,1.17793843148649e-05,1.14901775965049e-05,0.000401442287760624,0.0,0.0,0.00177632155897402,0.0,0.0,0.0,0.0,0.5,0.0,0.000297306620296901,0.0,0.0,0.0014833807997896,0.0,0.0073794840778912,0.0,0.0,0.0,0.00305722699940289,0.0,0.0,0.0,0.0,0.0,0,0.00038597030126804,9.64154958048818e-07,0.00672865725219238,0.0,0.0,0.0,0.0,0.0158235804390934,0,0.0,1.0,0.0,0.0023003091915569,0.0,0.0,0.0,0.0
Skeletal muscle,Non-Hematopoietic,2.49614366485197,0.571781181255058,0.0,6.03591016527921e-06,0.000283772485259096,0.0,3.35935333235561e-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.216093577429e-05,0.0,0.0,0.0,0.0,0.000357415539084194,3.47229167002026e-05,0.0,0.0,7.60802218619304e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.53703099121918e-05,0.0,0.0,0.0,0.0,2.48947982908416e-07,0.0,0.0,0.0,8.37588734734707e-09,8.63604968217574e-09,0.0,0.0,0.0,0.0,0,7.47796481452066e-06,0.0,0.0503674241892975,0.0,0.0,0.0,0.0,0.0257445476856581,0,0.0,0.0,1.0,0.000816246538982318,0.0,0.0,0.0,0.0
Smooth muscle,Non-Hematopoietic,1.19065449094117,0.326395967337996,0.0,0.433690437129256,0.463647546395323,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.00238227919976275,0.318550042638045,0.0,0.125633997887783,0.0,0.5,0.0,0.0,0.0261273994281434,0.0,0.0,0.0,0.0406168812243599,0.0,0.0,0.0,0.0,0.104526817722027,0.0,0.0,0.0,0.0,0.0120838923399823,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.355273380469215,1.0,0.0,0.0,0.0,0.0
Tgd cells,Immune,1.99712285271848,0.57506273659319,0.0,0.0,7.46204386776993e-05,0.0124986717593582,0.0802257606369822,0,0.160204130760416,0.0,0.0122043389577506,0.022194123539679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000324211187298381,0.0,0.00917600705058386,0.0,0.0,0.0,0.0,0.0,0.0192040171986425,0.0,0.0,0.0,4.35278244961407e-05,0.0,0.0,0.0115361289566412,0.0,0.00190254044598746,0.0,0.0,0.0,0.00469698887697047,0.00159651442294669,0.0,0.0,0.0,0.0,0,0.000367506068331021,0.116342783272026,0.170374062845245,0.0,0.0,0.0,0.0,0.0701570071562192,0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.104563587094521
Th1 cells,Immune,1.99712285271848,0.57506273659319,0.0,0.0,0.000151950443414434,0.0,0.0405043352419233,0,0.023541371676989,0.0,7.46548030350437e-05,0.000753714671657963,0.0,0.0530697261304794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352879190140756,0.0,1.47900763036558e-05,0.0,0.0,0.0,0.0,0.0299729616538062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00271901478691823,0.0,0.0,0.0,0.0,0.00339108359970177,2.67467170137817e-05,0.0,0.0,0.0,0,0.0,0.0651389384759058,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0018919504202833,0.0,0.5,1.0,0.5,0.011093288089873
Th2 cells,Immune,1.99712285271848,0.57506273659319,0.0,0.0,3.79936414203319e-05,0.0107995417086686,0.0704520152020631,0,0.14412995045891,0.0,0.00392233640742606,0.0307346746351662,0.0,0.113065563243325,0.0,0.0,0.0,0.00359834601585032,0.0,0.0,0.0,0.0,0.00441011398450438,0.0124564252864215,0.0,0.0,0.00260820849297382,0.0,0.0,0.0035062095120455,0.0,0.0,0.0,0.0,0.0,0.0,0.0827776445764331,0.0,0.0,0.0,0.0,0.0,7.7724737296454e-06,0.0,0.0,0.0,0.0,0.0,0,5.82323943061177e-05,0.0911743140816277,0.0520427623315574,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.00187205761633242,0.0,0.5,0.5,1.0,0.264124946948853
Tregs,Immune,1.78479519454577,0.547471915293242,0.0,0.00402810084837222,0.0,0.0736138290860538,0.114722084167189,0,0.46955572829859,0.0,0.298068523035591,0.218411381820032,0.0,0.224161226870562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041794155284189,1.11539095759297e-05,0.0757096146452804,0.0,0.0,0.0,0.0,0.0,0.0440903050294085,0.0,0.0,0.0,0.0009799564727895,0.0,0.0,0.0360734525294408,0.0,0.0116921492317091,0.0,0.0,0.0,0.0486522044749057,0.00799585878148481,0.0,0.0,0.0,0.0,0,0.0325630988816755,0.153238788995106,0.0102326183657144,0.0,0.0,0.0,0.0,0.082254912715398,0,0.0,0.0,0.00195308954714492,0.0,0.312629105594725,0.154519246980643,0.193699367838281,1.0
