sample	TACSTD2	CLDN4	CD8	CYT	GEP18	CD8_AB	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_purity_raw	ESTIMATE_purity	ESTIMATE	ABSOLUTE_purity	LEUK
TCGA-85-A4QR-01	14.0698	12.4213	3.9486	2.7652	-1.9650639060883544	5.90065	-2276.75	-1112.59	-3389.34	0.9942305048278726	0.9942305048278726	-1112.59	0.73	0.105701557232976
TCGA-85-A50M-01	13.3675	13.0273	6.6246	6.3359000000000005	-0.8506020695070684	5.2399000000000004	-143.39	17.37	-126.03	0.8328897895267966	0.8328897895267966	17.37	0.19	0.436559362273028
TCGA-85-A50Z-01	14.2108	8.7175	6.9709	9.529250000000001	-0.28225094317982397	5.58015	-1015.42	603.41	-412.01	0.8553817759810207	0.8553817759810207	603.41	0.36	0.538443920214598
TCGA-85-A510-01	9.3866	11.7379	9.0634	8.1704	0.24441906669570873	7.9216999999999995	-549.95	580.28	30.33	0.8199690992216929	0.8199690992216929	580.28	0.55	0.306960788078404
TCGA-85-A511-01	12.2545	11.3639	8.0573	7.707599999999999	0.250746533068278	7.117	532.15	662.69	1194.83	0.7106501903876461	0.7106501903876461	662.69	0.25	0.428876245506625
TCGA-85-A512-01	13.1105	13.2435	6.1997	5.0874500000000005	-0.8425444090882849	4.82505	-648.19	-223.89	-872.08	0.8883872972542124	0.8883872972542124	-223.89	0.77	0.151887365544347
TCGA-85-A513-01	11.9584	13.3404	9.0743	8.8277	0.8130649151054309	8.252849999999999	691.85	2062.97	2754.82	0.5324001960871345	0.5324001960871345	2062.97	0.24	0.468276889201253
TCGA-85-A53L-01	11.9623	12.5098	6.8166	6.284050000000001	-0.670818482493585	5.8781	-868.59	-298.19	-1166.78	0.9074097835667994	0.9074097835667994	-298.19	0.43	0.47617252520005
TCGA-85-A5B5-01	12.3127	11.5558	6.0581	5.686	-0.7298286229346609	5.277799999999999	-763.35	-587.86	-1351.21	0.9184528950138978	0.9184528950138978	-587.86	0.8	0.0716063303962055
TCGA-90-6837-01	15.0068	12.3064	7.6494	7.6574	0.20665750954224082	6.5157	776.06	1274.74	2050.8	0.616882434114263	0.616882434114263	1274.74		0.23061441070061
TCGA-90-7766-01	15.4956	12.248	8.481	7.9925	0.3587003234667825	7.174049999999999	-977.52	936.22	-41.29	0.8259413907396396	0.8259413907396396	936.22	0.59	0.376380599489953
TCGA-90-7767-01	8.1327	7.5624	9.0207	8.11015	0.6994754104519774	8.03405	577.01	1022.12	1599.13	0.6676706030167375	0.6676706030167375	1022.12	0.54	0.285415490926208
TCGA-90-7769-01	15.3806	14.5155	5.356	5.292	-1.0564164888771483	3.8784	-1276.14	-711.97	-1988.1	0.9513656989771665	0.9513656989771665	-711.97	0.73	0.164149919319508
TCGA-90-7964-01	14.6583	13.3106	6.3622	7.045999999999999	-0.4471051468062681	4.98235	-142.99	489.59	346.61	0.7925203860490269	0.7925203860490269	489.59	0.71	0.173375974119353
TCGA-90-A4ED-01	12.137	9.5781	6.7647	6.613849999999999	-0.23498015601370195	6.7254000000000005	-99.08	8.39	-90.7	0.8300084491871406	0.8300084491871406	8.39	0.38	0.226151604292677
TCGA-90-A4EE-01	8.9163	10.5038	10.5939	9.811599999999999	1.3827224074790179	9.6767	593.74	2286.43	2880.17	0.5167355489854045	0.5167355489854045	2286.43	0.42	0.470952368189858
TCGA-90-A59Q-01	14.1419	12.6247	10.345	9.85015	1.1705991786327377	9.142700000000001	222.51	1940.05	2162.56	0.6038883067317676	0.6038883067317676	1940.05	0.28	0.489120858523627
TCGA-92-7340-01	14.6428	10.7601	8.2959	7.92855	0.39451473204869664	7.26	1095.41	879.36	1974.77	0.6256276257024384	0.6256276257024384	879.36	0.39	0.403747367804388
TCGA-92-7341-01	13.4944	12.9788	5.9187	6.931749999999999	-0.4905367938249952	4.972250000000001	31.81	-81.77	-49.96	0.8266581888012133	0.8266581888012133	-81.77	0.51	0.21681845320365
TCGA-92-8063-01	14.3601	13.286	7.1451	6.816750000000001	-0.21008333302453852	5.9193	-221.54	92.0	-129.54	0.8331748257782203	0.8331748257782203	92.0	0.51	0.357616313370652
TCGA-92-8064-01	12.1674	12.3721	10.8366	10.31035	1.5114312185430325	9.624600000000001	569.74	1735.21	2304.95	0.5870979193421518	0.5870979193421518	1735.21	0.31	0.449849083435809
TCGA-92-8065-01	14.7544	12.0062	8.2753	7.7791	0.2716696485445431	7.2377	-198.42	1106.67	908.25	0.739608553687859	0.739608553687859	1106.67	0.5	0.393946340535329
TCGA-94-7033-01	13.966	11.2254	6.0473	6.40185	-0.38597143042127346	6.0237	-1702.84	-225.49	-1928.33	0.948626307253787	0.948626307253787	-225.49	0.44	0.358893104149084
TCGA-94-7557-01	13.3812	12.9056	5.7898	7.001849999999999	-0.5268676723812731	6.09285	-383.16	146.09	-237.07	0.8417994685370445	0.8417994685370445	146.09	0.46	0.335559455813913
TCGA-94-7943-01	12.6403	13.3496	7.1243	6.2642	-0.33698118079773776	6.3215	-853.87	97.4	-756.48	0.8804695145044887	0.8804695145044887	97.4	0.58	0.198533588568433
TCGA-94-8035-01	13.7566	11.6805	5.7409	5.82685	-0.8955252083586301	4.70165	-1330.46	-405.22	-1735.68	0.9393008511325013	0.9393008511325013	-405.22	0.48	0.439792995331274
TCGA-94-8490-01	13.5835	12.0851	7.257	6.81285	-0.8614077162742201	6.06515	-1466.18	-809.69	-2275.87	0.9635261966121103	0.9635261966121103	-809.69	0.79	0.126380707474923
TCGA-94-8491-01	16.1678	14.249	7.7144	8.1018	-0.13296753266488184	6.7681000000000004	-882.85	726.54	-156.31	0.8353414532309267	0.8353414532309267	726.54	0.52	0.316412087338687
TCGA-94-A4VJ-01	14.3908	12.2074	6.9155	7.12715	-0.07484532607373827	6.60445	-452.92	201.94	-250.98	0.8428998713981191	0.8428998713981191	201.94	0.53	0.215094938366444
TCGA-94-A5I4-01	13.9177	13.7523	5.3407	4.5903	-1.027513316611642	4.15885	-1068.2	-354.5	-1422.69	0.9225523392563577	0.9225523392563577	-354.5	0.59	0.188977450893958
TCGA-94-A5I6-01	11.5519	11.8383	5.7206	5.88205	-0.8109678571565989	4.4935	-633.44	-420.76	-1054.2	0.9003414354913373	0.9003414354913373	-420.76	0.38	0.345683605372982
TCGA-96-7544-01	12.8852	10.0184	7.5644	7.105650000000001	0.06555141180033147	6.39905	848.11	802.32	1650.43	0.6620457838604653	0.6620457838604653	802.32	0.58	0.320783143225103
TCGA-96-7545-01	13.0318	12.0373	8.2022	7.989050000000001	0.1192537770772472	7.0739	327.42	1071.58	1399.0	0.6892491117399075	0.6892491117399075	1071.58	0.4	0.347847920012755
TCGA-96-8169-01	13.2621	12.507	7.4427	7.22425	0.06654171052855239	6.42155	-137.82	581.98	444.16	0.783706933080281	0.783706933080281	581.98	0.42	0.360063606717219
TCGA-96-8170-01	14.2886	12.466	6.6859	6.1821	-0.5589778629311524	6.03535	-283.48	603.12	319.64	0.7949284760221119	0.7949284760221119	603.12	0.35	0.378223344639708
TCGA-96-A4JK-01	11.9976	10.851	7.7447	8.34245	0.17948088648769236	6.5703499999999995	-517.26	261.98	-255.29	0.8432401172630044	0.8432401172630044	261.98	0.5	0.279620118381765
TCGA-96-A4JL-01	11.9314	16.0591	10.2337	9.28545	1.124556804257099	9.0383	311.45	2021.36	2332.82	0.5837812919393761	0.5837812919393761	2021.36	0.38	0.401926237141504
TCGA-98-7454-01	12.0472	9.4406	9.2885	9.2629	0.9283442689944048	7.853250000000001	1544.15	2019.74	3563.9	0.42835358231482606	0.42835358231482606	2019.74	0.25	0.513707570075056
TCGA-98-8020-01	13.3348	10.6385	8.2062	8.594349999999999	0.42841554069475063	6.4748	312.64	715.08	1027.72	0.7276925049776021	0.7276925049776021	715.08	0.46	0.272515085292394
TCGA-98-8021-01	13.7318	12.1207	7.2115	6.9229	-0.39254657396200365	6.24455	-126.69	-172.5	-299.19	0.846686480142745	0.846686480142745	-172.5	0.41	0.265662665687047
TCGA-98-8022-01	13.0466	12.4741	8.5157	8.5234	0.5023945029162566	7.7594	-112.76	882.04	769.28	0.753183132797934	0.753183132797934	882.04	0.42	0.223761282668518
TCGA-98-8023-01	12.4945	11.1492	8.8774	9.1893	0.7454851161421207	8.03885	593.15	1338.81	1931.97	0.6305163959950423	0.6305163959950423	1338.81	0.29	0.450679217367968
TCGA-98-A538-01	14.3918	11.9031	7.3243	7.08	-0.17144941747060347	5.992	-428.95	196.19	-232.76	0.841457797387483	0.841457797387483	196.19	0.45	0.34850435973249
TCGA-98-A539-01	13.1587	10.6618	5.6581	5.593500000000001	-0.6820003973976803	4.7538	-396.71	237.9	-158.81	0.8355431324760354	0.8355431324760354	237.9	0.3	0.380079075317186
TCGA-98-A53A-01	12.1032	11.4715	8.1582	7.6732000000000005	-0.46247276946082544	7.34435	-1287.46	-489.57	-1777.04	0.9413665125962096	0.9413665125962096	-489.57	0.7	0.242025367653542
TCGA-98-A53B-01	13.3284	11.6805	8.1528	8.1501	0.33242176256996225	8.3243	-456.96	474.31	17.35	0.8210582264764539	0.8210582264764539	474.31	0.36	0.352352304932768
TCGA-98-A53C-01	11.4117	11.2109	9.9218	9.0897	0.8505626091677508	8.79565	1294.97	2350.47	3645.44	0.41750772147085097	0.41750772147085097	2350.47	0.47	0.517757456311551
TCGA-98-A53D-01	12.4696	11.5941	8.5727	7.495900000000001	0.3898193348140336	7.350099999999999	1258.78	1722.76	2981.54	0.5039394269688742	0.5039394269688742	1722.76	0.99	0.536453349636873
TCGA-98-A53H-01	12.6305	12.3559	8.3893	7.949300000000001	0.538052058521374	7.29985	1051.79	1719.85	2771.64	0.5303086009886534	0.5303086009886534	1719.85	0.43	0.551731253577773
TCGA-98-A53I-01	12.9956	12.1004	8.6479	8.1671	0.4920313369972078	7.5805	-211.16	1089.69	878.53	0.7425376659734602	0.7425376659734602	1089.69	0.52	0.36455252867253
TCGA-98-A53J-01	14.0368	13.8093	6.1955	6.00415	-0.5836701412330054	4.9147	-1264.92	-392.24	-1657.16	0.9352841003476436	0.9352841003476436	-392.24	0.4	0.354128988139199
TCGA-J1-A4AH-01	12.3501	12.9348	5.9708	5.70435	-0.5858115361458685	5.10515	-1241.99	-572.61	-1814.6	0.9432123285182945	0.9432123285182945	-572.61	0.33	0.368917897404879
TCGA-L3-A4E7-01	14.0512	12.5072	6.8902	7.0133	-0.009099483178753483	6.00995	-512.11	544.17	32.06	0.8198237132998523	0.8198237132998523	544.17	0.46	0.452346231969989
TCGA-L3-A524-01	13.0066	13.747	7.0744	5.82205	-0.4774629543609287	5.8321000000000005	-698.1	-621.87	-1319.97	0.9166294729708782	0.9166294729708782	-621.87	0.59	0.178868662686663
TCGA-LA-A446-01	12.4173	12.3805	6.1552	6.25515	-0.6103656523393598	5.576549999999999	-1352.6	-244.08	-1596.69	0.9321059958769142	0.9321059958769142	-244.08	0.41	0.281146263896233
TCGA-LA-A7SW-01	12.5181	11.7686	5.075	5.0794500000000005	-1.0782216850177126	3.37215	-771.29	-224.3	-995.6	0.8965648056214994	0.8965648056214994	-224.3	0.48	0.370408498321257
TCGA-MF-A522-01	13.6642	12.768	7.7233	7.321199999999999	-0.6354308520321935	6.29455	-1554.33	-562.65	-2116.98	0.957023090789682	0.957023090789682	-562.65	0.64	0.166210991429805
TCGA-NC-A5HD-01	14.0031	13.0807	5.2062	6.51695	-1.0803798493569152	4.7146	-1405.83	-1055.5	-2461.32	0.9704532816149273	0.9704532816149273	-1055.5	0.61	0.252928342039629
TCGA-NC-A5HE-01	12.3793	13.0572	11.1846	9.9163	1.677433932240663	10.129249999999999	146.63	2396.54	2543.17	0.5584376871504356	0.5584376871504356	2396.54	0.32	0.523450732992391
TCGA-NC-A5HF-01	14.1293	11.9946	3.8533	6.2479499999999994	-1.6165480462477464	2.82855	-1536.82	-960.57	-2497.39	0.9717172162726442	0.9717172162726442	-960.57	0.75	0.0938946895521831
TCGA-NC-A5HG-01	13.9932	13.2903	4.756	4.5639	-1.6111279709690396	4.74525	-1624.35	-576.91	-2201.25	0.9605371856169159	0.9605371856169159	-576.91	0.75	0.137298267148826
TCGA-NC-A5HH-01	8.5283	6.5475	6.8974	7.33605	-0.8096657477873919	8.0277	-1285.66	-573.63	-1859.3	0.9453716573996187	0.9453716573996187	-573.63	0.77	0.183442655505924
TCGA-NC-A5HI-01	15.0953	11.5998	6.7814	6.3119	-0.8480124600700482	6.588749999999999	-1578.69	-257.32	-1836.01	0.9442516569735845	0.9442516569735845	-257.32	0.6	0.359134325159743
TCGA-NC-A5HJ-01	11.4498	12.0597	9.6769	9.61835	1.041804114758119	8.97885	28.34	1794.12	1822.46	0.6429112690222512	0.6429112690222512	1794.12	0.17	0.378467678626161
TCGA-NC-A5HK-01	15.4658	13.6026	7.6441	7.9835	-0.1263991435210817	6.2397	-1431.45	-119.52	-1550.98	0.9296548765195184	0.9296548765195184	-119.52	0.48	0.20799404985426
TCGA-NC-A5HL-01	13.772	11.579	9.0951	8.803	0.7661820751153491	8.0694	-779.99	862.69	82.7	0.815544639498298	0.815544639498298	862.69	0.5	0.343185905117324
TCGA-NC-A5HM-01	12.9689	11.6715	7.302	7.7620000000000005	0.2246310101995078	6.6503499999999995	-1440.34	107.02	-1333.32	0.9174110489703109	0.9174110489703109	107.02	0.69	0.318914688912327
TCGA-NC-A5HN-01	13.5148	10.8882	6.5874	6.9623	-0.4858876625255384	5.6609	-1489.94	-631.25	-2121.19	0.9572021292421836	0.9572021292421836	-631.25	0.82	0.0974973517628726
TCGA-NC-A5HO-01	14.8478	12.2256	8.3044	7.2553	-0.6869110809544797	6.7318999999999996	-1173.61	32.97	-1140.64	0.9057905996805559	0.9057905996805559	32.97	0.63	0.329645204295399
TCGA-NC-A5HP-01	12.327	11.8738	5.5047	4.6907	-1.1044694027473376	4.4643	19.96	-521.42	-501.46	0.8621092765947069	0.8621092765947069	-521.42	0.53	0.104341027261257
TCGA-NC-A5HQ-01	14.5549	12.4279	8.1287	7.40125	0.20395902127099383	6.85935	-1061.8	592.34	-469.47	0.8597203332661422	0.8597203332661422	592.34	0.5	0.295435724785452
TCGA-NC-A5HR-01	13.0134	12.7129	7.5739	6.961600000000001	-0.2251703881305385	6.6149000000000004	-1416.58	-426.78	-1843.36	0.9446063059855155	0.9446063059855155	-426.78	0.66	0.300829147565391
TCGA-NC-A5HT-01	13.8215	11.1284	5.638	4.06415	-1.6272919092701423	3.96385	-1211.32	-1296.87	-2508.2	0.9720907075604992	0.9720907075604992	-1296.87	0.73	0.0990288845030303
TCGA-NK-A5CR-01	14.7585	12.9686	4.8244	4.4270499999999995	-1.360429394622706	3.66345	-1431.45	-845.58	-2277.03	0.9635717505006621	0.9635717505006621	-845.58	0.61	0.151084273266074
TCGA-NK-A5CT-01	14.7009	13.8461	6.7431	6.874700000000001	-0.2586541208107367	5.773350000000001	-1418.92	94.02	-1324.89	0.91691792420344	0.91691792420344	94.02	0.5	0.478377271007707
TCGA-NK-A5CX-01	15.1863	13.1967	8.0975	8.01955	0.5364189623343936	6.9495000000000005	-40.02	679.93	639.91	0.7655384182748203	0.7655384182748203	679.93	0.51	0.416438022035311
TCGA-NK-A5D1-01	10.8873	11.0316	7.171	6.5326	-0.7363584280345835	8.0757	-1410.6	-814.07	-2224.67	0.961487732977875	0.961487732977875	-814.07	0.82	0.0410242851254774
TCGA-NK-A7XE-01	12.4782	11.0034	7.8797	6.54345	-0.2556428152654877	6.658849999999999	-1626.26	-125.7	-1751.95	0.9401175663617436	0.9401175663617436	-125.7	0.53	0.476348111279812
TCGA-O2-A52N-01	14.0933	11.2248	7.8724	8.2708	0.17943264603282985	6.60335	-631.48	389.52	-241.97	0.8421875020902653	0.8421875020902653	389.52	0.46	0.224931389011565
TCGA-O2-A52Q-01	14.3158	14.2424	8.4753	8.0523	1.1677169872779165	7.600750000000001	90.71	1761.92	1852.63	0.6395129261152631	0.6395129261152631	1761.92	0.52	0.327926063816305
TCGA-O2-A52S-01	8.9177	10.1151	7.9524	7.81855	0.3236054013337527	6.8136	-976.44	420.45	-555.99	0.8661376101251901	0.8661376101251901	420.45	0.75	0.206120596220295
TCGA-O2-A52V-01	14.0197	12.3429	5.5614	6.3236	-0.28037745689841653	4.5687	-340.22	450.54	110.32	0.8131917460269216	0.8131917460269216	450.54	0.37	0.472810838133209
TCGA-O2-A52W-01	13.7208	11.4677	6.9232	5.1428	-0.9178399074666395	6.1732499999999995	-1363.11	-169.73	-1532.85	0.9286710883913101	0.9286710883913101	-169.73	0.36	0.355486585891608
TCGA-O2-A5IB-01	10.5688	11.6607	6.3797	4.31165	-1.2645115524082893	5.68725	-1568.43	-1311.72	-2880.15	0.9834448031452492	0.9834448031452492	-1311.72	0.93	0.0438382763528671
TCGA-XC-AA0X-01	14.577	13.3105	7.853	6.74325	-0.06614025625788796	6.15225	-139.32	1098.81	959.49	0.7345254729857763	0.7345254729857763	1098.81	0.21	0.478406286503793
