nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_cldn4	spearman_rho	p	testable	BH_FDR	SpatialFDR	recist_logFC_NR_minus_R	recist_t	recist_p	recist_testable	recist_BH_FDR	recist_SpatialFDR	recist_n_R	recist_n_NR
1172	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1173	31	0	7	0.0	0.22580645161290322	0.1436181217432022	0.32985734939575195	Epithelial cells	11	31	-0.05454545454545456	0.8734465775233149	True	0.9648089924796812	0.9624091664254047	1.5650143501519196	1.0880743668739508	0.3012424914618114	True	0.8765590005563071	0.8627249725341338	3	4
1174	31	0	0	0.0	0.0	0.0		Mast cells	7	31	-0.03571428571428572	0.9394082054712856	True	0.9930133337814336	0.9908893590244902				False			1	3
1175	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1176	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False						False			0	1
1177	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1178	31	0	0	0.0	0.0	0.0		B/Plasma cells	3	31			False						False			0	1
1179	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1180	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1181	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1182	31	31	0	1.0	0.0	0.028568577021360397		T/NK cells	1	31			False						False			0	0
1183	31	0	31	0.0	1.0	2.3332152366638184	2.3332152366638184	Epithelial cells	1	31			False						False			0	0
1184	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1185	31	0	0	0.0	0.0	0.04506579786539078		Myeloid cells	6	31	0.2571428571428572	0.6227871720116619	True	0.9648089924796812	0.9551469332637158				False			1	0
1186	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1187	31	31	0	1.0	0.0	0.04955074191093445		T/NK cells	1	31			False						False			0	0
1188	31	0	0	0.0	0.0	0.0333845280110836		B/Plasma cells	1	31			False						False			0	0
1189	31	30	0	0.967741935483871	0.0	0.03991745784878731		T/NK cells	1	31			False						False			0	0
1190	31	0	31	0.0	1.0	1.542356014251709	1.542356014251709	Epithelial cells	1	31			False						False			0	0
1191	31	31	0	1.0	0.0	0.016853220760822296		T/NK cells	1	31			False						False			0	0
1192	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1193	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			0	0
1194	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1195	31	0	0	0.0	0.0	0.0		Myeloid cells	7	31	0.0	1.0	True	1.0	0.9999999999999994	-0.7594096071180854	-0.48293708783321737	0.6409704628660404	True	0.8898696317443607	0.8774539780275341	2	2
1196	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1197	31	31	0	1.0	0.0	0.028568577021360397		T/NK cells	1	31			False						False			0	0
1198	31	0	31	0.0	1.0	1.8844729661941528	1.8844729661941528	Epithelial cells	1	31			False						False			0	0
1199	31	0	0	0.0	0.0	0.010319653898477554		Myeloid cells	7	31	0.14285714285714288	0.7599453002180927	True	0.9648089924796812	0.9624091664254047	0.6751176745817844	0.45576879157047634	0.6556981361611075	True	0.8898760419329317	0.8825418003674139	2	3
1200	31	0	31	0.0	1.0	2.2981176376342773	2.2981176376342773	Epithelial cells	1	31			False						False			0	0
1201	31	31	0	1.0	0.0	0.1462772786617279		T/NK cells	3	31			False						False			1	0
1202	31	0	31	0.0	1.0	2.200514793395996	2.200514793395996	Epithelial cells	1	31			False						False			0	0
1203	31	31	0	1.0	0.0	0.14576780796051025		T/NK cells	2	31			False						False			1	0
1204	31	31	0	1.0	0.0	0.028568577021360397		T/NK cells	1	31			False						False			0	0
1205	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			0	0
1206	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	0
1207	31	0	31	0.0	1.0	2.0343477725982666	2.0343477725982666	Epithelial cells	1	31			False						False			0	0
1208	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1209	31	0	0	0.0	0.0	0.0		Myeloid cells	7	31	0.3214285714285715	0.48207203829967776	True	0.9648089924796812	0.9551469332637158				False			1	3
1210	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	0
1211	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1212	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1213	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1214	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1215	31	0	31	0.0	1.0	1.7256664037704468	1.7256664037704468	Epithelial cells	1	31			False						False			0	0
1216	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1217	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1218	31	0	31	0.0	1.0	2.1034011840820312	2.1034011840820312	Epithelial cells	1	31			False						False			0	0
1219	31	0	31	0.0	1.0	2.0048348903656006	2.0048348903656006	Epithelial cells	1	31			False						False			0	0
1220	31	0	0	0.0	0.0	0.04274248331785202		Myeloid cells	6	31	-0.2571428571428572	0.6227871720116619	True	0.9648089924796812	0.9551469332637158	1.794670361093507	1.0457083827569411	0.3188705830087708	True	0.8765590005563071	0.8627249725341338	2	3
1221	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1222	31	2	27	0.06451612903225806	0.8709677419354839	0.07932830601930618	0.09108065068721771	Epithelial cells	2	31			False						False			0	0
1223	31	31	0	1.0	0.0	0.060622621327638626		T/NK cells	1	31			False						False			0	0
1224	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1225	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1226	31	0	31	0.0	1.0	1.65018630027771	1.65018630027771	Epithelial cells	1	31			False						False			0	0
1227	31	31	0	1.0	0.0	0.03425804153084755		T/NK cells	1	31			False						False			0	0
1228	31	0	31	0.0	1.0	1.4271767139434814	1.4271767139434814	Epithelial cells	1	31			False						False			0	0
1229	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False						False			0	2
1230	31	0	0	0.0	0.0	0.0		B/Plasma cells	5	31	0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047				False			0	3
1231	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1232	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			0	0
1233	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False						False			0	1
1234	31	0	31	0.0	1.0	2.0493111610412598	2.0493111610412598	Epithelial cells	1	31			False						False			0	0
1235	31	0	31	0.0	1.0	0.04785460978746414	0.04785460978746414	Epithelial cells	1	31			False						False			0	0
1236	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1237	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1238	31	0	24	0.0	0.7741935483870968	1.7346242666244507	1.6956548690795898	Epithelial cells	9	31	-0.03333333333333333	0.9321567355405039	True	0.9930133337814336	0.9908893590244902				False			1	6
1239	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False						False			0	2
1240	31	30	0	0.967741935483871	0.0	0.03991745784878731		T/NK cells	1	31			False						False			0	0
1241	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			0	0
1242	31	31	0	1.0	0.0	0.027630530297756195		T/NK cells	1	31			False						False			0	0
1243	31	0	31	0.0	1.0	2.0760715007781982	2.0760715007781982	Epithelial cells	1	31			False						False			0	0
1244	31	0	28	0.0	0.9032258064516129	1.7063754796981812	1.7890729904174805	Epithelial cells	4	31			False						False			1	3
1245	31	0	0	0.0	0.0	0.028192033991217613		Myeloid cells	1	31			False						False			1	0
1246	31	3	6	0.0967741935483871	0.1935483870967742	0.020026175305247307	0.0	Epithelial cells	3	31			False						False			2	0
1247	31	30	1	0.967741935483871	0.03225806451612903	0.16790083050727844	0.0	T/NK cells	1	31			False						False			1	0
1248	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1249	31	3	26	0.0967741935483871	0.8387096774193549	0.3757013976573944	0.44795167446136475	Epithelial cells	8	31	-0.6190476190476191	0.10173303745426478	True	0.9648089924796812	0.9367491602290554	-0.47857512333692753	-0.3658712669489951	0.7238433501612536	True	0.9324083832585639	0.924912731622578	2	5
1250	31	31	0	1.0	0.0	0.06102650985121727		T/NK cells	1	31			False						False			1	0
1251	31	0	28	0.0	0.9032258064516129	1.5604647397994995	1.5254579782485962	Epithelial cells	1	31			False						False			1	0
1252	31	31	0	1.0	0.0	0.09955324977636337		T/NK cells	1	31			False						False			1	0
1253	31	0	29	0.0	0.9354838709677419	2.099381923675537	2.1229307651519775	Epithelial cells	2	31			False						False			1	0
1254	31	31	0	1.0	0.0	0.0925852581858635		T/NK cells	1	31			False						False			1	0
1255	31	31	0	1.0	0.0	0.03579569607973099		T/NK cells	1	31			False						False			1	0
1256	31	0	31	0.0	1.0	2.470761775970459	2.470761775970459	Epithelial cells	1	31			False						False			1	0
1257	31	31	0	1.0	0.0	0.13944333791732788		T/NK cells	1	31			False						False			1	0
1258	31	30	0	0.967741935483871	0.0	0.025921637192368507		T/NK cells	1	31			False						False			1	0
1259	31	31	0	1.0	0.0	0.12174300104379654		T/NK cells	1	31			False						False			1	0
1260	31	0	29	0.0	0.9354838709677419	1.0222783088684082	1.0927802324295044	Epithelial cells	1	31			False						False			1	0
1261	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1262	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1263	31	0	16	0.0	0.5161290322580645	2.2587170600891113	1.9450269937515259	Epithelial cells	7	31	0.07142857142857144	0.879048193148154	True	0.9648089924796812	0.9624091664254047				False			2	1
1264	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1265	31	0	5	0.0	0.16129032258064516	1.8628065586090088	1.685713529586792	Epithelial cells	4	31			False						False			1	0
1266	31	0	26	0.0	0.8387096774193549	1.5925893783569336	1.5701242685317993	Epithelial cells	1	31			False						False			1	0
1267	31	31	0	1.0	0.0	0.16314373910427094		T/NK cells	1	31			False						False			1	0
1268	31	31	0	1.0	0.0	0.11798475682735443		T/NK cells	1	31			False						False			1	0
1269	31	0	0	0.0	0.0	0.02810787782073021		Myeloid cells	4	31			False						False			1	1
1270	31	31	0	1.0	0.0	0.03187677264213562		T/NK cells	1	31			False						False			1	0
1271	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False						False			1	0
1272	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1273	31	31	0	1.0	0.0	0.06478413939476013		T/NK cells	1	31			False						False			1	0
1274	31	31	0	1.0	0.0	0.0330669991672039		T/NK cells	1	31			False						False			1	0
1275	31	0	28	0.0	0.9032258064516129	1.722808599472046	1.6578396558761597	Epithelial cells	1	31			False						False			1	0
1276	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1277	31	31	0	1.0	0.0	0.16449594497680664		T/NK cells	1	31			False						False			1	0
1278	31	0	21	0.0	0.6774193548387096	2.2182750701904297	2.222777843475342	Epithelial cells	5	31	0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554	-2.0210472116255485	-0.7723709220275072	0.47206831715374203	True	0.8765590005563071	0.8627249725341338	2	2
1279	31	0	30	0.0	0.967741935483871	2.4813458919525146	2.4305293560028076	Epithelial cells	1	31			False						False			1	0
1280	31	0	31	0.0	1.0	3.0279481410980225	3.0279481410980225	Epithelial cells	1	31			False						False			1	0
1281	31	0	31	0.0	1.0	3.1124043464660645	3.1124043464660645	Epithelial cells	1	31			False						False			1	0
1282	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1283	31	31	0	1.0	0.0	0.06473899632692337		T/NK cells	1	31			False						False			1	0
1284	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1285	31	0	31	0.0	1.0	1.1796793937683105	1.1796793937683105	Epithelial cells	3	31			False						False			1	0
1286	31	26	2	0.8387096774193549	0.06451612903225806	0.13473042845726013	0.0	T/NK cells	3	31			False						False			1	1
1287	31	31	0	1.0	0.0	0.05722741410136223		T/NK cells	1	31			False						False			1	0
1288	31	0	27	0.0	0.8709677419354839	1.704865574836731	1.8621379137039185	Epithelial cells	1	31			False						False			1	0
1289	31	0	30	0.0	0.967741935483871	2.4677109718322754	2.4164397716522217	Epithelial cells	1	31			False						False			1	0
1290	31	31	0	1.0	0.0	0.0619395449757576		T/NK cells	1	31			False						False			1	0
1291	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1292	31	30	0	0.967741935483871	0.0	0.03157929331064224		T/NK cells	1	31			False						False			1	0
1293	31	31	0	1.0	0.0	0.08712214976549149		T/NK cells	1	31			False						False			1	0
1294	31	30	1	0.967741935483871	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			1	0
1295	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1296	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1297	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1298	31	31	0	1.0	0.0	0.032611772418022156		T/NK cells	1	31			False						False			1	0
1299	31	31	0	1.0	0.0	0.03482725843787193		T/NK cells	1	31			False						False			1	0
1300	31	31	0	1.0	0.0	0.1021113470196724		T/NK cells	1	31			False						False			1	0
1301	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
1302	31	31	0	1.0	0.0	0.054163236171007156		T/NK cells	1	31			False						False			1	0
1303	31	0	31	0.0	1.0	2.5487940311431885	2.5487940311431885	Epithelial cells	1	31			False						False			1	0
1304	31	0	29	0.0	0.9354838709677419	1.498128056526184	1.6014472246170044	Epithelial cells	1	31			False						False			1	0
1305	31	3	6	0.0967741935483871	0.1935483870967742	0.0	0.0	Epithelial cells	4	31			False						False			1	0
1306	31	31	0	1.0	0.0	0.07362381368875504		T/NK cells	1	31			False						False			1	0
1307	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1308	31	31	0	1.0	0.0	0.0330669991672039		T/NK cells	1	31			False						False			1	0
1309	31	31	0	1.0	0.0	0.027241570875048637		T/NK cells	1	31			False						False			1	0
1310	31	31	0	1.0	0.0	0.03187677264213562		T/NK cells	1	31			False						False			1	0
1311	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1312	31	31	0	1.0	0.0	0.03225024417042732		T/NK cells	1	31			False						False			1	0
1313	31	31	0	1.0	0.0	0.1280195564031601		T/NK cells	1	31			False						False			1	0
1314	31	31	0	1.0	0.0	0.0672035813331604		T/NK cells	1	31			False						False			1	0
1315	31	0	28	0.0	0.9032258064516129	1.4336585998535156	1.4879071712493896	Epithelial cells	1	31			False						False			1	0
1316	31	31	0	1.0	0.0	0.059068817645311356		T/NK cells	1	31			False						False			1	0
1317	31	31	0	1.0	0.0	0.024514593183994293		T/NK cells	1	31			False						False			1	0
1318	31	0	31	0.0	1.0	1.1030023097991943	1.1030023097991943	Epithelial cells	6	31	0.3714285714285715	0.4684781341107872	True	0.9648089924796812	0.9551469332637158				False			1	1
1319	31	0	31	0.0	1.0	3.250188112258911	3.250188112258911	Epithelial cells	1	31			False						False			1	0
1320	31	0	5	0.0	0.16129032258064516	1.8072580099105835	1.558606743812561	Epithelial cells	4	31			False						False			1	0
1321	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1322	31	29	1	0.9354838709677419	0.03225806451612903	0.0	0.0	T/NK cells	1	31			False						False			1	0
1323	31	0	27	0.0	0.8709677419354839	1.3410931825637817	1.368235468864441	Epithelial cells	4	31			False						False			1	3
1324	31	31	0	1.0	0.0	0.03171714395284653		T/NK cells	1	31			False						False			1	0
1325	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1326	31	2	27	0.06451612903225806	0.8709677419354839	0.796272337436676	0.784100353717804	Epithelial cells	6	31	0.3714285714285715	0.4684781341107872	True	0.9648089924796812	0.9551469332637158				False			1	2
1327	31	0	25	0.0	0.8064516129032258	2.3385331630706787	2.472846508026123	Epithelial cells	3	31			False						False			1	2
1328	31	0	29	0.0	0.9354838709677419	1.826265573501587	1.863486886024475	Epithelial cells	1	31			False						False			1	0
1329	31	0	31	0.0	1.0	2.43593168258667	2.43593168258667	Epithelial cells	1	31			False						False			1	0
1330	31	31	0	1.0	0.0	0.02513863891363144		T/NK cells	1	31			False						False			1	0
1331	31	0	31	0.0	1.0	3.0174105167388916	3.0174105167388916	Epithelial cells	1	31			False						False			1	0
1332	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1333	31	0	31	0.0	1.0	2.8595752716064453	2.8595752716064453	Epithelial cells	1	31			False						False			1	0
1334	31	31	0	1.0	0.0	0.1215747520327568		T/NK cells	1	31			False						False			1	0
1335	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1336	31	0	0	0.0	0.0	0.03361652046442032		Myeloid cells	4	31			False						False			1	1
1337	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1338	31	30	0	0.967741935483871	0.0	0.0507282093167305		T/NK cells	1	31			False						False			1	0
1339	31	31	0	1.0	0.0	0.02598332054913044		T/NK cells	1	31			False						False			1	0
1340	31	0	31	0.0	1.0	1.9251993894577026	1.9251993894577026	Epithelial cells	1	31			False						False			1	0
1341	31	30	1	0.967741935483871	0.03225806451612903	0.08992637693881989	0.0	T/NK cells	4	31			False						False			1	1
1342	31	31	0	1.0	0.0	0.06478413939476013		T/NK cells	1	31			False						False			1	0
1343	31	0	30	0.0	0.967741935483871	1.5836951732635498	1.5437512397766113	Epithelial cells	1	31			False						False			1	0
1344	31	31	0	1.0	0.0	0.03171714395284653		T/NK cells	1	31			False						False			1	0
1345	31	30	1	0.967741935483871	0.03225806451612903	0.2400965839624405	0.0	T/NK cells	1	31			False						False			1	0
1346	31	31	0	1.0	0.0	0.03293082118034363		T/NK cells	1	31			False						False			1	0
1347	31	0	29	0.0	0.9354838709677419	1.6253901720046997	1.5577174425125122	Epithelial cells	1	31			False						False			1	0
1348	31	31	0	1.0	0.0	0.0306179728358984		T/NK cells	1	31			False						False			1	0
1349	31	4	25	0.12903225806451613	0.8064516129032258	0.805915355682373	0.8587856888771057	Epithelial cells	4	31			False						False			1	1
1350	31	0	17	0.0	0.5483870967741935	2.477287530899048	2.474623680114746	Epithelial cells	5	31	0.49999999999999994	0.3910022189557703	True	0.9648089924796812	0.9367491602290554				False			2	1
1351	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
1352	31	31	0	1.0	0.0	0.055784307420253754		T/NK cells	1	31			False						False			1	0
1353	31	31	0	1.0	0.0	0.137108713388443		T/NK cells	1	31			False						False			1	0
1354	31	31	0	1.0	0.0	0.06496226042509079		T/NK cells	1	31			False						False			1	0
1355	31	31	0	1.0	0.0	0.03225024417042732		T/NK cells	1	31			False						False			1	0
1356	31	31	0	1.0	0.0	0.06473899632692337		T/NK cells	1	31			False						False			1	0
1357	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1358	31	1	26	0.03225806451612903	0.8387096774193549	1.3900781869888306	1.426769733428955	Epithelial cells	4	31			False						False			1	2
1359	31	0	31	0.0	1.0	3.1670868396759033	3.1670868396759033	Epithelial cells	1	31			False						False			1	0
1360	31	0	0	0.0	0.0	0.0798059031367302		Myeloid cells	7	31	0.8571428571428573	0.013697326615325618	True	0.8411866530412216	0.8986669249960799				False			1	2
1361	31	31	0	1.0	0.0	0.06462254375219345		T/NK cells	1	31			False						False			1	0
1362	31	0	31	0.0	1.0	2.507798433303833	2.507798433303833	Epithelial cells	1	31			False						False			1	0
1363	31	31	0	1.0	0.0	0.10173854976892471		T/NK cells	1	31			False						False			1	0
1364	31	31	0	1.0	0.0	0.05310222506523132		T/NK cells	1	31			False						False			1	0
1365	31	31	0	1.0	0.0	0.09973765909671783		T/NK cells	1	31			False						False			1	0
1366	31	0	31	0.0	1.0	2.3792238235473633	2.3792238235473633	Epithelial cells	1	31			False						False			1	0
1367	31	4	25	0.12903225806451613	0.8064516129032258	0.9850248694419861	1.0808814764022827	Epithelial cells	3	31			False						False			1	1
1368	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False						False			2	1
1369	31	0	26	0.0	0.8387096774193549	1.5258145332336426	1.6065943241119385	Epithelial cells	1	31			False						False			1	0
1370	31	0	30	0.0	0.967741935483871	1.6603786945343018	1.7157247066497803	Epithelial cells	1	31			False						False			1	0
1371	31	31	0	1.0	0.0	0.0306179728358984		T/NK cells	1	31			False						False			1	0
1372	31	0	31	0.0	1.0	2.7813363075256348	2.7813363075256348	Epithelial cells	1	31			False						False			1	0
1373	31	0	26	0.0	0.8387096774193549	1.4890042543411255	1.4193161725997925	Epithelial cells	1	31			False						False			1	0
1374	31	0	29	0.0	0.9354838709677419	1.5157387256622314	1.4646466970443726	Epithelial cells	1	31			False						False			1	0
1375	31	31	0	1.0	0.0	0.06463592499494553		T/NK cells	1	31			False						False			1	0
1376	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1377	31	0	31	0.0	1.0	2.460437059402466	2.460437059402466	Epithelial cells	1	31			False						False			1	0
1378	31	7	5	0.22580645161290322	0.16129032258064516	0.0	0.0	Epithelial cells	2	31			False						False			1	0
1379	31	0	0	0.0	0.0	0.06418630480766296		B/Plasma cells	1	31			False						False			1	0
1380	31	31	0	1.0	0.0	0.07221661508083344		T/NK cells	1	31			False						False			1	0
1381	31	0	26	0.0	0.8387096774193549	2.3767762184143066	2.2573981285095215	Epithelial cells	1	31			False						False			1	0
1382	31	0	0	0.0	0.0	0.02810787782073021		Myeloid cells	1	31			False						False			1	0
1383	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1384	31	31	0	1.0	0.0	0.24047549068927765		T/NK cells	1	31			False						False			1	0
1385	31	0	31	0.0	1.0	2.602673053741455	2.602673053741455	Epithelial cells	1	31			False						False			1	0
1386	31	0	26	0.0	0.8387096774193549	1.195892095565796	1.233394742012024	Epithelial cells	1	31			False						False			1	0
1387	31	0	26	0.0	0.8387096774193549	1.7193806171417236	1.7204339504241943	Epithelial cells	1	31			False						False			1	0
1388	31	31	0	1.0	0.0	0.12459202110767365		T/NK cells	1	31			False						False			1	0
1389	31	31	0	1.0	0.0	0.07553745806217194		T/NK cells	1	31			False						False			1	0
1390	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1391	31	31	0	1.0	0.0	0.03579569607973099		T/NK cells	1	31			False						False			1	0
1392	31	31	0	1.0	0.0	0.033871520310640335		T/NK cells	1	31			False						False			1	0
1393	31	31	0	1.0	0.0	0.03308549523353577		T/NK cells	1	31			False						False			1	0
1394	31	0	21	0.0	0.6774193548387096	2.42096209526062	2.381303310394287	Epithelial cells	1	31			False						False			1	0
1395	31	30	0	0.967741935483871	0.0	0.10077833384275436		T/NK cells	1	31			False						False			1	0
1396	31	0	30	0.0	0.967741935483871	1.02971351146698	1.0640372037887573	Epithelial cells	1	31			False						False			1	0
1397	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1398	31	0	31	0.0	1.0	2.4669363498687744	2.4669363498687744	Epithelial cells	1	31			False						False			1	0
1399	31	30	0	0.967741935483871	0.0	0.055784307420253754		T/NK cells	1	31			False						False			1	0
1400	31	0	21	0.0	0.6774193548387096	2.429539442062378	2.380887269973755	Epithelial cells	4	31			False						False			1	1
1401	31	0	0	0.0	0.0	0.05339526757597923		Myeloid cells	1	31			False						False			1	0
1402	31	31	0	1.0	0.0	0.19572855532169342		T/NK cells	1	31			False						False			1	0
1403	31	1	28	0.03225806451612903	0.9032258064516129	0.9659325480461121	0.9439349174499512	Epithelial cells	6	31	0.2	0.7040000000000001	True	0.9648089924796812	0.9624091664254047				False			1	1
1404	31	0	31	0.0	1.0	1.8523175716400146	1.8523175716400146	Epithelial cells	1	31			False						False			1	0
1405	31	29	2	0.9354838709677419	0.06451612903225806	0.08992637693881989	0.0	T/NK cells	1	31			False						False			1	0
1406	31	31	0	1.0	0.0	0.06473899632692337		T/NK cells	1	31			False						False			1	0
1407	31	0	31	0.0	1.0	1.148585319519043	1.148585319519043	Epithelial cells	7	31	0.14285714285714288	0.7599453002180927	True	0.9648089924796812	0.9624091664254047				False			1	2
1408	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1409	31	0	31	0.0	1.0	1.0390572547912598	1.0390572547912598	Epithelial cells	5	31	0.39999999999999997	0.5046315754686912	True	0.9648089924796812	0.9551469332637158				False			1	1
1410	31	31	0	1.0	0.0	0.031690143048763275		T/NK cells	1	31			False						False			1	0
1411	31	0	30	0.0	0.967741935483871	1.4016603231430054	1.3673397302627563	Epithelial cells	1	31			False						False			1	0
1412	31	0	0	0.0	0.0	0.06418630480766296		B/Plasma cells	1	31			False						False			1	0
1413	31	0	29	0.0	0.9354838709677419	1.767374873161316	1.8892627954483032	Epithelial cells	1	31			False						False			1	0
1414	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
1415	31	31	0	1.0	0.0	0.03669491037726402		T/NK cells	1	31			False						False			1	0
1416	31	31	0	1.0	0.0	0.052451178431510925		T/NK cells	1	31			False						False			1	0
1417	31	0	31	0.0	1.0	2.2702605724334717	2.2702605724334717	Epithelial cells	1	31			False						False			1	0
1418	31	31	0	1.0	0.0	0.03187677264213562		T/NK cells	1	31			False						False			1	0
1419	31	0	31	0.0	1.0	2.4642081260681152	2.4642081260681152	Epithelial cells	1	31			False						False			1	0
1420	31	0	27	0.0	0.8709677419354839	1.9725996255874634	2.0135021209716797	Epithelial cells	2	31			False						False			2	0
1421	31	0	31	0.0	1.0	2.910372495651245	2.910372495651245	Epithelial cells	1	31			False						False			1	0
1422	31	31	0	1.0	0.0	0.0575009323656559		T/NK cells	1	31			False						False			1	0
1423	31	0	31	0.0	1.0	3.0342860221862793	3.0342860221862793	Epithelial cells	1	31			False						False			1	0
1424	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
1425	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
1426	31	3	26	0.0967741935483871	0.8387096774193549	0.8730148673057556	0.9057588577270508	Epithelial cells	4	31			False						False			1	1
1427	31	27	3	0.8709677419354839	0.0967741935483871	0.15670724213123322	0.9829358458518982	T/NK cells	2	31			False						False			1	1
1428	31	30	1	0.967741935483871	0.03225806451612903	0.2568660080432892	0.0	T/NK cells	1	31			False						False			1	0
1429	31	31	0	1.0	0.0	0.0611238032579422		T/NK cells	1	31			False						False			1	0
1430	31	31	0	1.0	0.0	0.07597953826189041		T/NK cells	1	31			False						False			1	0
1431	31	29	2	0.9354838709677419	0.06451612903225806	0.1710139811038971	0.0	T/NK cells	1	31			False						False			1	0
1432	31	0	31	0.0	1.0	2.4624409675598145	2.4624409675598145	Epithelial cells	1	31			False						False			1	0
1433	31	0	0	0.0	0.0	0.019489504396915436		Myeloid cells	1	31			False						False			1	0
1434	31	31	0	1.0	0.0	0.03187677264213562		T/NK cells	1	31			False						False			1	0
1435	31	31	0	1.0	0.0	0.04244547709822655		T/NK cells	2	31			False						False			1	0
1436	31	31	0	1.0	0.0	0.19055423140525818		T/NK cells	1	31			False						False			1	0
