contrast	filter	variant	method	set_name	thesis_expect	n_genes	effect	effect_name	p_method	p_kind	thesis_match	thesis_p	extra
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	0.4261501794871575	NES	0.994	prerank_gsea_two_sided_absES	True	0.497	ES=0.1772;nperm=2000;leadingEdge_n=2;leading=H2-Q7,Sec24a
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	281	-0.4215403111654454	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1196;nperm=2000;leadingEdge_n=79;leading=Fzr1,Psmb4,Fbxo30,Herc3,Arel1,Fbxo6,Rnf25,Fbxw9
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.0409881452009675	NES	0.4	prerank_gsea_two_sided_absES	False	0.8	ES=-0.4122;nperm=2000;leadingEdge_n=12;leading=Irf7,Trim56,Trim32,Dhx36,Stat6,Uba52rt,Dhx9,Uba52
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.7326768854947556	NES	0.7945	prerank_gsea_two_sided_absES	False	0.60275	ES=-0.3093;nperm=2000;leadingEdge_n=5;leading=Uba52rt,Abce1,Uba52,Irf9,Socs1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	17	-1.513182549138614	NES	0.051	prerank_gsea_two_sided_absES	False	0.9745	ES=-0.6630;nperm=2000;leadingEdge_n=3;leading=Jak2,Socs1,Camk2b
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	45	1.98983244207608	NES	0.0	prerank_gsea_two_sided_absES	False	1.0	ES=0.7225;nperm=2000;leadingEdge_n=11;leading=H2bc24,H2bc8,Bard1,H2bc6,Brca1,H4c9,H2bc4,H2bc12
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.1311232807052567	NES	0.345	prerank_gsea_two_sided_absES	False	0.8275	ES=-0.6182;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	APM_MHC1_CORE	up	15	-1.5357106358896155	NES	0.042	prerank_gsea_two_sided_absES	False	0.979	ES=-0.5761;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	CGAS_STING_CORE	up	4	-0.8488263096099644	NES	0.66	prerank_gsea_two_sided_absES	False	0.6699999999999999	ES=-0.4655;nperm=2000;leadingEdge_n=1;leading=Sting1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	29	-0.6953360341950923	NES	0.898	prerank_gsea_two_sided_absES	False	0.5509999999999999	ES=-0.2228;nperm=2000;leadingEdge_n=4;leading=H2-M3,H2-Q4,Get3,Calr
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.116577546239485	NES	0.2895	prerank_gsea_two_sided_absES	False	0.8552500000000001	ES=-0.3517;nperm=2000;leadingEdge_n=5;leading=Rnf7,Lyplal1,Sting1,Map3k7,Smpdl3a
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	-0.9511152537954233	NES	0.5195	prerank_gsea_two_sided_absES	True	0.25975	ES=-0.2533;nperm=2000;leadingEdge_n=20;leading=Aplf,Aste1,Smarcal1,Parp3,Poll,Polb,Ercc6,Shld2
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	81	-0.8316922257856497	NES	0.796	prerank_gsea_two_sided_absES	False	0.602	ES=-0.2181;nperm=2000;leadingEdge_n=18;leading=Dhx9,Polr3g,Gapdh,Trim56,Cul3,Oas3,Polr3c,Pbld2
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_DNA_REPAIR	down	142	1.0199558908558914	NES	0.4295	prerank_gsea_two_sided_absES	False	0.78525	ES=0.2404;nperm=2000;leadingEdge_n=51;leading=Sdcbp,Nt5c,Rad51,Xpc,Nme1,Pcna,Ada,Lig1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	82	-1.1377778923221784	NES	0.221	prerank_gsea_two_sided_absES	False	0.8895	ES=-0.2981;nperm=2000;leadingEdge_n=19;leading=Mvb12a,Ube2l6,Csf1,Herc6,Uba7,Isg20,Irf9,Slc25a28
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	142	-1.4637128887566677	NES	0.0055	prerank_gsea_two_sided_absES	False	0.99725	ES=-0.3539;nperm=2000;leadingEdge_n=26;leading=Sri,Tdrd7,Plscr1,Txnip,Nampt,Rtp4,Sspn,Socs1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	IFN_ISG_COMPACT	up	28	-0.7613933879087076	NES	0.803	prerank_gsea_two_sided_absES	False	0.5985	ES=-0.2524;nperm=2000;leadingEdge_n=6;leading=Herc6,Oas3,Irf9,Mx2,Samd9l,Trim30a
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	NHEJ_CORE	down	6	0.5774112606448631	NES	0.9215	prerank_gsea_two_sided_absES	False	0.53925	ES=0.2825;nperm=2000;leadingEdge_n=1;leading=Xrcc6
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	NHEJ_PLUS_POL	down	10	1.1644702227484114	NES	0.2755	prerank_gsea_two_sided_absES	False	0.86225	ES=0.4885;nperm=2000;leadingEdge_n=3;leading=Polm,Xrcc6,Dclre1c
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.9801869204565888	NES	0.481	prerank_gsea_two_sided_absES	False	0.7595000000000001	ES=-0.3427;nperm=2000;leadingEdge_n=8;leading=Tap2,Sec24c,Erap1,Sec23a,H2-M3,Sec24b,Sec24d,Calr
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	281	-1.0849298540746286	NES	0.2205	prerank_gsea_two_sided_absES	False	0.88975	ES=-0.2396;nperm=2000;leadingEdge_n=69;leading=Thop1,Znrf2,Fbxw4,Mkrn1,Ube2l6,Fbxo6,Herc6,Rnf41
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.4357223776019472	NES	0.0505	prerank_gsea_two_sided_absES	False	0.97475	ES=-0.4612;nperm=2000;leadingEdge_n=11;leading=Trim32,Dhx9,Stat6,Trim56,Dhx36,Uba52rt,Uba52,Dtx4
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-1.0004875716013515	NES	0.4265	prerank_gsea_two_sided_absES	False	0.7867500000000001	ES=-0.3579;nperm=2000;leadingEdge_n=5;leading=Irf9,Abce1,Socs1,Uba52rt,Uba52
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_INTERFERON_GAMMA_SIGNALING	up	17	-1.2838507369027923	NES	0.161	prerank_gsea_two_sided_absES	False	0.9195	ES=-0.4688;nperm=2000;leadingEdge_n=5;leading=Ifngr1,Camk2b,Socs1,Jak2,Ybx1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	45	1.6888234775775577	NES	0.0075	prerank_gsea_two_sided_absES	False	0.99625	ES=0.4874;nperm=2000;leadingEdge_n=18;leading=H2bc4,Polm,H2bc8,H2bc6,Bard1,H2ax,Herc2,Brca1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.2057405100163567	NES	0.2515	prerank_gsea_two_sided_absES	False	0.87425	ES=-0.5879;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	APM_MHC1_CORE	up	15	-1.4292859480587063	NES	0.081	prerank_gsea_two_sided_absES	False	0.9595	ES=-0.6279;nperm=2000;leadingEdge_n=1;leading=Psmb8
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	CGAS_STING_CORE	up	4	-0.8579055421123443	NES	0.651	prerank_gsea_two_sided_absES	False	0.6745	ES=-0.5154;nperm=2000;leadingEdge_n=1;leading=Sting1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	29	0.5975991851630538	NES	0.9765	prerank_gsea_two_sided_absES	True	0.48825	ES=0.2252;nperm=2000;leadingEdge_n=2;leading=H2-T24,H2-Q6
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-0.8547002230767594	NES	0.686	prerank_gsea_two_sided_absES	False	0.657	ES=-0.3171;nperm=2000;leadingEdge_n=4;leading=Irgm2,Lyplal1,Smpdl3a,Sting1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	-0.7683962295434044	NES	0.8785	prerank_gsea_two_sided_absES	True	0.43925	ES=-0.2490;nperm=2000;leadingEdge_n=25;leading=Epc1,Kat5,Nhej1,Helq,Pot1b,Poll,Aplf,Smarcal1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	81	-1.1173725182293968	NES	0.25	prerank_gsea_two_sided_absES	False	0.875	ES=-0.3535;nperm=2000;leadingEdge_n=8;leading=Arrdc4,Gapdhrt,Oas1c,Sting1,Pbld2,Oas3,Oas1g,Syk
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_DNA_REPAIR	down	142	-0.6384959432033073	NES	0.9985	prerank_gsea_two_sided_absES	True	0.49925	ES=-0.1888;nperm=2000;leadingEdge_n=5;leading=Ak1,Pde4b,Rev3l,Bcam,Nme4
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	82	-1.4535113608616255	NES	0.014	prerank_gsea_two_sided_absES	False	0.993	ES=-0.4642;nperm=2000;leadingEdge_n=19;leading=Ifih1,Trim12c,Uba7,Csf1,Ube2l6,Irf9,Cd47,Herc6
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	142	-1.3397658501275664	NES	0.0325	prerank_gsea_two_sided_absES	False	0.98375	ES=-0.3971;nperm=2000;leadingEdge_n=32;leading=Il18bp,Ifih1,Xaf1,Ube2l6,Casp7,Isoc1,Nfkbia,Irf9
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	IFN_ISG_COMPACT	up	28	-1.370710429407379	NES	0.0845	prerank_gsea_two_sided_absES	False	0.95775	ES=-0.5304;nperm=2000;leadingEdge_n=10;leading=Ifih1,Xaf1,Irf9,Herc6,Samd9l,Ifit3,Oasl2,Oas3
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	NHEJ_CORE	down	6	0.5553752719628123	NES	0.93	prerank_gsea_two_sided_absES	False	0.5349999999999999	ES=0.2944;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc4,Xrcc5,Lig4,Prkdc,Nhej1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	NHEJ_PLUS_POL	down	10	0.8272230854888316	NES	0.705	prerank_gsea_two_sided_absES	False	0.6475	ES=0.3947;nperm=2000;leadingEdge_n=2;leading=Polm,Dclre1c
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.4450028391665384	NES	0.992	prerank_gsea_two_sided_absES	False	0.504	ES=-0.1835;nperm=2000;leadingEdge_n=7;leading=Erap1,Sec23a,Tap2,Sec24b,Sec24d,H2-M3,Calr
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	281	-0.550283382849003	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1506;nperm=2000;leadingEdge_n=87;leading=Ube2n,Psmd1,Anapc10,Psmb4,Hace1,Traip,Fzr1,Kctd6
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.0976906341886066	NES	0.297	prerank_gsea_two_sided_absES	False	0.8515	ES=-0.4212;nperm=2000;leadingEdge_n=12;leading=Trim56,Irf7,Trim32,Dhx36,Stat6,Uba52rt,Uba52,Dhx9
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.6821666508972949	NES	0.878	prerank_gsea_two_sided_absES	False	0.5609999999999999	ES=-0.2862;nperm=2000;leadingEdge_n=5;leading=Uba52rt,Abce1,Uba52,Irf9,Socs1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	17	-1.2953508106836156	NES	0.156	prerank_gsea_two_sided_absES	False	0.922	ES=-0.5551;nperm=2000;leadingEdge_n=4;leading=Ybx1,Jak2,Socs1,Camk2b
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	45	2.1305498862140873	NES	0.0	prerank_gsea_two_sided_absES	False	1.0	ES=0.7343;nperm=2000;leadingEdge_n=9;leading=Brca1,H2bc8,H2bc6,Bard1,H4c9,H2bc4,H4c14,H2bc12
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.1287328313988074	NES	0.356	prerank_gsea_two_sided_absES	False	0.8220000000000001	ES=-0.6082;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	APM_MHC1_CORE	up	15	-1.4661488759079124	NES	0.069	prerank_gsea_two_sided_absES	False	0.9655	ES=-0.5449;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	CGAS_STING_CORE	up	4	-0.9149613320218049	NES	0.59	prerank_gsea_two_sided_absES	False	0.7050000000000001	ES=-0.4972;nperm=2000;leadingEdge_n=1;leading=Sting1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	29	-0.7686827153407159	NES	0.8165	prerank_gsea_two_sided_absES	False	0.59175	ES=-0.2405;nperm=2000;leadingEdge_n=4;leading=H2-Q4,H2-M3,Get3,Calr
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.2612594523924259	NES	0.1405	prerank_gsea_two_sided_absES	False	0.92975	ES=-0.3879;nperm=2000;leadingEdge_n=6;leading=Irgm2,Rnf7,Map3k7,Sting1,Lyplal1,Smpdl3a
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	-0.9755642982964952	NES	0.4545	prerank_gsea_two_sided_absES	True	0.22725	ES=-0.2540;nperm=2000;leadingEdge_n=19;leading=Smarcal1,Poll,Aste1,Parp3,Polb,Shld2,Ercc6,Hmga2
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	81	-0.9286290572314042	NES	0.557	prerank_gsea_two_sided_absES	False	0.7215	ES=-0.2392;nperm=2000;leadingEdge_n=27;leading=Ifih1,Zc3hav1,Traf3,Tlr4,Xaf1,Gapdhrt,Tlr2,Polr3b
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	HALLMARK_DNA_REPAIR	down	142	0.940249655746342	NES	0.6585	prerank_gsea_two_sided_absES	False	0.67075	ES=0.2121;nperm=2000;leadingEdge_n=47;leading=Sdcbp,Nt5c,Usp11,Xpc,Nme1,Ada,Pcna,Rad51
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	82	-1.3754286115340142	NES	0.035	prerank_gsea_two_sided_absES	False	0.9825	ES=-0.3487;nperm=2000;leadingEdge_n=20;leading=Isg20,Csf1,Irf9,Uba7,Mx2,Slc25a28,Herc6,Ube2l6
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	142	-1.61891622157681	NES	0.002	prerank_gsea_two_sided_absES	False	0.999	ES=-0.3833;nperm=2000;leadingEdge_n=34;leading=Irf9,Tnfaip2,Mx2,Gch1,Slc25a28,Herc6,Ube2l6,Ddx60
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	IFN_ISG_COMPACT	up	28	-0.8400556718152916	NES	0.693	prerank_gsea_two_sided_absES	False	0.6535	ES=-0.2696;nperm=2000;leadingEdge_n=6;leading=Irf9,Mx2,Herc6,Oas3,Samd9l,Trim30a
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	NHEJ_CORE	down	6	0.6946566703746943	NES	0.8395	prerank_gsea_two_sided_absES	False	0.5802499999999999	ES=0.3329;nperm=2000;leadingEdge_n=1;leading=Xrcc6
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	NHEJ_PLUS_POL	down	10	1.2885547613116843	NES	0.215	prerank_gsea_two_sided_absES	False	0.8925	ES=0.5115;nperm=2000;leadingEdge_n=3;leading=Polm,Xrcc6,Dclre1c
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-1.002639025084913	NES	0.4345	prerank_gsea_two_sided_absES	False	0.7827500000000001	ES=-0.3434;nperm=2000;leadingEdge_n=4;leading=Sec24b,H2-M3,Sec24d,Calr
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	281	-1.1354749352810773	NES	0.127	prerank_gsea_two_sided_absES	False	0.9365	ES=-0.2449;nperm=2000;leadingEdge_n=71;leading=Mkrn1,Thop1,Cul3,Rnf25,Rnf41,Fbxw4,Fbxl8,Fbxl4
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.5087812856626277	NES	0.026	prerank_gsea_two_sided_absES	False	0.987	ES=-0.4697;nperm=2000;leadingEdge_n=11;leading=Trim32,Trim56,Dhx9,Stat6,Dhx36,Uba52rt,Uba52,Dtx4
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-1.0048877570964703	NES	0.418	prerank_gsea_two_sided_absES	False	0.791	ES=-0.3491;nperm=2000;leadingEdge_n=5;leading=Irf9,Abce1,Socs1,Uba52rt,Uba52
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	REACTOME_INTERFERON_GAMMA_SIGNALING	up	17	-1.2329371029746738	NES	0.183	prerank_gsea_two_sided_absES	False	0.9085	ES=-0.4486;nperm=2000;leadingEdge_n=9;leading=Prkcd,Ptpn6,Ptpn2,Sumo1,Camk2b,Ifngr1,Socs1,Jak2
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	45	1.8327774275338322	NES	0.0015	prerank_gsea_two_sided_absES	False	0.99925	ES=0.5041;nperm=2000;leadingEdge_n=19;leading=H2bc4,Polm,H2bc6,H2bc8,Bard1,H4c9,Herc2,Brca1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:limma_t	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.2095620847150401	NES	0.253	prerank_gsea_two_sided_absES	False	0.8734999999999999	ES=-0.5906;nperm=2000;leadingEdge_n=3;leading=Stat6,Dtx4,Sting1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	APM_MHC1_CORE	up	15	-1.2955323952505455	NES	0.152	prerank_gsea_two_sided_absES	False	0.924	ES=-0.5398;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	CGAS_STING_CORE	up	4	0.7464572132203657	NES	0.7825	prerank_gsea_two_sided_absES	True	0.39125	ES=0.4127;nperm=2000;leadingEdge_n=1;leading=Cgas
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	29	-0.7562812196364328	NES	0.766	prerank_gsea_two_sided_absES	False	0.617	ES=-0.2710;nperm=2000;leadingEdge_n=3;leading=Get3,Calr,H2-Q4
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.2882930131589487	NES	0.1365	prerank_gsea_two_sided_absES	False	0.93175	ES=-0.4469;nperm=2000;leadingEdge_n=7;leading=Trim56,Kat5,Sting1,Lyplal1,Map3k7,Rnf7,Smpdl3a
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	-0.8881879153978298	NES	0.5815	prerank_gsea_two_sided_absES	True	0.29075	ES=-0.2667;nperm=2000;leadingEdge_n=18;leading=Ercc6,Poll,Helq,Aste1,Shld2,Polb,Cyren,Hmces
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	81	-0.6534992377544767	NES	0.964	prerank_gsea_two_sided_absES	False	0.518	ES=-0.1947;nperm=2000;leadingEdge_n=15;leading=Oas3,Dhx9,Riok3,Polr3c,Oas1g,Ikbke,Oas1c,Pbld2
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_DNA_REPAIR	down	142	-0.9160795788931216	NES	0.5655	prerank_gsea_two_sided_absES	True	0.28275	ES=-0.2518;nperm=2000;leadingEdge_n=20;leading=Polb,Rnmt,Tarbp2,Rad52,Polr3gl,Polr2c,Taf6,Gtf2b
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	82	-1.0708611337363478	NES	0.276	prerank_gsea_two_sided_absES	False	0.862	ES=-0.3169;nperm=2000;leadingEdge_n=19;leading=Herc6,Irf9,Tdrd7,Ube2l6,Mvb12a,Txnip,Ncoa7,Psma3
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	142	-1.3980119036067125	NES	0.033	prerank_gsea_two_sided_absES	False	0.9835	ES=-0.3855;nperm=2000;leadingEdge_n=35;leading=Herc6,Irf9,Tdrd7,Ube2l6,Oas3,Pim1,Socs1,Txnip
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	IFN_ISG_COMPACT	up	28	-0.8176886193255305	NES	0.6645	prerank_gsea_two_sided_absES	False	0.6677500000000001	ES=-0.2993;nperm=2000;leadingEdge_n=6;leading=Herc6,Irf9,Oas3,Samd9l,Mx2,Trim30a
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	NHEJ_CORE	down	6	0.6779610431387912	NES	0.8435	prerank_gsea_two_sided_absES	False	0.5782499999999999	ES=0.3381;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc4,Lig4,Xrcc5,Prkdc,Nhej1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	NHEJ_PLUS_POL	down	10	1.070057417313901	NES	0.4125	prerank_gsea_two_sided_absES	False	0.79375	ES=0.4678;nperm=2000;leadingEdge_n=3;leading=Polm,Xrcc6,Dclre1c
