contrast	filter	variant	method	set_name	thesis_expect	n_genes	effect	effect_name	p_method	p_kind	thesis_match	thesis_p	extra
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	0.7367583628920124	NES	0.8895	prerank_gsea_two_sided_absES	True	0.44475	ES=0.2478;nperm=2000;leadingEdge_n=7;leading=Ptpn22,Cgas,Trim65,Ticam1,Usp22,Kpna2,Dhx58
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_DNA_REPAIR	down	142	-0.7743660569607428	NES	0.9575	prerank_gsea_two_sided_absES	True	0.47875	ES=-0.2250;nperm=2000;leadingEdge_n=5;leading=Ak1,Rev3l,Pde4b,Bcam,Nme4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	79	-1.2072357743351292	NES	0.229	prerank_gsea_two_sided_absES	False	0.8855	ES=-0.3872;nperm=2000;leadingEdge_n=12;leading=Cd47,Ifih1,Herc6,Samd9l,Txnip,Casp1,Ncoa7,Ddx60
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.1499008441340486	NES	0.2725	prerank_gsea_two_sided_absES	False	0.86375	ES=-0.3350;nperm=2000;leadingEdge_n=24;leading=Nfkbia,Isoc1,Casp7,Ifih1,Herc6,Nfkb1,Sspn,Samd9l
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	IFN_ISG_COMPACT	up	25	-1.4292417948140181	NES	0.1045	prerank_gsea_two_sided_absES	False	0.94775	ES=-0.5652;nperm=2000;leadingEdge_n=5;leading=Ifih1,Herc6,Samd9l,Oas3,Trim30a
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	NHEJ_CORE	down	6	-0.4862582108087581	NES	0.9645	prerank_gsea_two_sided_absES	True	0.48225	ES=-0.2587;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Lig4,Xrcc5,Xrcc4,Prkdc,Nhej1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	NHEJ_PLUS_POL	down	10	0.7754256949203224	NES	0.7075	prerank_gsea_two_sided_absES	False	0.64625	ES=0.3818;nperm=2000;leadingEdge_n=3;leading=Polm,Dclre1c,Xrcc6
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.45092392236499035	NES	0.9865	prerank_gsea_two_sided_absES	False	0.50675	ES=-0.1846;nperm=2000;leadingEdge_n=7;leading=Sec24c,Sec24b,Tap2,Sec23a,Sec24d,H2-M3,Calr
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	278	0.46631070388297635	NES	1.0	prerank_gsea_two_sided_absES	True	0.5	ES=0.1347;nperm=2000;leadingEdge_n=43;leading=Lrr1,Ube2c,Ccnf,Traip,Cdc20,Sec24a,Fbxl3,Glmn
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.1414456453092656	NES	0.3335	prerank_gsea_two_sided_absES	False	0.83325	ES=-0.4295;nperm=2000;leadingEdge_n=12;leading=Trim56,Dhx36,Trim32,Stat6,Irf7,Uba52rt,Uba52,Dhx9
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.5516113339088888	NES	0.9645	prerank_gsea_two_sided_absES	False	0.5177499999999999	ES=-0.2261;nperm=2000;leadingEdge_n=5;leading=Abce1,Uba52rt,Uba52,Irf9,Socs1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-0.9188775196834038	NES	0.5855	prerank_gsea_two_sided_absES	False	0.7072499999999999	ES=-0.3927;nperm=2000;leadingEdge_n=3;leading=Ybx1,Jak2,Socs1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	1.9609818372121908	NES	0.0005	prerank_gsea_two_sided_absES	False	0.99975	ES=0.7302;nperm=2000;leadingEdge_n=9;leading=H2bc12,H2bc6,H2bc8,Bard1,H2bc4,Brca1,H2ax,H4c14
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.247053398953444	NES	0.2515	prerank_gsea_two_sided_absES	False	0.87425	ES=-0.6722;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	APM_MHC1_CORE	up	15	-1.7689242256936972	NES	0.0105	prerank_gsea_two_sided_absES	False	0.99475	ES=-0.6458;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	CGAS_STING_CORE	up	4	-0.9512308065528245	NES	0.5575	prerank_gsea_two_sided_absES	False	0.72125	ES=-0.5214;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-0.856159888957712	NES	0.654	prerank_gsea_two_sided_absES	False	0.673	ES=-0.2768;nperm=2000;leadingEdge_n=4;leading=H2-M3,H2-Q4,Get3,Calr
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.2114196468308118	NES	0.2005	prerank_gsea_two_sided_absES	False	0.89975	ES=-0.3728;nperm=2000;leadingEdge_n=7;leading=Kat5,Irgm2,Rnf7,Lyplal1,Sting1,Map3k7,Smpdl3a
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-0.7628928320244035	NES	0.8985	prerank_gsea_two_sided_absES	True	0.44925	ES=-0.1989;nperm=2000;leadingEdge_n=18;leading=Aste1,Polb,Helq,Pot1b,Shld1,Cyren,Poll,Hmga2
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-0.8147311796159727	NES	0.832	prerank_gsea_two_sided_absES	False	0.5840000000000001	ES=-0.2126;nperm=2000;leadingEdge_n=20;leading=Ifih1,Polr3g,Dhx9,Cul3,Trim56,Traf3,Gapdh,Pbld2
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_DNA_REPAIR	down	142	0.9691094513958882	NES	0.533	prerank_gsea_two_sided_absES	False	0.7335	ES=0.2273;nperm=2000;leadingEdge_n=37;leading=Usp11,Sdcbp,Nt5c,Nme1,Pcna,Rad51,Xpc,Adcy6
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	79	-1.040211551364984	NES	0.357	prerank_gsea_two_sided_absES	False	0.8215	ES=-0.2710;nperm=2000;leadingEdge_n=26;leading=Irf7,Trim12c,Ncoa7,Psma3,Csf1,Ddx60,Mov10,Ifih1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.3570489193302953	NES	0.03	prerank_gsea_two_sided_absES	False	0.985	ES=-0.3233;nperm=2000;leadingEdge_n=27;leading=Sri,Tdrd7,Plscr1,Slc25a28,Nampt,Socs1,Txnip,Rtp4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	IFN_ISG_COMPACT	up	25	-0.7062279710871726	NES	0.8795	prerank_gsea_two_sided_absES	False	0.56025	ES=-0.2315;nperm=2000;leadingEdge_n=7;leading=Irf7,Ifih1,Irf9,Herc6,Oas3,Samd9l,Trim30a
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	NHEJ_CORE	down	6	0.6679181742491362	NES	0.8495	prerank_gsea_two_sided_absES	False	0.57525	ES=0.3189;nperm=2000;leadingEdge_n=1;leading=Xrcc6
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	NHEJ_PLUS_POL	down	10	1.183945271917503	NES	0.272	prerank_gsea_two_sided_absES	False	0.864	ES=0.4917;nperm=2000;leadingEdge_n=1;leading=Polm
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-1.1030913664346758	NES	0.326	prerank_gsea_two_sided_absES	False	0.837	ES=-0.3756;nperm=2000;leadingEdge_n=7;leading=Tap2,Sec24c,Sec24b,Sec23a,H2-M3,Sec24d,Calr
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	278	-1.1076137053301713	NES	0.1725	prerank_gsea_two_sided_absES	False	0.9137500000000001	ES=-0.2424;nperm=2000;leadingEdge_n=75;leading=Cul3,Fbxw7,Ube2l6,Mkrn1,Thop1,Trip12,Ube2j1,Uba7
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.3763364078406033	NES	0.0825	prerank_gsea_two_sided_absES	False	0.95875	ES=-0.4309;nperm=2000;leadingEdge_n=11;leading=Dhx9,Stat6,Trim56,Trim32,Dhx36,Uba52rt,Uba52,Dtx4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.688856935992979	NES	0.888	prerank_gsea_two_sided_absES	False	0.556	ES=-0.2401;nperm=2000;leadingEdge_n=6;leading=Tyk2,Irf9,Abce1,Socs1,Uba52rt,Uba52
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.1107177108630135	NES	0.3125	prerank_gsea_two_sided_absES	False	0.84375	ES=-0.4103;nperm=2000;leadingEdge_n=4;leading=Ifngr1,Socs1,Jak2,Ybx1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	1.5453105335384205	NES	0.0225	prerank_gsea_two_sided_absES	False	0.98875	ES=0.4554;nperm=2000;leadingEdge_n=19;leading=H2bc4,Polm,H2bc6,H2bc8,H2bc12,Bard1,H2ax,Herc2
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.3010619256605536	NES	0.1635	prerank_gsea_two_sided_absES	False	0.91825	ES=-0.6320;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	APM_MHC1_CORE	up	15	-1.4789681684506735	NES	0.0615	prerank_gsea_two_sided_absES	False	0.96925	ES=-0.6548;nperm=2000;leadingEdge_n=1;leading=Psmb8
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	CGAS_STING_CORE	up	4	-0.9284872222981447	NES	0.5835	prerank_gsea_two_sided_absES	False	0.70825	ES=-0.5431;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-0.4922982760313741	NES	0.9905	prerank_gsea_two_sided_absES	False	0.50475	ES=-0.1932;nperm=2000;leadingEdge_n=6;leading=Get3,Mr1,H2-M3,Ulbp1,Calr,H2-Q4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-0.8955920868062175	NES	0.6145	prerank_gsea_two_sided_absES	False	0.69275	ES=-0.3337;nperm=2000;leadingEdge_n=4;leading=Irgm2,Lyplal1,Smpdl3a,Sting1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	0.5136319299923944	NES	0.9985	prerank_gsea_two_sided_absES	False	0.50075	ES=0.1650;nperm=2000;leadingEdge_n=23;leading=Plk1,Aunip,Polm,Lig1,Pola1,Polq,Dclre1c,Rnf169
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-0.9767907903795948	NES	0.4875	prerank_gsea_two_sided_absES	False	0.75625	ES=-0.3124;nperm=2000;leadingEdge_n=12;leading=Ikbke,Xaf1,Map3k7,Ifih1,Plcg2,Arrdc4,Gapdhrt,Oas1c
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_DNA_REPAIR	down	142	-0.6991889895256131	NES	0.9895	prerank_gsea_two_sided_absES	True	0.49475	ES=-0.2034;nperm=2000;leadingEdge_n=7;leading=Ell,Polr3gl,Ak1,Pde4b,Rev3l,Bcam,Nme4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	79	-1.2951736320323877	NES	0.0845	prerank_gsea_two_sided_absES	False	0.95775	ES=-0.4191;nperm=2000;leadingEdge_n=16;leading=Uba7,Ube2l6,Trim12c,Ifih1,Cd47,Samd9l,Herc6,Casp1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.3183548606585627	NES	0.052	prerank_gsea_two_sided_absES	False	0.974	ES=-0.3893;nperm=2000;leadingEdge_n=27;leading=Nfkbia,Isoc1,Casp7,Ifih1,Samd9l,Nfkb1,Sspn,Socs1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	IFN_ISG_COMPACT	up	25	-1.5985316975291468	NES	0.022	prerank_gsea_two_sided_absES	False	0.989	ES=-0.6304;nperm=2000;leadingEdge_n=10;leading=Rsad2,Irf9,Xaf1,Ifih1,Samd9l,Herc6,Oasl2,Ifit3
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	NHEJ_CORE	down	6	0.5807462489346091	NES	0.893	prerank_gsea_two_sided_absES	False	0.5535	ES=0.3115;nperm=2000;leadingEdge_n=2;leading=Xrcc6,Lig4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	NHEJ_PLUS_POL	down	10	0.9204665006629287	NES	0.572	prerank_gsea_two_sided_absES	False	0.714	ES=0.4317;nperm=2000;leadingEdge_n=4;leading=Polm,Dclre1c,Xrcc6,Lig4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.5464052148459478	NES	0.9725	prerank_gsea_two_sided_absES	False	0.5137499999999999	ES=-0.2251;nperm=2000;leadingEdge_n=7;leading=Sec24c,Sec24b,Sec23a,Tap2,Sec24d,H2-M3,Calr
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	278	-0.5897950494172262	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1606;nperm=2000;leadingEdge_n=79;leading=Ube2d3,Hace1,Fzr1,Psmd3,Klhl5,Wwp1,Psmb10,Fbxo6
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.0980718030672514	NES	0.3115	prerank_gsea_two_sided_absES	False	0.84425	ES=-0.4209;nperm=2000;leadingEdge_n=12;leading=Trim56,Dhx36,Trim32,Stat6,Uba52rt,Uba52,Irf7,Dhx9
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.5758969898430271	NES	0.9415	prerank_gsea_two_sided_absES	False	0.52925	ES=-0.2412;nperm=2000;leadingEdge_n=7;leading=Ptpn6,Tyk2,Abce1,Uba52rt,Uba52,Irf9,Socs1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-0.8490256987442659	NES	0.64	prerank_gsea_two_sided_absES	False	0.6799999999999999	ES=-0.3730;nperm=2000;leadingEdge_n=3;leading=Ybx1,Socs1,Jak2
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	2.0590725213544125	NES	0.0	prerank_gsea_two_sided_absES	False	1.0	ES=0.7300;nperm=2000;leadingEdge_n=9;leading=H2bc6,Brca1,Bard1,H2bc8,H2bc12,H2bc4,H4c14,H2ax
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.2234725637374217	NES	0.2505	prerank_gsea_two_sided_absES	False	0.87475	ES=-0.6599;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	APM_MHC1_CORE	up	15	-1.6996592416263547	NES	0.0095	prerank_gsea_two_sided_absES	False	0.99525	ES=-0.6359;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	CGAS_STING_CORE	up	4	-1.065120604436879	NES	0.4105	prerank_gsea_two_sided_absES	False	0.7947500000000001	ES=-0.5757;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-0.980829420894717	NES	0.439	prerank_gsea_two_sided_absES	False	0.7805	ES=-0.3101;nperm=2000;leadingEdge_n=4;leading=H2-M3,Get3,H2-Q4,Calr
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.2854274214767738	NES	0.105	prerank_gsea_two_sided_absES	False	0.9475	ES=-0.3976;nperm=2000;leadingEdge_n=6;leading=Rnf7,Irgm2,Lyplal1,Map3k7,Sting1,Smpdl3a
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-0.8098419472502705	NES	0.795	prerank_gsea_two_sided_absES	True	0.3975	ES=-0.2110;nperm=2000;leadingEdge_n=18;leading=Polb,Helq,Shld1,Pot1b,Aste1,Cyren,Poll,Hmga2
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-0.9490480402863722	NES	0.5025	prerank_gsea_two_sided_absES	False	0.74875	ES=-0.2457;nperm=2000;leadingEdge_n=25;leading=Xaf1,Gapdhrt,Irf7,Ifih1,Tlr2,Cul3,Polr3g,Trim56
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	HALLMARK_DNA_REPAIR	down	142	0.9904347304652871	NES	0.577	prerank_gsea_two_sided_absES	False	0.7115	ES=0.2175;nperm=2000;leadingEdge_n=31;leading=Sdcbp,Usp11,Nt5c,Nme1,Pcna,Xpc,Adcy6,Ada
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	79	-1.3194857090117083	NES	0.054	prerank_gsea_two_sided_absES	False	0.973	ES=-0.3384;nperm=2000;leadingEdge_n=23;leading=Trim12c,Irf9,Csf1,Rnf31,Mvb12a,Uba7,Isg20,Ifit3
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.572804060919218	NES	0.001	prerank_gsea_two_sided_absES	False	0.9995	ES=-0.3669;nperm=2000;leadingEdge_n=34;leading=Ifit3,Tnfaip2,Ube2l6,Socs1,Plscr1,Sri,Tdrd7,Herc6
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	IFN_ISG_COMPACT	up	25	-1.0071435244610023	NES	0.425	prerank_gsea_two_sided_absES	False	0.7875	ES=-0.3233;nperm=2000;leadingEdge_n=10;leading=Xaf1,Irf7,Oasl2,Ifih1,Irf9,Ifit3,Herc6,Oas3
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	NHEJ_CORE	down	6	0.7360530152038262	NES	0.8055	prerank_gsea_two_sided_absES	False	0.5972500000000001	ES=0.3406;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Lig4,Xrcc5,Prkdc,Xrcc4,Nhej1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	NHEJ_PLUS_POL	down	10	1.1773089400065841	NES	0.268	prerank_gsea_two_sided_absES	False	0.866	ES=0.4771;nperm=2000;leadingEdge_n=1;leading=Polm
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-1.2137727823382534	NES	0.188	prerank_gsea_two_sided_absES	False	0.906	ES=-0.4103;nperm=2000;leadingEdge_n=7;leading=Sec24c,Tap2,Sec24b,Sec23a,Sec24d,H2-M3,Calr
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	278	-1.1020024945107485	NES	0.174	prerank_gsea_two_sided_absES	False	0.913	ES=-0.2381;nperm=2000;leadingEdge_n=67;leading=Ube2j1,Fbxw4,Rnf115,Herc4,Sec23a,Arel1,Fbxo6,Kbtbd8
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.4003137264480727	NES	0.06	prerank_gsea_two_sided_absES	False	0.97	ES=-0.4315;nperm=2000;leadingEdge_n=11;leading=Trim56,Dhx9,Stat6,Trim32,Dhx36,Uba52rt,Uba52,Dtx4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.7756146299235084	NES	0.768	prerank_gsea_two_sided_absES	False	0.616	ES=-0.2643;nperm=2000;leadingEdge_n=6;leading=Tyk2,Irf9,Abce1,Socs1,Uba52rt,Uba52
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.1813587225322961	NES	0.2375	prerank_gsea_two_sided_absES	False	0.88125	ES=-0.4261;nperm=2000;leadingEdge_n=8;leading=Prkcd,Sumo1,Ptpn6,Ptpn2,Ifngr1,Socs1,Jak2,Ybx1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	1.5818260658217231	NES	0.02	prerank_gsea_two_sided_absES	False	0.99	ES=0.4363;nperm=2000;leadingEdge_n=17;leading=H2bc4,Polm,H2bc6,H2bc8,H2bc12,Herc2,Bard1,H2ax
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:limma_t	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.3089779634230474	NES	0.153	prerank_gsea_two_sided_absES	False	0.9235	ES=-0.6369;nperm=2000;leadingEdge_n=2;leading=Dtx4,Sting1
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	APM_MHC1_CORE	up	15	-1.4918915902402667	NES	0.069	prerank_gsea_two_sided_absES	False	0.9655	ES=-0.6351;nperm=2000;leadingEdge_n=2;leading=Calr,Psmb8
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	CGAS_STING_CORE	up	4	0.7028354856881468	NES	0.814	prerank_gsea_two_sided_absES	True	0.407	ES=0.3981;nperm=2000;leadingEdge_n=1;leading=Cgas
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-0.9848261313961684	NES	0.4195	prerank_gsea_two_sided_absES	False	0.79025	ES=-0.3723;nperm=2000;leadingEdge_n=2;leading=Calr,H2-Q4
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.1696898107891445	NES	0.227	prerank_gsea_two_sided_absES	False	0.8865	ES=-0.4297;nperm=2000;leadingEdge_n=8;leading=Irgm2,Trim56,Sting1,Kat5,Rnf7,Lyplal1,Map3k7,Smpdl3a
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-0.8188644906871485	NES	0.7145	prerank_gsea_two_sided_absES	True	0.35725	ES=-0.2617;nperm=2000;leadingEdge_n=13;leading=Cyren,Dyrk1a,Dclre1a,Hmces,Poll,Helq,Nbn,Kmt5b
drop_WT2	cpmfilter_ge10_in2	as_is	prerank_gsea:signal_to_noise	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-0.6337781345190212	NES	0.9695	prerank_gsea_two_sided_absES	False	0.51525	ES=-0.2002;nperm=2000;leadingEdge_n=17;leading=Syk,Traf3,Polr3c,Dhx9,Oas3,Ikbke,Dhx36,Klhl22
