donor	cohort_id	matrix	compartment	CLDN4	PRKDC	LIG4	STING1	HLA-A	HLA-B	HLA-C	PTPRC	EPCAM	n_aliquots	NHEJ_mean	MHC_I
TCGA-NC-A5HK	TCGA-LUSC	Toil	TCGA_solid_primary	8.8313	6.3196	1.5902	5.7404	10.2852	10.9619	10.0238	1.6093	9.0614	1	3.9549000000000003	10.423633333333333
TCGA-NC-A5HL	TCGA-LUSC	Toil	TCGA_solid_primary	6.5427	6.4002	2.004	4.1228	10.815	10.4954	9.0938	4.4067	8.3802	1	4.2021	10.134733333333335
TCGA-NC-A5HM	TCGA-LUSC	Toil	TCGA_solid_primary	6.6062	6.4114	0.9716	4.8375	11.2438	11.995	11.4618	1.5316	7.5932	1	3.6915000000000004	11.566866666666664
TCGA-NC-A5HN	TCGA-LUSC	Toil	TCGA_solid_primary	5.7544	5.9251	1.8564	5.8545	10.2273	10.3667	9.6329	1.3679	8.3858	1	3.8907499999999997	10.075633333333334
TCGA-NC-A5HO	TCGA-LUSC	Toil	TCGA_solid_primary	7.1124	5.7999	1.8444	5.8311	8.6857	8.334	7.1986	2.1638	7.6467	1	3.82215	8.072766666666666
TCGA-NC-A5HP	TCGA-LUSC	Toil	TCGA_solid_primary	7.1255	5.353	2.0742	5.5787	9.0745	9.7295	8.0648	1.7141	7.2397	1	3.7135999999999996	8.956266666666666
TCGA-NC-A5HQ	TCGA-LUSC	Toil	TCGA_solid_primary	7.3417	6.4627	1.4756	5.0162	9.4484	9.5213	9.0786	3.7688	7.8288	1	3.96915	9.349433333333332
TCGA-NC-A5HR	TCGA-LUSC	Toil	TCGA_solid_primary	7.5972	6.0999	2.3019	5.076	9.3421	8.9848	7.8036	1.9564	8.4022	1	4.2009	8.710166666666668
TCGA-NC-A5HT	TCGA-LUSC	Toil	TCGA_solid_primary	6.4331	7.2156	1.9264	6.3107	10.2634	10.112	10.1152	-0.5756	9.1063	1	4.571	10.163533333333334
TCGA-NK-A5CR	TCGA-LUSC	Toil	TCGA_solid_primary	8.2431	6.2839	1.7273	4.3876	7.6968	7.4934	7.4679	1.1184	9.1708	1	4.0056	7.552700000000001
TCGA-NK-A5CT	TCGA-LUSC	Toil	TCGA_solid_primary	8.8253	6.134	1.0293	5.7562	10.9364	9.9073	10.1419	2.0147	6.202	1	3.5816500000000002	10.328533333333333
TCGA-NK-A5CX	TCGA-LUSC	Toil	TCGA_solid_primary	8.1547	5.9191	1.5998	6.4273	10.6811	11.081	9.5074	3.3717	6.4233	1	3.75945	10.423166666666667
TCGA-NK-A5D1	TCGA-LUSC	Toil	TCGA_solid_primary	6.1835	6.3422	0.1388	4.5104	9.9593	10.2671	9.3911	1.5998	8.3198	1	3.2405	9.8725
TCGA-NK-A7XE	TCGA-LUSC	Toil	TCGA_solid_primary	5.6448	6.5259	1.4388	4.7872	9.5737	9.5202	8.4612	1.2333	7.0652	1	3.9823500000000003	9.185033333333335
TCGA-O2-A52N	TCGA-LUSC	Toil	TCGA_solid_primary	6.131	5.1985	1.5902	5.3053	9.7535	11.4301	9.5442	3.091	5.4162	1	3.39435	10.2426
TCGA-O2-A52Q	TCGA-LUSC	Toil	TCGA_solid_primary	9.1474	5.8125	1.5563	6.4296	11.1395	11.8765	10.043	4.5491	8.3811	1	3.6844	11.019666666666666
TCGA-O2-A52S	TCGA-LUSC	Toil	TCGA_solid_primary	5.4023	7.485	1.9377	3.4881	8.894	9.9599	8.7052	4.5928	8.3978	1	4.71135	9.186366666666666
TCGA-O2-A52V	TCGA-LUSC	Toil	TCGA_solid_primary	7.544	6.9246	2.0535	6.9985	8.7152	9.7055	8.6466	3.8105	8.3576	1	4.48905	9.022433333333334
TCGA-O2-A52W	TCGA-LUSC	Toil	TCGA_solid_primary	6.1073	7.5064	1.9415	4.4277	7.9714	7.9426	6.194	1.9675	7.5481	1	4.72395	7.3693333333333335
TCGA-O2-A5IB	TCGA-LUSC	Toil	TCGA_solid_primary	7.2451	7.3929	2.4063	4.3702	8.159	8.3113	8.3981	1.9264	8.8235	1	4.8995999999999995	8.289466666666668
TCGA-XC-AA0X	TCGA-LUSC	Toil	TCGA_solid_primary	8.4519	6.2178	2.5388	5.7187	9.3672	9.8081	8.5944	5.082	7.5835	1	4.3783	9.256566666666666
TCGA-3H-AB3K	TCGA-MESO	Toil	TCGA_solid_primary	-3.816	4.4588	0.5069	4.1219	9.6925	9.7824	8.4513	2.6325	2.8897	1	2.48285	9.308733333333334
TCGA-3H-AB3L	TCGA-MESO	Toil	TCGA_solid_primary	-0.7834	6.3351	0.8726	6.0121	11.539	11.9187	11.1487	3.0181	-1.5951	1	3.60385	11.535466666666666
TCGA-3H-AB3M	TCGA-MESO	Toil	TCGA_solid_primary	0.434	6.0321	1.7403	6.1117	9.7445	10.4381	8.787	3.3883	0.6145	1	3.8861999999999997	9.656533333333334
TCGA-3H-AB3O	TCGA-MESO	Toil	TCGA_solid_primary	-2.114	4.8485	1.595	6.4109	11.5611	12.0293	11.3113	6.1609	-9.9658	1	3.2217499999999997	11.633899999999999
TCGA-3H-AB3S	TCGA-MESO	Toil	TCGA_solid_primary	0.1519	4.8798	1.4911	6.7545	9.8037	9.4495	8.5353	1.7744	0.8726	1	3.1854500000000003	9.262833333333333
TCGA-3H-AB3T	TCGA-MESO	Toil	TCGA_solid_primary	-1.0862	6.6019	1.4388	6.9	11.2618	11.5387	10.0498	4.7656	-4.6082	1	4.02035	10.950099999999999
TCGA-3H-AB3U	TCGA-MESO	Toil	TCGA_solid_primary	-2.4659	6.3588	1.177	5.6818	9.6901	9.8568	9.3972	2.7868	1.595	1	3.7679	9.648033333333332
TCGA-3H-AB3X	TCGA-MESO	Toil	TCGA_solid_primary	0.547	5.2773	1.4859	6.4624	8.5982	9.3017	8.2843	3.9156	-0.7108	1	3.3816	8.728066666666669
TCGA-3U-A98D	TCGA-MESO	Toil	TCGA_solid_primary	0.9343	5.8182	2.6395	6.3239	10.5935	10.8413	9.6505	2.727	-2.6349	1	4.2288499999999996	10.361766666666668
TCGA-3U-A98E	TCGA-MESO	Toil	TCGA_solid_primary	-3.0469	5.1716	1.9968	3.7475	11.8415	12.3223	11.3195	2.9507	-1.5951	1	3.5842	11.827766666666667
TCGA-3U-A98F	TCGA-MESO	Toil	TCGA_solid_primary	-0.9971	6.7005	1.8078	6.8605	7.9727	7.7014	7.891	3.2944	2.4035	1	4.25415	7.855033333333334
TCGA-3U-A98G	TCGA-MESO	Toil	TCGA_solid_primary	-2.4659	5.4702	2.043	6.6329	10.1352	10.6909	10.0171	4.1915	-0.7588	1	3.7566	10.281066666666666
TCGA-3U-A98H	TCGA-MESO	Toil	TCGA_solid_primary	-1.1488	5.7637	1.9226	6.5627	10.5333	10.852	10.0591	4.5079	0.1776	1	3.84315	10.481466666666668
TCGA-3U-A98I	TCGA-MESO	Toil	TCGA_solid_primary	-0.0425	6.3058	2.0638	6.4089	9.7235	10.8618	9.4377	4.3639	-0.9406	1	4.1848	10.007666666666667
TCGA-3U-A98J	TCGA-MESO	Toil	TCGA_solid_primary	1.595	5.7999	1.5266	5.9547	10.9386	11.3915	10.4884	3.4648	0.6608	1	3.66325	10.9395
TCGA-LK-A4NW	TCGA-MESO	Toil	TCGA_solid_primary	-1.7809	6.5641	1.0711	5.7391	9.4066	9.1117	7.9744	2.1378	1.0711	1	3.8175999999999997	8.8309
TCGA-LK-A4NY	TCGA-MESO	Toil	TCGA_solid_primary	-1.1172	4.6697	1.334	4.6393	8.8771	8.8574	8.0871	1.3225	1.7273	1	3.00185	8.6072
TCGA-LK-A4NZ	TCGA-MESO	Toil	TCGA_solid_primary	2.9893	5.6963	1.3901	6.246	10.5536	11.3161	10.2645	3.3105	6.0633	1	3.5431999999999997	10.7114
TCGA-LK-A4O0	TCGA-MESO	Toil	TCGA_solid_primary	-1.9942	5.5176	1.5115	6.3214	9.5036	10.2401	8.7004	4.3306	1.9302	1	3.51455	9.481366666666666
TCGA-LK-A4O2	TCGA-MESO	Toil	TCGA_solid_primary	-0.1031	5.8319	1.2756	5.6005	9.8065	10.369	9.1088	3.7752	-3.0469	1	3.55375	9.761433333333335
TCGA-LK-A4O4	TCGA-MESO	Toil	TCGA_solid_primary	7.5603	4.5047	3.5498	6.8916	10.0885	10.575	9.4542	4.6679	7.1051	1	4.0272499999999996	10.039233333333334
TCGA-LK-A4O5	TCGA-MESO	Toil	TCGA_solid_primary	1.5563	5.2173	1.8484	6.5412	11.3657	11.7509	10.2582	4.2095	-3.816	1	3.53285	11.124933333333333
TCGA-LK-A4O6	TCGA-MESO	Toil	TCGA_solid_primary	-1.4699	3.8798	-0.1345	5.5982	8.4996	9.1319	8.1664	2.5363	-2.1779	1	1.87265	8.5993
TCGA-LK-A4O7	TCGA-MESO	Toil	TCGA_solid_primary	1.4065	6.3167	1.9377	6.1383	9.2879	10.0377	9.0046	2.1476	3.1212	1	4.1272	9.4434
TCGA-MQ-A4KX	TCGA-MESO	Toil	TCGA_solid_primary	-1.0559	5.4712	1.6093	5.615	11.5298	11.8871	11.2175	4.2669	-0.394	1	3.54025	11.5448
TCGA-MQ-A4LC	TCGA-MESO	Toil	TCGA_solid_primary	-2.0529	5.7722	1.9149	4.4088	11.1819	11.1709	10.2907	2.6208	1.8484	1	3.84355	10.881166666666667
TCGA-MQ-A4LI	TCGA-MESO	Toil	TCGA_solid_primary	-1.5951	5.3031	0.9568	6.3149	8.8213	8.2582	7.3084	2.043	-2.6349	1	3.12995	8.1293
TCGA-MQ-A4LJ	TCGA-MESO	Toil	TCGA_solid_primary	1.8444	5.4132	1.2815	5.8719	10.504	11.0189	9.9876	3.1393	2.9394	1	3.34735	10.5035
TCGA-MQ-A4LM	TCGA-MESO	Toil	TCGA_solid_primary	-1.685	6.5715	1.4441	6.6669	11.1331	12.0027	11.0983	4.6776	-3.816	1	4.0078000000000005	11.411366666666668
TCGA-MQ-A4LP	TCGA-MESO	Toil	TCGA_solid_primary	-2.114	5.8627	0.9038	6.0713	9.2173	8.9482	7.1533	2.8442	3.1765	1	3.3832500000000003	8.4396
TCGA-MQ-A4LV	TCGA-MESO	Toil	TCGA_solid_primary	0.6145	6.327	0.8805	6.4796	11.2191	11.425	10.7902	3.9318	-0.0425	1	3.60375	11.144766666666667
TCGA-MQ-A6BL	TCGA-MESO	Toil	TCGA_solid_primary	-3.458	4.6905	1.6558	6.247	11.3538	11.912	11.4318	4.8595	1.1641	1	3.17315	11.565866666666667
TCGA-MQ-A6BN	TCGA-MESO	Toil	TCGA_solid_primary	-2.1779	1.9675	-0.7346	4.8079	11.283	12.144	10.7221	-0.5332	4.1986	1	0.6164499999999999	11.383033333333332
TCGA-MQ-A6BQ	TCGA-MESO	Toil	TCGA_solid_primary	-3.3076	5.2869	1.9188	4.2017	11.47	11.8695	10.9238	2.9655	2.3193	1	3.60285	11.421100000000001
TCGA-MQ-A6BR	TCGA-MESO	Toil	TCGA_solid_primary	-2.3884	4.6502	0.7407	6.434	9.9886	10.8082	9.3733	2.3953	-2.6349	1	2.69545	10.0567
TCGA-MQ-A6BS	TCGA-MESO	Toil	TCGA_solid_primary	-2.114	5.9367	0.1257	6.7695	9.5776	9.1203	9.123	2.5511	8.0232	1	3.0312	9.273633333333335
TCGA-NQ-A57I	TCGA-MESO	Toil	TCGA_solid_primary	4.9519	7.6448	2.8076	6.1635	9.0072	8.8969	8.0756	1.8119	0.7579	1	5.2262	8.6599
TCGA-NQ-A638	TCGA-MESO	Toil	TCGA_solid_primary	0.1903	4.9878	0.9191	5.7618	10.4506	10.6519	9.9503	2.5756	-0.0877	1	2.95345	10.350933333333332
TCGA-SC-A6LM	TCGA-MESO	Toil	TCGA_solid_primary	-0.7346	6.3851	1.5709	5.9475	11.2432	11.4986	10.074	3.5994	4.01	1	3.978	10.9386
TCGA-SC-A6LN	TCGA-MESO	Toil	TCGA_solid_primary	-0.8084	5.1202	-0.1504	5.5913	10.0268	10.1656	8.9016	2.3394	4.504	1	2.4848999999999997	9.698
TCGA-SC-A6LP	TCGA-MESO	Toil	TCGA_solid_primary	-2.7274	5.2242	0.6608	5.9596	11.0776	11.9817	11.4823	2.7615	-4.2934	1	2.9425	11.513866666666667
TCGA-SC-A6LQ	TCGA-MESO	Toil	TCGA_solid_primary	-0.5543	6.4261	1.787	6.2574	10.874	10.7803	10.0663	4.1724	-0.5973	1	4.10655	10.573533333333332
TCGA-SC-A6LR	TCGA-MESO	Toil	TCGA_solid_primary	-1.2828	5.851	1.7273	5.8428	9.8437	9.59	9.49	2.1147	-0.6873	1	3.7891500000000002	9.641233333333334
TCGA-SC-AA5Z	TCGA-MESO	Toil	TCGA_solid_primary	-2.9324	5.43	1.5064	6.126	10.0412	10.6612	9.2743	3.9838	-4.6082	1	3.4682	9.992233333333333
TCGA-SH-A7BC	TCGA-MESO	Toil	TCGA_solid_primary	1.1447	6.0479	2.0004	6.1305	10.215	10.662	9.0942	5.0618	-0.4521	1	4.024150000000001	9.990400000000001
TCGA-SH-A7BD	TCGA-MESO	Toil	TCGA_solid_primary	-1.0862	3.5111	-0.4521	5.2138	12.2106	12.1465	10.8895	0.5955	-0.6416	1	1.5294999999999999	11.748866666666666
TCGA-SH-A7BH	TCGA-MESO	Toil	TCGA_solid_primary	-0.4719	2.5828	-1.6394	4.4913	10.7292	12.0341	11.5621	-0.1504	-3.816	1	0.4717000000000001	11.4418
TCGA-SH-A9CT	TCGA-MESO	Toil	TCGA_solid_primary	-1.4305	5.8861	2.2051	6.3849	8.2541	8.4108	7.4906	3.325	4.6393	1	4.0456	8.051833333333333
TCGA-SH-A9CU	TCGA-MESO	Toil	TCGA_solid_primary	6.4091	5.6851	1.3454	4.7247	9.1359	9.9537	8.4838	1.0222	-1.1172	1	3.51525	9.191133333333333
TCGA-TS-A7OU	TCGA-MESO	Toil	TCGA_solid_primary	-1.9379	4.4836	1.683	5.6685	11.2277	11.6209	10.1212	3.5399	1.2271	1	3.0833	10.989933333333333
TCGA-TS-A7OY	TCGA-MESO	Toil	TCGA_solid_primary	-1.3921	4.9851	1.6875	6.2379	10.7045	10.834	9.9437	4.7038	-1.7809	1	3.3363	10.494066666666667
TCGA-TS-A7OZ	TCGA-MESO	Toil	TCGA_solid_primary	2.9581	5.2939	1.4228	6.5347	11.2014	11.5691	10.6528	3.186	6.0061	1	3.3583499999999997	11.1411
TCGA-TS-A7P0	TCGA-MESO	Toil	TCGA_solid_primary	1.196	5.6159	1.5165	5.1123	10.2541	11.1109	10.1307	3.6838	-0.394	1	3.5662	10.498566666666667
TCGA-TS-A7P1	TCGA-MESO	Toil	TCGA_solid_primary	-0.6193	5.7474	1.7744	5.0769	11.2888	11.0207	9.9496	3.0893	5.9998	1	3.7609	10.753033333333335
TCGA-TS-A7P3	TCGA-MESO	Toil	TCGA_solid_primary	-0.5973	5.8296	2.1147	6.2313	9.8146	10.3249	9.6106	3.5324	3.154	1	3.97215	9.916699999999999
TCGA-TS-A7P6	TCGA-MESO	Toil	TCGA_solid_primary	-1.5105	4.7231	0.0854	5.9948	10.5885	10.9155	9.6998	2.9857	-2.8262	1	2.4042499999999998	10.401266666666666
TCGA-TS-A7P7	TCGA-MESO	Toil	TCGA_solid_primary	-0.4521	6.6246	0.3115	5.318	8.012	8.3931	7.3169	1.5661	2.3366	1	3.46805	7.907333333333334
TCGA-TS-A7P8	TCGA-MESO	Toil	TCGA_solid_primary	-0.1031	5.4453	2.5437	6.1975	10.1585	10.4552	9.3258	5.7129	4.6657	1	3.9944999999999995	9.979833333333334
TCGA-TS-A7PB	TCGA-MESO	Toil	TCGA_solid_primary	-1.5105	4.9151	0.9642	6.1689	11.6416	12.1411	11.1034	2.5948	1.683	1	2.93965	11.6287
TCGA-TS-A8AF	TCGA-MESO	Toil	TCGA_solid_primary	2.0465	6.0468	2.9013	6.0659	10.6202	11.0761	10.4527	4.314	3.2662	1	4.47405	10.716333333333333
TCGA-TS-A8AI	TCGA-MESO	Toil	TCGA_solid_primary	-0.9686	6.2331	2.5238	6.3653	10.6575	10.2919	10.1043	3.1701	1.3567	1	4.37845	10.351233333333333
TCGA-TS-A8AS	TCGA-MESO	Toil	TCGA_solid_primary	-2.1779	5.235	1.7912	4.8248	10.5152	11.612	10.5889	4.073	-3.458	1	3.5131	10.905366666666668
TCGA-TS-A8AV	TCGA-MESO	Toil	TCGA_solid_primary	4.9203	5.2593	2.2603	6.9152	11.5294	12.0974	11.339	6.235	3.2112	1	3.7598	11.655266666666668
TCGA-TS-A8AY	TCGA-MESO	Toil	TCGA_solid_primary	-2.1779	6.1954	0.7058	6.0652	10.1206	10.3687	9.0726	4.0532	0.3346	1	3.4506	9.853966666666667
TCGA-UD-AABY	TCGA-MESO	Toil	TCGA_solid_primary	-0.8084	5.8128	1.6785	6.1291	9.0939	9.4234	9.1315	2.5338	5.2304	1	3.7456500000000004	9.216266666666668
TCGA-UD-AABZ	TCGA-MESO	Toil	TCGA_solid_primary	-0.1031	3.1588	1.1512	4.6894	9.1955	9.625	7.7387	0.0854	-1.0559	1	2.155	8.853066666666665
TCGA-UD-AAC1	TCGA-MESO	Toil	TCGA_solid_primary	-0.4521	5.4483	2.3019	7.6384	10.8626	10.7887	9.3247	2.4518	-2.114	1	3.8750999999999998	10.325333333333333
TCGA-UD-AAC4	TCGA-MESO	Toil	TCGA_solid_primary	-0.4521	6.0166	2.236	5.9593	9.4273	9.6447	8.8045	1.6964	-3.1714	1	4.1263000000000005	9.292166666666668
TCGA-UD-AAC5	TCGA-MESO	Toil	TCGA_solid_primary	-2.6349	6.083	1.5806	5.498	9.7598	9.9689	9.4396	3.222	3.9147	1	3.8318000000000003	9.722766666666667
TCGA-UD-AAC6	TCGA-MESO	Toil	TCGA_solid_primary	-1.4305	5.8296	2.2082	5.4909	9.2709	9.3769	9.5372	3.9175	-9.9658	1	4.0189	9.394999999999998
TCGA-UD-AAC7	TCGA-MESO	Toil	TCGA_solid_primary	-1.1488	6.4909	1.5013	5.5931	10.6483	10.6962	10.3308	3.4843	-0.4131	1	3.9961	10.558433333333333
TCGA-UT-A88C	TCGA-MESO	Toil	TCGA_solid_primary	-0.5973	6.391	2.1638	6.1212	10.9472	11.9063	10.7448	4.6154	1.1706	1	4.2774	11.199433333333333
TCGA-UT-A88D	TCGA-MESO	Toil	TCGA_solid_primary	0.4125	5.935	2.4386	6.9978	9.8692	10.0392	9.1976	6.0917	4.5826	1	4.1868	9.702
TCGA-UT-A88E	TCGA-MESO	Toil	TCGA_solid_primary	-1.3183	6.0312	1.6695	6.7214	9.51	9.9166	8.8603	2.3508	5.7782	1	3.85035	9.428966666666668
TCGA-UT-A88G	TCGA-MESO	Toil	TCGA_solid_primary	0.9343	6.9253	0.9789	7.1652	8.8809	9.4352	8.3303	3.8157	3.863	1	3.9521	8.882133333333334
TCGA-UT-A97Y	TCGA-MESO	Toil	TCGA_solid_primary	-1.2142	6.2103	1.9859	6.2932	9.7048	9.4881	9.0635	2.1378	0.1257	1	4.0981000000000005	9.4188
TCGA-XT-AASU	TCGA-MESO	Toil	TCGA_solid_primary	-1.2481	6.788	1.1117	5.4973	8.745	9.5532	8.7131	3.7464	2.5561	1	3.94985	9.003766666666667
TCGA-YS-A95B	TCGA-MESO	Toil	TCGA_solid_primary	-0.8863	6.1811	1.8801	5.4709	9.5786	9.2307	8.3554	1.595	5.6577	1	4.0306	9.0549
TCGA-YS-A95C	TCGA-MESO	Toil	TCGA_solid_primary	-0.8599	5.0562	1.7229	6.0072	9.4681	10.1315	9.0218	2.8361	-3.0469	1	3.38955	9.540466666666667
TCGA-YS-AA4M	TCGA-MESO	Toil	TCGA_solid_primary	0.6425	6.9402	2.0979	6.251	11.3158	11.4945	10.1656	6.4296	1.3225	1	4.51905	10.991966666666665
TCGA-ZN-A9VO	TCGA-MESO	Toil	TCGA_solid_primary	-0.2498	6.1745	1.3956	6.589	11.2585	12.9131	11.8615	4.2995	-2.7274	1	3.78505	12.011033333333332
TCGA-ZN-A9VP	TCGA-MESO	Toil	TCGA_solid_primary	2.4518	5.84	1.9264	5.9284	10.4123	10.4716	9.9692	3.9185	-5.5735	1	3.8832	10.284366666666667
TCGA-ZN-A9VQ	TCGA-MESO	Toil	TCGA_solid_primary	-0.7108	6.14	1.2636	6.7305	9.9014	8.4406	9.0999	2.6278	5.8975	1	3.7018	9.1473
TCGA-ZN-A9VS	TCGA-MESO	Toil	TCGA_solid_primary	-1.9379	5.696	2.5437	5.3284	10.7767	11.3839	10.9041	3.3828	-1.8314	1	4.11985	11.021566666666667
TCGA-ZN-A9VU	TCGA-MESO	Toil	TCGA_solid_primary	-4.2934	5.4307	1.8201	4.0756	10.8841	11.9053	11.2381	3.9496	-6.5064	1	3.6254	11.342500000000001
TCGA-ZN-A9VV	TCGA-MESO	Toil	TCGA_solid_primary	-0.8339	4.8934	0.1903	5.8475	9.0923	8.802	7.926	1.3791	5.7176	1	2.5418499999999997	8.606766666666667
TCGA-ZN-A9VW	TCGA-MESO	Toil	TCGA_solid_primary	-1.5105	5.6288	2.0844	5.8291	11.069	11.4623	10.6113	4.6422	-3.0469	1	3.8566000000000003	11.047533333333334
TCGA-04-1331	TCGA-OV	Toil	TCGA_solid_primary	7.4237	5.9277	1.7316	4.7919	7.8358	8.8848	8.0391	0.7748	8.3185	1	3.82965	8.253233333333334
TCGA-04-1332	TCGA-OV	Toil	TCGA_solid_primary	6.9615	4.1086	-1.4305	4.0497	7.888	8.32	8.6454	0.4552	6.6128	1	1.3390499999999999	8.284466666666667
TCGA-04-1337	TCGA-OV	Toil	TCGA_solid_primary	8.6832	4.7334	1.1316	5.9158	9.2347	10.3962	9.2903	2.0742	7.5303	1	2.9324999999999997	9.6404
TCGA-04-1338	TCGA-OV	Toil	TCGA_solid_primary	7.2598	3.7432	0.3231	3.2034	8.5635	9.3887	9.0302	2.2144	6.7749	1	2.03315	8.994133333333332
TCGA-04-1341	TCGA-OV	Toil	TCGA_solid_primary	8.1004	3.1892	-0.8599	2.8955	7.801	8.339	8.407	-0.7108	7.5453	1	1.16465	8.182333333333334
TCGA-04-1343	TCGA-OV	Toil	TCGA_solid_primary	7.777	3.8944	-1.0262	4.4054	8.9193	8.9714	9.2537	1.2209	7.148	1	1.4341	9.048133333333332
TCGA-04-1347	TCGA-OV	Toil	TCGA_solid_primary	8.7134	3.4791	-0.6193	3.1701	7.591	7.5911	6.8591	-1.5105	7.2269	1	1.4299	7.347066666666667
TCGA-04-1348	TCGA-OV	Toil	TCGA_solid_primary	8.3565	6.013	0.4447	5.4732	10.1821	11.7283	10.2387	2.9375	8.1955	1	3.22885	10.716366666666667
TCGA-04-1350	TCGA-OV	Toil	TCGA_solid_primary	5.9695	3.9079	-0.4719	-0.1828	7.4939	6.9425	8.0429	-1.7322	7.4845	1	1.718	7.493099999999999
TCGA-04-1356	TCGA-OV	Toil	TCGA_solid_primary	8.095	5.018	1.2209	3.6916	8.2501	8.7174	7.5481	1.0151	7.858	1	3.11945	8.171866666666666
TCGA-04-1357	TCGA-OV	Toil	TCGA_solid_primary	7.8615	4.352	0.1257	5.176	9.8273	11.1568	10.6089	3.7518	6.7119	1	2.2388500000000002	10.530999999999999
TCGA-04-1361	TCGA-OV	Toil	TCGA_solid_primary	7.3724	4.6468	0.044	5.4383	10.0377	11.5422	11.1853	1.412	7.6062	1	2.3453999999999997	10.921733333333334
TCGA-04-1362	TCGA-OV	Toil	TCGA_solid_primary	8.2727	6.4286	1.595	5.3865	7.6185	7.9036	9.3042	1.3956	8.1281	1	4.0118	8.275433333333334
TCGA-04-1364	TCGA-OV	Toil	TCGA_solid_primary	8.5055	6.3116	0.8164	3.5547	8.3481	7.9256	8.7227	-2.9324	8.1903	1	3.564	8.332133333333333
TCGA-04-1365	TCGA-OV	Toil	TCGA_solid_primary	8.4202	5.9367	-0.3022	4.9322	9.7729	10.7783	10.5035	2.5731	8.4017	1	2.81725	10.351566666666669
TCGA-04-1514	TCGA-OV	Toil	TCGA_solid_primary	9.2585	5.5295	1.5902	4.9151	8.1114	7.9183	8.5858	-0.7588	8.3861	1	3.55985	8.205166666666665
TCGA-04-1517	TCGA-OV	Toil	TCGA_solid_primary	7.8929	5.0545	0.9935	4.2235	7.3826	7.7415	8.6274	0.2998	7.9004	1	3.024	7.917166666666667
TCGA-04-1519	TCGA-OV	Toil	TCGA_solid_primary	8.3854	5.6744	1.2271	6.5016	7.1514	7.7669	7.2281	-1.2142	8.1741	1	3.45075	7.382133333333333
TCGA-04-1530	TCGA-OV	Toil	TCGA_solid_primary	7.2709	4.8182	1.1833	4.3492	9.1424	9.7142	8.6678	2.1147	6.8839	1	3.00075	9.1748
TCGA-04-1536	TCGA-OV	Toil	TCGA_solid_primary	8.568	3.8857	-1.2828	4.0313	7.748	9.1505	8.3192	0.5271	7.3987	1	1.30145	8.4059
TCGA-04-1542	TCGA-OV	Toil	TCGA_solid_primary	8.0113	4.9346	-0.8599	5.2672	7.9847	7.9644	8.2918	-3.6259	7.8549	1	2.03735	8.080300000000001
TCGA-04-1648	TCGA-OV	Toil	TCGA_solid_primary	8.9411	5.5183	0.8726	7.6032	9.7773	11.0975	9.9269	1.3846	8.026	1	3.19545	10.267233333333333
TCGA-04-1651	TCGA-OV	Toil	TCGA_solid_primary	8.5129	4.7965	0.1648	6.457	8.2843	8.9464	9.0287	-0.1665	8.2072	1	2.48065	8.753133333333333
TCGA-04-1655	TCGA-OV	Toil	TCGA_solid_primary	8.6996	3.864	0.9642	5.44	6.7703	7.1454	6.6371	-1.8836	8.8959	1	2.4141	6.850933333333334
TCGA-09-0364	TCGA-OV	Toil	TCGA_solid_primary	7.5283	5.8533	1.0151	2.6302	6.7438	5.3078	6.7657	-2.3147	8.7028	1	3.4341999999999997	6.272433333333333
TCGA-09-0366	TCGA-OV	Toil	TCGA_solid_primary	9.4435	4.1883	0.6608	6.2398	9.8711	10.905	10.3659	3.6804	8.5572	1	2.42455	10.380666666666666
TCGA-09-0367	TCGA-OV	Toil	TCGA_solid_primary	9.2207	2.8641	-0.9686	5.4618	8.7501	9.312	9.6535	0.5955	8.0361	1	0.9477500000000001	9.238533333333335
TCGA-09-0369	TCGA-OV	Toil	TCGA_solid_primary	8.2037	5.7085	0.4125	5.0939	7.9798	8.007	7.5686	0.3907	9.2221	1	3.0604999999999998	7.8518
TCGA-09-1659	TCGA-OV	Toil	TCGA_solid_primary	8.0176	3.1145	-0.5543	4.7544	9.4154	9.8843	9.5399	0.7579	7.9935	1	1.2801	9.6132
TCGA-09-1661	TCGA-OV	Toil	TCGA_solid_primary	7.1122	2.7572	-0.8863	5.3064	8.3962	8.9149	7.159	-0.0277	7.8541	1	0.9354500000000001	8.156699999999999
TCGA-09-1662	TCGA-OV	Toil	TCGA_solid_primary	7.4816	5.7874	0.03	6.7319	9.7213	9.6791	9.6798	3.4556	8.3757	1	2.9087	9.693399999999999
TCGA-09-1665	TCGA-OV	Toil	TCGA_solid_primary	8.2075	2.6232	1.0222	2.6984	9.5586	9.2729	9.411	1.3397	6.6185	1	1.8227000000000002	9.414166666666667
TCGA-09-1666	TCGA-OV	Toil	TCGA_solid_primary	7.8347	5.3824	0.7146	5.6259	9.3861	10.096	8.9612	3.1491	7.877	1	3.0484999999999998	9.4811
TCGA-09-1667	TCGA-OV	Toil	TCGA_solid_primary	8.6067	5.6823	0.6517	5.2036	9.4134	11.2834	10.8525	3.0859	8.4866	1	3.167	10.516433333333334
TCGA-09-1668	TCGA-OV	Toil	TCGA_solid_primary	9.919	6.2003	0.4447	6.3343	9.7801	10.6358	10.0899	3.4034	8.1366	1	3.3225000000000002	10.1686
