gene	logFC	AveExpr	t	P.Value	method	contrast	adj.P.Val
YTHDC2	0.15981765976597664	0.08350142180094787	0.9108175800216979	0.36342366449774344	limma	Tumor-NAT	0.41227189587740803
SPRY1	0.24628719621962214	-0.22127511848341233	0.9094779035905194	0.36412844798455	limma	Tumor-NAT	0.4129731618683609
RPRD1B	0.15996007200720064	0.08623507109004738	0.9094717156909767	0.3641317053401368	limma	Tumor-NAT	0.4129731618683609
SH3RF1	-0.1669153555355536	0.07739241706161137	-0.9089989963912615	0.36438060247229537	limma	Tumor-NAT	0.41320445617802176
PPOX	-0.16804437443744383	0.006947393364928917	-0.9082376513125792	0.36478169250505404	limma	Tumor-NAT	0.4136082575640207
RPL29	0.22491031503150316	0.09599241706161137	0.9059754301792966	0.36597510868823796	limma	Tumor-NAT	0.4149102286855304
ABRAXAS1	0.17111730873087308	0.027229857819905213	0.9057375429504941	0.3661007465518198	limma	Tumor-NAT	0.4150014752784627
CRELD1	0.20481723672367239	-0.022745023696682472	0.9053572848893898	0.3663016324810593	limma	Tumor-NAT	0.41517798793111554
DCAF8	0.15820706570657064	0.07840236966824646	0.9038068836815015	0.36712140798810605	limma	Tumor-NAT	0.41605583980501637
OTUD5	-0.17572054455445543	-0.026762322274881522	-0.9024927825872541	0.36781714053979775	limma	Tumor-NAT	0.41679291563324883
PPDPF	0.2516870747074708	-0.0742085308056872	0.9023834804494646	0.367875046263402	limma	Tumor-NAT	0.4168071437631814
CNOT4	0.15646092709270926	0.056378199052132705	0.9018003961767107	0.3681840473004415	limma	Tumor-NAT	0.4171058275284553
PTRHD1	-0.17943799279927988	0.1150184834123223	-0.8999496790338744	0.369165898089531	limma	Tumor-NAT	0.4181665971581069
LUZP1	-0.1625256615661566	0.13369573459715642	-0.8987844479795194	0.36978492213760794	limma	Tumor-NAT	0.4188161699774189
PIAS3	0.16555772277227718	-0.028618009478672973	0.8973305685378771	0.3705581997758755	limma	Tumor-NAT	0.4196402678832026
SNX29	-0.15315864086408648	0.1544265402843602	-0.8949377668219316	0.3718330635526315	limma	Tumor-NAT	0.4210321161897544
HADHA	-0.1683795589558956	0.15143601895734596	-0.8935235589733015	0.37258782732416207	limma	Tumor-NAT	0.42183477715402484
SMURF1	-0.19811720072007213	0.12085971563981039	-0.8924528755671914	0.37315988723402926	limma	Tumor-NAT	0.4224304130518491
TELO2	0.18018091809180914	0.06078862559241708	0.8921544904907466	0.37331941018341314	limma	Tumor-NAT	0.42255895307829433
MNT	-0.1636704230423046	0.16651824644549765	-0.8913660408767959	0.3737411365354522	limma	Tumor-NAT	0.4229527043356104
RYBP	0.16595087308730871	0.08599289099526067	0.8913320672278799	0.37375931504883336	limma	Tumor-NAT	0.4229527043356104
ZNF280D	-0.1684457785778578	0.11748862559241706	-0.890945764366632	0.37396605552353696	limma	Tumor-NAT	0.42313455820716833
IDUA	-0.20733370837083712	0.04116777251184834	-0.8887721641298788	0.3751306446417714	limma	Tumor-NAT	0.4244000190672724
ZBTB11	-0.16840333933393345	-0.07966350710900473	-0.8875584886218704	0.37578189833539816	limma	Tumor-NAT	0.4250844833970024
ATP6AP1	0.17827478847884784	-0.038363507109004734	0.8867796905917444	0.3762001685113936	limma	Tumor-NAT	0.4255052607418433
NPL	-0.2926101080108012	-0.21191090047393363	-0.8866888363059957	0.3762489825946218	limma	Tumor-NAT	0.4255081086535215
EIF2D	0.16123983798379837	0.07946066350710902	0.8865413716107047	0.3763282206316494	limma	Tumor-NAT	0.42554535873837224
NUDT16L1	0.17242063906390642	0.11612417061611376	0.8843026835820822	0.37753242100822576	limma	Tumor-NAT	0.4268545308754586
UBXN7	0.1531324572457246	0.07926872037914692	0.8835737685451044	0.37792502325720084	limma	Tumor-NAT	0.42724586577576046
FTO	0.15582846984698462	0.13181184834123222	0.8831685746314422	0.3781433749827525	limma	Tumor-NAT	0.4274401376788191
IFNAR1	0.17132738973897377	-0.06056161137440757	0.8825462377773876	0.3784788934916304	limma	Tumor-NAT	0.427766786778354
TSNAX	0.1533884968496849	0.09010616113744077	0.8816974982487175	0.3789367691813349	limma	Tumor-NAT	0.42823162984699975
ARMC6	0.1569715301530153	-0.0005407582938388693	0.880692416557463	0.37947943166913056	limma	Tumor-NAT	0.42879216332320863
ZBTB33	-0.18261316831683155	-0.08381800947867296	-0.8794211367178673	0.3801665085788124	limma	Tumor-NAT	0.42948588079980704
USP30	0.18314541854185423	-0.10444312796208531	0.8793835639082337	0.3801868269162474	limma	Tumor-NAT	0.42948588079980704
RABGGTB	-0.15357465346534646	0.16897203791469195	-0.879132877902622	0.3803224081827596	limma	Tumor-NAT	0.4295862423015538
CDKN2AIPNL	-0.209711512151215	-0.1153431279620853	-0.878882516872928	0.3804578435462109	limma	Tumor-NAT	0.4296864143565034
EPDR1	0.274957407740774	-0.47742559241706156	0.878602527321299	0.380609342103266	limma	Tumor-NAT	0.4298047012251036
PRPF38B	0.15062016201620157	0.08912037914691943	0.8779057143302527	0.38098654015967787	limma	Tumor-NAT	0.4301777998289434
SNAP29	0.1549419261926192	0.09834075829383884	0.8773427924402115	0.38129142916390696	limma	Tumor-NAT	0.4304691715324246
PTRH1	-0.19333085508550857	0.12004407582938388	-0.8767551605580262	0.3816098624109146	limma	Tumor-NAT	0.4307757609209919
ATP5PF	-0.1606914491449145	0.27040047393364924	-0.87557891928049	0.3822477521108145	limma	Tumor-NAT	0.4314428453457566
ABR	-0.1800348964896489	0.06878056872037912	-0.8752824793109502	0.3824086188710478	limma	Tumor-NAT	0.43157141650832526
CD5	0.23361333033303341	-0.08799620853080573	0.872599539152878	0.383866449350521	limma	Tumor-NAT	0.43316347894176044
KIF27	0.17128812781278124	0.02506445497630331	0.8723394537248182	0.3840079540132735	limma	Tumor-NAT	0.4332699613719613
NIT1	0.15687459945994597	0.03571563981042654	0.8705200297203108	0.3849987467557964	limma	Tumor-NAT	0.434334538042534
KIAA1143	0.15253312331233118	0.13835924170616112	0.8700823128610051	0.3852373462433693	limma	Tumor-NAT	0.4345503742418762
TES	-0.1622521062106212	0.155439336492891	-0.8697917007666616	0.3853958091752768	limma	Tumor-NAT	0.43466964365421457
TLR2	0.182631503150315	-0.016429857819905212	0.8697149484734845	0.38543766682426817	limma	Tumor-NAT	0.43466964365421457
RUBCN	-0.15633327632763278	0.19931706161137444	-0.8689878968940595	0.38583431059699713	limma	Tumor-NAT	0.4350635687273955
RPRD1A	-0.15703251125112505	-0.11143459715639811	-0.8685733795247963	0.3860605633287832	limma	Tumor-NAT	0.43526528919956403
KMT2D	0.14976833483348334	-0.017879146919431283	0.8680541696590743	0.3863440746071805	limma	Tumor-NAT	0.43553150861211776
PIGG	0.1775073672367237	0.045221563981042656	0.867021093872931	0.3869085596999352	limma	Tumor-NAT	0.43611436990459956
RWDD1	0.14948240324032386	0.25683317535545025	0.8668621641114896	0.3869954457929478	limma	Tumor-NAT	0.4361588157305927
ZFYVE1	-0.14625630963096314	0.19898530805687203	-0.8653104471749843	0.3878443912341973	limma	Tumor-NAT	0.4370620156735541
CREB5	0.1598231773177319	0.25209241706161134	0.8651905470183826	0.3879100362317979	limma	Tumor-NAT	0.4370824007608746
IPO13	-0.14713011701170114	0.1950763033175355	-0.8645906896242046	0.3882385588428453	limma	Tumor-NAT	0.43739894512436767
GSDME	0.21120930693069306	-0.0284601895734597	0.8637390353359102	0.38870527560625273	limma	Tumor-NAT	0.4378710856841609
MECOM	-0.21178385238523847	-0.13463933649289103	-0.8636152754059289	0.38877312614870857	limma	Tumor-NAT	0.43789384833735057
CHML	0.20624016201620163	-0.19978341232227487	0.8635254666041848	0.38882236776165735	limma	Tumor-NAT	0.43789564784920876
ZNF92	0.20176898289828954	-0.5383777251184835	0.8610714888861182	0.3901693478985653	limma	Tumor-NAT	0.4393587939886931
UBA5	0.15045968496849696	0.17059810426540284	0.8608929615294584	0.3902674523067667	limma	Tumor-NAT	0.4394154298850291
NDUFA9	-0.15623778577857778	0.14888862559241706	-0.8604330374123906	0.3905202594946376	limma	Tumor-NAT	0.43964621570495027
BLM	-0.18657901890189035	0.2222748815165877	-0.8588390639397484	0.3913971965190352	limma	Tumor-NAT	0.4405795019236317
EXT1	-0.16607220522052213	0.07783791469194316	-0.858461720784634	0.3916049709138859	limma	Tumor-NAT	0.44075940333939817
BCLAF3	0.18949926192619249	-0.1599054502369668	0.8566519071574945	0.39260243538747625	limma	Tumor-NAT	0.4418279642030481
ZNF592	0.15577990099009903	-0.00749763033175355	0.8559975032432424	0.39296348642955575	limma	Tumor-NAT	0.4421801424796825
FAM32A	0.15695316831683162	0.13484075829383885	0.8550586237882615	0.3934818435281717	limma	Tumor-NAT	0.44270922069622065
KIF16B	-0.1599641314131413	0.10975687203791469	-0.8548763952509729	0.3935825005499215	limma	Tumor-NAT	0.4427682695904931
MEGF8	-0.1940180198019801	0.15555118483412325	-0.8547624854105204	0.3936454285565254	limma	Tumor-NAT	0.44278486523840715
DLAT	0.16903470747074711	0.09742037914691942	0.8541104260362272	0.39400576832935913	limma	Tumor-NAT	0.44313595407674256
FARP2	-0.15845102610261047	0.11177440758293838	-0.8536379097278864	0.3942670149664966	limma	Tumor-NAT	0.4433755211742408
IFRD1	-0.19919851485148526	0.01180094786729857	-0.8531619588403275	0.39453026721166834	limma	Tumor-NAT	0.4436172847984394
POLR2I	-0.15329650765076508	0.11219526066350713	-0.8524028265321718	0.39495037090827884	limma	Tumor-NAT	0.4440353344364515
PHF20L1	0.1520975787578758	-0.007622274881516587	0.851413042481366	0.3954985261731947	limma	Tumor-NAT	0.4445972301929834
HLA-C	-0.46697327182718285	-1.1537002369668248	-0.850234751859565	0.39615168212786345	limma	Tumor-NAT	0.4452770099592996
BRD7	0.14550498649864987	0.09037251184834123	0.8463473236973151	0.3983112284142189	limma	Tumor-NAT	0.44764960874970483
PLEKHB2	-0.17455124212421247	0.19215023696682462	-0.8458428883434504	0.39859197517386297	limma	Tumor-NAT	0.4479103611472031
SLFN5	-0.16090466246624668	0.08439526066350714	-0.8456066009042433	0.39872352373879777	limma	Tumor-NAT	0.44800341157497436
ANKRD62	0.2667324392439246	-0.5551194312796208	0.8446683008092463	0.3992461643560812	limma	Tumor-NAT	0.44853581427658507
CHD3	0.15158842484248422	0.06862417061611376	0.8442449496167451	0.3994821101896902	limma	Tumor-NAT	0.44874603700237625
ZNF740	0.19579090909090907	-0.04862890995260664	0.8421560944219908	0.40064752567560286	limma	Tumor-NAT	0.4500001721232392
MDN1	0.14424455445544554	0.00755402843601896	0.8418976824365173	0.40079184191105316	limma	Tumor-NAT	0.4501072603866679
CALCOCO2	-0.1541558505850585	0.11209478672985783	-0.8401327450790275	0.4017783532001618	limma	Tumor-NAT	0.45116002984272296
MXRA8	0.18556516651665167	-0.01363412322274883	0.8399915414367026	0.4018573422824752	limma	Tumor-NAT	0.45119360284855
MINPP1	0.16630294329432949	0.011428909952606628	0.8387104512253323	0.40257441066380223	limma	Tumor-NAT	0.4518451497697742
DUS3L	0.15391798379837984	0.0226218009478673	0.8387084732279704	0.40257551841101896	limma	Tumor-NAT	0.4518451497697742
ATP2B1	-0.1750298649864986	-0.019916113744075824	-0.8386913105609433	0.4025851301778567	limma	Tumor-NAT	0.4518451497697742
IMMT	0.16303568856885692	0.06598649289099526	0.8379094652524546	0.4030231411261244	limma	Tumor-NAT	0.4522815250415396
KLF13	0.1906202160216022	0.09520616113744075	0.8376975029451863	0.40314193768999534	limma	Tumor-NAT	0.45235960802206654
PRDM10	-0.14604540954095407	0.12523981042654025	-0.836625593443491	0.40374302445250615	limma	Tumor-NAT	0.4529787765799541
GDPGP1	-0.1584189108910891	0.12592085308056875	-0.8364504797554126	0.4038412729847406	limma	Tumor-NAT	0.4530337043821251
TRAF3IP3	-0.19845738973897387	0.023218009478672974	-0.8362881234851084	0.4039323767705683	limma	Tumor-NAT	0.45308060469835165
SDCCAG8	-0.14924264626462644	0.09609478672985784	-0.8359366135838301	0.40412966372287995	limma	Tumor-NAT	0.45324658197400725
NDUFA8	0.1828101890189019	0.07756824644549763	0.8357373353383987	0.4042415355723727	limma	Tumor-NAT	0.45331673419298163
KCTD3	-0.19745040954095414	0.035340995260663484	-0.8351748800983356	0.40455739024895687	limma	Tumor-NAT	0.4536155878709482
ATP1A1	0.17469920792079205	0.07799620853080567	0.8342875758448681	0.4050559706186525	limma	Tumor-NAT	0.4540724917279074
LRCH4	-0.14352273627362735	0.0876222748815166	-0.8342247642001248	0.40509127878756895	limma	Tumor-NAT	0.4540724917279074
JADE3	-0.16055943294329436	0.13523909952606633	-0.8341859604270312	0.4051130923913438	limma	Tumor-NAT	0.4540724917279074
NFYB	-0.15016973897389738	0.14732037914691945	-0.8340389210810192	0.4051957572137429	limma	Tumor-NAT	0.45410976765656763
CD4	-0.1854465886588659	0.13913554502369668	-0.8330955554254169	0.40572635440732907	limma	Tumor-NAT	0.4546489787073594
KIAA0556	-0.16300466696669658	0.09687274881516587	-0.8327063427110586	0.405945389330856	limma	Tumor-NAT	0.4547840103729484
FKBP5	0.1727506840684068	-0.026426540284360207	0.832705579594322	0.405945818855366	limma	Tumor-NAT	0.4547840103729484
RNPEP	0.15216331233123304	0.10413080568720379	0.8325467575981426	0.406035218649509	limma	Tumor-NAT	0.4548287257291453
GPALPP1	0.1551030603060306	0.003910900473933652	0.8321500141793248	0.4062585944771843	limma	Tumor-NAT	0.4550234879161346
RDH12	-0.20107097209720967	0.11158815165876776	-0.8320148139586695	0.4063347322401308	limma	Tumor-NAT	0.455053311078231
UBE3C	-0.14295403240324026	0.05753459715639811	-0.8318992803399069	0.40639980158800915	limma	Tumor-NAT	0.45507073299164136
MYO5A	-0.1570604140414042	0.1507696682464455	-0.8311671098700032	0.4068123107604361	limma	Tumor-NAT	0.4554771529052465
NME3	0.16541655265526553	0.04540047393364929	0.8308606692074277	0.40698503589761453	limma	Tumor-NAT	0.4556150383599239
E2F4	-0.14596289828982897	0.05895213270142179	-0.8306082805034376	0.407127327751885	limma	Tumor-NAT	0.4557102226856094
GPD2	0.16749557155715575	0.07934075829383887	0.8305339754588342	0.40716922518705523	limma	Tumor-NAT	0.4557102226856094
OAS2	0.20696990099009907	-0.12511090047393364	0.8300157539142832	0.4074615001430218	limma	Tumor-NAT	0.45598181514848574
MAP7D1	-0.14790359135913592	0.12347109004739336	-0.8297353738430199	0.4076196859225341	limma	Tumor-NAT	0.45610330330095095
SEC11A	0.16852242124212427	0.07937014218009476	0.8277302738195488	0.4087520041336398	limma	Tumor-NAT	0.45731462811835466
DNM1	-0.1762132763276328	0.038153080568720396	-0.8272431661020274	0.4090273675842775	limma	Tumor-NAT	0.45756700772481673
GPX2	0.44615746174617543	-3.3957417061611372	0.8270718080452658	0.4091242632349635	limma	Tumor-NAT	0.4576197034675124
TMTC3	0.15518126912691266	-0.08738199052132702	0.8261170714463452	0.4096643777091379	limma	Tumor-NAT	0.4581680817138825
EXPH5	-0.16608392439243916	-0.05285829383886257	-0.8239636447229937	0.41088418302470375	limma	Tumor-NAT	0.4594763993405587
AKAP9	0.14151247524752475	0.05702180094786729	0.8235963218689687	0.4110924691483828	limma	Tumor-NAT	0.4596533922071516
RFFL	-0.16622258775877571	0.2321030805687204	-0.82261375888683	0.41164993018273066	limma	Tumor-NAT	0.4602207162522172
TGS1	-0.14946888388838875	0.052553080568720385	-0.8210925432359123	0.41251388841381076	limma	Tumor-NAT	0.4611305215776374
XAF1	0.17960675067506754	-0.14078199052132698	0.8206153147297561	0.41278514814491263	limma	Tumor-NAT	0.4613776354858193
TBP	0.14509596759675972	0.02660284360189573	0.8196197004162651	0.4133514042402488	limma	Tumor-NAT	0.46190384065159806
CMAS	-0.15619926192619266	0.10551563981042654	-0.8195526737205643	0.41338954233956826	limma	Tumor-NAT	0.46190384065159806
TP53I11	0.1944381998199819	-0.02682322274881517	0.8195225182098057	0.4134067014688332	limma	Tumor-NAT	0.46190384065159806
DDX19B	0.1448737083708371	0.034570142180094784	0.8177906515944434	0.41439288300140326	limma	Tumor-NAT	0.46294943328867116
ZBTB7A	-0.14634396939693978	0.16745545023696684	-0.8174006129878749	0.4146151769229048	limma	Tumor-NAT	0.46314147922926807
CTSO	0.20148637263726377	-0.2509042654028436	0.8170452096895704	0.4148177930294666	limma	Tumor-NAT	0.46331150027145795
APLP2	-0.17750749774977495	-0.12382559241706159	-0.8165162557871785	0.4151194598005024	limma	Tumor-NAT	0.4635920966010228
NUDCD2	-0.14195455445544553	0.1359398104265403	-0.8145651231582128	0.41623333528854195	limma	Tumor-NAT	0.46477956319244185
C18orf25	-0.1553710261026103	-0.3078199052132701	-0.8144700604022055	0.41628765068921386	limma	Tumor-NAT	0.4647837460501172
ERICH1	-0.18143967596759686	0.12715663507109007	-0.8140517242492238	0.41652672280115066	limma	Tumor-NAT	0.4649941830760811
TRPM4	-0.182217902790279	0.03742369668246445	-0.8129907006307093	0.41713344576531347	limma	Tumor-NAT	0.46561495020998256
RNF167	-0.17162678667866785	-0.0857796208530806	-0.8128452047677266	0.41721668525881705	limma	Tumor-NAT	0.46565131198710236
RPL19	0.1633053375337534	-0.009985308056872044	0.8127257591898959	0.4172850285200453	limma	Tumor-NAT	0.4656710414191035
ZNF24	0.15251591359135921	-0.11526161137440759	0.8125232798476425	0.41740089644969575	limma	Tumor-NAT	0.46574379498229374
TNIP1	-0.13908191719171922	0.10718293838862558	-0.8114343944689585	0.41802433381964443	limma	Tumor-NAT	0.4663828176907443
MASTL	0.17852155715571552	0.09726018957345972	0.810994376894905	0.41827642089072653	limma	Tumor-NAT	0.46660742619330836
TSC22D2	0.17381984698469852	-0.11152559241706161	0.8102004750477333	0.4187314770372394	limma	Tumor-NAT	0.4670583744477266
CRAT	0.15335870387038708	-0.06433412322274881	0.8098394230885299	0.41893852522341535	limma	Tumor-NAT	0.46723261562048424
MANEA	0.1741887488748875	-0.01479763033175355	0.8089596326473838	0.41944330213787945	limma	Tumor-NAT	0.4677388243083293
RAPH1	-0.14561242574257433	0.057495734597156394	-0.8075310957641014	0.4202636872551116	limma	Tumor-NAT	0.4685968154266324
PBLD	-0.23389390639063895	-0.09159857819905211	-0.8063807445145045	0.42092500439884595	limma	Tumor-NAT	0.4692772580579565
TCEAL3	-0.16716645364536453	0.21599715639810427	-0.8061765309179032	0.42104246754319535	limma	Tumor-NAT	0.4693512818907833
PEX3	0.14724604860486054	-0.08167725118483413	0.8020177660597579	0.42343879037727566	limma	Tumor-NAT	0.4719653071013268
ZNHIT2	0.1462678937893789	0.01177914691943126	0.8008758300734926	0.4240981895203442	limma	Tumor-NAT	0.4726429562121358
TARBP2	0.14527009900990104	0.10414312796208529	0.7998031424375667	0.4247181524073952	limma	Tumor-NAT	0.4732277213778333
ATP5F1C	-0.15663101710170996	0.26742867298578193	-0.799789794456427	0.4247258702693664	limma	Tumor-NAT	0.4732277213778333
GRB2	-0.14671885688568864	0.25905308056872034	-0.7987316216601738	0.4253379730544622	limma	Tumor-NAT	0.47385228004164387
NSMCE3	-0.13887601260126015	0.12676255924170615	-0.7986029078320039	0.425412463272104	limma	Tumor-NAT	0.47387782692205893
MERTK	0.1582041314131413	-0.05037440758293838	0.7974300206194047	0.4260915985728781	limma	Tumor-NAT	0.4745768156184346
PKD2	-0.18236040504050402	0.018035545023696694	-0.7933359845914548	0.4284671495750495	limma	Tumor-NAT	0.47716485783888035
PFKFB2	-0.18400937893789387	-0.08885331753554504	-0.7917120235463027	0.4294115929367662	limma	Tumor-NAT	0.47813008668622514
RPS19BP1	0.15198912691269123	-0.0007421800947867176	0.7916667950719821	0.4294379137846576	limma	Tumor-NAT	0.47813008668622514
ST7	0.1620578172817282	0.17643957345971564	0.7913177347884912	0.42964108223467196	limma	Tumor-NAT	0.47829835111662666
