contrast_id	accession	gene_ko	signature_gene	log2fc
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Oas1a	3.25645503132551
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Oas2	2.6442516725103484
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Oas3	1.5875844380636994
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Oasl2	1.5931686486955163
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Rsad2	1.6122144867491752
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Ifi44	1.4988487547092797
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Ifi27l2a	0.5966714883135578
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Bst2	1.1335076207939876
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Usp18	1.841594786957043
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Irf7	1.2653407262636982
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Stat1	1.2296380106034581
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Stat2	0.48492845047907984
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Ddx58	0.9713809041629275
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Ifih1	0.409892198842158
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Xaf1	1.0726577004789588
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Herc6	0.7203165497212796
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Cmpk2	1.5258128199323198
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Ifitm1	-1.501888738362378
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Eif2ak2	0.22946366443582367
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Isg20	0.18516130592729496
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Isg15	0.7648172982927739
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Ifit1	0.3019589977635184
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Ifit2	0.5179805523940582
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Ifit3	0.3752071992586097
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Oas1a	0.5186571585596971
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Oas2	0.466915091789879
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Oas3	0.39152099900470194
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Oasl2	0.7699311986421682
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Rsad2	-0.009503503441875782
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Ifi44	0.3789194471141699
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Ifi27l2a	-0.024243875412270022
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Bst2	0.8708289795105717
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Usp18	0.3998725022361329
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Irf7	0.6637717050316452
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Stat1	1.2041371444876416
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Stat2	0.6385927589114777
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Ddx58	0.42372377862104926
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Ifih1	0.49357777335939
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Xaf1	0.8959053623060216
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Herc6	0.32968403944176305
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Cmpk2	0.13866138809435036
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Ifitm1	-2.1534881528947216
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Eif2ak2	0.2644271765597379
GSE237615_KPC_tumor_53BP1	GSE237615	TP53BP1	Isg20	0.3695816566987222
