score	tf	axis	kind	family	elf3_given	nes	n_targets	n_patients	delta_median_high_minus_low	direction	n_patients_delta_pos	n_patients_delta_neg	p_patient	n_samples	delta_median_samples	p_sample	n_patients_tLung	delta_median_tLung	direction_tLung	p_tLung	kd_like_expectation	vs_kd_like	vs_GSE207704	vs_GSE50927	fdr_patient
ETV1(+)|CLDN4out	ETV1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.11777050093161	33	29	0.0004604103143225624	higher in CLDN4-high	17	12	0.16885415464639664	29	0.0004604160785675049	0.16885415464639664	10	-0.001348398115905678	higher in CLDN4-low	0.193359375	unspecified	NA	NA	NA	0.24065040937793536
ETV3(+)	ETV3	other	cistarget_regulon	cistarget_as_returned	False	4.653980516058277	21	29	-0.0006256305718455799	higher in CLDN4-low	10	19	0.08774079009890556	29	-0.0006256308406591415	0.08774079009890556	10	0.000213734847049089	higher in CLDN4-high	0.76953125	unspecified	NA	NA	NA	
ETV3(+)|CLDN4out	ETV3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.653980516058277	21	29	-0.0006256305718455799	higher in CLDN4-low	10	19	0.08774079009890556	29	-0.0006256308406591415	0.08774079009890556	10	0.000213734847049089	higher in CLDN4-high	0.76953125	unspecified	NA	NA	NA	0.14054055759205228
ETV4(+)	ETV4	other	cistarget_regulon	cistarget_as_returned	False	4.7233907467607255	39	29	-0.0006350637654782276	higher in CLDN4-low	14	15	0.966034073382616	29	-0.000635053962469101	0.966034073382616	10	-0.0028632290984235594	higher in CLDN4-low	0.76953125	unspecified	NA	NA	NA	
ETV4(+)|CLDN4out	ETV4	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.7233907467607255	39	29	-0.0006350637654782276	higher in CLDN4-low	14	15	0.966034073382616	29	-0.000635053962469101	0.966034073382616	10	-0.0028632290984235594	higher in CLDN4-low	0.76953125	unspecified	NA	NA	NA	0.9714009293458528
ETV5(+)	ETV5	other	cistarget_regulon	cistarget_as_returned	False	3.872129787330845	47	29	-0.001984856290307719	higher in CLDN4-low	6	23	0.004787962883710861	29	-0.0019848570227622986	0.004787962883710861	10	-0.0038613248779519084	higher in CLDN4-low	0.001953125	unspecified	NA	NA	NA	
ETV5(+)|CLDN4out	ETV5	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.872129787330845	47	29	-0.001984856290307719	higher in CLDN4-low	6	23	0.004787962883710861	29	-0.0019848570227622986	0.004787962883710861	10	-0.0038613248779519084	higher in CLDN4-low	0.001953125	unspecified	NA	NA	NA	0.011711098404752242
ETV6(+)	ETV6	other	cistarget_regulon	cistarget_as_returned	False	3.428775040686875	18	29	0.002402670667856429	higher in CLDN4-high	21	8	0.0004987679421901703	29	0.0024026725441217422	0.0004987679421901703	10	0.0035396116827555828	higher in CLDN4-high	0.048828125	unspecified	NA	NA	NA	
ETV6(+)|CLDN4out	ETV6	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.428775040686875	18	29	0.002402670667856429	higher in CLDN4-high	21	8	0.0004987679421901703	29	0.0024026725441217422	0.0004987679421901703	10	0.0035396116827555828	higher in CLDN4-high	0.048828125	unspecified	NA	NA	NA	0.0016717962506744596
ETV7(+)	ETV7	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	10.779896111545517	63	29	-0.0002228809623126722	higher in CLDN4-low	12	17	0.6544641703367233	29	-0.00022288039326667786	0.6544641703367233	10	-0.0018593711280432152	higher in CLDN4-low	0.275390625	lower_in_high	SAME	OPPOSITE	SAME	
ETV7(+)|CLDN4out	ETV7	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	10.779896111545517	63	29	-0.0002228809623126722	higher in CLDN4-low	12	17	0.6544641703367233	29	-0.00022288039326667786	0.6544641703367233	10	-0.0018593711280432152	higher in CLDN4-low	0.275390625	lower_in_high	SAME	OPPOSITE	SAME	0.7051072311365888
FOS(+)	FOS	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	5.328118390419691	177	29	0.03678306953526589	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.036783069372177124	3.725290298461914e-09	10	0.035742767189198374	higher in CLDN4-high	0.001953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	
FOS(+)|CLDN4out	FOS	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	5.328118390419691	177	29	0.03678306953526589	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.036783069372177124	3.725290298461914e-09	10	0.035742767189198374	higher in CLDN4-high	0.001953125	lower_in_high	OPPOSITE	SAME	OPPOSITE	9.632536343165807e-08
FOSB(+)	FOSB	other	cistarget_regulon	cistarget_as_returned	False	4.727614343335626	65	29	0.029521277732288798	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.029521286487579346	3.725290298461914e-09	10	0.032479164384028356	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
FOSB(+)|CLDN4out	FOSB	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.727614343335626	65	29	0.029521277732288798	higher in CLDN4-high	29	0	3.725290298461914e-09	29	0.029521286487579346	3.725290298461914e-09	10	0.032479164384028356	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	9.632536343165807e-08
FOSL1(+)	FOSL1	other	cistarget_regulon	cistarget_as_returned	False	3.93963283897995	38	29	0.002209418583550442	higher in CLDN4-high	21	8	0.010578293353319168	29	0.0022094175219535828	0.010578293353319168	10	0.0026246684816609855	higher in CLDN4-high	0.16015625	unspecified	NA	NA	NA	
FOSL1(+)|CLDN4out	FOSL1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.93963283897995	38	29	0.002209418583550442	higher in CLDN4-high	21	8	0.010578293353319168	29	0.0022094175219535828	0.010578293353319168	10	0.0026246684816609855	higher in CLDN4-high	0.16015625	unspecified	NA	NA	NA	0.023933388711884617
FOSL2(+)	FOSL2	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	4.406402624993186	59	29	0.003976527131880235	higher in CLDN4-high	25	4	1.1928379535675049e-05	29	0.003976527601480484	1.1928379535675049e-05	10	0.003580122669436459	higher in CLDN4-high	0.02734375	lower_in_high	OPPOSITE	SAME	OPPOSITE	
FOSL2(+)|CLDN4out	FOSL2	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	4.406402624993186	59	29	0.003976527131880235	higher in CLDN4-high	25	4	1.1928379535675049e-05	29	0.003976527601480484	1.1928379535675049e-05	10	0.003580122669436459	higher in CLDN4-high	0.02734375	lower_in_high	OPPOSITE	SAME	OPPOSITE	6.542535442294496e-05
FOXJ2(+)	FOXJ2	other	cistarget_regulon	cistarget_as_returned	False	3.120277933262672	19	29	3.401472830619288e-05	higher in CLDN4-high	15	14	0.8147765882313251	29	3.401469439268112e-05	0.8147765882313251	10	0.0002603449696659769	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
FOXJ2(+)|CLDN4out	FOXJ2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.120277933262672	19	29	3.401472830619288e-05	higher in CLDN4-high	15	14	0.8147765882313251	29	3.401469439268112e-05	0.8147765882313251	10	0.0002603449696659769	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	0.8524541183229472
FOXJ3(+)	FOXJ3	other	cistarget_regulon	cistarget_as_returned	False	5.073438608470538	41	29	-6.347872177849597e-05	higher in CLDN4-low	14	15	0.6391207613050938	29	-6.347894668579102e-05	0.6391207613050938	10	0.00018190722191139186	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	
FOXJ3(+)|CLDN4out	FOXJ3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	5.073438608470538	41	29	-6.347872177849597e-05	higher in CLDN4-low	14	15	0.6391207613050938	29	-6.347894668579102e-05	0.6391207613050938	10	0.00018190722191139186	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	0.6926997472827663
FOXK1(+)	FOXK1	other	cistarget_regulon	cistarget_as_returned	False	6.233186368862801	41	29	0.0006890599763029782	higher in CLDN4-high	21	8	0.008593697100877762	29	0.0006890622898936272	0.008593697100877762	10	0.0008488895134694373	higher in CLDN4-high	0.048828125	unspecified	NA	NA	NA	
FOXK1(+)|CLDN4out	FOXK1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	6.233186368862801	41	29	0.0006890599763029782	higher in CLDN4-high	21	8	0.008593697100877762	29	0.0006890622898936272	0.008593697100877762	10	0.0008488895134694373	higher in CLDN4-high	0.048828125	unspecified	NA	NA	NA	0.02020076850985552
FOXK2(+)	FOXK2	other	cistarget_regulon	cistarget_as_returned	False	3.3282970555848475	5	29	0.0	no difference	14	13	0.6480484578447592	29	0.0	0.6480484578447592	10	0.0002648043776748571	higher in CLDN4-high	0.203125	unspecified	NA	NA	NA	
FOXN2(+)	FOXN2	other	cistarget_regulon	cistarget_as_returned	False	4.255784815996115	7	29	-0.0002021232923666961	higher in CLDN4-low	12	17	0.27462591975927353	29	-0.00020212327945046127	0.27462591975927353	10	3.68169964576942e-05	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
FOXO3(+)	FOXO3	other	cistarget_regulon	cistarget_as_returned	False	3.598798747708849	6	29	0.00046571370310127466	higher in CLDN4-high	19	10	0.12065461277961731	29	0.0004657115787267685	0.12065461277961731	10	0.0022036927834321535	higher in CLDN4-high	0.16015625	unspecified	NA	NA	NA	
FOXP1(+)	FOXP1	other	cistarget_regulon	cistarget_as_returned	False	3.303533986308368	5	29	-0.00019631375847705475	higher in CLDN4-low	13	16	0.7982758991420269	29	-0.00019631377654150128	0.7982758991420269	10	0.0008236899163695487	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	
FOXP2(+)	FOXP2	other	cistarget_regulon	cistarget_as_returned	False	4.740313206599511	24	29	0.0009475710957385156	higher in CLDN4-high	18	11	0.05622555688023567	29	0.0009475722908973694	0.05622555688023567	10	0.0014579823521565487	higher in CLDN4-high	0.16015625	unspecified	NA	NA	NA	
FOXP2(+)|CLDN4out	FOXP2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.740313206599511	24	29	0.0009475710957385156	higher in CLDN4-high	18	11	0.05622555688023567	29	0.0009475722908973694	0.05622555688023567	10	0.0014579823521565487	higher in CLDN4-high	0.16015625	unspecified	NA	NA	NA	0.09785409418579477
GABPA(+)	GABPA	other	cistarget_regulon	cistarget_as_returned	False	4.503697583572468	16	29	-0.0004171602731514808	higher in CLDN4-low	12	17	0.1556677184998989	29	-0.0004171603359282017	0.1556677184998989	10	-0.00010652691059181334	higher in CLDN4-low	0.76953125	unspecified	NA	NA	NA	
GABPA(+)|CLDN4out	GABPA	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.503697583572468	16	29	-0.0004171602731514808	higher in CLDN4-low	12	17	0.1556677184998989	29	-0.0004171603359282017	0.1556677184998989	10	-0.00010652691059181334	higher in CLDN4-low	0.76953125	unspecified	NA	NA	NA	0.2328583227147248
GABPB1(+)	GABPB1	other	cistarget_regulon	cistarget_as_returned	False	4.056423040500173	15	29	-0.0012022300628702909	higher in CLDN4-low	9	20	0.013825550675392151	29	-0.0012022312730550766	0.013825550675392151	10	-0.000854082404524073	higher in CLDN4-low	0.275390625	unspecified	NA	NA	NA	
GABPB1(+)|CLDN4out	GABPB1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.056423040500173	15	29	-0.0012022300628702909	higher in CLDN4-low	9	20	0.013825550675392151	29	-0.0012022312730550766	0.013825550675392151	10	-0.000854082404524073	higher in CLDN4-low	0.275390625	unspecified	NA	NA	NA	0.0301496948463371
GATA2(+)	GATA2	other	cistarget_regulon	cistarget_as_returned	False	4.38915704134252	14	29	-0.001538304216322367	higher in CLDN4-low	9	20	0.009216241538524628	29	-0.0015383046120405197	0.009216241538524628	10	-0.00010195429260431016	higher in CLDN4-low	0.375	unspecified	NA	NA	NA	
GATA2(+)|CLDN4out	GATA2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.38915704134252	14	29	-0.001538304216322367	higher in CLDN4-low	9	20	0.009216241538524628	29	-0.0015383046120405197	0.009216241538524628	10	-0.00010195429260431016	higher in CLDN4-low	0.375	unspecified	NA	NA	NA	0.021386406647089202
GATA3(+)	GATA3	other	cistarget_regulon	cistarget_as_returned	False	3.5961405085332645	70	29	0.0044616547375157176	higher in CLDN4-high	28	1	1.1175870895385742e-08	29	0.004461653530597687	1.1175870895385742e-08	10	0.0034114181110984493	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
GATA3(+)|CLDN4out	GATA3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.5961405085332645	70	29	0.0044616547375157176	higher in CLDN4-high	28	1	1.1175870895385742e-08	29	0.004461653530597687	1.1175870895385742e-08	10	0.0034114181110984493	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	1.685693860054016e-07
GATAD1(+)	GATAD1	other	cistarget_regulon	cistarget_as_returned	False	3.322621946383556	28	29	0.000697918483505422	higher in CLDN4-high	17	12	0.16216303035616875	29	0.0006979182362556458	0.16216303035616875	10	0.0027021984518197373	higher in CLDN4-high	0.232421875	unspecified	NA	NA	NA	
GATAD1(+)|CLDN4out	GATAD1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.322621946383556	28	29	0.000697918483505422	higher in CLDN4-high	17	12	0.16216303035616875	29	0.0006979182362556458	0.16216303035616875	10	0.0027021984518197373	higher in CLDN4-high	0.232421875	unspecified	NA	NA	NA	0.23670571366505277
GLIS2(+)	GLIS2	other	cistarget_regulon	cistarget_as_returned	False	3.5706162833252346	16	29	0.0002489149823541874	higher in CLDN4-high	15	14	0.966034073382616	29	0.0002489152830094099	0.966034073382616	10	0.001136881132829743	higher in CLDN4-high	0.375	unspecified	NA	NA	NA	
GLIS2(+)|CLDN4out	GLIS2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.5706162833252346	16	29	0.0002489149823541874	higher in CLDN4-high	15	14	0.966034073382616	29	0.0002489152830094099	0.966034073382616	10	0.001136881132829743	higher in CLDN4-high	0.375	unspecified	NA	NA	NA	0.9714009293458528
GMEB2(+)	GMEB2	other	cistarget_regulon	cistarget_as_returned	False	4.472024105544907	27	29	-0.0020885492217098747	higher in CLDN4-low	8	21	0.00015582889318466187	29	-0.0020885486155748367	0.00015582889318466187	10	-0.001963150335344899	higher in CLDN4-low	0.013671875	unspecified	NA	NA	NA	
GMEB2(+)|CLDN4out	GMEB2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.472024105544907	27	29	-0.0020885492217098747	higher in CLDN4-low	8	21	0.00015582889318466187	29	-0.0020885486155748367	0.00015582889318466187	10	-0.001963150335344899	higher in CLDN4-low	0.013671875	unspecified	NA	NA	NA	0.000655930922474972
HDAC2(+)	HDAC2	other	cistarget_regulon	cistarget_as_returned	False	3.9896125358742185	38	29	0.0023766697951943527	higher in CLDN4-high	17	12	0.19012672826647758	29	0.002376660704612732	0.19012672826647758	10	0.0009514135903112217	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
HDAC2(+)|CLDN4out	HDAC2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.9896125358742185	38	29	0.0023766697951943527	higher in CLDN4-high	17	12	0.19012672826647758	29	0.002376660704612732	0.19012672826647758	10	0.0009514135903112217	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	0.2647149062787111
HDAC8(+)	HDAC8	other	cistarget_regulon	cistarget_as_returned	False	3.4735183924720245	3	29	-0.00546644688472233	higher in CLDN4-low	10	19	0.13159068673849106	29	-0.005466446280479431	0.13159068673849106	10	-0.007456228989112072	higher in CLDN4-low	0.431640625	unspecified	NA	NA	NA	
HES6(+)	HES6	other	cistarget_regulon	cistarget_as_returned	False	3.7766265142215376	43	29	0.002098891559624713	higher in CLDN4-high	20	9	0.03653542697429657	29	0.0020988881587982178	0.03653542697429657	10	0.0010213908521203192	higher in CLDN4-high	0.625	unspecified	NA	NA	NA	
HES6(+)|CLDN4out	HES6	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.7766265142215376	43	29	0.002098891559624713	higher in CLDN4-high	20	9	0.03653542697429657	29	0.0020988881587982178	0.03653542697429657	10	0.0010213908521203192	higher in CLDN4-high	0.625	unspecified	NA	NA	NA	0.06679709376108767
HLF(+)	HLF	other	cistarget_regulon	cistarget_as_returned	False	3.035630966978906	5	29	-0.0021350667181865776	higher in CLDN4-low	8	21	0.04802640900015831	29	-0.00213506817817688	0.04802640900015831	10	-0.008723347337675463	higher in CLDN4-low	0.013671875	unspecified	NA	NA	NA	
HLTF(+)	HLTF	other	cistarget_regulon	cistarget_as_returned	False	3.7504754362195456	18	29	-0.00042205401187664707	higher in CLDN4-low	12	17	0.2842625416815281	29	-0.0004220535047352314	0.2842625416815281	10	-0.0007213076745136255	higher in CLDN4-low	0.6953125	unspecified	NA	NA	NA	
HLTF(+)|CLDN4out	HLTF	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.7504754362195456	18	29	-0.00042205401187664707	higher in CLDN4-low	12	17	0.2842625416815281	29	-0.0004220535047352314	0.2842625416815281	10	-0.0007213076745136255	higher in CLDN4-low	0.6953125	unspecified	NA	NA	NA	0.36751085745968987
HMBOX1(+)	HMBOX1	other	cistarget_regulon	cistarget_as_returned	False	3.396525973209552	11	29	0.00047504136039476334	higher in CLDN4-high	18	11	0.16216303035616875	29	0.000475042499601841	0.16216303035616875	10	0.00044731734861660696	higher in CLDN4-high	0.4921875	unspecified	NA	NA	NA	
HMBOX1(+)|CLDN4out	HMBOX1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.396525973209552	11	29	0.00047504136039476334	higher in CLDN4-high	18	11	0.16216303035616875	29	0.000475042499601841	0.16216303035616875	10	0.00044731734861660696	higher in CLDN4-high	0.4921875	unspecified	NA	NA	NA	0.23670571366505277
HMG20B(+)	HMG20B	other	cistarget_regulon	cistarget_as_returned	False	3.5235711614116414	5	29	-0.0023308850616481566	higher in CLDN4-low	6	23	0.0037983879446983337	29	-0.002330884337425232	0.0037983879446983337	10	-0.005241039290873184	higher in CLDN4-low	0.001953125	unspecified	NA	NA	NA	
HMGA2(+)	HMGA2	other	cistarget_regulon	cistarget_as_returned	False	3.1923220135501187	5	29	-5.6254844052520226e-05	higher in CLDN4-low	13	15	0.8376168070245121	29	-5.625485209748149e-05	0.8376168070245121	10	0.0003958069683609104	higher in CLDN4-high	0.12890625	unspecified	NA	NA	NA	
HNF1B(+)	HNF1B	other	cistarget_regulon	cistarget_as_returned	False	3.0698764067197506	7	29	0.00038911184669925165	higher in CLDN4-high	17	12	0.5503522604703903	29	0.0003891121596097946	0.5503522604703903	10	0.00045850769789236665	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
HOXA10(+)	HOXA10	other	cistarget_regulon	cistarget_as_returned	False	3.6555757960065898	30	29	0.005222722100023711	higher in CLDN4-high	22	7	0.0035108327865600586	29	0.005222737789154053	0.0035108327865600586	10	-0.00016382700432265168	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	
HOXA10(+)|CLDN4out	HOXA10	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.6555757960065898	30	29	0.005222722100023711	higher in CLDN4-high	22	7	0.0035108327865600586	29	0.005222737789154053	0.0035108327865600586	10	-0.00016382700432265168	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	0.009209575860396675
HOXA3(+)	HOXA3	other	cistarget_regulon	cistarget_as_returned	False	3.159716308112464	17	29	0.0004130828151332599	higher in CLDN4-high	18	11	0.18283364921808243	29	0.0004130825400352478	0.18283364921808243	10	0.0025015138130511285	higher in CLDN4-high	0.130859375	unspecified	NA	NA	NA	
HOXA3(+)|CLDN4out	HOXA3	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.159716308112464	17	29	0.0004130828151332599	higher in CLDN4-high	18	11	0.18283364921808243	29	0.0004130825400352478	0.18283364921808243	10	0.0025015138130511285	higher in CLDN4-high	0.130859375	unspecified	NA	NA	NA	0.2585382070974447
HOXA5(+)	HOXA5	other	cistarget_regulon	cistarget_as_returned	False	3.454705485729935	19	29	0.0006483882279680678	higher in CLDN4-high	15	14	0.346684567630291	29	0.0006483867764472961	0.346684567630291	10	-0.0018997264101781302	higher in CLDN4-low	0.322265625	unspecified	NA	NA	NA	
HOXA5(+)|CLDN4out	HOXA5	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.454705485729935	19	29	0.0006483882279680678	higher in CLDN4-high	15	14	0.346684567630291	29	0.0006483867764472961	0.346684567630291	10	-0.0018997264101781302	higher in CLDN4-low	0.322265625	unspecified	NA	NA	NA	0.4211403136985414
HOXB2(+)	HOXB2	other	cistarget_regulon	cistarget_as_returned	False	3.4389440331336023	66	29	-0.0019003526278834892	higher in CLDN4-low	12	17	0.6391207613050938	29	-0.0019003525376319885	0.6391207613050938	10	-0.004271290659310936	higher in CLDN4-low	0.064453125	unspecified	NA	NA	NA	
HOXB2(+)|CLDN4out	HOXB2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.4389440331336023	66	29	-0.0019003526278834892	higher in CLDN4-low	12	17	0.6391207613050938	29	-0.0019003525376319885	0.6391207613050938	10	-0.004271290659310936	higher in CLDN4-low	0.064453125	unspecified	NA	NA	NA	0.6926997472827663
HOXB3(+)	HOXB3	other	cistarget_regulon	cistarget_as_returned	False	3.619503500440926	3	29	0.0	no difference	6	7	0.221330082993901	29	0.0	0.221330082993901	10	0.0	no difference	0.625	unspecified	NA	NA	NA	
HOXB5(+)	HOXB5	other	cistarget_regulon	cistarget_as_returned	False	3.170912153191346	6	29	-1.622676368682617e-05	higher in CLDN4-low	14	15	0.9490697756409645	29	-1.6226753359660506e-05	0.9490697756409645	10	4.861373503487523e-05	higher in CLDN4-high	0.76953125	unspecified	NA	NA	NA	
HOXB6(+)	HOXB6	other	cistarget_regulon	cistarget_as_returned	False	4.203188936295243	11	29	0.00040664225824880995	higher in CLDN4-high	15	14	0.7493221610784531	29	0.0004066452383995056	0.7493221610784531	10	-0.00032678158282007513	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	
HOXB6(+)|CLDN4out	HOXB6	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.203188936295243	11	29	0.00040664225824880995	higher in CLDN4-high	15	14	0.7493221610784531	29	0.0004066452383995056	0.7493221610784531	10	-0.00032678158282007513	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	0.7931421704982456
HOXB7(+)	HOXB7	other	cistarget_regulon	cistarget_as_returned	False	3.87085237931222	22	29	-0.004646987065357884	higher in CLDN4-low	6	23	0.004106286913156509	29	-0.0046469904482364655	0.004106286913156509	10	-0.004572429789948013	higher in CLDN4-low	0.064453125	unspecified	NA	NA	NA	
HOXB7(+)|CLDN4out	HOXB7	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.87085237931222	22	29	-0.004646987065357884	higher in CLDN4-low	6	23	0.004106286913156509	29	-0.0046469904482364655	0.004106286913156509	10	-0.004572429789948013	higher in CLDN4-low	0.064453125	unspecified	NA	NA	NA	0.010322749045574002
HOXB8(+)	HOXB8	other	cistarget_regulon	cistarget_as_returned	False	3.8899230177989703	32	29	-0.0015004770138074414	higher in CLDN4-low	11	18	0.31448761001229286	29	-0.0015004798769950867	0.31448761001229286	10	-0.003218269215281424	higher in CLDN4-low	0.037109375	unspecified	NA	NA	NA	
HOXB8(+)|CLDN4out	HOXB8	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.8899230177989703	32	29	-0.0015004770138074414	higher in CLDN4-low	11	18	0.31448761001229286	29	-0.0015004798769950867	0.31448761001229286	10	-0.003218269215281424	higher in CLDN4-low	0.037109375	unspecified	NA	NA	NA	0.3898784754261987
HOXB9(+)	HOXB9	other	cistarget_regulon	cistarget_as_returned	False	4.247092852572004	66	29	-0.001989279990773321	higher in CLDN4-low	10	19	0.19012672826647758	29	-0.0019892826676368713	0.19012672826647758	10	-0.0046562580997864915	higher in CLDN4-low	0.130859375	unspecified	NA	NA	NA	
HOXB9(+)|CLDN4out	HOXB9	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.247092852572004	66	29	-0.001989279990773321	higher in CLDN4-low	10	19	0.19012672826647758	29	-0.0019892826676368713	0.19012672826647758	10	-0.0046562580997864915	higher in CLDN4-low	0.130859375	unspecified	NA	NA	NA	0.2647149062787111
HOXC9(+)	HOXC9	other	cistarget_regulon	cistarget_as_returned	False	3.7855477708513385	6	29	-0.0012057070528064765	higher in CLDN4-low	11	18	0.013825550675392151	29	-0.0012057069689035416	0.013825550675392151	10	-0.001371991706357246	higher in CLDN4-low	0.037109375	unspecified	NA	NA	NA	
HOXD1(+)	HOXD1	other	cistarget_regulon	cistarget_as_returned	False	3.354822941421038	51	29	0.0018552068903642492	higher in CLDN4-high	18	11	0.19762490689754486	29	0.0018552038818597794	0.19762490689754486	10	-0.005514331667790709	higher in CLDN4-low	0.193359375	unspecified	NA	NA	NA	
HOXD1(+)|CLDN4out	HOXD1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.354822941421038	51	29	0.0018552068903642492	higher in CLDN4-high	18	11	0.19762490689754486	29	0.0018552038818597794	0.19762490689754486	10	-0.005514331667790709	higher in CLDN4-low	0.193359375	unspecified	NA	NA	NA	0.27305426067523375
HSF1(+)	HSF1	other	cistarget_regulon	cistarget_as_returned	False	4.050196300966216	31	29	0.004658488665279292	higher in CLDN4-high	23	6	0.000368364155292511	29	0.004658490419387817	0.000368364155292511	10	0.005424551783144715	higher in CLDN4-high	0.009765625	unspecified	NA	NA	NA	
HSF1(+)|CLDN4out	HSF1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.050196300966216	31	29	0.004658488665279292	higher in CLDN4-high	23	6	0.000368364155292511	29	0.004658490419387817	0.000368364155292511	10	0.005424551783144715	higher in CLDN4-high	0.009765625	unspecified	NA	NA	NA	0.001307331609959696
IKZF2(+)	IKZF2	IFN_by_targets	cistarget_regulon	cistarget_as_returned	False	4.391971065611434	46	29	-9.392009802549131e-05	higher in CLDN4-low	13	16	0.5647306069731712	29	-9.392108768224716e-05	0.5647306069731712	10	0.00020006063006369106	higher in CLDN4-high	0.4921875	lower_in_high	SAME	OPPOSITE	SAME	
IKZF2(+)|CLDN4out	IKZF2	IFN_by_targets	cistarget_regulon	cistarget_CLDN4_held_out	False	4.391971065611434	46	29	-9.392009802549131e-05	higher in CLDN4-low	13	16	0.5647306069731712	29	-9.392108768224716e-05	0.5647306069731712	10	0.00020006063006369106	higher in CLDN4-high	0.4921875	lower_in_high	SAME	OPPOSITE	SAME	0.6232697552569756
ILF2(+)	ILF2	other	cistarget_regulon	cistarget_as_returned	False	5.431589764902886	224	29	-0.0010095866154069544	higher in CLDN4-low	8	21	0.021553177386522293	29	-0.0010095760226249695	0.021553177386522293	10	-0.0011375510604564112	higher in CLDN4-low	0.232421875	unspecified	NA	NA	NA	
ILF2(+)|CLDN4out	ILF2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	5.431589764902886	224	29	-0.0010095866154069544	higher in CLDN4-low	8	21	0.021553177386522293	29	-0.0010095760226249695	0.021553177386522293	10	-0.0011375510604564112	higher in CLDN4-low	0.232421875	unspecified	NA	NA	NA	0.04383286637034309
IRF1(+)	IRF1	IFN	cistarget_regulon	cistarget_as_returned	False	3.480756571582462	32	29	0.016045745226015665	higher in CLDN4-high	28	1	1.1175870895385742e-08	29	0.016045749187469482	1.1175870895385742e-08	10	0.02204955963903514	higher in CLDN4-high	0.00390625	lower_in_high	OPPOSITE	SAME	OPPOSITE	
