score	tf	axis	kind	family	elf3_given	nes	n_targets	n_patients	delta_median_high_minus_low	direction	n_patients_delta_pos	n_patients_delta_neg	p_patient	n_samples	delta_median_samples	p_sample	n_patients_tLung	delta_median_tLung	direction_tLung	p_tLung	kd_like_expectation	vs_kd_like	vs_GSE207704	vs_GSE50927	fdr_patient
ZNF580(+)	ZNF580	other	cistarget_regulon	cistarget_as_returned	False	6.084951112022601	63	29	-0.0016937323704769285	higher in CLDN4-low	5	24	0.0001104697585105896	29	-0.0016937321051955223	0.0001104697585105896	10	-0.0009814971341327288	higher in CLDN4-low	0.10546875	unspecified	NA	NA	NA	
ZNF580(+)|CLDN4out	ZNF580	other	cistarget_regulon	cistarget_CLDN4_held_out	False	6.084951112022601	63	29	-0.0016937323704769285	higher in CLDN4-low	5	24	0.0001104697585105896	29	-0.0016937321051955223	0.0001104697585105896	10	-0.0009814971341327288	higher in CLDN4-low	0.10546875	unspecified	NA	NA	NA	0.000499875657260418
ZNF672(+)	ZNF672	other	cistarget_regulon	cistarget_as_returned	False	3.404936453444297	7	29	-0.0038079789028815057	higher in CLDN4-low	6	23	5.336105823516846e-05	29	-0.003807978704571724	5.336105823516846e-05	10	-0.0024712190377961466	higher in CLDN4-low	0.130859375	unspecified	NA	NA	NA	
ZNF692(+)	ZNF692	other	cistarget_regulon	cistarget_as_returned	False	3.4764660937723737	7	29	0.0008988227578054821	higher in CLDN4-high	18	11	0.7172092758119106	29	0.0008988236077129841	0.7172092758119106	10	0.0011394223962966953	higher in CLDN4-high	0.4921875	unspecified	NA	NA	NA	
ZNF704(+)	ZNF704	other	cistarget_regulon	cistarget_as_returned	False	3.464130170280484	10	29	0.0003528759051594473	higher in CLDN4-high	18	11	0.05337592214345932	29	0.0003528762608766556	0.05337592214345932	10	0.00028088535783833257	higher in CLDN4-high	0.375	unspecified	NA	NA	NA	
ZNF704(+)|CLDN4out	ZNF704	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.464130170280484	10	29	0.0003528759051594473	higher in CLDN4-high	18	11	0.05337592214345932	29	0.0003528762608766556	0.05337592214345932	10	0.00028088535783833257	higher in CLDN4-high	0.375	unspecified	NA	NA	NA	0.09565388027689245
ZNF740(+)	ZNF740	other	cistarget_regulon	cistarget_as_returned	False	3.327866758568852	5	29	-0.0004040645577175462	higher in CLDN4-low	10	19	0.4293668270111084	29	-0.00040406465996056795	0.4293668270111084	10	-0.00043299350621902113	higher in CLDN4-low	0.4921875	unspecified	NA	NA	NA	
ZNF778(+)	ZNF778	other	cistarget_regulon	cistarget_as_returned	False	3.857308526200972	8	29	0.0019639678882543074	higher in CLDN4-high	21	8	0.020265981554985046	29	0.001963971182703972	0.020265981554985046	10	0.0030275506777108383	higher in CLDN4-high	0.193359375	unspecified	NA	NA	NA	
ZNF785(+)	ZNF785	other	cistarget_regulon	cistarget_as_returned	False	3.9700138117036254	4	29	0.0006173572641654597	higher in CLDN4-high	20	9	0.029064036905765533	29	0.0006173574365675449	0.029064036905765533	10	0.0007622816017729889	higher in CLDN4-high	0.232421875	unspecified	NA	NA	NA	
ZNF787(+)	ZNF787	other	cistarget_regulon	cistarget_as_returned	False	3.633462366794911	7	29	0.00025405678980242323	higher in CLDN4-high	15	14	0.27462591975927353	29	0.00025405670749023557	0.27462591975927353	10	0.0007585138470092985	higher in CLDN4-high	0.322265625	unspecified	NA	NA	NA	
ZNF844(+)	ZNF844	other	cistarget_regulon	cistarget_as_returned	False	4.129562706997798	10	29	-0.0009284981067073145	higher in CLDN4-low	5	24	0.000368364155292511	29	-0.0009284982224926353	0.000368364155292511	10	-0.0005927657482110581	higher in CLDN4-low	0.048828125	unspecified	NA	NA	NA	
ZNF844(+)|CLDN4out	ZNF844	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.129562706997798	10	29	-0.0009284981067073145	higher in CLDN4-low	5	24	0.000368364155292511	29	-0.0009284982224926353	0.000368364155292511	10	-0.0005927657482110581	higher in CLDN4-low	0.048828125	unspecified	NA	NA	NA	0.001307331609959696
ZNF891(+)	ZNF891	other	cistarget_regulon	cistarget_as_returned	False	3.7031361310052007	9	29	-0.0002142357195204828	higher in CLDN4-low	12	17	0.1104210764169693	29	-0.00021423574071377516	0.1104210764169693	10	-0.0010923573164937097	higher in CLDN4-low	0.232421875	unspecified	NA	NA	NA	
ZSCAN29(+)	ZSCAN29	other	cistarget_regulon	cistarget_as_returned	False	3.403896008978387	3	29	-0.0009972018531906497	higher in CLDN4-low	8	21	0.0688701830804348	29	-0.0009972016559913754	0.0688701830804348	10	-0.0007015138355822958	higher in CLDN4-low	1.0	unspecified	NA	NA	NA	
ZSCAN30(+)	ZSCAN30	other	cistarget_regulon	cistarget_as_returned	False	3.0079419164075363	3	29	0.004376976771134054	higher in CLDN4-high	22	7	0.0035108327865600586	29	0.004376979544758797	0.0035108327865600586	10	-0.000365165307037894	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	
