Samples	GSE_ID	line	cancer	Tacstd2	Cldn4	Granulocytes_mMCPcounter	Neutrophils_mMCPcounter	Neutrophil_TIMER	Neutrophils_CIBERSORT_abs	Neutrophil_quanTIseq	Neutrophil_xCell	T CD8_TIMER	T CD8_CIBERSORT_abs	T CD8_EPIC	T CD8_quanTIseq	T CD8_xCell	CD8 T_mMCPcounter
SRX5100861	GSE124821	KPB25L	Mammary	1.50820906219962	4.22508709886477	0.077643616	0.181283234	0.1183314509	0.05739544	0.06462224	0.0	0.1807217111	0.2012189	0.001050028	0.008253415	0.0	2.376544333
SRX5100863	GSE124821	KPB25L	Mammary	2.01358088644726	4.42584879595877	0.232224813	0.537408397	0.1303558192	0.05814102	0.1165532	4.235604e-18	0.2264384731	0.107511	1.925334e-06	0.0009741367	5.62231e-18	1.586012401
SRX5100586	GSE124821	KPB25L	Mammary	2.79171073507981	6.09523477773322	0.107965001	0.044259811	0.108816489	0.0	0.1006454	0.02317203	0.1757137619	0.001240457	0.01041361	0.0	1.105707e-18	0.142640853
SRX5100587	GSE124821	KPB25L	Mammary	3.53876051024873	6.79635797276303	0.36543835	0.179918642	0.1223284506	0.01887056	0.06959763	0.0	0.2627363107	0.002115084	2.338995e-06	0.0	3.580964e-19	0.50808277
SRX5100592	GSE124821	KPB25L	Mammary	3.19566492483015	6.27999207992096	0.36730508	0.098274014	0.110118417	0.0	0.1269098	1.2496979999999999e-19	0.2288475811	0.0	0.006078791	0.0	0.0	0.686336471
SRX5100593	GSE124821	KPB25L	Mammary	3.7083469501885	6.79927054624475	0.284816144	0.0	0.1157111917	0.0	0.1227841	8.550816e-21	0.2331986109	0.007359195	0.01397259	0.0	5.515858e-18	0.322435834
SRX5100597	GSE124821	KPB25L	Mammary	3.57876811488227	8.27650101586556	0.3341151456	0.3614663162	0.1046433	0.0152942	0.06969718	4.946052999999999e-19	0.2345335	0.0	3.855795e-06	0.0	0.0	0.2759212595
SRX5100599	GSE124821	KPB25L	Mammary	3.66266125547509	8.0093740310509	0.453252062	1.8358286997	0.1033316	0.0	0.08995652	0.001980386	0.2672798	0.09644493	0.008054133	0.0	3.803359e-19	0.6198205232
SRX5100686	GSE124821	KPB25L	Mammary	2.34517010264045	5.87266503143884	0.08831395	0.071879343	0.1010988086	0.0	0.07416669	1.145811e-18	0.1615304307	0.001688307	0.005171389	0.0	6.292593e-18	0.095053478
SRX5100687	GSE124821	KPB25L	Mammary	2.87226575243368	6.75309786487205	0.391607167	0.615422889	0.1098521381	0.0	0.06753578	0.0001102979	0.1406729684	0.156086	4.399302e-07	0.00174651	0.0	1.335445524
SRX5100692	GSE124821	KPB25L	Mammary	3.01064111140654	6.71035757898573	0.354668802	0.581767725	0.1113531495	0.004028645	0.07128616	0.0	0.1404661049	0.1383049	1.693747e-06	0.001665631	0.0	1.252005028
SRX5100693	GSE124821	KPB25L	Mammary	3.74280066043126	7.08299144638438	0.391169405	1.845903882	0.1056600832	0.02895648	0.07467987	0.0	0.1878669298	0.0101823	0.002836825	0.0	0.0	0.915839043
SRX5100591	GSE124821	KPB25L	Mammary	3.55819439521592	7.3383845493525	0.079855261	0.092568743	0.115366745	0.02454281	0.06859823	0.0	0.2067784452	0.06922658	4.714978e-07	0.0	0.02342978	0.769428159
SRX5100596	GSE124821	KPB25L	Mammary	3.89003152979845	7.2287367911828	0.3888673206	1.4285980198	0.1078954	0.0	0.1265179	0.0	0.2133137	0.0818098	0.004800453	0.0	1.023264e-18	0.7018488757
SRX5100598	GSE124821	KPB25L	Mammary	2.07744127040789	5.02597886138519	0.182781272	0.0	0.118838803	0.0	0.1370144	3.138395e-18	0.2185562009	0.04033691	0.007129267	0.0	0.0	0.829862546
SRX5100617	GSE124821	KPB25L	Mammary	2.47948409723773	6.5597071918641	0.131067886	0.119835557	0.1244758616	0.03143704	0.1119597	0.0	0.2321334066	0.03710236	0.008016853	0.0	2.684082e-18	0.54753472
SRX5100618	GSE124821	KPB25L	Mammary	3.14075395637055	6.28847198354146	0.120491292	0.190011741	0.1164021081	0.0	0.1055292	3.7199809999999997e-19	0.2075764244	0.007512948	0.01024477	0.0	0.0	0.507966105
SRX3453172	GSE107801	EMT6	Mammary	0.163123730836015	0.225752589417552	0.0907626665	0.0	0.1148228	0.0009296521	0.01024124	0.0004201686	0.2024724	0.001084029	0.009055706	0.0	0.0	0.0
SRX3453173	GSE107801	EMT6	Mammary	0.0364798694349683	0.0663318323658693	0.1663709564	0.0	0.1218365	0.000448946	0.012625	0.0	0.2034782	0.001206713	0.01085076	0.0	8.413500000000001e-19	0.0167715681
SRX3453174	GSE107801	EMT6	Mammary	0.0543623180102043	0.0525780213607426	0.0448221428	0.0	0.1183251	0.0	0.01299017	0.0	0.2050454	0.0006333188	0.009976528	0.0	0.001215282	0.0
SRX3453175	GSE107801	EMT6	Mammary	0.0428388988790643	0.0	0.0573726332	0.0	0.1192134	0.0	0.01588225	0.0	0.2045143	0.001432219	0.008260451	0.0	3.3498129999999997e-19	0.0172549081
SRX3453176	GSE107801	EMT6	Mammary	0.0473646293989709	0.0454186624060788	0.1070155708	0.0	0.116303	0.0	0.02630842	0.004844735	0.2026592	0.002047253	0.0118728	0.0	9.538575e-19	0.022356449
SRX3453177	GSE107801	EMT6	Mammary	0.0	0.155445247696011	0.0	0.0	0.1177712	0.0	0.009816917	0.001462744	0.2064259	0.005817623	0.01084274	0.0	4.209376e-19	0.0488611251
SRX3453178	GSE107801	EMT6	Mammary	0.112086572128089	0.0139367990572388	0.3168014691	0.0	0.1284477	0.009584015	0.02805516	0.000746732	0.2168651	0.008093881	0.01859678	0.0	1.787315e-19	0.1585709937
SRX3453179	GSE107801	EMT6	Mammary	0.0905791323558026	0.457815900367577	0.2352246327	0.0620954557	0.1258081	0.00864185	0.02846725	0.0	0.2114899	0.005007191	0.01392641	0.0	7.41359e-19	0.1538286784
SRX3453180	GSE107801	EMT6	Mammary	0.180937089401729	0.812387061327008	0.178496667	0.0772279565	0.126862	0.007152742	0.04933092	0.0	0.2125638	0.004187952	0.01846668	0.0	0.0	0.0517298597
SRX3453181	GSE107801	EMT6	Mammary	0.239812249717937	0.519841956169386	0.0	0.0321220072	0.1266165	0.0005907462	0.02685685	3.80541e-19	0.2123192	0.002652641	0.01908793	0.0	2.611539e-18	0.103956812
SRX3453162	GSE107801	EMT6	Mammary	0.753903805925992	0.753903805925992	0.0	0.0	0.1567334569	0.0	0.0	0.0	0.0935025633	0.0	4.736715e-06	0.0	0.0	0.0
SRX3453163	GSE107801	EMT6	Mammary	0.135231346403797	0.0941649577272352	0.0	0.025157816	0.0593206542	0.0	0.005711803	0.0	0.0590400309	0.003246146	0.01565261	0.0	0.0	0.066357894
SRX3453164	GSE107801	EMT6	Mammary	0.108633697087453	0.0	0.13968166	0.0	0.0626114095	0.0	0.009324309	0.0883064	0.0588234418	0.001348231	0.0135796	0.0	0.0	0.033573122
SRX3453165	GSE107801	EMT6	Mammary	0.161598682284733	0.154067046122634	0.077602602	0.052353288	0.0654904018	0.0	0.005383083	3.41147e-19	0.0539497296	0.0	0.007722194	0.0	0.003098187	0.017720985
SRX3453166	GSE107801	EMT6	Mammary	0.0355570166423558	0.220670754785353	0.080840461	0.0	0.0542326329	0.0	0.0130682	4.694035999999999e-19	0.0565627227	0.001198303	0.01297788	0.0	0.0	0.0
SRX3453167	GSE107801	EMT6	Mammary	0.0928110311113982	0.0	0.050132487	0.0	0.0580611161	0.0	0.0118589	0.0	0.057203408	0.0	0.01335734	0.0	0.0007227601	0.013753807
SRX3453168	GSE107801	EMT6	Mammary	0.110239943704061	0.457815900367577	0.073866837	0.0	0.0645361062	0.0	0.01587938	0.0	0.0634283303	0.000889072	0.01104126	0.0	0.0	0.020382009
SRX3453169	GSE107801	EMT6	Mammary	0.0541565030262714	0.285953262471107	0.0	0.0	0.0601890526	0.0	0.007370411	0.0	0.0561493241	0.0008778554	0.00696705	0.0	0.0	0.0
SRX3453170	GSE107801	EMT6	Mammary	0.029307764995172	0.180805459480021	0.0	0.0	0.061222691	0.0	0.004750303	0.0	0.0595772609	0.0	0.01114571	0.0	0.0	0.045498888
SRX3453171	GSE107801	EMT6	Mammary	0.0	0.0	0.016477778	0.019916791	0.0490193065	0.0	0.009343077	0.02028676	0.0511014675	0.001836652	0.00864218	0.0	0.001941501	0.026644275
SRX10815534	GSE174053	E0771	Mammary	0.111046725714964	0.210986929922012	0.0	0.0	0.125787417	0.02555059	0.05310858	0.001351001	0.222722541	0.05122272	0.01206207	0.002094274	0.02572797	2.305247
SRX10815538	GSE174053	E0771	Mammary	0.138404724841954	0.0966484024294538	0.645096	0.0	0.128469164	0.02677073	0.08424055	0.00474261	0.225541996	0.02393787	0.01100691	0.006405783	0.01179338	3.493049
SRX10815539	GSE174053	E0771	Mammary	0.0824533159510342	0.0065841175024701	0.690299	0.309899	0.124218561	0.03009532	0.05591743	0.004717208	0.215005022	0.02547798	0.01195834	0.004904879	0.002732886	2.319828
SRX10815542	GSE174053	E0771	Mammary	0.212780358420134	0.154727418508221	0.789786	0.0	0.129770686	0.01040046	0.05168701	0.004418095	0.225851004	0.01327644	0.01007274	0.0006100127	0.0	0.941551
SRX10815543	GSE174053	E0771	Mammary	0.193839855915311	0.305012865027975	0.603519	0.0	0.134150837	0.01209363	0.06325314	0.004910178	0.22543661	0.01858905	0.00948569	0.004922081	0.003521982	2.939867
SRX10815544	GSE174053	E0771	Mammary	0.31520021545094	0.0456155547686747	0.307693	0.0	0.129671425	0.01209183	0.05683751	0.003566503	0.218582594	0.01101154	0.01074492	0.001838718	0.01258606	1.825909
SRX10815548	GSE174053	E0771	Mammary	3.29692605323493	5.13740833142676	1.08545	0.873287	0.075971381	0.02037117	0.1904812	0.006480664	0.240374594	0.01626298	5.628111e-06	0.0	1.05528e-18	0.558604
SRX10815549	GSE174053	E0771	Mammary	0.442950924879926	1.03798604591334	0.135108	0.0	0.126308343	0.02415471	0.07811076	0.003615907	0.23000008	0.0347724	0.01710693	0.008827372	0.02203027	5.133033
SRX9273251	GSE159344	D4M.3A.3	Melanoma	0.0	0.147237656191752	0.0	0.0	0.136685851	0.02363839	0.0	0.00300579	0.247452532	0.05784579	0.01460354	0.01364757	0.01025942	6.217761
SRX9273252	GSE159344	D4M.3A.3	Melanoma	0.0	0.0	0.0	0.0	0.135423976	0.0009634823	0.0	0.001781641	0.246916023	0.07070502	0.01156911	0.009917456	0.006884888	4.263997
SRX9273253	GSE159344	D4M.3A.3	Melanoma	0.148733707261632	0.141725747302057	0.160142	0.0	0.130086263	0.02624668	0.05519609	0.007489193	0.238496261	0.1391687	0.02327704	0.03270065	0.04956549	
SRX9273260	GSE159344	D3UV2	Melanoma	0.0902084761318384	0.0	0.190871	0.0	0.141247843	0.0418786	0.02117826	2.259058e-19	0.219806053	0.04814858	0.01882899	0.009938151	0.021453	5.010342
SRX9273261	GSE159344	D3UV2	Melanoma	0.410560368912903	0.143115171814098	0.081054	0.177866	0.143049215	0.02310547	0.06953573	0.01344637	0.254433078	0.1712019	0.05512623	0.09779477	0.1836387	
SRX9273262	GSE159344	D3UV2	Melanoma	0.240623292519232	0.157052767395433	0.178576	0.0	0.154313946	0.04214441	0.08917876	0.01209136	0.307998053	0.2064671	0.05836119	0.07354306	0.1252342	
SRX8615914	GSE153239	CT26	Colorectal	0.0087501672858076	0.0087501672858076	0.4791829536	0.0	0.1251373	0.06772834	0.002343007	0.003709674	0.2090322	0.1690932	0.02633759	0.009478727	0.008522781	2.0587175541
SRX8615915	GSE153239	CT26	Colorectal	0.254780616345161	0.0075154116487132	1.850786624	0.0	0.136404	0.2190157	0.04465715	0.02084736	0.2268865	0.6106547	0.06593462	0.04796522	0.0499258	4.2525472118
SRX8615916	GSE153239	CT26	Colorectal	0.263049928553122	0.0087284227863845	0.0	0.0	0.1191403	0.01734707	0.004577604	0.003802459	0.2109124	0.2103199	0.02115604	0.008060436	0.01872831	1.9192275612
SRX8615917	GSE153239	CT26	Colorectal	0.517614759453305	1.0178558133024	0.0	0.0	0.1226829	0.04126072	0.006544136	0.004091191	0.2162615	0.306804	0.02651786	0.01760165	0.01952553	2.6867293233
SRX8615918	GSE153239	CT26	Colorectal	0.304192487945405	0.993483910132883	0.2212868935	0.0	0.128135	0.07799638	0.01277308	0.008487707	0.2167146	0.3167754	0.03614338	0.02681232	0.03216355	3.2118518593
SRX8615904	GSE153239	CT26	Colorectal	0.117599844366568	0.0082331343210674	0.597989713	0.0	0.1286225078	0.04621225	0.008423871	0.007736873	0.2067448521	0.3529312	0.02548817	0.02341271	0.0289678	3.009595842
SRX8615905	GSE153239	CT26	Colorectal	0.154330652833521	0.0086362255137461	0.130841275	0.0	0.1256067279	0.05326234	0.006960459	0.008854707	0.2066487419	0.4157313	0.03852942	0.02769705	0.03399815	3.145240016
SRX8615906	GSE153239	CT26	Colorectal	0.0084382130664074	0.514701177609555	0.104033326	0.0	0.1194097529	0.01040667	0.006964607	0.0004852199	0.1969459613	0.2798009	0.01806632	0.01329621	0.01480415	2.396779846
SRX8615907	GSE153239	CT26	Colorectal	0.367419352616418	0.496702198489277	0.0	0.0	0.1220051259	0.04434033	0.005836133	0.006456617	0.1919142969	0.2267267	0.02432381	0.01953649	0.0222959	2.589944172
SRX8615908	GSE153239	CT26	Colorectal	0.453138160720228	0.43986022345491	0.0	0.0	0.12649847	0.005613519	0.0633326973	0.008268851	0.2062862	0.0436863	0.0095614296	0.0061805973	0.0004434231	3.10841
SRX8615919	GSE153239	CT26	Colorectal	0.170755459657288	0.0079100342695241	0.2460139907	0.0	0.1235499	0.05137396	0.008124095	0.004480302	0.2183115	0.3607355	0.02642694	0.01759559	0.01410034	2.5693702952
SRX8615920	GSE153239	CT26	Colorectal	0.0078795919222606	0.145664471531024	0.0	0.0	0.1245503	0.03008211	0.007007536	0.007209152	0.2244019	0.5035697	0.03638	0.0379175	0.03621389	3.6159983901
SRX8615921	GSE153239	CT26	Colorectal	0.008463699895843	0.137468158137149	0.0	0.0	0.1225651	0.03471325	0.007929928	0.006476945	0.2155585	0.3149648	0.03049193	0.02300509	0.04118262	2.9220948766
SRX8615922	GSE153239	CT26	Colorectal	0.493205491744856	1.05691580591532	0.2463290333	0.0	0.1228371	0.03981643	0.003834205	0.00448102	0.2123255	0.2053748	0.02204454	0.01427145	0.01694857	2.4749992528
SRX8615923	GSE153239	CT26	Colorectal	0.265751357950234	0.98659173665302	0.5293572111	0.0	0.1182148	0.02142904	0.004348641	3.681961e-08	0.20457	0.1361346	0.01070705	0.004769389	0.003177282	1.3084663094
SRX8615924	GSE153239	CT26	Colorectal	0.19668510468779	0.0082075418597873	0.0	0.0	0.1241501	0.03523647	0.006314762	0.003582708	0.2113644	0.2990344	0.02269166	0.01298948	0.01210355	2.2816314915
SRX8615925	GSE153239	CT26	Colorectal	0.0087874119902572	0.0087874119902572	0.0	0.0	0.1213285	0.01058044	0.003267071	0.00515207	0.2125634	0.2333023	0.0205608	0.00732628	0.01817494	1.7665561523
SRX8615926	GSE153239	CT26	Colorectal	0.134292539072276	0.634545718532292	0.0	0.0	0.123905	0.03108291	0.007987142	0.00610871	0.2162247	0.3102748	0.02140672	0.01566964	0.01468812	2.521551823
SRX8615927	GSE153239	CT26	Colorectal	0.666258737500443	1.01675793252633	0.3211880911	0.0	0.1239316	0.03295245	0.006411777	0.006909092	0.214654	0.3174151	0.02571143	0.02656016	0.03458676	3.1948309076
SRX8615928	GSE153239	CT26	Colorectal	0.303154391755479	0.482335868270211	0.0	0.0	0.1207973	0.04931736	0.006536244	0.0	0.1968132	0.1318435	0.01687707	0.003306221	0.003104386	1.3725069662
SRX7064337	GSE139475	CT26	Colorectal	2.30751110391209	1.14179216114684	0.297089	0.142341	0.12670068	0.01304966	0.054474582	0.002315767	0.21665668	0.05233535	0.0195272056	0.0119975412	0.005453952	3.901628
SRX7064338	GSE139475	CT26	Colorectal	0.357836766320015	0.31975842808018	0.156711	0.0	0.1256812	0.01323209	0.050403086	0.004582044	0.2171958	0.03206205	0.0182499799	0.0078441164	0.0007348214	3.134212
SRX7064339	GSE139475	CT26	Colorectal	1.99793238509602	1.4067096505105	0.204552	0.0	0.12299818	0.009526627	0.0462868625	0.0001679366	0.21800348	0.01853286	0.0157845438	0.0043458596	0.0	1.821633
SRX7064340	GSE139475	CT26	Colorectal	1.64028424462297	1.1039828755732	0.107888	0.0	0.12500478	0.01133889	0.0517221764	0.002604158	0.22375427	0.02800402	0.0156435991	0.0095616299	0.001159108	4.071845
SRX7064341	GSE139475	CT26	Colorectal	1.84328675299402	1.40214285208464	0.084989	0.0	0.12323695	0.006686143	0.0431739692	0.0003336794	0.21745453	0.02142372	0.0158172076	0.0068570414	0.002961385	2.587047
ERX3246762	ERP114266	CT26	Colorectal	2.64013131776213	2.72101352409617	0.194999	0.0	0.117886817	0.00778355	0.04925401	5.717323e-19	0.207502563	0.02381205	0.01936261	0.0	0.0113755	0.533662
ERX3246763	ERP114266	CT26	Colorectal	2.7215474909735	0.925682837582738	0.168012	0.0	0.120619446	0.00390565	0.05960919	0.0	0.200453594	0.03181718	0.02786865	0.0	0.01335121	0.563818
ERX3246764	ERP114266	CT26	Colorectal	0.120076238539897	0.006678806809616	0.323696	0.0	0.125041437	0.004090425	0.06652342	0.004418348	0.20014137	0.02823657	0.02665402	0.000254658	0.01800581	1.033517
ERX3246765	ERP114266	CT26	Colorectal	0.480306402118443	0.206192816251614	0.0	0.0	0.125446259	0.008321201	0.05673879	0.004334667	0.203788905	0.03431519	0.01968154	0.0007508846	0.01626062	0.808568
ERX3246766	ERP114266	CT26	Colorectal	0.111716607068852	0.458136562883781	0.092365	0.0	0.122117389	0.005233946	0.0576561	0.0003736907	0.215164386	0.03412948	0.0192232	0.002354454	0.01614674	0.793704
ERX3246772	ERP114266	CT26	Colorectal	0.368024776961943	0.121432813752842	0.252297	0.0	0.132876327	0.00191353	0.08538993	0.006748879	0.221865225	0.01892487	0.04115708	0.0	0.01668778	0.575929
ERX3246773	ERP114266	CT26	Colorectal	0.334477277297033	0.157010389053065	0.114658	0.0	0.122380226	0.001584958	0.04324165	0.0	0.193251142	0.01313008	0.02427992	0.004378042	0.01940938	1.248155
ERX3246774	ERP114266	CT26	Colorectal	0.194335902020498	0.0874537930231873	0.643177	0.0	0.126556029	0.001137662	0.03389523	3.100929e-23	0.200785916	0.009141974	0.01787205	0.002053827	0.01281435	0.701997
ERX3246775	ERP114266	CT26	Colorectal	0.0650769343394087	0.0074338284298975	0.028845	0.0	0.124982176	0.001997509	0.04439806	0.05174107	0.197014314	0.01709298	0.02195032	0.001891397	0.0149872	0.693443
ERX3246776	ERP114266	CT26	Colorectal	0.254270149685212	0.0453873481884139	0.03767	0.06178	0.130987397	0.006737751	0.07705546	0.004515507	0.195510876	0.02978696	0.03114317	0.007954545	0.02575095	1.847555
SRX8142962	GSE148947	BNL-MEA	Liver	0.11503590720055	0.336137111169699	0.642286	0.0	0.123986748	0.006301258	0.07359369	0.001398095	0.21549379	0.02529977	0.01211062	0.004416073	5.929701e-05	1.332695
SRX8142963	GSE148947	BNL-MEA	Liver	0.0	0.0	0.073145	0.0	0.125619895	0.0002486783	0.03563656	0.0	0.202859805	0.003505587	0.03908172	0.0	7.872229e-22	0.233543
SRX8142964	GSE148947	BNL-MEA	Liver	0.0449661875199237	0.832349686977296	0.119404	0.0	0.113533574	0.003051864	0.0679458	0.0009586993	0.219864904	0.0191042	0.01503181	0.004562656	0.01304269	1.810894
SRX8142959	GSE148947	BNL-MEA	Liver	0.176310005371219	1.5715942985595	0.182128	0.0	0.119266634	0.007470758	0.0701939	0.0	0.220028822	0.02298019	0.01636586	0.004752912	0.02128413	2.077656
SRX8142960	GSE148947	BNL-MEA	Liver	0.0468290813036318	0.235470966397632	0.0	0.0	0.117908398	0.0	0.04270864	1.287565e-18	0.214900475	0.008594366	0.0240191	0.0	0.0	0.423781
SRX8142961	GSE148947	BNL-MEA	Liver	0.216664696436071	0.206105551128606	1.924958	0.0	0.118267237	0.01424949	0.06878427	0.006583805	0.214683884	0.0001639277	0.00261743	0.0	4.385197e-18	0.156109
SRX8592574	GSE152925	B16	Melanoma	0.176339423117676	0.220043643056179	0.0	0.0923996042	0.1177678	0.005372499	0.002931286	0.0004274563	0.1927191	0.0002101423	0.007868082	0.0	1.379014e-18	0.0158800298
SRX8592575	GSE152925	B16	Melanoma	0.0622149948141085	0.0	0.0	0.0	0.1156338	0.001347556	0.007418913	0.0	0.1913381	0.007118711	0.006410267	0.0	0.0	0.0
SRX8592576	GSE152925	B16	Melanoma	0.0	0.0	0.0	0.0	0.1251569	0.003961856	0.0	0.002751593	0.2009621	0.04877174	0.007819523	0.0008021156	1.2242169999999998e-19	0.6740556277
SRX8592562	GSE152925	B16	Melanoma	0.0	0.0	0.0	0.0	0.12836364	0.0001543037	0.001559658	1.577698e-19	0.21351997	0.001843761	0.006556853	0.0	0.0	0.055678
SRX8592563	GSE152925	B16	Melanoma	0.0	0.0	0.044902	0.10709	0.12556769	0.003008681	0.002189646	0.05203176	0.22134757	0.0006203081	0.005966234	0.0	1.132195e-19	0.0
SRX8592564	GSE152925	B16	Melanoma	0.0	0.0	0.0	0.0	0.12529182	0.0	0.0003116433	0.0	0.20995824	0.001035446	0.006178569	0.0	1.7838379999999998e-19	0.032504
SRX8592556	GSE152925	B16	Melanoma	0.0	0.0787683607753339	0.0	0.0	0.12682599	0.0	0.0	1.241898e-19	0.24134245	5.214974e-05	0.009031285	0.0	2.5706959999999996e-19	0.0
SRX8592557	GSE152925	B16	Melanoma	0.0	0.0	0.044005	0.0	0.12232087	3.633476e-05	0.0011612418	0.05613513	0.22293229	1.735844e-05	0.007719882	0.0	7.801045e-06	0.0
SRX8592558	GSE152925	B16	Melanoma	0.0	0.0	0.0	0.0	0.12295997	0.0	0.0054028072	0.0	0.21315621	0.002940478	0.006414069	0.0	1.0235400000000001e-18	0.048654
SRX8592568	GSE152925	B16	Melanoma	0.0	0.0	0.0	0.0	0.1177741349	0.003661879	0.003032123	1.0624219999999999e-19	0.1875119345	0.01209681	0.008063041	0.0	0.0	0.350009477
SRX8592569	GSE152925	B16	Melanoma	0.0	0.0	0.0	0.052286505	0.1149836547	0.0	0.0003494531	0.0	0.1875063616	0.004736219	0.006625057	0.0	2.016706e-18	0.017136583
SRX8592570	GSE152925	B16	Melanoma	0.0	0.0486437422501973	0.043937981	0.0	0.1151944902	0.002299401	0.001968719	1.263566e-19	0.1837537125	0.0001688764	0.006826408	0.0	3.169241e-18	0.069520701
SRX8473179	GSE151829	B16	Melanoma	0.0827624733277135	0.0425219232427201	0.0	0.0	0.1237700082	0.0	0.02879189	0.003019338	0.193019836	0.08001822	0.003082043	0.001820762	0.0	1.084354136
SRX8473180	GSE151829	B16	Melanoma	0.115827599152482	0.037614669553715	0.182600776	0.0	0.1342092963	0.003513513	0.0248542	0.004397652	0.2110821897	0.08898305	8.063896e-08	0.004439903	0.004941109	1.572665609
SRX8473181	GSE151829	B16	Melanoma	0.224765292129168	0.0437612515798331	0.266775749	0.0	0.1270733967	0.004555655	0.02820669	0.003823661	0.1986660752	0.0438368	2.801371e-08	4.889436e-05	1.6422989999999997e-19	0.767551412
SRX8473168	GSE151829	B16	Melanoma	0.0531058818535425	0.0	0.060402997	0.0	0.1214269869	0.0	0.01452555	0.004625021	0.1939020106	0.1056889	0.006306499	0.005751384	0.02417953	1.859171275
SRX8473169	GSE151829	B16	Melanoma	0.454174652076396	0.0373193030276259	0.790648611	0.407640989	0.1292515507	0.02083355	0.01922303	0.01953688	0.1953387075	0.03702271	7.831986e-08	0.002409353	0.001335724	1.217629031
SRX8473175	GSE151829	B16	Melanoma	0.776238848933823	0.213083798709614	0.063839762	0.0	0.1316027226	0.0	0.0124972	0.01377324	0.2014609506	0.1194066	0.01169142	0.01099712	0.0336375	2.282224497
SRX8473176	GSE151829	B16	Melanoma	0.912996191477139	0.905421633295191	0.238066555	0.0	0.1136060812	0.003418213	0.01389276	0.003604903	0.1725724566	0.01884832	0.002390869	4.284723e-05	2.199759e-18	0.33633938
SRX8473177	GSE151829	B16	Melanoma	0.917628538830461	0.377884291065725	0.0	0.0	0.1231169464	0.01162786	0.007728189	0.01755658	0.2036029066	0.1424722	0.01907965	0.02092278	0.07512949	2.679859514
SRX8330938	GSE150401	B16	Melanoma	0.0	0.0	0.0	0.0	0.113463657	0.001117256	0.01860874	0.0	0.173777937	0.01704673	0.003728632	0.0	0.01303308	0.200785
SRX8330939	GSE150401	B16	Melanoma	0.0	0.0	0.0	0.114304	0.113024166	5.51674e-05	0.005708807	0.0	0.177110164	0.003560164	0.003564165	0.0	0.0	0.108932
SRX8330940	GSE150401	B16	Melanoma	0.0	0.0	0.0	0.0	0.116040982	0.0002957675	0.01089662	0.0	0.176062725	0.002793335	0.003595268	0.0	0.004893045	0.114569
SRX8330941	GSE150401	B16	Melanoma	0.0	0.0	0.0	0.0	0.114091595	0.001160365	0.01605295	8.852100999999999e-19	0.182667252	0.001394971	0.002217184	0.0	0.01142549	0.177602
SRX8330930	GSE150401	B16	Melanoma	0.0	0.0	0.0	0.0	0.111590086	0.0	0.002961571	1.9973930000000002e-18	0.177027518	0.001301391	0.002876218	0.0	0.0	0.182164
SRX8330931	GSE150401	B16	Melanoma	0.0	0.0	0.0	0.0	0.110117913	0.0	0.00423036	0.0	0.174794285	0.0002232477	0.002948508	0.0	0.0	0.118459
SRX8330932	GSE150401	B16	Melanoma	0.0	0.0	0.0	0.0	0.111942478	0.0	0.005134634	0.0	0.173540661	0.0	0.00424254	0.0	0.08668189	0.036648
SRX8330933	GSE150401	B16	Melanoma	0.0	0.0	0.0	0.0	0.112248917	0.0002756437	0.001700128	8.855348999999999e-19	0.175036869	0.0004539835	0.00389766	0.0	0.0	0.070687
SRX8245761	GSE149825	B16	Melanoma	0.209410481484944	0.0	0.0	0.0	0.1173496	0.0	0.001382468	0.0	0.2049654	0.007888898	0.007425344	0.0	1.535342e-18	0.1372215149
SRX8245762	GSE149825	B16	Melanoma	0.0769801658363189	0.0738191399695995	0.1016514206	0.1243215171	0.1193062	0.0	0.0	0.0	0.1995644	0.01955205	0.008648788	0.0	2.928456e-18	0.0
SRX8245763	GSE149825	B16	Melanoma	0.0	0.0305043535475078	0.0	0.084468435	0.1198133	0.0	0.0	0.0	0.1966658	0.02673177	0.008721623	0.0	0.0	0.2571977339
SRX8245758	GSE149825	B16	Melanoma	0.0	0.0	0.0	0.0	0.1187557111	0.0	0.003647476	0.0	0.1947573219	0.009023305	0.009279926	0.0	5.609448e-18	0.0
SRX8245759	GSE149825	B16	Melanoma	0.0	0.0	0.0	0.0	0.1136680197	0.0	0.0003779136	1.99205e-19	0.1852647644	0.003082136	0.008810067	0.0	2.577654e-18	0.0
SRX8245760	GSE149825	B16	Melanoma	0.231305642597994	0.0	0.0	0.0	0.1188471145	0.0	0.000231917	0.0	0.1972337072	0.004745695	0.00961348	0.0	0.0	0.073506302
SRX3591526	GSE109485	B16	Melanoma	0.0051551459909149	0.0	0.0	0.0	0.1135780174	0.001422207	0.003894362	0.0	0.1556335553	0.002475193	0.008453562	0.0	1.401766e-17	0.0
SRX3591527	GSE109485	B16	Melanoma	0.0020016382809721	0.0018311631435749	0.0	0.0	0.1296897294	0.0	0.0	0.001519374	0.1482563635	0.05811957	0.009281166	0.0002956659	5.735628999999999e-19	0.604026713
SRX3591528	GSE109485	B16	Melanoma	0.0	0.0	0.0	0.0	0.1154320299	0.0	0.002458118	8.218180999999999e-19	0.1608781303	0.007368405	0.007757568	0.0	3.628326e-18	0.0
