cohort	patient	receiver	gate	frac	expr_prop	family	ligand	receptor	axis	n_mal	n_high	n_low	n_recv	cldn_high	cldn_low	receptor_detected	cpdb_high	cpdb_low	d_cpdb	conn_high	conn_low	d_conn	both_pos	low_zero_high_pos
GSE123902	LX666	MYE	d15	0.15	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	117	117	215	1.4531439071870131	0.0	True	0.2648672736311111	0.2372945311072234	0.027572742523887722	0.05660096751282933	0.035574674851734656	0.021026292661094674	True	False
GSE123902	LX666	MYE	d15	0.15	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	786	117	117	215	1.4531439071870131	0.0	True	0.7584593862268798	0.7308866437029921	0.02757274252388775	0.20314539813013135	0.127680352539337	0.07546504559079437	True	False
GSE123902	LX666	MYE	d15	0.15	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	117	117	215	1.4531439071870131	0.0	True	0.534997153117213	0.5074244105933252	0.02757274252388775	0.13680084990931024	0.08598167078789914	0.050819179121411096	True	False
GSE123902	LX666	TNK	d15	0.15	0.2	F11R	F11R	F11R	F11R-F11R	786	117	117	177	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	d15	0.15	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	117	117	177	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	d15	0.15	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	117	117	177	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	d15	0.15	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	117	117	177	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	d15	0.15	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	786	117	117	177	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	d15	0.15	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	117	117	177	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	d15	0.15	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	117	117	177	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	d15	0.15	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	117	117	177	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	d15	0.15	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	786	117	117	177	1.4531439071870131	0.0	True	0.6275442736481757	0.0	0.6275442736481757	0.16427751482633593	0.0	0.16427751482633593	False	True
GSE123902	LX666	TNK	d15	0.15	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	117	117	177	1.4531439071870131	0.0	True	0.814535733490081	0.0	0.814535733490081	0.21979411712518926	0.0	0.21979411712518926	False	True
GSE123902	LX666	MYE	d15	0.15	0.2	F11R	F11R	F11R	F11R-F11R	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	117	117	215	1.4531439071870131	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	d15	0.15	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	117	117	215	1.4531439071870131	0.0	True	0.2648672736311111	0.0	0.2648672736311111	0.05660096751282933	0.0	0.05660096751282933	False	True
GSE123902	LX666	MYE	d15	0.15	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	786	117	117	215	1.4531439071870131	0.0	True	0.7584593862268798	0.0	0.7584593862268798	0.20314539813013135	0.0	0.20314539813013135	False	True
GSE123902	LX666	MYE	d15	0.15	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	117	117	215	1.4531439071870131	0.0	True	0.534997153117213	0.0	0.534997153117213	0.13680084990931024	0.0	0.13680084990931024	False	True
GSE123902	LX666	TNK	decile	0.1	0.05	F11R	F11R	F11R	F11R-F11R	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	78	78	177	1.5936879254276113	0.0	True	0.18004411293133255	0.11969766945620146	0.06034644347513109	0.029692848982070988	0.014260885278088433	0.015431963703982554	True	False
GSE123902	LX666	TNK	decile	0.1	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	78	78	177	1.5936879254276113	0.0	True	0.33505791369133964	0.2880246337947017	0.047033279896637914	0.09944089982125533	0.0785750890086488	0.020865810812606522	True	False
GSE123902	LX666	TNK	decile	0.1	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	78	78	177	1.5936879254276113	0.0	True	0.37895611972157506	0.33192283982493714	0.047033279896637914	0.1387996962561638	0.10967517899883594	0.02912451725732787	True	False
GSE123902	LX666	TNK	decile	0.1	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	78	78	177	1.5936879254276113	0.0	True	0.2553460780410379	0.11849046841132474	0.1368556096297132	0.04146490401789163	0.01374375076012354	0.02772115325776809	True	False
GSE123902	LX666	TNK	decile	0.1	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	78	78	177	1.5936879254276113	0.0	True	0.1747107908090812	0.1651981779004839	0.009512612908597284	0.02863167454864407	0.024480179000449066	0.004151495548195005	True	False
GSE123902	LX666	TNK	decile	0.1	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	786	78	78	177	1.5936879254276113	0.0	True	0.6189265913000499	0.6094139783914526	0.009512612908597284	0.14520414231895046	0.12415003493894236	0.021054107380008097	True	False
GSE123902	LX666	TNK	decile	0.1	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	78	78	177	1.5936879254276113	0.0	True	0.8059180511419552	0.796405438233358	0.009512612908597284	0.19427501260688437	0.16610579572811804	0.028169216878766334	True	False
GSE123902	LX666	MYE	decile	0.1	0.05	F11R	F11R	F11R	F11R-F11R	786	78	78	215	1.5936879254276113	0.0	True	0.15625112431562926	0.09590468084049816	0.0603464434751311	0.0186421094047931	0.00895343467121845	0.009688674733574648	True	False
GSE123902	LX666	MYE	decile	0.1	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	78	78	215	1.5936879254276113	0.0	True	0.25624959128298536	0.24673697837438807	0.009512612908597284	0.0500293357299169	0.04277525199796349	0.007254083731953409	True	False
GSE123902	LX666	MYE	decile	0.1	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	786	78	78	215	1.5936879254276113	0.0	True	0.749841703878754	0.7403290909701568	0.009512612908597284	0.17955928620365633	0.15352379966426163	0.026035486539394692	True	False
GSE123902	LX666	MYE	decile	0.1	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	78	78	215	1.5936879254276113	0.0	True	0.5263794707690872	0.5168668578604899	0.009512612908597284	0.12091764414980295	0.10338499650346024	0.017532647646342714	True	False
GSE123902	LX666	TNK	decile	0.1	0.1	F11R	F11R	F11R	F11R-F11R	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	78	78	177	1.5936879254276113	0.0	True	0.33505791369133964	0.2880246337947017	0.047033279896637914	0.09944089982125533	0.0785750890086488	0.020865810812606522	True	False
GSE123902	LX666	TNK	decile	0.1	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	78	78	177	1.5936879254276113	0.0	True	0.37895611972157506	0.33192283982493714	0.047033279896637914	0.1387996962561638	0.10967517899883594	0.02912451725732787	True	False
GSE123902	LX666	TNK	decile	0.1	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	78	78	177	1.5936879254276113	0.0	True	0.1747107908090812	0.1651981779004839	0.009512612908597284	0.02863167454864407	0.024480179000449066	0.004151495548195005	True	False
GSE123902	LX666	TNK	decile	0.1	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	786	78	78	177	1.5936879254276113	0.0	True	0.6189265913000499	0.6094139783914526	0.009512612908597284	0.14520414231895046	0.12415003493894236	0.021054107380008097	True	False
GSE123902	LX666	TNK	decile	0.1	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	78	78	177	1.5936879254276113	0.0	True	0.8059180511419552	0.796405438233358	0.009512612908597284	0.19427501260688437	0.16610579572811804	0.028169216878766334	True	False
GSE123902	LX666	MYE	decile	0.1	0.1	F11R	F11R	F11R	F11R-F11R	786	78	78	215	1.5936879254276113	0.0	True	0.15625112431562926	0.09590468084049816	0.0603464434751311	0.0186421094047931	0.00895343467121845	0.009688674733574648	True	False
GSE123902	LX666	MYE	decile	0.1	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	78	78	215	1.5936879254276113	0.0	True	0.25624959128298536	0.24673697837438807	0.009512612908597284	0.0500293357299169	0.04277525199796349	0.007254083731953409	True	False
GSE123902	LX666	MYE	decile	0.1	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	786	78	78	215	1.5936879254276113	0.0	True	0.749841703878754	0.7403290909701568	0.009512612908597284	0.17955928620365633	0.15352379966426163	0.026035486539394692	True	False
GSE123902	LX666	MYE	decile	0.1	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	78	78	215	1.5936879254276113	0.0	True	0.5263794707690872	0.5168668578604899	0.009512612908597284	0.12091764414980295	0.10338499650346024	0.017532647646342714	True	False
GSE123902	LX666	TNK	decile	0.1	0.2	F11R	F11R	F11R	F11R-F11R	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	78	78	177	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	decile	0.1	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	786	78	78	177	1.5936879254276113	0.0	True	0.6189265913000499	0.0	0.6189265913000499	0.14520414231895046	0.0	0.14520414231895046	False	True
GSE123902	LX666	TNK	decile	0.1	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	78	78	177	1.5936879254276113	0.0	True	0.8059180511419552	0.0	0.8059180511419552	0.19427501260688437	0.0	0.19427501260688437	False	True
GSE123902	LX666	MYE	decile	0.1	0.2	F11R	F11R	F11R	F11R-F11R	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	78	78	215	1.5936879254276113	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	decile	0.1	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	78	78	215	1.5936879254276113	0.0	True	0.25624959128298536	0.0	0.25624959128298536	0.0500293357299169	0.0	0.0500293357299169	False	True
GSE123902	LX666	MYE	decile	0.1	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	786	78	78	215	1.5936879254276113	0.0	True	0.749841703878754	0.0	0.749841703878754	0.17955928620365633	0.0	0.17955928620365633	False	True
GSE123902	LX666	MYE	decile	0.1	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	78	78	215	1.5936879254276113	0.0	True	0.5263794707690872	0.0	0.5263794707690872	0.12091764414980295	0.0	0.12091764414980295	False	True
GSE123902	LX666	TNK	ventile	0.05	0.05	F11R	F11R	F11R	F11R-F11R	786	39	39	177	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	ventile	0.05	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	39	39	177	1.7929469576792723	0.0	True	0.16272041520108974	0.11568351474022746	0.04703690046086227	0.025262783858149594	0.01323437424758157	0.012028409610568024	True	False
GSE123902	LX666	TNK	ventile	0.05	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	39	39	177	1.7929469576792723	0.0	True	0.3412656586803897	0.3340464804530318	0.007219178227357903	0.10219489938920134	0.09899218829940329	0.003202711089798055	True	False
GSE123902	LX666	TNK	ventile	0.05	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	39	39	177	1.7929469576792723	0.0	True	0.38516386471062514	0.3779446864832672	0.0072191782273579586	0.14264373129815974	0.1381733843155875	0.004470346982572232	True	False
GSE123902	LX666	TNK	ventile	0.05	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	786	39	39	177	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	ventile	0.05	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	39	39	177	1.7929469576792723	0.0	True	0.2659345357143344	0.12297573517182608	0.1429588005425083	0.04360967732107609	0.014652275939370815	0.028957401381705272	True	False
GSE123902	LX666	TNK	ventile	0.05	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	39	39	177	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	ventile	0.05	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	39	39	177	1.7929469576792723	0.0	True	0.1709933333095704	0.18542977680476264	-0.014436443495192242	0.02700930134707342	0.03330965556919187	-0.006300354222118446	True	False
GSE123902	LX666	TNK	ventile	0.05	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	786	39	39	177	1.7929469576792723	0.0	True	0.6152091338005391	0.6296455772957313	-0.014436443495192242	0.1369763556816344	0.1689282951175907	-0.031951939435956284	True	False
GSE123902	LX666	TNK	ventile	0.05	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	39	39	177	1.7929469576792723	0.0	True	0.8022005936424444	0.8166370371376367	-0.014436443495192242	0.18326669475063323	0.22601660076295427	-0.04274990601232104	True	False
GSE123902	LX666	MYE	ventile	0.05	0.05	F11R	F11R	F11R	F11R-F11R	786	39	39	215	1.7929469576792723	0.0	True	0.13892742658538645	0.09189052612452417	0.047036900460862285	0.015860774452381914	0.00830895859054695	0.007551815861834964	True	False
GSE123902	LX666	MYE	ventile	0.05	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	ventile	0.05	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	ventile	0.05	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	ventile	0.05	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	ventile	0.05	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	ventile	0.05	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	ventile	0.05	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	39	39	215	1.7929469576792723	0.0	True	0.25253213378347455	0.2669685772786668	-0.014436443495192242	0.04719449442705492	0.05820336979200246	-0.011008875364947539	True	False
GSE123902	LX666	MYE	ventile	0.05	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	786	39	39	215	1.7929469576792723	0.0	True	0.7461242463792432	0.7605606898744355	-0.014436443495192242	0.16938481409812023	0.2088965480357133	-0.03951173393759308	True	False
GSE123902	LX666	MYE	ventile	0.05	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	39	39	215	1.7929469576792723	0.0	True	0.5226620132695764	0.5370984567647686	-0.014436443495192242	0.11406601746159073	0.1406737517927951	-0.026607734331204363	True	False
GSE123902	LX666	TNK	ventile	0.05	0.1	F11R	F11R	F11R	F11R-F11R	786	39	39	177	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	ventile	0.05	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	39	39	177	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	ventile	0.05	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	39	39	177	1.7929469576792723	0.0	True	0.3412656586803897	0.3340464804530318	0.007219178227357903	0.10219489938920134	0.09899218829940329	0.003202711089798055	True	False
GSE123902	LX666	TNK	ventile	0.05	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	39	39	177	1.7929469576792723	0.0	True	0.38516386471062514	0.3779446864832672	0.0072191782273579586	0.14264373129815974	0.1381733843155875	0.004470346982572232	True	False
GSE123902	LX666	TNK	ventile	0.05	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	786	39	39	177	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	ventile	0.05	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	786	39	39	177	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	ventile	0.05	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	786	39	39	177	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	TNK	ventile	0.05	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	786	39	39	177	1.7929469576792723	0.0	True	0.1709933333095704	0.18542977680476264	-0.014436443495192242	0.02700930134707342	0.03330965556919187	-0.006300354222118446	True	False
GSE123902	LX666	TNK	ventile	0.05	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	786	39	39	177	1.7929469576792723	0.0	True	0.6152091338005391	0.6296455772957313	-0.014436443495192242	0.1369763556816344	0.1689282951175907	-0.031951939435956284	True	False
GSE123902	LX666	TNK	ventile	0.05	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	786	39	39	177	1.7929469576792723	0.0	True	0.8022005936424444	0.8166370371376367	-0.014436443495192242	0.18326669475063323	0.22601660076295427	-0.04274990601232104	True	False
GSE123902	LX666	MYE	ventile	0.05	0.1	F11R	F11R	F11R	F11R-F11R	786	39	39	215	1.7929469576792723	0.0	True	0.13892742658538645	0.09189052612452417	0.047036900460862285	0.015860774452381914	0.00830895859054695	0.007551815861834964	True	False
GSE123902	LX666	MYE	ventile	0.05	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	ventile	0.05	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX666	MYE	ventile	0.05	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	786	39	39	215	1.7929469576792723	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
