accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url
HRA008537	PRJCA029964	Unveiling potential microbial markers for metastatic colorectal cancer: Identification of gut and intratumoral microbiota and modelling for distant metastasis prediction	Guangxi Medical University Cancer Hospital	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008537
HRA005483	PRJCA019608	Pembrolizumab Combined with Chemotherapy for Resectable Esophageal Squamous Cell Carcinoma (Keystone-001)	Tianjin Medical University Cancer Institute and Hospital	0	Open	0	2026-04-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005483
HRA003121	PRJCA011830	Genomic landscape and expression profile of consensus molecular subtype four of colorectal cancer	the Affiliated Suzhou Hospital of Nanjing Medical University	1	Controlled	0	2023-03-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003121
HRA000325	PRJCA003395	B cell and T cell repertoire profiling from NSCLC patients	CapitalBio Corporation National Engineering Research Center for Beijing Biochip Technology	1	Controlled	0	2024-07-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000325
HRA007906	PRJCA018960	RNA-seq of hNeurons with metfromin treatment	Beijing Institute of Genomics, Chinese Academy of Sciences	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007906
HRA008551	PRJCA029594	Sequencing of intestinal metaplasia and gastric cancer	Nanjing Medical University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008551
HRA008517	PRJCA029962	Exploration of the mechanism and construction of prediction model for small cell transformation in EGFR-mutant lung adenocarcinomas	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2024-09-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008517
HRA003033	PRJCA011801	METTL3 deficiency alleviates proinflammatory response in human gingival fibroblasts	West China Hospital of Stomatology, Sichuan University	1	Controlled	0	2026-08-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003033
HRA005520	PRJCA019704	Single-cell RNA sequencing in IPMNs and PDAC	The First Affiliated Hospital, School of Medicine, Zhejiang University	0	Open	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005520
HRA007621	PRJCA026551	Restoration of stemness and differentiation potential of hematopoietic stem cells after CRISPR/Cas9 gene therapy in a b-thalassemia major patient	Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007621
HRA003705	PRJCA011799	The effect of intratumoral heterogeneity of genome and immune microenvironment on relapse in patients with localized small cell lung cancer	The Cancer Hospital of the University of Chinese Academy of Sciences (Zhejiang Cancer Hospital)	0	Open	0	2024-11-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003705
HRA008538	PRJCA029982	tRNA-derived fragment promotes tumor immune evasion in esophageal squamous cell carcinoma	Qilu Hospital of Shandong University	1	Controlled	0	2025-09-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008538
HRA003025	PRJCA011793	5-Hydroxymethylation alterations in cell-free DNA reflect molecular distinctions of diffuse large B-cell lymphoma at different primary sites	Peking University First Hospital	1	Controlled	0	2022-09-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003025
HRA007786	PRJCA027408	Resolving 3D genomic landscape of CD4+ T cells in peripheral blood of patients with psoriasis	Institute of Dermatology and Hospital for Skin Diseases, Chinese Academy of MedicalSciences  Peking Union Medical Collage	1	Controlled	0	2026-08-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007786
HRA003039	PRJCA005317	Distinct Single-cell Immune Ecosystems Distinguish True and De Novo HBV-related Hepatocellular Carcinoma Recurrence	The First Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003039
HRA008405	PRJCA029518	Transcriptome data for HEK293T cells transfected with different dCasRfx-PCIF1 proteins or Guide RNAs	Zhejiang University	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008405
HRA008437	PRJCA020888	Systematic drug screening and target analysis identify  digitoxin as a potential therapy for uveal melanoma	Xi'an Jiaotong University	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008437
HRA008496	PRJCA029759	ST depression syndrome	University of Oxford	1	Controlled	0	2024-09-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008496
HRA001268	PRJCA006324	migraine microbiota	Chinese People’s Liberation Army (PLA) General Hospital	1	Controlled	0	2023-10-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA001268
HRA004407	PRJCA016198	Single-cell sequencing of submandibular glands and PBMCs in IgG4-RD	Tianjin Medical University General Hospital	1	Controlled	0	2026-08-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004407
HRA008458	PRJCA029746	Targeted NGS of 36 chondrosarcoma samples	The Second Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2026-08-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008458
HRA002990	PRJCA010369	RNA-seq transcriptome profiling of vascular endothelial cells under hypoxia	The Eighth Affiliated Hospital, Sun Yat-Sen University	1	Controlled	0	2022-09-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002990
HRA002987	PRJCA011671	Novel biallelic mutations in CFAP43 cause asthenoteratozoo-spermia	Chongqing Health Center for Women and Children	1	Controlled	0	2025-06-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002987
HRA002988	PRJCA009563	Bioinformatic identification and experiment validation revealed ACTG1 is a promising prognostic signature and therapeutic target for sepsis	West China Hospital of  Sichuan University	1	Controlled	0	2023-11-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002988
HRA008482	PRJCA029651	Transcriptome data on ovarian cancer	Nanjing University of Aeronautics and Astronautics	1	Controlled	0	2025-09-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008482
HRA007527	PRJCA026500	Ancient genomic time transect unravels the population dynamics of Neolithic middle Yellow River farmers	Institute of Anthropology	0	Open	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007527
HRA007892	PRJCA027655	salivary exosomal miRNA of IBD and healthy control	Peking University People's Hospital	1	Controlled	0	2024-09-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007892
HRA003079	PRJCA011664	Single cell sequencing of bronchoalveolar from patients of tuberculosis	Third People's Hospital of Shenzhen	1	Controlled	0	2026-06-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003079
HRA008164	PRJCA021852	Human Breast Ductal Carcinoma	Fudan University	1	Controlled	0	2026-08-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008164
HRA006194	PRJCA021825	Transcriptome analysis of human SN and NSN oocytes	Huazhong University of Science and Technology	1	Controlled	0	2025-12-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006194
HRA008456	PRJCA029761	RNA-seq of Embelin and SHP099	Chengdu Institute of Biology, Chinese Academy of Sciences	1	Controlled	0	2025-09-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008456
HRA004277	PRJCA015894	Super-Enhancer Translocation Confers Eosinophilia In ETV6::ACSL6 Acute Lymphoblastic Leukemia	Ruijin Hospital Affiliated to Shanghai Jiao Tong University School of Medicine	1	Controlled	0	2025-01-10	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004277
HRA006868	PRJCA020148	Lenalidomide-induced pure red cell aplasia: clinical characteristics and mechanistic analysis	Peking University	1	Controlled	0	2026-07-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006868
HRA002968	PRJCA009047	The function study of USP39 in ESCC cell lines	National Cancer Center/National Clinical Research Center for Cancer/Cancer Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002968
HRA002966	PRJCA011621	A human forebrain organoid model reveals the essential function of GTF2IRD1-TTR axis for the neurodevelopmental deficits of Williams Syndrome	School of Medicine, Zhejiang University	1	Controlled	0	2026-01-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002966
HRA006560	PRJCA023079	Inhibiting RNA m6A Causes an Interferon Response in Cancer and Sustain T cell Function to Improve Cancer Immunotherapy	Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences	0	Open	0	2026-03-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006560
HRA003175	PRJCA011607	adenomyosis	Peking Union Medical College Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College	1	Controlled	0	2023-01-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003175
HRA007393	PRJCA025721	Metabolic shifts during coffee consumption refresh the immune response	Central South University	1	Controlled	0	2026-03-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007393
HRA005546	PRJCA018173	Single-cell analysis of the tumor microenvironment in colorectal cancer following immune checkpoint blockade	Peking University	1	Controlled	0	2026-06-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005546
HRA002952	PRJCA011577	HAT1 function in KYSE30	Zhejiang University	0	Open	0	2026-03-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002952
HRA003240	PRJCA011564	Landscape of Potentially Targetable Receptor Tyrosine Kinase Fusions in Diverse Cancers by DNA-based Profiling	The Third Affiliated Hospital, Sun Yat-Sen University	1	Controlled	0	2022-11-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003240
HRA005902	PRJCA020822	Early detection and characterization of different Gastrointestinal cancer types based on cell-free DNA unique patterns	Tsinghua University	1	Controlled	0	2026-07-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005902
HRA008427	PRJCA029544	Multi-omics insight into the roles of immune cells in the risk and pathogenesis of idiopathic membranous nephropathy	The Fifth Affiliated Hospital of Sun Yat-sen University	1	Controlled	0	2024-08-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008427
HRA007804	PRJCA027147	A clinically effective model based on cell-free DNA methylation and low-dose CT for risk stratification of pulmonary nodules	Anchordx Medical Co. Ltd.	1	Controlled	0	2024-11-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007804
HRA005521	PRJCA019729	CfDNA sequencing data for HCC and controls	Shenzhen Bay Laboratory	1	Controlled	0	2026-07-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005521
HRA003899	PRJCA014615	Optimization of CBE editor based on Macaca fascicularis APOBEC3A	Wuxi School of Medicine, Jiangnan University	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003899
HRA003166	PRJCA011315	An EGFR L858R mutation identified in 1862 Chinese NSCLC patients can be a promising neoantigen vaccine therapeutic strategy	geneplus	1	Controlled	0	2026-07-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003166
HRA002950	PRJCA011535	The nutritional intervention improves the metabolic profile of obese PCOS along with the differences in gut microbiota	Shandong University	1	Controlled	0	2022-11-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002950
HRA002936	PRJCA011549	ALL190 RNAseq	Shanghai Children's Medical Center, Shanghai Jiaotong University School of Medicine	1	Controlled	0	2024-12-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002936
HRA002949	PRJCA011556	Enzyme-activatable targeted delivery of a cyclodiaryliodonium NOX inhibitor with sulfated glycosaminoglycan derivatives for the treatment of pancreatic cancer	Sun Yat-sen University Cancer Center	1	Controlled	0	2022-08-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002949
HRA002948	PRJCA011559	Ciprofloxacin exacerbates dysfunction of human aortic smooth muscle cells in a microphysiological model of thoracic aortic aneurysm	Zhongshan Hospital Fudan University	1	Controlled	0	2022-12-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002948
HRA008238	PRJCA028648	Study on the treatment of severe hemophilia B with sodium valproate	The Second Medical Center of PLA General Hospital	1	Controlled	0	2024-08-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008238
HRA003902	PRJCA014718	C-to-T editing efficiency of the optimized BE4 editor based on Macaca fascicularis APOBEC3A	Wuxi School of Medicine, Jiangnan University	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA003902
HRA006365	PRJCA022328	LKB1 inactivation promotes epigenetic remodeling-induced lineage plasticity and antiandrogen resistance in prostate cancer	Shanghai Institute of Nutrition and Health (SINH) of the Chinese Academy of Sciences (CAS)	1	Controlled	0	2026-06-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006365
HRA008313	PRJCA029112	Genomic analysis in adult monozygotic twins with acute myeloid leukemia	Shanghai East Hospital	1	Controlled	0	2026-07-19	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008313
HRA002909	PRJCA011334	Fetal T-Cell Repertoire in late pregnancy	Peking University Third Hospital	1	Controlled	0	2025-09-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002909
HRA002947	PRJCA011501	Engineering and Functionalizing Human Scale-matched Spinal Cord Organoids	Institute For Translational Brain Research, Fudan University	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002947
HRA002937	PRJCA011510	Translational Landscape in Human Early Neural Fate Determination	Wuhan University	1	Controlled	0	2026-06-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002937
HRA002920	PRJCA011413	Transcriptional analysis of potential signaling pathways related to RNF213 variants in MMD patients	The First Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2024-01-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002920
HRA002930	PRJCA011520	Identification of causative gene mutations	Beijing Tongren Hospital, Capital Medical University	1	Controlled	0	2022-08-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002930
HRA002926	PRJCA011522	Human Scale-matched Spinal Cord Organoids	Institute For Translational Brain Research, Fudan University	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002926
HRA008408	PRJCA029014	A systematic delineation of three prime UTR regulatory elements and their contextual associations	Peking University	0	Open	0	2026-02-03	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008408
HRA008378	PRJCA029407	Expression profiling by RNA-Seq from TNBC cells	China Pharmaceutical University	1	Controlled	0	2024-08-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008378
HRA008392	PRJCA029498	STAT1 as a tool for non-invasive monitoring of NK cell activation in cancer	Korea Basic Science Institute	0	Open	0	2024-08-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008392
HRA007201	PRJCA024996	Downstream gene expression after down-regulation of NUCKS1 in SNU449 human hepatocellular carcinoma cell line	The Second Affiliated Hospital of Harbin Medical University,	1	Controlled	0	2024-08-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007201
HRA008363	PRJCA029226	TRIUNITE-01-WES	ARMY MEDCIAL CENTER	0	Open	0	2025-09-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008363
HRA008387	PRJCA006475	Single-cell RNA transcriptome sequencing analysis of PBMCs in CRCJ-treated primary Sjogren's syndrome	Chongqing Hospital of Traditional Chinese Medicine	1	Controlled	0	2025-06-18	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008387
HRA008317	PRJCA029162	Somatic Mutations in Arteriovenous Malformations in Hereditary Hemorrhagic Telangiectasia Support a Biallelic Two-Hit Mutation Mechanism of Pathogenesis	Duke University	0	Open	0	2025-12-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008317
HRA002922	PRJCA011414	WGS analysis revealed de novo large genomic deletion of RNF213 in MMD patients	The First Affiliated Hospital, Sun Yat-sen University	1	Controlled	0	2024-01-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002922
HRA008360	PRJCA029343	RNA-seq analysis of predicting diabetic kidney disease	Ningbo Number two Hospital	1	Controlled	0	2024-09-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008360
HRA008343	PRJCA028054	The function of NRF2 in HNSCC	Zhejiang University	1	Controlled	0	2026-07-01	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008343
HRA005772	PRJCA020324	Human pluripotent stem cell-derived induced T-NK cells possess dual attributes and anti-tumor cytotoxicity	Peking University	0	Open	0	2026-06-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005772
HRA006476	PRJCA022513	Transient chemical mediated epigenetic modulation activates trophoblast lineage developmental potentials in primed human pluripotent stem cells	Peking University	0	Open	0	2026-06-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006476
HRA002882	PRJCA011324	Expression and diagnostic significance of platelet and exosome differential expressed miRNAs in patients with indeterminate lung nodule	University of Electronic Science and Technology of China	1	Controlled	0	2026-06-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002882
HRA002885	PRJCA011184	RNA m6A sequencing of medulloblastoma	Beijing Institute of Genomics, Chinese Academy of Sciences / China National Center for Bioinformation	1	Controlled	0	2026-01-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002885
HRA008125	PRJCA028620	Neolithization of Dawenkou culture in the lower Yellow River involved the demic diffusion from the Central Plain	Institute of Anthropology	0	Open	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008125
HRA006833	PRJCA023733	Genetic study of gestational phenotypes	Sun Yat-sen University	1	Controlled	0	2026-07-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006833
