query	accession	title	organism	release_date	gene_mentioned
TACSTD2 knockout	E-MTAB-9262	RNA-seq of wild-type, Gal-1 knockout, Gal-3 knockout and Gal-1/Gal-3 double knockout mouse embryonic stem cells (mESC) deprived of LIF for 7 days		2023-05-27	False
TACSTD2 knockout	E-GEOD-46320	Global Gene Expression Profiling in wildtype and PAI-1 Knockout Murine Heart and Kidney.		2014-04-23	False
TACSTD2 knockout	E-GEOD-34905	Differential gene expression caused by Dicer knockout in small intestine		2012-01-07	False
TACSTD2 knockout	E-GEOD-1129	Rb knockout retinal explant comparison		2010-06-09	False
TACSTD2 knockout	E-GEOD-49581	RNA-Seq characterization of select lincRNA knockout mouse models		2013-11-30	False
TACSTD2 knockout	E-GEOD-24683	Dicer knockout mouse subcutaneous preadipocytes		2012-03-30	False
TACSTD2 knockout	E-GEOD-34215	Knockout of GPx4 gene in mouse keratinocyte		2012-12-06	False
TACSTD2 knockout	E-GEOD-10162	Transcription profiling of mouse Clcn5 knockout in proximal tubules of the kidney		2008-06-11	False
TACSTD2 knockout	E-GEOD-58261	RNA sequencing (RNA-SEQ) of Dnmt1 and Dnmt3a conditional knockout mice		2014-07-31	False
TACSTD2 knockout	E-GEOD-81577	Gene expression profiling of Eed knockout and Ezh2 knockout small intestinal crypts [ChIP-seq]		2016-07-01	False
TACSTD2 knockout	E-GEOD-81576	Gene expression profiling of Eed knockout and Ezh2 knockout small intestinal crypts [RNA-seq]		2016-07-01	False
TACSTD2 knockout	E-GEOD-6678	Transcription profiling of palmitoyl protein thioesterase-1 knockout mice		2008-06-15	False
TACSTD2 knockout	E-GEOD-78205	Gene expression profiles in TICAM1 knockout and wild-type MEFs		2016-07-29	False
TACSTD2 knockout	E-GEOD-7676	Transcription profiling of mouse protocadherin 12 knockout		2008-10-18	False
TACSTD2 knockout	E-GEOD-81578	Gene expression profiling of Eed knockout and Ezh2 knockout small intestinal crypts		2016-07-01	False
TACSTD2 knockout	E-MTAB-4412	Testing LPS induced gene expression in murine MEFs with different NFkB knockout		2016-06-27	False
TACSTD2 knockout	E-GEOD-9809	Expression data from GNMT knockout mice		2008-12-01	False
TACSTD2 knockout	E-GEOD-4950	Transcription profiling of mouse T-cells from wildtype and Gfi1 knockout mice		2009-08-07	False
TACSTD2 knockout	E-GEOD-58863	Knockout PTTG1 HCT116 cells		2015-11-23	False
TACSTD2 knockout	E-GEOD-4068	Transcription profiling of mouse ADNP knockout vs wild type		2008-06-12	False
TACSTD2 knockout	E-GEOD-22117	Expression data from MRTFA-B double knockout brain		2010-06-16	False
TACSTD2 knockout	E-GEOD-42112	Comparison of extravillous trophoblast cells derived from human embryonic stem cells and from first trimester human placentas		2013-05-02	False
TACSTD2 knockout	E-MEXP-2096	Transcription profiling of mouse embryonic cells (E9.5) with homozygous knockout of Tbx1 compared to heterozygous Tbx1 knockout		2009-05-30	False
TACSTD2 knockout	E-GEOD-16959	smRNAs in wildtype and RDR6-15 knockout Arabidopsis thaliana Col-0 leaf		2010-11-22	False
TACSTD2 knockout	E-MTAB-10716	RNA-Seq of WT Flp-In T-REx 293, UPF3B knockout and UPF3A-UPF3B double knockout cell lines with additional siRNA-mediated control or UPF3B knockdowns		2022-04-25	False
TACSTD2 knockout	E-MTAB-13685	A secondary, tailored CRISPR-Cas9 knockout library targeting the specified genes was identified through the TP53 knockout genome-wide screen		2025-12-13	False
TROP2 knockdown	E-MTAB-11466	Gene expression profiling of TROP2+ cells from human CRC (colorectal carcinoma) specimens		2022-12-31	True
TROP2 knockdown	E-MTAB-11382	Gene expression profiling of Trop2+ cells in mouse Apc-deficient small intestinal early adenomas		2022-11-29	True
TROP2 knockdown	E-MTAB-11377	Gene expression profiling of Trop2+ cells in mouse Apc-deficient small intestinal hyperplastic epithelium		2022-11-29	True
TROP2 knockdown	E-GEOD-55261	3C-seq of HT29 cells with CCAT1-L knockdown or scramble knockdown		2014-02-22	False
TROP2 knockdown	E-GEOD-42112	Comparison of extravillous trophoblast cells derived from human embryonic stem cells and from first trimester human placentas		2013-05-02	False
TROP2 knockdown	E-MTAB-7199	RNAseq analysis of IKKbeta knockdown EDC4 knockdown irradiated and untreated		2018-10-29	False
TROP2 knockdown	E-MTAB-419	Knockdown of PAPGEF3-antisense transcript		2010-11-03	False
TROP2 knockdown	E-MTAB-1966	fly brm knockdown RNA-seq		2014-05-08	False
TROP2 knockdown	E-GEOD-26856	Gene expression profile of H1.5 knockdown and SIRT1 knockdown IMR90 cells versus control cells		2012-09-18	False
TROP2 knockdown	E-GEOD-34512	PBEF Knockdown in HMVEC-LBI		2013-01-01	False
TROP2 knockdown	E-MTAB-2207	setdb2 knockdown microarray		2014-06-20	False
TROP2 knockdown	E-GEOD-67594	EIF3B knockdown		2015-04-07	False
TROP2 knockdown	E-GEOD-52508	Knockdown of EI24 in ZR-75-1 cells		2013-11-20	False
TROP2 knockdown	E-GEOD-82071	A Basal Stem Cell Signature Identifies Aggressive Prostate Cancer Phenotypes		2016-06-01	False
TROP2 knockdown	E-MTAB-7791	mRNA-seq for HCT116 Parental and ARID1A knockdown cells, mRNA-seq for DLD1 Parental, ARID1A knockdown and ARID1A knockout cells, mRNA-seq for COLO320DM Parental and ARID1A knockdown and ARID1A knockout cells		2019-06-11	False
TROP2 knockdown	E-MTAB-10235	Ribo-seq of iPSC-derived neurons with TDP-43 knockdown		2022-02-28	False
TROP2 knockdown	E-GEOD-53240	Knockdown of BmSoxE gene in silkworm BmN4-SID1 cells		2014-06-28	False
TROP2 knockdown	E-GEOD-54625	Polysomes from DENR knockdown cells		2014-06-30	False
TROP2 knockdown	E-GEOD-22795	PRDM14 Knockdown in human embryonic stem cells		2010-10-20	False
TROP2 knockdown	E-GEOD-75060	Knockdown of Polyhomeotic in Drosophila Kc cells		2015-11-20	False
TROP2 knockdown	E-MTAB-16073	RNA-seq of HSPA8 knockdown in MDA-MB-468 cells		2025-11-13	False
TROP2 knockdown	E-MTAB-1967	fly brm knockdown MNase-seq		2014-05-08	False
TROP2 knockdown	E-GEOD-29778	HuR (ELAVL1) RIP-chip and knockdown exon array		2011-08-18	False
TROP2 knockdown	E-GEOD-66172	Effects of Firre knockdown on mouse gene expression		2015-03-05	False
TROP2 knockdown	E-GEOD-66719	SF3B1 Degron knockdown RNA-seq		2015-03-11	False
TROP2 knockdown	E-GEOD-46904	Gene expression profiles of EZH2 knockdown		2013-10-28	False
TROP2 knockdown	E-GEOD-38333	Genome-wide effects of Pbcas4 knockdown		2012-05-30	False
TROP2 knockdown	E-GEOD-37684	Expression analysis of genes responding to ARID1A knockdown		2012-05-01	False
TROP2 knockdown	E-GEOD-65233	The effect of THADA knockdown on Huh7 cells		2015-08-01	False
TROP2 knockdown	E-MTAB-6564	RNA-Seq of control, RNPS1 knockdown and rescue in HeLa cells		2018-11-01	False
TROP2 knockdown	E-GEOD-57740	Effect of CHADL knockdown in ATDC cells		2014-07-31	False
TROP2 knockdown	E-GEOD-63231	MCT4 knockdown in pancreatic cancer cells		2014-12-17	False
TROP2 knockdown	E-GEOD-68869	Knockdown of CUL3 and PTEN in A549 lung adenocarcinoma cells		2015-05-15	False
TROP2 knockdown	E-GEOD-7102	siRNA knockdown of Sp3 in human		2008-04-07	False
TROP2 knockdown	E-GEOD-38786	Id2a knockdown in zebrafish retina		2012-08-27	False
TROP2 knockdown	E-GEOD-21135	OCT4 Knockdown in human embryonic stem cells		2010-04-13	False
TROP2 knockdown	E-GEOD-43180	Effects of FSH knockdown on gene expression		2013-02-06	False
TROP2 knockdown	E-MTAB-15911	RNA-seq of SNRPB2 knockdown in MDA-MB-231 cells		2026-01-06	False
TROP2 knockdown	E-GEOD-66404	The effect of FOXO3 knockdown and PDHA1 knockdown on PDAC cell line Panc-1		2016-09-01	False
TROP2 knockdown	E-GEOD-2327	siRNA profiling of human HUVEC cells after WTAP knockdown		2008-06-12	False
TROP2 knockdown	E-MTAB-7393	mRNA-seq of HCT116 USP22 knockdown cells		2019-10-26	False
TROP2 knockdown	E-MTAB-8247	mRNA-seq of MCF10A USP22 knockdown cells		2019-12-06	False
TROP2 knockdown	E-GEOD-45953	PHF6 knockdown in rat cortical neurons		2013-08-01	False
TROP2 knockdown	E-GEOD-58797	H2A.Z knockdown RNAseq		2014-09-09	False
TROP2 knockdown	E-GEOD-54157	Expression changes induced by PTPN1 knockdown in KM-H2 cells		2014-01-17	False
TROP2 knockdown	E-MTAB-1833	Transcription profiling : Stable knockdown CUX1 knockdown in LOUCY cells lines		2013-11-05	False
TROP2 knockdown	E-GEOD-10241	A Global Genomic View of MIF Knockdown Cell		2009-11-02	False
TROP2 knockdown	E-GEOD-56102	siRNA-mediated knockdown of VAMP7 in NTERA2/D1 cells		2014-06-01	False
TROP2 knockdown	E-GEOD-28546	Molecular characterization of immortalization of human MSCs by a combination of p53 knockdown and TERT overexpression		2011-04-13	False
TROP2 knockdown	E-GEOD-26716	Analysis of gene expression in QKI knockdown CG-4 cells		2011-01-20	False
TROP2 knockout	E-MTAB-11382	Gene expression profiling of Trop2+ cells in mouse Apc-deficient small intestinal early adenomas		2022-11-29	True
TROP2 knockout	E-MTAB-11377	Gene expression profiling of Trop2+ cells in mouse Apc-deficient small intestinal hyperplastic epithelium		2022-11-29	True
TROP2 knockout	E-MTAB-11466	Gene expression profiling of TROP2+ cells from human CRC (colorectal carcinoma) specimens		2022-12-31	True
TROP2 knockout	E-GEOD-42112	Comparison of extravillous trophoblast cells derived from human embryonic stem cells and from first trimester human placentas		2013-05-02	False
TROP2 knockout	E-MTAB-109	Transcription profiling of yeast transcription factor knockout compendium		2010-03-22	False
TROP2 knockout	E-GEOD-58373	Gene expression profile of Tfh cells and aged CD4 T cells from wild type, miR-155 knockout, miR-146a knockout and double knockout mice		2014-12-09	False
TROP2 knockout	E-MTAB-11124	Heart RNA-seq of control mice and mice with titin PEVK domain knockout, Rbm20 RNA recognition motif knockout, or double knockout		2023-11-30	False
TROP2 knockout	E-GEOD-69681	Gene expression analysis of rel knockout and dcpA knockout strains of Mycobacterium smegmatis MC2 155		2015-06-10	False
TROP2 knockout	E-GEOD-51217	TALEN-based knockout of mir-141 and mir-200c in SK-BR-3 cells		2013-09-27	False
TROP2 knockout	E-GEOD-42991	Gene expression profiles of Tet1 knockout (T1KO), Tet2 knockout (T2KO) and Tet1/Tet2 double knockout (DKO) mouse embryonic stem cells.		2013-02-01	False
TROP2 knockout	E-GEOD-52551	M. tuberculosis Rv3263 Knockout		2013-11-21	False
TROP2 knockout	E-GEOD-24816	Transcriptional changes in Sohlh1 knockout and Sohlh2 knockout mouse newborn ovaries		2010-10-22	False
TROP2 knockout	E-MTAB-13425	Comparative RNA-seq Analysis of Slc38a8 (SNAT8) knockout mouse: Evaluating the Impact of the gene knockout on biological pathways		2024-12-31	False
TROP2 knockout	E-GEOD-37076	Lamin and Lamin B receptor knockout		2013-01-28	False
TROP2 knockout	E-MTAB-2147	Transcription profiling of wild type, gis1 knockout, rph1 knockout, gis1rph1 double knockout, rph1-H235A mutant and gis1 knockout/rph1-H235A mutant yeast at different growth phases		2014-08-27	False
TROP2 knockout	E-GEOD-57043	Dicer knockout NSCLC RNAseq and miRseq		2014-04-25	False
TROP2 knockout	E-GEOD-82071	A Basal Stem Cell Signature Identifies Aggressive Prostate Cancer Phenotypes		2016-06-01	False
TROP2 knockout	E-GEOD-66862	Eed conditional knockout in chondrocytes		2015-11-01	False
TROP2 knockout	E-GEOD-55394	mCasz1_conditional knockout		2015-05-15	False
TROP2 knockout	E-GEOD-39813	Gene expression changes in testes from Abcg8 knockout mice compared to wild-type mice or to Abcg8 knockout mice where plant sterol entry was blocked by ezetimibe		2012-08-01	False
TROP2 knockout	E-GEOD-72248	Expression data from the aortas of ApoE knockout, ApoE/Caspase-1 double knockout, and wild-type mice		2015-08-21	False
TROP2 knockout	E-GEOD-6310	Brain BRCA1 conditional knockout		2011-09-07	False
TROP2 knockout	E-GEOD-47349	Expression data of gene knockout Plasmodium falciparum clones		2013-05-25	False
TROP2 knockout	E-GEOD-10848	Transcription profiling of mouse caveolin-3 knockout hearts		2009-03-15	False
TROP2 knockout	E-GEOD-5841	Differential gene expression in mouse skNAC knockout heart at E11.5		2010-11-19	False
TROP2 knockout	E-GEOD-55080	Prdm16 Knockout Brown Adipose Tissue		2014-04-09	False
TROP2 knockout	E-GEOD-46646	IQGAP2 knockout model of hepatocellular carcinoma		2013-12-13	False
TROP2 knockout	E-MTAB-3662	Pilot KOMP knockout mouse strains		2015-12-28	False
TROP2 knockout	E-GEOD-22510	Conditional Dmrt1 knockout gene expression		2010-06-30	False
TROP2 knockout	E-MTAB-9262	RNA-seq of wild-type, Gal-1 knockout, Gal-3 knockout and Gal-1/Gal-3 double knockout mouse embryonic stem cells (mESC) deprived of LIF for 7 days		2023-05-27	False
TROP2 knockout	E-GEOD-46320	Global Gene Expression Profiling in wildtype and PAI-1 Knockout Murine Heart and Kidney.		2014-04-23	False
TROP2 knockout	E-GEOD-34905	Differential gene expression caused by Dicer knockout in small intestine		2012-01-07	False
TROP2 knockout	E-GEOD-1129	Rb knockout retinal explant comparison		2010-06-09	False
TROP2 knockout	E-GEOD-49581	RNA-Seq characterization of select lincRNA knockout mouse models		2013-11-30	False
TROP2 knockout	E-GEOD-24683	Dicer knockout mouse subcutaneous preadipocytes		2012-03-30	False
TROP2 knockout	E-GEOD-34215	Knockout of GPx4 gene in mouse keratinocyte		2012-12-06	False
TROP2 knockout	E-GEOD-10162	Transcription profiling of mouse Clcn5 knockout in proximal tubules of the kidney		2008-06-11	False
TROP2 knockout	E-GEOD-58261	RNA sequencing (RNA-SEQ) of Dnmt1 and Dnmt3a conditional knockout mice		2014-07-31	False
TROP2 knockout	E-GEOD-81577	Gene expression profiling of Eed knockout and Ezh2 knockout small intestinal crypts [ChIP-seq]		2016-07-01	False
TROP2 knockout	E-GEOD-81576	Gene expression profiling of Eed knockout and Ezh2 knockout small intestinal crypts [RNA-seq]		2016-07-01	False
TROP2 knockout	E-GEOD-6678	Transcription profiling of palmitoyl protein thioesterase-1 knockout mice		2008-06-15	False
TROP2 knockout	E-GEOD-78205	Gene expression profiles in TICAM1 knockout and wild-type MEFs		2016-07-29	False
TROP2 knockout	E-GEOD-7676	Transcription profiling of mouse protocadherin 12 knockout		2008-10-18	False
TROP2 knockout	E-GEOD-81578	Gene expression profiling of Eed knockout and Ezh2 knockout small intestinal crypts		2016-07-01	False
TROP2 knockout	E-MTAB-4412	Testing LPS induced gene expression in murine MEFs with different NFkB knockout		2016-06-27	False
TROP2 knockout	E-GEOD-9809	Expression data from GNMT knockout mice		2008-12-01	False
TROP2 knockout	E-GEOD-4950	Transcription profiling of mouse T-cells from wildtype and Gfi1 knockout mice		2009-08-07	False
TROP2 knockout	E-GEOD-58863	Knockout PTTG1 HCT116 cells		2015-11-23	False
TROP2 knockout	E-GEOD-4068	Transcription profiling of mouse ADNP knockout vs wild type		2008-06-12	False
TROP2 knockout	E-GEOD-22117	Expression data from MRTFA-B double knockout brain		2010-06-16	False
Trop2 shRNA	E-MTAB-11466	Gene expression profiling of TROP2+ cells from human CRC (colorectal carcinoma) specimens		2022-12-31	True
Trop2 shRNA	E-MTAB-11382	Gene expression profiling of Trop2+ cells in mouse Apc-deficient small intestinal early adenomas		2022-11-29	True
Trop2 shRNA	E-MTAB-11377	Gene expression profiling of Trop2+ cells in mouse Apc-deficient small intestinal hyperplastic epithelium		2022-11-29	True
Trop2 shRNA	E-GEOD-3369	shRNA profiling of human myeloma cell line jjn3 with non-specific, scrambled shrna or cks1b shrna		2008-06-12	False
Trop2 shRNA	E-GEOD-54265	Expression data of BRCA1 shRNA and PTEN shRNA single knockdown, BRCA1_PTEN shRNA double knockdowns and control shRNA in MCF-10A cells		2014-01-24	False
Trop2 shRNA	E-GEOD-54266	Expression data of BRCA1 shRNA and Rad51 shRNA knockdown and control shRNA in MCF-10A cells		2014-01-24	False
Trop2 shRNA	E-GEOD-35351	GSK3B shRNA in Panc-1 xenografts		2014-01-09	False
Trop2 shRNA	E-MEXP-2474	shRNA profiling of human cells containing varying concentrations of shRNA expression constructs to determine shRNA abundance using barcodes		2009-12-08	False
Trop2 shRNA	E-GEOD-62189	A computational algorithm to predict shRNA potency		2014-11-24	False
Trop2 shRNA	E-GEOD-17172	Expression profiling of Burkitt's lymphoma cells 24h after FOXM1 shRNA or MYB shRNA lentivirus-mediated transduction		2009-07-27	False
Trop2 shRNA	E-MEXP-2475	shRNA profiling of human cells containing varying concentrations of shRNA expression constructs to determine shRNA abundance using half hairpin sequences		2009-12-08	False
Trop2 shRNA	E-GEOD-54264	Expression data of Brti1 shRNA knockdown and control shRNA in MCF-10A cells		2014-01-24	False
Trop2 shRNA	E-GEOD-54267	Expression data of CHK1 shRNA knockdown and control shRNA in U2OS cells		2014-01-24	False
Trop2 shRNA	E-GEOD-33613	Expression data from human primary fibroblasts (IMR90) stably expressing H-RasV12 and shRNA against ERK2 or a non-targeting shRNA		2014-10-01	False
Trop2 shRNA	E-GEOD-42735	Genome-wide transcriptome profiling of SK-Mel-28, UACC-62 and HCT-116 cells stably expressing scrambled shRNA and RAB7 shRNA		2014-04-20	False
Trop2 shRNA	E-GEOD-62183	shRNA Sensor Analysis of DSIR Selected shRNAs		2014-11-24	False
Trop2 shRNA	E-GEOD-31425	BT549 cells with control or NFIL3 shRNA treatment		2012-09-02	False
Trop2 shRNA	E-GEOD-62184	shRNA off target analysis via RNAseq		2014-11-24	False
Trop2 shRNA	E-GEOD-79840	shRNA cassette sequencing from disomic and trisomic fibroblasts cultured in the presence of shRNA kinome library for 14 days		2016-07-29	False
Trop2 shRNA	E-MTAB-14608	RNA-seq of Control and DZIP3 shRNA Knockdown HT-29 cells		2025-11-08	False
Trop2 shRNA	E-GEOD-60365	Effects of Myb shRNA on Airway Epithelial Cells		2014-08-12	False
Trop2 shRNA	E-GEOD-40883	Gene expression before or 3 hours after t-RA treatment in HeLa cells expressing an shRNA control or shRNA against PARG		2012-09-15	False
Trop2 shRNA	E-GEOD-31426	HEK293 cells with control or NFIL3 shRNA treatment		2012-09-02	False
Trop2 shRNA	E-GEOD-40712	Expression data from CD34+ hematopoietic cells transduced with control or anti-HCLS1 shRNA		2012-09-09	False
Trop2 shRNA	E-MTAB-9802	Kinome-wide shRNA screen for synthetic lethality in patient-derived FANCA-deficient fibroblasts.		2021-05-24	False
Trop2 shRNA	E-GEOD-50767	Anaplastic thyroid carcinoma cell lines (HTH83 and TL3) infected with LAMC2 shRNA		2013-10-10	False
Trop2 shRNA	E-MTAB-2487	Analysis of CITED4 shRNA mediated knockdown in the CRC cell line SW480		2014-11-01	False
Trop2 shRNA	E-GEOD-26079	Genome-wide analysis gene expression in SUM-149 cells expressing AREG shRNA		2010-12-15	False
Trop2 shRNA	E-MEXP-2238	Transcription profiling of mouse embryonic stem cell line CGR8 transfected with control shRNA and shRNA against HP1g in two different developmental stages		2010-07-02	False
Trop2 shRNA	E-GEOD-38538	Expression data from E12.5 NSP cells, CTL v REST shRNA		2012-06-06	False
Trop2 shRNA	E-GEOD-27039	A genome-scale shRNA resource for transgenic RNAi in Drosophila		2011-03-26	False
Trop2 shRNA	E-GEOD-47150	Microarray profiling of primary neurons transduced with shRNA for multiple ASD-implicated genes		2013-05-23	False
Trop2 shRNA	E-GEOD-60382	LNCaP cells: shRNA library with bicalutamide		2015-05-15	False
Trop2 shRNA	E-MTAB-7284	RNA-seq of human cancer cell line OVCA420* following TIGAR knockdown with shRNA		2018-10-24	False
Trop2 shRNA	E-GEOD-22607	Human BJ fibroblasts containing control vs. BRD7 shRNA		2010-07-01	False
Trop2 shRNA	E-MTAB-1099	Transcription profiling by array of Fanconi Anemia patient (FANCA) EBV cell line transduced with control shRNA or a shRNA targeting p53 and treated with a Mitomycin C (MMC) pulse		2012-10-23	False
Trop2 shRNA	E-MTAB-14676	RNA-seq of Control and DZIP3 shRNA Knockdown UM-UC-3 cells		2025-11-19	False
Trop2 shRNA	E-GEOD-53284	Transcriptome of HEK293 cells stably knockdown for the BAHD1 gene with a shRNA		2015-12-11	False
Trop2 shRNA	E-MTAB-6244	RNA-seq of human U2OS cells depleted of NUAK1 by shRNA compared to control		2018-01-01	False
Trop2 shRNA	E-GEOD-15530	Genome-wide analysis of gene expression perturbed by reptin shRNA in MCF7 subjected to normoxic and hypoxic conditions		2010-07-13	False
Trop2 shRNA	E-GEOD-20115	Transcription profiling by array of human Reh cells expressing shRNA targeting CBFA2T3 and/or IKKbeta(EE) Expression analysis of Reh cells after transfection with shRNA targeting CBFA2T3 and/or constitutively active IKKÎ²(EE)		2010-05-07	False
Trop2 shRNA	E-MTAB-5398	Genome-wide gene expression analysis of MDA-MB-468 human breast cancer cells treated with PLA2G7 shRNA		2017-06-02	False
Trop2 shRNA	E-GEOD-54268	Expression data of ATM, ATR, CHK1, CHK2, and 53BP1 shRNA knockdown and control shRNA in MCF-10A cells		2014-01-24	False
Trop2 shRNA	E-GEOD-71358	Comparison of gene expression in xenograft tissue stably expressing ShRNA KDM1A		2016-07-27	False
Trop2 shRNA	E-GEOD-27813	Genome-wide analysis of gene expression perturbed by Pontin shRNA in MCF7 subjected to normoxic and hypoxic conditions		2011-12-02	False
Trop2 shRNA	E-MTAB-9074	Lentiviral shRNA library screening of tumor growth associated genes in CAPAN2 cells		2020-05-31	False
Trop2 shRNA	E-GEOD-12993	shRNA of mouse C2C12 culture: myogenesis timecourse and shRp58 treatment		2009-08-09	False
Trop2 shRNA	E-MTAB-14193	RNA sequencing analyses of human liver cancer cell line HepG2 treated with control shRNA and YTHDC1 knockdown shRNA		2025-03-25	False
Trop2 shRNA	E-GEOD-31427	Diminishment of NFIL3 by shRNA in HEK293 and BT549 cells		2012-09-02	False
Trop2 shRNA	E-GEOD-38742	Modeling tumor subtypes in vivo using lineage restricted transgenic shRNA		2013-03-28	False
