Marker.Symbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Pla2g4a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0646332	4.26012	0.830392	1
Kif27	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0921795	3.4448	0.830518	1
Dazap1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0456226	5.59596	0.830649	1
Asap1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0396147	6.08642	0.830658	1
Kcne3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.351472	0.0185355	0.830746	1
D8Ertd82e	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0624448	3.80426	0.830812	1
Kdm5c	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.039752	6.42793	0.83087	1
Mpp4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.400538	-0.106995	0.830934	1
Pafah1b3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0753537	3.0702	0.830999	1
Snrk	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0465993	8.36468	0.831009	1
Atp1b3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0380124	7.87159	0.831027	1
Cd300e	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.140863	1.5421	0.831093	1
Cideb	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.140863	1.5421	0.831134	1
Tnfsf13b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0643688	4.11657	0.831381	1
Bap1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0399929	6.13661	0.831393	1
Nkain1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0861566	2.88478	0.831408	1
Serhl	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0567691	4.29466	0.831434	1
Pigg	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0507475	4.73963	0.831448	1
Cx3cr1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.114902	2.18846	0.831512	1
Slc9a2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.132248	1.6234	0.831861	1
Tbcc	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0670168	3.893	0.831862	1
Klhl13	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0603568	4.0409	0.831919	1
Vangl1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0484985	5.04275	0.832033	1
Tor1aip1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0376918	7.42261	0.832066	1
Ago4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0484646	4.92943	0.832069	1
Fibin	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0508351	6.26646	0.832148	1
Rbl2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0418094	6.35541	0.832432	1
Gpc6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0693023	3.65757	0.832646	1
Mrpl10	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0449416	5.0372	0.832684	1
Cnpy4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0488682	4.65757	0.832763	1
Fmnl3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0400675	6.41657	0.832862	1
Msn	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0435533	10.5282	0.832912	1
Alg5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0534943	4.37902	0.832915	1
Mrap	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.136419	1.58332	0.832982	1
Ssbp3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0434159	5.30702	0.833023	1
Fanca	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.076962	3.0409	0.833244	1
Tmem179b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0640414	3.95713	0.833528	1
Fan1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0757826	3.31622	0.833558	1
Fam161b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.102635	2.34046	0.833575	1
Tmem183a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0398354	6.20341	0.833578	1
Fam86	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0505768	4.45871	0.833596	1
Sri	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0396049	6.90981	0.833684	1
Ufm1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0402354	6.12793	0.833815	1
Lonp2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0397433	5.87133	0.833868	1
1700012B15Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0455326	5.01854	0.834035	1
Mapt	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0435627	7.18679	0.834072	1
Snrpb2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0524241	4.69332	0.834247	1
Sfxn4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.140863	1.5421	0.834252	1
Ppip5k1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0443679	5.16997	0.834405	1
Scaf1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0378794	6.64364	0.834448	1
Pacsin3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0528411	4.39647	0.834448	1
Clcn4-2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0386073	6.52037	0.834517	1
Kif23	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0898466	2.52104	0.834531	1
Tpi1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0398812	6.20176	0.834539	1
Dopey2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.039752	6.42793	0.834584	1
Atp6v0c	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0898466	2.52104	0.834613	1
Aven	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0694363	3.84296	0.834781	1
Nipal3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0437582	6.97225	0.834814	1
Szt2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.039801	5.86924	0.834836	1
Hectd2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.124851	2.07743	0.834868	1
Rpl3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0640118	3.55251	0.834895	1
Nudt5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0630787	3.57312	0.8349	1
Tspan18	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0531053	7.53981	0.834906	1
Ywhab	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0365163	8.65773	0.834987	1
Pias3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0553499	4.61597	0.834987	1
Spag9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0390501	8.27179	0.835092	1
Rabgef1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0413476	6.26488	0.835181	1
Ccm2l	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0455273	5.51705	0.835243	1
Smurf1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0402561	6.77119	0.835261	1
Klf8	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0958158	2.43357	0.835268	1
F2rl3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.313158	0.134013	0.83538	1
Rab9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0454132	5.02229	0.835433	1
Lpar4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.182478	1.21493	0.835449	1
Ankrd54	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0517872	4.42509	0.835512	1
Adam8	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0592192	4.75775	0.83558	1
Rhbdf1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0399526	5.9374	0.835796	1
Tars2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0526269	4.40224	0.835821	1
Slc16a9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0479156	6.59848	0.83594	1
Nek9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0372532	7.86062	0.836013	1
Rhobtb3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0716125	3.14093	0.836072	1
Vav1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0652704	3.74191	0.836207	1
Sin3a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0394764	6.33142	0.836226	1
Mrpl55	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0786404	3.011	0.836245	1
Actn1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0369232	7.85301	0.836299	1
Casp6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0559661	4.14782	0.836321	1
B4galnt4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.313158	0.134013	0.836322	1
Ss18	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0387024	6.35987	0.836379	1
Zfp874b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0649729	3.53161	0.836476	1
Dos	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0451635	5.25056	0.836492	1
Ubl4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0588186	4.07743	0.836534	1
Kif18a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.151008	1.82589	0.83654	1
A630033H20Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.151008	1.82589	0.836561	1
Ccni	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0366952	7.61566	0.836576	1
Tceal1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0636252	3.77787	0.83669	1
4930524L23Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.2824	0.240928	0.836695	1
Fdps	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0613073	3.83018	0.8367	1
Inpp4a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0405527	5.59596	0.836762	1
Mov10	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0619776	4.00343	0.836792	1
Adam4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.2824	0.240928	0.836864	1
Ip6k1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0400909	7.55963	0.836896	1
Ltn1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0384619	6.06202	0.836964	1
Gde1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0392981	7.88169	0.836982	1
Bcar1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0389096	6.45871	0.837005	1
Wrb	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0574691	3.92141	0.83702	1
Dgkz	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0376295	6.606	0.837147	1
Trappc8	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0412816	6.21083	0.837171	1
Frmd8	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0389284	5.97467	0.837182	1
Brsk1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0958158	2.43357	0.837272	1
4933439C10Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0871326	2.56286	0.837296	1
Rab34	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0533775	4.21493	0.837318	1
Ggta1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.056481	5.87133	0.837356	1
Scyl1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0387649	6.24254	0.837362	1
5730409E04Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0507746	4.45316	0.837468	1
Chchd1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0571439	3.92943	0.837522	1
Tut1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0502294	4.61845	0.837523	1
Fnbp1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0388628	6.35393	0.837612	1
Ndufaf5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.117238	2.16149	0.837647	1
Dgkh	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0483293	4.93342	0.837723	1
D15Ertd621e	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0375942	7.25335	0.837771	1
Calcr	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.140007	1.92543	0.837781	1
1700096K18Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0927352	2.47797	0.837915	1
Parp16	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0466555	4.72359	0.837927	1
Mrpl3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0519946	4.41941	0.838101	1
Ttyh3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0390088	7.40008	0.838203	1
Mtx2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0640414	3.95713	0.838204	1
Dut	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.076962	3.0409	0.838367	1
Iqca	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.070218	3.16828	0.838412	1
Nup160	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0588475	4.76673	0.838427	1
Atg16l1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0413704	5.37609	0.838441	1
Apln	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0435863	5.94927	0.838442	1
Dchs1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.046055	5.41371	0.838518	1
Cyb5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0377822	7.99414	0.838551	1
Fam195a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.150679	1.45594	0.838558	1
Uso1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0375857	6.74475	0.838561	1
Gpcpd1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0414231	6.51506	0.838585	1
Pafah2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0441164	4.93938	0.83889	1
Ggt6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.190522	1.16149	0.838949	1
C5ar2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.136419	1.58332	0.839138	1
Mul1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0406229	5.50101	0.839219	1
Trmt11	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0991081	2.38777	0.839304	1
Stxbp2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0397839	5.6234	0.83957	1
Nkapl	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.313158	0.134013	0.839659	1
Fbxl4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0543908	4.35541	0.839725	1
Anxa3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0403363	7.8999	0.839743	1
Ddr1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0432804	6.35616	0.839757	1
Rpl3l	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.2824	0.240928	0.839796	1
Kars	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0387324	5.90829	0.839805	1
2810025M15Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0512391	4.72589	0.839876	1
Taf5l	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0412043	5.57312	0.840058	1
Muc5b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.102578	5.26012	0.840114	1
8-Sep	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0405685	6.71955	0.840171	1
Arel1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0415329	6.01854	0.84018	1
Mtif2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.0524079	4.24093	0.840217	1
Brd9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.0418809	5.45733	0.840237	1
