Feature_name	baseMean	log2FC_KO_vs_WT	lfcSE	deseq2_stat	p_deseq2	q_deseq2_BH	n_KO	n_WT
GAA	62.0084	-0.0745265	0.242095	-0.289325	0.772333	0.925086	4	3
FAM212B	4.13762	0.172063	0.426305	0.28909	0.772513		4	3
SLC41A2	13.9955	0.0701765	0.360928	0.289067	0.77253	0.925086	4	3
VPS16	45.1862	0.0788609	0.259144	0.288784	0.772747	0.925086	4	3
TCF19	21.5122	-0.0766917	0.304039	-0.288773	0.772755	0.925086	4	3
TUBA1C	357.395	-0.0407838	0.141389	-0.288767	0.77276	0.925086	4	3
AIF1L	126.959	-0.0567711	0.244152	-0.288753	0.77277	0.925086	4	3
VIPAS39	105.357	-0.0528982	0.184669	-0.288673	0.772832	0.925086	4	3
TMEM184B	81.2676	-0.0611072	0.222976	-0.288636	0.77286	0.925086	4	3
DCP2	113.692	0.0658599	0.235369	0.288532	0.772939	0.925089	4	3
ARHGAP42	3.2972	0.024046	0.419697	0.288532	0.77294		4	3
ZNF322	4.95156	0.149481	0.415832	0.288513	0.772954		4	3
CDPF1	10.1534	-0.111016	0.376865	-0.288387	0.77305	0.92513	4	3
TACO1	46.3637	0.0774441	0.259805	0.288168	0.773218	0.925181	4	3
TLNRD1	8.98059	0.128957	0.383976	0.288129	0.773248	0.925181	4	3
PPP1R8	182.052	-0.0524538	0.190586	-0.288007	0.773341	0.925185	4	3
LENG1	21.412	0.087971	0.310219	0.287924	0.773405	0.925185	4	3
OIP5	6.04666	0.135068	0.41017	0.287748	0.77354		4	3
B3GNT2	128.857	0.0738676	0.249204	0.287706	0.773572	0.925199	4	3
CKAP2L	40.1961	0.0710852	0.228312	0.287494	0.773734	0.925199	4	3
PUM3	144.453	-0.0695809	0.218305	-0.287484	0.773741	0.925199	4	3
BCL9L	990.305	0.0473864	0.168343	0.287459	0.773761	0.925199	4	3
NRP2	95.6847	-0.092384	0.324382	-0.287404	0.773803	0.925199	4	3
ZNF862	2.39266	-0.10578	0.413089	-0.287387	0.773816		4	3
CGREF1	26.5232	-0.0867569	0.319726	-0.287099	0.774036	0.925248	4	3
ABCG1	13.5379	0.133949	0.392435	0.287048	0.774075	0.925248	4	3
DNAJB9	15.1879	0.0848905	0.344978	0.286868	0.774214	0.925321	4	3
AIFM3	6.1584	-0.0861479	0.407374	-0.28681	0.774258		4	3
GLS2	5.24722	-0.108584	0.416805	-0.286748	0.774305		4	3
SMG1	96.6378	-0.0655964	0.216619	-0.286476	0.774513	0.925531	4	3
SMIM19	52.4655	0.0673303	0.234485	0.286436	0.774544	0.925531	4	3
GRWD1	38.44	0.0703353	0.278945	0.286236	0.774697	0.925622	4	3
HNRNPU	623.507	0.0369458	0.130456	0.286013	0.774868	0.925734	4	3
GATA5	5.4883	0.162311	0.411461	0.285347	0.775378		4	3
INTS10	23.399	0.0806744	0.295694	0.285288	0.775424	0.926266	4	3
MARC1	60.2462	-0.0689295	0.242875	-0.28523	0.775468	0.926266	4	3
PDCL	11.4484	-0.120081	0.396584	-0.2849	0.775721	0.926353	4	3
EYA3	122.78	-0.0498342	0.187758	-0.284813	0.775787	0.926353	4	3
EPG5	37.893	-0.0775672	0.27942	-0.284764	0.775825	0.926353	4	3
GMFB	43.8813	-0.0569927	0.224192	-0.284732	0.77585	0.926353	4	3
FUCA2	36.0373	0.0799159	0.315253	0.284617	0.775938	0.926366	4	3
TMEM41B	44.7261	0.0761082	0.253239	0.284354	0.776139	0.926473	4	3
MRPS25	168.948	-0.0460735	0.159629	-0.283852	0.776524	0.926642	4	3
GLB1L2	6.84516	-0.178665	0.409728	-0.283825	0.776545	0.926642	4	3
C20orf204	3.04988	0.0649997	0.422873	0.283617	0.776704		4	3
SCRN1	162.907	-0.046603	0.173065	-0.28358	0.776732	0.926642	4	3
PHLPP2	10.9679	-0.126326	0.383486	-0.283473	0.776814	0.926642	4	3
UPF2	173.664	0.0457811	0.168628	0.283276	0.776965	0.926642	4	3
MOGS	26.3448	0.0698089	0.308593	0.283176	0.777042	0.926642	4	3
CPT1A	319.505	0.0418084	0.140963	0.28315	0.777062	0.926642	4	3
NDUFA11	54.0098	0.0770716	0.279626	0.283116	0.777088	0.926642	4	3
ADAR	564.158	0.0549371	0.197134	0.283108	0.777094	0.926642	4	3
HNRNPR	505.148	-0.0461458	0.15894	-0.283014	0.777166	0.926642	4	3
MADD	15.2092	-0.103183	0.37212	-0.282989	0.777185	0.926642	4	3
MAGEA10	44.7195	-0.128394	0.385969	-0.282903	0.777251	0.926642	4	3
SVOPL	4.89604	-0.120617	0.419049	-0.282885	0.777265		4	3
ZNF141	3.84939	0.0953056	0.426151	0.282596	0.777487		4	3
PLCG1	22.488	0.105032	0.362036	0.282437	0.777608	0.926959	4	3
ZNF30	6.35461	-0.0835895	0.408787	-0.282287	0.777724	0.926959	4	3
CLPSL2	1.24637	0.117588	0.338726	0.282284	0.777726		4	3
NCAPD2	62.3617	-0.0563526	0.209592	-0.282254	0.777749	0.926959	4	3
TIMM23B	2.80678	-0.168376	0.42387	-0.282211	0.777782		4	3
ZNF232	8.5693	-0.129397	0.401321	-0.2815	0.778327	0.927553	4	3
PPP1R26	11.9128	-0.0854651	0.353617	-0.281403	0.778402	0.927553	4	3
NFATC4	94.9965	-0.0812872	0.273713	-0.281275	0.7785	0.927577	4	3
ZDHHC1	10.3973	0.019969	0.420634	0.280972	0.778732	0.927722	4	3
CEP164	68.5849	0.0588994	0.263619	0.280915	0.778775	0.927722	4	3
USP25	70.1386	-0.0726031	0.229364	-0.28055	0.779056	0.927963	4	3
SPHK2	28.7998	0.0776339	0.26451	0.280282	0.779261	0.928116	4	3
RIC8B	38.1324	-0.0947779	0.306066	-0.280068	0.779425	0.928151	4	3
INO80B	44.3141	-0.086355	0.299751	-0.279894	0.779559	0.928193	4	3
CYB561D1	7.46893	0.163961	0.4212	0.279579	0.779801	0.928235	4	3
SYNRG	210.487	-0.0469495	0.158493	-0.279574	0.779805	0.928235	4	3
ANKRD50	77.0474	-0.0642891	0.232601	-0.279526	0.779841	0.928235	4	3
BUD31	124.345	0.0461818	0.163396	0.279382	0.779952	0.928235	4	3
CRTC2	2.48509	-0.111702	0.414167	-0.279376	0.779956		4	3
TIGD1	3.59747	0.060522	0.426072	0.279277	0.780032		4	3
FEM1A	34.3936	-0.0845722	0.275539	-0.279241	0.78006	0.928235	4	3
PXDN	61.392	-0.099401	0.297615	-0.279222	0.780074	0.928235	4	3
PRMT1	349.407	-0.0547334	0.189827	-0.279127	0.780147	0.928235	4	3
ASPSCR1	5.99868	0.10602	0.419297	0.279075	0.780187		4	3
INHBA	53.6847	0.0401987	0.36749	0.279042	0.780213	0.928235	4	3
MRPL41	114.156	-0.0700269	0.241535	-0.278697	0.780477	0.928374	4	3
LSM6	14.5916	-0.113478	0.344793	-0.278451	0.780666	0.928374	4	3
TMEM231	19.1477	-0.195663	0.420757	-0.278422	0.780688	0.928374	4	3
FAM198B	115.937	-0.178935	0.419783	-0.278401	0.780704	0.928374	4	3
GEMIN5	45.7781	-0.0716048	0.260236	-0.278385	0.780717	0.928374	4	3
FAM50B	37.947	-0.109734	0.389035	-0.278093	0.780941	0.928549	4	3
DNAJC7	285.072	-0.0404099	0.13838	-0.277887	0.781099	0.92861	4	3
C3orf18	4.1873	0.131419	0.422495	0.277846	0.781131		4	3
AREL1	59.2453	0.0714319	0.223718	0.277824	0.781147	0.92861	4	3
PCDHGB6	10.5222	-0.126378	0.39364	-0.277672	0.781264	0.928615	4	3
TPX2	245.159	-0.0422731	0.150818	-0.277458	0.781429	0.928649	4	3
ZNF57	2.82529	0.0343059	0.422118	0.277394	0.781477		4	3
TNFAIP3	27.8887	0.0708377	0.30383	0.277378	0.78149	0.928649	4	3
INAVA	4.81798	-0.154265	0.424168	-0.277376	0.781491		4	3
NFATC2IP	151.375	0.050862	0.186436	0.277122	0.781687	0.92879	4	3
FMNL1	10.9515	0.10649	0.403604	0.27695	0.781819	0.928855	4	3
BICD2	84.0764	-0.0682435	0.239794	-0.2768	0.781934	0.9289	4	3
SAXO2	9.69415	0.150516	0.396101	0.276526	0.782144	0.929058	4	3
PRG4	4.07793	-0.0748131	0.407259	-0.276521	0.782148		4	3
TOGARAM1	39.8744	0.0820591	0.310791	0.276293	0.782323	0.929178	4	3
RNLS	4.90375	0.111805	0.424983	0.276221	0.782378		4	3
OTUD7A	1.40616	0.139872	0.392738	0.276209	0.782387		4	3
SSSCA1	20.125	0.0566387	0.355617	0.276141	0.782439	0.929224	4	3
COX7B	15.9882	-0.104732	0.352603	-0.275843	0.782668	0.929274	4	3
IGFBP4	52.8063	0.0546055	0.348725	0.275619	0.78284	0.929274	4	3
TMEM9B	48.199	-0.0688214	0.256384	-0.27558	0.782871	0.929274	4	3
SLC35B2	51.5776	0.0739831	0.254641	0.275565	0.782882	0.929274	4	3
SLC25A42	24.2242	-0.069606	0.291313	-0.275466	0.782958	0.929274	4	3
CX3CL1	13.2248	-0.163212	0.415763	-0.275372	0.78303	0.929274	4	3
NLE1	21.1054	-0.0755623	0.31602	-0.275196	0.783165	0.929274	4	3
SMIM5	8.1347	0.16049	0.400923	0.275156	0.783196	0.929274	4	3
KIAA0391	11.6283	-0.109882	0.366046	-0.274995	0.78332	0.929274	4	3
CYB5R2	1.69311	-0.122277	0.38944	-0.274977	0.783334		4	3
IRAK2	2.75697	-0.0954985	0.420365	-0.274786	0.78348		4	3
GRID1	2.99527	0.0670834	0.421651	0.274745	0.783512		4	3
MAPK9	35.8647	0.0975235	0.308051	0.274738	0.783517	0.929274	4	3
CST3	43.4978	-0.0907232	0.334569	-0.274721	0.783531	0.929274	4	3
SLC25A26	55.9903	0.0720914	0.279613	0.274711	0.783538	0.929274	4	3
HEATR6	65.3517	-0.0641351	0.237456	-0.274576	0.783642	0.929274	4	3
NDUFS7	65.2171	-0.0601322	0.220514	-0.274574	0.783644	0.929274	4	3
DFNB59	2.58172	0.134727	0.420954	0.27434	0.783823		4	3
PYHIN1	1.35693	-0.0961274	0.372367	-0.274149	0.78397		4	3
ZNF710	3.22098	0.153758	0.425661	0.274147	0.783972		4	3
RPS6KA5	62.5886	-0.0761408	0.329402	-0.274047	0.784049	0.929607	4	3
RFTN1	1.60751	0.113284	0.336015	0.27399	0.784093		4	3
ZBTB5	61.6693	-0.0764434	0.259649	-0.273965	0.784111	0.929607	4	3
SRPK3	2.34802	0.0845903	0.369147	0.273909	0.784154		4	3
XRCC5	767.357	-0.0333875	0.120047	-0.273815	0.784226	0.929607	4	3
USP49	11.039	0.118203	0.406492	0.273804	0.784235	0.929607	4	3
ZNF821	5.50282	-0.1057	0.414362	-0.273683	0.784329		4	3
KDM5C	128.492	-0.059708	0.230712	-0.273433	0.784521	0.929722	4	3
RBM8A	363.061	-0.0356649	0.128738	-0.273431	0.784522	0.929722	4	3
SRGAP2C	28.3493	-0.0879694	0.284273	-0.273376	0.784564	0.929722	4	3
ACTR5	3.54091	0.109395	0.425635	0.273324	0.784604		4	3
C20orf24	120.277	-0.0512654	0.197943	-0.272823	0.784989	0.929909	4	3
ZNF713	10.4893	0.12969	0.382391	0.272748	0.785047	0.929909	4	3
USP37	22.9375	-0.0651613	0.273792	-0.272631	0.785137	0.929909	4	3
NCDN	44.9851	0.0684732	0.255125	0.272512	0.785228	0.929909	4	3
RDH14	96.5977	0.0491866	0.176092	0.272504	0.785235	0.929909	4	3
UBL3	111.145	0.0686776	0.26305	0.272465	0.785265	0.929909	4	3
SULF1	24.7859	-0.142947	0.37546	-0.272169	0.785492	0.93001	4	3
TMEM59L	4.72005	-0.185026	0.426422	-0.27211	0.785538		4	3
CACNB4	78.8309	-0.100257	0.28066	-0.272036	0.785594	0.930023	4	3
IARS2	63.5403	-0.0706662	0.242618	-0.271803	0.785773	0.930143	4	3
TSPAN8	4.28002	0.183612	0.419121	0.271643	0.785896		4	3
SPIRE2	26.4209	0.0755409	0.31554	0.27164	0.785899	0.930201	4	3
PARS2	4.13329	-0.112941	0.426461	-0.271494	0.786011		4	3
EFCAB12	2.3591	0.0631688	0.403247	0.271486	0.786017		4	3
C3	14.94	-0.231124	0.423108	-0.270689	0.78663	0.930858	4	3
NACC1	58.1981	-0.065153	0.257238	-0.270614	0.786688	0.930858	4	3
GOLT1A	19.0215	-0.105495	0.36061	-0.270169	0.78703	0.931035	4	3
SLIT3	12.7976	-0.128327	0.414246	-0.269976	0.787178	0.931035	4	3
RAVER2	17.3779	-0.0874928	0.323702	-0.269944	0.787204	0.931035	4	3
WDR77	22.5098	0.0882205	0.308903	0.269928	0.787215	0.931035	4	3
ZNF891	25.2457	0.0843658	0.306433	0.269873	0.787258	0.931035	4	3
DLX3	9.16856	-0.11577	0.407244	-0.269814	0.787303	0.931035	4	3
ZNF254	8.38494	0.107818	0.405178	0.269645	0.787434	0.931097	4	3
MGA	103.286	0.0579641	0.212889	0.269301	0.787698	0.931318	4	3
CCDC159	1.64687	0.164171	0.384176	0.269186	0.787787		4	3
ZNF175	2.54905	-0.136984	0.421988	-0.269171	0.787798		4	3
ZNF398	7.40854	0.0841793	0.405024	0.268997	0.787932	0.931395	4	3
KBTBD3	16.2371	0.077891	0.336458	0.268983	0.787943	0.931395	4	3
PLPPR4	40.3601	-0.142988	0.425451	-0.268808	0.788078	0.931395	4	3
SLC44A2	127.987	0.0626518	0.21638	0.268784	0.788096	0.931395	4	3
NOL4	2.89533	-0.155577	0.417036	-0.268721	0.788145		4	3
PGR	50.0166	0.0981693	0.425795	0.268712	0.788152	0.931395	4	3
GIGYF2	288.091	-0.0410333	0.15867	-0.26818	0.788561	0.931696	4	3
ZNF540	1.03103	-0.0823726	0.350927	-0.268078	0.788639		4	3
PGBD5	1.94022	-0.0963935	0.394282	-0.268004	0.788696		4	3
ZNF12	38.158	0.0855709	0.293644	0.26799	0.788707	0.931776	4	3
FASTKD5	30.0397	0.0689777	0.266183	0.267874	0.788796	0.931785	4	3
FIG4	12.7063	-0.080833	0.371528	-0.267778	0.78887	0.931785	4	3
ANKRD45	1.91778	0.106412	0.398251	0.267616	0.788995		4	3
GSTP1	222.694	0.0816505	0.413101	0.267603	0.789005	0.931853	4	3
AMDHD1	2.04633	0.0465732	0.389304	0.267541	0.789053		4	3
GANAB	681.499	-0.0337603	0.120094	-0.267277	0.789256	0.931868	4	3
POLA1	102.824	0.0719723	0.26025	0.267162	0.789344	0.931868	4	3
TPP2	75.885	-0.0821187	0.255231	-0.267079	0.789409	0.931868	4	3
NIPAL3	71.0387	-0.0604536	0.219912	-0.267051	0.78943	0.931868	4	3
IQCG	52.5661	-0.116842	0.350902	-0.267032	0.789444	0.931868	4	3
C12orf54	1.43613	-0.111588	0.384643	-0.266964	0.789497		4	3
HTATSF1	79.4121	-0.0538088	0.216594	-0.266807	0.789618	0.931868	4	3
CUL4B	125.255	0.0614476	0.207698	0.266802	0.789621	0.931868	4	3
CERS2	174.567	0.070563	0.279332	0.266727	0.78968	0.931868	4	3
PRTG	7.13025	-0.139346	0.411319	-0.266678	0.789717	0.931868	4	3
BEND5	6.8016	-0.142731	0.426359	-0.266461	0.789884	0.931901	4	3
FBXL19	11.1489	0.0916187	0.366631	0.266245	0.790051	0.931901	4	3
PAPOLG	33.7563	0.0716355	0.245476	0.266012	0.79023	0.931901	4	3
RRP15	166.327	0.0423194	0.177906	0.265899	0.790317	0.931901	4	3
ELAVL2	20.1218	-0.132728	0.387969	-0.265827	0.790372	0.931901	4	3
ZNF813	9.76043	0.122355	0.374125	0.265551	0.790585	0.931901	4	3
EMC6	66.7959	0.0557419	0.205105	0.265369	0.790725	0.931901	4	3
CCHCR1	21.8976	0.0758687	0.305471	0.265363	0.79073	0.931901	4	3
FAM160A1	4.15951	-0.0871342	0.426136	-0.265228	0.790834		4	3
NMNAT2	14.2844	-0.132575	0.374359	-0.265169	0.790879	0.931901	4	3
GATM	130.175	0.0642231	0.273813	0.265164	0.790883	0.931901	4	3
UBE2F	55.8969	0.0704874	0.248743	0.265128	0.790911	0.931901	4	3
C3orf14	26.3436	-0.0640372	0.293885	-0.265128	0.790911	0.931901	4	3
LARGE1	135.701	0.0761396	0.288815	0.265024	0.790991	0.931904	4	3
CABLES1	25.7774	0.130228	0.346416	0.264852	0.791123	0.931968	4	3
S100A14	152.131	0.121822	0.425153	0.264505	0.791391	0.931987	4	3
LAP3	45.8115	0.0623703	0.305243	0.264464	0.791423	0.931987	4	3
TLR3	9.9898	-0.0397236	0.415393	0.264375	0.791491	0.931987	4	3
LRIG3	30.2973	0.0588091	0.344217	0.264348	0.791512	0.931987	4	3
DNAL4	211.965	0.0418276	0.148682	0.264327	0.791528	0.931987	4	3
UBASH3B	2.34628	0.05914	0.409106	0.264128	0.791681		4	3
LIMK1	15.4926	-0.0876506	0.341282	-0.263702	0.792009	0.932193	4	3
KLHL12	32.0513	-0.0665924	0.25546	-0.263701	0.79201	0.932193	4	3
RAB28	14.0224	-0.0997209	0.346724	-0.263685	0.792022	0.932193	4	3
C20orf85	9.38588	-0.0411283	0.418005	0.26348	0.79218	0.932193	4	3
CXCL10	12.5334	-0.136493	0.383171	-0.263457	0.792198	0.932193	4	3
STOML2	33.779	-0.0811589	0.268378	-0.263393	0.792248	0.932193	4	3
SULT1A2	2.3352	0.129348	0.423101	0.263204	0.792394		4	3
WDR83	16.7256	-0.111228	0.355632	-0.263125	0.792454	0.932324	4	3
RAB37	1.19357	0.131401	0.372394	0.263119	0.792459		4	3
ATP6V0B	76.2137	0.066685	0.24453	0.263047	0.792514	0.932324	4	3
SIGLEC15	0.831436	0.164463	0.322928	0.262867	0.792653		4	3
CASD1	31.1755	-0.064245	0.28074	-0.262794	0.79271	0.932448	4	3
ERICH3	3.57075	0.0904342	0.399947	0.262753	0.792741		4	3
SPICE1	32.8767	-0.0870711	0.309664	-0.262708	0.792775	0.932448	4	3
TM9SF3	1885.36	-0.0375878	0.148758	-0.262473	0.792957	0.932509	4	3
PPIA	273.633	-0.0383597	0.151779	-0.262432	0.792989	0.932509	4	3
DMKN	37.2275	0.0431393	0.339631	0.262333	0.793065	0.932509	4	3
TMEM64	29.5157	-0.0860099	0.334824	-0.262238	0.793138	0.932509	4	3
STX4	34.6186	-0.0794478	0.285713	-0.262086	0.793255	0.932514	4	3
MRPS31	61.449	0.0479402	0.227355	0.261852	0.793436	0.932514	4	3
MPLKIP	63.5282	0.0532508	0.214181	0.26177	0.793499	0.932514	4	3
CCDC177	1.06657	0.164536	0.34702	0.261731	0.793529		4	3
FBXO34	79.9863	-0.050737	0.210297	-0.261651	0.79359	0.932514	4	3
CCNB1	124.987	0.054493	0.202377	0.261363	0.793812	0.932514	4	3
SHISA4	9.19078	-0.133888	0.388622	-0.261303	0.793859	0.932514	4	3
LSM11	19.5231	-0.0800199	0.327506	-0.261096	0.794018	0.932514	4	3
AFG3L2	69.4091	-0.0590337	0.22748	-0.261091	0.794022	0.932514	4	3
PIM2	11.3709	-0.131942	0.38699	-0.26107	0.794038	0.932514	4	3
ZNF585B	10.6296	0.0805605	0.408693	0.260947	0.794133	0.932514	4	3
MGAT1	31.8509	-0.0814846	0.283065	-0.260808	0.794241	0.932514	4	3
TTC6	59.9349	-0.101515	0.34656	-0.260667	0.794349	0.932514	4	3
TSPAN14	192.978	0.0456311	0.167258	0.260548	0.794441	0.932514	4	3
CKS2	22.1396	-0.0993403	0.341913	-0.260399	0.794556	0.932514	4	3
ZDHHC21	47.1715	-0.0711997	0.240224	-0.260376	0.794574	0.932514	4	3
TRNT1	49.3734	-0.07553	0.253688	-0.260313	0.794622	0.932514	4	3
PRDX4	14.5121	-0.0880892	0.356673	-0.260195	0.794713	0.932514	4	3
NRBP1	221.851	0.0462977	0.172021	0.260158	0.794742	0.932514	4	3
CLIP2	16.9781	0.084831	0.364831	0.259982	0.794878	0.932514	4	3
SEPT7	373.083	-0.0402229	0.156749	-0.259944	0.794907	0.932514	4	3
PIR	6.67007	-0.115379	0.406255	-0.259943	0.794908	0.932514	4	3
MPZ	17.7516	-0.082859	0.387137	-0.259896	0.794944	0.932514	4	3
PIGA	14.8683	0.0854712	0.324325	0.259587	0.795183	0.932535	4	3
FECH	22.3975	0.0767894	0.291449	0.2594	0.795327	0.932613	4	3
INTS6L	3.06084	-0.106758	0.426252	-0.259201	0.79548		4	3
CDIPT	28.9645	0.0861589	0.285691	0.258972	0.795656	0.932908	4	3
SPC24	19.696	0.0865707	0.341691	0.258842	0.795757	0.932935	4	3
C4orf19	6.35785	0.030421	0.42484	0.25832	0.79616	0.933166	4	3
TMEM50A	78.1552	-0.0471514	0.190818	-0.258293	0.796181	0.933166	4	3
ZRANB3	22.0431	0.0855389	0.296867	0.258284	0.796188	0.933166	4	3
ZNF697	2.53897	0.139563	0.422363	0.258212	0.796243		4	3
NUDT8	1.98486	-0.113132	0.382944	-0.258198	0.796254		4	3
PMM2	55.4474	-0.0645873	0.2435	-0.257974	0.796427	0.933234	4	3
IMPA2	24.3213	-0.0655498	0.310975	-0.257966	0.796433	0.933234	4	3
VPS26A	52.589	0.0665883	0.236877	0.257833	0.796536	0.933234	4	3
STK39	17.0344	-0.07192	0.369558	-0.257806	0.796556	0.933234	4	3
GIT2	132.516	-0.0464961	0.179062	-0.257496	0.796796	0.933378	4	3
NFYB	246.565	-0.0462051	0.174848	-0.257445	0.796835	0.933378	4	3
SLC37A1	40.6525	0.0783753	0.291661	0.257173	0.797045	0.933444	4	3
USP39	37.9831	-0.0655041	0.266997	-0.25717	0.797047	0.933444	4	3
PRPF8	223.091	-0.0414145	0.172778	-0.257045	0.797144	0.933466	4	3
TBX15	90.4527	0.0797934	0.325313	0.256744	0.797377	0.933521	4	3
CLEC2B	66.2496	-0.0484272	0.37366	0.256681	0.797425	0.933521	4	3
ZNF579	4.14536	0.0306495	0.426176	0.256654	0.797446		4	3
USP14	158.142	-0.0395665	0.159685	-0.256299	0.79772	0.933707	4	3
SYN2	1.27892	0.156124	0.311578	0.256297	0.797721		4	3
YARS2	17.0773	0.0803913	0.347208	0.256274	0.79774	0.933707	4	3
DCN	0.940365	-0.0701298	0.345143	-0.256128	0.797852		4	3
DDX39B	16.3307	0.0740151	0.34981	0.255971	0.797974	0.93389	4	3
COMMD9	20.4896	-0.0887681	0.354249	-0.255741	0.798151	0.934006	4	3
IARS	12.7948	0.0821372	0.354157	0.255486	0.798347	0.93402	4	3
PSMD6	134.444	0.0457746	0.18413	0.255454	0.798372	0.93402	4	3
AMN1	55.2938	0.0597675	0.237202	0.255395	0.798418	0.93402	4	3
SIKE1	35.312	-0.0660308	0.258064	-0.255322	0.798474	0.93402	4	3
DNAI1	2.93068	-0.138421	0.400675	-0.255282	0.798505		4	3
TRIM41	45.5447	-0.072478	0.281146	-0.254655	0.79899	0.934532	4	3
SPOPL	71.2065	-0.0591077	0.280492	-0.2545	0.799109	0.934581	4	3
AP1S3	22.7822	0.0693521	0.297818	0.25421	0.799333	0.934666	4	3
PSENEN	106.491	0.0688037	0.348421	0.254203	0.799339	0.934666	4	3
EGLN1	50.1642	-0.0581046	0.224413	-0.253581	0.799819	0.935046	4	3
ZNF230	2.74343	-0.0877666	0.425671	-0.253226	0.800094		4	3
IL27RA	11.2187	0.105012	0.363225	0.253218	0.8001	0.935189	4	3
FFAR2	1.68124	-0.0830929	0.392088	-0.253193	0.800119		4	3
IPO11	72.807	-0.050706	0.209012	-0.253123	0.800173	0.935189	4	3
CDH19	24.7795	0.0903689	0.312948	0.25312	0.800176	0.935189	4	3
SNN	16.645	0.0907978	0.325015	0.252726	0.80048	0.935362	4	3
UNC13A	1.59825	-0.0771726	0.399661	-0.252548	0.800618		4	3
BLOC1S6	64.0545	-0.0562283	0.236683	-0.25248	0.80067	0.935493	4	3
WDCP	5.69237	-0.132372	0.426175	-0.252458	0.800687		4	3
KANK3	1.30463	0.200972	0.3802	0.252237	0.800858		4	3
ANAPC4	28.1058	-0.0821302	0.313534	-0.251982	0.801055	0.935826	4	3
HIVEP2	62.639	0.0670576	0.244804	0.25188	0.801134	0.935826	4	3
CCDC7	21.3608	0.0769019	0.329818	0.251809	0.801189	0.935826	4	3
THAP9	3.07515	0.122076	0.42224	0.251683	0.801286		4	3
TTC27	28.8654	0.0727991	0.288408	0.251279	0.801598	0.936056	4	3
VPS4B	151.738	-0.041446	0.173302	-0.2512	0.80166	0.936056	4	3
EIF3C	40.8669	-0.0695189	0.235886	-0.251151	0.801698	0.936056	4	3
C12orf65	17.0832	-0.0946317	0.331021	-0.250909	0.801884	0.936182	4	3
ZNF484	1.32676	-0.0763101	0.371319	-0.250878	0.801908		4	3
ORC1	5.10471	0.108965	0.415422	0.250838	0.801939		4	3
MCRS1	21.9029	-0.0905898	0.327677	-0.250763	0.801997	0.936221	4	3
SEMA3D	20.0251	0.0476909	0.335969	0.250664	0.802074	0.936221	4	3
SPATA2L	4.7408	0.0497461	0.424846	0.25055	0.802162		4	3
MPHOSPH9	96.408	0.0426313	0.174649	0.250422	0.802261	0.93624	4	3
BAG6	74.1257	-0.0538674	0.219024	-0.250353	0.802314	0.93624	4	3
ZNF426	8.6422	-0.102986	0.406775	-0.250341	0.802324	0.93624	4	3
ITGA11	3.13313	0.0444808	0.421155	0.25012	0.802494		4	3
OBSCN-AS1	2.23889	0.202771	0.412647	0.250053	0.802546		4	3
USP48	133.361	-0.0369377	0.147538	-0.249999	0.802588	0.93629	4	3
R3HDM2	362.98	-0.028185	0.112965	-0.249972	0.802609	0.93629	4	3
SCNM1	70.4476	0.0472559	0.207124	0.249899	0.802666	0.93629	4	3
TCEANC	23.1888	-0.0691553	0.319801	-0.249805	0.802738	0.93629	4	3
STAM2	104.759	0.047488	0.191781	0.24978	0.802757	0.93629	4	3
RAB6C	1.64941	0.139207	0.382181	0.249404	0.803049		4	3
MEA1	71.1544	-0.0564142	0.217746	-0.249327	0.803108	0.936457	4	3
SPTLC3	30.6805	0.0626484	0.272456	0.249324	0.80311	0.936457	4	3
CPT2	41.6188	-0.0502995	0.237202	-0.249291	0.803136	0.936457	4	3
RHBDF2	95.2272	-0.0590373	0.228184	-0.249191	0.803213	0.936457	4	3
RBM42	21.0149	0.0695694	0.294566	0.248978	0.803378	0.936558	4	3
KLHL6	1.0342	-0.0642808	0.344442	-0.248867	0.803463		4	3
FAM53B	16.4412	0.0930943	0.352257	0.248752	0.803552	0.93667	4	3
C9orf43	1.4336	-0.0839869	0.393085	-0.248457	0.803781		4	3
M6PR	17.5448	0.0551666	0.326787	0.248068	0.804082	0.937116	4	3
MERTK	1.24014	0.143223	0.380527	0.248044	0.804101		4	3
AJUBA	9.40883	-0.122742	0.404468	-0.248014	0.804123	0.937116	4	3
TSEN2	31.5574	0.0647555	0.282846	0.247843	0.804256	0.937116	4	3
ZNF845	4.29211	0.101081	0.424965	0.247784	0.804302		4	3
RIBC1	8.55463	-0.104277	0.38669	-0.247714	0.804356	0.937116	4	3
CYB5R4	29.4188	0.0855028	0.30591	0.247537	0.804493	0.937116	4	3
OLFM4	3.21136	0.104922	0.246603	0.247417	0.804586		4	3
DNAJC5B	2.33732	0.200129	0.378126	0.247364	0.804626		4	3
TAF11	129.894	-0.0390834	0.161279	-0.24731	0.804669	0.937116	4	3
TANK	34.0829	0.0685297	0.261816	0.247277	0.804694	0.937116	4	3
SDCBP	21.774	-0.0602758	0.309045	-0.247236	0.804726	0.937116	4	3
SVIP	372.408	-0.0373269	0.153394	-0.247174	0.804774	0.937116	4	3
POU2F3	24.4183	0.0527083	0.320955	0.247107	0.804825	0.937116	4	3
ACTN4	186.69	0.0495789	0.213952	0.247018	0.804894	0.937116	4	3
KRI1	31.5976	0.0646272	0.279091	0.246915	0.804974	0.937116	4	3
SLC25A38	27.1122	0.0680506	0.277217	0.246844	0.805029	0.937116	4	3
