Marker.Symbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Ripk4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.222309	6.02528	0.297898	1
Nufip2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.259398	7.00804	0.297981	1
Mgst1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.202231	8.2201	0.297999	1
Sfrp4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.970854	0.330185	0.298	1
Hsbp1l1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.970854	0.330185	0.29801	1
Flrt3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.30811	6.94885	0.298012	1
2210404O07Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.630354	1.38463	0.29803	1
Supt4b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.341037	3.71189	0.298088	1
1700008J07Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.476099	2.07269	0.298097	1
Tspan11	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.233153	6.21189	0.298131	1
Wfdc12	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.970854	0.330185	0.298138	1
Trdn	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.881356	1.21471	0.29819	1
Icam5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.970854	0.330185	0.298198	1
Tubd1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.50696	2.08918	0.298303	1
Rasal1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.970854	0.330185	0.298313	1
Eaf2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.970854	0.330185	0.298331	1
Gcnt1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.435829	3.76417	0.298428	1
Zfp35	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.293788	4.20717	0.298436	1
Gm2506	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.970854	0.330185	0.298458	1
Golph3l	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.27432	5.17278	0.298471	1
Msh6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.266928	4.64377	0.298474	1
Hars	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.235026	5.4721	0.298726	1
Rfc4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.460312	2.21471	0.298853	1
2300009A05Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.488619	2.03914	0.298979	1
5031426D15Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.747813	1.05601	0.299032	1
Tceanc2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.297214	3.99169	0.299074	1
Zap70	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.418996	3.01345	0.299339	1
Trnp1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.706269	1.1216	0.299497	1
Kbtbd3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.421138	2.42416	0.299599	1
Bckdk	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.253865	5.10953	0.299602	1
Actl6a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.274411	4.47837	0.29987	1
Runx3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.39098	2.91515	0.299969	1
Mcm2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.299713	4.02206	0.299999	1
Eif2b5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.247965	5.73827	0.300053	1
Vegfb	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.277581	4.39462	0.300087	1
Ell	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.230286	5.76545	0.300088	1
Traf7	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.219143	6.4658	0.300408	1
Mrm1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.380604	2.95167	0.300472	1
Hmbs	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.380604	2.95167	0.300552	1
2810403D21Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.72514	0.951673	0.300577	1
Gpr137c	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.72514	0.951673	0.300578	1
Bag5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.217052	6.04549	0.300623	1
Ifit3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.316431	6.13556	0.300634	1
4930404I05Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.977974	0.629745	0.300823	1
Mcm3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.277569	4.81214	0.300928	1
Bai2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.72514	0.951673	0.300945	1
Kif14	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.68147	1.02206	0.300966	1
Smarcd3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.316427	3.7225	0.301016	1
Sox4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.256478	5.02421	0.30108	1
Bud13	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.306378	3.90587	0.301122	1
Sec23b	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.2214	6.15135	0.30125	1
Zfp870	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.351941	3.2518	0.301321	1
Slc22a15	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.31077	4.16502	0.301387	1
2810417H13Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.635844	1.24445	0.30141	1
Whamm	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.253533	4.80467	0.301631	1
Tspan4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.218604	6.34999	0.301702	1
Nphp4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.407277	2.78962	0.301786	1
Tmub1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.392144	3.51849	0.301924	1
Pias1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.225818	6.44353	0.301985	1
Clptm1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.219302	6.99825	0.301995	1
Rgs14	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.435449	2.54861	0.302092	1
Mgea5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.207937	7.82142	0.302305	1
Lrrc26	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.370767	2.9873	0.302333	1
Hinfp	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.349528	3.1996	0.302426	1
Ankrd49	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.355357	3.51239	0.302641	1
Serpina3g	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.450926	4.2772	0.302701	1
Mocos	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.308825	3.93808	0.302751	1
Neu1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.233605	5.40123	0.302956	1
Zranb1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.215994	6.23708	0.303091	1
Prrc1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.219354	5.88241	0.30318	1
Mnat1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.280724	4.23337	0.303201	1
Chd6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.210894	6.62127	0.303204	1
Ctso	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.217556	5.99934	0.303364	1
Ddx24	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.208861	6.89243	0.30343	1
Aldh1l2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.46421	2.10548	0.303437	1
Tmem252	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.30877	5.97626	0.30349	1
Ssr3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.207509	8.35319	0.303563	1
Tmem161a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.249823	5.3057	0.303602	1
Rbm48	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.303815	3.87292	0.303735	1
Mrps24	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.289862	4.33365	0.303838	1
Arfgap3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.231894	5.63817	0.303869	1
Clcn6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.278798	4.2808	0.303899	1
Smim12	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.31865	4.45311	0.303909	1
Got2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.221537	5.83676	0.304056	1
Psmd7	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.217799	6.26183	0.30407	1
Stx1a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.447459	2.34399	0.304085	1
N4bp2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.289862	4.33365	0.304167	1
Apbb1ip	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.277424	4.73303	0.304204	1
Sapcd2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.974909	0.487726	0.304235	1
Lgi3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.207239	7.6241	0.304292	1
Lap3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.238768	5.10142	0.304298	1
Pml	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.255583	5.00478	0.30438	1
Elmsan1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.230513	7.31537	0.304681	1
Gm1968	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.12199	0.0220625	0.305011	1
Cabp4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.12199	0.0220625	0.305014	1
Ube2ql1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.12199	0.0220625	0.305028	1
Dio3os	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.12199	0.0220625	0.305033	1
Mnda	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.704176	1.67414	0.305049	1
Mlf2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.224632	7.24996	0.305094	1
Pus3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.424828	2.93353	0.305094	1
Gfra1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.304855	4.39462	0.305185	1
Lctl	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.12199	0.0220625	0.305226	1
C330007P06Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.243108	5.19389	0.305265	1
Lbx2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-1.12199	0.0220625	0.30528	1
Mettl5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.31631	4.21095	0.305392	1
Pdlim5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.260688	7.47131	0.305394	1
Lpcat3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.23762	5.75257	0.305497	1
4930453N24Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.250645	4.79214	0.305581	1
Ptpla	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.398797	2.58394	0.305714	1
Myh7	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.275595	7.41765	0.305843	1
Triqk	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.449971	2.24445	0.305868	1
Coa6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.435449	2.54861	0.305897	1
Fndc3a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.243393	6.34656	0.305928	1
Parp12	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.245956	5.46422	0.305945	1
Eif4g2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.209646	9.85126	0.306065	1
A130049A11Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.334281	4.32671	0.306068	1
Map3k19	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.482016	1.95167	0.306112	1
Coq2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.245073	4.93581	0.306189	1
Rnf43	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.29208	4.28796	0.30619	1
Hadhb	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.244419	5.18625	0.306304	1
Card9	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.361429	3.02206	0.306331	1
Timm10	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.388479	2.77949	0.306399	1
Ttc27	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.365455	3.2591	0.306591	1
Tnfsf12	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.254052	4.88477	0.306652	1
Spsb1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.278328	5.64795	0.306729	1
Cks2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.579013	1.48773	0.306764	1
Mycbpap	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.319219	3.89184	0.306933	1
Sema3a	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.284656	5.97293	0.30694	1
Psmb3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.236471	5.42416	0.30695	1
Arf6	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.202682	7.51086	0.307144	1
Nfkbil1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.299041	3.84891	0.307165	1
Sp100	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.252428	5.11759	0.307192	1
Rps5	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.221477	8.17712	0.307217	1
Casc4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.235679	5.69987	0.307279	1
Dpm3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.353093	4.02206	0.307316	1
Cd109	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.452906	2.13754	0.307489	1
Dnajc25	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.299088	3.98289	0.307535	1
Nprl3	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.289862	4.33365	0.307609	1
Ppp4r2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.232236	6.21752	0.307723	1
Pbx1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.204227	7.71256	0.307798	1
Ptprn2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.68001	1.71721	0.307818	1
Sp2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.216726	5.96066	0.307875	1
Gja4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.243081	4.97404	0.308053	1
Msx1	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.510738	1.87767	0.308182	1
Tepp	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.68806	-0.282792	0.30823	1
9530026P05Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.367209	3.30923	0.308232	1
Marcksl1-ps4	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.832273	0.79967	0.308624	1
Kptn	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.34196	3.22966	0.30864	1
Gm8369	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0.579013	1.48773	0.308666	1
Klf13	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.196003	8.53833	0.308708	1
2310002L09Rik	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	1.68806	-0.282792	0.308723	1
Pura	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.307101	3.76417	0.308742	1
Cpeb2	Cldn4KO_VILIhigh_vs_WT_VILI	Cldn4 KO (high-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	-0.25849	5.99278	0.308857	1
