gene	contrast	mean_KO	mean_WT	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
Slc12a9	Trop2_KO_vs_WT	7.67042	7.59467	0.0757548	0.194871	0.308118	0.768978	0.981006	0.420635	5	5
Micos10	Trop2_KO_vs_WT	8.83847	8.73156	0.106909	0.19231	0.304069	0.769061	0.981006	1	5	5
Gm15345	Trop2_KO_vs_WT	3.58783	3.81123	-0.2234	-0.193285	-0.305611	0.769061	0.981006	0.84127	5	5
Entrep3	Trop2_KO_vs_WT	5.82079	5.74624	0.0745456	0.192036	0.303635	0.76918	0.981006	1	5	5
Nr1i3	Trop2_KO_vs_WT	3.54195	3.44928	0.092668	0.192309	0.304067	0.769279	0.981006	1	5	5
Cstad	Trop2_KO_vs_WT	3.74067	3.63505	0.10562	0.194095	0.306891	0.769432	0.981006	0.690476	5	5
Mmp1b	Trop2_KO_vs_WT	3.50456	3.67081	-0.166244	-0.19189	-0.303404	0.76951	0.981006	0.690476	5	5
Gm7993	Trop2_KO_vs_WT	8.34386	8.25512	0.0887354	0.192359	0.304146	0.769526	0.981006	1	5	5
Prdm15	Trop2_KO_vs_WT	8.23125	8.1684	0.0628444	0.191812	0.303282	0.76956	0.981006	0.690476	5	5
4933431C10Rik	Trop2_KO_vs_WT	5.14804	5.25364	-0.105597	-0.19215	-0.303815	0.769565	0.981006	0.84127	5	5
Rnls	Trop2_KO_vs_WT	3.82128	3.95906	-0.137784	-0.193249	-0.305554	0.769584	0.981006	0.84127	5	5
Atp8a2	Trop2_KO_vs_WT	3.68194	3.79318	-0.111237	-0.192864	-0.304945	0.769665	0.981006	0.84127	5	5
2500004C02Rik	Trop2_KO_vs_WT	4.97253	4.92815	0.044379	0.191788	0.303244	0.769734	0.981006	0.547619	5	5
Rnf138	Trop2_KO_vs_WT	8.32809	8.38171	-0.0536223	-0.193879	-0.306549	0.769743	0.981006	0.84127	5	5
Col11a1	Trop2_KO_vs_WT	6.15016	6.35998	-0.209817	-0.194812	-0.308025	0.769998	0.981006	1	5	5
Klhl26	Trop2_KO_vs_WT	8.6311	8.57318	0.057916	0.191528	0.302832	0.770008	0.981006	0.420635	5	5
Zfp664	Trop2_KO_vs_WT	10.3894	10.4251	-0.0356453	-0.19341	-0.305808	0.770041	0.981006	1	5	5
Gm16288	Trop2_KO_vs_WT	5.86014	5.96245	-0.102311	-0.191424	-0.302667	0.77008	0.981006	0.84127	5	5
Sfpq	Trop2_KO_vs_WT	11.8525	11.9382	-0.0857027	-0.192164	-0.303838	0.770238	0.981006	0.420635	5	5
Nsl1	Trop2_KO_vs_WT	7.27127	7.34581	-0.0745381	-0.191188	-0.302294	0.770277	0.981006	0.84127	5	5
Gm43430	Trop2_KO_vs_WT	7.41419	7.26617	0.148011	0.193062	0.305257	0.770307	0.981006	0.84127	5	5
Dgkz	Trop2_KO_vs_WT	9.9332	9.99993	-0.0667335	-0.193693	-0.306256	0.770318	0.981006	1	5	5
Tfb2m	Trop2_KO_vs_WT	8.54795	8.61196	-0.0640122	-0.191427	-0.302672	0.770434	0.981006	1	5	5
Fmn1	Trop2_KO_vs_WT	9.47112	9.4056	0.0655183	0.193689	0.306249	0.770448	0.981006	0.84127	5	5
Lyrm4	Trop2_KO_vs_WT	6.97337	6.89327	0.0800955	0.191406	0.30264	0.770479	0.981006	0.690476	5	5
Trim30c	Trop2_KO_vs_WT	3.85676	3.67577	0.180985	0.191098	0.302152	0.770498	0.981006	1	5	5
Pik3r4	Trop2_KO_vs_WT	8.5491	8.44202	0.107079	0.190922	0.301874	0.770548	0.981006	0.690476	5	5
Ccdc166	Trop2_KO_vs_WT	4.24584	4.16991	0.0759313	0.192638	0.304588	0.770553	0.981006	1	5	5
Sec23ip	Trop2_KO_vs_WT	9.4836	9.42857	0.0550317	0.192645	0.304598	0.770575	0.981006	1	5	5
Ficd	Trop2_KO_vs_WT	5.94706	6.0106	-0.0635427	-0.193297	-0.30563	0.770647	0.981006	0.84127	5	5
Gm48529	Trop2_KO_vs_WT	5.05958	5.13401	-0.0744302	-0.192646	-0.3046	0.770783	0.981006	0.690476	5	5
Capn7	Trop2_KO_vs_WT	9.80191	9.74413	0.0577792	0.191827	0.303305	0.770789	0.981006	1	5	5
Smdt1	Trop2_KO_vs_WT	7.31611	7.47682	-0.160707	-0.190769	-0.301632	0.770794	0.981006	0.690476	5	5
Mosmo	Trop2_KO_vs_WT	9.35581	9.29098	0.0648239	0.191325	0.302512	0.770817	0.981006	0.84127	5	5
Ptprm	Trop2_KO_vs_WT	7.57194	7.66215	-0.0902069	-0.190627	-0.301408	0.770822	0.981006	0.547619	5	5
Yipf6	Trop2_KO_vs_WT	8.99004	9.02552	-0.0354886	-0.191003	-0.302002	0.770963	0.981006	0.84127	5	5
Cplx2	Trop2_KO_vs_WT	6.59213	6.4975	0.0946307	0.193044	0.30523	0.771054	0.981006	0.84127	5	5
Kctd15	Trop2_KO_vs_WT	8.25104	8.21845	0.0325971	0.192829	0.30489	0.771061	0.981006	0.84127	5	5
Serhl	Trop2_KO_vs_WT	7.01514	6.96095	0.054195	0.190651	0.301445	0.771083	0.981006	1	5	5
Trdc	Trop2_KO_vs_WT	3.31875	3.47608	-0.157331	-0.196053	-0.309987	0.771132	0.981006	0.690476	5	5
Prnd	Trop2_KO_vs_WT	3.89268	3.78441	0.108263	0.190547	0.301281	0.771138	0.981006	0.84127	5	5
Pigb	Trop2_KO_vs_WT	7.63775	7.57642	0.0613336	0.190659	0.301458	0.771156	0.981006	0.690476	5	5
Psmb1	Trop2_KO_vs_WT	10.8332	10.7228	0.110356	0.190549	0.301284	0.771205	0.981006	1	5	5
Katnip	Trop2_KO_vs_WT	9.13895	9.07565	0.0632998	0.190621	0.301398	0.771232	0.981006	0.690476	5	5
Ptger4	Trop2_KO_vs_WT	7.39499	7.45893	-0.0639429	-0.19026	-0.300827	0.771271	0.981006	0.84127	5	5
Smarcc1	Trop2_KO_vs_WT	11.2278	11.313	-0.0851982	-0.192839	-0.304905	0.771301	0.981006	0.690476	5	5
Gm16685	Trop2_KO_vs_WT	3.32168	3.14763	0.174052	0.191908	0.303434	0.771323	0.981006	0.420635	5	5
Ap4b1	Trop2_KO_vs_WT	6.27357	6.29574	-0.0221692	-0.190332	-0.300942	0.771337	0.981006	0.690476	5	5
Ppl	Trop2_KO_vs_WT	9.2047	9.30563	-0.100932	-0.192049	-0.303656	0.771351	0.981006	0.84127	5	5
Erln	Trop2_KO_vs_WT	3.37991	3.16304	0.216867	0.192392	0.304199	0.771356	0.981006	1	5	5
Prkcsh	Trop2_KO_vs_WT	9.43644	9.52768	-0.0912378	-0.192922	-0.305036	0.771384	0.981006	0.84127	5	5
Acaa1a	Trop2_KO_vs_WT	8.34198	8.27038	0.071594	0.19064	0.301428	0.771448	0.981006	1	5	5
1700047A11Rik	Trop2_KO_vs_WT	3.57094	3.6991	-0.128159	-0.191551	-0.302868	0.771451	0.981006	0.690476	5	5
Srrm2	Trop2_KO_vs_WT	12.9492	12.7915	0.157763	0.190024	0.300455	0.771581	0.981006	0.84127	5	5
St3gal3	Trop2_KO_vs_WT	7.54529	7.6455	-0.100211	-0.191262	-0.302412	0.771615	0.981006	0.84127	5	5
Mks1	Trop2_KO_vs_WT	3.83693	3.95042	-0.113488	-0.191618	-0.302975	0.771629	0.981006	0.690476	5	5
Ago2	Trop2_KO_vs_WT	11.5498	11.6917	-0.141935	-0.190639	-0.301426	0.771631	0.981006	0.84127	5	5
Tcp1	Trop2_KO_vs_WT	11.9292	11.8814	0.0478377	0.190458	0.30114	0.771659	0.981006	0.84127	5	5
Pgm3	Trop2_KO_vs_WT	7.88139	7.84891	0.0324843	0.192315	0.304076	0.771687	0.981006	0.547619	5	5
Or11a3-ps1	Trop2_KO_vs_WT	5.31975	5.44852	-0.128767	-0.191294	-0.302462	0.771737	0.981006	1	5	5
Wdr7	Trop2_KO_vs_WT	8.80206	8.72624	0.075812	0.189799	0.300099	0.771816	0.981006	0.690476	5	5
Gm16103	Trop2_KO_vs_WT	4.15381	4.07231	0.0814968	0.189774	0.30006	0.771828	0.981006	0.690476	5	5
Nubp2	Trop2_KO_vs_WT	7.99057	7.92778	0.062792	0.190231	0.300781	0.771845	0.981006	0.690476	5	5
Gm43775	Trop2_KO_vs_WT	6.15369	6.03605	0.117644	0.190605	0.301373	0.771849	0.981006	1	5	5
Zcchc3	Trop2_KO_vs_WT	5.46946	5.56114	-0.0916797	-0.19025	-0.300812	0.771871	0.981006	1	5	5
Creb3l4	Trop2_KO_vs_WT	3.62178	3.7668	-0.145017	-0.195434	-0.309008	0.771884	0.981006	0.690476	5	5
Pcdhb22	Trop2_KO_vs_WT	7.49649	7.5816	-0.0851134	-0.189582	-0.299755	0.772024	0.981056	1	5	5
Gm5529	Trop2_KO_vs_WT	4.21917	4.328	-0.108831	-0.192794	-0.304834	0.772069	0.981056	0.690476	5	5
Cyb5rl	Trop2_KO_vs_WT	5.85189	5.79611	0.0557851	0.19074	0.301587	0.772112	0.981056	0.84127	5	5
Taf15	Trop2_KO_vs_WT	9.01504	9.05088	-0.0358442	-0.189385	-0.299444	0.772291	0.981056	1	5	5
Morn1	Trop2_KO_vs_WT	5.65429	5.7907	-0.136412	-0.189773	-0.300057	0.772308	0.981056	1	5	5
Sar1a	Trop2_KO_vs_WT	11.3717	11.3022	0.0695118	0.189472	0.299582	0.772498	0.981056	1	5	5
Jpx	Trop2_KO_vs_WT	6.90682	6.99037	-0.0835523	-0.191431	-0.302678	0.772615	0.981056	1	5	5
2310040G07Rik	Trop2_KO_vs_WT	3.90131	3.70112	0.200185	0.189526	0.299667	0.772631	0.981056	0.690476	5	5
Gm16378	Trop2_KO_vs_WT	4.19296	4.29952	-0.106557	-0.190081	-0.300545	0.772659	0.981056	0.547619	5	5
Cttnbp2nl	Trop2_KO_vs_WT	10.801	10.8631	-0.0620986	-0.190234	-0.300786	0.772666	0.981056	0.690476	5	5
Uggt1	Trop2_KO_vs_WT	11.8036	11.8841	-0.0805005	-0.189239	-0.299214	0.772871	0.981056	0.84127	5	5
Med12	Trop2_KO_vs_WT	9.52625	9.40711	0.119142	0.188718	0.298389	0.773028	0.981056	0.84127	5	5
Naprt	Trop2_KO_vs_WT	5.19758	5.08936	0.108227	0.19257	0.30448	0.77304	0.981056	0.547619	5	5
Mtdh	Trop2_KO_vs_WT	11.8774	11.9382	-0.0608695	-0.188979	-0.298802	0.773042	0.981056	0.84127	5	5
Pdcd6	Trop2_KO_vs_WT	9.36141	9.29976	0.0616588	0.188717	0.298388	0.773092	0.981056	1	5	5
Cyp24a1	Trop2_KO_vs_WT	5.00607	5.19974	-0.19367	-0.19023	-0.300779	0.773135	0.981056	1	5	5
Cib1	Trop2_KO_vs_WT	7.34134	7.25314	0.0882028	0.190279	0.300857	0.773158	0.981056	0.84127	5	5
Rpl31-ps16	Trop2_KO_vs_WT	4.52448	4.43756	0.0869225	0.191107	0.302167	0.773332	0.981056	1	5	5
Tpi-rs11	Trop2_KO_vs_WT	3.77242	3.91523	-0.142801	-0.189543	-0.299694	0.773352	0.981056	0.690476	5	5
Gm14137	Trop2_KO_vs_WT	6.77834	6.8476	-0.069261	-0.189374	-0.299427	0.773454	0.981056	0.690476	5	5
Ergic3	Trop2_KO_vs_WT	9.38065	9.45116	-0.070504	-0.188836	-0.298576	0.773494	0.981056	1	5	5
Cmklr1	Trop2_KO_vs_WT	8.63053	8.72735	-0.0968124	-0.192524	-0.304406	0.773545	0.981056	1	5	5
Klhl32	Trop2_KO_vs_WT	5.97045	6.10684	-0.13639	-0.189675	-0.299903	0.773565	0.981056	1	5	5
Ppic	Trop2_KO_vs_WT	8.52152	8.61505	-0.0935297	-0.189321	-0.299343	0.773569	0.981056	0.690476	5	5
Glis2	Trop2_KO_vs_WT	9.34102	9.24428	0.0967406	0.189115	0.299017	0.773627	0.981056	0.690476	5	5
Gm45289	Trop2_KO_vs_WT	5.22199	5.39311	-0.171121	-0.18831	-0.297745	0.773705	0.981056	0.690476	5	5
Mvb12b	Trop2_KO_vs_WT	9.19452	9.28388	-0.0893561	-0.189135	-0.299048	0.773816	0.981056	1	5	5
Gm42804	Trop2_KO_vs_WT	4.83675	4.69124	0.145508	0.190815	0.301705	0.773876	0.981056	1	5	5
Rptor	Trop2_KO_vs_WT	9.83652	9.92174	-0.0852163	-0.188017	-0.29728	0.773913	0.981056	0.84127	5	5
Wdr13	Trop2_KO_vs_WT	8.8243	8.78574	0.0385602	0.188483	0.298017	0.773922	0.981056	0.690476	5	5
Col5a1	Trop2_KO_vs_WT	11.6099	11.5062	0.103773	0.1886	0.298203	0.774136	0.981056	0.84127	5	5
Pkn2	Trop2_KO_vs_WT	11.4482	11.5019	-0.0536829	-0.190227	-0.300775	0.774231	0.981056	1	5	5
Snap23	Trop2_KO_vs_WT	9.63143	9.59792	0.0335123	0.188944	0.298747	0.774251	0.981056	0.84127	5	5
Phxr4	Trop2_KO_vs_WT	7.98258	7.76332	0.219263	0.189263	0.299251	0.774265	0.981056	0.690476	5	5
Acsm3	Trop2_KO_vs_WT	4.24239	4.33419	-0.0918027	-0.189631	-0.299832	0.774309	0.981056	0.84127	5	5
Dnase1l1	Trop2_KO_vs_WT	8.00205	7.91582	0.0862255	0.189333	0.299362	0.774353	0.981056	0.420635	5	5
Pkd2l2	Trop2_KO_vs_WT	7.45415	7.40107	0.0530765	0.187726	0.296821	0.774474	0.981056	0.84127	5	5
Ip6k1	Trop2_KO_vs_WT	9.80406	9.83493	-0.0308711	-0.189223	-0.299187	0.774514	0.981056	0.84127	5	5
Ocrl	Trop2_KO_vs_WT	9.33406	9.39228	-0.0582229	-0.1874	-0.296306	0.774647	0.981056	0.690476	5	5
Gm43149	Trop2_KO_vs_WT	5.26178	5.12781	0.133979	0.189431	0.299516	0.774656	0.981056	0.690476	5	5
Pigk	Trop2_KO_vs_WT	9.31969	9.26052	0.0591751	0.188639	0.298265	0.77473	0.981056	1	5	5
Gm12941	Trop2_KO_vs_WT	4.80219	4.72367	0.0785203	0.187359	0.296241	0.774796	0.981056	0.84127	5	5
Cmc4	Trop2_KO_vs_WT	5.53596	5.61742	-0.081467	-0.190431	-0.301098	0.774818	0.981056	0.547619	5	5
Depdc1a	Trop2_KO_vs_WT	9.04978	9.17674	-0.126958	-0.187455	-0.296392	0.774833	0.981056	0.420635	5	5
Myog	Trop2_KO_vs_WT	2.27693	2.70877	-0.431843	-0.187687	-0.296759	0.774842	0.981056	0.675174	5	5
Dcps	Trop2_KO_vs_WT	9.45313	9.5302	-0.0770779	-0.1871	-0.295831	0.77492	0.981056	1	5	5
B230377A18Rik	Trop2_KO_vs_WT	3.90291	3.98297	-0.0800624	-0.187412	-0.296324	0.774937	0.981056	1	5	5
Rbm4b	Trop2_KO_vs_WT	9.39563	9.28028	0.115342	0.187668	0.296729	0.774948	0.981056	1	5	5
Zfp185	Trop2_KO_vs_WT	5.52946	5.65054	-0.12107	-0.187426	-0.296347	0.774955	0.981056	0.84127	5	5
Gm43863	Trop2_KO_vs_WT	6.88492	6.77898	0.105937	0.18731	0.296163	0.775102	0.981056	0.690476	5	5
H2-D1	Trop2_KO_vs_WT	13.5117	13.4474	0.0643616	0.186997	0.295668	0.77525	0.981056	0.690476	5	5
Gon7	Trop2_KO_vs_WT	6.2967	6.38441	-0.0877079	-0.187189	-0.295972	0.775268	0.981056	0.547619	5	5
Cpne1	Trop2_KO_vs_WT	5.49338	5.60264	-0.109256	-0.186812	-0.295376	0.775317	0.981056	0.84127	5	5
Pbx3	Trop2_KO_vs_WT	7.94384	8.02086	-0.0770229	-0.187145	-0.295902	0.775366	0.981056	0.84127	5	5
Rtp4	Trop2_KO_vs_WT	9.16605	9.0887	0.0773436	0.186696	0.295192	0.775378	0.981056	0.84127	5	5
Actr3	Trop2_KO_vs_WT	12.1566	12.2172	-0.060612	-0.186938	-0.295575	0.775397	0.981056	0.690476	5	5
Nemp2	Trop2_KO_vs_WT	7.35909	7.2987	0.0603864	0.186676	0.29516	0.775406	0.981056	0.690476	5	5
Rictor	Trop2_KO_vs_WT	11.1784	11.0666	0.111787	0.187826	0.296979	0.775432	0.981056	1	5	5
4933433G15Rik	Trop2_KO_vs_WT	3.907	3.77952	0.127484	0.187588	0.296602	0.775451	0.981056	0.690476	5	5
Ctnnal1	Trop2_KO_vs_WT	9.84571	9.89949	-0.0537771	-0.186672	-0.295155	0.775485	0.981056	0.690476	5	5
Wnt2	Trop2_KO_vs_WT	4.86127	5.11483	-0.25356	-0.187254	-0.296074	0.775524	0.981056	0.84127	5	5
Stard13	Trop2_KO_vs_WT	8.18577	8.24082	-0.0550484	-0.18716	-0.295926	0.775584	0.981056	0.84127	5	5
Rims3	Trop2_KO_vs_WT	3.74434	3.62131	0.123033	0.188241	0.297636	0.775598	0.981056	0.84127	5	5
Ranbp1	Trop2_KO_vs_WT	10.952	11.0595	-0.107493	-0.186873	-0.295472	0.775638	0.981056	0.547619	5	5
Zfp821	Trop2_KO_vs_WT	7.92028	7.98554	-0.0652538	-0.18657	-0.294993	0.775681	0.981056	0.690476	5	5
4931422A03Rik	Trop2_KO_vs_WT	4.89947	4.8149	0.0845727	0.187556	0.296552	0.775714	0.981056	0.690476	5	5
Aurkaip1	Trop2_KO_vs_WT	8.72183	8.61783	0.104003	0.18692	0.295547	0.775738	0.981056	1	5	5
Rfx1	Trop2_KO_vs_WT	8.31588	8.4156	-0.0997229	-0.187063	-0.295772	0.775776	0.981056	1	5	5
Nts	Trop2_KO_vs_WT	5.27677	5.14487	0.131895	0.187574	0.296581	0.77578	0.981056	0.84127	5	5
Sncg	Trop2_KO_vs_WT	4.46826	4.72257	-0.254307	-0.186573	-0.294999	0.775879	0.981056	1	5	5
Ccar1	Trop2_KO_vs_WT	10.4408	10.4957	-0.0549752	-0.18646	-0.294819	0.775923	0.981056	0.690476	5	5
Riox1	Trop2_KO_vs_WT	6.41741	6.33243	0.0849789	0.186493	0.294871	0.77593	0.981056	0.84127	5	5
H2-Q6	Trop2_KO_vs_WT	10.769	10.7125	0.0565633	0.187338	0.296207	0.776023	0.981104	0.690476	5	5
Large1	Trop2_KO_vs_WT	8.25772	8.31075	-0.0530282	-0.18963	-0.299832	0.776245	0.981314	0.84127	5	5
Crocc	Trop2_KO_vs_WT	6.32686	6.44197	-0.115108	-0.185841	-0.29384	0.776361	0.981344	0.84127	5	5
Gria3	Trop2_KO_vs_WT	6.14295	6.24014	-0.0971907	-0.18667	-0.295152	0.776397	0.981344	0.84127	5	5
Chpf2	Trop2_KO_vs_WT	8.8846	8.84184	0.0427681	0.186642	0.295107	0.776435	0.981344	0.84127	5	5
Vars2	Trop2_KO_vs_WT	7.56665	7.63476	-0.0681083	-0.187007	-0.295684	0.776602	0.98137	1	5	5
Ccdc69	Trop2_KO_vs_WT	4.93644	4.86681	0.0696257	0.186179	0.294374	0.77666	0.98137	0.547619	5	5
Gm43488	Trop2_KO_vs_WT	3.46703	3.62489	-0.157862	-0.186362	-0.294664	0.776727	0.98137	0.84127	5	5
Macir	Trop2_KO_vs_WT	9.42318	9.3828	0.0403802	0.185872	0.293889	0.776883	0.98137	0.84127	5	5
Gm44227	Trop2_KO_vs_WT	4.52819	4.37655	0.151639	0.185621	0.293493	0.776891	0.98137	0.84127	5	5
Begain	Trop2_KO_vs_WT	3.72275	3.8266	-0.103853	-0.185421	-0.293176	0.776927	0.98137	0.84127	5	5
Gfra4	Trop2_KO_vs_WT	3.87657	3.96756	-0.0909864	-0.186237	-0.294467	0.776932	0.98137	0.84127	5	5
Zdhhc4	Trop2_KO_vs_WT	7.62555	7.69152	-0.0659714	-0.18768	-0.296748	0.776951	0.98137	0.547619	5	5
Gm2a	Trop2_KO_vs_WT	10.9646	10.8879	0.0766372	0.191129	0.302202	0.776958	0.98137	0.84127	5	5
Star	Trop2_KO_vs_WT	7.07502	6.99188	0.0831432	0.186188	0.294389	0.777078	0.98137	0.84127	5	5
Gm9794	Trop2_KO_vs_WT	6.00677	6.10441	-0.0976464	-0.187885	-0.297072	0.777188	0.98137	0.84127	5	5
Pdpk1	Trop2_KO_vs_WT	10.8531	10.8097	0.043395	0.18768	0.296749	0.7772	0.98137	0.84127	5	5
Cenpi	Trop2_KO_vs_WT	8.6232	8.71517	-0.0919702	-0.1858	-0.293775	0.777227	0.98137	0.84127	5	5
Padi4	Trop2_KO_vs_WT	11.0923	10.9891	0.103264	0.187969	0.297204	0.777267	0.98137	0.547619	5	5
Polr2f	Trop2_KO_vs_WT	8.37666	8.45254	-0.0758781	-0.185364	-0.293086	0.777294	0.98137	0.690476	5	5
Gm4651	Trop2_KO_vs_WT	4.06793	3.83142	0.236511	0.185356	0.293073	0.777347	0.98137	1	5	5
1700120C14Rik	Trop2_KO_vs_WT	3.82886	3.62358	0.205276	0.188229	0.297616	0.777421	0.981393	0.547619	5	5
Gm9575	Trop2_KO_vs_WT	3.86547	3.94282	-0.0773582	-0.18488	-0.292321	0.7776	0.981467	1	5	5
Marchf6	Trop2_KO_vs_WT	11.0132	11.0727	-0.0595084	-0.185673	-0.293576	0.777641	0.981467	1	5	5
Dynlrb1	Trop2_KO_vs_WT	10.1832	10.1068	0.0763316	0.184934	0.292406	0.777646	0.981467	0.84127	5	5
Cabin1	Trop2_KO_vs_WT	9.6745	9.77946	-0.104962	-0.184816	-0.29222	0.777727	0.981498	0.84127	5	5
Slc22a21	Trop2_KO_vs_WT	6.03669	6.10166	-0.06497	-0.185416	-0.293168	0.777791	0.981509	0.84127	5	5
Ttc27	Trop2_KO_vs_WT	8.72914	8.75471	-0.0255729	-0.184768	-0.292144	0.777871	0.981531	0.84127	5	5
Zfp599	Trop2_KO_vs_WT	7.56545	7.59836	-0.0329192	-0.186128	-0.294295	0.777933	0.981531	0.84127	5	5
Vma22	Trop2_KO_vs_WT	7.34184	7.24927	0.0925731	0.184457	0.291652	0.777975	0.981531	0.690476	5	5
Coro6	Trop2_KO_vs_WT	8.34584	8.19746	0.148373	0.184773	0.292151	0.778193	0.98157	0.84127	5	5
Ino80e	Trop2_KO_vs_WT	8.31966	8.3827	-0.0630409	-0.185686	-0.293595	0.778257	0.98157	1	5	5
Plcd3	Trop2_KO_vs_WT	8.80284	8.72536	0.077483	0.185879	0.293901	0.778338	0.98157	0.309524	5	5
Tyw2	Trop2_KO_vs_WT	6.20498	6.1368	0.0681882	0.184861	0.292291	0.778343	0.98157	1	5	5
Edem3	Trop2_KO_vs_WT	10.0653	10.029	0.036289	0.186743	0.295267	0.778396	0.98157	0.547619	5	5
Rnf214	Trop2_KO_vs_WT	8.68747	8.75019	-0.0627269	-0.185143	-0.292736	0.77844	0.98157	0.547619	5	5
Ecsit	Trop2_KO_vs_WT	6.65204	6.7525	-0.100454	-0.185775	-0.293735	0.778537	0.98157	1	5	5
Cdc34	Trop2_KO_vs_WT	8.85885	8.98939	-0.13054	-0.184146	-0.29116	0.778578	0.98157	0.690476	5	5
Mex3d	Trop2_KO_vs_WT	9.54729	9.628	-0.0807142	-0.184763	-0.292136	0.778579	0.98157	0.84127	5	5
Mllt10	Trop2_KO_vs_WT	10.1218	10.0602	0.0615961	0.185574	0.293419	0.778749	0.98157	0.84127	5	5
Dop1b	Trop2_KO_vs_WT	8.46705	8.59567	-0.128619	-0.183762	-0.290552	0.778786	0.98157	0.84127	5	5
Aldh2	Trop2_KO_vs_WT	11.0401	11.1194	-0.0792999	-0.187514	-0.296486	0.778828	0.98157	0.547619	5	5
Vps8	Trop2_KO_vs_WT	8.5497	8.47778	0.0719256	0.183695	0.290447	0.778866	0.98157	1	5	5
Hcfc1r1	Trop2_KO_vs_WT	8.7593	8.87094	-0.11164	-0.184192	-0.291233	0.778898	0.98157	0.84127	5	5
Acy1	Trop2_KO_vs_WT	7.72457	7.76439	-0.0398279	-0.183989	-0.290912	0.778906	0.98157	0.690476	5	5
Bltp3b	Trop2_KO_vs_WT	10.1565	10.2068	-0.0502824	-0.184065	-0.291032	0.778963	0.98157	1	5	5
E230001N04Rik	Trop2_KO_vs_WT	3.86675	3.9869	-0.120156	-0.184734	-0.292089	0.778975	0.98157	0.690476	5	5
Copz1	Trop2_KO_vs_WT	9.72552	9.78282	-0.0572917	-0.183695	-0.290448	0.779009	0.98157	0.84127	5	5
Snapc4	Trop2_KO_vs_WT	7.97643	7.8863	0.0901303	0.183365	0.289926	0.779246	0.981799	0.84127	5	5
Itga6	Trop2_KO_vs_WT	11.6322	11.5525	0.079695	0.184628	0.291922	0.779497	0.981974	0.84127	5	5
Gm11201	Trop2_KO_vs_WT	3.3583	3.46266	-0.104359	-0.183997	-0.290925	0.779521	0.981974	0.690476	5	5
Gm37648	Trop2_KO_vs_WT	6.27998	6.16537	0.114617	0.1834	0.289981	0.779552	0.981974	0.690476	5	5
Vat1	Trop2_KO_vs_WT	10.4799	10.5436	-0.063671	-0.184361	-0.2915	0.779663	0.982044	1	5	5
Gm13666	Trop2_KO_vs_WT	4.13382	4.05109	0.0827293	0.183254	0.289749	0.779754	0.982054	0.84127	5	5
6030460B20Rik	Trop2_KO_vs_WT	3.55655	3.41228	0.14427	0.184804	0.2922	0.779783	0.982054	0.84127	5	5
Cep192	Trop2_KO_vs_WT	10.0344	10.1275	-0.0931185	-0.18434	-0.291467	0.779842	0.982059	0.84127	5	5
Klk1	Trop2_KO_vs_WT	3.82134	3.60831	0.213032	0.184569	0.291829	0.779965	0.982139	1	5	5
Ddx55	Trop2_KO_vs_WT	7.02206	7.05197	-0.0299154	-0.182681	-0.288844	0.780083	0.982139	0.84127	5	5
Fuca1	Trop2_KO_vs_WT	8.73009	8.8319	-0.101809	-0.183493	-0.290127	0.780094	0.982139	0.84127	5	5
Eral1	Trop2_KO_vs_WT	7.59954	7.64338	-0.0438438	-0.182799	-0.289031	0.780129	0.982139	1	5	5
Dmrta2	Trop2_KO_vs_WT	7.47912	7.57637	-0.0972421	-0.182567	-0.288664	0.780208	0.982162	1	5	5
Mlh3	Trop2_KO_vs_WT	8.56652	8.61283	-0.0463122	-0.184858	-0.292286	0.780308	0.982162	0.84127	5	5
2610001A08Rik	Trop2_KO_vs_WT	4.47884	4.61966	-0.140822	-0.18245	-0.288479	0.780314	0.982162	0.84127	5	5
Rnase2a	Trop2_KO_vs_WT	3.72705	3.89546	-0.16841	-0.183206	-0.289674	0.780519	0.982223	1	5	5
Dock8	Trop2_KO_vs_WT	9.64667	9.72997	-0.083298	-0.182403	-0.288405	0.78076	0.982223	0.84127	5	5
Uqcrfs1	Trop2_KO_vs_WT	9.66886	9.76855	-0.0996901	-0.18217	-0.288035	0.780762	0.982223	0.84127	5	5
Maml2	Trop2_KO_vs_WT	9.27053	9.37569	-0.105157	-0.182947	-0.289265	0.78078	0.982223	0.84127	5	5
Chic1	Trop2_KO_vs_WT	5.29033	5.42091	-0.130584	-0.184711	-0.292053	0.780893	0.982223	0.84127	5	5
Mboat7	Trop2_KO_vs_WT	8.99005	9.05818	-0.0681294	-0.183946	-0.290844	0.780924	0.982223	1	5	5
Osbpl11	Trop2_KO_vs_WT	9.16715	9.21337	-0.046222	-0.182737	-0.288933	0.780925	0.982223	0.84127	5	5
Gm37726	Trop2_KO_vs_WT	6.64676	6.53325	0.113508	0.184607	0.291889	0.781061	0.982223	0.84127	5	5
Card10	Trop2_KO_vs_WT	10.1312	10.2217	-0.0904342	-0.185112	-0.292688	0.781138	0.982223	1	5	5
Zdhhc6	Trop2_KO_vs_WT	9.13609	9.1681	-0.0320166	-0.18211	-0.287942	0.781214	0.982223	0.690476	5	5
Atp5f1e	Trop2_KO_vs_WT	8.66858	8.55305	0.11553	0.181656	0.287223	0.781244	0.982223	1	5	5
