gene	contrast	mean_KO	mean_WT	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
Ndel1	Trop2_KO_vs_WT	10.1165	10.1458	-0.0293034	-0.202962	-0.320911	0.75654	0.981006	0.547619	5	5
Tomm70a	Trop2_KO_vs_WT	10.8957	10.8248	0.0709467	0.202997	0.320967	0.756629	0.981006	0.84127	5	5
Gm12846	Trop2_KO_vs_WT	3.53654	3.26072	0.275826	0.20273	0.320544	0.756846	0.981006	0.84127	5	5
Cspg5	Trop2_KO_vs_WT	4.8988	4.99479	-0.0959925	-0.203832	-0.322286	0.756858	0.981006	0.84127	5	5
Thyn1	Trop2_KO_vs_WT	7.64048	7.69204	-0.0515631	-0.203515	-0.321785	0.756886	0.981006	0.84127	5	5
Gm43005	Trop2_KO_vs_WT	4.33611	4.51204	-0.175933	-0.204275	-0.322987	0.756892	0.981006	0.84127	5	5
Dnajc4	Trop2_KO_vs_WT	7.03246	7.12485	-0.0923904	-0.203106	-0.321138	0.756899	0.981006	0.547619	5	5
Setdb1	Trop2_KO_vs_WT	9.9551	9.88384	0.0712593	0.204047	0.322627	0.756967	0.981006	1	5	5
Pigyl	Trop2_KO_vs_WT	6.05427	5.96678	0.0874851	0.202561	0.320278	0.756977	0.981006	0.84127	5	5
Knl1	Trop2_KO_vs_WT	10.4478	10.5481	-0.100231	-0.202513	-0.320202	0.757084	0.981006	0.84127	5	5
Cep83	Trop2_KO_vs_WT	8.91782	8.98147	-0.063646	-0.204259	-0.322962	0.757113	0.981006	0.690476	5	5
Hps4	Trop2_KO_vs_WT	7.50169	7.58464	-0.0829504	-0.202739	-0.320558	0.757144	0.981006	0.690476	5	5
Pcdhga5	Trop2_KO_vs_WT	5.34904	5.24263	0.106406	0.202582	0.320311	0.757177	0.981006	0.84127	5	5
Ankrd53	Trop2_KO_vs_WT	3.4819	3.34688	0.135019	0.203355	0.321533	0.757271	0.981006	1	5	5
Selenbp2	Trop2_KO_vs_WT	4.22667	4.31864	-0.0919751	-0.202599	-0.320337	0.757396	0.981006	0.690476	5	5
Stxbp3	Trop2_KO_vs_WT	10.0893	10.0533	0.0359786	0.203424	0.321641	0.757408	0.981006	0.84127	5	5
Dennd6a	Trop2_KO_vs_WT	9.78094	9.82322	-0.0422811	-0.202303	-0.319869	0.75751	0.981006	1	5	5
Rc3h1	Trop2_KO_vs_WT	11.5045	11.5755	-0.0710749	-0.204097	-0.322705	0.757726	0.981006	0.420635	5	5
Plagl2	Trop2_KO_vs_WT	8.84951	8.96	-0.110487	-0.202764	-0.320598	0.757809	0.981006	1	5	5
Gigyf1	Trop2_KO_vs_WT	9.1247	9.00582	0.118872	0.202382	0.319995	0.757853	0.981006	0.84127	5	5
Mmp14	Trop2_KO_vs_WT	11.9578	11.8665	0.0913773	0.202937	0.320871	0.757921	0.981006	0.547619	5	5
Pygb	Trop2_KO_vs_WT	9.32275	9.3591	-0.0363524	-0.204878	-0.323941	0.757948	0.981006	0.84127	5	5
Twsg1	Trop2_KO_vs_WT	11.2531	11.3162	-0.0631009	-0.201649	-0.318835	0.758022	0.981006	1	5	5
Diaph3	Trop2_KO_vs_WT	9.46992	9.3918	0.0781193	0.201995	0.319382	0.758085	0.981006	0.84127	5	5
Selenop	Trop2_KO_vs_WT	11.6198	11.7993	-0.179475	-0.206147	-0.325947	0.758089	0.981006	0.690476	5	5
Zfp511	Trop2_KO_vs_WT	7.34806	7.4119	-0.0638441	-0.202937	-0.320871	0.758119	0.981006	1	5	5
Aspscr1	Trop2_KO_vs_WT	8.98724	9.03304	-0.0457993	-0.20243	-0.32007	0.7582	0.981006	1	5	5
Gm37962	Trop2_KO_vs_WT	5.3845	5.24376	0.140733	0.203633	0.321971	0.758238	0.981006	1	5	5
Tmem33	Trop2_KO_vs_WT	10.6996	10.7574	-0.057813	-0.202649	-0.320417	0.758245	0.981006	0.84127	5	5
Gm42669	Trop2_KO_vs_WT	3.99914	3.81197	0.187171	0.201921	0.319264	0.758252	0.981006	0.690476	5	5
Pdf	Trop2_KO_vs_WT	3.86523	3.76536	0.0998778	0.205306	0.324617	0.758267	0.981006	0.84127	5	5
Polrmt	Trop2_KO_vs_WT	7.46767	7.55577	-0.0881068	-0.202491	-0.320167	0.758287	0.981006	1	5	5
Slc7a6	Trop2_KO_vs_WT	8.5736	8.5431	0.0305022	0.206182	0.326002	0.758589	0.981006	0.690476	5	5
Gm44777	Trop2_KO_vs_WT	5.92199	6.01678	-0.0947909	-0.203586	-0.321898	0.758591	0.981006	0.547619	5	5
Gm15996	Trop2_KO_vs_WT	3.27883	3.49381	-0.214979	-0.201139	-0.318029	0.758676	0.981006	0.547619	5	5
Rptoros	Trop2_KO_vs_WT	4.23409	4.07288	0.161209	0.201075	0.317928	0.758695	0.981006	1	5	5
Ptgs2os2	Trop2_KO_vs_WT	4.06639	3.89743	0.168965	0.201471	0.318554	0.758734	0.981006	0.84127	5	5
Gm43727	Trop2_KO_vs_WT	6.2945	6.12191	0.172594	0.202171	0.31966	0.758762	0.981006	1	5	5
Gm37463	Trop2_KO_vs_WT	6.57013	6.39309	0.177037	0.205786	0.325376	0.758779	0.981006	0.84127	5	5
Pcdhb7	Trop2_KO_vs_WT	5.00109	4.93174	0.0693499	0.20099	0.317793	0.758906	0.981006	0.84127	5	5
Ece1	Trop2_KO_vs_WT	10.452	10.3497	0.102245	0.202098	0.319544	0.758913	0.981006	0.690476	5	5
Klrh1	Trop2_KO_vs_WT	3.13626	2.80586	0.330406	0.200806	0.317503	0.759038	0.981006	0.690476	5	5
Bet1l	Trop2_KO_vs_WT	7.52764	7.44347	0.0841678	0.201043	0.317877	0.759054	0.981006	0.84127	5	5
Clec4a1	Trop2_KO_vs_WT	7.4349	7.32652	0.108381	0.204168	0.322818	0.759057	0.981006	0.309524	5	5
Gm42928	Trop2_KO_vs_WT	5.58881	5.71433	-0.125516	-0.202866	-0.320759	0.759129	0.981006	1	5	5
Nhs	Trop2_KO_vs_WT	8.35442	8.19575	0.158672	0.204986	0.324111	0.759199	0.981006	0.547619	5	5
Mrpl4	Trop2_KO_vs_WT	8.10438	8.187	-0.0826192	-0.2014	-0.318441	0.759208	0.981006	1	5	5
F2rl3	Trop2_KO_vs_WT	4.55135	4.41504	0.13631	0.201014	0.317831	0.759372	0.981006	0.84127	5	5
Gm43768	Trop2_KO_vs_WT	5.83292	5.68028	0.152636	0.200623	0.317212	0.759474	0.981006	0.84127	5	5
B3gnt8	Trop2_KO_vs_WT	6.42996	6.33432	0.095644	0.200821	0.317526	0.75951	0.981006	0.84127	5	5
Mrgbp	Trop2_KO_vs_WT	7.06913	6.99704	0.0720849	0.200404	0.316867	0.759694	0.981006	0.84127	5	5
Rack1	Trop2_KO_vs_WT	14.2403	14.1558	0.0845442	0.200251	0.316625	0.759733	0.981006	1	5	5
Gm13092	Trop2_KO_vs_WT	4.38377	4.29986	0.0839146	0.200627	0.31722	0.759754	0.981006	0.547619	5	5
Gm45358	Trop2_KO_vs_WT	5.31083	5.47395	-0.163124	-0.200381	-0.31683	0.759856	0.981006	0.690476	5	5
Ro60	Trop2_KO_vs_WT	10.9019	10.9739	-0.0719779	-0.20009	-0.31637	0.760003	0.981006	0.690476	5	5
Prkacb	Trop2_KO_vs_WT	11.3228	11.2523	0.0705208	0.200481	0.316988	0.760008	0.981006	0.84127	5	5
Zfp14	Trop2_KO_vs_WT	4.43297	4.30417	0.128795	0.200739	0.317397	0.760045	0.981006	0.420635	5	5
Thap12	Trop2_KO_vs_WT	10.1128	10.1782	-0.0654463	-0.200583	-0.31715	0.76009	0.981006	0.690476	5	5
4833422C13Rik	Trop2_KO_vs_WT	5.66929	5.81383	-0.144534	-0.200003	-0.316232	0.760093	0.981006	0.690476	5	5
Gpr21	Trop2_KO_vs_WT	6.82755	6.68699	0.140558	0.203537	0.32182	0.760129	0.981006	1	5	5
Sf3b1	Trop2_KO_vs_WT	12.6152	12.546	0.0691933	0.201474	0.318558	0.760156	0.981006	0.84127	5	5
Npepps	Trop2_KO_vs_WT	10.4934	10.5612	-0.0678695	-0.202682	-0.320468	0.760189	0.981006	0.690476	5	5
A130051J06Rik	Trop2_KO_vs_WT	5.73475	5.80024	-0.0654968	-0.202517	-0.320208	0.760211	0.981006	0.84127	5	5
Ccdc9	Trop2_KO_vs_WT	7.70141	7.76482	-0.063414	-0.199858	-0.316003	0.760273	0.981006	0.84127	5	5
Shisa5	Trop2_KO_vs_WT	10.1718	10.2589	-0.0871414	-0.2015	-0.318599	0.760345	0.981006	1	5	5
Als2cl	Trop2_KO_vs_WT	9.74168	9.64669	0.0949882	0.202763	0.320597	0.760393	0.981006	1	5	5
Spg21	Trop2_KO_vs_WT	9.79817	9.73495	0.0632226	0.199602	0.315599	0.760521	0.981006	1	5	5
Josd2	Trop2_KO_vs_WT	7.77207	7.67257	0.0994956	0.199834	0.315965	0.76063	0.981006	0.547619	5	5
Nus1	Trop2_KO_vs_WT	10.5617	10.6376	-0.0758779	-0.19995	-0.316149	0.760649	0.981006	0.84127	5	5
Gm26931	Trop2_KO_vs_WT	4.97154	5.10276	-0.131221	-0.199963	-0.31617	0.760734	0.981006	0.84127	5	5
Zfp608	Trop2_KO_vs_WT	9.70575	9.5959	0.109849	0.200349	0.31678	0.760847	0.981006	0.84127	5	5
AA465934	Trop2_KO_vs_WT	4.48971	4.37817	0.111539	0.199945	0.316141	0.760851	0.981006	0.84127	5	5
Ctdspl2	Trop2_KO_vs_WT	10.705	10.6595	0.0454818	0.200938	0.317711	0.760865	0.981006	0.84127	5	5
Lztr1	Trop2_KO_vs_WT	9.63663	9.59209	0.0445334	0.200897	0.317647	0.760956	0.981006	0.547619	5	5
Chek1	Trop2_KO_vs_WT	9.39002	9.48413	-0.0941053	-0.199096	-0.314798	0.760981	0.981006	0.84127	5	5
Snap47	Trop2_KO_vs_WT	8.74308	8.69989	0.0431975	0.199269	0.315071	0.761008	0.981006	0.690476	5	5
Rbm20	Trop2_KO_vs_WT	2.95639	3.32073	-0.364337	-0.201852	-0.319155	0.761063	0.981006	0.690476	5	5
Nup98	Trop2_KO_vs_WT	10.8287	10.9109	-0.0821124	-0.19973	-0.315801	0.761097	0.981006	0.690476	5	5
Itgb1bp2	Trop2_KO_vs_WT	5.75482	5.60649	0.14833	0.20134	0.318347	0.761173	0.981006	0.690476	5	5
Tnip2	Trop2_KO_vs_WT	7.67127	7.72468	-0.0534159	-0.199744	-0.315824	0.761186	0.981006	1	5	5
Fam76b	Trop2_KO_vs_WT	10.7246	10.6682	0.0563241	0.201367	0.318389	0.761248	0.981006	1	5	5
Eif4a1	Trop2_KO_vs_WT	13.5943	13.5155	0.0787724	0.200078	0.316351	0.761299	0.981006	0.690476	5	5
P2rx5	Trop2_KO_vs_WT	4.53763	4.63444	-0.0968097	-0.198978	-0.314612	0.761325	0.981006	0.420635	5	5
Smg7	Trop2_KO_vs_WT	10.5256	10.6073	-0.0817766	-0.198764	-0.314273	0.761369	0.981006	0.84127	5	5
Bloc1s3	Trop2_KO_vs_WT	6.7298	6.63136	0.0984385	0.199153	0.314889	0.761467	0.981006	0.84127	5	5
Usp19	Trop2_KO_vs_WT	10.2555	10.1554	0.100103	0.198736	0.31423	0.761507	0.981006	0.690476	5	5
Tmem14c	Trop2_KO_vs_WT	7.2557	7.35685	-0.101152	-0.199376	-0.315241	0.761572	0.981006	0.84127	5	5
Uba1	Trop2_KO_vs_WT	11.5867	11.6767	-0.0899699	-0.19985	-0.315991	0.761745	0.981006	0.84127	5	5
Mindy4	Trop2_KO_vs_WT	6.78537	6.84845	-0.0630801	-0.198715	-0.314197	0.761799	0.981006	0.84127	5	5
Gm42467	Trop2_KO_vs_WT	5.30489	5.22682	0.0780689	0.198735	0.314227	0.761829	0.981006	0.84127	5	5
Nlrc3	Trop2_KO_vs_WT	6.25302	6.16246	0.0905605	0.198473	0.313813	0.761944	0.981006	0.547619	5	5
Tuft1	Trop2_KO_vs_WT	7.53454	7.47911	0.0554303	0.201356	0.318372	0.762059	0.981006	0.84127	5	5
Gm15459	Trop2_KO_vs_WT	10.0705	10.1596	-0.0890478	-0.198255	-0.313469	0.762067	0.981006	0.84127	5	5
Chsy3	Trop2_KO_vs_WT	4.0721	4.20218	-0.130079	-0.199372	-0.315235	0.762133	0.981006	1	5	5
Zfp593	Trop2_KO_vs_WT	4.68412	4.59095	0.0931761	0.198066	0.313169	0.762161	0.981006	0.84127	5	5
Ankrd23	Trop2_KO_vs_WT	7.41739	7.83203	-0.414643	-0.199997	-0.316223	0.762191	0.981006	1	5	5
Abcb9	Trop2_KO_vs_WT	3.96977	4.10717	-0.1374	-0.198079	-0.313191	0.762248	0.981006	0.84127	5	5
Stk3	Trop2_KO_vs_WT	10.1407	10.0889	0.0518239	0.198057	0.313156	0.762374	0.981006	0.84127	5	5
Cyth1	Trop2_KO_vs_WT	9.12043	9.07075	0.0496837	0.198994	0.314637	0.762462	0.981006	1	5	5
Gm18180	Trop2_KO_vs_WT	4.21746	4.33308	-0.115614	-0.197783	-0.312722	0.762557	0.981006	0.84127	5	5
Gm650	Trop2_KO_vs_WT	5.53291	5.38893	0.143978	0.199666	0.315699	0.762565	0.981006	1	5	5
Rpl6l	Trop2_KO_vs_WT	6.58714	6.64011	-0.0529636	-0.197698	-0.312588	0.762628	0.981006	1	5	5
Lactb2	Trop2_KO_vs_WT	8.91187	8.97657	-0.0646938	-0.198222	-0.313416	0.762686	0.981006	0.84127	5	5
Lime1	Trop2_KO_vs_WT	3.73176	3.63362	0.0981347	0.197691	0.312577	0.762704	0.981006	0.547619	5	5
Ndufb9	Trop2_KO_vs_WT	9.55094	9.67457	-0.123635	-0.197604	-0.312439	0.762719	0.981006	0.690476	5	5
Myod1	Trop2_KO_vs_WT	2.23395	2.60818	-0.37423	-0.198722	-0.314207	0.76272	0.981006	1	5	5
Mettl26	Trop2_KO_vs_WT	7.30592	7.39785	-0.0919312	-0.197575	-0.312394	0.762824	0.981006	0.84127	5	5
Fbxo27	Trop2_KO_vs_WT	3.39852	3.23258	0.165947	0.200835	0.317549	0.762899	0.981006	0.690476	5	5
Nosip	Trop2_KO_vs_WT	8.56138	8.51186	0.049516	0.197987	0.313045	0.763009	0.981006	0.84127	5	5
Slc8b1	Trop2_KO_vs_WT	8.4202	8.34541	0.0747904	0.197376	0.312079	0.763018	0.981006	0.84127	5	5
Rgl3	Trop2_KO_vs_WT	3.92504	4.02175	-0.0967027	-0.199974	-0.316186	0.763057	0.981006	0.84127	5	5
Gm43846	Trop2_KO_vs_WT	3.36751	3.6064	-0.238895	-0.19725	-0.31188	0.76313	0.981006	1	5	5
Hpcal1	Trop2_KO_vs_WT	8.91247	8.98642	-0.0739485	-0.19995	-0.316148	0.763148	0.981006	0.84127	5	5
Gm43508	Trop2_KO_vs_WT	4.01597	4.19678	-0.180808	-0.199527	-0.31548	0.763153	0.981006	0.84127	5	5
Hibch	Trop2_KO_vs_WT	7.48549	7.55206	-0.0665634	-0.197283	-0.311932	0.763173	0.981006	1	5	5
Ttk	Trop2_KO_vs_WT	9.14937	9.23401	-0.0846308	-0.197201	-0.311802	0.763208	0.981006	1	5	5
Gm12732	Trop2_KO_vs_WT	3.46529	3.26842	0.196871	0.200485	0.316995	0.763259	0.981006	0.547619	5	5
Faim	Trop2_KO_vs_WT	6.78044	6.85389	-0.0734567	-0.1982	-0.313381	0.763284	0.981006	0.690476	5	5
Hmox2	Trop2_KO_vs_WT	9.02086	8.95436	0.0664985	0.197071	0.311597	0.763315	0.981006	0.84127	5	5
3000002C10Rik	Trop2_KO_vs_WT	5.7175	5.65175	0.0657433	0.197447	0.31219	0.76357	0.981006	0.690476	5	5
2310040G24Rik	Trop2_KO_vs_WT	3.31542	3.07246	0.242957	0.202222	0.31974	0.763577	0.981006	0.420635	5	5
Cenpk	Trop2_KO_vs_WT	6.73735	6.82961	-0.0922636	-0.197955	-0.312995	0.763635	0.981006	0.690476	5	5
Odf2	Trop2_KO_vs_WT	8.48617	8.43906	0.047105	0.19712	0.311674	0.763659	0.981006	0.84127	5	5
E230014E18Rik	Trop2_KO_vs_WT	3.59082	3.47261	0.118204	0.197208	0.311814	0.763676	0.981006	0.690476	5	5
Ikbkb	Trop2_KO_vs_WT	9.69755	9.61556	0.081993	0.196976	0.311447	0.763682	0.981006	1	5	5
Mecp2	Trop2_KO_vs_WT	9.9661	10.0492	-0.0830665	-0.197028	-0.311529	0.763704	0.981006	0.690476	5	5
Gm12749	Trop2_KO_vs_WT	5.13461	5.03682	0.0977878	0.199753	0.315838	0.76381	0.981006	1	5	5
Gm8731	Trop2_KO_vs_WT	3.53362	3.37555	0.158074	0.200088	0.316366	0.763859	0.981006	1	5	5
Nemp1	Trop2_KO_vs_WT	8.57423	8.65667	-0.0824371	-0.196735	-0.311065	0.763973	0.981006	1	5	5
Ubald1	Trop2_KO_vs_WT	8.88207	8.79426	0.0878097	0.198384	0.313673	0.764029	0.981006	1	5	5
Gabarap	Trop2_KO_vs_WT	11.5178	11.4155	0.102281	0.19646	0.31063	0.764115	0.981006	1	5	5
Ttll4	Trop2_KO_vs_WT	10.6408	10.5312	0.109523	0.196206	0.310229	0.764335	0.981006	1	5	5
Atp6v1g1	Trop2_KO_vs_WT	9.91774	9.84607	0.0716728	0.197045	0.311556	0.764358	0.981006	0.690476	5	5
Fbn2	Trop2_KO_vs_WT	8.30437	8.13959	0.164783	0.199577	0.315558	0.764453	0.981006	1	5	5
Nol3	Trop2_KO_vs_WT	4.76618	5.01935	-0.253175	-0.197693	-0.312581	0.764527	0.981006	1	5	5
Orai1	Trop2_KO_vs_WT	7.55968	7.6311	-0.0714147	-0.200052	-0.31631	0.764595	0.981006	1	5	5
Gm42874	Trop2_KO_vs_WT	5.15428	5.01421	0.140065	0.200868	0.3176	0.764682	0.981006	0.84127	5	5
Gm21596	Trop2_KO_vs_WT	5.73623	5.59337	0.142855	0.197247	0.311875	0.764689	0.981006	0.84127	5	5
Ric3	Trop2_KO_vs_WT	3.64635	3.79972	-0.153369	-0.19665	-0.310931	0.764716	0.981006	0.420635	5	5
Gm48646	Trop2_KO_vs_WT	4.03936	4.16985	-0.130495	-0.196343	-0.310445	0.764738	0.981006	0.84127	5	5
Fkbp4	Trop2_KO_vs_WT	10.3337	10.2499	0.0838771	0.195786	0.309565	0.764813	0.981006	0.84127	5	5
Gm45597	Trop2_KO_vs_WT	5.11294	4.91437	0.198569	0.195767	0.309535	0.764827	0.981006	0.84127	5	5
Gm12737	Trop2_KO_vs_WT	5.54492	5.42452	0.120398	0.199599	0.315593	0.764967	0.981006	0.84127	5	5
Gm44936	Trop2_KO_vs_WT	3.28743	3.46119	-0.173752	-0.200848	-0.317569	0.764994	0.981006	0.309524	5	5
Mrpl48	Trop2_KO_vs_WT	8.24997	8.18733	0.0626392	0.195733	0.30948	0.765183	0.981006	0.84127	5	5
Creld2	Trop2_KO_vs_WT	8.10165	8.17966	-0.0780098	-0.195661	-0.309368	0.765277	0.981006	1	5	5
Cxadr	Trop2_KO_vs_WT	11.0603	10.9891	0.0712194	0.20007	0.316339	0.765367	0.981006	1	5	5
Sytl2	Trop2_KO_vs_WT	6.16645	6.24419	-0.0777397	-0.19557	-0.309223	0.765371	0.981006	0.84127	5	5
Ldha	Trop2_KO_vs_WT	12.6322	12.5388	0.0934669	0.195542	0.309179	0.765397	0.981006	0.84127	5	5
Sdf2l1	Trop2_KO_vs_WT	7.77968	7.63366	0.146028	0.195275	0.308757	0.765402	0.981006	0.547619	5	5
Gm43389	Trop2_KO_vs_WT	4.31515	4.47854	-0.163392	-0.195257	-0.308728	0.765415	0.981006	1	5	5
Elmod3	Trop2_KO_vs_WT	6.16877	6.09053	0.0782481	0.197257	0.311891	0.765535	0.981006	0.84127	5	5
Psmb6	Trop2_KO_vs_WT	9.72007	9.8367	-0.116631	-0.195478	-0.309079	0.765588	0.981006	0.84127	5	5
Rnf168	Trop2_KO_vs_WT	9.03431	9.10267	-0.0683553	-0.195922	-0.309781	0.765637	0.981006	0.690476	5	5
Oaz1	Trop2_KO_vs_WT	10.3466	10.46	-0.113455	-0.195151	-0.308561	0.765705	0.981006	0.84127	5	5
Gm12036	Trop2_KO_vs_WT	4.22063	4.12997	0.0906594	0.196058	0.309995	0.765709	0.981006	0.84127	5	5
Cox8a	Trop2_KO_vs_WT	10.1724	10.2909	-0.118531	-0.195084	-0.308455	0.76577	0.981006	0.84127	5	5
Uqcrb	Trop2_KO_vs_WT	9.61119	9.50252	0.108674	0.195841	0.309651	0.765771	0.981006	0.547619	5	5
Gm45762	Trop2_KO_vs_WT	6.6988	6.55409	0.144704	0.197307	0.31197	0.765813	0.981006	1	5	5
Apobr	Trop2_KO_vs_WT	8.11337	8.03571	0.0776548	0.197087	0.311623	0.765814	0.981006	0.690476	5	5
Arl4c	Trop2_KO_vs_WT	11.7369	11.6868	0.0500456	0.195406	0.308964	0.765953	0.981006	0.690476	5	5
Nvl	Trop2_KO_vs_WT	10.3193	10.2612	0.0581046	0.195481	0.309083	0.765967	0.981006	0.84127	5	5
Gpn2	Trop2_KO_vs_WT	6.32624	6.25755	0.0686884	0.196571	0.310806	0.766009	0.981006	1	5	5
Larp4	Trop2_KO_vs_WT	10.8571	10.9272	-0.0701592	-0.197103	-0.311647	0.76616	0.981006	1	5	5
Dgcr2	Trop2_KO_vs_WT	8.74047	8.78691	-0.0464423	-0.197311	-0.311976	0.766215	0.981006	1	5	5
Cyp26c1	Trop2_KO_vs_WT	3.4117	3.27519	0.136511	0.195116	0.308506	0.766308	0.981006	1	5	5
Gm27240	Trop2_KO_vs_WT	6.23597	6.15518	0.0807893	0.199638	0.315656	0.766324	0.981006	0.547619	5	5
Mdn1	Trop2_KO_vs_WT	11.008	10.8858	0.122177	0.195287	0.308775	0.766434	0.981006	1	5	5
Sec31a	Trop2_KO_vs_WT	11.1299	11.2293	-0.0994705	-0.194401	-0.307374	0.766523	0.981006	0.690476	5	5
Skic3	Trop2_KO_vs_WT	9.84192	9.78529	0.0566295	0.197454	0.312202	0.766535	0.981006	1	5	5
Tmem116	Trop2_KO_vs_WT	5.23987	5.16882	0.0710455	0.198286	0.313518	0.766554	0.981006	0.84127	5	5
Psmg1	Trop2_KO_vs_WT	7.87275	7.80634	0.0664106	0.194382	0.307344	0.766558	0.981006	0.84127	5	5
Psma1	Trop2_KO_vs_WT	10.8125	10.7257	0.0868175	0.194231	0.307107	0.766615	0.981006	0.690476	5	5
Cdk7	Trop2_KO_vs_WT	9.61891	9.57301	0.045899	0.194183	0.30703	0.766699	0.981006	0.547619	5	5
Zswim7	Trop2_KO_vs_WT	5.76099	5.87358	-0.112593	-0.19431	-0.307231	0.766796	0.981006	1	5	5
Gm37140	Trop2_KO_vs_WT	6.76547	6.59633	0.169136	0.197436	0.312173	0.766868	0.981006	1	5	5
Tspo	Trop2_KO_vs_WT	10.0224	9.91785	0.104529	0.194279	0.307182	0.76689	0.981006	1	5	5
Lrp8os2	Trop2_KO_vs_WT	3.85058	3.97883	-0.128247	-0.194055	-0.306828	0.766915	0.981006	0.84127	5	5
Map3k1	Trop2_KO_vs_WT	9.97168	9.89203	0.079651	0.194694	0.307839	0.767157	0.981006	1	5	5
Atp6v0c	Trop2_KO_vs_WT	7.62977	7.6912	-0.0614326	-0.196967	-0.311431	0.767215	0.981006	0.547619	5	5
Gm26982	Trop2_KO_vs_WT	5.38485	5.42557	-0.0407184	-0.193943	-0.30665	0.767217	0.981006	1	5	5
4933417G07Rik	Trop2_KO_vs_WT	3.72563	3.86583	-0.140203	-0.196591	-0.310838	0.76722	0.981006	0.84127	5	5
Gm26287	Trop2_KO_vs_WT	4.3102	4.20266	0.107538	0.194812	0.308025	0.7673	0.981006	1	5	5
Gm14410	Trop2_KO_vs_WT	7.00566	6.93998	0.0656789	0.197751	0.312672	0.76749	0.981006	0.690476	5	5
Gm43266	Trop2_KO_vs_WT	3.69946	3.51503	0.18443	0.196052	0.309986	0.767543	0.981006	1	5	5
Efemp2	Trop2_KO_vs_WT	9.73103	9.8229	-0.0918738	-0.195427	-0.308996	0.767591	0.981006	1	5	5
Recql4	Trop2_KO_vs_WT	5.65705	5.74139	-0.0843418	-0.1938	-0.306425	0.767683	0.981006	0.84127	5	5
Slc10a7	Trop2_KO_vs_WT	9.4706	9.43663	0.0339669	0.193567	0.306057	0.767774	0.981006	1	5	5
Gm37101	Trop2_KO_vs_WT	6.76329	6.56278	0.200515	0.195559	0.309205	0.767781	0.981006	0.84127	5	5
Fbxl22	Trop2_KO_vs_WT	5.43648	5.53232	-0.0958437	-0.196386	-0.310514	0.767877	0.981006	1	5	5
Fyn	Trop2_KO_vs_WT	7.8987	7.95772	-0.0590199	-0.193072	-0.305273	0.767951	0.981006	1	5	5
Plekhg1	Trop2_KO_vs_WT	7.34696	7.44796	-0.101001	-0.193096	-0.305311	0.767997	0.981006	0.690476	5	5
Caml	Trop2_KO_vs_WT	7.88715	7.84108	0.046075	0.193384	0.305766	0.768009	0.981006	0.420635	5	5
Klhl20	Trop2_KO_vs_WT	8.80569	8.88446	-0.0787723	-0.193174	-0.305434	0.76807	0.981006	0.84127	5	5
Pym1	Trop2_KO_vs_WT	8.13313	8.20268	-0.0695537	-0.193876	-0.306545	0.768166	0.981006	0.84127	5	5
Gm9910	Trop2_KO_vs_WT	5.62851	5.53142	0.0970972	0.193144	0.305387	0.768177	0.981006	0.84127	5	5
A530041M06Rik	Trop2_KO_vs_WT	5.81615	5.7004	0.115755	0.194694	0.307839	0.768179	0.981006	0.690476	5	5
Arhgap24	Trop2_KO_vs_WT	7.58784	7.62512	-0.0372808	-0.194682	-0.307819	0.768203	0.981006	0.690476	5	5
Ttc41	Trop2_KO_vs_WT	5.5046	5.63478	-0.130177	-0.192913	-0.305022	0.768238	0.981006	1	5	5
Phf6	Trop2_KO_vs_WT	9.85239	9.9223	-0.0699089	-0.193799	-0.306423	0.768301	0.981006	0.84127	5	5
6430710M23Rik	Trop2_KO_vs_WT	4.50529	4.36656	0.138729	0.196092	0.310048	0.768351	0.981006	1	5	5
Faf1	Trop2_KO_vs_WT	10.0084	9.98272	0.0256887	0.192765	0.304788	0.76839	0.981006	1	5	5
Gm38021	Trop2_KO_vs_WT	4.64036	4.84475	-0.204383	-0.193487	-0.305929	0.768405	0.981006	0.690476	5	5
Rpl7-ps9	Trop2_KO_vs_WT	5.1768	5.308	-0.131198	-0.192949	-0.305078	0.768416	0.981006	1	5	5
Cyth3	Trop2_KO_vs_WT	9.75756	9.8019	-0.0443474	-0.192683	-0.304659	0.768418	0.981006	0.690476	5	5
Snn	Trop2_KO_vs_WT	8.71065	8.63919	0.0714583	0.192645	0.304598	0.76845	0.981006	0.84127	5	5
Gm38042	Trop2_KO_vs_WT	7.7098	7.5227	0.187107	0.192585	0.304504	0.76852	0.981006	0.690476	5	5
Samsn1	Trop2_KO_vs_WT	8.77984	8.68725	0.0925908	0.194279	0.307183	0.768528	0.981006	0.84127	5	5
Ppargc1b	Trop2_KO_vs_WT	5.79228	5.88017	-0.0878841	-0.192757	-0.304776	0.768553	0.981006	0.84127	5	5
Rab3gap1	Trop2_KO_vs_WT	9.85118	9.88893	-0.037746	-0.195314	-0.308818	0.768592	0.981006	0.547619	5	5
G6pdx	Trop2_KO_vs_WT	9.68844	9.73092	-0.042484	-0.192909	-0.305015	0.768673	0.981006	0.84127	5	5
Gm49322	Trop2_KO_vs_WT	5.6201	5.69145	-0.0713557	-0.192443	-0.30428	0.768814	0.981006	0.690476	5	5
Erg	Trop2_KO_vs_WT	6.14798	6.26521	-0.117238	-0.192747	-0.30476	0.768841	0.981006	0.420635	5	5
