gene_short_name	note	MCF7_KO	MCF7_WT	T47D_KO	T47D_WT	log2FC_T47D_KO_vs_WT	log2FC_MCF7_KO_vs_WT	log2FC_mean_bothlines	same_direction_both_lines
POLR3A	group-mean FPKM only; no per-replicate data in GEO	5.89696	5.20271	3.42139	3.25269	0.06344	0.165739	0.114589	True
LRRC28	group-mean FPKM only; no per-replicate data in GEO	8.38865	6.37873	12.6287	13.9725	-0.14059	0.369822	0.114616	False
FAM49A	group-mean FPKM only; no per-replicate data in GEO	0.209051	0.665898	2.98775	1.30935	0.946825	-0.71748	0.114672	False
CRBN	group-mean FPKM only; no per-replicate data in GEO	43.7725	38.6823	40.6764	39.1873	0.0531403	0.176209	0.114675	True
PIN4	group-mean FPKM only; no per-replicate data in GEO	23.7883	21.3446	30.7705	29.1582	0.0763712	0.152985	0.114678	True
PPM1D	group-mean FPKM only; no per-replicate data in GEO	54.4297	45.0643	22.9102	23.5696	-0.0400749	0.269683	0.114804	False
HAX1	group-mean FPKM only; no per-replicate data in GEO	157.195	134.553	111.763	111.293	0.00605266	0.223611	0.114832	True
GATA3-AS1	group-mean FPKM only; no per-replicate data in GEO	6.20619	7.88785	5.26661	3.43192	0.552489	-0.322808	0.114841	False
CD58	group-mean FPKM only; no per-replicate data in GEO	26.7835	27.9638	26.2839	21.3923	0.290943	-0.0610995	0.114921	False
WDR62	group-mean FPKM only; no per-replicate data in GEO	11.0363	9.27506	7.09779	7.14594	-0.00911404	0.239003	0.114945	False
MINPP1	group-mean FPKM only; no per-replicate data in GEO	10.8159	9.95699	8.35185	7.66749	0.116086	0.113884	0.114985	True
A4GALT	group-mean FPKM only; no per-replicate data in GEO	11.4034	12.4826	3.76158	2.83113	0.355377	-0.125206	0.115086	False
UHRF2	group-mean FPKM only; no per-replicate data in GEO	6.25998	5.30127	21.0549	20.9116	0.00962326	0.22065	0.115137	True
GPR61	group-mean FPKM only; no per-replicate data in GEO	2.50589	1.60704	1.16892	1.52922	-0.28201	0.512575	0.115282	False
CNBP	group-mean FPKM only; no per-replicate data in GEO	142.565	131.504	142.382	131.477	0.114538	0.116089	0.115313	True
GANC	group-mean FPKM only; no per-replicate data in GEO	3.3026	2.37748	4.96943	5.65875	-0.171247	0.40218	0.115467	False
BMP8A	group-mean FPKM only; no per-replicate data in GEO	3.70278	3.15654	2.65383	2.58868	0.0301145	0.200865	0.11549	True
NDUFAF6	group-mean FPKM only; no per-replicate data in GEO	18.2175	18.9564	25.2794	20.6299	0.286933	-0.055857	0.115538	False
PSMD11	group-mean FPKM only; no per-replicate data in GEO	33.2665	34.1495	30.7073	25.4073	0.268525	-0.0372419	0.115641	False
B4GALT2	group-mean FPKM only; no per-replicate data in GEO	30.4461	25.2435	33.3431	34.154	-0.0341602	0.265549	0.115695	False
LOC102723582	group-mean FPKM only; no per-replicate data in GEO	4.40507	3.43036	5.93218	6.33735	-0.0881295	0.319612	0.115741	False
ACVR2A	group-mean FPKM only; no per-replicate data in GEO	7.16853	6.33104	4.54238	4.32142	0.0646467	0.166845	0.115746	True
NBPF8	group-mean FPKM only; no per-replicate data in GEO	6.04265	4.26579	3.65691	4.36075	-0.225667	0.45716	0.115746	False
ZNF680	group-mean FPKM only; no per-replicate data in GEO	22.985	19.142	20.8744	21.2677	-0.0263051	0.257798	0.115746	False
AGAP1	group-mean FPKM only; no per-replicate data in GEO	22.0124	14.6271	12.2761	15.6915	-0.341789	0.573584	0.115898	False
PINX1	group-mean FPKM only; no per-replicate data in GEO	8.90229	7.56568	19.2668	19.1217	0.0106293	0.221216	0.115923	True
BTBD8,KIAA1107	group-mean FPKM only; no per-replicate data in GEO	4.22875	3.10866	3.18085	3.60726	-0.158137	0.389996	0.115929	False
TEFM	group-mean FPKM only; no per-replicate data in GEO	10.7656	10.6952	22.5702	19.2674	0.222907	0.00904385	0.115976	True
GINM1	group-mean FPKM only; no per-replicate data in GEO	25.6197	24.2953	25.6963	22.9944	0.157046	0.0750716	0.116059	True
MFI2-AS1	group-mean FPKM only; no per-replicate data in GEO	2.20526	2.48242	2.2802	1.64701	0.37286	-0.140716	0.116072	False
STK17A	group-mean FPKM only; no per-replicate data in GEO	5.66736	4.68576	7.60127	7.70208	-0.0178417	0.250098	0.116128	False
C6orf226	group-mean FPKM only; no per-replicate data in GEO	17.0658	14.6261	15.9452	15.7576	0.0165523	0.215729	0.116141	True
LINC01024	group-mean FPKM only; no per-replicate data in GEO	2.4157	2.47434	4.22647	3.44369	0.261217	-0.0287273	0.116245	False
PTGES3	group-mean FPKM only; no per-replicate data in GEO	186.208	183.52	170.061	146.795	0.211579	0.0209212	0.11625	True
CNOT11	group-mean FPKM only; no per-replicate data in GEO	33.2173	27.5884	29.9371	30.5958	-0.0308888	0.263515	0.116313	False
KCTD2	group-mean FPKM only; no per-replicate data in GEO	18.6451	13.5496	5.77764	6.78033	-0.213782	0.446446	0.116332	False
ARRB2	group-mean FPKM only; no per-replicate data in GEO	22.7872	20.1399	24.2648	23.2794	0.0585787	0.174101	0.11634	True
TRNAU1AP	group-mean FPKM only; no per-replicate data in GEO	19.6416	20.8434	37.327	29.8764	0.316465	-0.0836117	0.116427	False
CCDC24	group-mean FPKM only; no per-replicate data in GEO	8.66566	8.68315	13.137	11.082	0.235642	-0.00275034	0.116446	False
YWHAQ	group-mean FPKM only; no per-replicate data in GEO	191.513	184.588	224.68	198.269	0.179986	0.0529926	0.116489	True
SNX25	group-mean FPKM only; no per-replicate data in GEO	9.68193	12.0705	16.9564	11.5296	0.537167	-0.304031	0.116568	False
CFLAR	group-mean FPKM only; no per-replicate data in GEO	14.9359	12.8384	14.6639	14.4299	0.0224363	0.210704	0.11657	True
AMFR	group-mean FPKM only; no per-replicate data in GEO	65.3311	55.8304	56.5362	56.2028	0.00845789	0.224856	0.116657	True
PFAS	group-mean FPKM only; no per-replicate data in GEO	11.1766	10.3027	5.15936	4.70322	0.121234	0.112228	0.116731	True
DNASE2	group-mean FPKM only; no per-replicate data in GEO	33.2711	29.5186	29.3382	28.0521	0.0635636	0.169932	0.116748	True
CCDC117	group-mean FPKM only; no per-replicate data in GEO	14.3912	12.7466	18.7389	17.8945	0.0647519	0.168838	0.116795	True
NPC1	group-mean FPKM only; no per-replicate data in GEO	6.69428	6.58885	4.07169	3.44582	0.212402	0.0212987	0.116851	True
RNF214	group-mean FPKM only; no per-replicate data in GEO	7.10572	6.58376	6.17671	5.59626	0.131213	0.102569	0.116891	True
MRFAP1	group-mean FPKM only; no per-replicate data in GEO	331.657	289.636	343.437	334.326	0.0387328	0.195136	0.116934	True
DUS2	group-mean FPKM only; no per-replicate data in GEO	64.9152	49.1434	51.5019	57.7645	-0.164053	0.398024	0.116986	False
SOX4	group-mean FPKM only; no per-replicate data in GEO	17.3566	15.3742	15.1428	14.4599	0.0643982	0.169774	0.117086	True
C17orf80	group-mean FPKM only; no per-replicate data in GEO	17.8093	16.2992	11.6458	10.7528	0.110173	0.124184	0.117179	True
CCDC126	group-mean FPKM only; no per-replicate data in GEO	3.42336	4.35911	18.6164	12.6202	0.543021	-0.308602	0.117209	False
NGRN	group-mean FPKM only; no per-replicate data in GEO	42.9452	37.4004	44.4396	43.2884	0.0374385	0.196984	0.117211	True
DDX10	group-mean FPKM only; no per-replicate data in GEO	9.89493	9.54799	11.9403	10.4385	0.185606	0.0489731	0.11729	True
UCKL1-AS1	group-mean FPKM only; no per-replicate data in GEO	1.6329	1.42728	1.46499	1.34822	0.0883855	0.14625	0.117318	True
PWP1	group-mean FPKM only; no per-replicate data in GEO	50.8221	48.7855	63.0643	55.7544	0.176251	0.0584169	0.117334	True
BTF3L4	group-mean FPKM only; no per-replicate data in GEO	32.0406	30.3491	49.5756	44.3864	0.157829	0.0770125	0.117421	True
TOMM5	group-mean FPKM only; no per-replicate data in GEO	128.704	125.492	238.859	208.053	0.198762	0.0363186	0.11754	True
PPCS	group-mean FPKM only; no per-replicate data in GEO	43.3906	38.0052	61.4983	59.5394	0.0463191	0.188859	0.117589	True
MON1A	group-mean FPKM only; no per-replicate data in GEO	3.48415	2.62943	1.82046	2.00982	-0.113173	0.348372	0.117599	False
SLC9A3	group-mean FPKM only; no per-replicate data in GEO	4.22634	4.90765	4.56565	3.26136	0.429493	-0.194278	0.117607	False
SZRD1	group-mean FPKM only; no per-replicate data in GEO	41.304	35.3221	33.3461	33.0557	0.0124318	0.222791	0.117611	True
ARMC7	group-mean FPKM only; no per-replicate data in GEO	11.7296	10.6532	2.93803	2.70238	0.102438	0.13292	0.117679	True
NCKIPSD	group-mean FPKM only; no per-replicate data in GEO	7.43621	5.64129	5.19613	5.75291	-0.134546	0.369908	0.117681	False
C19orf40	group-mean FPKM only; no per-replicate data in GEO	4.68343	3.85602	3.36207	3.40366	-0.0154531	0.250897	0.117722	False
TMEM87B	group-mean FPKM only; no per-replicate data in GEO	15.2403	12.7646	21.9639	22.1426	-0.0114312	0.246882	0.117725	False
NRD1	group-mean FPKM only; no per-replicate data in GEO	52.2737	48.9084	51.7392	46.8951	0.140395	0.0950628	0.117729	True
RBMX2	group-mean FPKM only; no per-replicate data in GEO	12.3179	11.0854	21.3478	20.0301	0.0897474	0.145852	0.1178	True
TLCD1	group-mean FPKM only; no per-replicate data in GEO	28.7248	23.153	17.8219	18.7201	-0.0690467	0.30517	0.118062	False
ZNF347	group-mean FPKM only; no per-replicate data in GEO	1.9474	1.85163	2.20664	1.89144	0.178623	0.0575888	0.118106	True
PFDN1	group-mean FPKM only; no per-replicate data in GEO	39.475	38.0875	58.7367	51.584	0.185651	0.0509645	0.118308	True
TSPYL4	group-mean FPKM only; no per-replicate data in GEO	10.6805	13.8582	11.9589	7.73377	0.597552	-0.36089	0.118331	False
ATG9A	group-mean FPKM only; no per-replicate data in GEO	8.91669	7.42784	5.36613	5.41327	-0.0115471	0.248292	0.118373	False
STAMBP	group-mean FPKM only; no per-replicate data in GEO	14.9913	12.9503	15.9179	15.5471	0.032957	0.20382	0.118388	True
ACD	group-mean FPKM only; no per-replicate data in GEO	16.1371	15.0798	24.9533	22.5653	0.142129	0.0947273	0.118428	True
CENPQ	group-mean FPKM only; no per-replicate data in GEO	19.6696	16.7878	21.0889	20.8703	0.0146826	0.222428	0.118555	True
GNPDA1	group-mean FPKM only; no per-replicate data in GEO	20.5275	19.7522	18.9826	16.661	0.183053	0.0541987	0.118626	True
PGRMC1	group-mean FPKM only; no per-replicate data in GEO	84.3166	73.4438	84.0307	81.7553	0.0393668	0.197917	0.118642	True
MFSD10	group-mean FPKM only; no per-replicate data in GEO	19.4933	18.4735	29.0876	25.9492	0.161769	0.0755308	0.11865	True
LOC102723661	group-mean FPKM only; no per-replicate data in GEO	0	0.368537	6.14124	2.74275	1.03423	-0.796659	0.118788	False
CCDC124	group-mean FPKM only; no per-replicate data in GEO	31.5074	27.8007	25.8661	24.7889	0.0601799	0.177568	0.118874	True
SLC24A5	group-mean FPKM only; no per-replicate data in GEO	0.902593	1.35622	1.11328	0.533787	0.642058	-0.404271	0.118893	False
EIF2S1	group-mean FPKM only; no per-replicate data in GEO	60.3312	62.3329	100.35	82.3007	0.284496	-0.0467087	0.118894	False
TBC1D31	group-mean FPKM only; no per-replicate data in GEO	24.8493	18.4568	18.2206	20.7273	-0.181294	0.41923	0.118968	False
PAPOLA	group-mean FPKM only; no per-replicate data in GEO	60.7932	59.686	71.4691	61.648	0.21167	0.0262991	0.118984	True
CHD8	group-mean FPKM only; no per-replicate data in GEO	20.1471	20.0706	12.3149	10.4054	0.23278	0.00535529	0.119067	True
GSKIP	group-mean FPKM only; no per-replicate data in GEO	30.8931	30.2123	29.2427	25.2742	0.206608	0.0316309	0.119119	True
UBFD1	group-mean FPKM only; no per-replicate data in GEO	33.3965	32.017	22.3498	19.6896	0.178569	0.0599422	0.119256	True
CRNDE	group-mean FPKM only; no per-replicate data in GEO	21.8935	20.7013	34.8254	31.1258	0.159604	0.0789273	0.119266	True
ZCCHC9	group-mean FPKM only; no per-replicate data in GEO	32.8332	29.423	32.2641	30.4359	0.0828339	0.155705	0.119269	True
BACH1-IT2	group-mean FPKM only; no per-replicate data in GEO	0.149363	0.0808414	1.74613	1.62806	0.0779026	0.160881	0.119392	True
ZSWIM1	group-mean FPKM only; no per-replicate data in GEO	12.5124	12.0924	11.5689	10.0644	0.192083	0.0473338	0.119709	True
HSPH1	group-mean FPKM only; no per-replicate data in GEO	91.9413	107.196	125.869	91.3767	0.459872	-0.220355	0.119758	False
MALSU1	group-mean FPKM only; no per-replicate data in GEO	20.0203	15.9886	32.1728	33.9413	-0.0760495	0.315583	0.119767	False
TXNRD1	group-mean FPKM only; no per-replicate data in GEO	125.119	105.019	131.717	132.817	-0.0119531	0.251552	0.119799	False
DOK1	group-mean FPKM only; no per-replicate data in GEO	5.44096	4.52503	8.19611	8.20745	-0.00188009	0.241564	0.119842	False
PDZD7	group-mean FPKM only; no per-replicate data in GEO	1.47808	0.764705	0.359428	0.638419	-0.405583	0.6453	0.119858	False
RSL1D1	group-mean FPKM only; no per-replicate data in GEO	50.5014	47.4158	67.9903	61.225	0.150045	0.0900354	0.12004	True
GTF2A2	group-mean FPKM only; no per-replicate data in GEO	23.0797	22.6483	33.4401	28.7697	0.213583	0.0266391	0.120111	True
NUBPL	group-mean FPKM only; no per-replicate data in GEO	5.59364	4.00378	7.84708	9.06132	-0.195938	0.436168	0.120115	False
RNF121	group-mean FPKM only; no per-replicate data in GEO	10.5367	9.39162	8.03755	7.56398	0.0823301	0.15803	0.12018	True
NELFCD	group-mean FPKM only; no per-replicate data in GEO	170.218	138.551	160.788	167.128	-0.055624	0.296001	0.120189	False
ATXN1	group-mean FPKM only; no per-replicate data in GEO	16.0189	10.8179	10.3407	12.8931	-0.305032	0.545511	0.12024	False
CHMP1A	group-mean FPKM only; no per-replicate data in GEO	65.7771	58.6107	54.6233	51.8164	0.075399	0.165091	0.120245	True
P4HA1	group-mean FPKM only; no per-replicate data in GEO	48.294	25.7002	27.679	43.9155	-0.656443	0.897126	0.120342	False
ATP5I	group-mean FPKM only; no per-replicate data in GEO	302.76	259.513	458.646	452.713	0.0187637	0.221971	0.120368	True
COPZ1	group-mean FPKM only; no per-replicate data in GEO	116.534	99.1938	99.6803	99.0218	0.00951435	0.231352	0.120433	True
ZNF681	group-mean FPKM only; no per-replicate data in GEO	11.2336	14.5917	18.0042	11.6739	0.604061	-0.36311	0.120476	False
DPAGT1	group-mean FPKM only; no per-replicate data in GEO	32.8308	29.4685	29.1176	27.3727	0.087602	0.153409	0.120506	True
DENND1A	group-mean FPKM only; no per-replicate data in GEO	17.0287	13.1768	12.7435	13.8614	-0.116912	0.357988	0.120538	False
SPCS1	group-mean FPKM only; no per-replicate data in GEO	69.5734	63.2112	70.3187	65.4024	0.103799	0.13732	0.12056	True
SS18L2	group-mean FPKM only; no per-replicate data in GEO	23.2686	20.7304	22.9488	21.7105	0.0782722	0.162925	0.120599	True
MLH3	group-mean FPKM only; no per-replicate data in GEO	12.4334	9.28147	10.6297	11.9504	-0.161777	0.402978	0.1206	False
UTP23	group-mean FPKM only; no per-replicate data in GEO	10.024	10.0623	15.9553	13.3703	0.246553	-0.00524087	0.120656	False
XPO5	group-mean FPKM only; no per-replicate data in GEO	23.2379	22.4034	17.3682	15.1664	0.189721	0.0516305	0.120676	True
SIM2	group-mean FPKM only; no per-replicate data in GEO	6.46576	8.91922	5.78264	3.43041	0.676691	-0.435327	0.120682	False
PPP4R1	group-mean FPKM only; no per-replicate data in GEO	35.1646	31.7359	34.3667	32.1317	0.0955757	0.145825	0.1207	True
SCAPER	group-mean FPKM only; no per-replicate data in GEO	6.80082	5.32555	8.71848	9.27284	-0.084249	0.325664	0.120708	False
TANK	group-mean FPKM only; no per-replicate data in GEO	19.0472	16.0764	17.1568	17.1123	0.00364058	0.237831	0.120736	True
C3orf17	group-mean FPKM only; no per-replicate data in GEO	11.4505	10.4999	9.51865	8.70687	0.121905	0.119581	0.120743	True
DNAAF3	group-mean FPKM only; no per-replicate data in GEO	2.43569	3.36167	4.09436	2.45412	0.637135	-0.395525	0.120805	False
PRPSAP2	group-mean FPKM only; no per-replicate data in GEO	48.4342	40.2273	40.6934	41.3556	-0.0230075	0.264847	0.12092	False
ETV2	group-mean FPKM only; no per-replicate data in GEO	0.906242	0.613069	1.49644	1.63283	-0.0953393	0.337302	0.120981	False
MATN1-AS1	group-mean FPKM only; no per-replicate data in GEO	1.9294	1.57896	1.78974	1.76243	0.0173106	0.224738	0.121024	True
ITGB1BP1	group-mean FPKM only; no per-replicate data in GEO	27.3559	24.723	31.8147	29.6727	0.0989468	0.143243	0.121095	True
SPATA24	group-mean FPKM only; no per-replicate data in GEO	1.66591	2.07645	4.5191	3.06724	0.49262	-0.250411	0.121105	False
PHF7	group-mean FPKM only; no per-replicate data in GEO	2.10083	1.79804	2.65373	2.51748	0.0637149	0.178568	0.121142	True
TGFBR2	group-mean FPKM only; no per-replicate data in GEO	5.56358	4.54374	1.97255	2.01276	-0.0232732	0.265676	0.121201	False
TTF2	group-mean FPKM only; no per-replicate data in GEO	35.9289	33.4339	33.4459	30.305	0.140073	0.102356	0.121214	True
EFHD2	group-mean FPKM only; no per-replicate data in GEO	12.4294	9.58639	10.4724	11.3892	-0.115773	0.358245	0.121236	False
DDX19A	group-mean FPKM only; no per-replicate data in GEO	16.6776	16.6781	15.9601	13.4124	0.242602	-4.19929e-05	0.12128	False
PPM1A	group-mean FPKM only; no per-replicate data in GEO	49.8768	57.5382	103.715	75.9546	0.446888	-0.204243	0.121322	False
ATG2B	group-mean FPKM only; no per-replicate data in GEO	6.72872	6.90701	7.95481	6.47322	0.277947	-0.0351511	0.121398	False
SMARCA5	group-mean FPKM only; no per-replicate data in GEO	31.6366	31.5774	36.6418	30.9429	0.240309	0.00266009	0.121485	True
NR2C2	group-mean FPKM only; no per-replicate data in GEO	11.1494	10.5786	10.1514	8.96368	0.17057	0.0724801	0.121525	True
NIPA1	group-mean FPKM only; no per-replicate data in GEO	5.67448	5.14635	5.49197	5.03645	0.114069	0.128999	0.121534	True
ZDHHC9	group-mean FPKM only; no per-replicate data in GEO	6.39295	5.83376	11.2882	10.3395	0.121045	0.122059	0.121552	True
TAF1B	group-mean FPKM only; no per-replicate data in GEO	19.7839	20.3156	29.5408	24.2315	0.280573	-0.0373301	0.121622	False
SLC35B4	group-mean FPKM only; no per-replicate data in GEO	9.97488	8.36385	9.7477	9.73107	0.00234311	0.240928	0.121636	True
EIF2B1	group-mean FPKM only; no per-replicate data in GEO	38.5658	34.1321	21.674	20.6309	0.0695148	0.173796	0.121656	True
C6orf62	group-mean FPKM only; no per-replicate data in GEO	45.1359	46.0451	58.7248	48.554	0.271831	-0.0284601	0.121685	False
NT5C1B-RDH14,RDH14	group-mean FPKM only; no per-replicate data in GEO	21.1297	19.0725	36.9289	34.4394	0.0992978	0.144186	0.121742	True
05-9	group-mean FPKM only; no per-replicate data in GEO	2.9149	4.08813	2.91425	1.64645	0.669616	-0.426063	0.121777	False
MAMDC4,PHPT1	group-mean FPKM only; no per-replicate data in GEO	93.1748	81.7825	103.535	99.5303	0.0566319	0.187075	0.121854	True
EMC4	group-mean FPKM only; no per-replicate data in GEO	76.4902	70.3177	71.3998	65.5148	0.123198	0.120565	0.121882	True
ESR2	group-mean FPKM only; no per-replicate data in GEO	2.54141	2.69815	1.99672	1.50507	0.316381	-0.0724973	0.121942	False
GKAP1	group-mean FPKM only; no per-replicate data in GEO	11.3029	9.38501	15.486	15.6187	-0.0119264	0.255827	0.12195	False
CMIP	group-mean FPKM only; no per-replicate data in GEO	11.9143	9.04932	7.15747	7.90645	-0.134629	0.378533	0.121952	False
LOC441155	group-mean FPKM only; no per-replicate data in GEO	24.0468	27.0298	50.0567	37.5544	0.409839	-0.165459	0.12219	False
SLFNL1-AS1	group-mean FPKM only; no per-replicate data in GEO	2.22975	1.82556	1.72125	1.70101	0.0132061	0.231191	0.122198	True
SEC22B	group-mean FPKM only; no per-replicate data in GEO	46.5193	45.9861	48.2476	41.1227	0.227961	0.0164537	0.122207	True
PDSS2	group-mean FPKM only; no per-replicate data in GEO	11.73	10.1853	8.50774	8.20216	0.0497916	0.194797	0.122294	True
SLC25A39	group-mean FPKM only; no per-replicate data in GEO	153.835	119.996	95.8235	103.633	-0.112468	0.35708	0.122306	False
DDX31	group-mean FPKM only; no per-replicate data in GEO	20.3296	19.5813	21.6569	18.8964	0.191967	0.0527825	0.122375	True
SERBP1	group-mean FPKM only; no per-replicate data in GEO	71.2354	75.6586	121.349	96.3505	0.331263	-0.0863217	0.122471	False
